"","date","GOOG"
"135",2021-05-25,0.1326
"136",2021-05-26,0.1425
"137",2021-05-27,0.1402
"138",2021-05-28,0.1337
"139",2021-06-01,0.1408
"140",2021-06-02,0.1439
"141",2021-06-03,0.1377
"142",2021-06-04,0.1342
"143",2021-06-07,0.1373
"144",2021-06-08,0.1479
"145",2021-06-09,0.1466
"146",2021-06-10,0.1493
"147",2021-06-11,0.1464
"148",2021-06-14,0.1471
"149",2021-06-15,0.1639
"150",2021-06-16,0.1629
"151",2021-06-17,0.1556
"152",2021-06-18,0.1443
"153",2021-06-21,0.1326
"154",2021-06-22,0.133
"155",2021-06-23,0.138
"156",2021-06-24,0.144
"157",2021-06-25,0.1421
"158",2021-06-28,0.1435
"159",2021-06-29,0.144
"160",2021-06-30,0.1359
"161",2021-07-01,0.1456
"162",2021-07-02,0.1453
"163",2021-07-06,0.136
"164",2021-07-07,0.141
"165",2021-07-08,0.1424
"166",2021-07-09,0.1345
"167",2021-07-12,0.1343
"168",2021-07-13,0.1193
"169",2021-07-14,0.1204
"170",2021-07-15,0.1167
"171",2021-07-16,0.1227
"172",2021-07-19,0.1169
"173",2021-07-20,0.111
"174",2021-07-21,0.121
"175",2021-07-22,0.124
"176",2021-07-23,0.1201
"177",2021-07-26,0.1128
"178",2021-07-27,0.1068
"179",2021-07-28,0.1065
"180",2021-07-29,0.0985
"181",2021-07-30,0.1002
"182",2021-08-02,0.0922000000000001
"183",2021-08-03,0.0743
"184",2021-08-04,0.0798
"185",2021-08-05,0.091
"186",2021-08-06,0.0954
"187",2021-08-09,0.0924
"188",2021-08-10,0.1012
"189",2021-08-11,0.1066
"190",2021-08-12,0.0987
"191",2021-08-13,0.102
"192",2021-08-16,0.1066
"193",2021-08-17,0.0873999999999999
"194",2021-08-18,0.0847
"195",2021-08-19,0.0866000000000001
"196",2021-08-20,0.092
"197",2021-08-23,0.1006
"198",2021-08-24,0.0886
"199",2021-08-25,0.0844
"200",2021-08-26,0.0856
"201",2021-08-27,0.0905
"202",2021-08-30,0.0904
"203",2021-08-31,0.0803
"204",2021-09-01,0.0906
"205",2021-09-02,0.0901
"206",2021-09-03,0.0932000000000001
"207",2021-09-07,0.0886999999999999
"208",2021-09-08,0.0808
"209",2021-09-09,0.0826
"210",2021-09-10,0.0830000000000001
"211",2021-09-13,0.0863
"212",2021-09-14,0.085
"213",2021-09-15,0.0735000000000001
"214",2021-09-16,0.0737
"215",2021-09-17,0.0829
"216",2021-09-20,0.0891
"217",2021-09-21,0.0785
"218",2021-09-22,0.0855
"219",2021-09-23,0.0923
"220",2021-09-24,0.0856
"221",2021-09-27,0.0876
"222",2021-09-28,0.0978
"223",2021-09-29,0.0881
"224",2021-09-30,0.0864
"225",2021-10-01,0.0897
"226",2021-10-04,0.0899
"227",2021-10-05,0.0939
"228",2021-10-06,0.0945
"229",2021-10-07,0.0941
"230",2021-10-08,0.098
"231",2021-10-11,0.0916999999999999
"232",2021-10-12,0.0943
"233",2021-10-13,0.0825
"234",2021-10-14,0.0923
"235",2021-10-15,0.0954
"236",2021-10-18,0.0936
"237",2021-10-19,0.0984
"238",2021-10-20,0.0946
"239",2021-10-21,0.1096
"240",2021-10-22,0.124
"241",2021-10-25,0.1248
"242",2021-10-26,0.111
"243",2021-10-27,0.0921
"244",2021-10-28,0.1008
"245",2021-10-29,0.109
"246",2021-11-01,0.1123
"247",2021-11-02,0.1107
"248",2021-11-03,0.1158
"249",2021-11-04,0.1204
"250",2021-11-05,0.1167
"251",2021-11-08,0.1219
"252",2021-11-09,0.1323
"253",2021-11-10,0.1153
"254",2021-11-11,0.1203
"255",2021-11-12,0.1183
"256",2021-11-15,0.1139
"257",2021-11-16,0.1204
"258",2021-11-17,0.1167
"259",2021-11-18,0.1182
"260",2021-11-19,0.1249
"261",2021-11-22,0.1337
"262",2021-11-23,0.1334
"263",2021-11-24,0.1287
"264",2021-11-26,0.1265
"265",2021-11-29,0.1249
"266",2021-11-30,0.1287
"267",2021-12-01,0.1234
"268",2021-12-02,0.1213
"269",2021-12-03,0.1245
"270",2021-12-06,0.1265
"271",2021-12-07,0.1261
"272",2021-12-08,0.1233
"273",2021-12-09,0.1157
"274",2021-12-10,0.1278
"275",2021-12-13,0.1331
"276",2021-12-14,0.1469
"277",2021-12-15,0.1384
"278",2021-12-16,0.1299
"279",2021-12-17,0.1312
"280",2021-12-20,0.1226
"281",2021-12-21,0.1202
"282",2021-12-22,0.1246
"283",2021-12-23,0.1111
"284",2021-12-27,0.1177
"285",2021-12-28,0.1245
"286",2021-12-29,0.1246
"287",2021-12-30,0.1273
"288",2021-12-31,0.1309
"289",2022-01-03,0.1267
"290",2022-01-04,0.1276
"291",2022-01-05,0.1264
"292",2022-01-06,0.1274
"293",2022-01-07,0.1259
"294",2022-01-10,0.1263
"295",2022-01-11,0.1264
"296",2022-01-12,0.1291
"297",2022-01-13,0.12
"298",2022-01-14,0.1073
"299",2022-01-18,0.1173
"300",2022-01-19,0.1298
"301",2022-01-20,0.1274
"302",2022-01-21,0.1302
"303",2022-01-24,0.1145
"304",2022-01-25,0.1232
"305",2022-01-26,0.1347
"306",2022-01-27,0.1355
"307",2022-01-28,0.1348
"308",2022-01-31,0.125
"309",2022-02-01,0.1317
"310",2022-02-02,0.1373
"311",2022-02-03,0.1334
"312",2022-02-04,0.134
"313",2022-02-07,0.116
"314",2022-02-08,0.1231
"315",2022-02-09,0.1265
"316",2022-02-10,0.1299
"317",2022-02-11,0.1401
"318",2022-02-14,0.1488
"319",2022-02-15,0.1429
"320",2022-02-16,0.1373
"321",2022-02-17,0.1392
"322",2022-02-18,0.1292
"323",2022-02-22,0.1205
"324",2022-02-23,0.1273
"325",2022-02-24,0.1233
"326",2022-02-25,0.1213
"327",2022-02-28,0.1198
"328",2022-03-01,0.1162
"329",2022-03-02,0.1164
"330",2022-03-03,0.1083
"331",2022-03-04,0.1055
"332",2022-03-07,0.0945
"333",2022-03-08,0.0836
"334",2022-03-09,0.0791999999999999
"335",2022-03-10,0.081
"336",2022-03-11,0.0839
"337",2022-03-14,0.0734
"338",2022-03-15,0.0679
"339",2022-03-16,0.0706999999999999
"340",2022-03-17,0.0708
"341",2022-03-18,0.0624999999999999
"342",2022-03-21,0.0624999999999999
"343",2022-03-22,0.0528
"344",2022-03-23,0.0507
"345",2022-03-24,0.0459
"346",2022-03-25,0.0424
"347",2022-03-28,0.0405
"348",2022-03-29,0.0411
"349",2022-03-30,0.0388
"350",2022-03-31,0.0372
"351",2022-04-01,0.0399
"352",2022-04-04,0.0437
"353",2022-04-05,0.0433
"354",2022-04-06,0.0397
"355",2022-04-07,0.0382
"356",2022-04-08,0.0376
"357",2022-04-11,0.0328
"358",2022-04-12,0.0317
"359",2022-04-13,0.028
"360",2022-04-14,0.0319
"361",2022-04-18,0.0326
"362",2022-04-19,0.0306
"363",2022-04-20,0.0341
"364",2022-04-21,0.0295
"365",2022-04-22,0.0324
"366",2022-04-25,0.0427
"367",2022-04-26,0.0377
"368",2022-04-27,0.0364
"369",2022-04-28,0.0457
"370",2022-04-29,0.0551
"371",2022-05-02,0.0654
"372",2022-05-03,0.0824
"373",2022-05-04,0.0707
"374",2022-05-05,0.0689
"375",2022-05-06,0.0724
"376",2022-05-09,0.069
"377",2022-05-10,0.0722
"378",2022-05-11,0.0741
"379",2022-05-12,0.0818
"380",2022-05-13,0.0936
"381",2022-05-16,0.1059
"382",2022-05-17,0.1105
"383",2022-05-18,0.1131
"384",2022-05-19,0.1337
"385",2022-05-20,0.127
"386",2022-05-23,0.1252
"387",2022-05-24,0.1273
"388",2022-05-25,0.1293
"389",2022-05-26,0.1314
"390",2022-05-27,0.129
"391",2022-05-31,0.1359
"392",2022-06-01,0.1362
"393",2022-06-02,0.1326
"394",2022-06-03,0.1324
"395",2022-06-06,0.1343
"396",2022-06-07,0.1292
"397",2022-06-08,0.1213
"398",2022-06-09,0.1197
"399",2022-06-10,0.1192
"400",2022-06-13,0.1201
"401",2022-06-14,0.1252
"402",2022-06-15,0.1261
"403",2022-06-16,0.117
"404",2022-06-17,0.1235
"405",2022-06-21,0.1401
"406",2022-06-22,0.1404
"407",2022-06-23,0.1317
"408",2022-06-24,0.1393
"409",2022-06-27,0.1409
"410",2022-06-28,0.1416
"411",2022-06-29,0.1401
"412",2022-06-30,0.1403
"413",2022-07-01,0.1381
"414",2022-07-05,0.1494
"415",2022-07-06,0.1462
"416",2022-07-07,0.1513
"417",2022-07-08,0.1619
"418",2022-07-11,0.1483
"419",2022-07-12,0.1533
"420",2022-07-13,0.162
"421",2022-07-14,0.1627
"422",2022-07-15,0.164
"423",2022-07-18,0.1458
"424",2022-07-19,0.1413
"425",2022-07-20,0.1452
"426",2022-07-21,0.1512
"427",2022-07-22,0.1507
"428",2022-07-25,0.1502
"429",2022-07-26,0.1557
"430",2022-07-27,0.157
"431",2022-07-28,0.1626
"432",2022-07-29,0.163
"433",2022-08-01,0.145
"434",2022-08-02,0.1397
"435",2022-08-03,0.1439
"436",2022-08-04,0.1576
"437",2022-08-05,0.1597
"438",2022-08-08,0.159
"439",2022-08-09,0.1688
"440",2022-08-10,0.167
"441",2022-08-11,0.1718
"442",2022-08-12,0.1703
"443",2022-08-15,0.1663
"444",2022-08-16,0.177
"445",2022-08-17,0.1786
"446",2022-08-18,0.177
"447",2022-08-19,0.1806
"448",2022-08-22,0.179
"449",2022-08-23,0.1942
"450",2022-08-24,0.1939
"451",2022-08-25,0.1747
"452",2022-08-26,0.1682
"453",2022-08-29,0.1615
"454",2022-08-30,0.1593
"455",2022-08-31,0.167
"456",2022-09-01,0.179
"457",2022-09-02,0.172
"458",2022-09-06,0.1678
"459",2022-09-07,0.1602
"460",2022-09-08,0.1594
"461",2022-09-09,0.1654
"462",2022-09-12,0.1641
"463",2022-09-13,0.1501
"464",2022-09-14,0.1447
"465",2022-09-15,0.1467
"466",2022-09-16,0.1356
"467",2022-09-19,0.127
"468",2022-09-20,0.133
"469",2022-09-21,0.1393
"470",2022-09-22,0.145
"471",2022-09-23,0.1438
"472",2022-09-26,0.1376
"473",2022-09-27,0.1283
"474",2022-09-28,0.1248
"475",2022-09-29,0.125
"476",2022-09-30,0.1181
"477",2022-10-03,0.1207
"478",2022-10-04,0.1158
"479",2022-10-05,0.1194
"480",2022-10-06,0.1177
"481",2022-10-07,0.1119
"482",2022-10-10,0.1125
"483",2022-10-11,0.1105
"484",2022-10-12,0.1129
"485",2022-10-13,0.1152
"486",2022-10-14,0.1191
"487",2022-10-17,0.1105
"488",2022-10-18,0.0989
"489",2022-10-19,0.0952
"490",2022-10-20,0.0903
"491",2022-10-21,0.0967
"492",2022-10-24,0.1048
"493",2022-10-25,0.0855
"494",2022-10-26,0.0851
"495",2022-10-27,0.0805999999999999
"496",2022-10-28,0.075
"497",2022-10-31,0.0777999999999999
"498",2022-11-01,0.0703
"499",2022-11-02,0.0724
"500",2022-11-03,0.0807999999999999
"501",2022-11-04,0.0912
"502",2022-11-07,0.0893
"503",2022-11-08,0.0813
"504",2022-11-09,0.0878
"505",2022-11-10,0.0839
"506",2022-11-11,0.0731
"507",2022-11-14,0.0704
"508",2022-11-15,0.0679999999999999
"509",2022-11-16,0.0769
"510",2022-11-17,0.0769
"511",2022-11-18,0.0806
"512",2022-11-21,0.0797
"513",2022-11-22,0.0805000000000001
"514",2022-11-23,0.0839
"515",2022-11-25,0.0908
"516",2022-11-28,0.0961
"517",2022-11-29,0.0918999999999999
"518",2022-11-30,0.0896
"519",2022-12-01,0.0931
"520",2022-12-02,0.0982
"521",2022-12-05,0.106
"522",2022-12-06,0.1043
"523",2022-12-07,0.0968
"524",2022-12-08,0.1047
"525",2022-12-09,0.129
"526",2022-12-12,0.1449
"527",2022-12-13,0.1555
"528",2022-12-14,0.1522
"529",2022-12-15,0.1529
"530",2022-12-16,0.1589
"531",2022-12-19,0.1696
"532",2022-12-20,0.1687
"533",2022-12-21,0.1757
"534",2022-12-22,0.1964
"535",2022-12-23,0.2164
"536",2022-12-27,0.2297
"537",2022-12-28,0.2494
"538",2022-12-29,0.2672
"539",2022-12-30,0.2756
"540",2023-01-03,0.2897
"541",2023-01-04,0.2862
"542",2023-01-05,0.2885
"543",2023-01-06,0.2792
"544",2023-01-09,0.2661
"545",2023-01-10,0.272
"546",2023-01-11,0.2601
"547",2023-01-12,0.2629
"548",2023-01-13,0.2692
"549",2023-01-17,0.2662
"550",2023-01-18,0.2374
"551",2023-01-19,0.233
"552",2023-01-20,0.24
"553",2023-01-23,0.2231
"554",2023-01-24,0.2268
"555",2023-01-25,0.2382
"556",2023-01-26,0.2368
"557",2023-01-27,0.2394
"558",2023-01-30,0.2294
"559",2023-01-31,0.2432
"560",2023-02-01,0.2403
"561",2023-02-02,0.2455
"562",2023-02-03,0.2412
"563",2023-02-06,0.234
"564",2023-02-07,0.2375
"565",2023-02-08,0.2386
"566",2023-02-09,0.2421
"567",2023-02-10,0.2458
"568",2023-02-13,0.2429
"569",2023-02-14,0.2434
"570",2023-02-15,0.2494
"571",2023-02-16,0.252
"572",2023-02-17,0.2412
"573",2023-02-21,0.237
"574",2023-02-22,0.2423
"575",2023-02-23,0.2545
"576",2023-02-24,0.2508
"577",2023-02-27,0.2455
"578",2023-02-28,0.2439
"579",2023-03-01,0.2466
"580",2023-03-02,0.2496
"581",2023-03-03,0.2604
"582",2023-03-06,0.2666
"583",2023-03-07,0.2424
"584",2023-03-08,0.2405
"585",2023-03-09,0.2459
"586",2023-03-10,0.2414
"587",2023-03-13,0.2466
"588",2023-03-14,0.2488
"589",2023-03-15,0.2484
"590",2023-03-16,0.2614
"591",2023-03-17,0.2694
"592",2023-03-20,0.264
"593",2023-03-21,0.2581
"594",2023-03-22,0.2335
"595",2023-03-23,0.2376
"596",2023-03-24,0.2411
"597",2023-03-27,0.2463
"598",2023-03-28,0.2482
"599",2023-03-29,0.2565
"600",2023-03-30,0.2561
"601",2023-03-31,0.2536
"602",2023-04-03,0.2458
"603",2023-04-04,0.2381
"604",2023-04-05,0.2362
"605",2023-04-06,0.2338
"606",2023-04-10,0.2237
"607",2023-04-11,0.2236
"608",2023-04-12,0.2259
"609",2023-04-13,0.2315
"610",2023-04-14,0.2403
"611",2023-04-17,0.2481
"612",2023-04-18,0.2581
"613",2023-04-19,0.24
"614",2023-04-20,0.2376
"615",2023-04-21,0.2431
"616",2023-04-24,0.2279
"617",2023-04-25,0.2257
"618",2023-04-26,0.2207
"619",2023-04-27,0.2096
"620",2023-04-28,0.211
"621",2023-05-01,0.2198
"622",2023-05-02,0.2248
"623",2023-05-03,0.2253
"624",2023-05-04,0.2241
"625",2023-05-05,0.2353
"626",2023-05-08,0.2434
"627",2023-05-09,0.2349
"628",2023-05-10,0.2192
"629",2023-05-11,0.2143
"630",2023-05-12,0.2221
"631",2023-05-15,0.2311
"632",2023-05-16,0.2218
"633",2023-05-17,0.2083
"634",2023-05-18,0.2091
"635",2023-05-19,0.2158
"636",2023-05-22,0.2227
"637",2023-05-23,0.2261
"638",2023-05-24,0.2249
"639",2023-05-25,0.2197
"640",2023-05-26,0.2197
"641",2023-05-30,0.2217
"642",2023-05-31,0.2138
"643",2023-06-01,0.2078
"644",2023-06-02,0.2001
"645",2023-06-05,0.2113
"646",2023-06-06,0.2096
"647",2023-06-07,0.215
"648",2023-06-08,0.2144
"649",2023-06-09,0.1937
"650",2023-06-12,0.21
"651",2023-06-13,0.2143
"652",2023-06-14,0.2169
"653",2023-06-15,0.2109
"654",2023-06-16,0.2056
"655",2023-06-20,0.2146
"656",2023-06-21,0.2123
"657",2023-06-22,0.2258
"658",2023-06-23,0.222
"659",2023-06-26,0.221
"660",2023-06-27,0.2287
"661",2023-06-28,0.2172
"662",2023-06-29,0.2077
