"","date","NVDA"
"999",2023-05-25,0.1191
"1000",2023-05-26,0.1362
"1001",2023-05-30,0.1495
"1002",2023-05-31,0.1483
"1003",2023-06-01,0.1473
"1004",2023-06-02,0.1311
"1005",2023-06-05,0.126
"1006",2023-06-06,0.1302
"1007",2023-06-07,0.1323
"1008",2023-06-08,0.1326
"1009",2023-06-09,0.1518
"1010",2023-06-12,0.1615
"1011",2023-06-13,0.1627
"1012",2023-06-14,0.1607
"1013",2023-06-15,0.1538
"1014",2023-06-16,0.1666
"1015",2023-06-20,0.1778
"1016",2023-06-21,0.1622
"1017",2023-06-22,0.1413
"1018",2023-06-23,0.1211
"1019",2023-06-26,0.1328
"1020",2023-06-27,0.1272
"1021",2023-06-28,0.1338
"1022",2023-06-29,0.1291
