"","date","UNH"
"365",2022-04-22,0.3298
"366",2022-04-25,0.345
"367",2022-04-26,0.3449
"368",2022-04-27,0.3438
"369",2022-04-28,0.3315
"370",2022-04-29,0.3374
"371",2022-05-02,0.337
"372",2022-05-03,0.3484
"373",2022-05-04,0.3283
"374",2022-05-05,0.3423
"375",2022-05-06,0.3273
"376",2022-05-09,0.3457
"377",2022-05-10,0.3404
"378",2022-05-11,0.3429
"379",2022-05-12,0.317
"380",2022-05-13,0.3216
"381",2022-05-16,0.338
"382",2022-05-17,0.3604
"383",2022-05-18,0.3395
"384",2022-05-19,0.3489
"385",2022-05-20,0.3387
"386",2022-05-23,0.3533
"387",2022-05-24,0.3583
"388",2022-05-25,0.3525
"389",2022-05-26,0.3443
"390",2022-05-27,0.3441
"391",2022-05-31,0.3252
"392",2022-06-01,0.3307
"393",2022-06-02,0.3227
"394",2022-06-03,0.34
"395",2022-06-06,0.3341
"396",2022-06-07,0.3577
"397",2022-06-08,0.3435
"398",2022-06-09,0.3414
"399",2022-06-10,0.3122
"400",2022-06-13,0.3119
"401",2022-06-14,0.307
"402",2022-06-15,0.3178
"403",2022-06-16,0.2992
"404",2022-06-17,0.3073
"405",2022-06-21,0.2998
"406",2022-06-22,0.3185
"407",2022-06-23,0.324
"408",2022-06-24,0.3215
"409",2022-06-27,0.296
"410",2022-06-28,0.2952
"411",2022-06-29,0.2992
"412",2022-06-30,0.308
"413",2022-07-01,0.2887
"414",2022-07-05,0.2966
"415",2022-07-06,0.2762
"416",2022-07-07,0.274
"417",2022-07-08,0.2649
"418",2022-07-11,0.2753
"419",2022-07-12,0.2656
"420",2022-07-13,0.2767
"421",2022-07-14,0.2712
"422",2022-07-15,0.2775
"423",2022-07-18,0.2541
"424",2022-07-19,0.2619
"425",2022-07-20,0.2492
"426",2022-07-21,0.2634
"427",2022-07-22,0.2446
"428",2022-07-25,0.253
"429",2022-07-26,0.2518
"430",2022-07-27,0.2497
"431",2022-07-28,0.2531
"432",2022-07-29,0.2601
"433",2022-08-01,0.239
"434",2022-08-02,0.246
"435",2022-08-03,0.2347
"436",2022-08-04,0.2512
"437",2022-08-05,0.2624
"438",2022-08-08,0.2719
"439",2022-08-09,0.2482
"440",2022-08-10,0.2431
"441",2022-08-11,0.2459
"442",2022-08-12,0.2676
"443",2022-08-15,0.2528
"444",2022-08-16,0.273
"445",2022-08-17,0.2642
"446",2022-08-18,0.284
"447",2022-08-19,0.2851
"448",2022-08-22,0.2974
"449",2022-08-23,0.2944
"450",2022-08-24,0.3117
"451",2022-08-25,0.3176
"452",2022-08-26,0.3224
"453",2022-08-29,0.3107
"454",2022-08-30,0.3167
"455",2022-08-31,0.3037
"456",2022-09-01,0.3093
"457",2022-09-02,0.3026
"458",2022-09-06,0.3098
"459",2022-09-07,0.3015
"460",2022-09-08,0.3036
"461",2022-09-09,0.3126
"462",2022-09-12,0.3284
"463",2022-09-13,0.3068
"464",2022-09-14,0.3207
"465",2022-09-15,0.3138
"466",2022-09-16,0.3349
"467",2022-09-19,0.328
"468",2022-09-20,0.3314
"469",2022-09-21,0.3103
"470",2022-09-22,0.3202
"471",2022-09-23,0.3335
"472",2022-09-26,0.3571
"473",2022-09-27,0.3499
"474",2022-09-28,0.357
"475",2022-09-29,0.3353
"476",2022-09-30,0.3375
"477",2022-10-03,0.3393
"478",2022-10-04,0.3414
"479",2022-10-05,0.329
"480",2022-10-06,0.338
"481",2022-10-07,0.3368
"482",2022-10-10,0.3348
"483",2022-10-11,0.3217
"484",2022-10-12,0.3397
"485",2022-10-13,0.3267
"486",2022-10-14,0.3377
"487",2022-10-17,0.3186
"488",2022-10-18,0.3162
"489",2022-10-19,0.2998
"490",2022-10-20,0.3127
"491",2022-10-21,0.3227
"492",2022-10-24,0.3395
"493",2022-10-25,0.3198
"494",2022-10-26,0.3372
"495",2022-10-27,0.323
"496",2022-10-28,0.3269
"497",2022-10-31,0.3269
"498",2022-11-01,0.3269
"499",2022-11-02,0.2998
"500",2022-11-03,0.2938
"501",2022-11-04,0.3041
"502",2022-11-07,0.3208
"503",2022-11-08,0.311
"504",2022-11-09,0.3193
"505",2022-11-10,0.3104
"506",2022-11-11,0.3285
"507",2022-11-14,0.3289
"508",2022-11-15,0.3348
"509",2022-11-16,0.3169
"510",2022-11-17,0.3321
"511",2022-11-18,0.3281
"512",2022-11-21,0.3318
"513",2022-11-22,0.3245
"514",2022-11-23,0.3346
"515",2022-11-25,0.329
"516",2022-11-28,0.3539
"517",2022-11-29,0.3546
"518",2022-11-30,0.3646
"519",2022-12-01,0.3531
"520",2022-12-02,0.3659
"521",2022-12-05,0.3697
"522",2022-12-06,0.3796
"523",2022-12-07,0.3637
"524",2022-12-08,0.37
"525",2022-12-09,0.3633
"526",2022-12-12,0.3726
"527",2022-12-13,0.3746
"528",2022-12-14,0.3892
"529",2022-12-15,0.3774
"530",2022-12-16,0.3842
"531",2022-12-19,0.3863
"532",2022-12-20,0.405
"533",2022-12-21,0.412
"534",2022-12-22,0.4266
"535",2022-12-23,0.4225
"536",2022-12-27,0.4421
"537",2022-12-28,0.4529
"538",2022-12-29,0.468
"539",2022-12-30,0.4626
"540",2023-01-03,0.4636
"541",2023-01-04,0.4734
"542",2023-01-05,0.4669
"543",2023-01-06,0.4564
"544",2023-01-09,0.4661
"545",2023-01-10,0.4655
"546",2023-01-11,0.4857
"547",2023-01-12,0.4756
"548",2023-01-13,0.4752
"549",2023-01-17,0.4707
"550",2023-01-18,0.4608
"551",2023-01-19,0.424
"552",2023-01-20,0.4106
"553",2023-01-23,0.3215
"554",2023-01-24,0.3252
"555",2023-01-25,0.2896
"556",2023-01-26,0.3047
"557",2023-01-27,0.3201
"558",2023-01-30,0.3414
"559",2023-01-31,0.2957
"560",2023-02-01,0.2876
"561",2023-02-02,0.2922
"562",2023-02-03,0.2737
"563",2023-02-06,0.282
"564",2023-02-07,0.2873
"565",2023-02-08,0.2836
"566",2023-02-09,0.2877
"567",2023-02-10,0.2962
"568",2023-02-13,0.2711
"569",2023-02-14,0.2563
"570",2023-02-15,0.2363
"571",2023-02-16,0.2327
"572",2023-02-17,0.2261
"573",2023-02-21,0.2097
"574",2023-02-22,0.2169
"575",2023-02-23,0.215
"576",2023-02-24,0.2175
"577",2023-02-27,0.2223
"578",2023-02-28,0.2218
"579",2023-03-01,0.2064
"580",2023-03-02,0.2042
"581",2023-03-03,0.2183
"582",2023-03-06,0.2308
"583",2023-03-07,0.2222
"584",2023-03-08,0.2136
"585",2023-03-09,0.2281
"586",2023-03-10,0.23
"587",2023-03-13,0.237
"588",2023-03-14,0.2351
"589",2023-03-15,0.2199
"590",2023-03-16,0.2112
"591",2023-03-17,0.2182
"592",2023-03-20,0.2281
"593",2023-03-21,0.2308
"594",2023-03-22,0.2303
"595",2023-03-23,0.2145
"596",2023-03-24,0.2198
"597",2023-03-27,0.2359
"598",2023-03-28,0.2486
"599",2023-03-29,0.2323
"600",2023-03-30,0.2302
"601",2023-03-31,0.2293
"602",2023-04-03,0.2264
"603",2023-04-04,0.2231
"604",2023-04-05,0.2248
"605",2023-04-06,0.2344
"606",2023-04-10,0.2396
"607",2023-04-11,0.2388
"608",2023-04-12,0.2388
"609",2023-04-13,0.2345
"610",2023-04-14,0.2316
"611",2023-04-17,0.2277
"612",2023-04-18,0.2149
"613",2023-04-19,0.215
"614",2023-04-20,0.2284
"615",2023-04-21,0.2407
"616",2023-04-24,0.248
"617",2023-04-25,0.2474
"618",2023-04-26,0.2554
"619",2023-04-27,0.2401
"620",2023-04-28,0.2353
"621",2023-05-01,0.2402
"622",2023-05-02,0.2404
"623",2023-05-03,0.2403
"624",2023-05-04,0.2432
"625",2023-05-05,0.2312
"626",2023-05-08,0.2318
"627",2023-05-09,0.2443
"628",2023-05-10,0.2518
"629",2023-05-11,0.2508
"630",2023-05-12,0.2511
"631",2023-05-15,0.2427
"632",2023-05-16,0.2365
"633",2023-05-17,0.2475
"634",2023-05-18,0.2538
"635",2023-05-19,0.254
"636",2023-05-22,0.263
"637",2023-05-23,0.2721
"638",2023-05-24,0.2644
"639",2023-05-25,0.2509
"640",2023-05-26,0.25
"641",2023-05-30,0.2562
"642",2023-05-31,0.2594
"643",2023-06-01,0.249
"644",2023-06-02,0.2472
"645",2023-06-05,0.2475
"646",2023-06-06,0.2596
"647",2023-06-07,0.2688
"648",2023-06-08,0.2795
"649",2023-06-09,0.2669
"650",2023-06-12,0.2565
"651",2023-06-13,0.2563
"652",2023-06-14,0.2554
"653",2023-06-15,0.2613
"654",2023-06-16,0.2661
"655",2023-06-20,0.2551
"656",2023-06-21,0.252
"657",2023-06-22,0.269
"658",2023-06-23,0.2754
"659",2023-06-26,0.2662
"660",2023-06-27,0.2638
"661",2023-06-28,0.259
"662",2023-06-29,0.2662
