"","date","UNH"
"1",2020-11-10,0.3121
"2",2020-11-11,0.3377
"3",2020-11-12,0.3369
"4",2020-11-13,0.3467
"5",2020-11-16,0.3312
"6",2020-11-17,0.3269
"7",2020-11-18,0.3235
"8",2020-11-19,0.3327
"9",2020-11-20,0.3141
"10",2020-11-23,0.3213
"11",2020-11-24,0.3257
"12",2020-11-25,0.3414
"13",2020-11-27,0.3186
"14",2020-11-30,0.3157
"15",2020-12-01,0.3043
"16",2020-12-02,0.3019
"17",2020-12-03,0.2933
"18",2020-12-04,0.2707
"19",2020-12-07,0.2418
"20",2020-12-08,0.2185
"21",2020-12-09,0.2037
"22",2020-12-10,0.2056
"23",2020-12-11,0.2004
"24",2020-12-14,0.2097
"25",2020-12-15,0.1788
"26",2020-12-16,0.173
"27",2020-12-17,0.1738
"28",2020-12-18,0.1692
"29",2020-12-21,0.1769
"30",2020-12-22,0.1808
"31",2020-12-23,0.1792
"32",2020-12-24,0.1938
"33",2020-12-28,0.181
"34",2020-12-29,0.1915
"35",2020-12-30,0.1886
"36",2020-12-31,0.1943
"37",2021-01-04,0.1953
"38",2021-01-05,0.1835
"39",2021-01-06,0.1715
"40",2021-01-07,0.1705
"41",2021-01-08,0.1715
"42",2021-01-11,0.1807
"43",2021-01-12,0.1744
"44",2021-01-13,0.1874
"45",2021-01-14,0.1873
"46",2021-01-15,0.193
"47",2021-01-19,0.1858
"48",2021-01-20,0.188
"49",2021-01-21,0.157
"50",2021-01-22,0.1651
"51",2021-01-25,0.1781
"52",2021-01-26,0.2069
"53",2021-01-27,0.2082
"54",2021-01-28,0.211
"55",2021-01-29,0.2074
"56",2021-02-01,0.209
"57",2021-02-02,0.1942
"58",2021-02-03,0.185
"59",2021-02-04,0.1791
"60",2021-02-05,0.1801
"61",2021-02-08,0.1605
"62",2021-02-09,0.1665
"63",2021-02-10,0.1553
"64",2021-02-11,0.156
"65",2021-02-12,0.1476
"66",2021-02-16,0.1581
"67",2021-02-17,0.1619
"68",2021-02-18,0.1685
"69",2021-02-19,0.1574
"70",2021-02-22,0.1579
"71",2021-02-23,0.1583
"72",2021-02-24,0.1665
"73",2021-02-25,0.1549
"74",2021-02-26,0.1614
"75",2021-03-01,0.1439
"76",2021-03-02,0.1547
"77",2021-03-03,0.1482
"78",2021-03-04,0.1547
"79",2021-03-05,0.1562
"80",2021-03-08,0.1603
"81",2021-03-09,0.1866
"82",2021-03-10,0.2043
"83",2021-03-11,0.2078
"84",2021-03-12,0.2152
"85",2021-03-15,0.1993
"86",2021-03-16,0.2045
"87",2021-03-17,0.1998
"88",2021-03-18,0.1978
"89",2021-03-19,0.1893
"90",2021-03-22,0.1893
"91",2021-03-23,0.1796
"92",2021-03-24,0.2004
"93",2021-03-25,0.1935
"94",2021-03-26,0.2025
"95",2021-03-29,0.2035
"96",2021-03-30,0.218
"97",2021-03-31,0.2127
"98",2021-04-01,0.2223
"99",2021-04-05,0.2311
"100",2021-04-06,0.2452
"101",2021-04-07,0.2553
"102",2021-04-08,0.2549
"103",2021-04-09,0.2505
"104",2021-04-12,0.2544
"105",2021-04-13,0.2399
"106",2021-04-14,0.2566
"107",2021-04-15,0.2747
"108",2021-04-16,0.2821
"109",2021-04-19,0.2716
"110",2021-04-20,0.2721
"111",2021-04-21,0.2736
"112",2021-04-22,0.2986
"113",2021-04-23,0.2883
"114",2021-04-26,0.3033
"115",2021-04-27,0.2988
"116",2021-04-28,0.303
"117",2021-04-29,0.3109
"118",2021-04-30,0.3098
"119",2021-05-03,0.3022
"120",2021-05-04,0.3212
"121",2021-05-05,0.3207
"122",2021-05-06,0.3429
"123",2021-05-07,0.3376
"124",2021-05-10,0.3304
"125",2021-05-11,0.3261
"126",2021-05-12,0.3278
"127",2021-05-13,0.3374
"128",2021-05-14,0.336
"129",2021-05-17,0.3368
"130",2021-05-18,0.3369
"131",2021-05-19,0.3402
"132",2021-05-20,0.3568
"133",2021-05-21,0.3415
"134",2021-05-24,0.3713
"135",2021-05-25,0.3671
"136",2021-05-26,0.3763
"137",2021-05-27,0.3786
"138",2021-05-28,0.3777
"139",2021-06-01,0.3452
"140",2021-06-02,0.3482
"141",2021-06-03,0.3512
"142",2021-06-04,0.3743
"143",2021-06-07,0.3783
"144",2021-06-08,0.3884
"145",2021-06-09,0.3624
"146",2021-06-10,0.3665
"147",2021-06-11,0.3696
"148",2021-06-14,0.3659
"149",2021-06-15,0.3558
"150",2021-06-16,0.3628
"151",2021-06-17,0.3644
"152",2021-06-18,0.3561
"153",2021-06-21,0.338
"154",2021-06-22,0.3419
"155",2021-06-23,0.3341
"156",2021-06-24,0.3597
"157",2021-06-25,0.3486
"158",2021-06-28,0.3585
"159",2021-06-29,0.3368
"160",2021-06-30,0.3373
"161",2021-07-01,0.3377
"162",2021-07-02,0.3526
"163",2021-07-06,0.3326
"164",2021-07-07,0.3471
"165",2021-07-08,0.3491
"166",2021-07-09,0.3642
"167",2021-07-12,0.3623
"168",2021-07-13,0.364
"169",2021-07-14,0.3457
"170",2021-07-15,0.3383
"171",2021-07-16,0.3497
"172",2021-07-19,0.3797
"173",2021-07-20,0.3778
"174",2021-07-21,0.3804
"175",2021-07-22,0.3502
"176",2021-07-23,0.3529
"177",2021-07-26,0.3486
"178",2021-07-27,0.3547
"179",2021-07-28,0.3371
"180",2021-07-29,0.3428
"181",2021-07-30,0.3404
"182",2021-08-02,0.3564
"183",2021-08-03,0.3416
"184",2021-08-04,0.3616
"185",2021-08-05,0.3615
"186",2021-08-06,0.3885
"187",2021-08-09,0.3799
"188",2021-08-10,0.3755
"189",2021-08-11,0.3612
"190",2021-08-12,0.3645
"191",2021-08-13,0.3666
"192",2021-08-16,0.3683
"193",2021-08-17,0.3444
"194",2021-08-18,0.3593
"195",2021-08-19,0.357
"196",2021-08-20,0.3687
"197",2021-08-23,0.3803
"198",2021-08-24,0.4
"199",2021-08-25,0.3777
"200",2021-08-26,0.3718
"201",2021-08-27,0.3652
"202",2021-08-30,0.3736
"203",2021-08-31,0.3574
"204",2021-09-01,0.374
"205",2021-09-02,0.3651
"206",2021-09-03,0.3811
"207",2021-09-07,0.3818
"208",2021-09-08,0.3836
"209",2021-09-09,0.3706
"210",2021-09-10,0.3686
"211",2021-09-13,0.3672
"212",2021-09-14,0.3745
"213",2021-09-15,0.3632
"214",2021-09-16,0.3737
"215",2021-09-17,0.3507
"216",2021-09-20,0.367
"217",2021-09-21,0.3549
"218",2021-09-22,0.3606
"219",2021-09-23,0.3463
"220",2021-09-24,0.3607
"221",2021-09-27,0.3717
"222",2021-09-28,0.3807
"223",2021-09-29,0.3548
"224",2021-09-30,0.3705
"225",2021-10-01,0.3648
"226",2021-10-04,0.3776
"227",2021-10-05,0.3749
"228",2021-10-06,0.3761
"229",2021-10-07,0.3467
"230",2021-10-08,0.3425
"231",2021-10-11,0.3424
"232",2021-10-12,0.3496
"233",2021-10-13,0.3349
"234",2021-10-14,0.3415
"235",2021-10-15,0.3264
"236",2021-10-18,0.3269
"237",2021-10-19,0.3318
"238",2021-10-20,0.3384
"239",2021-10-21,0.3311
"240",2021-10-22,0.3367
"241",2021-10-25,0.3388
"242",2021-10-26,0.3556
"243",2021-10-27,0.3357
"244",2021-10-28,0.3404
"245",2021-10-29,0.3192
"246",2021-11-01,0.3354
"247",2021-11-02,0.3163
"248",2021-11-03,0.3094
"249",2021-11-04,0.3019
"250",2021-11-05,0.3216
"251",2021-11-08,0.3206
"252",2021-11-09,0.3348
"253",2021-11-10,0.3116
"254",2021-11-11,0.3127
"255",2021-11-12,0.3002
"256",2021-11-15,0.307
"257",2021-11-16,0.3098
"258",2021-11-17,0.3139
"259",2021-11-18,0.2929
"260",2021-11-19,0.3038
"261",2021-11-22,0.3124
"262",2021-11-23,0.3231
"263",2021-11-24,0.3234
"264",2021-11-26,0.3288
"265",2021-11-29,0.2972
"266",2021-11-30,0.3063
"267",2021-12-01,0.2929
"268",2021-12-02,0.3033
"269",2021-12-03,0.2938
"270",2021-12-06,0.2986
"271",2021-12-07,0.2933
"272",2021-12-08,0.2984
"273",2021-12-09,0.2865
"274",2021-12-10,0.3023
"275",2021-12-13,0.3012
"276",2021-12-14,0.3208
"277",2021-12-15,0.3192
"278",2021-12-16,0.3142
"279",2021-12-17,0.2948
"280",2021-12-20,0.2898
"281",2021-12-21,0.2941
"282",2021-12-22,0.315
"283",2021-12-23,0.2926
"284",2021-12-27,0.3022
"285",2021-12-28,0.2991
"286",2021-12-29,0.3216
"287",2021-12-30,0.3024
"288",2021-12-31,0.3028
"289",2022-01-03,0.2763
"290",2022-01-04,0.2858
"291",2022-01-05,0.2917
"292",2022-01-06,0.3144
"293",2022-01-07,0.3096
"294",2022-01-10,0.3301
"295",2022-01-11,0.3138
"296",2022-01-12,0.3231
"297",2022-01-13,0.3243
"298",2022-01-14,0.3249
"299",2022-01-18,0.3156
"300",2022-01-19,0.3062
"301",2022-01-20,0.3004
"302",2022-01-21,0.3135
"303",2022-01-24,0.2982
"304",2022-01-25,0.3087
"305",2022-01-26,0.3015
"306",2022-01-27,0.3149
"307",2022-01-28,0.3153
"308",2022-01-31,0.3215
"309",2022-02-01,0.3151
"310",2022-02-02,0.3273
"311",2022-02-03,0.3302
"312",2022-02-04,0.3499
"313",2022-02-07,0.3108
"314",2022-02-08,0.3206
"315",2022-02-09,0.309
"316",2022-02-10,0.3293
"317",2022-02-11,0.3282
"318",2022-02-14,0.3362
"319",2022-02-15,0.3126
"320",2022-02-16,0.3127
"321",2022-02-17,0.3207
"322",2022-02-18,0.3307
"323",2022-02-22,0.3198
"324",2022-02-23,0.3354
"325",2022-02-24,0.3318
"326",2022-02-25,0.3425
"327",2022-02-28,0.3391
"328",2022-03-01,0.3394
"329",2022-03-02,0.3329
"330",2022-03-03,0.3446
"331",2022-03-04,0.3359
"332",2022-03-07,0.3361
"333",2022-03-08,0.319
"334",2022-03-09,0.3293
"335",2022-03-10,0.3107
"336",2022-03-11,0.3252
"337",2022-03-14,0.3223
"338",2022-03-15,0.3407
"339",2022-03-16,0.3261
"340",2022-03-17,0.3428
"341",2022-03-18,0.3527
"342",2022-03-21,0.3615
"343",2022-03-22,0.3341
"344",2022-03-23,0.3341
"345",2022-03-24,0.3205
"346",2022-03-25,0.3296
"347",2022-03-28,0.3282
"348",2022-03-29,0.3365
"349",2022-03-30,0.3183
"350",2022-03-31,0.32
"351",2022-04-01,0.3313
"352",2022-04-04,0.3405
"353",2022-04-05,0.331
"354",2022-04-06,0.3512
"355",2022-04-07,0.3265
"356",2022-04-08,0.3346
"357",2022-04-11,0.3269
"358",2022-04-12,0.3367
"359",2022-04-13,0.3301
"360",2022-04-14,0.3365
"361",2022-04-18,0.3296
"362",2022-04-19,0.3373
"363",2022-04-20,0.3242
"364",2022-04-21,0.3356
