"","date","HD"
"104",2021-04-12,0.3162
"105",2021-04-13,0.3181
"106",2021-04-14,0.3457
"107",2021-04-15,0.3487
"108",2021-04-16,0.3468
"109",2021-04-19,0.3408
"110",2021-04-20,0.3491
"111",2021-04-21,0.3269
"112",2021-04-22,0.3377
"113",2021-04-23,0.3209
"114",2021-04-26,0.3354
"115",2021-04-27,0.3272
"116",2021-04-28,0.3193
"117",2021-04-29,0.3171
"118",2021-04-30,0.2982
"119",2021-05-03,0.2923
"120",2021-05-04,0.3142
"121",2021-05-05,0.2986
"122",2021-05-06,0.3236
"123",2021-05-07,0.3134
"124",2021-05-10,0.3084
"125",2021-05-11,0.3329
"126",2021-05-12,0.3362
"127",2021-05-13,0.3316
"128",2021-05-14,0.3274
"129",2021-05-17,0.3302
"130",2021-05-18,0.3322
"131",2021-05-19,0.3297
"132",2021-05-20,0.3334
"133",2021-05-21,0.2904
"134",2021-05-24,0.3045
"135",2021-05-25,0.2812
"136",2021-05-26,0.2942
"137",2021-05-27,0.2791
"138",2021-05-28,0.2762
"139",2021-06-01,0.2684
"140",2021-06-02,0.3025
"141",2021-06-03,0.3156
"142",2021-06-04,0.3333
"143",2021-06-07,0.322
"144",2021-06-08,0.3343
"145",2021-06-09,0.3171
"146",2021-06-10,0.3325
"147",2021-06-11,0.3287
"148",2021-06-14,0.3248
"149",2021-06-15,0.3333
"150",2021-06-16,0.3259
"151",2021-06-17,0.3137
"152",2021-06-18,0.317
"153",2021-06-21,0.3052
"154",2021-06-22,0.3152
"155",2021-06-23,0.3132
"156",2021-06-24,0.3266
"157",2021-06-25,0.31
"158",2021-06-28,0.3239
"159",2021-06-29,0.3187
"160",2021-06-30,0.3282
"161",2021-07-01,0.3213
"162",2021-07-02,0.3178
"163",2021-07-06,0.2998
"164",2021-07-07,0.3338
"165",2021-07-08,0.3385
"166",2021-07-09,0.3432
"167",2021-07-12,0.3311
"168",2021-07-13,0.3153
"169",2021-07-14,0.3101
"170",2021-07-15,0.3405
"171",2021-07-16,0.3449
"172",2021-07-19,0.3564
"173",2021-07-20,0.3316
"174",2021-07-21,0.3326
"175",2021-07-22,0.3092
"176",2021-07-23,0.3269
"177",2021-07-26,0.3303
"178",2021-07-27,0.3256
"179",2021-07-28,0.3095
"180",2021-07-29,0.3277
"181",2021-07-30,0.3143
"182",2021-08-02,0.336
"183",2021-08-03,0.3331
"184",2021-08-04,0.3433
"185",2021-08-05,0.3475
"186",2021-08-06,0.3667
"187",2021-08-09,0.3636
"188",2021-08-10,0.3724
"189",2021-08-11,0.3559
"190",2021-08-12,0.3486
"191",2021-08-13,0.3359
"192",2021-08-16,0.339
"193",2021-08-17,0.3001
"194",2021-08-18,0.3194
"195",2021-08-19,0.3129
"196",2021-08-20,0.3331
"197",2021-08-23,0.3479
"198",2021-08-24,0.3373
"199",2021-08-25,0.3241
"200",2021-08-26,0.3354
"201",2021-08-27,0.3131
"202",2021-08-30,0.3232
"203",2021-08-31,0.3111
"204",2021-09-01,0.3398
"205",2021-09-02,0.3351
"206",2021-09-03,0.3453
"207",2021-09-07,0.3358
"208",2021-09-08,0.3286
"209",2021-09-09,0.3359
"210",2021-09-10,0.3449
"211",2021-09-13,0.3367
"212",2021-09-14,0.3479
"213",2021-09-15,0.3311
"214",2021-09-16,0.3339
"215",2021-09-17,0.3177
"216",2021-09-20,0.3292
"217",2021-09-21,0.2935
"218",2021-09-22,0.311
"219",2021-09-23,0.3189
"220",2021-09-24,0.3378
"221",2021-09-27,0.3324
"222",2021-09-28,0.3386
"223",2021-09-29,0.3073
"224",2021-09-30,0.3443
"225",2021-10-01,0.3471
"226",2021-10-04,0.3592
"227",2021-10-05,0.3527
"228",2021-10-06,0.3332
"229",2021-10-07,0.3184
"230",2021-10-08,0.3379
"231",2021-10-11,0.3284
"232",2021-10-12,0.3401
"233",2021-10-13,0.3167
"234",2021-10-14,0.3191
"235",2021-10-15,0.3185
"236",2021-10-18,0.3317
"237",2021-10-19,0.3444
"238",2021-10-20,0.3433
"239",2021-10-21,0.3486
"240",2021-10-22,0.3676
"241",2021-10-25,0.3592
"242",2021-10-26,0.3767
"243",2021-10-27,0.3542
"244",2021-10-28,0.3523
"245",2021-10-29,0.331
"246",2021-11-01,0.3362
"247",2021-11-02,0.317
"248",2021-11-03,0.3393
"249",2021-11-04,0.3416
"250",2021-11-05,0.35
"251",2021-11-08,0.3339
"252",2021-11-09,0.3485
"253",2021-11-10,0.3149
"254",2021-11-11,0.3228
"255",2021-11-12,0.3241
"256",2021-11-15,0.3345
"257",2021-11-16,0.3422
"258",2021-11-17,0.3394
"259",2021-11-18,0.3275
"260",2021-11-19,0.3606
"261",2021-11-22,0.3671
"262",2021-11-23,0.368
"263",2021-11-24,0.3526
"264",2021-11-26,0.3537
"265",2021-11-29,0.3161
"266",2021-11-30,0.3365
"267",2021-12-01,0.314
"268",2021-12-02,0.327
"269",2021-12-03,0.3316
"270",2021-12-06,0.3314
"271",2021-12-07,0.3261
"272",2021-12-08,0.3371
"273",2021-12-09,0.3137
"274",2021-12-10,0.3443
"275",2021-12-13,0.3505
"276",2021-12-14,0.3673
"277",2021-12-15,0.3578
"278",2021-12-16,0.3423
"279",2021-12-17,0.3406
"280",2021-12-20,0.3342
"281",2021-12-21,0.3228
"282",2021-12-22,0.3325
"283",2021-12-23,0.3061
"284",2021-12-27,0.327
"285",2021-12-28,0.3222
"286",2021-12-29,0.327
"287",2021-12-30,0.3106
"288",2021-12-31,0.3198
"289",2022-01-03,0.3008
"290",2022-01-04,0.3343
"291",2022-01-05,0.3285
"292",2022-01-06,0.3354
"293",2022-01-07,0.3184
"294",2022-01-10,0.3352
"295",2022-01-11,0.3303
"296",2022-01-12,0.35
"297",2022-01-13,0.3445
"298",2022-01-14,0.3204
"299",2022-01-18,0.3118
"300",2022-01-19,0.3169
"301",2022-01-20,0.2965
"302",2022-01-21,0.3178
"303",2022-01-24,0.3012
"304",2022-01-25,0.3087
"305",2022-01-26,0.3019
"306",2022-01-27,0.2918
"307",2022-01-28,0.2999
"308",2022-01-31,0.3195
"309",2022-02-01,0.3316
"310",2022-02-02,0.3413
"311",2022-02-03,0.3186
"312",2022-02-04,0.3281
"313",2022-02-07,0.294
"314",2022-02-08,0.3186
"315",2022-02-09,0.3054
"316",2022-02-10,0.3245
"317",2022-02-11,0.3152
"318",2022-02-14,0.3103
"319",2022-02-15,0.2883
"320",2022-02-16,0.3132
"321",2022-02-17,0.316
"322",2022-02-18,0.3276
"323",2022-02-22,0.3254
"324",2022-02-23,0.3327
"325",2022-02-24,0.3128
"326",2022-02-25,0.3265
"327",2022-02-28,0.3163
"328",2022-03-01,0.3045
"329",2022-03-02,0.2989
"330",2022-03-03,0.3072
"331",2022-03-04,0.2998
"332",2022-03-07,0.312
"333",2022-03-08,0.2881
"334",2022-03-09,0.2894
"335",2022-03-10,0.2755
"336",2022-03-11,0.2959
"337",2022-03-14,0.2873
"338",2022-03-15,0.3005
"339",2022-03-16,0.3128
"340",2022-03-17,0.3386
"341",2022-03-18,0.3396
"342",2022-03-21,0.3363
"343",2022-03-22,0.2991
"344",2022-03-23,0.3072
"345",2022-03-24,0.3032
"346",2022-03-25,0.3163
"347",2022-03-28,0.3121
"348",2022-03-29,0.3076
"349",2022-03-30,0.2887
"350",2022-03-31,0.3046
"351",2022-04-01,0.3111
"352",2022-04-04,0.3255
"353",2022-04-05,0.307
"354",2022-04-06,0.3166
"355",2022-04-07,0.2885
"356",2022-04-08,0.3092
"357",2022-04-11,0.3042
"358",2022-04-12,0.2996
"359",2022-04-13,0.3031
"360",2022-04-14,0.3102
"361",2022-04-18,0.2868
"362",2022-04-19,0.3043
"363",2022-04-20,0.2854
"364",2022-04-21,0.2997
"365",2022-04-22,0.3156
"366",2022-04-25,0.3157
"367",2022-04-26,0.3204
"368",2022-04-27,0.3289
"369",2022-04-28,0.3266
"370",2022-04-29,0.334
"371",2022-05-02,0.3085
"372",2022-05-03,0.3242
"373",2022-05-04,0.3037
"374",2022-05-05,0.3276
"375",2022-05-06,0.3155
"376",2022-05-09,0.3184
"377",2022-05-10,0.2998
"378",2022-05-11,0.3147
"379",2022-05-12,0.3206
"380",2022-05-13,0.3529
"381",2022-05-16,0.3607
"382",2022-05-17,0.363
"383",2022-05-18,0.3442
"384",2022-05-19,0.3636
"385",2022-05-20,0.3487
"386",2022-05-23,0.367
"387",2022-05-24,0.3664
"388",2022-05-25,0.3548
"389",2022-05-26,0.3609
"390",2022-05-27,0.3575
"391",2022-05-31,0.3544
"392",2022-06-01,0.3812
"393",2022-06-02,0.3712
"394",2022-06-03,0.3866
"395",2022-06-06,0.3904
"396",2022-06-07,0.4041
"397",2022-06-08,0.3815
"398",2022-06-09,0.385
"399",2022-06-10,0.3679
"400",2022-06-13,0.3817
"401",2022-06-14,0.3766
"402",2022-06-15,0.3866
"403",2022-06-16,0.3675
"404",2022-06-17,0.384
"405",2022-06-21,0.3823
"406",2022-06-22,0.3983
"407",2022-06-23,0.4
"408",2022-06-24,0.402
"409",2022-06-27,0.3817
"410",2022-06-28,0.3931
"411",2022-06-29,0.3982
"412",2022-06-30,0.4104
"413",2022-07-01,0.3909
"414",2022-07-05,0.3973
"415",2022-07-06,0.3783
"416",2022-07-07,0.3976
"417",2022-07-08,0.4046
"418",2022-07-11,0.4006
"419",2022-07-12,0.3978
"420",2022-07-13,0.4135
"421",2022-07-14,0.3996
"422",2022-07-15,0.4131
"423",2022-07-18,0.3871
"424",2022-07-19,0.3919
"425",2022-07-20,0.3849
"426",2022-07-21,0.389
"427",2022-07-22,0.3784
"428",2022-07-25,0.4041
"429",2022-07-26,0.4155
"430",2022-07-27,0.4284
"431",2022-07-28,0.4154
"432",2022-07-29,0.4089
"433",2022-08-01,0.3759
"434",2022-08-02,0.3888
"435",2022-08-03,0.3842
"436",2022-08-04,0.395
"437",2022-08-05,0.3944
"438",2022-08-08,0.3803
"439",2022-08-09,0.372
"440",2022-08-10,0.3884
"441",2022-08-11,0.3769
"442",2022-08-12,0.3876
"443",2022-08-15,0.3684
"444",2022-08-16,0.3902
"445",2022-08-17,0.3679
"446",2022-08-18,0.3793
"447",2022-08-19,0.3767
"448",2022-08-22,0.3718
"449",2022-08-23,0.3714
"450",2022-08-24,0.3814
"451",2022-08-25,0.3691
"452",2022-08-26,0.3769
"453",2022-08-29,0.3555
"454",2022-08-30,0.3471
"455",2022-08-31,0.3359
"456",2022-09-01,0.3513
"457",2022-09-02,0.3356
"458",2022-09-06,0.341
"459",2022-09-07,0.3369
"460",2022-09-08,0.3339
"461",2022-09-09,0.3263
"462",2022-09-12,0.331
"463",2022-09-13,0.3099
"464",2022-09-14,0.3297
"465",2022-09-15,0.3165
"466",2022-09-16,0.3264
"467",2022-09-19,0.3119
"468",2022-09-20,0.3042
"469",2022-09-21,0.2887
"470",2022-09-22,0.3116
"471",2022-09-23,0.3055
"472",2022-09-26,0.3227
"473",2022-09-27,0.3031
"474",2022-09-28,0.3038
"475",2022-09-29,0.2906
"476",2022-09-30,0.3111
"477",2022-10-03,0.3148
"478",2022-10-04,0.3046
"479",2022-10-05,0.2978
"480",2022-10-06,0.3082
"481",2022-10-07,0.2964
"482",2022-10-10,0.3137
"483",2022-10-11,0.3005
"484",2022-10-12,0.3102
"485",2022-10-13,0.303
"486",2022-10-14,0.3001
"487",2022-10-17,0.2805
"488",2022-10-18,0.2816
"489",2022-10-19,0.2781
"490",2022-10-20,0.286
"491",2022-10-21,0.2813
"492",2022-10-24,0.2984
"493",2022-10-25,0.2652
"494",2022-10-26,0.277
"495",2022-10-27,0.2688
"496",2022-10-28,0.274
"497",2022-10-31,0.2646
"498",2022-11-01,0.2597
"499",2022-11-02,0.2505
"500",2022-11-03,0.2694
"501",2022-11-04,0.2623
"502",2022-11-07,0.2647
"503",2022-11-08,0.2509
"504",2022-11-09,0.2583
"505",2022-11-10,0.2432
"506",2022-11-11,0.2533
"507",2022-11-14,0.2388
"508",2022-11-15,0.248
"509",2022-11-16,0.2422
"510",2022-11-17,0.251
"511",2022-11-18,0.2401
"512",2022-11-21,0.2598
"513",2022-11-22,0.2396
"514",2022-11-23,0.2389
"515",2022-11-25,0.2361
"516",2022-11-28,0.2538
"517",2022-11-29,0.2425
"518",2022-11-30,0.2586
"519",2022-12-01,0.2528
"520",2022-12-02,0.2634
"521",2022-12-05,0.272
"522",2022-12-06,0.2771
"523",2022-12-07,0.2611
"524",2022-12-08,0.2789
"525",2022-12-09,0.2711
"526",2022-12-12,0.284
"527",2022-12-13,0.2842
"528",2022-12-14,0.2947
"529",2022-12-15,0.2845
"530",2022-12-16,0.2987
"531",2022-12-19,0.298
"532",2022-12-20,0.3236
"533",2022-12-21,0.3246
"534",2022-12-22,0.3465
"535",2022-12-23,0.3515
"536",2022-12-27,0.3717
"537",2022-12-28,0.3793
"538",2022-12-29,0.3927
"539",2022-12-30,0.4049
"540",2023-01-03,0.4254
"541",2023-01-04,0.4358
"542",2023-01-05,0.4486
"543",2023-01-06,0.4442
"544",2023-01-09,0.4564
"545",2023-01-10,0.4543
"546",2023-01-11,0.4612
"547",2023-01-12,0.4589
"548",2023-01-13,0.4556
"549",2023-01-17,0.4554
"550",2023-01-18,0.4173
"551",2023-01-19,0.3529
"552",2023-01-20,0.3362
"553",2023-01-23,0.2245
"554",2023-01-24,0.2301
"555",2023-01-25,0.2193
"556",2023-01-26,0.2333
"557",2023-01-27,0.2379
"558",2023-01-30,0.2002
"559",2023-01-31,0.1793
"560",2023-02-01,0.1897
"561",2023-02-02,0.1877
"562",2023-02-03,0.1716
"563",2023-02-06,0.169
"564",2023-02-07,0.1695
"565",2023-02-08,0.1759
"566",2023-02-09,0.1752
"567",2023-02-10,0.1699
"568",2023-02-13,0.1695
"569",2023-02-14,0.1741
"570",2023-02-15,0.1729
"571",2023-02-16,0.1692
"572",2023-02-17,0.1707
"573",2023-02-21,0.1621
"574",2023-02-22,0.1663
"575",2023-02-23,0.1734
"576",2023-02-24,0.1837
"577",2023-02-27,0.1746
"578",2023-02-28,0.1749
"579",2023-03-01,0.1729
"580",2023-03-02,0.1691
"581",2023-03-03,0.1657
"582",2023-03-06,0.172
"583",2023-03-07,0.1745
"584",2023-03-08,0.1727
"585",2023-03-09,0.1673
"586",2023-03-10,0.1611
"587",2023-03-13,0.1568
"588",2023-03-14,0.1644
"589",2023-03-15,0.1661
"590",2023-03-16,0.1613
"591",2023-03-17,0.1546
"592",2023-03-20,0.1551
"593",2023-03-21,0.1598
"594",2023-03-22,0.1635
"595",2023-03-23,0.1654
"596",2023-03-24,0.176
"597",2023-03-27,0.1754
"598",2023-03-28,0.1815
"599",2023-03-29,0.1799
"600",2023-03-30,0.1781
"601",2023-03-31,0.1725
"602",2023-04-03,0.1795
"603",2023-04-04,0.1755
"604",2023-04-05,0.1819
"605",2023-04-06,0.1817
"606",2023-04-10,0.1759
"607",2023-04-11,0.1671
"608",2023-04-12,0.1675
"609",2023-04-13,0.1737
"610",2023-04-14,0.1724
"611",2023-04-17,0.1737
"612",2023-04-18,0.1808
"613",2023-04-19,0.1831
"614",2023-04-20,0.1884
"615",2023-04-21,0.1923
"616",2023-04-24,0.1957
"617",2023-04-25,0.1898
"618",2023-04-26,0.191
"619",2023-04-27,0.1949
"620",2023-04-28,0.205
"621",2023-05-01,0.1932
"622",2023-05-02,0.1869
"623",2023-05-03,0.1918
"624",2023-05-04,0.1968
"625",2023-05-05,0.1902
"626",2023-05-08,0.1872
"627",2023-05-09,0.1761
"628",2023-05-10,0.1768
"629",2023-05-11,0.1792
"630",2023-05-12,0.1754
"631",2023-05-15,0.1716
"632",2023-05-16,0.1631
"633",2023-05-17,0.1516
"634",2023-05-18,0.1436
"635",2023-05-19,0.1382
"636",2023-05-22,0.1389
"637",2023-05-23,0.1289
"638",2023-05-24,0.1278
"639",2023-05-25,0.1222
"640",2023-05-26,0.1172
"641",2023-05-30,0.1134
"642",2023-05-31,0.1067
"643",2023-06-01,0.1016
"644",2023-06-02,0.1121
"645",2023-06-05,0.1134
"646",2023-06-06,0.1184
"647",2023-06-07,0.1134
"648",2023-06-08,0.1178
"649",2023-06-09,0.1128
"650",2023-06-12,0.1037
"651",2023-06-13,0.1006
"652",2023-06-14,0.1105
"653",2023-06-15,0.114
"654",2023-06-16,0.1167
"655",2023-06-20,0.1167
"656",2023-06-21,0.1163
"657",2023-06-22,0.1132
"658",2023-06-23,0.1164
"659",2023-06-26,0.1248
"660",2023-06-27,0.1328
"661",2023-06-28,0.13
"662",2023-06-29,0.1387
