"","date","GOOGL"
"103",2019-11-01,0.1437
"104",2019-11-04,0.1443
"105",2019-11-05,0.1354
"106",2019-11-06,0.1574
"107",2019-11-07,0.1764
"108",2019-11-08,0.1669
"109",2019-11-11,0.1708
"110",2019-11-12,0.1781
"111",2019-11-13,0.1822
"112",2019-11-14,0.1547
"113",2019-11-15,0.1512
"114",2019-11-18,0.1687
"115",2019-11-19,0.1834
"116",2019-11-20,0.1731
"117",2019-11-21,0.1741
"118",2019-11-22,0.165
"119",2019-11-25,0.1635
"120",2019-11-26,0.1669
"121",2019-11-27,0.1795
"122",2019-11-29,0.1789
"123",2019-12-02,0.152
"124",2019-12-03,0.1615
"125",2019-12-04,0.1707
"126",2019-12-05,0.1796
"127",2019-12-06,0.1818
"128",2019-12-09,0.1839
"129",2019-12-10,0.1782
"130",2019-12-11,0.1819
"131",2019-12-12,0.2071
"132",2019-12-13,0.1861
"133",2019-12-16,0.166
"134",2019-12-17,0.1742
"135",2019-12-18,0.1877
"136",2019-12-19,0.2218
"137",2019-12-20,0.1994
"138",2019-12-23,0.1764
"139",2019-12-24,0.182
"140",2019-12-26,0.1841
"141",2019-12-27,0.1804
"142",2019-12-30,0.1625
"143",2019-12-31,0.1602
"144",2020-01-02,0.1631
"145",2020-01-03,0.1583
"146",2020-01-06,0.1596
"147",2020-01-07,0.1572
"148",2020-01-08,0.1765
"149",2020-01-09,0.1835
"150",2020-01-10,0.185
"151",2020-01-13,0.169
"152",2020-01-14,0.1376
"153",2020-01-15,0.1197
"154",2020-01-16,0.1317
"155",2020-01-17,0.1486
"156",2020-01-21,0.1503
"157",2020-01-22,0.129
"158",2020-01-23,0.134
"159",2020-01-24,0.1399
"160",2020-01-27,0.1633
"161",2020-01-28,0.1797
"162",2020-01-29,0.1784
"163",2020-01-30,0.1564
"164",2020-01-31,0.1546
"165",2020-02-03,0.1599
"166",2020-02-04,0.1627
"167",2020-02-05,0.1579
"168",2020-02-06,0.1293
"169",2020-02-07,0.1376
"170",2020-02-10,0.132
"171",2020-02-11,0.136
"172",2020-02-12,0.1236
"173",2020-02-13,0.1176
"174",2020-02-14,0.1313
"175",2020-02-18,0.1477
"176",2020-02-19,0.1555
"177",2020-02-20,0.1378
"178",2020-02-21,0.1367
"179",2020-02-24,0.1344
"180",2020-02-25,0.1378
"181",2020-02-26,0.1387
"182",2020-02-27,0.1306
"183",2020-02-28,0.0935
"184",2020-03-02,0.098
"185",2020-03-03,0.119
"186",2020-03-04,0.1519
"187",2020-03-05,0.144
"188",2020-03-06,0.1437
"189",2020-03-09,0.1371
"190",2020-03-10,0.1363
"191",2020-03-11,0.153
"192",2020-03-12,0.1561
"193",2020-03-13,0.1409
"194",2020-03-16,0.1437
"195",2020-03-17,0.1504
"196",2020-03-18,0.1561
"197",2020-03-19,0.1632
"198",2020-03-20,0.1529
"199",2020-03-23,0.1534
"200",2020-03-24,0.1656
"201",2020-03-25,0.1694
"202",2020-03-26,0.1539
"203",2020-03-27,0.1383
"204",2020-03-30,0.1564
"205",2020-03-31,0.1616
"206",2020-04-01,0.1641
"207",2020-04-02,0.1309
"208",2020-04-03,0.1315
"209",2020-04-06,0.1403
"210",2020-04-07,0.1549
"211",2020-04-08,0.179
"212",2020-04-09,0.1677
"213",2020-04-13,0.1425
"214",2020-04-14,0.1495
"215",2020-04-15,0.1524
"216",2020-04-16,0.157
"217",2020-04-17,0.1284
"218",2020-04-20,0.1193
"219",2020-04-21,0.1378
"220",2020-04-22,0.141
"221",2020-04-23,0.1346
"222",2020-04-24,0.1401
"223",2020-04-27,0.0958
"224",2020-04-28,0.1113
"225",2020-04-29,0.1032
"226",2020-04-30,0.0916
"227",2020-05-01,0.085
"228",2020-05-04,0.0546
"229",2020-05-05,0.0424
"230",2020-05-06,0.0405
"231",2020-05-07,0.0346
"232",2020-05-08,0.0439
"233",2020-05-11,0.0549
"234",2020-05-12,0.0671
"235",2020-05-13,0.0780000000000001
"236",2020-05-14,0.0898
"237",2020-05-15,0.0954
"238",2020-05-18,0.1178
"239",2020-05-19,0.1176
"240",2020-05-20,0.1393
"241",2020-05-21,0.1382
"242",2020-05-22,0.1513
"243",2020-05-26,0.1663
"244",2020-05-27,0.1575
"245",2020-05-28,0.1545
"246",2020-05-29,0.1611
"247",2020-06-01,0.192
"248",2020-06-02,0.192
"249",2020-06-03,0.1917
"250",2020-06-04,0.1954
"251",2020-06-05,0.2036
"252",2020-06-08,0.1885
"253",2020-06-09,0.2062
"254",2020-06-10,0.1967
"255",2020-06-11,0.1896
"256",2020-06-12,0.1855
"257",2020-06-15,0.1736
"258",2020-06-16,0.172
"259",2020-06-17,0.1695
"260",2020-06-18,0.1661
"261",2020-06-19,0.1556
"262",2020-06-22,0.1769
"263",2020-06-23,0.1641
"264",2020-06-24,0.1611
"265",2020-06-25,0.1621
"266",2020-06-26,0.1511
"267",2020-06-29,0.1705
"268",2020-06-30,0.1823
"269",2020-07-01,0.1598
"270",2020-07-02,0.162
"271",2020-07-06,0.1459
"272",2020-07-07,0.1436
"273",2020-07-08,0.1682
"274",2020-07-09,0.1375
"275",2020-07-10,0.1075
"276",2020-07-13,0.0826
"277",2020-07-14,0.0828000000000001
"278",2020-07-15,0.1002
"279",2020-07-16,0.0927
"280",2020-07-17,0.0994
"281",2020-07-20,0.0981
"282",2020-07-21,0.0934999999999999
"283",2020-07-22,0.1052
"284",2020-07-23,0.0903
"285",2020-07-24,0.0864
"286",2020-07-27,0.0783
"287",2020-07-28,0.076
"288",2020-07-29,0.0721000000000001
"289",2020-07-30,0.0672
"290",2020-07-31,0.0661
"291",2020-08-03,0.0639
"292",2020-08-04,0.0588
"293",2020-08-05,0.0622
"294",2020-08-06,0.0554
"295",2020-08-07,0.0664
"296",2020-08-10,0.0661
"297",2020-08-11,0.0677
"298",2020-08-12,0.0885
"299",2020-08-13,0.0709
"300",2020-08-14,0.0743
"301",2020-08-17,0.0782
"302",2020-08-18,0.0715
"303",2020-08-19,0.0926
"304",2020-08-20,0.0802
"305",2020-08-21,0.0616
"306",2020-08-24,0.0620999999999999
"307",2020-08-25,0.0519000000000001
"308",2020-08-26,0.0558999999999999
"309",2020-08-27,0.0475
"310",2020-08-28,0.0600000000000001
"311",2020-08-31,0.0746
"312",2020-09-01,0.0825
"313",2020-09-02,0.0987
"314",2020-09-03,0.0866
"315",2020-09-04,0.0926
"316",2020-09-08,0.0821
"317",2020-09-09,0.0893
"318",2020-09-10,0.0810999999999999
"319",2020-09-11,0.0835
"320",2020-09-14,0.0877
"321",2020-09-15,0.0886
"322",2020-09-16,0.1152
"323",2020-09-17,0.1232
"324",2020-09-18,0.1271
"325",2020-09-21,0.1228
"326",2020-09-22,0.1287
"327",2020-09-23,0.1462
"328",2020-09-24,0.1499
"329",2020-09-25,0.1304
"330",2020-09-28,0.1365
"331",2020-09-29,0.1187
"332",2020-09-30,0.1174
"333",2020-10-01,0.1317
"334",2020-10-02,0.1408
"335",2020-10-05,0.1389
"336",2020-10-06,0.1205
"337",2020-10-07,0.1357
"338",2020-10-08,0.1487
"339",2020-10-09,0.1433
"340",2020-10-12,0.1413
"341",2020-10-13,0.1189
"342",2020-10-14,0.1214
"343",2020-10-15,0.1415
"344",2020-10-16,0.1355
"345",2020-10-19,0.1441
"346",2020-10-20,0.1538
"347",2020-10-21,0.1624
"348",2020-10-22,0.1724
"349",2020-10-23,0.1682
"350",2020-10-26,0.1958
"351",2020-10-27,0.2042
"352",2020-10-28,0.2052
"353",2020-10-29,0.2043
"354",2020-10-30,0.1834
"355",2020-11-02,0.1875
"356",2020-11-03,0.1809
"357",2020-11-04,0.1746
"358",2020-11-05,0.1835
"359",2020-11-06,0.174
"360",2020-11-09,0.1805
"361",2020-11-10,0.1873
"362",2020-11-11,0.1783
"363",2020-11-12,0.1976
"364",2020-11-13,0.1692
"365",2020-11-16,0.1364
"366",2020-11-17,0.1348
"367",2020-11-18,0.127
"368",2020-11-19,0.1243
"369",2020-11-20,0.105
"370",2020-11-23,0.1065
"371",2020-11-24,0.0945
"372",2020-11-25,0.0809
"373",2020-11-27,0.0905
"374",2020-11-30,0.0818
"375",2020-12-01,0.0844
"376",2020-12-02,0.0790999999999999
"377",2020-12-03,0.0888
"378",2020-12-04,0.0872999999999999
"379",2020-12-07,0.078
"380",2020-12-08,0.0713
"381",2020-12-09,0.0644
"382",2020-12-10,0.0669
"383",2020-12-11,0.0748
"384",2020-12-14,0.054
"385",2020-12-15,0.0549999999999999
"386",2020-12-16,0.0468999999999999
"387",2020-12-17,0.0456
"388",2020-12-18,0.0468000000000001
"389",2020-12-21,0.0368999999999999
"390",2020-12-22,0.0403
"391",2020-12-23,0.0399
"392",2020-12-24,0.0376
"393",2020-12-28,0.0524
"394",2020-12-29,0.0718
"395",2020-12-30,0.0796
"396",2020-12-31,0.0794
"397",2021-01-04,0.0995999999999999
"398",2021-01-05,0.1113
"399",2021-01-06,0.107
"400",2021-01-07,0.1187
"401",2021-01-08,0.1259
"402",2021-01-11,0.1238
"403",2021-01-12,0.1516
"404",2021-01-13,0.1258
"405",2021-01-14,0.1145
"406",2021-01-15,0.1089
"407",2021-01-19,0.1153
"408",2021-01-20,0.1202
"409",2021-01-21,0.1005
"410",2021-01-22,0.106
"411",2021-01-25,0.1131
"412",2021-01-26,0.1073
"413",2021-01-27,0.1165
"414",2021-01-28,0.1034
"415",2021-01-29,0.1181
"416",2021-02-01,0.111
"417",2021-02-02,0.1055
"418",2021-02-03,0.1122
"419",2021-02-04,0.0936
"420",2021-02-05,0.0888
"421",2021-02-08,0.0937
"422",2021-02-09,0.1124
"423",2021-02-10,0.1307
"424",2021-02-11,0.1154
"425",2021-02-12,0.108
"426",2021-02-16,0.0961000000000001
"427",2021-02-17,0.1139
"428",2021-02-18,0.1226
"429",2021-02-19,0.1143
"430",2021-02-22,0.1377
"431",2021-02-23,0.1472
"432",2021-02-24,0.1629
"433",2021-02-25,0.1982
"434",2021-02-26,0.2054
"435",2021-03-01,0.2085
"436",2021-03-02,0.2107
"437",2021-03-03,0.2255
"438",2021-03-04,0.2327
"439",2021-03-05,0.2119
"440",2021-03-08,0.1899
"441",2021-03-09,0.1999
"442",2021-03-10,0.2118
"443",2021-03-11,0.2171
"444",2021-03-12,0.2046
"445",2021-03-15,0.2084
"446",2021-03-16,0.2014
"447",2021-03-17,0.206
"448",2021-03-18,0.1986
"449",2021-03-19,0.1744
"450",2021-03-22,0.1574
"451",2021-03-23,0.1513
"452",2021-03-24,0.1293
"453",2021-03-25,0.1127
"454",2021-03-26,0.0945
"455",2021-03-29,0.0769
"456",2021-03-30,0.0462
"457",2021-03-31,0.0325000000000001
"458",2021-04-01,0.0226999999999999
"459",2021-04-05,0.0514
"460",2021-04-06,0.0588000000000001
"461",2021-04-07,0.0845
"462",2021-04-08,0.1344
"463",2021-04-09,0.1416
"464",2021-04-12,0.1828
"465",2021-04-13,0.1914
"466",2021-04-14,0.1936
"467",2021-04-15,0.1917
"468",2021-04-16,0.1899
"469",2021-04-19,0.2272
"470",2021-04-20,0.2204
"471",2021-04-21,0.2166
"472",2021-04-22,0.2121
"473",2021-04-23,0.2219
"474",2021-04-26,0.2497
"475",2021-04-27,0.2444
"476",2021-04-28,0.2454
"477",2021-04-29,0.2343
"478",2021-04-30,0.2065
"479",2021-05-03,0.2258
"480",2021-05-04,0.2049
"481",2021-05-05,0.1795
"482",2021-05-06,0.1722
"483",2021-05-07,0.1661
"484",2021-05-10,0.2336
"485",2021-05-11,0.2461
"486",2021-05-12,0.2621
"487",2021-05-13,0.222
"488",2021-05-14,0.1913
"489",2021-05-17,0.1698
"490",2021-05-18,0.1319
"491",2021-05-19,0.1129
"492",2021-05-20,0.1099
"493",2021-05-21,0.0761000000000001
"494",2021-05-24,0.0867
"495",2021-05-25,0.0889000000000001
"496",2021-05-26,0.0839
"497",2021-05-27,0.1
"498",2021-05-28,0.0814999999999999
"499",2021-06-01,0.0809
"500",2021-06-02,0.0789
"501",2021-06-03,0.0695
"502",2021-06-04,0.0595
"503",2021-06-07,0.0484
"504",2021-06-08,0.0456000000000001
"505",2021-06-09,0.0493
"506",2021-06-10,0.0457
"507",2021-06-11,0.0516
"508",2021-06-14,0.0557
"509",2021-06-15,0.0781000000000001
"510",2021-06-16,0.0661
"511",2021-06-17,0.0528
"512",2021-06-18,0.0378999999999999
"513",2021-06-21,0.0315
"514",2021-06-22,0.0285
"515",2021-06-23,0.0318000000000001
"516",2021-06-24,0.0415
"517",2021-06-25,0.0518
"518",2021-06-28,0.0541
"519",2021-06-29,0.0744
"520",2021-06-30,0.0678
"521",2021-07-01,0.0764
"522",2021-07-02,0.0622999999999999
"523",2021-07-06,0.0712999999999999
"524",2021-07-07,0.0630000000000001
"525",2021-07-08,0.0711999999999999
"526",2021-07-09,0.0744
"527",2021-07-12,0.08
"528",2021-07-13,0.0838
"529",2021-07-14,0.0874
"530",2021-07-15,0.0867
"531",2021-07-16,0.0952
"532",2021-07-19,0.0928
"533",2021-07-20,0.0907
"534",2021-07-21,0.0699
"535",2021-07-22,0.0767
"536",2021-07-23,0.0795
"537",2021-07-26,0.0958
"538",2021-07-27,0.1506
"539",2021-07-28,0.2102
"540",2021-07-29,0.222
"541",2021-07-30,0.2655
"542",2021-08-02,0.2554
"543",2021-08-03,0.2711
"544",2021-08-04,0.3058
"545",2021-08-05,0.3456
"546",2021-08-06,0.3638
"547",2021-08-09,0.3838
"548",2021-08-10,0.3886
"549",2021-08-11,0.4118
"550",2021-08-12,0.3668
"551",2021-08-13,0.3397
"552",2021-08-16,0.3328
"553",2021-08-17,0.2743
"554",2021-08-18,0.2628
"555",2021-08-19,0.2571
"556",2021-08-20,0.2653
"557",2021-08-23,0.2768
"558",2021-08-24,0.2646
"559",2021-08-25,0.2752
"560",2021-08-26,0.2632
"561",2021-08-27,0.2496
"562",2021-08-30,0.2252
"563",2021-08-31,0.2114
"564",2021-09-01,0.2189
"565",2021-09-02,0.203
"566",2021-09-03,0.181
"567",2021-09-07,0.1895
"568",2021-09-08,0.1715
"569",2021-09-09,0.1719
"570",2021-09-10,0.1645
"571",2021-09-13,0.1557
"572",2021-09-14,0.1333
"573",2021-09-15,0.1191
"574",2021-09-16,0.1232
"575",2021-09-17,0.1411
"576",2021-09-20,0.1331
"577",2021-09-21,0.109
"578",2021-09-22,0.0938999999999999
"579",2021-09-23,0.098
"580",2021-09-24,0.1178
"581",2021-09-27,0.1355
"582",2021-09-28,0.1208
"583",2021-09-29,0.0955
"584",2021-09-30,0.0601
"585",2021-10-01,0.0517
"586",2021-10-04,0.0724
"587",2021-10-05,0.0926
"588",2021-10-06,0.0957
"589",2021-10-07,0.0991
"590",2021-10-08,0.1099
"591",2021-10-11,0.1388
"592",2021-10-12,0.1509
"593",2021-10-13,0.1417
"594",2021-10-14,0.1246
"595",2021-10-15,0.1257
"596",2021-10-18,0.1299
"597",2021-10-19,0.135
"598",2021-10-20,0.1502
"599",2021-10-21,0.1763
"600",2021-10-22,0.1835
"601",2021-10-25,0.186
"602",2021-10-26,0.1589
"603",2021-10-27,0.1482
"604",2021-10-28,0.1621
"605",2021-10-29,0.1652
"606",2021-11-01,0.1503
"607",2021-11-02,0.1559
"608",2021-11-03,0.1764
"609",2021-11-04,0.1832
"610",2021-11-05,0.1924
"611",2021-11-08,0.1917
"612",2021-11-09,0.196
"613",2021-11-10,0.1873
"614",2021-11-11,0.1892
"615",2021-11-12,0.1956
"616",2021-11-15,0.1809
"617",2021-11-16,0.1669
"618",2021-11-17,0.1664
"619",2021-11-18,0.1828
"620",2021-11-19,0.1837
"621",2021-11-22,0.1855
"622",2021-11-23,0.183
"623",2021-11-24,0.1877
"624",2021-11-26,0.1965
"625",2021-11-29,0.2093
"626",2021-11-30,0.217
"627",2021-12-01,0.2163
"628",2021-12-02,0.2158
"629",2021-12-03,0.2097
"630",2021-12-06,0.2127
"631",2021-12-07,0.1967
"632",2021-12-08,0.1782
"633",2021-12-09,0.1669
"634",2021-12-10,0.1699
"635",2021-12-13,0.1717
"636",2021-12-14,0.1853
"637",2021-12-15,0.1886
"638",2021-12-16,0.1878
"639",2021-12-17,0.1825
"640",2021-12-20,0.1826
"641",2021-12-21,0.1689
"642",2021-12-22,0.137
"643",2021-12-23,0.1317
"644",2021-12-27,0.1162
"645",2021-12-28,0.1184
"646",2021-12-29,0.1331
"647",2021-12-30,0.1575
"648",2021-12-31,0.1508
"649",2022-01-03,0.1146
"650",2022-01-04,0.1113
"651",2022-01-05,0.1123
"652",2022-01-06,0.1203
"653",2022-01-07,0.1102
"654",2022-01-10,0.0841
"655",2022-01-11,0.0919
"656",2022-01-12,0.0913999999999999
"657",2022-01-13,0.1021
"658",2022-01-14,0.1171
"659",2022-01-18,0.1127
"660",2022-01-19,0.1214
"661",2022-01-20,0.091
"662",2022-01-21,0.0452
"663",2022-01-24,0.0206000000000001
"664",2022-01-25,0.0249
"665",2022-01-26,0.0223
"666",2022-01-27,0.0196000000000001
"667",2022-01-28,0.0202
"668",2022-01-31,0.0382
"669",2022-02-01,0.071
"670",2022-02-02,0.1257
"671",2022-02-03,0.1436
"672",2022-02-04,0.1437
"673",2022-02-07,0.1421
"674",2022-02-08,0.1593
"675",2022-02-09,0.1689
"676",2022-02-10,0.1506
"677",2022-02-11,0.1828
"678",2022-02-14,0.2111
"679",2022-02-15,0.2271
"680",2022-02-16,0.2347
"681",2022-02-17,0.2256
"682",2022-02-18,0.2125
"683",2022-02-22,0.1958
"684",2022-02-23,0.1968
"685",2022-02-24,0.2081
"686",2022-02-25,0.1994
"687",2022-02-28,0.2012
"688",2022-03-01,0.2172
"689",2022-03-02,0.23
"690",2022-03-03,0.2409
"691",2022-03-04,0.2533
"692",2022-03-07,0.2489
"693",2022-03-08,0.22
"694",2022-03-09,0.2298
"695",2022-03-10,0.2324
"696",2022-03-11,0.2414
"697",2022-03-14,0.2409
"698",2022-03-15,0.2319
"699",2022-03-16,0.254
"700",2022-03-17,0.2858
"701",2022-03-18,0.2867
"702",2022-03-21,0.2656
"703",2022-03-22,0.266
"704",2022-03-23,0.2367
"705",2022-03-24,0.2355
"706",2022-03-25,0.2409
"707",2022-03-28,0.2738
"708",2022-03-29,0.2924
"709",2022-03-30,0.2738
"710",2022-03-31,0.2785
"711",2022-04-01,0.2879
"712",2022-04-04,0.264
"713",2022-04-05,0.261
"714",2022-04-06,0.2363
"715",2022-04-07,0.2331
"716",2022-04-08,0.2439
"717",2022-04-11,0.2584
"718",2022-04-12,0.2877
"719",2022-04-13,0.2738
"720",2022-04-14,0.2744
"721",2022-04-18,0.2561
"722",2022-04-19,0.2537
"723",2022-04-20,0.2473
"724",2022-04-21,0.2569
"725",2022-04-22,0.2761
"726",2022-04-25,0.2554
"727",2022-04-26,0.2525
"728",2022-04-27,0.2447
"729",2022-04-28,0.2492
"730",2022-04-29,0.2721
"731",2022-05-02,0.2631
"732",2022-05-03,0.2278
"733",2022-05-04,0.2417
"734",2022-05-05,0.2342
"735",2022-05-06,0.2687
"736",2022-05-09,0.2718
"737",2022-05-10,0.2643
"738",2022-05-11,0.2388
"739",2022-05-12,0.2174
"740",2022-05-13,0.2271
"741",2022-05-16,0.2301
"742",2022-05-17,0.2376
"743",2022-05-18,0.2458
"744",2022-05-19,0.2629
"745",2022-05-20,0.2493
"746",2022-05-23,0.2166
"747",2022-05-24,0.2072
"748",2022-05-25,0.1936
"749",2022-05-26,0.1807
"750",2022-05-27,0.1686
"751",2022-05-31,0.1766
"752",2022-06-01,0.1461
"753",2022-06-02,0.1354
"754",2022-06-03,0.1231
"755",2022-06-06,0.1524
"756",2022-06-07,0.1457
"757",2022-06-08,0.1552
"758",2022-06-09,0.1498
"759",2022-06-10,0.1512
"760",2022-06-13,0.1461
"761",2022-06-14,0.1343
"762",2022-06-15,0.1117
"763",2022-06-16,0.1187
"764",2022-06-17,0.1131
"765",2022-06-21,0.1243
"766",2022-06-22,0.1581
"767",2022-06-23,0.1779
"768",2022-06-24,0.2079
"769",2022-06-27,0.2202
"770",2022-06-28,0.2117
"771",2022-06-29,0.1966
"772",2022-06-30,0.1894
"773",2022-07-01,0.1805
"774",2022-07-05,0.1509
"775",2022-07-06,0.1529
"776",2022-07-07,0.1616
"777",2022-07-08,0.2083
"778",2022-07-11,0.2168
"779",2022-07-12,0.2219
"780",2022-07-13,0.2296
"781",2022-07-14,0.2361
"782",2022-07-15,0.2127
"783",2022-07-18,0.2063
"784",2022-07-19,0.1932
"785",2022-07-20,0.2022
"786",2022-07-21,0.1922
"787",2022-07-22,0.1924
"788",2022-07-25,0.1813
"789",2022-07-26,0.2031
"790",2022-07-27,0.2708
"791",2022-07-28,0.2852
"792",2022-07-29,0.2687
"793",2022-08-01,0.2455
"794",2022-08-02,0.2204
"795",2022-08-03,0.2252
"796",2022-08-04,0.2309
"797",2022-08-05,0.2296
"798",2022-08-08,0.2187
"799",2022-08-09,0.2426
"800",2022-08-10,0.2729
"801",2022-08-11,0.3019
"802",2022-08-12,0.2877
"803",2022-08-15,0.2744
"804",2022-08-16,0.2611
"805",2022-08-17,0.2616
"806",2022-08-18,0.2499
"807",2022-08-19,0.2723
"808",2022-08-22,0.2758
"809",2022-08-23,0.2716
"810",2022-08-24,0.2663
"811",2022-08-25,0.2759
"812",2022-08-26,0.269
"813",2022-08-29,0.267
"814",2022-08-30,0.2566
"815",2022-08-31,0.2444
"816",2022-09-01,0.2151
"817",2022-09-02,0.1701
"818",2022-09-06,0.1656
"819",2022-09-07,0.1689
"820",2022-09-08,0.2125
"821",2022-09-09,0.2436
"822",2022-09-12,0.2365
"823",2022-09-13,0.2344
"824",2022-09-14,0.2146
"825",2022-09-15,0.2174
"826",2022-09-16,0.2239
"827",2022-09-19,0.2285
"828",2022-09-20,0.2448
"829",2022-09-21,0.2406
"830",2022-09-22,0.2281
"831",2022-09-23,0.2231
"832",2022-09-26,0.2385
"833",2022-09-27,0.2445
"834",2022-09-28,0.2357
"835",2022-09-29,0.244
"836",2022-09-30,0.1986
"837",2022-10-03,0.137
"838",2022-10-04,0.1179
"839",2022-10-05,0.0958
"840",2022-10-06,0.1082
"841",2022-10-07,0.0927
"842",2022-10-10,0.0591
"843",2022-10-11,0.0337
"844",2022-10-12,0.022
"845",2022-10-13,0.0267
"846",2022-10-14,0.0199
"847",2022-10-17,0.024
"848",2022-10-18,0.029
"849",2022-10-19,0.0186
"850",2022-10-20,0.0595
"851",2022-10-21,0.0932
"852",2022-10-24,0.1021
"853",2022-10-25,0.1398
"854",2022-10-26,0.1307
"855",2022-10-27,0.1524
"856",2022-10-28,0.1709
"857",2022-10-31,0.1674
"858",2022-11-01,0.1461
"859",2022-11-02,0.1549
"860",2022-11-03,0.1853
"861",2022-11-04,0.2436
"862",2022-11-07,0.2429
"863",2022-11-08,0.2364
"864",2022-11-09,0.2339
"865",2022-11-10,0.2425
"866",2022-11-11,0.2456
"867",2022-11-14,0.2546
"868",2022-11-15,0.3023
"869",2022-11-16,0.2939
"870",2022-11-17,0.2909
"871",2022-11-18,0.2854
"872",2022-11-21,0.2828
"873",2022-11-22,0.2701
"874",2022-11-23,0.285
"875",2022-11-25,0.2792
"876",2022-11-28,0.2989
"877",2022-11-29,0.2836
"878",2022-11-30,0.2903
"879",2022-12-01,0.2843
"880",2022-12-02,0.288
"881",2022-12-05,0.2776
"882",2022-12-06,0.277
"883",2022-12-07,0.2612
"884",2022-12-08,0.2608
"885",2022-12-09,0.2734
"886",2022-12-12,0.2718
"887",2022-12-13,0.2839
"888",2022-12-14,0.2837
"889",2022-12-15,0.28
"890",2022-12-16,0.2885
"891",2022-12-19,0.2453
"892",2022-12-20,0.2175
"893",2022-12-21,0.1915
"894",2022-12-22,0.1809
"895",2022-12-23,0.2554
"896",2022-12-27,0.2634
"897",2022-12-28,0.2353
"898",2022-12-29,0.3072
"899",2022-12-30,0.3182
"900",2023-01-03,0.3333
"901",2023-01-04,0.2793
"902",2023-01-05,0.2491
"903",2023-01-06,0.2271
"904",2023-01-09,0.209
"905",2023-01-10,0.2083
"906",2023-01-11,0.1936
"907",2023-01-12,0.1891
"908",2023-01-13,0.1742
"909",2023-01-17,0.1533
"910",2023-01-18,0.1636
"911",2023-01-19,0.1696
"912",2023-01-20,0.1717
"913",2023-01-23,0.1558
"914",2023-01-24,0.1427
"915",2023-01-25,0.1554
"916",2023-01-26,0.1624
"917",2023-01-27,0.1728
"918",2023-01-30,0.1864
"919",2023-01-31,0.1772
"920",2023-02-01,0.2285
"921",2023-02-02,0.2158
"922",2023-02-03,0.1981
"923",2023-02-06,0.1785
"924",2023-02-07,0.1549
"925",2023-02-08,0.1586
"926",2023-02-09,0.1634
"927",2023-02-10,0.1357
