"","date","PG"
"173",2020-02-13,0.1833
"174",2020-02-14,0.1578
"175",2020-02-18,0.1564
"176",2020-02-19,0.1543
"177",2020-02-20,0.1657
"178",2020-02-21,0.1635
"179",2020-02-24,0.1747
"180",2020-02-25,0.1658
"181",2020-02-26,0.1502
"182",2020-02-27,0.169
"183",2020-02-28,0.172
"184",2020-03-02,0.157
"185",2020-03-03,0.1526
"186",2020-03-04,0.1683
"187",2020-03-05,0.1877
"188",2020-03-06,0.1707
"189",2020-03-09,0.1581
"190",2020-03-10,0.1523
"191",2020-03-11,0.1558
"192",2020-03-12,0.2147
"193",2020-03-13,0.2195
"194",2020-03-16,0.2163
"195",2020-03-17,0.231
"196",2020-03-18,0.245
"197",2020-03-19,0.2782
"198",2020-03-20,0.3066
"199",2020-03-23,0.3761
"200",2020-03-24,0.4271
"201",2020-03-25,0.4586
"202",2020-03-26,0.5066
"203",2020-03-27,0.5225
"204",2020-03-30,0.5578
"205",2020-03-31,0.5419
"206",2020-04-01,0.556
"207",2020-04-02,0.5717
"208",2020-04-03,0.5528
"209",2020-04-06,0.5538
"210",2020-04-07,0.5586
"211",2020-04-08,0.5767
"212",2020-04-09,0.5909
"213",2020-04-13,0.5982
"214",2020-04-14,0.6
"215",2020-04-15,0.5837
"216",2020-04-16,0.5598
"217",2020-04-17,0.5649
"218",2020-04-20,0.5801
"219",2020-04-21,0.5646
"220",2020-04-22,0.5137
"221",2020-04-23,0.5144
"222",2020-04-24,0.5594
"223",2020-04-27,0.5802
"224",2020-04-28,0.5933
"225",2020-04-29,0.5588
"226",2020-04-30,0.5495
"227",2020-05-01,0.5482
"228",2020-05-04,0.5488
"229",2020-05-05,0.5735
"230",2020-05-06,0.5561
"231",2020-05-07,0.535
"232",2020-05-08,0.5198
"233",2020-05-11,0.5016
"234",2020-05-12,0.5077
"235",2020-05-13,0.501
"236",2020-05-14,0.4919
"237",2020-05-15,0.4932
"238",2020-05-18,0.4718
"239",2020-05-19,0.4925
"240",2020-05-20,0.4717
"241",2020-05-21,0.4509
"242",2020-05-22,0.4493
"243",2020-05-26,0.4333
"244",2020-05-27,0.4258
"245",2020-05-28,0.4173
"246",2020-05-29,0.4218
"247",2020-06-01,0.411
"248",2020-06-02,0.4054
"249",2020-06-03,0.3888
"250",2020-06-04,0.371
"251",2020-06-05,0.366
"252",2020-06-08,0.3835
"253",2020-06-09,0.3798
"254",2020-06-10,0.3845
"255",2020-06-11,0.3866
"256",2020-06-12,0.3659
"257",2020-06-15,0.3505
"258",2020-06-16,0.3501
"259",2020-06-17,0.3721
"260",2020-06-18,0.3758
"261",2020-06-19,0.3573
"262",2020-06-22,0.333
"263",2020-06-23,0.3346
"264",2020-06-24,0.3203
"265",2020-06-25,0.2781
"266",2020-06-26,0.2875
"267",2020-06-29,0.2741
"268",2020-06-30,0.2501
"269",2020-07-01,0.2438
"270",2020-07-02,0.2206
"271",2020-07-06,0.2062
"272",2020-07-07,0.22
"273",2020-07-08,0.2351
"274",2020-07-09,0.2664
"275",2020-07-10,0.2642
"276",2020-07-13,0.2657
"277",2020-07-14,0.2717
"278",2020-07-15,0.2985
"279",2020-07-16,0.3221
"280",2020-07-17,0.2956
"281",2020-07-20,0.2986
"282",2020-07-21,0.3039
"283",2020-07-22,0.3251
"284",2020-07-23,0.3309
"285",2020-07-24,0.3239
"286",2020-07-27,0.3215
"287",2020-07-28,0.3367
"288",2020-07-29,0.3622
"289",2020-07-30,0.3866
"290",2020-07-31,0.3739
"291",2020-08-03,0.3665
"292",2020-08-04,0.3656
"293",2020-08-05,0.3637
"294",2020-08-06,0.3856
"295",2020-08-07,0.3736
"296",2020-08-10,0.3685
"297",2020-08-11,0.3754
"298",2020-08-12,0.3832
"299",2020-08-13,0.4208
"300",2020-08-14,0.4073
"301",2020-08-17,0.3969
"302",2020-08-18,0.4334
"303",2020-08-19,0.4186
"304",2020-08-20,0.4187
"305",2020-08-21,0.4018
"306",2020-08-24,0.3985
"307",2020-08-25,0.4172
"308",2020-08-26,0.43
"309",2020-08-27,0.4138
"310",2020-08-28,0.4055
"311",2020-08-31,0.4125
"312",2020-09-01,0.4475
"313",2020-09-02,0.4417
"314",2020-09-03,0.4464
"315",2020-09-04,0.4147
"316",2020-09-08,0.405
"317",2020-09-09,0.3968
"318",2020-09-10,0.3997
"319",2020-09-11,0.4021
"320",2020-09-14,0.4061
"321",2020-09-15,0.4102
"322",2020-09-16,0.4059
"323",2020-09-17,0.4122
"324",2020-09-18,0.421
"325",2020-09-21,0.4061
"326",2020-09-22,0.3883
"327",2020-09-23,0.3879
"328",2020-09-24,0.4126
"329",2020-09-25,0.4139
"330",2020-09-28,0.4213
"331",2020-09-29,0.4104
"332",2020-09-30,0.4054
"333",2020-10-01,0.3965
"334",2020-10-02,0.3929
"335",2020-10-05,0.3691
"336",2020-10-06,0.3553
"337",2020-10-07,0.3474
"338",2020-10-08,0.3732
"339",2020-10-09,0.3851
"340",2020-10-12,0.3886
"341",2020-10-13,0.3803
"342",2020-10-14,0.3873
"343",2020-10-15,0.4181
"344",2020-10-16,0.4416
"345",2020-10-19,0.3926
"346",2020-10-20,0.3807
"347",2020-10-21,0.3659
"348",2020-10-22,0.3643
"349",2020-10-23,0.3718
"350",2020-10-26,0.3684
"351",2020-10-27,0.3639
"352",2020-10-28,0.3407
"353",2020-10-29,0.3364
"354",2020-10-30,0.3732
"355",2020-11-02,0.3511
"356",2020-11-03,0.3511
"357",2020-11-04,0.334
"358",2020-11-05,0.3403
"359",2020-11-06,0.3417
"360",2020-11-09,0.3375
"361",2020-11-10,0.3294
"362",2020-11-11,0.3351
"363",2020-11-12,0.3318
"364",2020-11-13,0.3469
"365",2020-11-16,0.3474
"366",2020-11-17,0.3628
"367",2020-11-18,0.3848
"368",2020-11-19,0.3947
"369",2020-11-20,0.3991
"370",2020-11-23,0.3948
"371",2020-11-24,0.4006
"372",2020-11-25,0.4357
"373",2020-11-27,0.4368
"374",2020-11-30,0.4391
"375",2020-12-01,0.4163
"376",2020-12-02,0.419
"377",2020-12-03,0.4206
"378",2020-12-04,0.4326
"379",2020-12-07,0.4443
"380",2020-12-08,0.445
"381",2020-12-09,0.4274
"382",2020-12-10,0.4555
"383",2020-12-11,0.4618
"384",2020-12-14,0.4938
"385",2020-12-15,0.4817
"386",2020-12-16,0.4858
"387",2020-12-17,0.4717
"388",2020-12-18,0.4791
"389",2020-12-21,0.4815
"390",2020-12-22,0.4736
"391",2020-12-23,0.4769
"392",2020-12-24,0.4715
"393",2020-12-28,0.475
"394",2020-12-29,0.4885
"395",2020-12-30,0.4844
"396",2020-12-31,0.493
"397",2021-01-04,0.4833
"398",2021-01-05,0.502
"399",2021-01-06,0.5042
"400",2021-01-07,0.4862
"401",2021-01-08,0.4687
"402",2021-01-11,0.4638
"403",2021-01-12,0.4644
"404",2021-01-13,0.4844
"405",2021-01-14,0.462
"406",2021-01-15,0.4633
"407",2021-01-19,0.446
"408",2021-01-20,0.4578
"409",2021-01-21,0.4682
"410",2021-01-22,0.4641
"411",2021-01-25,0.4413
"412",2021-01-26,0.4258
"413",2021-01-27,0.4249
"414",2021-01-28,0.4462
"415",2021-01-29,0.4331
"416",2021-02-01,0.4361
"417",2021-02-02,0.4196
"418",2021-02-03,0.4309
"419",2021-02-04,0.4456
"420",2021-02-05,0.4554
"421",2021-02-08,0.456
"422",2021-02-09,0.4517
"423",2021-02-10,0.4347
"424",2021-02-11,0.4403
"425",2021-02-12,0.4192
"426",2021-02-16,0.4208
"427",2021-02-17,0.4289
"428",2021-02-18,0.439
"429",2021-02-19,0.4252
"430",2021-02-22,0.4103
"431",2021-02-23,0.4107
"432",2021-02-24,0.4393
"433",2021-02-25,0.4401
"434",2021-02-26,0.4516
"435",2021-03-01,0.4302
"436",2021-03-02,0.4208
"437",2021-03-03,0.4102
"438",2021-03-04,0.4147
"439",2021-03-05,0.4219
"440",2021-03-08,0.4097
"441",2021-03-09,0.3941
"442",2021-03-10,0.3992
"443",2021-03-11,0.3861
"444",2021-03-12,0.4003
"445",2021-03-15,0.3953
"446",2021-03-16,0.4007
"447",2021-03-17,0.3854
"448",2021-03-18,0.3852
"449",2021-03-19,0.3959
"450",2021-03-22,0.4075
"451",2021-03-23,0.399
"452",2021-03-24,0.3893
"453",2021-03-25,0.3821
"454",2021-03-26,0.401
"455",2021-03-29,0.4032
"456",2021-03-30,0.4287
"457",2021-03-31,0.4245
"458",2021-04-01,0.4205
"459",2021-04-05,0.4191
"460",2021-04-06,0.4214
"461",2021-04-07,0.4165
"462",2021-04-08,0.4228
"463",2021-04-09,0.46
"464",2021-04-12,0.4882
"465",2021-04-13,0.4817
"466",2021-04-14,0.4894
"467",2021-04-15,0.4818
"468",2021-04-16,0.4911
"469",2021-04-19,0.4894
"470",2021-04-20,0.493
"471",2021-04-21,0.4806
"472",2021-04-22,0.4767
"473",2021-04-23,0.4833
"474",2021-04-26,0.5068
"475",2021-04-27,0.5029
"476",2021-04-28,0.505
"477",2021-04-29,0.4878
"478",2021-04-30,0.4841
"479",2021-05-03,0.4911
"480",2021-05-04,0.4823
"481",2021-05-05,0.4768
"482",2021-05-06,0.4872
"483",2021-05-07,0.5035
"484",2021-05-10,0.5421
"485",2021-05-11,0.5172
"486",2021-05-12,0.5302
"487",2021-05-13,0.5297
"488",2021-05-14,0.5233
"489",2021-05-17,0.5134
"490",2021-05-18,0.4979
"491",2021-05-19,0.4788
"492",2021-05-20,0.4833
"493",2021-05-21,0.4855
"494",2021-05-24,0.4935
"495",2021-05-25,0.4819
"496",2021-05-26,0.4655
"497",2021-05-27,0.4553
"498",2021-05-28,0.461
"499",2021-06-01,0.4626
"500",2021-06-02,0.4552
"501",2021-06-03,0.46
"502",2021-06-04,0.4545
"503",2021-06-07,0.4529
"504",2021-06-08,0.4617
"505",2021-06-09,0.449
"506",2021-06-10,0.4412
"507",2021-06-11,0.4368
"508",2021-06-14,0.4433
"509",2021-06-15,0.4345
"510",2021-06-16,0.4521
"511",2021-06-17,0.4443
"512",2021-06-18,0.4465
"513",2021-06-21,0.4206
"514",2021-06-22,0.406
"515",2021-06-23,0.396
"516",2021-06-24,0.403
"517",2021-06-25,0.388
"518",2021-06-28,0.3794
"519",2021-06-29,0.3792
"520",2021-06-30,0.3764
"521",2021-07-01,0.3613
"522",2021-07-02,0.3597
"523",2021-07-06,0.3512
"524",2021-07-07,0.345
"525",2021-07-08,0.3381
"526",2021-07-09,0.3494
"527",2021-07-12,0.3522
"528",2021-07-13,0.355
"529",2021-07-14,0.3602
"530",2021-07-15,0.3644
"531",2021-07-16,0.3656
"532",2021-07-19,0.3613
"533",2021-07-20,0.3854
"534",2021-07-21,0.4004
"535",2021-07-22,0.4157
"536",2021-07-23,0.4362
"537",2021-07-26,0.4526
"538",2021-07-27,0.4728
"539",2021-07-28,0.482
"540",2021-07-29,0.4997
"541",2021-07-30,0.5127
"542",2021-08-02,0.4971
"543",2021-08-03,0.4714
"544",2021-08-04,0.5057
"545",2021-08-05,0.5168
"546",2021-08-06,0.5536
"547",2021-08-09,0.5771
"548",2021-08-10,0.6042
"549",2021-08-11,0.6098
"550",2021-08-12,0.5814
"551",2021-08-13,0.5783
"552",2021-08-16,0.5707
"553",2021-08-17,0.5771
"554",2021-08-18,0.5889
"555",2021-08-19,0.5071
"556",2021-08-20,0.3666
"557",2021-08-23,0.2528
"558",2021-08-24,0.2737
"559",2021-08-25,0.2764
"560",2021-08-26,0.2918
"561",2021-08-27,0.2347
"562",2021-08-30,0.2302
"563",2021-08-31,0.2472
"564",2021-09-01,0.2455
"565",2021-09-02,0.2482
"566",2021-09-03,0.2336
"567",2021-09-07,0.227
"568",2021-09-08,0.2225
"569",2021-09-09,0.217
"570",2021-09-10,0.1934
"571",2021-09-13,0.1617
"572",2021-09-14,0.1083
"573",2021-09-15,0.0614
"574",2021-09-16,0.0691999999999999
"575",2021-09-17,0.0773
"576",2021-09-20,0.0849
"577",2021-09-21,0.1037
"578",2021-09-22,0.1016
"579",2021-09-23,0.0971
"580",2021-09-24,0.1068
"581",2021-09-27,0.1147
"582",2021-09-28,0.1253
"583",2021-09-29,0.1344
"584",2021-09-30,0.1284
"585",2021-10-01,0.137
"586",2021-10-04,0.1538
"587",2021-10-05,0.1555
"588",2021-10-06,0.1654
"589",2021-10-07,0.1593
"590",2021-10-08,0.1639
"591",2021-10-11,0.1494
"592",2021-10-12,0.1526
"593",2021-10-13,0.1596
"594",2021-10-14,0.1606
"595",2021-10-15,0.162
"596",2021-10-18,0.1756
"597",2021-10-19,0.1785
"598",2021-10-20,0.1681
"599",2021-10-21,0.1735
"600",2021-10-22,0.1765
"601",2021-10-25,0.1662
"602",2021-10-26,0.1569
"603",2021-10-27,0.1373
"604",2021-10-28,0.1422
"605",2021-10-29,0.1519
"606",2021-11-01,0.1487
"607",2021-11-02,0.1571
"608",2021-11-03,0.1624
"609",2021-11-04,0.1632
"610",2021-11-05,0.1638
"611",2021-11-08,0.1452
"612",2021-11-09,0.1319
"613",2021-11-10,0.1264
"614",2021-11-11,0.1286
"615",2021-11-12,0.1148
"616",2021-11-15,0.1308
"617",2021-11-16,0.1403
"618",2021-11-17,0.156
"619",2021-11-18,0.1658
"620",2021-11-19,0.1589
"621",2021-11-22,0.1408
"622",2021-11-23,0.1261
"623",2021-11-24,0.1221
"624",2021-11-26,0.1234
"625",2021-11-29,0.1253
"626",2021-11-30,0.1402
"627",2021-12-01,0.142
"628",2021-12-02,0.1537
"629",2021-12-03,0.1713
"630",2021-12-06,0.1733
"631",2021-12-07,0.1834
"632",2021-12-08,0.1724
"633",2021-12-09,0.1748
"634",2021-12-10,0.1697
"635",2021-12-13,0.1628
"636",2021-12-14,0.1775
"637",2021-12-15,0.1779
"638",2021-12-16,0.1814
"639",2021-12-17,0.1666
"640",2021-12-20,0.1713
"641",2021-12-21,0.171
"642",2021-12-22,0.1723
"643",2021-12-23,0.1789
"644",2021-12-27,0.1727
"645",2021-12-28,0.1682
"646",2021-12-29,0.1678
"647",2021-12-30,0.1766
"648",2021-12-31,0.1744
"649",2022-01-03,0.1646
"650",2022-01-04,0.1545
"651",2022-01-05,0.1424
"652",2022-01-06,0.1422
"653",2022-01-07,0.1434
"654",2022-01-10,0.14
"655",2022-01-11,0.1422
"656",2022-01-12,0.1374
"657",2022-01-13,0.1335
"658",2022-01-14,0.1402
"659",2022-01-18,0.1427
"660",2022-01-19,0.138
"661",2022-01-20,0.1379
"662",2022-01-21,0.1363
"663",2022-01-24,0.1182
"664",2022-01-25,0.1136
"665",2022-01-26,0.1229
"666",2022-01-27,0.1247
"667",2022-01-28,0.1192
"668",2022-01-31,0.1248
"669",2022-02-01,0.1275
"670",2022-02-02,0.1306
"671",2022-02-03,0.1218
"672",2022-02-04,0.1076
"673",2022-02-07,0.1254
"674",2022-02-08,0.1161
"675",2022-02-09,0.1079
"676",2022-02-10,0.1237
"677",2022-02-11,0.1327
"678",2022-02-14,0.135
"679",2022-02-15,0.1486
"680",2022-02-16,0.1518
"681",2022-02-17,0.1445
"682",2022-02-18,0.1273
"683",2022-02-22,0.1275
"684",2022-02-23,0.1361
"685",2022-02-24,0.1422
"686",2022-02-25,0.1562
"687",2022-02-28,0.1427
"688",2022-03-01,0.1387
"689",2022-03-02,0.1424
"690",2022-03-03,0.1485
"691",2022-03-04,0.1618
"692",2022-03-07,0.1549
"693",2022-03-08,0.1659
"694",2022-03-09,0.1473
"695",2022-03-10,0.154
"696",2022-03-11,0.1615
"697",2022-03-14,0.1457
"698",2022-03-15,0.148
"699",2022-03-16,0.1451
"700",2022-03-17,0.1548
"701",2022-03-18,0.1647
"702",2022-03-21,0.1649
"703",2022-03-22,0.1812
"704",2022-03-23,0.1693
"705",2022-03-24,0.1706
"706",2022-03-25,0.1947
"707",2022-03-28,0.211
"708",2022-03-29,0.2297
"709",2022-03-30,0.2433
"710",2022-03-31,0.231
"711",2022-04-01,0.203
"712",2022-04-04,0.1895
"713",2022-04-05,0.1918
"714",2022-04-06,0.1657
"715",2022-04-07,0.1492
"716",2022-04-08,0.1373
"717",2022-04-11,0.1563
"718",2022-04-12,0.1729
"719",2022-04-13,0.1985
"720",2022-04-14,0.1893
"721",2022-04-18,0.188
"722",2022-04-19,0.1791
"723",2022-04-20,0.1821
"724",2022-04-21,0.196
"725",2022-04-22,0.2122
"726",2022-04-25,0.2217
"727",2022-04-26,0.197
"728",2022-04-27,0.1961
"729",2022-04-28,0.1926
"730",2022-04-29,0.1846
"731",2022-05-02,0.1758
"732",2022-05-03,0.154
"733",2022-05-04,0.1507
"734",2022-05-05,0.1457
"735",2022-05-06,0.1658
"736",2022-05-09,0.1833
"737",2022-05-10,0.1748
"738",2022-05-11,0.1779
"739",2022-05-12,0.1734
"740",2022-05-13,0.1606
"741",2022-05-16,0.1608
"742",2022-05-17,0.1419
"743",2022-05-18,0.1547
"744",2022-05-19,0.1336
"745",2022-05-20,0.1485
"746",2022-05-23,0.1399
"747",2022-05-24,0.1405
"748",2022-05-25,0.1446
"749",2022-05-26,0.149
"750",2022-05-27,0.161
"751",2022-05-31,0.1575
"752",2022-06-01,0.129
"753",2022-06-02,0.1454
"754",2022-06-03,0.1368
"755",2022-06-06,0.1432
"756",2022-06-07,0.1621
"757",2022-06-08,0.1824
"758",2022-06-09,0.1906
"759",2022-06-10,0.2045
"760",2022-06-13,0.2003
"761",2022-06-14,0.2022
"762",2022-06-15,0.1856
"763",2022-06-16,0.2109
"764",2022-06-17,0.2181
"765",2022-06-21,0.194
"766",2022-06-22,0.1854
"767",2022-06-23,0.2324
"768",2022-06-24,0.2611
"769",2022-06-27,0.2716
"770",2022-06-28,0.2573
"771",2022-06-29,0.2529
"772",2022-06-30,0.2483
"773",2022-07-01,0.2712
"774",2022-07-05,0.2779
"775",2022-07-06,0.2983
"776",2022-07-07,0.2999
"777",2022-07-08,0.2975
"778",2022-07-11,0.2746
"779",2022-07-12,0.283
"780",2022-07-13,0.2783
"781",2022-07-14,0.2612
"782",2022-07-15,0.2211
"783",2022-07-18,0.2127
"784",2022-07-19,0.2216
"785",2022-07-20,0.2561
"786",2022-07-21,0.2732
"787",2022-07-22,0.2941
"788",2022-07-25,0.2874
"789",2022-07-26,0.2758
"790",2022-07-27,0.2745
"791",2022-07-28,0.2888
"792",2022-07-29,0.2681
"793",2022-08-01,0.2605
"794",2022-08-02,0.2267
"795",2022-08-03,0.206
"796",2022-08-04,0.2149
"797",2022-08-05,0.2291
"798",2022-08-08,0.2491
"799",2022-08-09,0.2362
"800",2022-08-10,0.2042
"801",2022-08-11,0.201
"802",2022-08-12,0.1765
"803",2022-08-15,0.1939
"804",2022-08-16,0.1764
"805",2022-08-17,0.1877
"806",2022-08-18,0.1893
"807",2022-08-19,0.1952
"808",2022-08-22,0.1959
"809",2022-08-23,0.1847
"810",2022-08-24,0.157
"811",2022-08-25,0.1435
"812",2022-08-26,0.1376
"813",2022-08-29,0.1454
"814",2022-08-30,0.1274
"815",2022-08-31,0.1461
"816",2022-09-01,0.1603
"817",2022-09-02,0.1628
"818",2022-09-06,0.1617
"819",2022-09-07,0.1616
"820",2022-09-08,0.1695
"821",2022-09-09,0.1846
"822",2022-09-12,0.187
"823",2022-09-13,0.2171
"824",2022-09-14,0.2124
"825",2022-09-15,0.2149
"826",2022-09-16,0.2183
"827",2022-09-19,0.2526
"828",2022-09-20,0.2603
"829",2022-09-21,0.2679
"830",2022-09-22,0.2515
"831",2022-09-23,0.2247
"832",2022-09-26,0.2134
"833",2022-09-27,0.2354
"834",2022-09-28,0.2385
"835",2022-09-29,0.2523
"836",2022-09-30,0.249
"837",2022-10-03,0.2622
"838",2022-10-04,0.2595
"839",2022-10-05,0.279
"840",2022-10-06,0.3014
"841",2022-10-07,0.3184
"842",2022-10-10,0.3016
"843",2022-10-11,0.2967
"844",2022-10-12,0.2827
"845",2022-10-13,0.2913
"846",2022-10-14,0.284
"847",2022-10-17,0.2786
"848",2022-10-18,0.2776
"849",2022-10-19,0.2677
"850",2022-10-20,0.2543
"851",2022-10-21,0.2531
"852",2022-10-24,0.2392
"853",2022-10-25,0.2218
"854",2022-10-26,0.197
"855",2022-10-27,0.1785
"856",2022-10-28,0.1613
"857",2022-10-31,0.1797
"858",2022-11-01,0.194
"859",2022-11-02,0.1948
"860",2022-11-03,0.1836
"861",2022-11-04,0.1735
"862",2022-11-07,0.16
"863",2022-11-08,0.1768
"864",2022-11-09,0.1691
"865",2022-11-10,0.1688
"866",2022-11-11,0.17
"867",2022-11-14,0.1923
"868",2022-11-15,0.2227
"869",2022-11-16,0.2639
"870",2022-11-17,0.2531
"871",2022-11-18,0.2965
"872",2022-11-21,0.2755
"873",2022-11-22,0.2847
"874",2022-11-23,0.261
"875",2022-11-25,0.2773
"876",2022-11-28,0.2887
"877",2022-11-29,0.279
"878",2022-11-30,0.2636
"879",2022-12-01,0.2328
"880",2022-12-02,0.2078
"881",2022-12-05,0.1883
"882",2022-12-06,0.1575
"883",2022-12-07,0.1505
"884",2022-12-08,0.1233
"885",2022-12-09,0.1065
"886",2022-12-12,0.0882999999999999
"887",2022-12-13,0.106
"888",2022-12-14,0.1063
"889",2022-12-15,0.1029
"890",2022-12-16,0.1032
"891",2022-12-19,0.0997
"892",2022-12-20,0.0872000000000001
"893",2022-12-21,0.0779000000000001
"894",2022-12-22,0.0780999999999999
"895",2022-12-23,0.0750999999999999
"896",2022-12-27,0.069
"897",2022-12-28,0.0698
"898",2022-12-29,0.0579999999999999
"899",2022-12-30,0.0593
"900",2023-01-03,0.0729
"901",2023-01-04,0.0800999999999999
"902",2023-01-05,0.0787
"903",2023-01-06,0.0912999999999999
"904",2023-01-09,0.0964
"905",2023-01-10,0.1137
"906",2023-01-11,0.1366
"907",2023-01-12,0.1659
"908",2023-01-13,0.1629
"909",2023-01-17,0.1525
"910",2023-01-18,0.1429
"911",2023-01-19,0.1637
"912",2023-01-20,0.173
"913",2023-01-23,0.1884
"914",2023-01-24,0.1799
"915",2023-01-25,0.1857
"916",2023-01-26,0.206
"917",2023-01-27,0.266
"918",2023-01-30,0.2996
"919",2023-01-31,0.2986
"920",2023-02-01,0.279
"921",2023-02-02,0.2704
"922",2023-02-03,0.2457
"923",2023-02-06,0.2754
"924",2023-02-07,0.2725
"925",2023-02-08,0.2738
"926",2023-02-09,0.2437
"927",2023-02-10,0.2573
"928",2023-02-13,0.2664
"929",2023-02-14,0.2652
"930",2023-02-15,0.2694
"931",2023-02-16,0.2617
"932",2023-02-17,0.23
"933",2023-02-21,0.2371
"934",2023-02-22,0.2213
"935",2023-02-23,0.2131
"936",2023-02-24,0.2137
