"","date","MSFT"
"212",2020-04-09,0.3108
"213",2020-04-13,0.2802
"214",2020-04-14,0.2635
"215",2020-04-15,0.2603
"216",2020-04-16,0.2783
"217",2020-04-17,0.2428
"218",2020-04-20,0.2323
"219",2020-04-21,0.2342
"220",2020-04-22,0.2258
"221",2020-04-23,0.2423
"222",2020-04-24,0.2552
"223",2020-04-27,0.204
"224",2020-04-28,0.2303
"225",2020-04-29,0.2299
"226",2020-04-30,0.213
"227",2020-05-01,0.2079
"228",2020-05-04,0.192
"229",2020-05-05,0.1783
"230",2020-05-06,0.1766
"231",2020-05-07,0.1628
"232",2020-05-08,0.1622
"233",2020-05-11,0.1499
"234",2020-05-12,0.1653
"235",2020-05-13,0.1632
"236",2020-05-14,0.1366
"237",2020-05-15,0.1315
"238",2020-05-18,0.1153
"239",2020-05-19,0.1192
"240",2020-05-20,0.1322
"241",2020-05-21,0.1325
"242",2020-05-22,0.1239
"243",2020-05-26,0.082
"244",2020-05-27,0.075
"245",2020-05-28,0.0795
"246",2020-05-29,0.0793
"247",2020-06-01,0.0931999999999999
"248",2020-06-02,0.0931999999999999
"249",2020-06-03,0.0935
"250",2020-06-04,0.093
"251",2020-06-05,0.0951
"252",2020-06-08,0.0821
"253",2020-06-09,0.1053
"254",2020-06-10,0.1
"255",2020-06-11,0.0928
"256",2020-06-12,0.1012
"257",2020-06-15,0.1054
"258",2020-06-16,0.1006
"259",2020-06-17,0.1045
"260",2020-06-18,0.0968
"261",2020-06-19,0.0875
"262",2020-06-22,0.0938
"263",2020-06-23,0.0979
"264",2020-06-24,0.0969
"265",2020-06-25,0.1077
"266",2020-06-26,0.0912
"267",2020-06-29,0.1066
"268",2020-06-30,0.1157
"269",2020-07-01,0.1051
"270",2020-07-02,0.1032
"271",2020-07-06,0.0972000000000001
"272",2020-07-07,0.0803
"273",2020-07-08,0.0924
"274",2020-07-09,0.0770999999999999
"275",2020-07-10,0.0687
"276",2020-07-13,0.0591
"277",2020-07-14,0.06
"278",2020-07-15,0.0751
"279",2020-07-16,0.0711
"280",2020-07-17,0.0677
"281",2020-07-20,0.0656
"282",2020-07-21,0.0623
"283",2020-07-22,0.0743
"284",2020-07-23,0.0704
"285",2020-07-24,0.0638
"286",2020-07-27,0.0689
"287",2020-07-28,0.0736
"288",2020-07-29,0.0641
"289",2020-07-30,0.0685
"290",2020-07-31,0.0613
"291",2020-08-03,0.0606
"292",2020-08-04,0.0719
"293",2020-08-05,0.0544
"294",2020-08-06,0.0526
"295",2020-08-07,0.0571
"296",2020-08-10,0.0563
"297",2020-08-11,0.0626
"298",2020-08-12,0.0718
"299",2020-08-13,0.0596
"300",2020-08-14,0.0627
"301",2020-08-17,0.0767
"302",2020-08-18,0.0795
"303",2020-08-19,0.0669
"304",2020-08-20,0.059
"305",2020-08-21,0.0615
"306",2020-08-24,0.0812999999999999
"307",2020-08-25,0.0756000000000001
"308",2020-08-26,0.0651
"309",2020-08-27,0.0629
"310",2020-08-28,0.0716000000000001
"311",2020-08-31,0.0973
"312",2020-09-01,0.1102
"313",2020-09-02,0.0809
"314",2020-09-03,0.0789
"315",2020-09-04,0.0758
"316",2020-09-08,0.0633
"317",2020-09-09,0.064
"318",2020-09-10,0.0668
"319",2020-09-11,0.0747
"320",2020-09-14,0.0743
"321",2020-09-15,0.0894
"322",2020-09-16,0.0824
"323",2020-09-17,0.0627
"324",2020-09-18,0.0689
"325",2020-09-21,0.0690000000000001
"326",2020-09-22,0.0698
"327",2020-09-23,0.0581
"328",2020-09-24,0.0655
"329",2020-09-25,0.0694
"330",2020-09-28,0.065
"331",2020-09-29,0.0735
"332",2020-09-30,0.0798
"333",2020-10-01,0.0678
"334",2020-10-02,0.0573
"335",2020-10-05,0.0628
"336",2020-10-06,0.0607
"337",2020-10-07,0.053
"338",2020-10-08,0.0533
"339",2020-10-09,0.0554
"340",2020-10-12,0.0551
"341",2020-10-13,0.0599999999999999
"342",2020-10-14,0.0589999999999999
"343",2020-10-15,0.0485
"344",2020-10-16,0.0518
"345",2020-10-19,0.0501
"346",2020-10-20,0.0435
"347",2020-10-21,0.0503
"348",2020-10-22,0.0539
"349",2020-10-23,0.0607
"350",2020-10-26,0.0612
"351",2020-10-27,0.0597
"352",2020-10-28,0.053
"353",2020-10-29,0.0621
"354",2020-10-30,0.0458
"355",2020-11-02,0.0585
"356",2020-11-03,0.0646
"357",2020-11-04,0.0773
"358",2020-11-05,0.0935
"359",2020-11-06,0.0963
"360",2020-11-09,0.0922
"361",2020-11-10,0.1052
"362",2020-11-11,0.0898
"363",2020-11-12,0.1142
"364",2020-11-13,0.1019
"365",2020-11-16,0.0929
"366",2020-11-17,0.0989
"367",2020-11-18,0.0987
"368",2020-11-19,0.0879
"369",2020-11-20,0.081
"370",2020-11-23,0.0613
"371",2020-11-24,0.0505
"372",2020-11-25,0.0423
"373",2020-11-27,0.059
"374",2020-11-30,0.0522
"375",2020-12-01,0.0528
"376",2020-12-02,0.0438
"377",2020-12-03,0.0473
"378",2020-12-04,0.0422
"379",2020-12-07,0.042
"380",2020-12-08,0.0475
"381",2020-12-09,0.062
"382",2020-12-10,0.0693
"383",2020-12-11,0.0462
"384",2020-12-14,0.0874
"385",2020-12-15,0.0806
"386",2020-12-16,0.0956000000000001
"387",2020-12-17,0.1024
"388",2020-12-18,0.0871
"389",2020-12-21,0.0987
"390",2020-12-22,0.1057
"391",2020-12-23,0.115
"392",2020-12-24,0.1386
"393",2020-12-28,0.1139
"394",2020-12-29,0.1135
"395",2020-12-30,0.1105
"396",2020-12-31,0.1041
"397",2021-01-04,0.0974
"398",2021-01-05,0.1093
"399",2021-01-06,0.0916
"400",2021-01-07,0.0958
"401",2021-01-08,0.1068
"402",2021-01-11,0.1337
"403",2021-01-12,0.094
"404",2021-01-13,0.1247
"405",2021-01-14,0.138
"406",2021-01-15,0.1395
"407",2021-01-19,0.123
"408",2021-01-20,0.1306
"409",2021-01-21,0.1389
"410",2021-01-22,0.1493
"411",2021-01-25,0.1375
"412",2021-01-26,0.1338
"413",2021-01-27,0.1036
"414",2021-01-28,0.1271
"415",2021-01-29,0.1237
"416",2021-02-01,0.1293
"417",2021-02-02,0.1392
"418",2021-02-03,0.1171
"419",2021-02-04,0.1202
"420",2021-02-05,0.1446
"421",2021-02-08,0.1231
"422",2021-02-09,0.1119
"423",2021-02-10,0.0610999999999999
"424",2021-02-11,0.0599999999999999
"425",2021-02-12,0.0725
"426",2021-02-16,0.0668
"427",2021-02-17,0.0604
"428",2021-02-18,0.0684
"429",2021-02-19,0.0542
"430",2021-02-22,0.0497
"431",2021-02-23,0.0499000000000001
"432",2021-02-24,0.0527
"433",2021-02-25,0.1013
"434",2021-02-26,0.1033
"435",2021-03-01,0.1056
"436",2021-03-02,0.1157
"437",2021-03-03,0.1274
"438",2021-03-04,0.1451
"439",2021-03-05,0.163
"440",2021-03-08,0.1419
"441",2021-03-09,0.1368
"442",2021-03-10,0.1135
"443",2021-03-11,0.1248
"444",2021-03-12,0.0938000000000001
"445",2021-03-15,0.0812
"446",2021-03-16,0.0644
"447",2021-03-17,0.0564000000000001
"448",2021-03-18,0.0476
"449",2021-03-19,0.0454
"450",2021-03-22,0.058
"451",2021-03-23,0.0588
"452",2021-03-24,0.0959999999999999
"453",2021-03-25,0.1027
"454",2021-03-26,0.1156
"455",2021-03-29,0.131
"456",2021-03-30,0.1847
"457",2021-03-31,0.2056
"458",2021-04-01,0.2473
"459",2021-04-05,0.2532
"460",2021-04-06,0.2675
"461",2021-04-07,0.3166
"462",2021-04-08,0.3301
"463",2021-04-09,0.322
"464",2021-04-12,0.3606
"465",2021-04-13,0.3641
"466",2021-04-14,0.3601
"467",2021-04-15,0.3915
"468",2021-04-16,0.3991
"469",2021-04-19,0.3819
"470",2021-04-20,0.3747
"471",2021-04-21,0.3526
"472",2021-04-22,0.361
"473",2021-04-23,0.3228
"474",2021-04-26,0.3291
"475",2021-04-27,0.3174
"476",2021-04-28,0.3189
"477",2021-04-29,0.3059
"478",2021-04-30,0.2938
"479",2021-05-03,0.2708
"480",2021-05-04,0.3074
"481",2021-05-05,0.3226
"482",2021-05-06,0.3924
"483",2021-05-07,0.3591
"484",2021-05-10,0.3454
"485",2021-05-11,0.3294
"486",2021-05-12,0.3078
"487",2021-05-13,0.2944
"488",2021-05-14,0.2757
"489",2021-05-17,0.2639
"490",2021-05-18,0.2614
"491",2021-05-19,0.2316
"492",2021-05-20,0.2067
"493",2021-05-21,0.1502
"494",2021-05-24,0.138
"495",2021-05-25,0.141
"496",2021-05-26,0.1277
"497",2021-05-27,0.1297
"498",2021-05-28,0.1175
"499",2021-06-01,0.0864
"500",2021-06-02,0.1066
"501",2021-06-03,0.0854
"502",2021-06-04,0.1032
"503",2021-06-07,0.0487
"504",2021-06-08,0.0448
"505",2021-06-09,0.0531
"506",2021-06-10,0.0414
"507",2021-06-11,0.0424
"508",2021-06-14,0.0469999999999999
"509",2021-06-15,0.0392
"510",2021-06-16,0.053
"511",2021-06-17,0.0618000000000001
"512",2021-06-18,0.074
"513",2021-06-21,0.0764
"514",2021-06-22,0.0477
"515",2021-06-23,0.0779
"516",2021-06-24,0.0881
"517",2021-06-25,0.0742
"518",2021-06-28,0.0872000000000001
"519",2021-06-29,0.0729000000000001
"520",2021-06-30,0.1019
"521",2021-07-01,0.1032
"522",2021-07-02,0.1014
"523",2021-07-06,0.1056
"524",2021-07-07,0.1086
"525",2021-07-08,0.1007
"526",2021-07-09,0.0927
"527",2021-07-12,0.0989
"528",2021-07-13,0.1208
"529",2021-07-14,0.0925
"530",2021-07-15,0.1033
"531",2021-07-16,0.1097
"532",2021-07-19,0.1367
"533",2021-07-20,0.1575
"534",2021-07-21,0.1929
"535",2021-07-22,0.2605
"536",2021-07-23,0.2919
"537",2021-07-26,0.3283
"538",2021-07-27,0.3761
"539",2021-07-28,0.3811
"540",2021-07-29,0.4031
"541",2021-07-30,0.4477
"542",2021-08-02,0.4192
"543",2021-08-03,0.4276
"544",2021-08-04,0.4854
"545",2021-08-05,0.5303
"546",2021-08-06,0.5582
"547",2021-08-09,0.5569
"548",2021-08-10,0.5563
"549",2021-08-11,0.5527
"550",2021-08-12,0.5145
"551",2021-08-13,0.4742
"552",2021-08-16,0.4648
"553",2021-08-17,0.3658
"554",2021-08-18,0.3852
"555",2021-08-19,0.3706
"556",2021-08-20,0.382
"557",2021-08-23,0.422
"558",2021-08-24,0.4257
"559",2021-08-25,0.3726
"560",2021-08-26,0.3681
"561",2021-08-27,0.3602
"562",2021-08-30,0.3435
"563",2021-08-31,0.3219
"564",2021-09-01,0.3301
"565",2021-09-02,0.3376
"566",2021-09-03,0.3272
"567",2021-09-07,0.3391
"568",2021-09-08,0.3262
"569",2021-09-09,0.3012
"570",2021-09-10,0.2849
"571",2021-09-13,0.2934
"572",2021-09-14,0.282
"573",2021-09-15,0.2664
"574",2021-09-16,0.2813
"575",2021-09-17,0.2984
"576",2021-09-20,0.2914
"577",2021-09-21,0.2968
"578",2021-09-22,0.2954
"579",2021-09-23,0.2874
"580",2021-09-24,0.2907
"581",2021-09-27,0.2816
"582",2021-09-28,0.2552
"583",2021-09-29,0.2457
"584",2021-09-30,0.2496
"585",2021-10-01,0.2674
"586",2021-10-04,0.2804
"587",2021-10-05,0.2965
"588",2021-10-06,0.3039
"589",2021-10-07,0.2798
"590",2021-10-08,0.2913
"591",2021-10-11,0.2986
"592",2021-10-12,0.2858
"593",2021-10-13,0.2916
"594",2021-10-14,0.2706
"595",2021-10-15,0.2797
"596",2021-10-18,0.271
"597",2021-10-19,0.2767
"598",2021-10-20,0.2874
"599",2021-10-21,0.2672
"600",2021-10-22,0.2769
"601",2021-10-25,0.2911
"602",2021-10-26,0.2518
"603",2021-10-27,0.224
"604",2021-10-28,0.2323
"605",2021-10-29,0.2496
"606",2021-11-01,0.2681
"607",2021-11-02,0.2724
"608",2021-11-03,0.2895
"609",2021-11-04,0.285
"610",2021-11-05,0.2883
"611",2021-11-08,0.3002
"612",2021-11-09,0.2726
"613",2021-11-10,0.2474
"614",2021-11-11,0.2522
"615",2021-11-12,0.2655
"616",2021-11-15,0.2861
"617",2021-11-16,0.2903
"618",2021-11-17,0.2889
"619",2021-11-18,0.2857
"620",2021-11-19,0.2837
"621",2021-11-22,0.3158
"622",2021-11-23,0.2959
"623",2021-11-24,0.2975
"624",2021-11-26,0.2944
"625",2021-11-29,0.2946
"626",2021-11-30,0.3013
"627",2021-12-01,0.3086
"628",2021-12-02,0.3255
"629",2021-12-03,0.3076
"630",2021-12-06,0.305
"631",2021-12-07,0.3034
"632",2021-12-08,0.2906
"633",2021-12-09,0.2824
"634",2021-12-10,0.3054
"635",2021-12-13,0.294
"636",2021-12-14,0.2785
"637",2021-12-15,0.2968
"638",2021-12-16,0.3069
"639",2021-12-17,0.2864
"640",2021-12-20,0.3005
"641",2021-12-21,0.3196
"642",2021-12-22,0.3058
"643",2021-12-23,0.2979
"644",2021-12-27,0.2943
"645",2021-12-28,0.3127
"646",2021-12-29,0.2967
"647",2021-12-30,0.3058
"648",2021-12-31,0.3103
"649",2022-01-03,0.2906
"650",2022-01-04,0.2872
"651",2022-01-05,0.2947
"652",2022-01-06,0.2979
"653",2022-01-07,0.3014
"654",2022-01-10,0.3051
"655",2022-01-11,0.3145
"656",2022-01-12,0.3209
"657",2022-01-13,0.309
"658",2022-01-14,0.3239
"659",2022-01-18,0.2991
"660",2022-01-19,0.2958
"661",2022-01-20,0.2916
"662",2022-01-21,0.2775
"663",2022-01-24,0.2759
"664",2022-01-25,0.2709
"665",2022-01-26,0.2749
"666",2022-01-27,0.251
"667",2022-01-28,0.2499
"668",2022-01-31,0.2419
"669",2022-02-01,0.2247
"670",2022-02-02,0.2353
"671",2022-02-03,0.244
"672",2022-02-04,0.2082
"673",2022-02-07,0.1657
"674",2022-02-08,0.1709
"675",2022-02-09,0.181
"676",2022-02-10,0.175
"677",2022-02-11,0.1897
"678",2022-02-14,0.1848
"679",2022-02-15,0.1642
"680",2022-02-16,0.1555
"681",2022-02-17,0.1754
"682",2022-02-18,0.1511
"683",2022-02-22,0.1361
"684",2022-02-23,0.1442
"685",2022-02-24,0.154
"686",2022-02-25,0.1609
"687",2022-02-28,0.1754
"688",2022-03-01,0.1978
"689",2022-03-02,0.2004
"690",2022-03-03,0.1984
"691",2022-03-04,0.218
"692",2022-03-07,0.208
"693",2022-03-08,0.2103
"694",2022-03-09,0.2061
"695",2022-03-10,0.201
"696",2022-03-11,0.1898
"697",2022-03-14,0.2178
"698",2022-03-15,0.2303
"699",2022-03-16,0.2219
"700",2022-03-17,0.2253
"701",2022-03-18,0.2296
"702",2022-03-21,0.2073
"703",2022-03-22,0.2102
"704",2022-03-23,0.2138
"705",2022-03-24,0.2366
"706",2022-03-25,0.2296
"707",2022-03-28,0.2663
"708",2022-03-29,0.2723
"709",2022-03-30,0.2424
"710",2022-03-31,0.2501
"711",2022-04-01,0.2595
"712",2022-04-04,0.2338
"713",2022-04-05,0.2201
"714",2022-04-06,0.2074
"715",2022-04-07,0.2024
"716",2022-04-08,0.1909
"717",2022-04-11,0.2209
"718",2022-04-12,0.2405
"719",2022-04-13,0.2244
"720",2022-04-14,0.2187
"721",2022-04-18,0.2301
"722",2022-04-19,0.2341
"723",2022-04-20,0.2494
"724",2022-04-21,0.2334
"725",2022-04-22,0.2514
"726",2022-04-25,0.2506
"727",2022-04-26,0.2602
"728",2022-04-27,0.2762
"729",2022-04-28,0.2608
"730",2022-04-29,0.2477
"731",2022-05-02,0.2547
"732",2022-05-03,0.236
"733",2022-05-04,0.2679
"734",2022-05-05,0.2544
"735",2022-05-06,0.258
"736",2022-05-09,0.2662
"737",2022-05-10,0.2679
"738",2022-05-11,0.2722
"739",2022-05-12,0.2674
"740",2022-05-13,0.2758
"741",2022-05-16,0.3085
"742",2022-05-17,0.289
"743",2022-05-18,0.271
"744",2022-05-19,0.2743
"745",2022-05-20,0.2597
"746",2022-05-23,0.2475
"747",2022-05-24,0.2574
"748",2022-05-25,0.2583
"749",2022-05-26,0.2421
"750",2022-05-27,0.2153
"751",2022-05-31,0.2234
"752",2022-06-01,0.202
"753",2022-06-02,0.2018
"754",2022-06-03,0.1918
"755",2022-06-06,0.2034
"756",2022-06-07,0.179
"757",2022-06-08,0.1702
"758",2022-06-09,0.1685
"759",2022-06-10,0.1655
"760",2022-06-13,0.1632
"761",2022-06-14,0.1854
"762",2022-06-15,0.1718
"763",2022-06-16,0.162
"764",2022-06-17,0.1601
"765",2022-06-21,0.1691
"766",2022-06-22,0.1881
"767",2022-06-23,0.1835
"768",2022-06-24,0.1843
"769",2022-06-27,0.1676
"770",2022-06-28,0.1697
"771",2022-06-29,0.1901
"772",2022-06-30,0.1804
"773",2022-07-01,0.1837
"774",2022-07-05,0.191
"775",2022-07-06,0.2236
"776",2022-07-07,0.212
"777",2022-07-08,0.2405
"778",2022-07-11,0.231
"779",2022-07-12,0.2025
"780",2022-07-13,0.1919
"781",2022-07-14,0.2021
"782",2022-07-15,0.1885
"783",2022-07-18,0.1961
"784",2022-07-19,0.2091
"785",2022-07-20,0.2179
"786",2022-07-21,0.2135
"787",2022-07-22,0.2089
"788",2022-07-25,0.2254
"789",2022-07-26,0.2473
"790",2022-07-27,0.2479
"791",2022-07-28,0.2623
"792",2022-07-29,0.2446
"793",2022-08-01,0.2347
"794",2022-08-02,0.2301
"795",2022-08-03,0.2454
"796",2022-08-04,0.2539
"797",2022-08-05,0.2485
"798",2022-08-08,0.2634
"799",2022-08-09,0.2545
"800",2022-08-10,0.2614
"801",2022-08-11,0.282
"802",2022-08-12,0.265
"803",2022-08-15,0.2769
"804",2022-08-16,0.2787
"805",2022-08-17,0.2892
"806",2022-08-18,0.2993
"807",2022-08-19,0.303
"808",2022-08-22,0.3091
"809",2022-08-23,0.3098
"810",2022-08-24,0.3127
"811",2022-08-25,0.3281
"812",2022-08-26,0.3164
"813",2022-08-29,0.3244
"814",2022-08-30,0.326
"815",2022-08-31,0.3237
"816",2022-09-01,0.3387
"817",2022-09-02,0.343
"818",2022-09-06,0.3416
"819",2022-09-07,0.3436
"820",2022-09-08,0.3473
"821",2022-09-09,0.3745
"822",2022-09-12,0.3662
"823",2022-09-13,0.3506
"824",2022-09-14,0.3608
"825",2022-09-15,0.3722
"826",2022-09-16,0.3711
"827",2022-09-19,0.3693
"828",2022-09-20,0.3605
"829",2022-09-21,0.3611
"830",2022-09-22,0.3453
"831",2022-09-23,0.3504
"832",2022-09-26,0.3315
"833",2022-09-27,0.31
"834",2022-09-28,0.2761
"835",2022-09-29,0.2237
"836",2022-09-30,0.1941
"837",2022-10-03,0.1655
"838",2022-10-04,0.1385
"839",2022-10-05,0.1044
"840",2022-10-06,0.0862
"841",2022-10-07,0.0795
"842",2022-10-10,0.0528
"843",2022-10-11,0.0503
"844",2022-10-12,0.0479
"845",2022-10-13,0.0451
"846",2022-10-14,0.0417
"847",2022-10-17,0.0423
"848",2022-10-18,0.0485
"849",2022-10-19,0.0507
"850",2022-10-20,0.0515
"851",2022-10-21,0.0617
"852",2022-10-24,0.0584
"853",2022-10-25,0.0543
"854",2022-10-26,0.0747
"855",2022-10-27,0.1233
"856",2022-10-28,0.1524
"857",2022-10-31,0.1856
"858",2022-11-01,0.2126
"859",2022-11-02,0.1986
"860",2022-11-03,0.1966
"861",2022-11-04,0.2464
"862",2022-11-07,0.2316
"863",2022-11-08,0.224
"864",2022-11-09,0.212
"865",2022-11-10,0.2089
"866",2022-11-11,0.2207
"867",2022-11-14,0.2319
"868",2022-11-15,0.2583
"869",2022-11-16,0.2386
"870",2022-11-17,0.2144
"871",2022-11-18,0.2225
"872",2022-11-21,0.2102
"873",2022-11-22,0.2071
"874",2022-11-23,0.2083
"875",2022-11-25,0.2043
"876",2022-11-28,0.2008
"877",2022-11-29,0.2042
"878",2022-11-30,0.208
"879",2022-12-01,0.2088
"880",2022-12-02,0.218
"881",2022-12-05,0.2588
"882",2022-12-06,0.2496
"883",2022-12-07,0.2423
"884",2022-12-08,0.2564
"885",2022-12-09,0.2554
"886",2022-12-12,0.2548
"887",2022-12-13,0.2696
"888",2022-12-14,0.2534
"889",2022-12-15,0.2523
"890",2022-12-16,0.2547
"891",2022-12-19,0.2673
"892",2022-12-20,0.2612
"893",2022-12-21,0.2684
"894",2022-12-22,0.2834
"895",2022-12-23,0.2871
"896",2022-12-27,0.302
"897",2022-12-28,0.3151
"898",2022-12-29,0.2975
"899",2022-12-30,0.2883
"900",2023-01-03,0.2743
"901",2023-01-04,0.281
"902",2023-01-05,0.271
"903",2023-01-06,0.268
"904",2023-01-09,0.2639
"905",2023-01-10,0.2639
"906",2023-01-11,0.2628
"907",2023-01-12,0.2482
"908",2023-01-13,0.2361
"909",2023-01-17,0.2232
"910",2023-01-18,0.229
"911",2023-01-19,0.2543
"912",2023-01-20,0.2388
"913",2023-01-23,0.2269
"914",2023-01-24,0.2737
"915",2023-01-25,0.3538
"916",2023-01-26,0.3321
"917",2023-01-27,0.321
"918",2023-01-30,0.2976
"919",2023-01-31,0.259
"920",2023-02-01,0.2577
"921",2023-02-02,0.2721
"922",2023-02-03,0.2568
"923",2023-02-06,0.2388
"924",2023-02-07,0.22
"925",2023-02-08,0.2185
"926",2023-02-09,0.2265
"927",2023-02-10,0.2053
"928",2023-02-13,0.2041
"929",2023-02-14,0.2006
"930",2023-02-15,0.195
"931",2023-02-16,0.1973
"932",2023-02-17,0.2123
