"","date","AMZN"
"1",2019-06-10,0.2048
"2",2019-06-11,0.2074
"3",2019-06-12,0.1793
"4",2019-06-13,0.204
"5",2019-06-14,0.2045
"6",2019-06-17,0.2259
"7",2019-06-18,0.2132
"8",2019-06-19,0.2205
"9",2019-06-20,0.1991
"10",2019-06-21,0.1997
"11",2019-06-24,0.1903
"12",2019-06-25,0.2164
"13",2019-06-26,0.2086
"14",2019-06-27,0.2527
"15",2019-06-28,0.2547
"16",2019-07-01,0.2336
"17",2019-07-02,0.2331
"18",2019-07-03,0.2692
"19",2019-07-05,0.2404
"20",2019-07-08,0.2612
"21",2019-07-09,0.292
"22",2019-07-10,0.2895
"23",2019-07-11,0.2705
"24",2019-07-12,0.288
"25",2019-07-15,0.2959
"26",2019-07-16,0.3555
"27",2019-07-17,0.334
"28",2019-07-18,0.3245
"29",2019-07-19,0.3277
"30",2019-07-22,0.3513
"31",2019-07-23,0.3366
"32",2019-07-24,0.3526
"33",2019-07-25,0.347
"34",2019-07-26,0.3528
"35",2019-07-29,0.3651
"36",2019-07-30,0.3865
"37",2019-07-31,0.3639
"38",2019-08-01,0.3908
"39",2019-08-02,0.3926
"40",2019-08-05,0.4003
"41",2019-08-06,0.4032
"42",2019-08-07,0.3964
"43",2019-08-08,0.3588
"44",2019-08-09,0.392
"45",2019-08-12,0.3944
"46",2019-08-13,0.4189
"47",2019-08-14,0.3953
"48",2019-08-15,0.4092
"49",2019-08-16,0.3971
"50",2019-08-19,0.4208
"51",2019-08-20,0.4104
"52",2019-08-21,0.405
"53",2019-08-22,0.386
"54",2019-08-23,0.3962
"55",2019-08-26,0.3693
"56",2019-08-27,0.369
"57",2019-08-28,0.3472
"58",2019-08-29,0.2985
"59",2019-08-30,0.2996
"60",2019-09-03,0.3387
"61",2019-09-04,0.3296
"62",2019-09-05,0.3125
"63",2019-09-06,0.2982
"64",2019-09-09,0.2807
"65",2019-09-10,0.2926
"66",2019-09-11,0.3182
"67",2019-09-12,0.2571
"68",2019-09-13,0.2675
"69",2019-09-16,0.2576
"70",2019-09-17,0.2821
"71",2019-09-18,0.2806
"72",2019-09-19,0.3027
"73",2019-09-20,0.2859
"74",2019-09-23,0.3107
"75",2019-09-24,0.2759
"76",2019-09-25,0.2558
"77",2019-09-26,0.239
"78",2019-09-27,0.2304
"79",2019-09-30,0.1966
"80",2019-10-01,0.2394
"81",2019-10-02,0.2565
"82",2019-10-03,0.2597
"83",2019-10-04,0.2445
"84",2019-10-07,0.2474
"85",2019-10-08,0.2598
"86",2019-10-09,0.2753
"87",2019-10-10,0.2335
"88",2019-10-11,0.2111
"89",2019-10-14,0.2047
"90",2019-10-15,0.2157
"91",2019-10-16,0.2341
"92",2019-10-17,0.2702
"93",2019-10-18,0.2488
"94",2019-10-21,0.2665
"95",2019-10-22,0.2703
"96",2019-10-23,0.29
"97",2019-10-24,0.2422
"98",2019-10-25,0.2593
"99",2019-10-28,0.2394
"100",2019-10-29,0.2241
"101",2019-10-30,0.2275
"102",2019-10-31,0.2493
"103",2019-11-01,0.2316
"104",2019-11-04,0.258
"105",2019-11-05,0.2787
"106",2019-11-06,0.3061
"107",2019-11-07,0.286
"108",2019-11-08,0.2972
"109",2019-11-11,0.2991
"110",2019-11-12,0.3166
"111",2019-11-13,0.3356
"112",2019-11-14,0.3358
"113",2019-11-15,0.3563
"114",2019-11-18,0.3575
"115",2019-11-19,0.3385
"116",2019-11-20,0.3889
"117",2019-11-21,0.3901
"118",2019-11-22,0.3926
"119",2019-11-25,0.3831
"120",2019-11-26,0.3957
"121",2019-11-27,0.3949
"122",2019-11-29,0.4005
"123",2019-12-02,0.363
"124",2019-12-03,0.3618
"125",2019-12-04,0.3761
"126",2019-12-05,0.4189
"127",2019-12-06,0.3725
"128",2019-12-09,0.3616
"129",2019-12-10,0.3611
"130",2019-12-11,0.3793
"131",2019-12-12,0.3757
"132",2019-12-13,0.386
"133",2019-12-16,0.3638
"134",2019-12-17,0.3442
"135",2019-12-18,0.3236
"136",2019-12-19,0.3357
"137",2019-12-20,0.3275
"138",2019-12-23,0.3323
"139",2019-12-24,0.3151
"140",2019-12-26,0.3273
"141",2019-12-27,0.3268
"142",2019-12-30,0.3205
"143",2019-12-31,0.3124
"144",2020-01-02,0.3202
"145",2020-01-03,0.298
"146",2020-01-06,0.3342
"147",2020-01-07,0.3304
"148",2020-01-08,0.3162
"149",2020-01-09,0.3185
"150",2020-01-10,0.3284
"151",2020-01-13,0.3383
"152",2020-01-14,0.3341
"153",2020-01-15,0.3388
"154",2020-01-16,0.3488
"155",2020-01-17,0.3455
"156",2020-01-21,0.3612
"157",2020-01-22,0.342
"158",2020-01-23,0.3607
"159",2020-01-24,0.3401
"160",2020-01-27,0.3466
"161",2020-01-28,0.3856
"162",2020-01-29,0.3974
"163",2020-01-30,0.3846
"164",2020-01-31,0.3691
"165",2020-02-03,0.3644
"166",2020-02-04,0.3842
"167",2020-02-05,0.3516
"168",2020-02-06,0.3628
"169",2020-02-07,0.3757
"170",2020-02-10,0.381
"171",2020-02-11,0.3668
"172",2020-02-12,0.3571
"173",2020-02-13,0.3694
"174",2020-02-14,0.3495
"175",2020-02-18,0.3222
"176",2020-02-19,0.352
"177",2020-02-20,0.3513
"178",2020-02-21,0.3255
"179",2020-02-24,0.3179
"180",2020-02-25,0.3421
"181",2020-02-26,0.3355
"182",2020-02-27,0.349
"183",2020-02-28,0.3354
"184",2020-03-02,0.2989
"185",2020-03-03,0.2838
"186",2020-03-04,0.3248
"187",2020-03-05,0.3006
"188",2020-03-06,0.2973
"189",2020-03-09,0.3199
"190",2020-03-10,0.3451
"191",2020-03-11,0.3583
"192",2020-03-12,0.3559
"193",2020-03-13,0.3467
"194",2020-03-16,0.3524
"195",2020-03-17,0.3522
"196",2020-03-18,0.356
"197",2020-03-19,0.3585
"198",2020-03-20,0.3603
"199",2020-03-23,0.3731
"200",2020-03-24,0.377
"201",2020-03-25,0.3775
"202",2020-03-26,0.3842
"203",2020-03-27,0.3898
"204",2020-03-30,0.3961
"205",2020-03-31,0.3932
"206",2020-04-01,0.4098
"207",2020-04-02,0.3739
"208",2020-04-03,0.3693
"209",2020-04-06,0.3646
"210",2020-04-07,0.3567
"211",2020-04-08,0.3459
"212",2020-04-09,0.3395
"213",2020-04-13,0.3384
"214",2020-04-14,0.3287
"215",2020-04-15,0.3344
"216",2020-04-16,0.3537
"217",2020-04-17,0.3445
"218",2020-04-20,0.3346
"219",2020-04-21,0.325
"220",2020-04-22,0.3102
"221",2020-04-23,0.3403
"222",2020-04-24,0.3534
"223",2020-04-27,0.326
"224",2020-04-28,0.2986
"225",2020-04-29,0.2973
"226",2020-04-30,0.2887
"227",2020-05-01,0.2508
"228",2020-05-04,0.2554
"229",2020-05-05,0.2224
"230",2020-05-06,0.2127
"231",2020-05-07,0.2153
"232",2020-05-08,0.2137
"233",2020-05-11,0.241
"234",2020-05-12,0.2444
"235",2020-05-13,0.2484
"236",2020-05-14,0.2564
"237",2020-05-15,0.2802
"238",2020-05-18,0.2942
"239",2020-05-19,0.2828
"240",2020-05-20,0.2402
"241",2020-05-21,0.2221
"242",2020-05-22,0.2167
"243",2020-05-26,0.1787
