"","date","AMZN"
"244",2020-05-27,0.1481
"245",2020-05-28,0.1591
"246",2020-05-29,0.1739
"247",2020-06-01,0.1591
"248",2020-06-02,0.1197
"249",2020-06-03,0.1133
"250",2020-06-04,0.0987
"251",2020-06-05,0.1071
"252",2020-06-08,0.1185
"253",2020-06-09,0.1001
"254",2020-06-10,0.1126
"255",2020-06-11,0.1062
"256",2020-06-12,0.1085
"257",2020-06-15,0.1076
"258",2020-06-16,0.0988
"259",2020-06-17,0.109
"260",2020-06-18,0.1028
"261",2020-06-19,0.1126
"262",2020-06-22,0.0737
"263",2020-06-23,0.0660000000000001
"264",2020-06-24,0.0663999999999999
"265",2020-06-25,0.0749
"266",2020-06-26,0.0866
"267",2020-06-29,0.109
"268",2020-06-30,0.0951
"269",2020-07-01,0.1108
"270",2020-07-02,0.1284
"271",2020-07-06,0.1213
"272",2020-07-07,0.1112
"273",2020-07-08,0.1139
"274",2020-07-09,0.107
"275",2020-07-10,0.0999
"276",2020-07-13,0.1076
"277",2020-07-14,0.1083
"278",2020-07-15,0.1191
"279",2020-07-16,0.134
"280",2020-07-17,0.1471
"281",2020-07-20,0.1832
"282",2020-07-21,0.1823
"283",2020-07-22,0.1786
"284",2020-07-23,0.161
"285",2020-07-24,0.1684
"286",2020-07-27,0.1788
"287",2020-07-28,0.1996
"288",2020-07-29,0.2128
"289",2020-07-30,0.228
"290",2020-07-31,0.2197
"291",2020-08-03,0.2029
"292",2020-08-04,0.1875
"293",2020-08-05,0.2221
"294",2020-08-06,0.2253
"295",2020-08-07,0.234
"296",2020-08-10,0.2271
"297",2020-08-11,0.2248
"298",2020-08-12,0.224
"299",2020-08-13,0.2182
"300",2020-08-14,0.2186
"301",2020-08-17,0.2324
"302",2020-08-18,0.2448
"303",2020-08-19,0.242
"304",2020-08-20,0.2203
"305",2020-08-21,0.223
"306",2020-08-24,0.2728
"307",2020-08-25,0.2487
"308",2020-08-26,0.2191
"309",2020-08-27,0.2127
"310",2020-08-28,0.1863
"311",2020-08-31,0.1847
"312",2020-09-01,0.1943
"313",2020-09-02,0.1629
"314",2020-09-03,0.1396
"315",2020-09-04,0.1308
"316",2020-09-08,0.1391
"317",2020-09-09,0.1367
"318",2020-09-10,0.1148
"319",2020-09-11,0.1121
"320",2020-09-14,0.091
"321",2020-09-15,0.0925
"322",2020-09-16,0.0893
"323",2020-09-17,0.0992999999999999
"324",2020-09-18,0.0757
"325",2020-09-21,0.0605999999999999
"326",2020-09-22,0.0590999999999999
"327",2020-09-23,0.0624000000000001
"328",2020-09-24,0.0689
"329",2020-09-25,0.0839
"330",2020-09-28,0.0706
"331",2020-09-29,0.0793
"332",2020-09-30,0.0784
"333",2020-10-01,0.0874999999999999
"334",2020-10-02,0.0925
"335",2020-10-05,0.0886
"336",2020-10-06,0.0942
"337",2020-10-07,0.1015
"338",2020-10-08,0.093
"339",2020-10-09,0.0718
"340",2020-10-12,0.066
"341",2020-10-13,0.0783
"342",2020-10-14,0.0912000000000001
"343",2020-10-15,0.0884
"344",2020-10-16,0.0586000000000001
"345",2020-10-19,0.0710000000000001
"346",2020-10-20,0.0616
"347",2020-10-21,0.0607
"348",2020-10-22,0.0622999999999999
"349",2020-10-23,0.0800000000000001
"350",2020-10-26,0.0886
"351",2020-10-27,0.0747
"352",2020-10-28,0.0694
"353",2020-10-29,0.089
"354",2020-10-30,0.0829000000000001
"355",2020-11-02,0.1019
"356",2020-11-03,0.1014
"357",2020-11-04,0.1015
"358",2020-11-05,0.1277
"359",2020-11-06,0.1571
"360",2020-11-09,0.1518
"361",2020-11-10,0.1359
"362",2020-11-11,0.1274
"363",2020-11-12,0.135
"364",2020-11-13,0.1511
"365",2020-11-16,0.1672
"366",2020-11-17,0.169
"367",2020-11-18,0.1661
"368",2020-11-19,0.1645
"369",2020-11-20,0.1688
"370",2020-11-23,0.1701
"371",2020-11-24,0.1991
"372",2020-11-25,0.197
"373",2020-11-27,0.2028
"374",2020-11-30,0.178
"375",2020-12-01,0.1772
"376",2020-12-02,0.195
"377",2020-12-03,0.22
"378",2020-12-04,0.2308
"379",2020-12-07,0.2467
"380",2020-12-08,0.2296
"381",2020-12-09,0.2381
"382",2020-12-10,0.2412
"383",2020-12-11,0.2397
"384",2020-12-14,0.2424
"385",2020-12-15,0.2426
"386",2020-12-16,0.2489
"387",2020-12-17,0.2613
"388",2020-12-18,0.2495
"389",2020-12-21,0.249
"390",2020-12-22,0.2172
"391",2020-12-23,0.2194
"392",2020-12-24,0.1852
"393",2020-12-28,0.1661
"394",2020-12-29,0.1381
"395",2020-12-30,0.1038
"396",2020-12-31,0.072
"397",2021-01-04,0.0901
"398",2021-01-05,0.1038
"399",2021-01-06,0.0967
"400",2021-01-07,0.0892
"401",2021-01-08,0.1067
"402",2021-01-11,0.0969
"403",2021-01-12,0.0983000000000001
"404",2021-01-13,0.0791
"405",2021-01-14,0.0827
"406",2021-01-15,0.096
"407",2021-01-19,0.1123
"408",2021-01-20,0.0968
"409",2021-01-21,0.0867
"410",2021-01-22,0.0754
"411",2021-01-25,0.0693
"412",2021-01-26,0.0604
"413",2021-01-27,0.0938
"414",2021-01-28,0.0991
"415",2021-01-29,0.1112
"416",2021-02-01,0.089
"417",2021-02-02,0.0944
"418",2021-02-03,0.0921
"419",2021-02-04,0.1065
"420",2021-02-05,0.1052
"421",2021-02-08,0.1261
"422",2021-02-09,0.1022
"423",2021-02-10,0.1004
"424",2021-02-11,0.0965
"425",2021-02-12,0.0978
"426",2021-02-16,0.0917000000000001
"427",2021-02-17,0.0746
"428",2021-02-18,0.0374
"429",2021-02-19,0.0359
"430",2021-02-22,0.0233
"431",2021-02-23,0.0232
"432",2021-02-24,0.0377
"433",2021-02-25,0.0387000000000001
"434",2021-02-26,0.0435
"435",2021-03-01,0.0418999999999999
"436",2021-03-02,0.0312000000000001
"437",2021-03-03,0.0333
"438",2021-03-04,0.0408
"439",2021-03-05,0.0387999999999999
"440",2021-03-08,0.0327000000000001
"441",2021-03-09,0.0513
"442",2021-03-10,0.0467
"443",2021-03-11,0.0621999999999999
"444",2021-03-12,0.0417999999999999
"445",2021-03-15,0.0471
"446",2021-03-16,0.0600999999999999
"447",2021-03-17,0.0821000000000001
"448",2021-03-18,0.109
"449",2021-03-19,0.1655
"450",2021-03-22,0.1539
"451",2021-03-23,0.1658
"452",2021-03-24,0.1592
"453",2021-03-25,0.167
"454",2021-03-26,0.1735
"455",2021-03-29,0.1769
"456",2021-03-30,0.1669
"457",2021-03-31,0.1721
"458",2021-04-01,0.1654
"459",2021-04-05,0.1697
"460",2021-04-06,0.1711
"461",2021-04-07,0.1954
"462",2021-04-08,0.2243
"463",2021-04-09,0.2464
"464",2021-04-12,0.2102
"465",2021-04-13,0.2088
"466",2021-04-14,0.1893
"467",2021-04-15,0.2004
"468",2021-04-16,0.1855
"469",2021-04-19,0.1954
"470",2021-04-20,0.1775
"471",2021-04-21,0.2125
"472",2021-04-22,0.1885
"473",2021-04-23,0.1899
"474",2021-04-26,0.1812
"475",2021-04-27,0.198
"476",2021-04-28,0.1779
"477",2021-04-29,0.1873
"478",2021-04-30,0.1732
"479",2021-05-03,0.1931
"480",2021-05-04,0.1733
"481",2021-05-05,0.2123
"482",2021-05-06,0.2058
"483",2021-05-07,0.2175
"484",2021-05-10,0.2361
"485",2021-05-11,0.2861
"486",2021-05-12,0.2542
"487",2021-05-13,0.2455
"488",2021-05-14,0.2149
"489",2021-05-17,0.2055
"490",2021-05-18,0.1734
"491",2021-05-19,0.1908
"492",2021-05-20,0.1632
"493",2021-05-21,0.145
"494",2021-05-24,0.1215
"495",2021-05-25,0.126
"496",2021-05-26,0.1066
"497",2021-05-27,0.1171
"498",2021-05-28,0.0997
"499",2021-06-01,0.1255
"500",2021-06-02,0.1203
"501",2021-06-03,0.1114
"502",2021-06-04,0.1025
"503",2021-06-07,0.1431
"504",2021-06-08,0.1013
"505",2021-06-09,0.1031
"506",2021-06-10,0.0655
"507",2021-06-11,0.0495
"508",2021-06-14,0.0399
"509",2021-06-15,0.0364
"510",2021-06-16,0.0396
"511",2021-06-17,0.0739
"512",2021-06-18,0.0572999999999999
"513",2021-06-21,0.0492999999999999
"514",2021-06-22,0.0306999999999999
"515",2021-06-23,0.0325
"516",2021-06-24,0.0217000000000001
"517",2021-06-25,0.0227000000000001
"518",2021-06-28,0.0275
"519",2021-06-29,0.0225000000000001
"520",2021-06-30,0.0263
"521",2021-07-01,0.0315000000000001
"522",2021-07-02,0.0342
"523",2021-07-06,0.0389
"524",2021-07-07,0.0486
"525",2021-07-08,0.0558
"526",2021-07-09,0.0561999999999999
"527",2021-07-12,0.0480999999999999
"528",2021-07-13,0.0576
"529",2021-07-14,0.0596
"530",2021-07-15,0.0468999999999999
"531",2021-07-16,0.0374
"532",2021-07-19,0.0191
"533",2021-07-20,0.0295
"534",2021-07-21,0.0382
"535",2021-07-22,0.0824
"536",2021-07-23,0.107
"537",2021-07-26,0.1255
"538",2021-07-27,0.1317
"539",2021-07-28,0.1686
"540",2021-07-29,0.181
"541",2021-07-30,0.2175
"542",2021-08-02,0.2052
"543",2021-08-03,0.2097
"544",2021-08-04,0.2148
"545",2021-08-05,0.2258
"546",2021-08-06,0.2022
"547",2021-08-09,0.1998
"548",2021-08-10,0.1927
"549",2021-08-11,0.1849
"550",2021-08-12,0.178
"551",2021-08-13,0.1896
"552",2021-08-16,0.194
"553",2021-08-17,0.1825
"554",2021-08-18,0.1842
"555",2021-08-19,0.192
"556",2021-08-20,0.1931
"557",2021-08-23,0.18
"558",2021-08-24,0.1879
"559",2021-08-25,0.2064
"560",2021-08-26,0.2205
"561",2021-08-27,0.2348
"562",2021-08-30,0.2213
"563",2021-08-31,0.2355
"564",2021-09-01,0.2303
"565",2021-09-02,0.2394
"566",2021-09-03,0.249
"567",2021-09-07,0.2514
"568",2021-09-08,0.2479
"569",2021-09-09,0.244
"570",2021-09-10,0.2423
"571",2021-09-13,0.249
"572",2021-09-14,0.2248
"573",2021-09-15,0.2005
"574",2021-09-16,0.2151
"575",2021-09-17,0.2307
"576",2021-09-20,0.2164
"577",2021-09-21,0.2278
"578",2021-09-22,0.2243
"579",2021-09-23,0.2068
"580",2021-09-24,0.2211
"581",2021-09-27,0.219
"582",2021-09-28,0.2144
"583",2021-09-29,0.2327
"584",2021-09-30,0.2163
"585",2021-10-01,0.205
"586",2021-10-04,0.2246
"587",2021-10-05,0.2337
"588",2021-10-06,0.2289
"589",2021-10-07,0.2178
"590",2021-10-08,0.2223
"591",2021-10-11,0.2405
"592",2021-10-12,0.2434
"593",2021-10-13,0.2307
"594",2021-10-14,0.2159
"595",2021-10-15,0.2047
"596",2021-10-18,0.2064
"597",2021-10-19,0.1878
"598",2021-10-20,0.1671
"599",2021-10-21,0.1789
"600",2021-10-22,0.1843
"601",2021-10-25,0.1943
"602",2021-10-26,0.1916
"603",2021-10-27,0.1803
"604",2021-10-28,0.1743
"605",2021-10-29,0.1693
"606",2021-11-01,0.1441
"607",2021-11-02,0.152
"608",2021-11-03,0.1485
"609",2021-11-04,0.1407
"610",2021-11-05,0.1465
"611",2021-11-08,0.1461
"612",2021-11-09,0.1323
"613",2021-11-10,0.1375
"614",2021-11-11,0.1178
"615",2021-11-12,0.1179
"616",2021-11-15,0.1332
"617",2021-11-16,0.1159
"618",2021-11-17,0.1154
"619",2021-11-18,0.1283
"620",2021-11-19,0.1475
"621",2021-11-22,0.1631
"622",2021-11-23,0.1866
"623",2021-11-24,0.1987
"624",2021-11-26,0.1789
"625",2021-11-29,0.1888
"626",2021-11-30,0.1994
"627",2021-12-01,0.1946
"628",2021-12-02,0.178
"629",2021-12-03,0.1631
"630",2021-12-06,0.1626
"631",2021-12-07,0.1671
"632",2021-12-08,0.1702
"633",2021-12-09,0.1655
"634",2021-12-10,0.1587
"635",2021-12-13,0.1744
"636",2021-12-14,0.1656
"637",2021-12-15,0.1601
"638",2021-12-16,0.1642
"639",2021-12-17,0.1645
"640",2021-12-20,0.1764
"641",2021-12-21,0.1724
"642",2021-12-22,0.1594
"643",2021-12-23,0.1649
"644",2021-12-27,0.1526
"645",2021-12-28,0.1433
"646",2021-12-29,0.1404
"647",2021-12-30,0.1515
"648",2021-12-31,0.155
"649",2022-01-03,0.1737
"650",2022-01-04,0.1747
"651",2022-01-05,0.1835
"652",2022-01-06,0.1989
"653",2022-01-07,0.1986
"654",2022-01-10,0.1892
"655",2022-01-11,0.1995
"656",2022-01-12,0.1923
"657",2022-01-13,0.1791
"658",2022-01-14,0.178
"659",2022-01-18,0.1853
"660",2022-01-19,0.1958
"661",2022-01-20,0.201
"662",2022-01-21,0.2169
"663",2022-01-24,0.2069
"664",2022-01-25,0.2035
"665",2022-01-26,0.2076
"666",2022-01-27,0.1953
"667",2022-01-28,0.2
"668",2022-01-31,0.2194
"669",2022-02-01,0.227
"670",2022-02-02,0.2395
"671",2022-02-03,0.2644
"672",2022-02-04,0.2637
"673",2022-02-07,0.2466
"674",2022-02-08,0.2346
"675",2022-02-09,0.2334
"676",2022-02-10,0.2394
"677",2022-02-11,0.2455
"678",2022-02-14,0.2504
"679",2022-02-15,0.2548
"680",2022-02-16,0.2678
"681",2022-02-17,0.28
"682",2022-02-18,0.2918
"683",2022-02-22,0.2787
"684",2022-02-23,0.2542
"685",2022-02-24,0.2385
"686",2022-02-25,0.2257
"687",2022-02-28,0.2458
"688",2022-03-01,0.2545
"689",2022-03-02,0.2368
"690",2022-03-03,0.2434
"691",2022-03-04,0.2646
"692",2022-03-07,0.3194
"693",2022-03-08,0.328
"694",2022-03-09,0.3195
"695",2022-03-10,0.3113
"696",2022-03-11,0.2784
"697",2022-03-14,0.2673
"698",2022-03-15,0.2713
"699",2022-03-16,0.2676
"700",2022-03-17,0.265
"701",2022-03-18,0.2351
"702",2022-03-21,0.2342
"703",2022-03-22,0.2434
"704",2022-03-23,0.2488
"705",2022-03-24,0.2413
"706",2022-03-25,0.2299
"707",2022-03-28,0.2353
"708",2022-03-29,0.2308
"709",2022-03-30,0.2365
"710",2022-03-31,0.2585
"711",2022-04-01,0.2423
"712",2022-04-04,0.2405
"713",2022-04-05,0.2315
"714",2022-04-06,0.2188
"715",2022-04-07,0.2055
"716",2022-04-08,0.196
"717",2022-04-11,0.2124
"718",2022-04-12,0.2123
"719",2022-04-13,0.2122
"720",2022-04-14,0.2381
"721",2022-04-18,0.241
"722",2022-04-19,0.243
"723",2022-04-20,0.2321
"724",2022-04-21,0.2321
"725",2022-04-22,0.2338
"726",2022-04-25,0.2321
"727",2022-04-26,0.2262
"728",2022-04-27,0.2411
"729",2022-04-28,0.2474
"730",2022-04-29,0.2692
"731",2022-05-02,0.2587
"732",2022-05-03,0.2494
"733",2022-05-04,0.2412
"734",2022-05-05,0.2255
"735",2022-05-06,0.2247
"736",2022-05-09,0.2297
"737",2022-05-10,0.2269
"738",2022-05-11,0.2214
"739",2022-05-12,0.2324
"740",2022-05-13,0.2561
"741",2022-05-16,0.2238
"742",2022-05-17,0.2449
"743",2022-05-18,0.2394
"744",2022-05-19,0.2211
"745",2022-05-20,0.2129
"746",2022-05-23,0.2068
"747",2022-05-24,0.2064
"748",2022-05-25,0.2075
"749",2022-05-26,0.1832
"750",2022-05-27,0.2002
"751",2022-05-31,0.1986
"752",2022-06-01,0.2239
"753",2022-06-02,0.2152
"754",2022-06-03,0.1897
"755",2022-06-06,0.1858
"756",2022-06-07,0.1842
"757",2022-06-08,0.1818
"758",2022-06-09,0.1958
"759",2022-06-10,0.2055
"760",2022-06-13,0.2369
"761",2022-06-14,0.233
"762",2022-06-15,0.2511
"763",2022-06-16,0.2389
"764",2022-06-17,0.2291
"765",2022-06-21,0.2172
"766",2022-06-22,0.2156
"767",2022-06-23,0.2204
"768",2022-06-24,0.221
"769",2022-06-27,0.225
"770",2022-06-28,0.2443
"771",2022-06-29,0.2188
"772",2022-06-30,0.2439
"773",2022-07-01,0.2276
"774",2022-07-05,0.192
"775",2022-07-06,0.222
"776",2022-07-07,0.228
"777",2022-07-08,0.2104
"778",2022-07-11,0.2103
"779",2022-07-12,0.2117
"780",2022-07-13,0.1996
"781",2022-07-14,0.1862
"782",2022-07-15,0.2022
"783",2022-07-18,0.2121
"784",2022-07-19,0.2006
"785",2022-07-20,0.1776
"786",2022-07-21,0.1529
"787",2022-07-22,0.1299
"788",2022-07-25,0.1321
"789",2022-07-26,0.1312
"790",2022-07-27,0.1566
"791",2022-07-28,0.1638
"792",2022-07-29,0.1796
"793",2022-08-01,0.1481
"794",2022-08-02,0.1329
"795",2022-08-03,0.1436
"796",2022-08-04,0.1374
"797",2022-08-05,0.125
"798",2022-08-08,0.131
"799",2022-08-09,0.1319
"800",2022-08-10,0.1539
"801",2022-08-11,0.1428
"802",2022-08-12,0.1596
"803",2022-08-15,0.1562
"804",2022-08-16,0.143
"805",2022-08-17,0.1453
"806",2022-08-18,0.1272
"807",2022-08-19,0.1215
"808",2022-08-22,0.1305
"809",2022-08-23,0.1085
"810",2022-08-24,0.1012
"811",2022-08-25,0.0992000000000001
"812",2022-08-26,0.1269
"813",2022-08-29,0.1174
"814",2022-08-30,0.1164
"815",2022-08-31,0.1298
"816",2022-09-01,0.1114
"817",2022-09-02,0.1105
"818",2022-09-06,0.1147
"819",2022-09-07,0.0977
"820",2022-09-08,0.1259
"821",2022-09-09,0.1278
"822",2022-09-12,0.1417
"823",2022-09-13,0.1356
"824",2022-09-14,0.1371
"825",2022-09-15,0.138
"826",2022-09-16,0.1288
"827",2022-09-19,0.1228
"828",2022-09-20,0.1107
"829",2022-09-21,0.0851999999999999
"830",2022-09-22,0.1033
"831",2022-09-23,0.0984
"832",2022-09-26,0.1208
"833",2022-09-27,0.1189
"834",2022-09-28,0.1266
"835",2022-09-29,0.1304
"836",2022-09-30,0.1285
"837",2022-10-03,0.1048
"838",2022-10-04,0.102
"839",2022-10-05,0.0988
"840",2022-10-06,0.1068
"841",2022-10-07,0.0923999999999999
"842",2022-10-10,0.1072
"843",2022-10-11,0.1209
"844",2022-10-12,0.1184
"845",2022-10-13,0.1148
"846",2022-10-14,0.1291
"847",2022-10-17,0.1661
"848",2022-10-18,0.1811
"849",2022-10-19,0.1759
"850",2022-10-20,0.1862
"851",2022-10-21,0.1625
"852",2022-10-24,0.1588
"853",2022-10-25,0.1436
"854",2022-10-26,0.1334
"855",2022-10-27,0.1323
"856",2022-10-28,0.1657
"857",2022-10-31,0.1687
"858",2022-11-01,0.166
"859",2022-11-02,0.1541
"860",2022-11-03,0.1992
"861",2022-11-04,0.1766
"862",2022-11-07,0.1671
"863",2022-11-08,0.1608
"864",2022-11-09,0.1597
"865",2022-11-10,0.1579
"866",2022-11-11,0.1615
"867",2022-11-14,0.1625
"868",2022-11-15,0.178
"869",2022-11-16,0.1641
"870",2022-11-17,0.1573
"871",2022-11-18,0.1376
"872",2022-11-21,0.1613
"873",2022-11-22,0.156
"874",2022-11-23,0.1801
"875",2022-11-25,0.1817
"876",2022-11-28,0.1684
"877",2022-11-29,0.1498
"878",2022-11-30,0.1582
"879",2022-12-01,0.1551
"880",2022-12-02,0.1934
"881",2022-12-05,0.1846
"882",2022-12-06,0.2168
"883",2022-12-07,0.2054
"884",2022-12-08,0.1781
"885",2022-12-09,0.1678
"886",2022-12-12,0.1663
"887",2022-12-13,0.1619
"888",2022-12-14,0.1685
"889",2022-12-15,0.1731
"890",2022-12-16,0.1911
"891",2022-12-19,0.1731
"892",2022-12-20,0.1776
"893",2022-12-21,0.1598
"894",2022-12-22,0.1317
"895",2022-12-23,0.1293
"896",2022-12-27,0.1396
"897",2022-12-28,0.106
"898",2022-12-29,0.0891999999999999
"899",2022-12-30,0.0647
"900",2023-01-03,0.0805999999999999
"901",2023-01-04,0.0809
"902",2023-01-05,0.1178
"903",2023-01-06,0.0976
"904",2023-01-09,0.1
"905",2023-01-10,0.103
"906",2023-01-11,0.0969
"907",2023-01-12,0.0779
"908",2023-01-13,0.0794
"909",2023-01-17,0.0728
"910",2023-01-18,0.0887
"911",2023-01-19,0.1035
"912",2023-01-20,0.121
"913",2023-01-23,0.1337
"914",2023-01-24,0.1171
"915",2023-01-25,0.0947
"916",2023-01-26,0.0816
"917",2023-01-27,0.0735
"918",2023-01-30,0.0693
"919",2023-01-31,0.0697
"920",2023-02-01,0.0977
"921",2023-02-02,0.1231
"922",2023-02-03,0.1583
"923",2023-02-06,0.1543
"924",2023-02-07,0.1334
"925",2023-02-08,0.1366
"926",2023-02-09,0.1224
"927",2023-02-10,0.0909
"928",2023-02-13,0.0821
