"","date","UNH"
"922",2023-02-03,0.1933
"923",2023-02-06,0.2022
"924",2023-02-07,0.1954
"925",2023-02-08,0.1969
"926",2023-02-09,0.1966
"927",2023-02-10,0.207
"928",2023-02-13,0.2116
"929",2023-02-14,0.2053
"930",2023-02-15,0.2018
"931",2023-02-16,0.2178
"932",2023-02-17,0.2225
"933",2023-02-21,0.2281
"934",2023-02-22,0.2217
"935",2023-02-23,0.2145
"936",2023-02-24,0.2123
"937",2023-02-27,0.2161
"938",2023-02-28,0.2032
"939",2023-03-01,0.196
"940",2023-03-02,0.1909
"941",2023-03-03,0.191
"942",2023-03-06,0.178
"943",2023-03-07,0.1802
"944",2023-03-08,0.1756
"945",2023-03-09,0.1855
"946",2023-03-10,0.1954
"947",2023-03-13,0.2202
"948",2023-03-14,0.2103
"949",2023-03-15,0.1984
"950",2023-03-16,0.181
"951",2023-03-17,0.1933
"952",2023-03-20,0.1862
"953",2023-03-21,0.1755
"954",2023-03-22,0.1648
"955",2023-03-23,0.1585
"956",2023-03-24,0.1682
"957",2023-03-27,0.1978
"958",2023-03-28,0.2093
"959",2023-03-29,0.2066
"960",2023-03-30,0.1965
"961",2023-03-31,0.2082
"962",2023-04-03,0.1953
"963",2023-04-04,0.1871
"964",2023-04-05,0.1669
"965",2023-04-06,0.1618
"966",2023-04-10,0.1673
"967",2023-04-11,0.1799
"968",2023-04-12,0.1851
"969",2023-04-13,0.1865
"970",2023-04-14,0.1771
"971",2023-04-17,0.1835
"972",2023-04-18,0.1828
"973",2023-04-19,0.2046
"974",2023-04-20,0.1846
"975",2023-04-21,0.1801
"976",2023-04-24,0.1786
"977",2023-04-25,0.1724
"978",2023-04-26,0.1754
"979",2023-04-27,0.185
"980",2023-04-28,0.1745
"981",2023-05-01,0.1838
"982",2023-05-02,0.1818
"983",2023-05-03,0.1906
"984",2023-05-04,0.2004
"985",2023-05-05,0.2039
"986",2023-05-08,0.2073
"987",2023-05-09,0.2134
"988",2023-05-10,0.2017
"989",2023-05-11,0.1858
"990",2023-05-12,0.1774
"991",2023-05-15,0.19
"992",2023-05-16,0.189
"993",2023-05-17,0.1936
"994",2023-05-18,0.1987
"995",2023-05-19,0.2186
"996",2023-05-22,0.2448
"997",2023-05-23,0.2548
"998",2023-05-24,0.2514
"999",2023-05-25,0.2463
"1000",2023-05-26,0.2293
"1001",2023-05-30,0.2323
"1002",2023-05-31,0.2373
"1003",2023-06-01,0.2402
"1004",2023-06-02,0.2252
"1005",2023-06-05,0.2277
"1006",2023-06-06,0.2402
"1007",2023-06-07,0.2505
"1008",2023-06-08,0.2812
"1009",2023-06-09,0.2772
"1010",2023-06-12,0.254
"1011",2023-06-13,0.2582
"1012",2023-06-14,0.2554
"1013",2023-06-15,0.2544
"1014",2023-06-16,0.2637
"1015",2023-06-20,0.2572
"1016",2023-06-21,0.2584
"1017",2023-06-22,0.2781
"1018",2023-06-23,0.2786
"1019",2023-06-26,0.2739
"1020",2023-06-27,0.2676
"1021",2023-06-28,0.2725
"1022",2023-06-29,0.2499
