"","date","V"
"1",2022-04-18,0.2946
"2",2022-04-19,0.3045
"3",2022-04-20,0.3067
"4",2022-04-21,0.3077
"5",2022-04-22,0.3049
"6",2022-04-25,0.3103
"7",2022-04-26,0.3073
"8",2022-04-27,0.3084
"9",2022-04-28,0.3023
"10",2022-04-29,0.3035
"11",2022-05-02,0.3065
"12",2022-05-03,0.3072
"13",2022-05-04,0.2939
"14",2022-05-05,0.3005
"15",2022-05-06,0.304
"16",2022-05-09,0.3117
"17",2022-05-10,0.3127
"18",2022-05-11,0.3152
"19",2022-05-12,0.3095
"20",2022-05-13,0.3066
"21",2022-05-16,0.3087
"22",2022-05-17,0.3107
"23",2022-05-18,0.3077
"24",2022-05-19,0.3119
"25",2022-05-20,0.3042
"26",2022-05-23,0.3073
"27",2022-05-24,0.3086
"28",2022-05-25,0.306
"29",2022-05-26,0.3061
"30",2022-05-27,0.3077
"31",2022-05-31,0.3069
"32",2022-06-01,0.3095
"33",2022-06-02,0.3056
"34",2022-06-03,0.3099
"35",2022-06-06,0.3088
"36",2022-06-07,0.3157
"37",2022-06-08,0.3141
"38",2022-06-09,0.3124
"39",2022-06-10,0.3095
"40",2022-06-13,0.3125
"41",2022-06-14,0.3156
"42",2022-06-15,0.3221
"43",2022-06-16,0.3179
"44",2022-06-17,0.3197
"45",2022-06-21,0.3229
"46",2022-06-22,0.3212
"47",2022-06-23,0.314
"48",2022-06-24,0.318
"49",2022-06-27,0.3081
"50",2022-06-28,0.3132
"51",2022-06-29,0.3185
"52",2022-06-30,0.319
"53",2022-07-01,0.3099
"54",2022-07-05,0.3149
"55",2022-07-06,0.3144
"56",2022-07-07,0.32
"57",2022-07-08,0.3209
"58",2022-07-11,0.3236
"59",2022-07-12,0.3217
"60",2022-07-13,0.323
"61",2022-07-14,0.3226
"62",2022-07-15,0.3242
"63",2022-07-18,0.3216
"64",2022-07-19,0.321
"65",2022-07-20,0.3144
"66",2022-07-21,0.32
"67",2022-07-22,0.319
"68",2022-07-25,0.3276
"69",2022-07-26,0.327
"70",2022-07-27,0.3234
"71",2022-07-28,0.3261
"72",2022-07-29,0.326
"73",2022-08-01,0.3151
"74",2022-08-02,0.3142
"75",2022-08-03,0.3128
"76",2022-08-04,0.3207
"77",2022-08-05,0.3185
"78",2022-08-08,0.3201
"79",2022-08-09,0.3199
"80",2022-08-10,0.3168
"81",2022-08-11,0.3265
"82",2022-08-12,0.3301
"83",2022-08-15,0.3252
"84",2022-08-16,0.3276
"85",2022-08-17,0.3218
"86",2022-08-18,0.3283
"87",2022-08-19,0.3334
"88",2022-08-22,0.3321
"89",2022-08-23,0.3235
"90",2022-08-24,0.3243
"91",2022-08-25,0.3212
"92",2022-08-26,0.323
"93",2022-08-29,0.3167
"94",2022-08-30,0.3208
"95",2022-08-31,0.3207
"96",2022-09-01,0.3229
"97",2022-09-02,0.3121
"98",2022-09-06,0.3141
"99",2022-09-07,0.317
"100",2022-09-08,0.3154
"101",2022-09-09,0.3199
"102",2022-09-12,0.3216
"103",2022-09-13,0.3149
"104",2022-09-14,0.3188
"105",2022-09-15,0.3219
"106",2022-09-16,0.3295
"107",2022-09-19,0.3305
"108",2022-09-20,0.3297
"109",2022-09-21,0.3203
"110",2022-09-22,0.3205
"111",2022-09-23,0.3179
"112",2022-09-26,0.3227
"113",2022-09-27,0.3141
"114",2022-09-28,0.3167
"115",2022-09-29,0.3132
"116",2022-09-30,0.3124
"117",2022-10-03,0.3139
"118",2022-10-04,0.3147
"119",2022-10-05,0.311
"120",2022-10-06,0.3212
"121",2022-10-07,0.3228
"122",2022-10-10,0.3266
"123",2022-10-11,0.327
"124",2022-10-12,0.3249
"125",2022-10-13,0.3186
"126",2022-10-14,0.3201
"127",2022-10-17,0.3226
"128",2022-10-18,0.3216
"129",2022-10-19,0.3247
"130",2022-10-20,0.3232
"131",2022-10-21,0.329
"132",2022-10-24,0.3342
"133",2022-10-25,0.3245
"134",2022-10-26,0.3237
"135",2022-10-27,0.3196
"136",2022-10-28,0.3235
"137",2022-10-31,0.317
"138",2022-11-01,0.3176
"139",2022-11-02,0.308
"140",2022-11-03,0.3129
"141",2022-11-04,0.3192
"142",2022-11-07,0.3239
"143",2022-11-08,0.3231
"144",2022-11-09,0.3339
"145",2022-11-10,0.3304
"146",2022-11-11,0.3436
"147",2022-11-14,0.3413
"148",2022-11-15,0.3377
"149",2022-11-16,0.3332
"150",2022-11-17,0.3288
"151",2022-11-18,0.3302
"152",2022-11-21,0.3263
"153",2022-11-22,0.3228
"154",2022-11-23,0.3228
"155",2022-11-25,0.3213
"156",2022-11-28,0.3241
"157",2022-11-29,0.3223
"158",2022-11-30,0.3243
"159",2022-12-01,0.3255
"160",2022-12-02,0.3255
"161",2022-12-05,0.3287
"162",2022-12-06,0.3314
"163",2022-12-07,0.3243
"164",2022-12-08,0.3285
"165",2022-12-09,0.3297
"166",2022-12-12,0.3339
"167",2022-12-13,0.3336
"168",2022-12-14,0.3335
"169",2022-12-15,0.3244
"170",2022-12-16,0.3275
"171",2022-12-19,0.3405
"172",2022-12-20,0.3434
"173",2022-12-21,0.3346
"174",2022-12-22,0.3357
