"","date","V"
"175",2022-12-23,0.3299
"176",2022-12-27,0.3329
"177",2022-12-28,0.333
"178",2022-12-29,0.336
"179",2022-12-30,0.3346
"180",2023-01-03,0.3375
"181",2023-01-04,0.3354
"182",2023-01-05,0.3355
"183",2023-01-06,0.3372
"184",2023-01-09,0.3423
"185",2023-01-10,0.3407
"186",2023-01-11,0.3434
"187",2023-01-12,0.3418
"188",2023-01-13,0.3392
"189",2023-01-17,0.3349
"190",2023-01-18,0.3297
"191",2023-01-19,0.3245
"192",2023-01-20,0.3251
"193",2023-01-23,0.3152
"194",2023-01-24,0.3187
"195",2023-01-25,0.3179
"196",2023-01-26,0.3226
"197",2023-01-27,0.3248
"198",2023-01-30,0.3245
"199",2023-01-31,0.3183
"200",2023-02-01,0.3171
"201",2023-02-02,0.3204
"202",2023-02-03,0.3239
"203",2023-02-06,0.3206
"204",2023-02-07,0.3237
"205",2023-02-08,0.3179
"206",2023-02-09,0.3205
"207",2023-02-10,0.3143
"208",2023-02-13,0.311
"209",2023-02-14,0.3092
"210",2023-02-15,0.314
"211",2023-02-16,0.3223
"212",2023-02-17,0.3232
"213",2023-02-21,0.3163
"214",2023-02-22,0.3127
"215",2023-02-23,0.3076
"216",2023-02-24,0.3144
"217",2023-02-27,0.3042
"218",2023-02-28,0.3021
"219",2023-03-01,0.3042
"220",2023-03-02,0.3042
"221",2023-03-03,0.3043
"222",2023-03-06,0.3071
"223",2023-03-07,0.2957
"224",2023-03-08,0.3005
"225",2023-03-09,0.3031
"226",2023-03-10,0.3089
"227",2023-03-13,0.3069
"228",2023-03-14,0.3078
"229",2023-03-15,0.3005
"230",2023-03-16,0.2974
"231",2023-03-17,0.3038
"232",2023-03-20,0.303
"233",2023-03-21,0.2893
"234",2023-03-22,0.2903
"235",2023-03-23,0.2879
"236",2023-03-24,0.2921
"237",2023-03-27,0.2924
"238",2023-03-28,0.2934
"239",2023-03-29,0.2971
"240",2023-03-30,0.3009
"241",2023-03-31,0.3041
"242",2023-04-03,0.3057
"243",2023-04-04,0.3016
"244",2023-04-05,0.3039
"245",2023-04-06,0.2965
"246",2023-04-10,0.2956
"247",2023-04-11,0.2878
"248",2023-04-12,0.2907
"249",2023-04-13,0.2911
"250",2023-04-14,0.2927
"251",2023-04-17,0.289
"252",2023-04-18,0.2914
"253",2023-04-19,0.2841
"254",2023-04-20,0.2876
"255",2023-04-21,0.2931
"256",2023-04-24,0.2979
"257",2023-04-25,0.298
"258",2023-04-26,0.3034
"259",2023-04-27,0.2983
"260",2023-04-28,0.2983
"261",2023-05-01,0.3065
"262",2023-05-02,0.3094
"263",2023-05-03,0.3088
"264",2023-05-04,0.3105
"265",2023-05-05,0.3002
"266",2023-05-08,0.3022
"267",2023-05-09,0.2968
"268",2023-05-10,0.2974
"269",2023-05-11,0.291
"270",2023-05-12,0.2949
"271",2023-05-15,0.2951
"272",2023-05-16,0.3019
"273",2023-05-17,0.2952
"274",2023-05-18,0.2998
"275",2023-05-19,0.3045
"276",2023-05-22,0.313
"277",2023-05-23,0.3072
"278",2023-05-24,0.2986
"279",2023-05-25,0.2966
"280",2023-05-26,0.2937
"281",2023-05-30,0.2935
"282",2023-05-31,0.2946
"283",2023-06-01,0.2897
"284",2023-06-02,0.291
"285",2023-06-05,0.2934
"286",2023-06-06,0.2975
"287",2023-06-07,0.2923
"288",2023-06-08,0.2971
"289",2023-06-09,0.2896
"290",2023-06-12,0.2891
"291",2023-06-13,0.2939
"292",2023-06-14,0.301
"293",2023-06-15,0.2937
"294",2023-06-16,0.2961
"295",2023-06-20,0.2912
"296",2023-06-21,0.303
"297",2023-06-22,0.313
"298",2023-06-23,0.3086
"299",2023-06-26,0.3047
"300",2023-06-27,0.3063
"301",2023-06-28,0.3029
"302",2023-06-29,0.3091
