"","date","TSLA"
"406",2021-01-15,0.213
"407",2021-01-19,0.2255
"408",2021-01-20,0.2165
"409",2021-01-21,0.188
"410",2021-01-22,0.1952
"411",2021-01-25,0.2267
"412",2021-01-26,0.2067
"413",2021-01-27,0.2034
"414",2021-01-28,0.195
"415",2021-01-29,0.167
"416",2021-02-01,0.1933
"417",2021-02-02,0.2165
"418",2021-02-03,0.1876
"419",2021-02-04,0.2017
"420",2021-02-05,0.1865
"421",2021-02-08,0.2013
"422",2021-02-09,0.21
"423",2021-02-10,0.2029
"424",2021-02-11,0.2106
"425",2021-02-12,0.1836
"426",2021-02-16,0.1824
"427",2021-02-17,0.1718
"428",2021-02-18,0.1773
"429",2021-02-19,0.2125
"430",2021-02-22,0.2073
"431",2021-02-23,0.1791
"432",2021-02-24,0.1635
"433",2021-02-25,0.1481
"434",2021-02-26,0.15
"435",2021-03-01,0.1795
"436",2021-03-02,0.2081
"437",2021-03-03,0.2292
"438",2021-03-04,0.2137
"439",2021-03-05,0.2036
"440",2021-03-08,0.2261
"441",2021-03-09,0.2614
"442",2021-03-10,0.2326
"443",2021-03-11,0.2408
"444",2021-03-12,0.2626
"445",2021-03-15,0.2435
"446",2021-03-16,0.2517
"447",2021-03-17,0.2644
"448",2021-03-18,0.2693
"449",2021-03-19,0.3005
"450",2021-03-22,0.3219
"451",2021-03-23,0.324
"452",2021-03-24,0.3249
"453",2021-03-25,0.3183
"454",2021-03-26,0.2997
"455",2021-03-29,0.3083
"456",2021-03-30,0.3351
"457",2021-03-31,0.3402
"458",2021-04-01,0.3475
"459",2021-04-05,0.3898
"460",2021-04-06,0.4069
"461",2021-04-07,0.4243
"462",2021-04-08,0.418
"463",2021-04-09,0.3806
"464",2021-04-12,0.3784
"465",2021-04-13,0.3824
"466",2021-04-14,0.3989
"467",2021-04-15,0.3831
"468",2021-04-16,0.3676
"469",2021-04-19,0.3598
"470",2021-04-20,0.3718
"471",2021-04-21,0.386
"472",2021-04-22,0.3923
"473",2021-04-23,0.3813
"474",2021-04-26,0.3543
"475",2021-04-27,0.3194
"476",2021-04-28,0.3198
"477",2021-04-29,0.3535
"478",2021-04-30,0.3194
"479",2021-05-03,0.3209
"480",2021-05-04,0.305
"481",2021-05-05,0.2875
"482",2021-05-06,0.2957
"483",2021-05-07,0.3176
"484",2021-05-10,0.3461
"485",2021-05-11,0.3375
"486",2021-05-12,0.3018
"487",2021-05-13,0.2585
"488",2021-05-14,0.2417
"489",2021-05-17,0.2564
"490",2021-05-18,0.2408
"491",2021-05-19,0.2267
"492",2021-05-20,0.2295
"493",2021-05-21,0.214
"494",2021-05-24,0.2302
"495",2021-05-25,0.1916
"496",2021-05-26,0.1999
"497",2021-05-27,0.1654
"498",2021-05-28,0.1625
"499",2021-06-01,0.1565
"500",2021-06-02,0.1745
"501",2021-06-03,0.1985
"502",2021-06-04,0.1833
"503",2021-06-07,0.1802
"504",2021-06-08,0.1844
"505",2021-06-09,0.1804
"506",2021-06-10,0.1878
"507",2021-06-11,0.1943
"508",2021-06-14,0.1902
"509",2021-06-15,0.1932
"510",2021-06-16,0.1824
"511",2021-06-17,0.1837
"512",2021-06-18,0.1894
"513",2021-06-21,0.2067
"514",2021-06-22,0.2175
"515",2021-06-23,0.2175
"516",2021-06-24,0.2267
"517",2021-06-25,0.1932
"518",2021-06-28,0.2023
"519",2021-06-29,0.2133
"520",2021-06-30,0.232
"521",2021-07-01,0.2409
"522",2021-07-02,0.2367
"523",2021-07-06,0.2152
"524",2021-07-07,0.1973
"525",2021-07-08,0.185
"526",2021-07-09,0.1978
"527",2021-07-12,0.1795
"528",2021-07-13,0.1759
"529",2021-07-14,0.1672
"530",2021-07-15,0.1543
"531",2021-07-16,0.1659
"532",2021-07-19,0.1522
"533",2021-07-20,0.1691
"534",2021-07-21,0.1793
"535",2021-07-22,0.1788
"536",2021-07-23,0.2301
"537",2021-07-26,0.2532
"538",2021-07-27,0.3049
"539",2021-07-28,0.3387
"540",2021-07-29,0.3294
"541",2021-07-30,0.3448
"542",2021-08-02,0.351
"543",2021-08-03,0.3439
"544",2021-08-04,0.4043
"545",2021-08-05,0.4191
"546",2021-08-06,0.4572
"547",2021-08-09,0.4688
"548",2021-08-10,0.4878
"549",2021-08-11,0.5452
"550",2021-08-12,0.5168
"551",2021-08-13,0.4828
"552",2021-08-16,0.418
"553",2021-08-17,0.3583
"554",2021-08-18,0.3574
"555",2021-08-19,0.3528
"556",2021-08-20,0.3484
"557",2021-08-23,0.3495
"558",2021-08-24,0.351
"559",2021-08-25,0.3515
"560",2021-08-26,0.3471
"561",2021-08-27,0.3602
"562",2021-08-30,0.3446
"563",2021-08-31,0.3212
"564",2021-09-01,0.3186
"565",2021-09-02,0.2901
"566",2021-09-03,0.311
"567",2021-09-07,0.2905
"568",2021-09-08,0.2946
"569",2021-09-09,0.2954
"570",2021-09-10,0.2779
"571",2021-09-13,0.2917
"572",2021-09-14,0.28
"573",2021-09-15,0.2859
"574",2021-09-16,0.2889
"575",2021-09-17,0.2902
"576",2021-09-20,0.2676
"577",2021-09-21,0.2601
"578",2021-09-22,0.255
"579",2021-09-23,0.2387
"580",2021-09-24,0.2424
"581",2021-09-27,0.2448
"582",2021-09-28,0.2194
"583",2021-09-29,0.2099
"584",2021-09-30,0.2144
"585",2021-10-01,0.2095
"586",2021-10-04,0.2352
"587",2021-10-05,0.2429
"588",2021-10-06,0.2416
"589",2021-10-07,0.2274
"590",2021-10-08,0.2223
"591",2021-10-11,0.2652
"592",2021-10-12,0.2642
"593",2021-10-13,0.2757
"594",2021-10-14,0.2398
"595",2021-10-15,0.1863
"596",2021-10-18,0.1903
"597",2021-10-19,0.1914
"598",2021-10-20,0.2007
"599",2021-10-21,0.2143
"600",2021-10-22,0.1882
"601",2021-10-25,0.2098
"602",2021-10-26,0.1864
"603",2021-10-27,0.1957
"604",2021-10-28,0.1993
"605",2021-10-29,0.1878
"606",2021-11-01,0.1801
"607",2021-11-02,0.1681
"608",2021-11-03,0.174
"609",2021-11-04,0.1978
"610",2021-11-05,0.212
"611",2021-11-08,0.2387
"612",2021-11-09,0.2237
"613",2021-11-10,0.228
"614",2021-11-11,0.2147
"615",2021-11-12,0.1909
"616",2021-11-15,0.2164
"617",2021-11-16,0.2138
"618",2021-11-17,0.1895
"619",2021-11-18,0.1791
"620",2021-11-19,0.1766
"621",2021-11-22,0.2258
"622",2021-11-23,0.2351
"623",2021-11-24,0.2346
"624",2021-11-26,0.2178
"625",2021-11-29,0.198
"626",2021-11-30,0.2163
"627",2021-12-01,0.235
"628",2021-12-02,0.228
"629",2021-12-03,0.2409
"630",2021-12-06,0.2261
"631",2021-12-07,0.2376
"632",2021-12-08,0.2216
"633",2021-12-09,0.2323
"634",2021-12-10,0.2278
"635",2021-12-13,0.2198
"636",2021-12-14,0.2016
"637",2021-12-15,0.1837
"638",2021-12-16,0.1899
"639",2021-12-17,0.2033
"640",2021-12-20,0.2187
"641",2021-12-21,0.2488
"642",2021-12-22,0.2273
"643",2021-12-23,0.2287
"644",2021-12-27,0.2238
"645",2021-12-28,0.2139
"646",2021-12-29,0.223
"647",2021-12-30,0.2186
"648",2021-12-31,0.221
"649",2022-01-03,0.2349
"650",2022-01-04,0.2411
"651",2022-01-05,0.2774
"652",2022-01-06,0.2739
"653",2022-01-07,0.2927
"654",2022-01-10,0.3028
"655",2022-01-11,0.2915
"656",2022-01-12,0.2843
"657",2022-01-13,0.2842
"658",2022-01-14,0.2794
"659",2022-01-18,0.2894
"660",2022-01-19,0.259
"661",2022-01-20,0.2771
"662",2022-01-21,0.2488
"663",2022-01-24,0.2547
"664",2022-01-25,0.2578
"665",2022-01-26,0.261
"666",2022-01-27,0.249
"667",2022-01-28,0.2097
"668",2022-01-31,0.2226
"669",2022-02-01,0.2406
"670",2022-02-02,0.2145
"671",2022-02-03,0.2196
"672",2022-02-04,0.1657
"673",2022-02-07,0.1557
"674",2022-02-08,0.1495
"675",2022-02-09,0.1173
"676",2022-02-10,0.0797
"677",2022-02-11,0.0903
"678",2022-02-14,0.0756
"679",2022-02-15,0.0619
"680",2022-02-16,0.0473
"681",2022-02-17,0.0499999999999999
"682",2022-02-18,0.0576000000000001
"683",2022-02-22,0.0647
"684",2022-02-23,0.0649
"685",2022-02-24,0.0639000000000001
"686",2022-02-25,0.0645
"687",2022-02-28,0.0679
"688",2022-03-01,0.0671
"689",2022-03-02,0.0705
"690",2022-03-03,0.0583
"691",2022-03-04,0.0658
"692",2022-03-07,0.0691000000000001
"693",2022-03-08,0.0734000000000001
"694",2022-03-09,0.0672
"695",2022-03-10,0.0661
"696",2022-03-11,0.0575000000000001
"697",2022-03-14,0.0675000000000001
"698",2022-03-15,0.0856
"699",2022-03-16,0.1226
"700",2022-03-17,0.1136
"701",2022-03-18,0.1485
"702",2022-03-21,0.1274
"703",2022-03-22,0.1323
"704",2022-03-23,0.1312
"705",2022-03-24,0.1304
"706",2022-03-25,0.1126
"707",2022-03-28,0.1217
"708",2022-03-29,0.1166
"709",2022-03-30,0.1038
"710",2022-03-31,0.0903
"711",2022-04-01,0.1089
"712",2022-04-04,0.1011
"713",2022-04-05,0.1116
"714",2022-04-06,0.0948000000000001
"715",2022-04-07,0.0592999999999999
"716",2022-04-08,0.0357000000000001
"717",2022-04-11,0.0476
"718",2022-04-12,0.0619
"719",2022-04-13,0.0776
"720",2022-04-14,0.0634
"721",2022-04-18,0.0796
"722",2022-04-19,0.0471999999999999
"723",2022-04-20,0.0699
"724",2022-04-21,0.0759000000000001
"725",2022-04-22,0.077
"726",2022-04-25,0.0698
"727",2022-04-26,0.0726
"728",2022-04-27,0.0826
"729",2022-04-28,0.1229
"730",2022-04-29,0.1095
"731",2022-05-02,0.1417
"732",2022-05-03,0.1172
"733",2022-05-04,0.1437
"734",2022-05-05,0.155
"735",2022-05-06,0.1274
"736",2022-05-09,0.1159
"737",2022-05-10,0.1245
"738",2022-05-11,0.1393
"739",2022-05-12,0.149
"740",2022-05-13,0.1293
"741",2022-05-16,0.1703
"742",2022-05-17,0.1777
"743",2022-05-18,0.2001
"744",2022-05-19,0.1942
"745",2022-05-20,0.1702
"746",2022-05-23,0.1575
"747",2022-05-24,0.1624
"748",2022-05-25,0.1582
"749",2022-05-26,0.1752
"750",2022-05-27,0.1669
"751",2022-05-31,0.1918
"752",2022-06-01,0.1815
"753",2022-06-02,0.1906
"754",2022-06-03,0.1658
"755",2022-06-06,0.1509
"756",2022-06-07,0.1358
"757",2022-06-08,0.1214
"758",2022-06-09,0.1124
"759",2022-06-10,0.1339
"760",2022-06-13,0.0923999999999999
"761",2022-06-14,0.0988999999999999
"762",2022-06-15,0.0816999999999999
"763",2022-06-16,0.0794
"764",2022-06-17,0.0685
"765",2022-06-21,0.0494999999999999
"766",2022-06-22,0.0437
"767",2022-06-23,0.0428999999999999
"768",2022-06-24,0.0444999999999999
"769",2022-06-27,0.0459000000000001
"770",2022-06-28,0.048
"771",2022-06-29,0.0378
"772",2022-06-30,0.0475
"773",2022-07-01,0.038
"774",2022-07-05,0.0492
"775",2022-07-06,0.0659000000000001
"776",2022-07-07,0.0708
"777",2022-07-08,0.06
"778",2022-07-11,0.0506
"779",2022-07-12,0.0537
"780",2022-07-13,0.0689
"781",2022-07-14,0.0476
"782",2022-07-15,0.0532
"783",2022-07-18,0.03
"784",2022-07-19,0.0242999999999999
"785",2022-07-20,0.0336
"786",2022-07-21,0.0238
"787",2022-07-22,0.0237
"788",2022-07-25,0.0215
"789",2022-07-26,0.0427
"790",2022-07-27,0.0441
"791",2022-07-28,0.0823
"792",2022-07-29,0.0705
"793",2022-08-01,0.076
"794",2022-08-02,0.0848
"795",2022-08-03,0.0868
"796",2022-08-04,0.0810000000000001
"797",2022-08-05,0.086
"798",2022-08-08,0.1019
"799",2022-08-09,0.1054
"800",2022-08-10,0.0726
"801",2022-08-11,0.0884
"802",2022-08-12,0.0784999999999999
"803",2022-08-15,0.1057
"804",2022-08-16,0.1092
"805",2022-08-17,0.091
"806",2022-08-18,0.0951
"807",2022-08-19,0.1201
"808",2022-08-22,0.1345
"809",2022-08-23,0.1687
"810",2022-08-24,0.1431
"811",2022-08-25,0.1703
"812",2022-08-26,0.1445
"813",2022-08-29,0.1617
"814",2022-08-30,0.1611
"815",2022-08-31,0.1547
"816",2022-09-01,0.1558
"817",2022-09-02,0.175
"818",2022-09-06,0.192
"819",2022-09-07,0.206
"820",2022-09-08,0.196
"821",2022-09-09,0.2263
"822",2022-09-12,0.2337
"823",2022-09-13,0.234
"824",2022-09-14,0.2377
"825",2022-09-15,0.2384
"826",2022-09-16,0.2323
"827",2022-09-19,0.2253
"828",2022-09-20,0.2334
"829",2022-09-21,0.2506
"830",2022-09-22,0.2497
"831",2022-09-23,0.277
"832",2022-09-26,0.2507
"833",2022-09-27,0.2558
"834",2022-09-28,0.2184
"835",2022-09-29,0.1914
"836",2022-09-30,0.1737
"837",2022-10-03,0.1936
"838",2022-10-04,0.1667
"839",2022-10-05,0.1642
"840",2022-10-06,0.1366
"841",2022-10-07,0.1147
"842",2022-10-10,0.0656
"843",2022-10-11,0.0301999999999999
"844",2022-10-12,0.0511
"845",2022-10-13,0.0783
"846",2022-10-14,0.0804
"847",2022-10-17,0.0777999999999999
"848",2022-10-18,0.0733
"849",2022-10-19,0.0651
"850",2022-10-20,0.0668
"851",2022-10-21,0.0607
"852",2022-10-24,0.0768
"853",2022-10-25,0.075
"854",2022-10-26,0.0753
"855",2022-10-27,0.0720999999999999
"856",2022-10-28,0.0932000000000001
"857",2022-10-31,0.0977999999999999
"858",2022-11-01,0.1035
"859",2022-11-02,0.1044
"860",2022-11-03,0.1058
"861",2022-11-04,0.087
"862",2022-11-07,0.0983000000000001
"863",2022-11-08,0.0883
"864",2022-11-09,0.0975
"865",2022-11-10,0.1262
"866",2022-11-11,0.137
"867",2022-11-14,0.1269
"868",2022-11-15,0.1166
"869",2022-11-16,0.1038
"870",2022-11-17,0.1179
"871",2022-11-18,0.1068
"872",2022-11-21,0.098
"873",2022-11-22,0.0591
"874",2022-11-23,0.0416
"875",2022-11-25,0.0323
"876",2022-11-28,0.0341
"877",2022-11-29,0.0261
"878",2022-11-30,0.0257000000000001
"879",2022-12-01,0.027
"880",2022-12-02,0.0348000000000001
"881",2022-12-05,0.0353
"882",2022-12-06,0.0375
"883",2022-12-07,0.0566
"884",2022-12-08,0.0649
"885",2022-12-09,0.0760000000000001
"886",2022-12-12,0.0907
"887",2022-12-13,0.104
"888",2022-12-14,0.1295
"889",2022-12-15,0.1505
"890",2022-12-16,0.1583
"891",2022-12-19,0.1859
"892",2022-12-20,0.1797
"893",2022-12-21,0.2067
"894",2022-12-22,0.2251
"895",2022-12-23,0.2286
"896",2022-12-27,0.2279
"897",2022-12-28,0.2398
"898",2022-12-29,0.243
"899",2022-12-30,0.2685
"900",2023-01-03,0.2699
"901",2023-01-04,0.2972
"902",2023-01-05,0.2992
"903",2023-01-06,0.3137
"904",2023-01-09,0.3015
"905",2023-01-10,0.3021
"906",2023-01-11,0.3186
"907",2023-01-12,0.3255
"908",2023-01-13,0.3292
"909",2023-01-17,0.349
"910",2023-01-18,0.3489
"911",2023-01-19,0.4015
"912",2023-01-20,0.3998
"913",2023-01-23,0.4124
"914",2023-01-24,0.3956
"915",2023-01-25,0.411
"916",2023-01-26,0.4423
"917",2023-01-27,0.4347
"918",2023-01-30,0.4273
"919",2023-01-31,0.4171
"920",2023-02-01,0.4349
"921",2023-02-02,0.4723
"922",2023-02-03,0.4209
"923",2023-02-06,0.3993
"924",2023-02-07,0.384
"925",2023-02-08,0.3379
