"","date","JPM"
"69",2021-02-19,0.1899
"70",2021-02-22,0.1905
"71",2021-02-23,0.1835
"72",2021-02-24,0.1936
"73",2021-02-25,0.1826
"74",2021-02-26,0.2062
"75",2021-03-01,0.1895
"76",2021-03-02,0.1915
"77",2021-03-03,0.1922
"78",2021-03-04,0.1858
"79",2021-03-05,0.1792
"80",2021-03-08,0.1832
"81",2021-03-09,0.1879
"82",2021-03-10,0.1961
"83",2021-03-11,0.1944
"84",2021-03-12,0.2111
"85",2021-03-15,0.2024
"86",2021-03-16,0.2087
"87",2021-03-17,0.2133
"88",2021-03-18,0.2025
"89",2021-03-19,0.2035
"90",2021-03-22,0.206
"91",2021-03-23,0.1856
"92",2021-03-24,0.1915
"93",2021-03-25,0.1925
"94",2021-03-26,0.2048
"95",2021-03-29,0.2023
"96",2021-03-30,0.2021
"97",2021-03-31,0.1923
"98",2021-04-01,0.1897
"99",2021-04-05,0.191
"100",2021-04-06,0.1976
"101",2021-04-07,0.2029
"102",2021-04-08,0.2196
"103",2021-04-09,0.2082
"104",2021-04-12,0.2171
"105",2021-04-13,0.2195
"106",2021-04-14,0.2178
"107",2021-04-15,0.2178
"108",2021-04-16,0.2162
"109",2021-04-19,0.2108
"110",2021-04-20,0.2166
"111",2021-04-21,0.2112
"112",2021-04-22,0.2223
"113",2021-04-23,0.2102
"114",2021-04-26,0.2151
"115",2021-04-27,0.2111
"116",2021-04-28,0.2111
"117",2021-04-29,0.2198
"118",2021-04-30,0.2122
"119",2021-05-03,0.2042
"120",2021-05-04,0.2151
"121",2021-05-05,0.212
"122",2021-05-06,0.2317
"123",2021-05-07,0.2238
"124",2021-05-10,0.2199
"125",2021-05-11,0.2167
"126",2021-05-12,0.2208
"127",2021-05-13,0.2081
"128",2021-05-14,0.198
"129",2021-05-17,0.197
"130",2021-05-18,0.1916
"131",2021-05-19,0.1929
"132",2021-05-20,0.2035
"133",2021-05-21,0.1893
"134",2021-05-24,0.1903
"135",2021-05-25,0.1811
"136",2021-05-26,0.1832
"137",2021-05-27,0.181
"138",2021-05-28,0.1933
"139",2021-06-01,0.1904
"140",2021-06-02,0.2022
"141",2021-06-03,0.2032
"142",2021-06-04,0.2151
"143",2021-06-07,0.2156
"144",2021-06-08,0.2288
"145",2021-06-09,0.2206
"146",2021-06-10,0.2242
"147",2021-06-11,0.2227
"148",2021-06-14,0.2046
"149",2021-06-15,0.2032
"150",2021-06-16,0.2047
"151",2021-06-17,0.1937
"152",2021-06-18,0.2095
"153",2021-06-21,0.2225
"154",2021-06-22,0.2413
"155",2021-06-23,0.229
"156",2021-06-24,0.2328
"157",2021-06-25,0.2276
"158",2021-06-28,0.2171
"159",2021-06-29,0.2072
"160",2021-06-30,0.2096
"161",2021-07-01,0.2147
"162",2021-07-02,0.2251
"163",2021-07-06,0.2221
"164",2021-07-07,0.2444
"165",2021-07-08,0.2525
"166",2021-07-09,0.2479
"167",2021-07-12,0.2379
"168",2021-07-13,0.2206
"169",2021-07-14,0.2073
"170",2021-07-15,0.211
"171",2021-07-16,0.2128
"172",2021-07-19,0.2162
"173",2021-07-20,0.2131
"174",2021-07-21,0.2299
"175",2021-07-22,0.2258
"176",2021-07-23,0.2339
"177",2021-07-26,0.2408
"178",2021-07-27,0.2358
"179",2021-07-28,0.2222
"180",2021-07-29,0.2368
"181",2021-07-30,0.2353
"182",2021-08-02,0.2463
"183",2021-08-03,0.2419
"184",2021-08-04,0.2442
"185",2021-08-05,0.2445
"186",2021-08-06,0.2553
"187",2021-08-09,0.262
"188",2021-08-10,0.2545
"189",2021-08-11,0.2564
"190",2021-08-12,0.253
"191",2021-08-13,0.2553
"192",2021-08-16,0.2697
"193",2021-08-17,0.2597
"194",2021-08-18,0.259
"195",2021-08-19,0.2497
"196",2021-08-20,0.2497
"197",2021-08-23,0.2603
"198",2021-08-24,0.2644
"199",2021-08-25,0.2538
"200",2021-08-26,0.2595
"201",2021-08-27,0.2649
"202",2021-08-30,0.2786
"203",2021-08-31,0.268
"204",2021-09-01,0.2767
"205",2021-09-02,0.2718
"206",2021-09-03,0.2709
"207",2021-09-07,0.2636
"208",2021-09-08,0.2467
"209",2021-09-09,0.2538
"210",2021-09-10,0.2625
"211",2021-09-13,0.2523
"212",2021-09-14,0.2599
"213",2021-09-15,0.2628
"214",2021-09-16,0.2603
"215",2021-09-17,0.2599
"216",2021-09-20,0.2603
"217",2021-09-21,0.2506
"218",2021-09-22,0.2308
"219",2021-09-23,0.229
"220",2021-09-24,0.237
"221",2021-09-27,0.2388
"222",2021-09-28,0.247
"223",2021-09-29,0.2205
"224",2021-09-30,0.2185
"225",2021-10-01,0.2202
"226",2021-10-04,0.2259
"227",2021-10-05,0.2196
"228",2021-10-06,0.2072
"229",2021-10-07,0.1955
"230",2021-10-08,0.1981
"231",2021-10-11,0.1909
"232",2021-10-12,0.1769
"233",2021-10-13,0.1493
"234",2021-10-14,0.1429
"235",2021-10-15,0.1315
"236",2021-10-18,0.1345
"237",2021-10-19,0.1512
"238",2021-10-20,0.1484
"239",2021-10-21,0.1425
"240",2021-10-22,0.1458
"241",2021-10-25,0.1503
"242",2021-10-26,0.1642
"243",2021-10-27,0.1644
"244",2021-10-28,0.1604
"245",2021-10-29,0.1559
"246",2021-11-01,0.1521
"247",2021-11-02,0.1404
"248",2021-11-03,0.1381
"249",2021-11-04,0.1343
"250",2021-11-05,0.1342
"251",2021-11-08,0.1306
"252",2021-11-09,0.1512
"253",2021-11-10,0.1533
"254",2021-11-11,0.1594
"255",2021-11-12,0.1646
"256",2021-11-15,0.1614
"257",2021-11-16,0.1633
"258",2021-11-17,0.1661
"259",2021-11-18,0.1558
"260",2021-11-19,0.1482
"261",2021-11-22,0.161
"262",2021-11-23,0.1642
"263",2021-11-24,0.1655
"264",2021-11-26,0.1769
"265",2021-11-29,0.1682
"266",2021-11-30,0.1684
"267",2021-12-01,0.153
"268",2021-12-02,0.1391
"269",2021-12-03,0.1399
"270",2021-12-06,0.1435
"271",2021-12-07,0.141
"272",2021-12-08,0.1544
"273",2021-12-09,0.1593
"274",2021-12-10,0.1654
"275",2021-12-13,0.1692
"276",2021-12-14,0.1683
"277",2021-12-15,0.1729
"278",2021-12-16,0.16
"279",2021-12-17,0.1602
"280",2021-12-20,0.1515
"281",2021-12-21,0.1564
"282",2021-12-22,0.1808
"283",2021-12-23,0.1635
"284",2021-12-27,0.1643
"285",2021-12-28,0.1675
"286",2021-12-29,0.1699
"287",2021-12-30,0.1693
"288",2021-12-31,0.1666
"289",2022-01-03,0.1589
"290",2022-01-04,0.1623
"291",2022-01-05,0.1728
"292",2022-01-06,0.1839
"293",2022-01-07,0.1759
"294",2022-01-10,0.1802
"295",2022-01-11,0.1631
"296",2022-01-12,0.167
"297",2022-01-13,0.1714
"298",2022-01-14,0.1664
"299",2022-01-18,0.1637
"300",2022-01-19,0.1736
"301",2022-01-20,0.176
"302",2022-01-21,0.1823
"303",2022-01-24,0.1804
"304",2022-01-25,0.1736
"305",2022-01-26,0.1809
"306",2022-01-27,0.1792
"307",2022-01-28,0.1696
"308",2022-01-31,0.1692
"309",2022-02-01,0.1767
"310",2022-02-02,0.1809
"311",2022-02-03,0.1778
"312",2022-02-04,0.1768
"313",2022-02-07,0.1742
"314",2022-02-08,0.1793
"315",2022-02-09,0.1795
"316",2022-02-10,0.171
"317",2022-02-11,0.1669
"318",2022-02-14,0.1774
"319",2022-02-15,0.1657
"320",2022-02-16,0.1669
"321",2022-02-17,0.1752
"322",2022-02-18,0.1809
"323",2022-02-22,0.182
"324",2022-02-23,0.1858
"325",2022-02-24,0.1826
"326",2022-02-25,0.1868
"327",2022-02-28,0.1822
"328",2022-03-01,0.1797
"329",2022-03-02,0.1845
"330",2022-03-03,0.188
"331",2022-03-04,0.1801
"332",2022-03-07,0.1861
"333",2022-03-08,0.1917
"334",2022-03-09,0.1858
"335",2022-03-10,0.1787
"336",2022-03-11,0.1866
"337",2022-03-14,0.1766
"338",2022-03-15,0.1711
"339",2022-03-16,0.1706
"340",2022-03-17,0.1723
"341",2022-03-18,0.1823
"342",2022-03-21,0.1928
"343",2022-03-22,0.1807
"344",2022-03-23,0.1699
"345",2022-03-24,0.1767
"346",2022-03-25,0.1843
"347",2022-03-28,0.1875
"348",2022-03-29,0.1912
"349",2022-03-30,0.1853
"350",2022-03-31,0.1797
"351",2022-04-01,0.1818
"352",2022-04-04,0.1903
"353",2022-04-05,0.1879
"354",2022-04-06,0.1959
"355",2022-04-07,0.1928
"356",2022-04-08,0.2047
"357",2022-04-11,0.2109
"358",2022-04-12,0.2067
"359",2022-04-13,0.2016
"360",2022-04-14,0.2055
"361",2022-04-18,0.2047
"362",2022-04-19,0.2213
"363",2022-04-20,0.2258
"364",2022-04-21,0.2245
"365",2022-04-22,0.238
"366",2022-04-25,0.2354
"367",2022-04-26,0.2281
"368",2022-04-27,0.2298
"369",2022-04-28,0.2418
"370",2022-04-29,0.248
"371",2022-05-02,0.2499
"372",2022-05-03,0.2532
"373",2022-05-04,0.2577
"374",2022-05-05,0.278
"375",2022-05-06,0.2858
"376",2022-05-09,0.2811
"377",2022-05-10,0.2716
"378",2022-05-11,0.282
"379",2022-05-12,0.2666
"380",2022-05-13,0.2715
"381",2022-05-16,0.2796
"382",2022-05-17,0.2865
"383",2022-05-18,0.2774
"384",2022-05-19,0.2794
"385",2022-05-20,0.2766
"386",2022-05-23,0.2686
"387",2022-05-24,0.2698
"388",2022-05-25,0.2569
"389",2022-05-26,0.2599
"390",2022-05-27,0.2606
"391",2022-05-31,0.261
"392",2022-06-01,0.2574
"393",2022-06-02,0.256
"394",2022-06-03,0.2495
"395",2022-06-06,0.2432
"396",2022-06-07,0.2427
"397",2022-06-08,0.2328
"398",2022-06-09,0.2356
"399",2022-06-10,0.2277
"400",2022-06-13,0.2205
"401",2022-06-14,0.2242
"402",2022-06-15,0.231
"403",2022-06-16,0.2177
"404",2022-06-17,0.2153
"405",2022-06-21,0.2189
"406",2022-06-22,0.2218
"407",2022-06-23,0.2164
"408",2022-06-24,0.2193
"409",2022-06-27,0.2112
"410",2022-06-28,0.2068
"411",2022-06-29,0.2073
"412",2022-06-30,0.2113
"413",2022-07-01,0.2089
"414",2022-07-05,0.2089
"415",2022-07-06,0.1977
"416",2022-07-07,0.195
"417",2022-07-08,0.2089
"418",2022-07-11,0.2084
"419",2022-07-12,0.1992
"420",2022-07-13,0.1952
"421",2022-07-14,0.1856
"422",2022-07-15,0.1882
"423",2022-07-18,0.1874
"424",2022-07-19,0.1867
"425",2022-07-20,0.1895
"426",2022-07-21,0.1892
"427",2022-07-22,0.175
"428",2022-07-25,0.173
"429",2022-07-26,0.1728
"430",2022-07-27,0.1762
"431",2022-07-28,0.1792
"432",2022-07-29,0.1767
"433",2022-08-01,0.1609
"434",2022-08-02,0.158
"435",2022-08-03,0.1641
"436",2022-08-04,0.1627
"437",2022-08-05,0.1619
"438",2022-08-08,0.158
"439",2022-08-09,0.1449
"440",2022-08-10,0.1455
"441",2022-08-11,0.1512
"442",2022-08-12,0.1578
"443",2022-08-15,0.1545
"444",2022-08-16,0.1584
"445",2022-08-17,0.1654
"446",2022-08-18,0.1764
"447",2022-08-19,0.1786
"448",2022-08-22,0.1838
"449",2022-08-23,0.1956
"450",2022-08-24,0.2042
"451",2022-08-25,0.2073
"452",2022-08-26,0.2186
"453",2022-08-29,0.2506
"454",2022-08-30,0.2452
"455",2022-08-31,0.2358
"456",2022-09-01,0.2338
"457",2022-09-02,0.2277
"458",2022-09-06,0.2191
"459",2022-09-07,0.2184
"460",2022-09-08,0.2065
"461",2022-09-09,0.2122
"462",2022-09-12,0.2414
"463",2022-09-13,0.2237
"464",2022-09-14,0.2182
"465",2022-09-15,0.2097
"466",2022-09-16,0.205
"467",2022-09-19,0.2034
"468",2022-09-20,0.211
"469",2022-09-21,0.2092
"470",2022-09-22,0.2024
"471",2022-09-23,0.1984
"472",2022-09-26,0.1962
"473",2022-09-27,0.1915
"474",2022-09-28,0.1814
"475",2022-09-29,0.1688
"476",2022-09-30,0.1645
"477",2022-10-03,0.159
"478",2022-10-04,0.1479
"479",2022-10-05,0.1437
"480",2022-10-06,0.1368
"481",2022-10-07,0.1296
"482",2022-10-10,0.1325
"483",2022-10-11,0.1366
"484",2022-10-12,0.1465
"485",2022-10-13,0.144
"486",2022-10-14,0.144
"487",2022-10-17,0.1278
"488",2022-10-18,0.1186
"489",2022-10-19,0.1224
"490",2022-10-20,0.1374
"491",2022-10-21,0.1279
"492",2022-10-24,0.1259
"493",2022-10-25,0.1091
"494",2022-10-26,0.1001
"495",2022-10-27,0.1104
"496",2022-10-28,0.1026
"497",2022-10-31,0.1015
"498",2022-11-01,0.1009
"499",2022-11-02,0.0863
"500",2022-11-03,0.0768
"501",2022-11-04,0.0834
"502",2022-11-07,0.0766
"503",2022-11-08,0.0684999999999999
"504",2022-11-09,0.0633
"505",2022-11-10,0.0559999999999999
"506",2022-11-11,0.051
"507",2022-11-14,0.0517
"508",2022-11-15,0.0622
"509",2022-11-16,0.0632
"510",2022-11-17,0.0634
"511",2022-11-18,0.057
"512",2022-11-21,0.0599
"513",2022-11-22,0.0685
"514",2022-11-23,0.0666
"515",2022-11-25,0.0776
"516",2022-11-28,0.0694000000000001
"517",2022-11-29,0.0669
"518",2022-11-30,0.0651
"519",2022-12-01,0.0749
"520",2022-12-02,0.0648
"521",2022-12-05,0.076
"522",2022-12-06,0.0804
"523",2022-12-07,0.0776
"524",2022-12-08,0.0826
"525",2022-12-09,0.0912
"526",2022-12-12,0.0974
"527",2022-12-13,0.1057
"528",2022-12-14,0.1194
"529",2022-12-15,0.1201
"530",2022-12-16,0.1278
"531",2022-12-19,0.1491
"532",2022-12-20,0.1596
"533",2022-12-21,0.17
"534",2022-12-22,0.2034
"535",2022-12-23,0.217
"536",2022-12-27,0.2417
"537",2022-12-28,0.2651
"538",2022-12-29,0.2915
"539",2022-12-30,0.3149
"540",2023-01-03,0.3299
"541",2023-01-04,0.3523
"542",2023-01-05,0.3602
"543",2023-01-06,0.3841
"544",2023-01-09,0.3975
"545",2023-01-10,0.4055
"546",2023-01-11,0.3896
"547",2023-01-12,0.3786
"548",2023-01-13,0.3632
"549",2023-01-17,0.3713
"550",2023-01-18,0.3572
"551",2023-01-19,0.3662
"552",2023-01-20,0.3711
"553",2023-01-23,0.3329
"554",2023-01-24,0.3296
"555",2023-01-25,0.3302
"556",2023-01-26,0.3364
"557",2023-01-27,0.3474
"558",2023-01-30,0.3558
"559",2023-01-31,0.3295
"560",2023-02-01,0.3345
"561",2023-02-02,0.3365
"562",2023-02-03,0.3183
"563",2023-02-06,0.3269
"564",2023-02-07,0.3264
"565",2023-02-08,0.3306
"566",2023-02-09,0.3215
"567",2023-02-10,0.332
"568",2023-02-13,0.3122
"569",2023-02-14,0.3119
"570",2023-02-15,0.3083
"571",2023-02-16,0.3133
"572",2023-02-17,0.3015
"573",2023-02-21,0.3062
"574",2023-02-22,0.2944
"575",2023-02-23,0.2955
"576",2023-02-24,0.3004
"577",2023-02-27,0.3033
"578",2023-02-28,0.3081
"579",2023-03-01,0.3099
"580",2023-03-02,0.3039
"581",2023-03-03,0.3115
"582",2023-03-06,0.3095
"583",2023-03-07,0.3106
"584",2023-03-08,0.3007
"585",2023-03-09,0.3072
"586",2023-03-10,0.2978
"587",2023-03-13,0.2909
"588",2023-03-14,0.2956
"589",2023-03-15,0.2893
"590",2023-03-16,0.2831
"591",2023-03-17,0.28
"592",2023-03-20,0.2746
"593",2023-03-21,0.2847
"594",2023-03-22,0.2873
"595",2023-03-23,0.2955
"596",2023-03-24,0.2895
"597",2023-03-27,0.2848
"598",2023-03-28,0.2721
"599",2023-03-29,0.2804
"600",2023-03-30,0.2737
"601",2023-03-31,0.2602
"602",2023-04-03,0.2432
"603",2023-04-04,0.2539
"604",2023-04-05,0.2541
"605",2023-04-06,0.2513
"606",2023-04-10,0.2411
"607",2023-04-11,0.2213
"608",2023-04-12,0.2111
"609",2023-04-13,0.2111
"610",2023-04-14,0.1991
"611",2023-04-17,0.2035
"612",2023-04-18,0.2068
"613",2023-04-19,0.207
"614",2023-04-20,0.2033
"615",2023-04-21,0.2076
"616",2023-04-24,0.2124
"617",2023-04-25,0.216
"618",2023-04-26,0.2185
"619",2023-04-27,0.2068
"620",2023-04-28,0.1992
"621",2023-05-01,0.1999
"622",2023-05-02,0.1951
"623",2023-05-03,0.2063
"624",2023-05-04,0.2051
"625",2023-05-05,0.203
"626",2023-05-08,0.1941
"627",2023-05-09,0.199
"628",2023-05-10,0.1882
"629",2023-05-11,0.1973
"630",2023-05-12,0.1871
"631",2023-05-15,0.1778
"632",2023-05-16,0.1782
"633",2023-05-17,0.1808
"634",2023-05-18,0.1803
"635",2023-05-19,0.1868
"636",2023-05-22,0.1946
"637",2023-05-23,0.1934
"638",2023-05-24,0.1936
"639",2023-05-25,0.1945
"640",2023-05-26,0.1876
"641",2023-05-30,0.1886
"642",2023-05-31,0.1906
"643",2023-06-01,0.1895
"644",2023-06-02,0.1857
"645",2023-06-05,0.1891
"646",2023-06-06,0.1859
"647",2023-06-07,0.1834
"648",2023-06-08,0.1958
"649",2023-06-09,0.1902
"650",2023-06-12,0.1823
"651",2023-06-13,0.2001
"652",2023-06-14,0.2003
"653",2023-06-15,0.208
"654",2023-06-16,0.2076
"655",2023-06-20,0.2161
"656",2023-06-21,0.2135
"657",2023-06-22,0.2045
"658",2023-06-23,0.197
"659",2023-06-26,0.2029
"660",2023-06-27,0.2131
"661",2023-06-28,0.2189
"662",2023-06-29,0.2182
