"","date","META"
"257",2020-06-15,0.0527
"258",2020-06-16,0.0639999999999999
"259",2020-06-17,0.0702
"260",2020-06-18,0.0616
"261",2020-06-19,0.0468000000000001
"262",2020-06-22,0.0549999999999999
"263",2020-06-23,0.0502
"264",2020-06-24,0.0546
"265",2020-06-25,0.0602999999999999
"266",2020-06-26,0.0508999999999999
"267",2020-06-29,0.0700999999999999
"268",2020-06-30,0.0790000000000001
"269",2020-07-01,0.0700000000000001
"270",2020-07-02,0.1111
"271",2020-07-06,0.1049
"272",2020-07-07,0.0870000000000001
"273",2020-07-08,0.073
"274",2020-07-09,0.0556
"275",2020-07-10,0.0634
"276",2020-07-13,0.0581
"277",2020-07-14,0.0579
"278",2020-07-15,0.0706
"279",2020-07-16,0.0658000000000001
"280",2020-07-17,0.0605
"281",2020-07-20,0.0555
"282",2020-07-21,0.0589000000000001
"283",2020-07-22,0.0632999999999999
"284",2020-07-23,0.0597
"285",2020-07-24,0.0466
"286",2020-07-27,0.0471
"287",2020-07-28,0.0508000000000001
"288",2020-07-29,0.0506
"289",2020-07-30,0.045
"290",2020-07-31,0.0266
"291",2020-08-03,0.0261
"292",2020-08-04,0.0281
"293",2020-08-05,0.0303
"294",2020-08-06,0.0285
"295",2020-08-07,0.0273
"296",2020-08-10,0.0313
"297",2020-08-11,0.0376
"298",2020-08-12,0.0244
"299",2020-08-13,0.0237999999999999
"300",2020-08-14,0.0333
"301",2020-08-17,0.0569999999999999
"302",2020-08-18,0.0774
"303",2020-08-19,0.0582
"304",2020-08-20,0.0398000000000001
"305",2020-08-21,0.0563
"306",2020-08-24,0.0442
"307",2020-08-25,0.0593
"308",2020-08-26,0.0577
"309",2020-08-27,0.0571
"310",2020-08-28,0.0592
"311",2020-08-31,0.042
"312",2020-09-01,0.0505
"313",2020-09-02,0.0639000000000001
"314",2020-09-03,0.0588
"315",2020-09-04,0.0356000000000001
"316",2020-09-08,0.0246
"317",2020-09-09,0.0196
"318",2020-09-10,0.0189
"319",2020-09-11,0.023
"320",2020-09-14,0.0374
"321",2020-09-15,0.0503
"322",2020-09-16,0.0477000000000001
"323",2020-09-17,0.0185000000000001
"324",2020-09-18,0.0193
"325",2020-09-21,0.0155
"326",2020-09-22,0.0149
"327",2020-09-23,0.0266999999999999
"328",2020-09-24,0.0283
"329",2020-09-25,0.0169
"330",2020-09-28,0.0194
"331",2020-09-29,0.021
"332",2020-09-30,0.0157999999999999
"333",2020-10-01,0.0209
"334",2020-10-02,0.0207999999999999
"335",2020-10-05,0.0309
"336",2020-10-06,0.025
"337",2020-10-07,0.035
"338",2020-10-08,0.0273
"339",2020-10-09,0.0291
"340",2020-10-12,0.0251
"341",2020-10-13,0.033
"342",2020-10-14,0.0461
"343",2020-10-15,0.0698
"344",2020-10-16,0.0713999999999999
"345",2020-10-19,0.0675
"346",2020-10-20,0.0612
"347",2020-10-21,0.0747000000000001
"348",2020-10-22,0.0906
"349",2020-10-23,0.0949
"350",2020-10-26,0.0845999999999999
"351",2020-10-27,0.0935
"352",2020-10-28,0.0968
"353",2020-10-29,0.1033
"354",2020-10-30,0.0962999999999999
"355",2020-11-02,0.1073
"356",2020-11-03,0.1035
"357",2020-11-04,0.0985
"358",2020-11-05,0.1136
"359",2020-11-06,0.123
"360",2020-11-09,0.1041
"361",2020-11-10,0.1037
"362",2020-11-11,0.0859
"363",2020-11-12,0.1051
"364",2020-11-13,0.0882000000000001
"365",2020-11-16,0.0813
"366",2020-11-17,0.0897000000000001
"367",2020-11-18,0.0815
"368",2020-11-19,0.0712
"369",2020-11-20,0.0641
"370",2020-11-23,0.0563
"371",2020-11-24,0.0603999999999999
"372",2020-11-25,0.0559
"373",2020-11-27,0.0619
"374",2020-11-30,0.0508
"375",2020-12-01,0.0545
"376",2020-12-02,0.0484
"377",2020-12-03,0.0455
"378",2020-12-04,0.0359
"379",2020-12-07,0.0332
"380",2020-12-08,0.0281
"381",2020-12-09,0.0488000000000001
"382",2020-12-10,0.0587
"383",2020-12-11,0.0419999999999999
"384",2020-12-14,0.0569
"385",2020-12-15,0.056
"386",2020-12-16,0.0504
"387",2020-12-17,0.0421
"388",2020-12-18,0.0521
"389",2020-12-21,0.0718000000000001
"390",2020-12-22,0.0676
"391",2020-12-23,0.0728
"392",2020-12-24,0.0762
"393",2020-12-28,0.0543
"394",2020-12-29,0.0526
"395",2020-12-30,0.0481999999999999
"396",2020-12-31,0.0292
"397",2021-01-04,0.0278999999999999
"398",2021-01-05,0.0413
"399",2021-01-06,0.0344
"400",2021-01-07,0.0461
"401",2021-01-08,0.039
"402",2021-01-11,0.0452
"403",2021-01-12,0.0268999999999999
"404",2021-01-13,0.0527
"405",2021-01-14,0.0609
"406",2021-01-15,0.0628000000000001
"407",2021-01-19,0.0486
"408",2021-01-20,0.0532
"409",2021-01-21,0.0733
"410",2021-01-22,0.0897
"411",2021-01-25,0.0813
"412",2021-01-26,0.077
"413",2021-01-27,0.0571
"414",2021-01-28,0.0627
"415",2021-01-29,0.0609000000000001
"416",2021-02-01,0.0583
"417",2021-02-02,0.083
"418",2021-02-03,0.076
"419",2021-02-04,0.0648
"420",2021-02-05,0.0760000000000001
"421",2021-02-08,0.083
"422",2021-02-09,0.0758
"423",2021-02-10,0.0567
"424",2021-02-11,0.0515
"425",2021-02-12,0.0571
"426",2021-02-16,0.0702
"427",2021-02-17,0.0828
"428",2021-02-18,0.086
"429",2021-02-19,0.0993000000000001
"430",2021-02-22,0.1099
"431",2021-02-23,0.145
"432",2021-02-24,0.1798
"433",2021-02-25,0.2402
"434",2021-02-26,0.2498
"435",2021-03-01,0.2496
"436",2021-03-02,0.256
"437",2021-03-03,0.2333
"438",2021-03-04,0.2405
"439",2021-03-05,0.2296
"440",2021-03-08,0.2252
"441",2021-03-09,0.2453
"442",2021-03-10,0.2382
"443",2021-03-11,0.2438
"444",2021-03-12,0.2292
"445",2021-03-15,0.2208
"446",2021-03-16,0.2108
"447",2021-03-17,0.2096
"448",2021-03-18,0.195
"449",2021-03-19,0.1818
"450",2021-03-22,0.1527
"451",2021-03-23,0.141
"452",2021-03-24,0.1171
"453",2021-03-25,0.1187
"454",2021-03-26,0.1035
"455",2021-03-29,0.0916
"456",2021-03-30,0.0760999999999999
"457",2021-03-31,0.0839
"458",2021-04-01,0.0769
"459",2021-04-05,0.0770000000000001
"460",2021-04-06,0.081
"461",2021-04-07,0.0961000000000001
"462",2021-04-08,0.0985
"463",2021-04-09,0.0980000000000001
"464",2021-04-12,0.1167
"465",2021-04-13,0.1482
"466",2021-04-14,0.1553
"467",2021-04-15,0.1488
"468",2021-04-16,0.1436
"469",2021-04-19,0.1673
"470",2021-04-20,0.1665
"471",2021-04-21,0.1611
"472",2021-04-22,0.1952
"473",2021-04-23,0.1844
"474",2021-04-26,0.1694
"475",2021-04-27,0.1555
"476",2021-04-28,0.1433
"477",2021-04-29,0.1347
"478",2021-04-30,0.1186
"479",2021-05-03,0.1215
"480",2021-05-04,0.1101
"481",2021-05-05,0.0976
"482",2021-05-06,0.1128
"483",2021-05-07,0.0959
"484",2021-05-10,0.1029
"485",2021-05-11,0.0992000000000001
"486",2021-05-12,0.1008
"487",2021-05-13,0.1186
"488",2021-05-14,0.122
"489",2021-05-17,0.1138
"490",2021-05-18,0.1319
"491",2021-05-19,0.1141
"492",2021-05-20,0.1276
"493",2021-05-21,0.1073
"494",2021-05-24,0.1379
"495",2021-05-25,0.1329
"496",2021-05-26,0.1353
"497",2021-05-27,0.1306
"498",2021-05-28,0.1138
"499",2021-06-01,0.1032
"500",2021-06-02,0.1233
"501",2021-06-03,0.106
"502",2021-06-04,0.0781
"503",2021-06-07,0.0579000000000001
"504",2021-06-08,0.0392
"505",2021-06-09,0.0469000000000001
"506",2021-06-10,0.0481
"507",2021-06-11,0.059
"508",2021-06-14,0.0570000000000001
"509",2021-06-15,0.0458999999999999
"510",2021-06-16,0.0514
"511",2021-06-17,0.0654
"512",2021-06-18,0.0626
"513",2021-06-21,0.0898
"514",2021-06-22,0.1087
"515",2021-06-23,0.1275
"516",2021-06-24,0.1357
"517",2021-06-25,0.1481
"518",2021-06-28,0.1609
"519",2021-06-29,0.1716
"520",2021-06-30,0.1708
"521",2021-07-01,0.175
"522",2021-07-02,0.1756
"523",2021-07-06,0.1814
"524",2021-07-07,0.1928
"525",2021-07-08,0.2282
"526",2021-07-09,0.233
"527",2021-07-12,0.2412
"528",2021-07-13,0.2421
"529",2021-07-14,0.2587
"530",2021-07-15,0.2408
"531",2021-07-16,0.2464
"532",2021-07-19,0.2256
"533",2021-07-20,0.2274
"534",2021-07-21,0.2072
"535",2021-07-22,0.1881
"536",2021-07-23,0.1662
"537",2021-07-26,0.1503
"538",2021-07-27,0.1185
"539",2021-07-28,0.0886
"540",2021-07-29,0.0709
"541",2021-07-30,0.0445
"542",2021-08-02,0.0359
"543",2021-08-03,0.0602
"544",2021-08-04,0.116
"545",2021-08-05,0.1583
"546",2021-08-06,0.1803
"547",2021-08-09,0.2274
"548",2021-08-10,0.2097
"549",2021-08-11,0.2064
"550",2021-08-12,0.1865
"551",2021-08-13,0.1548
"552",2021-08-16,0.1547
"553",2021-08-17,0.1145
"554",2021-08-18,0.1203
"555",2021-08-19,0.1008
"556",2021-08-20,0.1078
"557",2021-08-23,0.0969
"558",2021-08-24,0.0803
"559",2021-08-25,0.0888
"560",2021-08-26,0.087
"561",2021-08-27,0.0582
"562",2021-08-30,0.0433
"563",2021-08-31,0.0638
"564",2021-09-01,0.0602
"565",2021-09-02,0.0727
"566",2021-09-03,0.074
"567",2021-09-07,0.0962
"568",2021-09-08,0.0875
"569",2021-09-09,0.0816
"570",2021-09-10,0.0686
"571",2021-09-13,0.0779
"572",2021-09-14,0.0742
"573",2021-09-15,0.0685
"574",2021-09-16,0.064
"575",2021-09-17,0.0634
"576",2021-09-20,0.0745
"577",2021-09-21,0.0995
"578",2021-09-22,0.1165
"579",2021-09-23,0.1134
"580",2021-09-24,0.1494
"581",2021-09-27,0.1488
"582",2021-09-28,0.1481
"583",2021-09-29,0.1668
"584",2021-09-30,0.1539
"585",2021-10-01,0.1341
"586",2021-10-04,0.1392
"587",2021-10-05,0.1579
"588",2021-10-06,0.1588
"589",2021-10-07,0.1688
"590",2021-10-08,0.1642
"591",2021-10-11,0.1865
"592",2021-10-12,0.186
"593",2021-10-13,0.1856
"594",2021-10-14,0.176
"595",2021-10-15,0.1747
"596",2021-10-18,0.1737
"597",2021-10-19,0.1669
"598",2021-10-20,0.1678
"599",2021-10-21,0.1771
"600",2021-10-22,0.1833
"601",2021-10-25,0.1795
"602",2021-10-26,0.1776
"603",2021-10-27,0.1731
"604",2021-10-28,0.183
"605",2021-10-29,0.1761
"606",2021-11-01,0.1568
"607",2021-11-02,0.1615
"608",2021-11-03,0.1598
"609",2021-11-04,0.1537
"610",2021-11-05,0.1559
"611",2021-11-08,0.1618
"612",2021-11-09,0.1491
"613",2021-11-10,0.1604
"614",2021-11-11,0.1554
"615",2021-11-12,0.1461
"616",2021-11-15,0.1459
"617",2021-11-16,0.1421
"618",2021-11-17,0.1174
"619",2021-11-18,0.1413
"620",2021-11-19,0.1392
"621",2021-11-22,0.1351
"622",2021-11-23,0.1516
"623",2021-11-24,0.1228
"624",2021-11-26,0.1131
"625",2021-11-29,0.1001
"626",2021-11-30,0.1044
"627",2021-12-01,0.1043
"628",2021-12-02,0.0925
"629",2021-12-03,0.0923
"630",2021-12-06,0.0982
"631",2021-12-07,0.1105
"632",2021-12-08,0.1141
"633",2021-12-09,0.1241
"634",2021-12-10,0.0992
"635",2021-12-13,0.0983
"636",2021-12-14,0.0774
"637",2021-12-15,0.0901
"638",2021-12-16,0.0766
"639",2021-12-17,0.0621
"640",2021-12-20,0.0659
"641",2021-12-21,0.0505
"642",2021-12-22,0.0483
"643",2021-12-23,0.0856
"644",2021-12-27,0.1047
"645",2021-12-28,0.0926
"646",2021-12-29,0.0982
"647",2021-12-30,0.1182
"648",2021-12-31,0.1171
"649",2022-01-03,0.1147
"650",2022-01-04,0.1139
"651",2022-01-05,0.1224
"652",2022-01-06,0.1401
"653",2022-01-07,0.1538
"654",2022-01-10,0.1499
"655",2022-01-11,0.165
"656",2022-01-12,0.1542
"657",2022-01-13,0.164
"658",2022-01-14,0.1536
"659",2022-01-18,0.1568
"660",2022-01-19,0.1585
"661",2022-01-20,0.1747
"662",2022-01-21,0.1578
"663",2022-01-24,0.1505
"664",2022-01-25,0.1607
"665",2022-01-26,0.1432
"666",2022-01-27,0.1187
"667",2022-01-28,0.1159
"668",2022-01-31,0.1222
"669",2022-02-01,0.1282
"670",2022-02-02,0.138
"671",2022-02-03,0.2219
"672",2022-02-04,0.2464
"673",2022-02-07,0.2869
"674",2022-02-08,0.3146
"675",2022-02-09,0.3121
"676",2022-02-10,0.315
"677",2022-02-11,0.3284
"678",2022-02-14,0.2944
"679",2022-02-15,0.3397
"680",2022-02-16,0.3329
"681",2022-02-17,0.374
"682",2022-02-18,0.3808
"683",2022-02-22,0.3972
"684",2022-02-23,0.3789
"685",2022-02-24,0.358
"686",2022-02-25,0.3636
"687",2022-02-28,0.3718
"688",2022-03-01,0.3461
"689",2022-03-02,0.3138
"690",2022-03-03,0.2958
"691",2022-03-04,0.3541
"692",2022-03-07,0.3441
"693",2022-03-08,0.3434
"694",2022-03-09,0.2668
"695",2022-03-10,0.3217
"696",2022-03-11,0.3351
"697",2022-03-14,0.3536
"698",2022-03-15,0.3381
"699",2022-03-16,0.3241
"700",2022-03-17,0.2461
"701",2022-03-18,0.3076
"702",2022-03-21,0.3064
"703",2022-03-22,0.3408
"704",2022-03-23,0.3205
"705",2022-03-24,0.2457
"706",2022-03-25,0.2125
"707",2022-03-28,0.2126
"708",2022-03-29,0.21
"709",2022-03-30,0.2418
"710",2022-03-31,0.212
"711",2022-04-01,0.2059
"712",2022-04-04,0.2368
"713",2022-04-05,0.2529
"714",2022-04-06,0.2145
"715",2022-04-07,0.1753
"716",2022-04-08,0.1601
"717",2022-04-11,0.1494
"718",2022-04-12,0.0754
"719",2022-04-13,0.1151
"720",2022-04-14,0.0952
"721",2022-04-18,0.1328
"722",2022-04-19,0.074
"723",2022-04-20,0.1035
"724",2022-04-21,0.089
"725",2022-04-22,0.0926
"726",2022-04-25,0.0792
"727",2022-04-26,0.091
"728",2022-04-27,0.0926
"729",2022-04-28,0.0725
"730",2022-04-29,0.0709
"731",2022-05-02,0.0541
"732",2022-05-03,0.0698
"733",2022-05-04,0.0673
"734",2022-05-05,0.0921
"735",2022-05-06,0.0862
"736",2022-05-09,0.0694
"737",2022-05-10,0.0745
"738",2022-05-11,0.0766
"739",2022-05-12,0.0795
"740",2022-05-13,0.0631
"741",2022-05-16,0.0555
"742",2022-05-17,0.0575
"743",2022-05-18,0.0498
"744",2022-05-19,0.0697
"745",2022-05-20,0.0542
"746",2022-05-23,0.0624
"747",2022-05-24,0.07
"748",2022-05-25,0.0722
"749",2022-05-26,0.058
"750",2022-05-27,0.0661
"751",2022-05-31,0.0644
"752",2022-06-01,0.0684
"753",2022-06-02,0.0602
"754",2022-06-03,0.0521
"755",2022-06-06,0.048
"756",2022-06-07,0.0492
"757",2022-06-08,0.0477
"758",2022-06-09,0.0617
"759",2022-06-10,0.0473
"760",2022-06-13,0.0516
"761",2022-06-14,0.0582
"762",2022-06-15,0.0651
"763",2022-06-16,0.0770999999999999
"764",2022-06-17,0.0674
"765",2022-06-21,0.0639
"766",2022-06-22,0.0547
"767",2022-06-23,0.0778
"768",2022-06-24,0.0886
"769",2022-06-27,0.0887
"770",2022-06-28,0.0638
"771",2022-06-29,0.076
"772",2022-06-30,0.0851
"773",2022-07-01,0.1143
"774",2022-07-05,0.0947
"775",2022-07-06,0.1032
"776",2022-07-07,0.0992
"777",2022-07-08,0.071
"778",2022-07-11,0.054
"779",2022-07-12,0.0735
"780",2022-07-13,0.0751
"781",2022-07-14,0.1212
"782",2022-07-15,0.0917
"783",2022-07-18,0.0798
"784",2022-07-19,0.09
"785",2022-07-20,0.0929
"786",2022-07-21,0.0838
"787",2022-07-22,0.1006
"788",2022-07-25,0.0678
"789",2022-07-26,0.0837000000000001
"790",2022-07-27,0.0630000000000001
"791",2022-07-28,0.1114
"792",2022-07-29,0.1149
"793",2022-08-01,0.1417
"794",2022-08-02,0.1445
"795",2022-08-03,0.1302
"796",2022-08-04,0.0999
"797",2022-08-05,0.1
"798",2022-08-08,0.0876
"799",2022-08-09,0.0934
"800",2022-08-10,0.0789
"801",2022-08-11,0.0954
"802",2022-08-12,0.0632
"803",2022-08-15,0.0762
"804",2022-08-16,0.0712
"805",2022-08-17,0.0684
"806",2022-08-18,0.0641
"807",2022-08-19,0.0658
"808",2022-08-22,0.0624
"809",2022-08-23,0.0514
"810",2022-08-24,0.0438
"811",2022-08-25,0.0764
"812",2022-08-26,0.0736
"813",2022-08-29,0.0697
"814",2022-08-30,0.0573
"815",2022-08-31,0.0615
"816",2022-09-01,0.066
"817",2022-09-02,0.0758
"818",2022-09-06,0.0807
"819",2022-09-07,0.0638
"820",2022-09-08,0.0424
"821",2022-09-09,0.0376
"822",2022-09-12,0.0411
"823",2022-09-13,0.0627
"824",2022-09-14,0.0715
"825",2022-09-15,0.0642
"826",2022-09-16,0.0531
"827",2022-09-19,0.0568
"828",2022-09-20,0.057
"829",2022-09-21,0.0618
"830",2022-09-22,0.054
"831",2022-09-23,0.0486
"832",2022-09-26,0.0542
"833",2022-09-27,0.046
"834",2022-09-28,0.0448
"835",2022-09-29,0.0492
"836",2022-09-30,0.0524
"837",2022-10-03,0.0565
"838",2022-10-04,0.0758
"839",2022-10-05,0.0776
"840",2022-10-06,0.0897
"841",2022-10-07,0.0795
"842",2022-10-10,0.0855
"843",2022-10-11,0.0576
"844",2022-10-12,0.0582
"845",2022-10-13,0.066
"846",2022-10-14,0.0994
"847",2022-10-17,0.0965
"848",2022-10-18,0.1189
"849",2022-10-19,0.0928
"850",2022-10-20,0.1042
"851",2022-10-21,0.0676
"852",2022-10-24,0.068
"853",2022-10-25,0.0786
"854",2022-10-26,0.0691
"855",2022-10-27,0.0752
"856",2022-10-28,0.0929
"857",2022-10-31,0.1182
"858",2022-11-01,0.1093
"859",2022-11-02,0.1107
"860",2022-11-03,0.1096
"861",2022-11-04,0.1195
"862",2022-11-07,0.1198
"863",2022-11-08,0.1639
"864",2022-11-09,0.1961
"865",2022-11-10,0.2234
"866",2022-11-11,0.2271
"867",2022-11-14,0.2464
"868",2022-11-15,0.2538
"869",2022-11-16,0.2709
"870",2022-11-17,0.2519
"871",2022-11-18,0.2807
"872",2022-11-21,0.2786
"873",2022-11-22,0.2933
"874",2022-11-23,0.2947
"875",2022-11-25,0.3126
"876",2022-11-28,0.3072
"877",2022-11-29,0.3403
"878",2022-11-30,0.3087
"879",2022-12-01,0.3215
"880",2022-12-02,0.3325
"881",2022-12-05,0.3565
"882",2022-12-06,0.3731
"883",2022-12-07,0.3584
"884",2022-12-08,0.3348
"885",2022-12-09,0.3563
"886",2022-12-12,0.3561
"887",2022-12-13,0.3585
"888",2022-12-14,0.3696
"889",2022-12-15,0.362
"890",2022-12-16,0.3404
"891",2022-12-19,0.3307
"892",2022-12-20,0.3186
"893",2022-12-21,0.3192
"894",2022-12-22,0.2962
"895",2022-12-23,0.3116
"896",2022-12-27,0.3045
"897",2022-12-28,0.3209
"898",2022-12-29,0.3101
"899",2022-12-30,0.3739
"900",2023-01-03,0.3641
"901",2023-01-04,0.3667
"902",2023-01-05,0.3426
"903",2023-01-06,0.3645
"904",2023-01-09,0.3569
"905",2023-01-10,0.3417
"906",2023-01-11,0.3044
"907",2023-01-12,0.309
"908",2023-01-13,0.293
"909",2023-01-17,0.2715
"910",2023-01-18,0.2555
"911",2023-01-19,0.2794
"912",2023-01-20,0.3117
"913",2023-01-23,0.2959
"914",2023-01-24,0.2434
"915",2023-01-25,0.2334
"916",2023-01-26,0.2283
"917",2023-01-27,0.2358
"918",2023-01-30,0.242
"919",2023-01-31,0.2532
"920",2023-02-01,0.2792
"921",2023-02-02,0.3476
"922",2023-02-03,0.3368
