date,Ticker,deltaH
2020-11-10,UNH,0.3121
2020-11-11,UNH,0.3377
2020-11-12,UNH,0.3369
2020-11-13,UNH,0.3467
2020-11-16,UNH,0.3312
2020-11-17,UNH,0.3269
2020-11-18,UNH,0.3235
2020-11-19,UNH,0.3327
2020-11-20,UNH,0.3141
2020-11-23,UNH,0.3213
2020-11-24,UNH,0.3257
2020-11-25,UNH,0.3414
2020-11-27,UNH,0.3186
2020-11-30,UNH,0.3157
2020-12-01,UNH,0.3043
2020-12-02,UNH,0.3019
2020-12-03,UNH,0.2933
2020-12-04,UNH,0.2707
2020-12-07,UNH,0.2418
2020-12-08,UNH,0.2185
2020-12-09,UNH,0.2037
2020-12-10,UNH,0.2056
2020-12-11,UNH,0.2004
2020-12-14,UNH,0.2097
2020-12-15,UNH,0.1788
2020-12-16,UNH,0.173
2020-12-17,UNH,0.1738
2020-12-18,UNH,0.1692
2020-12-21,UNH,0.1769
2020-12-22,UNH,0.1808
2020-12-23,UNH,0.1792
2020-12-24,UNH,0.1938
2020-12-28,UNH,0.181
2020-12-29,UNH,0.1915
2020-12-30,UNH,0.1886
2020-12-31,UNH,0.1943
2021-01-04,UNH,0.1953
2021-01-05,UNH,0.1835
2021-01-06,UNH,0.1715
2021-01-07,UNH,0.1705
2021-01-08,UNH,0.1715
2021-01-11,UNH,0.1807
2021-01-12,UNH,0.1744
2021-01-13,UNH,0.1874
2021-01-14,UNH,0.1873
2021-01-15,UNH,0.193
2021-01-19,UNH,0.1858
2021-01-20,UNH,0.188
2021-01-21,UNH,0.157
2021-01-22,UNH,0.1651
2021-01-25,UNH,0.1781
2021-01-26,UNH,0.2069
2021-01-27,UNH,0.2082
2021-01-28,UNH,0.211
2021-01-29,UNH,0.2074
2021-02-01,UNH,0.209
2021-02-02,UNH,0.1942
2021-02-03,UNH,0.185
2021-02-04,UNH,0.1791
2021-02-05,UNH,0.1801
2021-02-08,UNH,0.1605
2021-02-09,UNH,0.1665
2021-02-10,UNH,0.1553
2021-02-11,UNH,0.156
2021-02-12,UNH,0.1476
2021-02-16,UNH,0.1581
2021-02-17,UNH,0.1619
2021-02-18,UNH,0.1685
2021-02-19,UNH,0.1574
2021-02-22,UNH,0.1579
2021-02-23,UNH,0.1583
2021-02-24,UNH,0.1665
2021-02-25,UNH,0.1549
2021-02-26,UNH,0.1614
2021-03-01,UNH,0.1439
2021-03-02,UNH,0.1547
2021-03-03,UNH,0.1482
2021-03-04,UNH,0.1547
2021-03-05,UNH,0.1562
2021-03-08,UNH,0.1603
2021-03-09,UNH,0.1866
2021-03-10,UNH,0.2043
2021-03-11,UNH,0.2078
2021-03-12,UNH,0.2152
2021-03-15,UNH,0.1993
2021-03-16,UNH,0.2045
2021-03-17,UNH,0.1998
2021-03-18,UNH,0.1978
2021-03-19,UNH,0.1893
2021-03-22,UNH,0.1893
2021-03-23,UNH,0.1796
2021-03-24,UNH,0.2004
2021-03-25,UNH,0.1935
2021-03-26,UNH,0.2025
2021-03-29,UNH,0.2035
2021-03-30,UNH,0.218
2021-03-31,UNH,0.2127
2021-04-01,UNH,0.2223
2021-04-05,UNH,0.2311
2021-04-06,UNH,0.2452
2021-04-07,UNH,0.2553
2021-04-08,UNH,0.2549
2021-04-09,UNH,0.2505
2021-04-12,UNH,0.2544
2021-04-13,UNH,0.2399
2021-04-14,UNH,0.2566
2021-04-15,UNH,0.2747
2021-04-16,UNH,0.2821
2021-04-19,UNH,0.2716
2021-04-20,UNH,0.2721
2021-04-21,UNH,0.2736
2021-04-22,UNH,0.2986
2021-04-23,UNH,0.2883
2021-04-26,UNH,0.3033
2021-04-27,UNH,0.2988
2021-04-28,UNH,0.303
2021-04-29,UNH,0.3109
2021-04-30,UNH,0.3098
2021-05-03,UNH,0.3022
2021-05-04,UNH,0.3212
2021-05-05,UNH,0.3207
2021-05-06,UNH,0.3429
2021-05-07,UNH,0.3376
2021-05-10,UNH,0.3304
2021-05-11,UNH,0.3261
2021-05-12,UNH,0.3278
2021-05-13,UNH,0.3374
2021-05-14,UNH,0.336
2021-05-17,UNH,0.3368
2021-05-18,UNH,0.3369
2021-05-19,UNH,0.3402
2021-05-20,UNH,0.3568
2021-05-21,UNH,0.3415
2021-05-24,UNH,0.3713
2021-05-25,UNH,0.3671
2021-05-26,UNH,0.3763
2021-05-27,UNH,0.3786
2021-05-28,UNH,0.3777
2021-06-01,UNH,0.3452
2021-06-02,UNH,0.3482
2021-06-03,UNH,0.3512
2021-06-04,UNH,0.3743
2021-06-07,UNH,0.3783
2021-06-08,UNH,0.3884
2021-06-09,UNH,0.3624
2021-06-10,UNH,0.3665
2021-06-11,UNH,0.3696
2021-06-14,UNH,0.3659
2021-06-15,UNH,0.3558
2021-06-16,UNH,0.3628
2021-06-17,UNH,0.3644
2021-06-18,UNH,0.3561
2021-06-21,UNH,0.338
2021-06-22,UNH,0.3419
2021-06-23,UNH,0.3341
2021-06-24,UNH,0.3597
2021-06-25,UNH,0.3486
2021-06-28,UNH,0.3585
2021-06-29,UNH,0.3368
2021-06-30,UNH,0.3373
2021-07-01,UNH,0.3377
2021-07-02,UNH,0.3526
2021-07-06,UNH,0.3326
2021-07-07,UNH,0.3471
2021-07-08,UNH,0.3491
2021-07-09,UNH,0.3642
2021-07-12,UNH,0.3623
2021-07-13,UNH,0.364
2021-07-14,UNH,0.3457
2021-07-15,UNH,0.3383
2021-07-16,UNH,0.3497
2021-07-19,UNH,0.3797
2021-07-20,UNH,0.3778
2021-07-21,UNH,0.3804
2021-07-22,UNH,0.3502
2021-07-23,UNH,0.3529
2021-07-26,UNH,0.3486
2021-07-27,UNH,0.3547
2021-07-28,UNH,0.3371
2021-07-29,UNH,0.3428
2021-07-30,UNH,0.3404
2021-08-02,UNH,0.3564
2021-08-03,UNH,0.3416
2021-08-04,UNH,0.3616
2021-08-05,UNH,0.3615
2021-08-06,UNH,0.3885
2021-08-09,UNH,0.3799
2021-08-10,UNH,0.3755
2021-08-11,UNH,0.3612
2021-08-12,UNH,0.3645
2021-08-13,UNH,0.3666
2021-08-16,UNH,0.3683
2021-08-17,UNH,0.3444
2021-08-18,UNH,0.3593
2021-08-19,UNH,0.357
2021-08-20,UNH,0.3687
2021-08-23,UNH,0.3803
2021-08-24,UNH,0.4
2021-08-25,UNH,0.3777
2021-08-26,UNH,0.3718
2021-08-27,UNH,0.3652
2021-08-30,UNH,0.3736
2021-08-31,UNH,0.3574
2021-09-01,UNH,0.374
2021-09-02,UNH,0.3651
2021-09-03,UNH,0.3811
2021-09-07,UNH,0.3818
2021-09-08,UNH,0.3836
2021-09-09,UNH,0.3706
2021-09-10,UNH,0.3686
2021-09-13,UNH,0.3672
2021-09-14,UNH,0.3745
2021-09-15,UNH,0.3632
2021-09-16,UNH,0.3737
2021-09-17,UNH,0.3507
2021-09-20,UNH,0.367
2021-09-21,UNH,0.3549
2021-09-22,UNH,0.3606
2021-09-23,UNH,0.3463
2021-09-24,UNH,0.3607
2021-09-27,UNH,0.3717
2021-09-28,UNH,0.3807
2021-09-29,UNH,0.3548
2021-09-30,UNH,0.3705
2021-10-01,UNH,0.3648
2021-10-04,UNH,0.3776
2021-10-05,UNH,0.3749
2021-10-06,UNH,0.3761
2021-10-07,UNH,0.3467
2021-10-08,UNH,0.3425
2021-10-11,UNH,0.3424
2021-10-12,UNH,0.3496
2021-10-13,UNH,0.3349
2021-10-14,UNH,0.3415
2021-10-15,UNH,0.3264
2021-10-18,UNH,0.3269
2021-10-19,UNH,0.3318
2021-10-20,UNH,0.3384
2021-10-21,UNH,0.3311
2021-10-22,UNH,0.3367
2021-10-25,UNH,0.3388
2021-10-26,UNH,0.3556
2021-10-27,UNH,0.3357
2021-10-28,UNH,0.3404
2021-10-29,UNH,0.3192
2021-11-01,UNH,0.3354
2021-11-02,UNH,0.3163
2021-11-03,UNH,0.3094
2021-11-04,UNH,0.3019
2021-11-05,UNH,0.3216
2021-11-08,UNH,0.3206
2021-11-09,UNH,0.3348
2021-11-10,UNH,0.3116
2021-11-11,UNH,0.3127
2021-11-12,UNH,0.3002
2021-11-15,UNH,0.307
2021-11-16,UNH,0.3098
2021-11-17,UNH,0.3139
2021-11-18,UNH,0.2929
2021-11-19,UNH,0.3038
2021-11-22,UNH,0.3124
2021-11-23,UNH,0.3231
2021-11-24,UNH,0.3234
2021-11-26,UNH,0.3288
2021-11-29,UNH,0.2972
2021-11-30,UNH,0.3063
2021-12-01,UNH,0.2929
2021-12-02,UNH,0.3033
2021-12-03,UNH,0.2938
2021-12-06,UNH,0.2986
2021-12-07,UNH,0.2933
2021-12-08,UNH,0.2984
2021-12-09,UNH,0.2865
2021-12-10,UNH,0.3023
2021-12-13,UNH,0.3012
2021-12-14,UNH,0.3208
2021-12-15,UNH,0.3192
2021-12-16,UNH,0.3142
2021-12-17,UNH,0.2948
2021-12-20,UNH,0.2898
2021-12-21,UNH,0.2941
2021-12-22,UNH,0.315
2021-12-23,UNH,0.2926
2021-12-27,UNH,0.3022
2021-12-28,UNH,0.2991
2021-12-29,UNH,0.3216
2021-12-30,UNH,0.3024
2021-12-31,UNH,0.3028
2022-01-03,UNH,0.2763
2022-01-04,UNH,0.2858
2022-01-05,UNH,0.2917
2022-01-06,UNH,0.3144
2022-01-07,UNH,0.3096
2022-01-10,UNH,0.3301
2022-01-11,UNH,0.3138
2022-01-12,UNH,0.3231
2022-01-13,UNH,0.3243
2022-01-14,UNH,0.3249
2022-01-18,UNH,0.3156
2022-01-19,UNH,0.3062
2022-01-20,UNH,0.3004
2022-01-21,UNH,0.3135
2022-01-24,UNH,0.2982
2022-01-25,UNH,0.3087
2022-01-26,UNH,0.3015
2022-01-27,UNH,0.3149
2022-01-28,UNH,0.3153
2022-01-31,UNH,0.3215
2022-02-01,UNH,0.3151
2022-02-02,UNH,0.3273
2022-02-03,UNH,0.3302
2022-02-04,UNH,0.3499
2022-02-07,UNH,0.3108
2022-02-08,UNH,0.3206
2022-02-09,UNH,0.309
2022-02-10,UNH,0.3293
2022-02-11,UNH,0.3282
2022-02-14,UNH,0.3362
2022-02-15,UNH,0.3126
2022-02-16,UNH,0.3127
2022-02-17,UNH,0.3207
2022-02-18,UNH,0.3307
2022-02-22,UNH,0.3198
2022-02-23,UNH,0.3354
2022-02-24,UNH,0.3318
2022-02-25,UNH,0.3425
2022-02-28,UNH,0.3391
2022-03-01,UNH,0.3394
2022-03-02,UNH,0.3329
2022-03-03,UNH,0.3446
2022-03-04,UNH,0.3359
2022-03-07,UNH,0.3361
2022-03-08,UNH,0.319
2022-03-09,UNH,0.3293
2022-03-10,UNH,0.3107
2022-03-11,UNH,0.3252
2022-03-14,UNH,0.3223
2022-03-15,UNH,0.3407
2022-03-16,UNH,0.3261
2022-03-17,UNH,0.3428
2022-03-18,UNH,0.3527
2022-03-21,UNH,0.3615
2022-03-22,UNH,0.3341
2022-03-23,UNH,0.3341
2022-03-24,UNH,0.3205
2022-03-25,UNH,0.3296
2022-03-28,UNH,0.3282
2022-03-29,UNH,0.3365
2022-03-30,UNH,0.3183
2022-03-31,UNH,0.32
2022-04-01,UNH,0.3313
2022-04-04,UNH,0.3405
2022-04-05,UNH,0.331
2022-04-06,UNH,0.3512
2022-04-07,UNH,0.3265
2022-04-08,UNH,0.3346
2022-04-11,UNH,0.3269
2022-04-12,UNH,0.3367
2022-04-13,UNH,0.3301
2022-04-14,UNH,0.3365
2022-04-18,UNH,0.3296
2022-04-19,UNH,0.3373
2022-04-20,UNH,0.3242
2022-04-21,UNH,0.3356
2022-04-22,UNH,0.3298
2022-04-25,UNH,0.345
2022-04-26,UNH,0.3449
2022-04-27,UNH,0.3438
2022-04-28,UNH,0.3315
2022-04-29,UNH,0.3374
2022-05-02,UNH,0.337
2022-05-03,UNH,0.3484
2022-05-04,UNH,0.3283
2022-05-05,UNH,0.3423
2022-05-06,UNH,0.3273
2022-05-09,UNH,0.3457
2022-05-10,UNH,0.3404
2022-05-11,UNH,0.3429
2022-05-12,UNH,0.317
2022-05-13,UNH,0.3216
2022-05-16,UNH,0.338
2022-05-17,UNH,0.3604
2022-05-18,UNH,0.3395
2022-05-19,UNH,0.3489
2022-05-20,UNH,0.3387
2022-05-23,UNH,0.3533
2022-05-24,UNH,0.3583
2022-05-25,UNH,0.3525
2022-05-26,UNH,0.3443
2022-05-27,UNH,0.3441
2022-05-31,UNH,0.3252
2022-06-01,UNH,0.3307
2022-06-02,UNH,0.3227
2022-06-03,UNH,0.34
2022-06-06,UNH,0.3341
2022-06-07,UNH,0.3577
2022-06-08,UNH,0.3435
2022-06-09,UNH,0.3414
2022-06-10,UNH,0.3122
2022-06-13,UNH,0.3119
2022-06-14,UNH,0.307
2022-06-15,UNH,0.3178
2022-06-16,UNH,0.2992
2022-06-17,UNH,0.3073
2022-06-21,UNH,0.2998
2022-06-22,UNH,0.3185
2022-06-23,UNH,0.324
2022-06-24,UNH,0.3215
2022-06-27,UNH,0.296
2022-06-28,UNH,0.2952
2022-06-29,UNH,0.2992
2022-06-30,UNH,0.308
2022-07-01,UNH,0.2887
2022-07-05,UNH,0.2966
2022-07-06,UNH,0.2762
2022-07-07,UNH,0.274
2022-07-08,UNH,0.2649
2022-07-11,UNH,0.2753
2022-07-12,UNH,0.2656
2022-07-13,UNH,0.2767
2022-07-14,UNH,0.2712
2022-07-15,UNH,0.2775
2022-07-18,UNH,0.2541
2022-07-19,UNH,0.2619
2022-07-20,UNH,0.2492
2022-07-21,UNH,0.2634
2022-07-22,UNH,0.2446
2022-07-25,UNH,0.253
2022-07-26,UNH,0.2518
2022-07-27,UNH,0.2497
2022-07-28,UNH,0.2531
2022-07-29,UNH,0.2601
2022-08-01,UNH,0.239
2022-08-02,UNH,0.246
2022-08-03,UNH,0.2347
2022-08-04,UNH,0.2512
2022-08-05,UNH,0.2624
2022-08-08,UNH,0.2719
2022-08-09,UNH,0.2482
2022-08-10,UNH,0.2431
2022-08-11,UNH,0.2459
2022-08-12,UNH,0.2676
2022-08-15,UNH,0.2528
2022-08-16,UNH,0.273
2022-08-17,UNH,0.2642
2022-08-18,UNH,0.284
2022-08-19,UNH,0.2851
2022-08-22,UNH,0.2974
2022-08-23,UNH,0.2944
2022-08-24,UNH,0.3117
2022-08-25,UNH,0.3176
2022-08-26,UNH,0.3224
2022-08-29,UNH,0.3107
2022-08-30,UNH,0.3167
2022-08-31,UNH,0.3037
2022-09-01,UNH,0.3093
2022-09-02,UNH,0.3026
2022-09-06,UNH,0.3098
2022-09-07,UNH,0.3015
2022-09-08,UNH,0.3036
2022-09-09,UNH,0.3126
2022-09-12,UNH,0.3284
2022-09-13,UNH,0.3068
2022-09-14,UNH,0.3207
2022-09-15,UNH,0.3138
2022-09-16,UNH,0.3349
2022-09-19,UNH,0.328
2022-09-20,UNH,0.3314
2022-09-21,UNH,0.3103
2022-09-22,UNH,0.3202
2022-09-23,UNH,0.3335
2022-09-26,UNH,0.3571
2022-09-27,UNH,0.3499
2022-09-28,UNH,0.357
2022-09-29,UNH,0.3353
2022-09-30,UNH,0.3375
2022-10-03,UNH,0.3393
2022-10-04,UNH,0.3414
2022-10-05,UNH,0.329
2022-10-06,UNH,0.338
2022-10-07,UNH,0.3368
2022-10-10,UNH,0.3348
2022-10-11,UNH,0.3217
2022-10-12,UNH,0.3397
2022-10-13,UNH,0.3267
2022-10-14,UNH,0.3377
2022-10-17,UNH,0.3186
2022-10-18,UNH,0.3162
2022-10-19,UNH,0.2998
2022-10-20,UNH,0.3127
2022-10-21,UNH,0.3227
2022-10-24,UNH,0.3395
2022-10-25,UNH,0.3198
2022-10-26,UNH,0.3372
2022-10-27,UNH,0.323
2022-10-28,UNH,0.3269
2022-10-31,UNH,0.3269
2022-11-01,UNH,0.3269
2022-11-02,UNH,0.2998
2022-11-03,UNH,0.2938
2022-11-04,UNH,0.3041
2022-11-07,UNH,0.3208
2022-11-08,UNH,0.311
2022-11-09,UNH,0.3193
2022-11-10,UNH,0.3104
2022-11-11,UNH,0.3285
2022-11-14,UNH,0.3289
2022-11-15,UNH,0.3348
2022-11-16,UNH,0.3169
2022-11-17,UNH,0.3321
2022-11-18,UNH,0.3281
2022-11-21,UNH,0.3318
2022-11-22,UNH,0.3245
2022-11-23,UNH,0.3346
2022-11-25,UNH,0.329
2022-11-28,UNH,0.3539
2022-11-29,UNH,0.3546
2022-11-30,UNH,0.3646
2022-12-01,UNH,0.3531
2022-12-02,UNH,0.3659
2022-12-05,UNH,0.3697
2022-12-06,UNH,0.3796
2022-12-07,UNH,0.3637
2022-12-08,UNH,0.37
2022-12-09,UNH,0.3633
2022-12-12,UNH,0.3726
2022-12-13,UNH,0.3746
2022-12-14,UNH,0.3892
2022-12-15,UNH,0.3774
2022-12-16,UNH,0.3842
2022-12-19,UNH,0.3863
2022-12-20,UNH,0.405
