"","date","TSLA"
"1",2022-04-18,0.2279
"2",2022-04-19,0.2232
"3",2022-04-20,0.2307
"4",2022-04-21,0.2375
"5",2022-04-22,0.2358
"6",2022-04-25,0.2262
"7",2022-04-26,0.2162
"8",2022-04-27,0.2185
"9",2022-04-28,0.2222
"10",2022-04-29,0.2251
"11",2022-05-02,0.2299
"12",2022-05-03,0.2186
"13",2022-05-04,0.2084
"14",2022-05-05,0.2176
"15",2022-05-06,0.226
"16",2022-05-09,0.2344
"17",2022-05-10,0.2372
"18",2022-05-11,0.2292
"19",2022-05-12,0.2239
"20",2022-05-13,0.2201
"21",2022-05-16,0.2265
"22",2022-05-17,0.2208
"23",2022-05-18,0.2194
"24",2022-05-19,0.2172
"25",2022-05-20,0.2077
"26",2022-05-23,0.2042
"27",2022-05-24,0.2099
"28",2022-05-25,0.2122
"29",2022-05-26,0.2211
"30",2022-05-27,0.2194
"31",2022-05-31,0.2228
"32",2022-06-01,0.2218
"33",2022-06-02,0.2198
"34",2022-06-03,0.2199
"35",2022-06-06,0.2172
"36",2022-06-07,0.2159
"37",2022-06-08,0.2112
"38",2022-06-09,0.2077
"39",2022-06-10,0.2097
"40",2022-06-13,0.206
"41",2022-06-14,0.2126
"42",2022-06-15,0.2096
"43",2022-06-16,0.2028
"44",2022-06-17,0.2003
"45",2022-06-21,0.205
"46",2022-06-22,0.2031
"47",2022-06-23,0.2052
"48",2022-06-24,0.2024
"49",2022-06-27,0.202
"50",2022-06-28,0.211
"51",2022-06-29,0.2197
"52",2022-06-30,0.2232
"53",2022-07-01,0.224
"54",2022-07-05,0.2222
"55",2022-07-06,0.2205
"56",2022-07-07,0.2188
"57",2022-07-08,0.2167
"58",2022-07-11,0.2145
"59",2022-07-12,0.2148
"60",2022-07-13,0.2108
"61",2022-07-14,0.2122
"62",2022-07-15,0.2087
"63",2022-07-18,0.2126
"64",2022-07-19,0.2132
"65",2022-07-20,0.2157
"66",2022-07-21,0.2168
"67",2022-07-22,0.2162
"68",2022-07-25,0.2168
"69",2022-07-26,0.224
"70",2022-07-27,0.226
"71",2022-07-28,0.2315
"72",2022-07-29,0.2184
"73",2022-08-01,0.2088
"74",2022-08-02,0.2126
"75",2022-08-03,0.2174
"76",2022-08-04,0.2232
"77",2022-08-05,0.2231
"78",2022-08-08,0.2236
"79",2022-08-09,0.2274
"80",2022-08-10,0.2387
"81",2022-08-11,0.2502
"82",2022-08-12,0.2431
"83",2022-08-15,0.2473
"84",2022-08-16,0.2476
"85",2022-08-17,0.2412
"86",2022-08-18,0.2377
"87",2022-08-19,0.2431
"88",2022-08-22,0.2458
"89",2022-08-23,0.2496
"90",2022-08-24,0.2451
"91",2022-08-25,0.2455
"92",2022-08-26,0.2443
"93",2022-08-29,0.2506
"94",2022-08-30,0.257
"95",2022-08-31,0.2582
"96",2022-09-01,0.2576
"97",2022-09-02,0.2508
"98",2022-09-06,0.2518
"99",2022-09-07,0.2609
"100",2022-09-08,0.2615
"101",2022-09-09,0.2655
"102",2022-09-12,0.2601
"103",2022-09-13,0.2545
"104",2022-09-14,0.2581
"105",2022-09-15,0.261
"106",2022-09-16,0.2673
"107",2022-09-19,0.2726
"108",2022-09-20,0.2699
"109",2022-09-21,0.2725
"110",2022-09-22,0.277
"111",2022-09-23,0.2877
"112",2022-09-26,0.2861
"113",2022-09-27,0.2881
"114",2022-09-28,0.2855
"115",2022-09-29,0.282
"116",2022-09-30,0.2778
"117",2022-10-03,0.2814
"118",2022-10-04,0.2814
"119",2022-10-05,0.2838
"120",2022-10-06,0.282
"121",2022-10-07,0.2809
"122",2022-10-10,0.2828
"123",2022-10-11,0.2833
"124",2022-10-12,0.2863
"125",2022-10-13,0.2901
"126",2022-10-14,0.2939
"127",2022-10-17,0.2935
"128",2022-10-18,0.2973
"129",2022-10-19,0.3048
"130",2022-10-20,0.3012
"131",2022-10-21,0.3049
"132",2022-10-24,0.2988
"133",2022-10-25,0.2941
"134",2022-10-26,0.2934
"135",2022-10-27,0.2973
"136",2022-10-28,0.3053
"137",2022-10-31,0.3077
"138",2022-11-01,0.3061
"139",2022-11-02,0.3055
"140",2022-11-03,0.3129
"141",2022-11-04,0.3249
"142",2022-11-07,0.3214
"143",2022-11-08,0.3191
"144",2022-11-09,0.3152
"145",2022-11-10,0.3038
"146",2022-11-11,0.3027
"147",2022-11-14,0.3058
"148",2022-11-15,0.3075
"149",2022-11-16,0.311
"150",2022-11-17,0.3073
"151",2022-11-18,0.3089
"152",2022-11-21,0.3046
"153",2022-11-22,0.3089
"154",2022-11-23,0.3131
"155",2022-11-25,0.3155
"156",2022-11-28,0.3102
"157",2022-11-29,0.308
"158",2022-11-30,0.3113
"159",2022-12-01,0.3166
"160",2022-12-02,0.3169
"161",2022-12-05,0.3194
"162",2022-12-06,0.3118
"163",2022-12-07,0.3036
"164",2022-12-08,0.307
"165",2022-12-09,0.3123
"166",2022-12-12,0.3141
"167",2022-12-13,0.3138
"168",2022-12-14,0.3141
"169",2022-12-15,0.3151
"170",2022-12-16,0.3236
"171",2022-12-19,0.3353
"172",2022-12-20,0.3316
"173",2022-12-21,0.3249
"174",2022-12-22,0.3188
"175",2022-12-23,0.3137
"176",2022-12-27,0.3112
"177",2022-12-28,0.3087
"178",2022-12-29,0.3045
"179",2022-12-30,0.306
"180",2023-01-03,0.3049
"181",2023-01-04,0.3062
"182",2023-01-05,0.3028
"183",2023-01-06,0.3087
"184",2023-01-09,0.3148
"185",2023-01-10,0.3206
"186",2023-01-11,0.317
"187",2023-01-12,0.3112
"188",2023-01-13,0.3095
"189",2023-01-17,0.3082
"190",2023-01-18,0.3081
"191",2023-01-19,0.3125
"192",2023-01-20,0.3086
"193",2023-01-23,0.3017
"194",2023-01-24,0.299
"195",2023-01-25,0.3001
"196",2023-01-26,0.302
"197",2023-01-27,0.305
"198",2023-01-30,0.3009
"199",2023-01-31,0.2943
"200",2023-02-01,0.288
"201",2023-02-02,0.2904
"202",2023-02-03,0.2822
"203",2023-02-06,0.2751
"204",2023-02-07,0.2679
"205",2023-02-08,0.2576
"206",2023-02-09,0.2628
"207",2023-02-10,0.2688
"208",2023-02-13,0.2669
"209",2023-02-14,0.2726
"210",2023-02-15,0.2724
"211",2023-02-16,0.2748
"212",2023-02-17,0.274
"213",2023-02-21,0.2822
"214",2023-02-22,0.2859
"215",2023-02-23,0.2855
"216",2023-02-24,0.2855
"217",2023-02-27,0.2812
"218",2023-02-28,0.2846
"219",2023-03-01,0.2958
"220",2023-03-02,0.2996
"221",2023-03-03,0.3064
"222",2023-03-06,0.299
"223",2023-03-07,0.2991
"224",2023-03-08,0.3102
"225",2023-03-09,0.3129
"226",2023-03-10,0.316
"227",2023-03-13,0.3176
"228",2023-03-14,0.3113
"229",2023-03-15,0.3092
"230",2023-03-16,0.3106
"231",2023-03-17,0.3207
"232",2023-03-20,0.3227
"233",2023-03-21,0.3159
"234",2023-03-22,0.3149
"235",2023-03-23,0.3124
"236",2023-03-24,0.3132
"237",2023-03-27,0.3204
"238",2023-03-28,0.3213
"239",2023-03-29,0.3262
"240",2023-03-30,0.3243
"241",2023-03-31,0.3239
"242",2023-04-03,0.3184
"243",2023-04-04,0.3188
"244",2023-04-05,0.3203
"245",2023-04-06,0.3254
"246",2023-04-10,0.3233
"247",2023-04-11,0.3201
"248",2023-04-12,0.3298
"249",2023-04-13,0.3409
"250",2023-04-14,0.3447
"251",2023-04-17,0.3464
"252",2023-04-18,0.339
"253",2023-04-19,0.3352
"254",2023-04-20,0.3341
