"","date","TSLA"
"255",2023-04-21,0.3334
"256",2023-04-24,0.3346
"257",2023-04-25,0.3333
"258",2023-04-26,0.3298
"259",2023-04-27,0.3243
"260",2023-04-28,0.3257
"261",2023-05-01,0.3353
"262",2023-05-02,0.3312
"263",2023-05-03,0.334
"264",2023-05-04,0.3247
"265",2023-05-05,0.3182
"266",2023-05-08,0.3188
"267",2023-05-09,0.3225
"268",2023-05-10,0.3257
"269",2023-05-11,0.3322
"270",2023-05-12,0.3345
"271",2023-05-15,0.334
"272",2023-05-16,0.331
"273",2023-05-17,0.3281
"274",2023-05-18,0.3307
"275",2023-05-19,0.3312
"276",2023-05-22,0.3324
"277",2023-05-23,0.3245
"278",2023-05-24,0.3203
"279",2023-05-25,0.3212
"280",2023-05-26,0.3178
"281",2023-05-30,0.3198
"282",2023-05-31,0.3111
"283",2023-06-01,0.306
"284",2023-06-02,0.3034
"285",2023-06-05,0.3027
"286",2023-06-06,0.306
"287",2023-06-07,0.3071
"288",2023-06-08,0.3023
"289",2023-06-09,0.3016
"290",2023-06-12,0.3066
"291",2023-06-13,0.3179
"292",2023-06-14,0.313
"293",2023-06-15,0.3076
"294",2023-06-16,0.3068
"295",2023-06-20,0.2994
"296",2023-06-21,0.2992
"297",2023-06-22,0.3029
"298",2023-06-23,0.2986
"299",2023-06-26,0.3003
"300",2023-06-27,0.298
"301",2023-06-28,0.3007
"302",2023-06-29,0.3042
