"","date","V"
"152",2020-01-14,0.2914
"153",2020-01-15,0.2779
"154",2020-01-16,0.2845
"155",2020-01-17,0.2827
"156",2020-01-21,0.2829
"157",2020-01-22,0.2758
"158",2020-01-23,0.287
"159",2020-01-24,0.3001
"160",2020-01-27,0.3124
"161",2020-01-28,0.3356
"162",2020-01-29,0.3272
"163",2020-01-30,0.3145
"164",2020-01-31,0.3189
"165",2020-02-03,0.3104
"166",2020-02-04,0.3051
"167",2020-02-05,0.2967
"168",2020-02-06,0.3023
"169",2020-02-07,0.2863
"170",2020-02-10,0.3046
"171",2020-02-11,0.3222
"172",2020-02-12,0.3166
"173",2020-02-13,0.3088
"174",2020-02-14,0.3119
"175",2020-02-18,0.2993
"176",2020-02-19,0.3127
"177",2020-02-20,0.2877
"178",2020-02-21,0.2858
"179",2020-02-24,0.2913
"180",2020-02-25,0.3092
"181",2020-02-26,0.3047
"182",2020-02-27,0.3128
"183",2020-02-28,0.3147
"184",2020-03-02,0.3333
"185",2020-03-03,0.3445
"186",2020-03-04,0.3635
"187",2020-03-05,0.3482
"188",2020-03-06,0.3354
"189",2020-03-09,0.3528
"190",2020-03-10,0.3694
"191",2020-03-11,0.369
"192",2020-03-12,0.367
"193",2020-03-13,0.3476
"194",2020-03-16,0.3773
"195",2020-03-17,0.3693
"196",2020-03-18,0.3795
"197",2020-03-19,0.3572
"198",2020-03-20,0.3459
"199",2020-03-23,0.3333
"200",2020-03-24,0.3443
"201",2020-03-25,0.3715
"202",2020-03-26,0.3954
"203",2020-03-27,0.3923
"204",2020-03-30,0.4061
"205",2020-03-31,0.3778
"206",2020-04-01,0.3762
"207",2020-04-02,0.3523
"208",2020-04-03,0.3383
"209",2020-04-06,0.3314
"210",2020-04-07,0.3609
"211",2020-04-08,0.3927
"212",2020-04-09,0.3946
"213",2020-04-13,0.3615
"214",2020-04-14,0.3524
"215",2020-04-15,0.3311
"216",2020-04-16,0.3655
"217",2020-04-17,0.3336
"218",2020-04-20,0.3349
"219",2020-04-21,0.326
"220",2020-04-22,0.3437
"221",2020-04-23,0.357
"222",2020-04-24,0.3741
"223",2020-04-27,0.3216
"224",2020-04-28,0.3453
"225",2020-04-29,0.3521
"226",2020-04-30,0.3717
"227",2020-05-01,0.3563
"228",2020-05-04,0.343
"229",2020-05-05,0.2966
"230",2020-05-06,0.2984
"231",2020-05-07,0.3255
"232",2020-05-08,0.3321
"233",2020-05-11,0.3055
"234",2020-05-12,0.2994
"235",2020-05-13,0.2853
"236",2020-05-14,0.2852
"237",2020-05-15,0.2775
"238",2020-05-18,0.2661
"239",2020-05-19,0.2551
"240",2020-05-20,0.2494
"241",2020-05-21,0.2418
"242",2020-05-22,0.2542
"243",2020-05-26,0.2249
"244",2020-05-27,0.2136
"245",2020-05-28,0.1809
"246",2020-05-29,0.172
"247",2020-06-01,0.0769
"248",2020-06-02,0.0855
"249",2020-06-03,0.074
"250",2020-06-04,0.0923
"251",2020-06-05,0.0853
"252",2020-06-08,0.0902
"253",2020-06-09,0.0594
"254",2020-06-10,0.0578
"255",2020-06-11,0.0648
"256",2020-06-12,0.0726
"257",2020-06-15,0.0562
"258",2020-06-16,0.0615
"259",2020-06-17,0.0703
"260",2020-06-18,0.0675
"261",2020-06-19,0.0735999999999999
"262",2020-06-22,0.0813
"263",2020-06-23,0.0849
"264",2020-06-24,0.1003
"265",2020-06-25,0.0693
"266",2020-06-26,0.0993
"267",2020-06-29,0.0899
"268",2020-06-30,0.0938
"269",2020-07-01,0.0785999999999999
"270",2020-07-02,0.0854
"271",2020-07-06,0.0885
"272",2020-07-07,0.0895
"273",2020-07-08,0.0761000000000001
"274",2020-07-09,0.1137
"275",2020-07-10,0.1517
"276",2020-07-13,0.1987
"277",2020-07-14,0.1831
"278",2020-07-15,0.1527
"279",2020-07-16,0.1292
"280",2020-07-17,0.1238
"281",2020-07-20,0.1425
"282",2020-07-21,0.1531
"283",2020-07-22,0.1322
"284",2020-07-23,0.1334
"285",2020-07-24,0.1358
"286",2020-07-27,0.1422
"287",2020-07-28,0.1177
"288",2020-07-29,0.1199
"289",2020-07-30,0.0896
"290",2020-07-31,0.1053
"291",2020-08-03,0.129
"292",2020-08-04,0.1514
"293",2020-08-05,0.1211
"294",2020-08-06,0.1286
"295",2020-08-07,0.1051
"296",2020-08-10,0.1138
"297",2020-08-11,0.1214
"298",2020-08-12,0.1129
"299",2020-08-13,0.0912000000000001
"300",2020-08-14,0.0989
"301",2020-08-17,0.1016
"302",2020-08-18,0.1268
"303",2020-08-19,0.1157
"304",2020-08-20,0.1184
"305",2020-08-21,0.1112
"306",2020-08-24,0.1323
"307",2020-08-25,0.1222
"308",2020-08-26,0.1444
"309",2020-08-27,0.1496
"310",2020-08-28,0.1714
"311",2020-08-31,0.2022
"312",2020-09-01,0.189
"313",2020-09-02,0.1354
"314",2020-09-03,0.1635
"315",2020-09-04,0.1735
"316",2020-09-08,0.1749
"317",2020-09-09,0.1364
"318",2020-09-10,0.1308
"319",2020-09-11,0.1039
"320",2020-09-14,0.1215
"321",2020-09-15,0.1425
"322",2020-09-16,0.1458
"323",2020-09-17,0.1399
"324",2020-09-18,0.1526
"325",2020-09-21,0.1285
"326",2020-09-22,0.1389
"327",2020-09-23,0.1319
"328",2020-09-24,0.1418
"329",2020-09-25,0.1206
"330",2020-09-28,0.146
"331",2020-09-29,0.1576
"332",2020-09-30,0.1595
"333",2020-10-01,0.1273
"334",2020-10-02,0.1087
"335",2020-10-05,0.0942
"336",2020-10-06,0.1225
"337",2020-10-07,0.116
"338",2020-10-08,0.1307
"339",2020-10-09,0.1137
"340",2020-10-12,0.1261
"341",2020-10-13,0.1503
"342",2020-10-14,0.1564
"343",2020-10-15,0.1085
"344",2020-10-16,0.1142
"345",2020-10-19,0.094
"346",2020-10-20,0.107
"347",2020-10-21,0.1067
"348",2020-10-22,0.1094
"349",2020-10-23,0.0687
"350",2020-10-26,0.0535
"351",2020-10-27,0.0644
"352",2020-10-28,0.0861999999999999
"353",2020-10-29,0.0688
"354",2020-10-30,0.1059
"355",2020-11-02,0.0715
"356",2020-11-03,0.0993
"357",2020-11-04,0.0951
"358",2020-11-05,0.0971000000000001
"359",2020-11-06,0.0819
"360",2020-11-09,0.092
"361",2020-11-10,0.0871
"362",2020-11-11,0.11
"363",2020-11-12,0.0947
"364",2020-11-13,0.1035
"365",2020-11-16,0.1132
"366",2020-11-17,0.1256
"367",2020-11-18,0.1208
"368",2020-11-19,0.1255
"369",2020-11-20,0.1294
"370",2020-11-23,0.1458
"371",2020-11-24,0.1691
"372",2020-11-25,0.1766
"373",2020-11-27,0.1366
"374",2020-11-30,0.1558
"375",2020-12-01,0.1377
"376",2020-12-02,0.1489
"377",2020-12-03,0.1078
"378",2020-12-04,0.1221
"379",2020-12-07,0.1125
"380",2020-12-08,0.14
"381",2020-12-09,0.1585
"382",2020-12-10,0.1761
"383",2020-12-11,0.1451
"384",2020-12-14,0.1618
"385",2020-12-15,0.1417
"386",2020-12-16,0.1719
"387",2020-12-17,0.1736
"388",2020-12-18,0.1683
"389",2020-12-21,0.1535
"390",2020-12-22,0.1479
"391",2020-12-23,0.1479
"392",2020-12-24,0.1786
"393",2020-12-28,0.1802
"394",2020-12-29,0.1875
"395",2020-12-30,0.1762
"396",2020-12-31,0.2041
"397",2021-01-04,0.1901
"398",2021-01-05,0.202
"399",2021-01-06,0.1758
"400",2021-01-07,0.1645
"401",2021-01-08,0.1643
"402",2021-01-11,0.1898
"403",2021-01-12,0.1591
"404",2021-01-13,0.1798
"405",2021-01-14,0.1692
"406",2021-01-15,0.1985
"407",2021-01-19,0.2034
"408",2021-01-20,0.2174
"409",2021-01-21,0.2008
"410",2021-01-22,0.2112
"411",2021-01-25,0.2166
"412",2021-01-26,0.2243
"413",2021-01-27,0.1942
"414",2021-01-28,0.2207
"415",2021-01-29,0.1938
"416",2021-02-01,0.2131
"417",2021-02-02,0.2171
"418",2021-02-03,0.2222
"419",2021-02-04,0.2094
"420",2021-02-05,0.2094
"421",2021-02-08,0.188
"422",2021-02-09,0.1582
"423",2021-02-10,0.0824
"424",2021-02-11,0.0785
"425",2021-02-12,0.0688
"426",2021-02-16,0.0786
"427",2021-02-17,0.0625
"428",2021-02-18,0.0736
"429",2021-02-19,0.0737
"430",2021-02-22,0.0794
"431",2021-02-23,0.0806
"432",2021-02-24,0.0848
"433",2021-02-25,0.0797999999999999
"434",2021-02-26,0.0693
"435",2021-03-01,0.0605
"436",2021-03-02,0.0622
"437",2021-03-03,0.0668
"438",2021-03-04,0.0576
"439",2021-03-05,0.0528999999999999
"440",2021-03-08,0.0463999999999999
"441",2021-03-09,0.0556
"442",2021-03-10,0.0703
"443",2021-03-11,0.0543
"444",2021-03-12,0.0785
"445",2021-03-15,0.0662
"446",2021-03-16,0.0884
"447",2021-03-17,0.0735
"448",2021-03-18,0.0797
"449",2021-03-19,0.0799
"450",2021-03-22,0.1017
"451",2021-03-23,0.111
"452",2021-03-24,0.1463
"453",2021-03-25,0.1502
"454",2021-03-26,0.1641
"455",2021-03-29,0.159
"456",2021-03-30,0.2404
"457",2021-03-31,0.2639
"458",2021-04-01,0.2874
"459",2021-04-05,0.2966
"460",2021-04-06,0.3082
"461",2021-04-07,0.3271
"462",2021-04-08,0.355
"463",2021-04-09,0.3715
"464",2021-04-12,0.4062
"465",2021-04-13,0.4139
"466",2021-04-14,0.4421
"467",2021-04-15,0.4398
"468",2021-04-16,0.4358
"469",2021-04-19,0.414
"470",2021-04-20,0.4031
"471",2021-04-21,0.4018
"472",2021-04-22,0.4151
"473",2021-04-23,0.3865
"474",2021-04-26,0.3899
"475",2021-04-27,0.3643
"476",2021-04-28,0.3705
"477",2021-04-29,0.3783
"478",2021-04-30,0.3739
"479",2021-05-03,0.3511
"480",2021-05-04,0.341
"481",2021-05-05,0.3573
"482",2021-05-06,0.4321
"483",2021-05-07,0.4132
"484",2021-05-10,0.4185
"485",2021-05-11,0.3892
"486",2021-05-12,0.3846
"487",2021-05-13,0.3565
"488",2021-05-14,0.3462
"489",2021-05-17,0.3248
"490",2021-05-18,0.3201
"491",2021-05-19,0.3291
"492",2021-05-20,0.318
"493",2021-05-21,0.2875
"494",2021-05-24,0.2705
"495",2021-05-25,0.2588
"496",2021-05-26,0.2657
"497",2021-05-27,0.2648
"498",2021-05-28,0.2661
"499",2021-06-01,0.2319
"500",2021-06-02,0.2276
"501",2021-06-03,0.2442
"502",2021-06-04,0.2671
"503",2021-06-07,0.2321
"504",2021-06-08,0.2487
"505",2021-06-09,0.2479
"506",2021-06-10,0.2602
"507",2021-06-11,0.2627
"508",2021-06-14,0.2733
"509",2021-06-15,0.2677
"510",2021-06-16,0.2595
"511",2021-06-17,0.2514
"512",2021-06-18,0.2539
"513",2021-06-21,0.2476
"514",2021-06-22,0.2313
"515",2021-06-23,0.2113
"516",2021-06-24,0.2254
"517",2021-06-25,0.2039
"518",2021-06-28,0.1919
"519",2021-06-29,0.1879
"520",2021-06-30,0.1657
"521",2021-07-01,0.1517
"522",2021-07-02,0.1555
"523",2021-07-06,0.1565
"524",2021-07-07,0.1507
"525",2021-07-08,0.1401
"526",2021-07-09,0.1409
"527",2021-07-12,0.1217
"528",2021-07-13,0.1178
"529",2021-07-14,0.0898
"530",2021-07-15,0.0789
"531",2021-07-16,0.0838
"532",2021-07-19,0.0952999999999999
"533",2021-07-20,0.0712
"534",2021-07-21,0.072
"535",2021-07-22,0.1018
"536",2021-07-23,0.1557
"537",2021-07-26,0.191
"538",2021-07-27,0.2318
"539",2021-07-28,0.2473
"540",2021-07-29,0.2536
"541",2021-07-30,0.2722
"542",2021-08-02,0.286
"543",2021-08-03,0.3067
"544",2021-08-04,0.3466
"545",2021-08-05,0.3697
"546",2021-08-06,0.4353
"547",2021-08-09,0.4908
"548",2021-08-10,0.5076
"549",2021-08-11,0.5289
"550",2021-08-12,0.5126
"551",2021-08-13,0.5029
"552",2021-08-16,0.5062
"553",2021-08-17,0.4299
"554",2021-08-18,0.4228
"555",2021-08-19,0.4145
"556",2021-08-20,0.4439
"557",2021-08-23,0.4458
"558",2021-08-24,0.4584
"559",2021-08-25,0.3804
"560",2021-08-26,0.379
"561",2021-08-27,0.389
"562",2021-08-30,0.3553
"563",2021-08-31,0.3561
"564",2021-09-01,0.351
"565",2021-09-02,0.3584
"566",2021-09-03,0.3478
"567",2021-09-07,0.3527
"568",2021-09-08,0.3099
"569",2021-09-09,0.3222
"570",2021-09-10,0.3173
"571",2021-09-13,0.304
"572",2021-09-14,0.2856
"573",2021-09-15,0.2797
"574",2021-09-16,0.2724
"575",2021-09-17,0.295
"576",2021-09-20,0.3145
"577",2021-09-21,0.3236
"578",2021-09-22,0.3176
"579",2021-09-23,0.3208
"580",2021-09-24,0.326
"581",2021-09-27,0.3075
"582",2021-09-28,0.3007
"583",2021-09-29,0.2858
"584",2021-09-30,0.2831
"585",2021-10-01,0.3039
"586",2021-10-04,0.3298
"587",2021-10-05,0.3316
"588",2021-10-06,0.3346
"589",2021-10-07,0.3137
"590",2021-10-08,0.2684
"591",2021-10-11,0.2832
"592",2021-10-12,0.3048
"593",2021-10-13,0.3079
"594",2021-10-14,0.3098
"595",2021-10-15,0.3081
"596",2021-10-18,0.299
"597",2021-10-19,0.2896
"598",2021-10-20,0.2836
"599",2021-10-21,0.2799
"600",2021-10-22,0.2799
"601",2021-10-25,0.2787
"602",2021-10-26,0.2848
"603",2021-10-27,0.3041
"604",2021-10-28,0.3074
"605",2021-10-29,0.3004
"606",2021-11-01,0.3015
"607",2021-11-02,0.3174
"608",2021-11-03,0.3495
"609",2021-11-04,0.3493
"610",2021-11-05,0.3386
"611",2021-11-08,0.3217
"612",2021-11-09,0.32
"613",2021-11-10,0.328
"614",2021-11-11,0.3313
"615",2021-11-12,0.3476
"616",2021-11-15,0.3581
"617",2021-11-16,0.3419
"618",2021-11-17,0.3239
"619",2021-11-18,0.3249
"620",2021-11-19,0.3096
"621",2021-11-22,0.3245
"622",2021-11-23,0.3363
"623",2021-11-24,0.3338
"624",2021-11-26,0.3436
"625",2021-11-29,0.3519
"626",2021-11-30,0.343
"627",2021-12-01,0.3537
"628",2021-12-02,0.366
"629",2021-12-03,0.3637
"630",2021-12-06,0.3605
"631",2021-12-07,0.3392
"632",2021-12-08,0.3081
"633",2021-12-09,0.3107
"634",2021-12-10,0.337
"635",2021-12-13,0.3595
"636",2021-12-14,0.3758
"637",2021-12-15,0.3728
"638",2021-12-16,0.3472
"639",2021-12-17,0.3348
"640",2021-12-20,0.3436
"641",2021-12-21,0.3401
"642",2021-12-22,0.3214
"643",2021-12-23,0.3129
"644",2021-12-27,0.3105
"645",2021-12-28,0.317
"646",2021-12-29,0.3244
"647",2021-12-30,0.3381
"648",2021-12-31,0.3477
"649",2022-01-03,0.3311
"650",2022-01-04,0.3099
"651",2022-01-05,0.3278
"652",2022-01-06,0.3441
"653",2022-01-07,0.3145
"654",2022-01-10,0.3063
"655",2022-01-11,0.3141
"656",2022-01-12,0.3241
"657",2022-01-13,0.3285
"658",2022-01-14,0.3425
"659",2022-01-18,0.3467
"660",2022-01-19,0.3315
"661",2022-01-20,0.317
"662",2022-01-21,0.2932
"663",2022-01-24,0.303
"664",2022-01-25,0.3175
"665",2022-01-26,0.3051
"666",2022-01-27,0.3061
"667",2022-01-28,0.3289
"668",2022-01-31,0.3424
"669",2022-02-01,0.3494
"670",2022-02-02,0.3553
"671",2022-02-03,0.3408
"672",2022-02-04,0.337
"673",2022-02-07,0.3571
"674",2022-02-08,0.3441
"675",2022-02-09,0.3487
"676",2022-02-10,0.3592
"677",2022-02-11,0.3751
"678",2022-02-14,0.3771
"679",2022-02-15,0.3758
"680",2022-02-16,0.362
"681",2022-02-17,0.356
"682",2022-02-18,0.3551
"683",2022-02-22,0.3451
"684",2022-02-23,0.3636
"685",2022-02-24,0.3732
"686",2022-02-25,0.385
"687",2022-02-28,0.3901
"688",2022-03-01,0.3771
"689",2022-03-02,0.355
"690",2022-03-03,0.3391
"691",2022-03-04,0.3554
"692",2022-03-07,0.362
"693",2022-03-08,0.3664
"694",2022-03-09,0.3611
"695",2022-03-10,0.3588
"696",2022-03-11,0.3552
"697",2022-03-14,0.36
"698",2022-03-15,0.3695
"699",2022-03-16,0.3871
"700",2022-03-17,0.3849
"701",2022-03-18,0.3604
"702",2022-03-21,0.3331
"703",2022-03-22,0.3551
"704",2022-03-23,0.3518
"705",2022-03-24,0.3628
"706",2022-03-25,0.3772
"707",2022-03-28,0.3885
"708",2022-03-29,0.3789
"709",2022-03-30,0.3453
"710",2022-03-31,0.3174
"711",2022-04-01,0.3243
"712",2022-04-04,0.3583
"713",2022-04-05,0.3483
"714",2022-04-06,0.3375
"715",2022-04-07,0.345
"716",2022-04-08,0.3225
"717",2022-04-11,0.331
"718",2022-04-12,0.3363
"719",2022-04-13,0.3362
"720",2022-04-14,0.3137
"721",2022-04-18,0.3184
"722",2022-04-19,0.3109
"723",2022-04-20,0.3248
"724",2022-04-21,0.3382
"725",2022-04-22,0.3372
"726",2022-04-25,0.3107
"727",2022-04-26,0.308
"728",2022-04-27,0.31
"729",2022-04-28,0.3198
"730",2022-04-29,0.2984
"731",2022-05-02,0.2822
"732",2022-05-03,0.2707
"733",2022-05-04,0.277
"734",2022-05-05,0.2859
"735",2022-05-06,0.3026
"736",2022-05-09,0.3114
"737",2022-05-10,0.2984
"738",2022-05-11,0.2915
"739",2022-05-12,0.2934
"740",2022-05-13,0.2809
"741",2022-05-16,0.2839
"742",2022-05-17,0.2934
"743",2022-05-18,0.303
"744",2022-05-19,0.2998
"745",2022-05-20,0.2995
"746",2022-05-23,0.2926
"747",2022-05-24,0.3119
"748",2022-05-25,0.326
"749",2022-05-26,0.3007
"750",2022-05-27,0.2849
"751",2022-05-31,0.3025
"752",2022-06-01,0.2919
"753",2022-06-02,0.2822
"754",2022-06-03,0.3059
"755",2022-06-06,0.3248
"756",2022-06-07,0.3474
"757",2022-06-08,0.3541
"758",2022-06-09,0.3407
"759",2022-06-10,0.3383
"760",2022-06-13,0.3266
"761",2022-06-14,0.3147
"762",2022-06-15,0.3014
"763",2022-06-16,0.3072
"764",2022-06-17,0.3163
"765",2022-06-21,0.3157
"766",2022-06-22,0.3284
"767",2022-06-23,0.3439
"768",2022-06-24,0.3523
"769",2022-06-27,0.3448
"770",2022-06-28,0.3301
"771",2022-06-29,0.3429
"772",2022-06-30,0.3403
"773",2022-07-01,0.3246
"774",2022-07-05,0.3172
"775",2022-07-06,0.3252
"776",2022-07-07,0.3385
"777",2022-07-08,0.3591
"778",2022-07-11,0.3614
"779",2022-07-12,0.3471
"780",2022-07-13,0.3356
"781",2022-07-14,0.3351
"782",2022-07-15,0.3245
"783",2022-07-18,0.3371
"784",2022-07-19,0.3465
"785",2022-07-20,0.3279
"786",2022-07-21,0.3023
"787",2022-07-22,0.3145
"788",2022-07-25,0.33
"789",2022-07-26,0.3538
"790",2022-07-27,0.3632
"791",2022-07-28,0.3648
"792",2022-07-29,0.3392
"793",2022-08-01,0.3255
"794",2022-08-02,0.3156
"795",2022-08-03,0.3363
"796",2022-08-04,0.3465
"797",2022-08-05,0.3338
"798",2022-08-08,0.3337
"799",2022-08-09,0.3395
"800",2022-08-10,0.3225
"801",2022-08-11,0.319
"802",2022-08-12,0.3232
"803",2022-08-15,0.3299
"804",2022-08-16,0.3174
"805",2022-08-17,0.3252
"806",2022-08-18,0.3179
"807",2022-08-19,0.3226
"808",2022-08-22,0.3546
"809",2022-08-23,0.3285
"810",2022-08-24,0.2988
"811",2022-08-25,0.2963
"812",2022-08-26,0.2868
"813",2022-08-29,0.2723
"814",2022-08-30,0.2547
"815",2022-08-31,0.2421
"816",2022-09-01,0.2403
"817",2022-09-02,0.2458
"818",2022-09-06,0.2198
"819",2022-09-07,0.2238
"820",2022-09-08,0.2371
"821",2022-09-09,0.2482
"822",2022-09-12,0.2409
"823",2022-09-13,0.25
"824",2022-09-14,0.2506
"825",2022-09-15,0.2528
"826",2022-09-16,0.2535
"827",2022-09-19,0.2635
"828",2022-09-20,0.2569
"829",2022-09-21,0.264
"830",2022-09-22,0.2551
"831",2022-09-23,0.2755
"832",2022-09-26,0.2945
"833",2022-09-27,0.2941
"834",2022-09-28,0.2839
"835",2022-09-29,0.3039
"836",2022-09-30,0.2946
"837",2022-10-03,0.2758
"838",2022-10-04,0.2763
"839",2022-10-05,0.271
"840",2022-10-06,0.263
"841",2022-10-07,0.2791
"842",2022-10-10,0.2912
"843",2022-10-11,0.3404
"844",2022-10-12,0.3545
"845",2022-10-13,0.3585
"846",2022-10-14,0.3984
"847",2022-10-17,0.412
"848",2022-10-18,0.4225
"849",2022-10-19,0.429
"850",2022-10-20,0.4223
"851",2022-10-21,0.4186
"852",2022-10-24,0.4082
"853",2022-10-25,0.3992
"854",2022-10-26,0.4174
"855",2022-10-27,0.4522
"856",2022-10-28,0.4406
"857",2022-10-31,0.4117
"858",2022-11-01,0.3838
"859",2022-11-02,0.3825
"860",2022-11-03,0.3858
"861",2022-11-04,0.3831
"862",2022-11-07,0.37
"863",2022-11-08,0.3631
"864",2022-11-09,0.3428
"865",2022-11-10,0.3246
"866",2022-11-11,0.3125
"867",2022-11-14,0.3162
"868",2022-11-15,0.3385
"869",2022-11-16,0.3294
"870",2022-11-17,0.2914
"871",2022-11-18,0.2692
"872",2022-11-21,0.2677
"873",2022-11-22,0.2554
"874",2022-11-23,0.258
"875",2022-11-25,0.2432
"876",2022-11-28,0.2471
"877",2022-11-29,0.2499
"878",2022-11-30,0.2189
"879",2022-12-01,0.2143
"880",2022-12-02,0.2061
"881",2022-12-05,0.185
"882",2022-12-06,0.1836
"883",2022-12-07,0.1664
"884",2022-12-08,0.1557
"885",2022-12-09,0.1482
"886",2022-12-12,0.1627
"887",2022-12-13,0.1647
"888",2022-12-14,0.1704
"889",2022-12-15,0.183
"890",2022-12-16,0.2003
"891",2022-12-19,0.2118
"892",2022-12-20,0.2177
"893",2022-12-21,0.223
"894",2022-12-22,0.2293
"895",2022-12-23,0.231
"896",2022-12-27,0.2376
"897",2022-12-28,0.2333
"898",2022-12-29,0.2442
"899",2022-12-30,0.2474
"900",2023-01-03,0.2697
"901",2023-01-04,0.2955
"902",2023-01-05,0.2937
"903",2023-01-06,0.292
"904",2023-01-09,0.3062
"905",2023-01-10,0.3014
"906",2023-01-11,0.2971
"907",2023-01-12,0.3268
"908",2023-01-13,0.351
"909",2023-01-17,0.3451
"910",2023-01-18,0.3581
"911",2023-01-19,0.3389
"912",2023-01-20,0.3355
"913",2023-01-23,0.3161
"914",2023-01-24,0.3066
"915",2023-01-25,0.316
"916",2023-01-26,0.3325
"917",2023-01-27,0.3199
"918",2023-01-30,0.3175
"919",2023-01-31,0.3296
"920",2023-02-01,0.3424
"921",2023-02-02,0.3375
"922",2023-02-03,0.3228
"923",2023-02-06,0.3172
"924",2023-02-07,0.335
"925",2023-02-08,0.3262
"926",2023-02-09,0.3422
"927",2023-02-10,0.3177
"928",2023-02-13,0.3332
"929",2023-02-14,0.3294
"930",2023-02-15,0.3353
"931",2023-02-16,0.3263
"932",2023-02-17,0.3111
"933",2023-02-21,0.3102
"934",2023-02-22,0.3024
"935",2023-02-23,0.3036
