"","date","MSFT"
"197",2021-08-23,0.2695
"198",2021-08-24,0.2674
"199",2021-08-25,0.2605
"200",2021-08-26,0.2657
"201",2021-08-27,0.2757
"202",2021-08-30,0.2788
"203",2021-08-31,0.2773
"204",2021-09-01,0.2904
"205",2021-09-02,0.2953
"206",2021-09-03,0.2887
"207",2021-09-07,0.2871
"208",2021-09-08,0.284
"209",2021-09-09,0.2836
"210",2021-09-10,0.2886
"211",2021-09-13,0.2947
"212",2021-09-14,0.3008
"213",2021-09-15,0.294
"214",2021-09-16,0.2918
"215",2021-09-17,0.2956
"216",2021-09-20,0.3073
"217",2021-09-21,0.2926
"218",2021-09-22,0.292
"219",2021-09-23,0.2899
"220",2021-09-24,0.2894
"221",2021-09-27,0.2999
"222",2021-09-28,0.304
"223",2021-09-29,0.286
"224",2021-09-30,0.3009
"225",2021-10-01,0.3018
"226",2021-10-04,0.2994
"227",2021-10-05,0.3055
"228",2021-10-06,0.3014
"229",2021-10-07,0.2939
"230",2021-10-08,0.2908
"231",2021-10-11,0.2846
"232",2021-10-12,0.2787
"233",2021-10-13,0.267
"234",2021-10-14,0.2731
"235",2021-10-15,0.2684
"236",2021-10-18,0.2592
"237",2021-10-19,0.2608
"238",2021-10-20,0.2535
"239",2021-10-21,0.2427
"240",2021-10-22,0.2374
"241",2021-10-25,0.2369
"242",2021-10-26,0.2383
"243",2021-10-27,0.2222
"244",2021-10-28,0.2211
"245",2021-10-29,0.2245
"246",2021-11-01,0.2277
"247",2021-11-02,0.2178
"248",2021-11-03,0.2214
"249",2021-11-04,0.224
"250",2021-11-05,0.2222
"251",2021-11-08,0.2242
"252",2021-11-09,0.2383
"253",2021-11-10,0.2166
"254",2021-11-11,0.224
"255",2021-11-12,0.237
"256",2021-11-15,0.2351
"257",2021-11-16,0.2452
"258",2021-11-17,0.2526
"259",2021-11-18,0.2478
"260",2021-11-19,0.2588
"261",2021-11-22,0.2637
"262",2021-11-23,0.2567
"263",2021-11-24,0.2569
"264",2021-11-26,0.2651
"265",2021-11-29,0.2597
"266",2021-11-30,0.2682
"267",2021-12-01,0.2619
"268",2021-12-02,0.2691
"269",2021-12-03,0.2735
"270",2021-12-06,0.2686
"271",2021-12-07,0.2732
"272",2021-12-08,0.2813
"273",2021-12-09,0.2702
"274",2021-12-10,0.275
"275",2021-12-13,0.2761
"276",2021-12-14,0.2826
"277",2021-12-15,0.2785
"278",2021-12-16,0.2714
"279",2021-12-17,0.2723
"280",2021-12-20,0.2724
"281",2021-12-21,0.2765
"282",2021-12-22,0.2771
"283",2021-12-23,0.2613
"284",2021-12-27,0.265
"285",2021-12-28,0.2763
"286",2021-12-29,0.2658
"287",2021-12-30,0.2611
"288",2021-12-31,0.2711
"289",2022-01-03,0.2648
"290",2022-01-04,0.2713
"291",2022-01-05,0.2757
"292",2022-01-06,0.2807
"293",2022-01-07,0.2706
"294",2022-01-10,0.2705
"295",2022-01-11,0.2602
"296",2022-01-12,0.257
"297",2022-01-13,0.2539
"298",2022-01-14,0.2448
"299",2022-01-18,0.2485
"300",2022-01-19,0.2541
"301",2022-01-20,0.2576
"302",2022-01-21,0.2656
"303",2022-01-24,0.2476
"304",2022-01-25,0.2448
"305",2022-01-26,0.2483
"306",2022-01-27,0.2568
"307",2022-01-28,0.2575
"308",2022-01-31,0.2503
"309",2022-02-01,0.247
"310",2022-02-02,0.2457
"311",2022-02-03,0.2535
"312",2022-02-04,0.2578
"313",2022-02-07,0.235
"314",2022-02-08,0.2411
"315",2022-02-09,0.2391
"316",2022-02-10,0.2232
"317",2022-02-11,0.2229
"318",2022-02-14,0.2269
"319",2022-02-15,0.2142
"320",2022-02-16,0.2247
"321",2022-02-17,0.228
"322",2022-02-18,0.2196
"323",2022-02-22,0.2035
"324",2022-02-23,0.2151
"325",2022-02-24,0.2103
"326",2022-02-25,0.2121
"327",2022-02-28,0.207
"328",2022-03-01,0.2103
"329",2022-03-02,0.2116
"330",2022-03-03,0.2134
"331",2022-03-04,0.2147
"332",2022-03-07,0.2143
"333",2022-03-08,0.2084
"334",2022-03-09,0.2037
"335",2022-03-10,0.2084
"336",2022-03-11,0.2157
"337",2022-03-14,0.2197
"338",2022-03-15,0.2218
"339",2022-03-16,0.2164
"340",2022-03-17,0.2168
"341",2022-03-18,0.2237
"342",2022-03-21,0.2175
"343",2022-03-22,0.2043
"344",2022-03-23,0.2141
"345",2022-03-24,0.2161
"346",2022-03-25,0.2164
"347",2022-03-28,0.214
"348",2022-03-29,0.22
"349",2022-03-30,0.2093
"350",2022-03-31,0.2097
"351",2022-04-01,0.2164
"352",2022-04-04,0.2197
"353",2022-04-05,0.2165
"354",2022-04-06,0.2341
"355",2022-04-07,0.2297
"356",2022-04-08,0.2234
"357",2022-04-11,0.2218
"358",2022-04-12,0.2118
"359",2022-04-13,0.215
"360",2022-04-14,0.2128
"361",2022-04-18,0.2102
"362",2022-04-19,0.2218
"363",2022-04-20,0.2116
"364",2022-04-21,0.2231
"365",2022-04-22,0.2381
"366",2022-04-25,0.238
"367",2022-04-26,0.2451
"368",2022-04-27,0.254
"369",2022-04-28,0.2519
"370",2022-04-29,0.2562
"371",2022-05-02,0.2576
"372",2022-05-03,0.261
"373",2022-05-04,0.2487
"374",2022-05-05,0.2582
"375",2022-05-06,0.2655
"376",2022-05-09,0.2686
"377",2022-05-10,0.2727
"378",2022-05-11,0.2763
"379",2022-05-12,0.2699
"380",2022-05-13,0.2802
"381",2022-05-16,0.2958
"382",2022-05-17,0.2904
"383",2022-05-18,0.2763
"384",2022-05-19,0.2896
"385",2022-05-20,0.2895
"386",2022-05-23,0.2918
"387",2022-05-24,0.2989
"388",2022-05-25,0.2911
"389",2022-05-26,0.288
"390",2022-05-27,0.2896
"391",2022-05-31,0.2892
"392",2022-06-01,0.2995
"393",2022-06-02,0.29
"394",2022-06-03,0.2907
"395",2022-06-06,0.2957
"396",2022-06-07,0.297
"397",2022-06-08,0.2968
"398",2022-06-09,0.3033
"399",2022-06-10,0.2905
"400",2022-06-13,0.2959
"401",2022-06-14,0.3047
"402",2022-06-15,0.31
"403",2022-06-16,0.3005
"404",2022-06-17,0.308
"405",2022-06-21,0.3138
"406",2022-06-22,0.3118
"407",2022-06-23,0.3055
"408",2022-06-24,0.312
"409",2022-06-27,0.3075
"410",2022-06-28,0.3119
"411",2022-06-29,0.315
"412",2022-06-30,0.3079
"413",2022-07-01,0.3023
"414",2022-07-05,0.3141
"415",2022-07-06,0.3087
"416",2022-07-07,0.3088
"417",2022-07-08,0.3145
"418",2022-07-11,0.3111
"419",2022-07-12,0.3114
"420",2022-07-13,0.3201
"421",2022-07-14,0.3187
"422",2022-07-15,0.3175
"423",2022-07-18,0.3032
"424",2022-07-19,0.3105
"425",2022-07-20,0.318
"426",2022-07-21,0.3131
"427",2022-07-22,0.3066
"428",2022-07-25,0.314
"429",2022-07-26,0.3128
"430",2022-07-27,0.3111
"431",2022-07-28,0.3148
"432",2022-07-29,0.3148
"433",2022-08-01,0.2975
"434",2022-08-02,0.3078
"435",2022-08-03,0.3124
"436",2022-08-04,0.3194
"437",2022-08-05,0.3262
"438",2022-08-08,0.3229
"439",2022-08-09,0.324
"440",2022-08-10,0.3258
"441",2022-08-11,0.3276
"442",2022-08-12,0.3251
"443",2022-08-15,0.3141
"444",2022-08-16,0.3194
"445",2022-08-17,0.3191
"446",2022-08-18,0.3156
"447",2022-08-19,0.3194
"448",2022-08-22,0.3183
"449",2022-08-23,0.3099
"450",2022-08-24,0.3208
"451",2022-08-25,0.3133
"452",2022-08-26,0.3145
"453",2022-08-29,0.3093
"454",2022-08-30,0.3044
"455",2022-08-31,0.3152
"456",2022-09-01,0.3403
"457",2022-09-02,0.337
"458",2022-09-06,0.3439
"459",2022-09-07,0.334
"460",2022-09-08,0.3274
"461",2022-09-09,0.3371
"462",2022-09-12,0.3277
"463",2022-09-13,0.3106
"464",2022-09-14,0.3156
"465",2022-09-15,0.3154
"466",2022-09-16,0.3062
"467",2022-09-19,0.3083
"468",2022-09-20,0.3036
"469",2022-09-21,0.2925
"470",2022-09-22,0.2866
"471",2022-09-23,0.2808
"472",2022-09-26,0.2767
"473",2022-09-27,0.2635
"474",2022-09-28,0.2608
"475",2022-09-29,0.2527
"476",2022-09-30,0.251
"477",2022-10-03,0.2499
"478",2022-10-04,0.2482
"479",2022-10-05,0.2396
"480",2022-10-06,0.2561
"481",2022-10-07,0.2709
"482",2022-10-10,0.286
"483",2022-10-11,0.275
"484",2022-10-12,0.2703
"485",2022-10-13,0.2618
"486",2022-10-14,0.2526
"487",2022-10-17,0.2446
"488",2022-10-18,0.2394
"489",2022-10-19,0.2357
"490",2022-10-20,0.2354
"491",2022-10-21,0.2301
"492",2022-10-24,0.2184
"493",2022-10-25,0.2041
"494",2022-10-26,0.2087
"495",2022-10-27,0.2088
"496",2022-10-28,0.2016
"497",2022-10-31,0.2063
"498",2022-11-01,0.2033
"499",2022-11-02,0.1969
"500",2022-11-03,0.2033
"501",2022-11-04,0.2068
"502",2022-11-07,0.2029
"503",2022-11-08,0.1866
"504",2022-11-09,0.1909
"505",2022-11-10,0.1924
"506",2022-11-11,0.1967
"507",2022-11-14,0.2003
"508",2022-11-15,0.1991
"509",2022-11-16,0.193
"510",2022-11-17,0.1954
"511",2022-11-18,0.2016
"512",2022-11-21,0.2021
"513",2022-11-22,0.1992
"514",2022-11-23,0.193
"515",2022-11-25,0.2009
"516",2022-11-28,0.2017
"517",2022-11-29,0.1973
"518",2022-11-30,0.1999
"519",2022-12-01,0.1973
"520",2022-12-02,0.2
"521",2022-12-05,0.2043
"522",2022-12-06,0.1959
"523",2022-12-07,0.1959
"524",2022-12-08,0.1955
"525",2022-12-09,0.1965
"526",2022-12-12,0.1979
"527",2022-12-13,0.2004
"528",2022-12-14,0.2102
"529",2022-12-15,0.2016
"530",2022-12-16,0.2181
"531",2022-12-19,0.23
"532",2022-12-20,0.2394
"533",2022-12-21,0.2457
"534",2022-12-22,0.2555
"535",2022-12-23,0.2767
"536",2022-12-27,0.2839
"537",2022-12-28,0.2873
"538",2022-12-29,0.2904
"539",2022-12-30,0.2844
"540",2023-01-03,0.2847
"541",2023-01-04,0.2939
"542",2023-01-05,0.2779
"543",2023-01-06,0.276
"544",2023-01-09,0.2777
"545",2023-01-10,0.2856
"546",2023-01-11,0.2762
"547",2023-01-12,0.2606
"548",2023-01-13,0.25
"549",2023-01-17,0.2434
"550",2023-01-18,0.2238
"551",2023-01-19,0.2147
"552",2023-01-20,0.2045
"553",2023-01-23,0.1763
"554",2023-01-24,0.1886
"555",2023-01-25,0.1941
"556",2023-01-26,0.193
"557",2023-01-27,0.2068
"558",2023-01-30,0.2075
"559",2023-01-31,0.1924
"560",2023-02-01,0.1936
"561",2023-02-02,0.2009
"562",2023-02-03,0.1927
"563",2023-02-06,0.1938
"564",2023-02-07,0.1937
"565",2023-02-08,0.201
"566",2023-02-09,0.1972
"567",2023-02-10,0.2056
"568",2023-02-13,0.2096
"569",2023-02-14,0.1991
"570",2023-02-15,0.1938
"571",2023-02-16,0.1999
"572",2023-02-17,0.1973
"573",2023-02-21,0.1918
"574",2023-02-22,0.1944
"575",2023-02-23,0.2027
"576",2023-02-24,0.1971
"577",2023-02-27,0.2033
"578",2023-02-28,0.2051
"579",2023-03-01,0.206
"580",2023-03-02,0.2075
"581",2023-03-03,0.2096
"582",2023-03-06,0.201
"583",2023-03-07,0.1956
"584",2023-03-08,0.196
"585",2023-03-09,0.2024
"586",2023-03-10,0.1998
"587",2023-03-13,0.2048
"588",2023-03-14,0.2068
"589",2023-03-15,0.1945
"590",2023-03-16,0.2013
"591",2023-03-17,0.2061
"592",2023-03-20,0.1988
"593",2023-03-21,0.202
"594",2023-03-22,0.1917
"595",2023-03-23,0.2058
"596",2023-03-24,0.2062
"597",2023-03-27,0.2065
"598",2023-03-28,0.207
"599",2023-03-29,0.199
"600",2023-03-30,0.2035
"601",2023-03-31,0.2114
"602",2023-04-03,0.1999
"603",2023-04-04,0.1953
"604",2023-04-05,0.1908
"605",2023-04-06,0.1953
"606",2023-04-10,0.1947
"607",2023-04-11,0.1952
"608",2023-04-12,0.2001
"609",2023-04-13,0.1965
"610",2023-04-14,0.1929
"611",2023-04-17,0.1954
"612",2023-04-18,0.1777
"613",2023-04-19,0.1655
"614",2023-04-20,0.169
"615",2023-04-21,0.1732
"616",2023-04-24,0.1746
"617",2023-04-25,0.1762
"618",2023-04-26,0.1771
"619",2023-04-27,0.1748
"620",2023-04-28,0.1749
"621",2023-05-01,0.186
"622",2023-05-02,0.1701
"623",2023-05-03,0.1704
"624",2023-05-04,0.1657
"625",2023-05-05,0.1711
"626",2023-05-08,0.1755
"627",2023-05-09,0.1822
"628",2023-05-10,0.1833
"629",2023-05-11,0.1751
"630",2023-05-12,0.1738
"631",2023-05-15,0.1785
"632",2023-05-16,0.1789
"633",2023-05-17,0.1792
"634",2023-05-18,0.1873
"635",2023-05-19,0.1867
"636",2023-05-22,0.1778
"637",2023-05-23,0.1828
"638",2023-05-24,0.1892
"639",2023-05-25,0.1823
"640",2023-05-26,0.188
"641",2023-05-30,0.1968
"642",2023-05-31,0.1891
"643",2023-06-01,0.1881
"644",2023-06-02,0.1851
"645",2023-06-05,0.1984
"646",2023-06-06,0.188
"647",2023-06-07,0.1943
"648",2023-06-08,0.1971
"649",2023-06-09,0.1897
"650",2023-06-12,0.1896
"651",2023-06-13,0.1991
"652",2023-06-14,0.1982
"653",2023-06-15,0.2003
"654",2023-06-16,0.1976
"655",2023-06-20,0.2073
"656",2023-06-21,0.2129
"657",2023-06-22,0.2094
"658",2023-06-23,0.2132
"659",2023-06-26,0.2046
"660",2023-06-27,0.206
"661",2023-06-28,0.2034
"662",2023-06-29,0.2014
