"","date","LLY"
"74",2019-09-23,0.3338
"75",2019-09-24,0.3145
"76",2019-09-25,0.3186
"77",2019-09-26,0.3294
"78",2019-09-27,0.3358
"79",2019-09-30,0.3367
"80",2019-10-01,0.3414
"81",2019-10-02,0.3503
"82",2019-10-03,0.3478
"83",2019-10-04,0.3429
"84",2019-10-07,0.3285
"85",2019-10-08,0.321
"86",2019-10-09,0.319
"87",2019-10-10,0.3245
"88",2019-10-11,0.335
"89",2019-10-14,0.3479
"90",2019-10-15,0.3353
"91",2019-10-16,0.3392
"92",2019-10-17,0.3622
"93",2019-10-18,0.3529
"94",2019-10-21,0.3468
"95",2019-10-22,0.3362
"96",2019-10-23,0.3184
"97",2019-10-24,0.3227
"98",2019-10-25,0.3376
"99",2019-10-28,0.3307
"100",2019-10-29,0.3204
"101",2019-10-30,0.3135
"102",2019-10-31,0.3477
"103",2019-11-01,0.3573
"104",2019-11-04,0.3424
"105",2019-11-05,0.3331
"106",2019-11-06,0.3422
"107",2019-11-07,0.3552
"108",2019-11-08,0.3387
"109",2019-11-11,0.3371
"110",2019-11-12,0.3395
"111",2019-11-13,0.3349
"112",2019-11-14,0.3208
"113",2019-11-15,0.3073
"114",2019-11-18,0.293
"115",2019-11-19,0.2851
"116",2019-11-20,0.2969
"117",2019-11-21,0.3006
"118",2019-11-22,0.3091
"119",2019-11-25,0.305
"120",2019-11-26,0.295
"121",2019-11-27,0.3122
"122",2019-11-29,0.3177
"123",2019-12-02,0.2966
"124",2019-12-03,0.2886
"125",2019-12-04,0.2844
"126",2019-12-05,0.274
"127",2019-12-06,0.2759
"128",2019-12-09,0.2878
"129",2019-12-10,0.2909
"130",2019-12-11,0.2961
"131",2019-12-12,0.3066
"132",2019-12-13,0.3237
"133",2019-12-16,0.3371
"134",2019-12-17,0.3128
"135",2019-12-18,0.2963
"136",2019-12-19,0.3146
"137",2019-12-20,0.3199
"138",2019-12-23,0.3395
"139",2019-12-24,0.3478
"140",2019-12-26,0.3443
"141",2019-12-27,0.3477
"142",2019-12-30,0.3434
"143",2019-12-31,0.3424
"144",2020-01-02,0.3275
"145",2020-01-03,0.3158
"146",2020-01-06,0.3247
"147",2020-01-07,0.3614
"148",2020-01-08,0.3389
"149",2020-01-09,0.3296
"150",2020-01-10,0.3167
"151",2020-01-13,0.3127
"152",2020-01-14,0.3043
"153",2020-01-15,0.3014
"154",2020-01-16,0.304
"155",2020-01-17,0.3294
"156",2020-01-21,0.3668
"157",2020-01-22,0.4382
"158",2020-01-23,0.4227
"159",2020-01-24,0.3934
"160",2020-01-27,0.3958
"161",2020-01-28,0.3814
"162",2020-01-29,0.3603
"163",2020-01-30,0.3416
"164",2020-01-31,0.3284
"165",2020-02-03,0.3064
"166",2020-02-04,0.299
"167",2020-02-05,0.332
"168",2020-02-06,0.2916
"169",2020-02-07,0.2682
"170",2020-02-10,0.2574
"171",2020-02-11,0.2449
"172",2020-02-12,0.2354
"173",2020-02-13,0.2417
"174",2020-02-14,0.2165
"175",2020-02-18,0.1943
"176",2020-02-19,0.1998
"177",2020-02-20,0.2249
"178",2020-02-21,0.2166
"179",2020-02-24,0.1849
"180",2020-02-25,0.183
"181",2020-02-26,0.1905
"182",2020-02-27,0.1925
"183",2020-02-28,0.2094
"184",2020-03-02,0.2007
"185",2020-03-03,0.2082
"186",2020-03-04,0.2455
"187",2020-03-05,0.2842
"188",2020-03-06,0.2663
"189",2020-03-09,0.2413
"190",2020-03-10,0.2102
"191",2020-03-11,0.208
"192",2020-03-12,0.2516
"193",2020-03-13,0.2656
"194",2020-03-16,0.2718
"195",2020-03-17,0.2858
"196",2020-03-18,0.306
"197",2020-03-19,0.3152
"198",2020-03-20,0.3298
"199",2020-03-23,0.3438
"200",2020-03-24,0.374
"201",2020-03-25,0.3636
"202",2020-03-26,0.389
"203",2020-03-27,0.4088
"204",2020-03-30,0.4201
"205",2020-03-31,0.4261
"206",2020-04-01,0.4546
"207",2020-04-02,0.4825
"208",2020-04-03,0.451
"209",2020-04-06,0.4245
"210",2020-04-07,0.4308
"211",2020-04-08,0.4494
"212",2020-04-09,0.457
"213",2020-04-13,0.4794
"214",2020-04-14,0.481
"215",2020-04-15,0.4572
"216",2020-04-16,0.4762
"217",2020-04-17,0.5126
"218",2020-04-20,0.4959
"219",2020-04-21,0.4716
"220",2020-04-22,0.4503
"221",2020-04-23,0.4427
"222",2020-04-24,0.4587
"223",2020-04-27,0.45
"224",2020-04-28,0.4571
"225",2020-04-29,0.4377
"226",2020-04-30,0.4365
"227",2020-05-01,0.4637
"228",2020-05-04,0.4636
"229",2020-05-05,0.4563
"230",2020-05-06,0.4436
"231",2020-05-07,0.4183
"232",2020-05-08,0.4043
"233",2020-05-11,0.3858
"234",2020-05-12,0.3671
"235",2020-05-13,0.3518
"236",2020-05-14,0.3472
"237",2020-05-15,0.3632
"238",2020-05-18,0.3547
"239",2020-05-19,0.3528
"240",2020-05-20,0.3529
"241",2020-05-21,0.3498
"242",2020-05-22,0.3482
"243",2020-05-26,0.3412
"244",2020-05-27,0.323
"245",2020-05-28,0.3028
"246",2020-05-29,0.3282
"247",2020-06-01,0.3413
"248",2020-06-02,0.3196
"249",2020-06-03,0.2908
"250",2020-06-04,0.3141
"251",2020-06-05,0.3269
"252",2020-06-08,0.341
"253",2020-06-09,0.3609
"254",2020-06-10,0.3555
"255",2020-06-11,0.343
"256",2020-06-12,0.2964
"257",2020-06-15,0.284
"258",2020-06-16,0.3069
"259",2020-06-17,0.3158
"260",2020-06-18,0.336
"261",2020-06-19,0.3436
"262",2020-06-22,0.3439
"263",2020-06-23,0.3498
"264",2020-06-24,0.3636
"265",2020-06-25,0.3682
"266",2020-06-26,0.3827
"267",2020-06-29,0.3793
"268",2020-06-30,0.3575
"269",2020-07-01,0.3333
"270",2020-07-02,0.3171
"271",2020-07-06,0.3095
"272",2020-07-07,0.3288
"273",2020-07-08,0.3434
"274",2020-07-09,0.3504
"275",2020-07-10,0.3542
"276",2020-07-13,0.3763
"277",2020-07-14,0.4104
"278",2020-07-15,0.3914
"279",2020-07-16,0.3777
"280",2020-07-17,0.3587
"281",2020-07-20,0.3363
"282",2020-07-21,0.3554
"283",2020-07-22,0.3685
"284",2020-07-23,0.3679
"285",2020-07-24,0.3302
"286",2020-07-27,0.3305
"287",2020-07-28,0.3433
"288",2020-07-29,0.3452
"289",2020-07-30,0.3212
"290",2020-07-31,0.3157
"291",2020-08-03,0.3064
"292",2020-08-04,0.3091
"293",2020-08-05,0.3104
"294",2020-08-06,0.3301
"295",2020-08-07,0.3389
"296",2020-08-10,0.3325
"297",2020-08-11,0.3592
"298",2020-08-12,0.3616
"299",2020-08-13,0.355
"300",2020-08-14,0.3411
"301",2020-08-17,0.3287
"302",2020-08-18,0.3258
"303",2020-08-19,0.3179
"304",2020-08-20,0.301
"305",2020-08-21,0.2828
"306",2020-08-24,0.3104
"307",2020-08-25,0.3411
"308",2020-08-26,0.3392
"309",2020-08-27,0.3179
"310",2020-08-28,0.353
"311",2020-08-31,0.3534
"312",2020-09-01,0.3924
"313",2020-09-02,0.3745
"314",2020-09-03,0.3525
"315",2020-09-04,0.3181
"316",2020-09-08,0.3096
"317",2020-09-09,0.3075
"318",2020-09-10,0.2955
"319",2020-09-11,0.2807
"320",2020-09-14,0.293
"321",2020-09-15,0.2816
"322",2020-09-16,0.2754
"323",2020-09-17,0.275
"324",2020-09-18,0.2921
"325",2020-09-21,0.3024
"326",2020-09-22,0.3034
"327",2020-09-23,0.3129
"328",2020-09-24,0.3078
"329",2020-09-25,0.2834
"330",2020-09-28,0.3089
"331",2020-09-29,0.3185
"332",2020-09-30,0.3313
"333",2020-10-01,0.3245
"334",2020-10-02,0.3258
"335",2020-10-05,0.3126
"336",2020-10-06,0.3273
"337",2020-10-07,0.3629
"338",2020-10-08,0.3842
"339",2020-10-09,0.3778
"340",2020-10-12,0.357
"341",2020-10-13,0.3377
"342",2020-10-14,0.3772
"343",2020-10-15,0.3989
"344",2020-10-16,0.4053
"345",2020-10-19,0.3757
"346",2020-10-20,0.3789
"347",2020-10-21,0.3708
"348",2020-10-22,0.3636
"349",2020-10-23,0.3782
"350",2020-10-26,0.3851
"351",2020-10-27,0.3733
"352",2020-10-28,0.3776
"353",2020-10-29,0.3685
"354",2020-10-30,0.3922
"355",2020-11-02,0.3666
"356",2020-11-03,0.377
"357",2020-11-04,0.3917
"358",2020-11-05,0.3744
"359",2020-11-06,0.3497
"360",2020-11-09,0.3606
"361",2020-11-10,0.3555
"362",2020-11-11,0.3648
"363",2020-11-12,0.3727
"364",2020-11-13,0.3687
"365",2020-11-16,0.3649
"366",2020-11-17,0.3597
"367",2020-11-18,0.4011
"368",2020-11-19,0.3852
"369",2020-11-20,0.3411
"370",2020-11-23,0.3565
"371",2020-11-24,0.3592
"372",2020-11-25,0.3868
"373",2020-11-27,0.382
"374",2020-11-30,0.3614
"375",2020-12-01,0.3392
"376",2020-12-02,0.3413
"377",2020-12-03,0.3509
"378",2020-12-04,0.3583
"379",2020-12-07,0.329
"380",2020-12-08,0.3253
"381",2020-12-09,0.3314
"382",2020-12-10,0.369
"383",2020-12-11,0.3768
"384",2020-12-14,0.3788
"385",2020-12-15,0.3696
"386",2020-12-16,0.3706
"387",2020-12-17,0.3897
"388",2020-12-18,0.3615
"389",2020-12-21,0.3177
"390",2020-12-22,0.3074
"391",2020-12-23,0.2971
"392",2020-12-24,0.3033
"393",2020-12-28,0.3236
"394",2020-12-29,0.3327
"395",2020-12-30,0.3248
"396",2020-12-31,0.3524
"397",2021-01-04,0.3945
"398",2021-01-05,0.4036
"399",2021-01-06,0.3678
"400",2021-01-07,0.358
"401",2021-01-08,0.3556
"402",2021-01-11,0.3668
"403",2021-01-12,0.374
"404",2021-01-13,0.3898
"405",2021-01-14,0.3859
"406",2021-01-15,0.4048
"407",2021-01-19,0.4432
"408",2021-01-20,0.4664
"409",2021-01-21,0.4812
"410",2021-01-22,0.4785
"411",2021-01-25,0.4645
"412",2021-01-26,0.4757
"413",2021-01-27,0.4649
"414",2021-01-28,0.4765
"415",2021-01-29,0.4881
"416",2021-02-01,0.5075
"417",2021-02-02,0.5361
"418",2021-02-03,0.5307
"419",2021-02-04,0.5175
"420",2021-02-05,0.5365
"421",2021-02-08,0.5297
"422",2021-02-09,0.5342
"423",2021-02-10,0.5316
"424",2021-02-11,0.5208
"425",2021-02-12,0.4952
"426",2021-02-16,0.506
"427",2021-02-17,0.5409
"428",2021-02-18,0.5233
"429",2021-02-19,0.5147
"430",2021-02-22,0.528
"431",2021-02-23,0.5237
"432",2021-02-24,0.5305
"433",2021-02-25,0.5237
"434",2021-02-26,0.501
"435",2021-03-01,0.4512
"436",2021-03-02,0.4282
"437",2021-03-03,0.4236
"438",2021-03-04,0.399
"439",2021-03-05,0.3451
"440",2021-03-08,0.3559
"441",2021-03-09,0.3522
"442",2021-03-10,0.3729
"443",2021-03-11,0.3436
"444",2021-03-12,0.3312
"445",2021-03-15,0.3242
"446",2021-03-16,0.3183
"447",2021-03-17,0.3483
"448",2021-03-18,0.3206
"449",2021-03-19,0.2933
"450",2021-03-22,0.2866
"451",2021-03-23,0.3058
"452",2021-03-24,0.3159
"453",2021-03-25,0.3291
"454",2021-03-26,0.3219
"455",2021-03-29,0.3196
"456",2021-03-30,0.3498
"457",2021-03-31,0.3808
"458",2021-04-01,0.3692
"459",2021-04-05,0.3588
"460",2021-04-06,0.339
"461",2021-04-07,0.3193
"462",2021-04-08,0.35
"463",2021-04-09,0.3612
"464",2021-04-12,0.3926
"465",2021-04-13,0.3715
"466",2021-04-14,0.4079
"467",2021-04-15,0.4241
"468",2021-04-16,0.4351
"469",2021-04-19,0.4154
"470",2021-04-20,0.4187
"471",2021-04-21,0.419
"472",2021-04-22,0.444
"473",2021-04-23,0.4437
"474",2021-04-26,0.451
"475",2021-04-27,0.4476
"476",2021-04-28,0.4143
"477",2021-04-29,0.4365
"478",2021-04-30,0.4129
"479",2021-05-03,0.403
"480",2021-05-04,0.419
"481",2021-05-05,0.4182
"482",2021-05-06,0.4269
"483",2021-05-07,0.4157
"484",2021-05-10,0.4055
"485",2021-05-11,0.3744
"486",2021-05-12,0.389
"487",2021-05-13,0.4099
"488",2021-05-14,0.3983
"489",2021-05-17,0.3762
"490",2021-05-18,0.3758
"491",2021-05-19,0.3624
"492",2021-05-20,0.3984
"493",2021-05-21,0.3967
"494",2021-05-24,0.4652
"495",2021-05-25,0.4612
"496",2021-05-26,0.4457
"497",2021-05-27,0.474
"498",2021-05-28,0.4644
"499",2021-06-01,0.4336
"500",2021-06-02,0.4343
"501",2021-06-03,0.4229
"502",2021-06-04,0.4268
"503",2021-06-07,0.4142
"504",2021-06-08,0.4523
"505",2021-06-09,0.4177
"506",2021-06-10,0.4296
"507",2021-06-11,0.4171
"508",2021-06-14,0.4224
"509",2021-06-15,0.4119
"510",2021-06-16,0.4452
"511",2021-06-17,0.421
"512",2021-06-18,0.4206
"513",2021-06-21,0.4181
"514",2021-06-22,0.4364
"515",2021-06-23,0.4235
"516",2021-06-24,0.4463
"517",2021-06-25,0.4163
"518",2021-06-28,0.4317
"519",2021-06-29,0.4184
"520",2021-06-30,0.4363
"521",2021-07-01,0.4192
"522",2021-07-02,0.419
"523",2021-07-06,0.393
"524",2021-07-07,0.4026
"525",2021-07-08,0.4004
"526",2021-07-09,0.4327
"527",2021-07-12,0.3945
"528",2021-07-13,0.4038
"529",2021-07-14,0.3839
"530",2021-07-15,0.3807
"531",2021-07-16,0.3838
"532",2021-07-19,0.3951
"533",2021-07-20,0.3639
"534",2021-07-21,0.3754
"535",2021-07-22,0.3673
"536",2021-07-23,0.377
"537",2021-07-26,0.3804
"538",2021-07-27,0.3889
"539",2021-07-28,0.3859
"540",2021-07-29,0.4148
"541",2021-07-30,0.3838
"542",2021-08-02,0.3805
"543",2021-08-03,0.3567
"544",2021-08-04,0.3378
"545",2021-08-05,0.3117
"546",2021-08-06,0.3174
"547",2021-08-09,0.317
"548",2021-08-10,0.3358
"549",2021-08-11,0.3468
"550",2021-08-12,0.3652
"551",2021-08-13,0.3571
"552",2021-08-16,0.3767
"553",2021-08-17,0.3546
"554",2021-08-18,0.3646
"555",2021-08-19,0.2937
"556",2021-08-20,0.2176
"557",2021-08-23,0.1887
"558",2021-08-24,0.1973
"559",2021-08-25,0.2088
"560",2021-08-26,0.2218
"561",2021-08-27,0.2314
"562",2021-08-30,0.2316
"563",2021-08-31,0.2256
"564",2021-09-01,0.2464
"565",2021-09-02,0.22
"566",2021-09-03,0.2203
"567",2021-09-07,0.2417
"568",2021-09-08,0.2605
"569",2021-09-09,0.2542
"570",2021-09-10,0.2686
"571",2021-09-13,0.2564
"572",2021-09-14,0.2573
"573",2021-09-15,0.2609
"574",2021-09-16,0.2738
"575",2021-09-17,0.2581
"576",2021-09-20,0.2716
"577",2021-09-21,0.2544
"578",2021-09-22,0.261
"579",2021-09-23,0.2626
"580",2021-09-24,0.265
"581",2021-09-27,0.2615
"582",2021-09-28,0.2752
"583",2021-09-29,0.2667
"584",2021-09-30,0.2686
"585",2021-10-01,0.2755
"586",2021-10-04,0.2899
"587",2021-10-05,0.2967
"588",2021-10-06,0.3037
"589",2021-10-07,0.2767
"590",2021-10-08,0.2761
"591",2021-10-11,0.2765
"592",2021-10-12,0.2925
"593",2021-10-13,0.2642
"594",2021-10-14,0.2751
"595",2021-10-15,0.2648
"596",2021-10-18,0.2738
"597",2021-10-19,0.28
"598",2021-10-20,0.3069
"599",2021-10-21,0.2871
"600",2021-10-22,0.3072
"601",2021-10-25,0.3049
"602",2021-10-26,0.318
"603",2021-10-27,0.3176
"604",2021-10-28,0.3201
"605",2021-10-29,0.327
"606",2021-11-01,0.3211
"607",2021-11-02,0.3292
"608",2021-11-03,0.3312
"609",2021-11-04,0.3405
"610",2021-11-05,0.3403
"611",2021-11-08,0.3208
"612",2021-11-09,0.33
"613",2021-11-10,0.3175
"614",2021-11-11,0.3187
"615",2021-11-12,0.2982
"616",2021-11-15,0.26
"617",2021-11-16,0.1692
"618",2021-11-17,0.1795
"619",2021-11-18,0.1767
"620",2021-11-19,0.1913
"621",2021-11-22,0.1832
"622",2021-11-23,0.1981
"623",2021-11-24,0.1903
"624",2021-11-26,0.1988
"625",2021-11-29,0.1905
"626",2021-11-30,0.1853
"627",2021-12-01,0.2177
"628",2021-12-02,0.2259
"629",2021-12-03,0.2264
"630",2021-12-06,0.2261
"631",2021-12-07,0.2425
"632",2021-12-08,0.2399
"633",2021-12-09,0.2449
"634",2021-12-10,0.2548
"635",2021-12-13,0.2333
"636",2021-12-14,0.2356
"637",2021-12-15,0.2464
"638",2021-12-16,0.2498
"639",2021-12-17,0.2418
"640",2021-12-20,0.2483
"641",2021-12-21,0.2431
"642",2021-12-22,0.2473
"643",2021-12-23,0.214
"644",2021-12-27,0.1968
"645",2021-12-28,0.192
"646",2021-12-29,0.1873
"647",2021-12-30,0.2114
"648",2021-12-31,0.2647
"649",2022-01-03,0.2487
"650",2022-01-04,0.2796
"651",2022-01-05,0.2848
"652",2022-01-06,0.2924
"653",2022-01-07,0.2855
"654",2022-01-10,0.2749
"655",2022-01-11,0.256
"656",2022-01-12,0.2368
"657",2022-01-13,0.2729
"658",2022-01-14,0.279
"659",2022-01-18,0.278
"660",2022-01-19,0.2746
"661",2022-01-20,0.2727
"662",2022-01-21,0.2826
"663",2022-01-24,0.284
"664",2022-01-25,0.2935
"665",2022-01-26,0.2604
"666",2022-01-27,0.2403
"667",2022-01-28,0.2493
"668",2022-01-31,0.254
"669",2022-02-01,0.2588
"670",2022-02-02,0.2648
"671",2022-02-03,0.2551
"672",2022-02-04,0.2627
"673",2022-02-07,0.268
"674",2022-02-08,0.2653
"675",2022-02-09,0.2752
"676",2022-02-10,0.2682
"677",2022-02-11,0.2683
"678",2022-02-14,0.2743
"679",2022-02-15,0.2595
"680",2022-02-16,0.2532
"681",2022-02-17,0.255
"682",2022-02-18,0.2507
"683",2022-02-22,0.2372
"684",2022-02-23,0.2502
"685",2022-02-24,0.2429
"686",2022-02-25,0.2521
"687",2022-02-28,0.2615
"688",2022-03-01,0.2564
"689",2022-03-02,0.254
"690",2022-03-03,0.2694
"691",2022-03-04,0.2709
"692",2022-03-07,0.2697
"693",2022-03-08,0.2877
"694",2022-03-09,0.2972
"695",2022-03-10,0.2781
"696",2022-03-11,0.2715
"697",2022-03-14,0.2873
"698",2022-03-15,0.2902
"699",2022-03-16,0.3014
"700",2022-03-17,0.3106
"701",2022-03-18,0.3151
"702",2022-03-21,0.3158
"703",2022-03-22,0.3336
"704",2022-03-23,0.3525
"705",2022-03-24,0.3496
"706",2022-03-25,0.3638
"707",2022-03-28,0.3837
"708",2022-03-29,0.3792
"709",2022-03-30,0.3518
"710",2022-03-31,0.3327
"711",2022-04-01,0.3334
"712",2022-04-04,0.3489
"713",2022-04-05,0.3489
"714",2022-04-06,0.3437
"715",2022-04-07,0.3209
"716",2022-04-08,0.2993
"717",2022-04-11,0.3056
"718",2022-04-12,0.3095
"719",2022-04-13,0.2886
"720",2022-04-14,0.2972
"721",2022-04-18,0.2924
"722",2022-04-19,0.2969
"723",2022-04-20,0.2842
"724",2022-04-21,0.2808
"725",2022-04-22,0.2649
"726",2022-04-25,0.257
"727",2022-04-26,0.2489
"728",2022-04-27,0.234
"729",2022-04-28,0.2369
"730",2022-04-29,0.2139
"731",2022-05-02,0.1969
"732",2022-05-03,0.1891
"733",2022-05-04,0.1741
"734",2022-05-05,0.1663
"735",2022-05-06,0.1692
"736",2022-05-09,0.1685
"737",2022-05-10,0.1642
"738",2022-05-11,0.1687
"739",2022-05-12,0.1628
"740",2022-05-13,0.1623
"741",2022-05-16,0.1623
"742",2022-05-17,0.1605
"743",2022-05-18,0.1414
"744",2022-05-19,0.1386
"745",2022-05-20,0.1345
"746",2022-05-23,0.1431
"747",2022-05-24,0.1249
"748",2022-05-25,0.1088
"749",2022-05-26,0.1008
"750",2022-05-27,0.1131
"751",2022-05-31,0.1292
"752",2022-06-01,0.1344
"753",2022-06-02,0.1408
"754",2022-06-03,0.1502
"755",2022-06-06,0.1608
"756",2022-06-07,0.1638
"757",2022-06-08,0.19
"758",2022-06-09,0.2037
"759",2022-06-10,0.2398
"760",2022-06-13,0.2599
"761",2022-06-14,0.2374
"762",2022-06-15,0.2306
"763",2022-06-16,0.2276
"764",2022-06-17,0.2189
"765",2022-06-21,0.2056
"766",2022-06-22,0.2071
"767",2022-06-23,0.2101
"768",2022-06-24,0.2172
"769",2022-06-27,0.2205
"770",2022-06-28,0.2314
"771",2022-06-29,0.2283
"772",2022-06-30,0.2331
"773",2022-07-01,0.2472
"774",2022-07-05,0.2646
"775",2022-07-06,0.2436
"776",2022-07-07,0.2412
"777",2022-07-08,0.2549
"778",2022-07-11,0.2636
"779",2022-07-12,0.2604
"780",2022-07-13,0.2678
"781",2022-07-14,0.2758
"782",2022-07-15,0.2757
"783",2022-07-18,0.2814
"784",2022-07-19,0.2701
"785",2022-07-20,0.2648
"786",2022-07-21,0.2518
"787",2022-07-22,0.2552
"788",2022-07-25,0.2513
"789",2022-07-26,0.2622
"790",2022-07-27,0.2715
"791",2022-07-28,0.2718
"792",2022-07-29,0.2774
"793",2022-08-01,0.282
"794",2022-08-02,0.2714
"795",2022-08-03,0.2632
"796",2022-08-04,0.2636
"797",2022-08-05,0.2471
"798",2022-08-08,0.2391
"799",2022-08-09,0.2486
"800",2022-08-10,0.263
"801",2022-08-11,0.2701
"802",2022-08-12,0.28
"803",2022-08-15,0.264
"804",2022-08-16,0.2614
"805",2022-08-17,0.2543
"806",2022-08-18,0.2502
"807",2022-08-19,0.2475
"808",2022-08-22,0.2352
"809",2022-08-23,0.2165
"810",2022-08-24,0.2072
"811",2022-08-25,0.2069
"812",2022-08-26,0.1976
"813",2022-08-29,0.1987
"814",2022-08-30,0.1911
"815",2022-08-31,0.1883
"816",2022-09-01,0.1845
"817",2022-09-02,0.1624
"818",2022-09-06,0.1646
"819",2022-09-07,0.1615
"820",2022-09-08,0.1613
"821",2022-09-09,0.1612
"822",2022-09-12,0.1502
"823",2022-09-13,0.1452
"824",2022-09-14,0.1411
"825",2022-09-15,0.1288
"826",2022-09-16,0.1367
"827",2022-09-19,0.151
"828",2022-09-20,0.1596
"829",2022-09-21,0.1602
"830",2022-09-22,0.1625
"831",2022-09-23,0.1383
"832",2022-09-26,0.1289
"833",2022-09-27,0.132
"834",2022-09-28,0.1404
"835",2022-09-29,0.1282
"836",2022-09-30,0.1224
"837",2022-10-03,0.1465
"838",2022-10-04,0.1674
"839",2022-10-05,0.1919
"840",2022-10-06,0.2191
"841",2022-10-07,0.2292
"842",2022-10-10,0.2177
"843",2022-10-11,0.2299
"844",2022-10-12,0.2338
"845",2022-10-13,0.2115
"846",2022-10-14,0.2012
"847",2022-10-17,0.2006
"848",2022-10-18,0.2023
"849",2022-10-19,0.2054
"850",2022-10-20,0.2146
"851",2022-10-21,0.212
"852",2022-10-24,0.2095
"853",2022-10-25,0.2116
"854",2022-10-26,0.2063
"855",2022-10-27,0.2088
"856",2022-10-28,0.2109
"857",2022-10-31,0.2191
"858",2022-11-01,0.2287
"859",2022-11-02,0.2341
"860",2022-11-03,0.2219
"861",2022-11-04,0.2115
"862",2022-11-07,0.2036
"863",2022-11-08,0.2128
"864",2022-11-09,0.2127
"865",2022-11-10,0.1955
"866",2022-11-11,0.1834
"867",2022-11-14,0.1858
"868",2022-11-15,0.1744
"869",2022-11-16,0.1702
"870",2022-11-17,0.1565
"871",2022-11-18,0.1743
"872",2022-11-21,0.1921
"873",2022-11-22,0.1884
"874",2022-11-23,0.1913
"875",2022-11-25,0.2059
"876",2022-11-28,0.2021
"877",2022-11-29,0.2042
"878",2022-11-30,0.2033
"879",2022-12-01,0.2029
"880",2022-12-02,0.2023
"881",2022-12-05,0.1914
"882",2022-12-06,0.176
"883",2022-12-07,0.176
"884",2022-12-08,0.1585
"885",2022-12-09,0.1516
"886",2022-12-12,0.1626
"887",2022-12-13,0.1638
"888",2022-12-14,0.1669
"889",2022-12-15,0.1865
"890",2022-12-16,0.1846
"891",2022-12-19,0.1843
"892",2022-12-20,0.1894
"893",2022-12-21,0.1888
"894",2022-12-22,0.1901
"895",2022-12-23,0.178
"896",2022-12-27,0.1594
"897",2022-12-28,0.1534
"898",2022-12-29,0.1653
"899",2022-12-30,0.1753
"900",2023-01-03,0.1661
"901",2023-01-04,0.1586
"902",2023-01-05,0.1701
"903",2023-01-06,0.1703
"904",2023-01-09,0.1605
"905",2023-01-10,0.1513
"906",2023-01-11,0.1391
"907",2023-01-12,0.1361
"908",2023-01-13,0.1373
"909",2023-01-17,0.1312
"910",2023-01-18,0.1374
"911",2023-01-19,0.1463
"912",2023-01-20,0.1299
"913",2023-01-23,0.1391
"914",2023-01-24,0.1466
"915",2023-01-25,0.1244
"916",2023-01-26,0.1298
"917",2023-01-27,0.1387
"918",2023-01-30,0.1516
"919",2023-01-31,0.1701
"920",2023-02-01,0.1712
"921",2023-02-02,0.1853
"922",2023-02-03,0.1957
"923",2023-02-06,0.1935
"924",2023-02-07,0.195
"925",2023-02-08,0.1894
"926",2023-02-09,0.1814
"927",2023-02-10,0.1905
"928",2023-02-13,0.1979
"929",2023-02-14,0.2025
"930",2023-02-15,0.1863
"931",2023-02-16,0.2026
"932",2023-02-17,0.2142
"933",2023-02-21,0.2269
"934",2023-02-22,0.2129
"935",2023-02-23,0.2001
"936",2023-02-24,0.1924
"937",2023-02-27,0.1988
"938",2023-02-28,0.205
