"","date","XOM"
"110",2019-11-12,0.2462
"111",2019-11-13,0.2558
"112",2019-11-14,0.2462
"113",2019-11-15,0.2539
"114",2019-11-18,0.2678
"115",2019-11-19,0.2574
"116",2019-11-20,0.2491
"117",2019-11-21,0.2597
"118",2019-11-22,0.2626
"119",2019-11-25,0.2652
"120",2019-11-26,0.2699
"121",2019-11-27,0.2655
"122",2019-11-29,0.2575
"123",2019-12-02,0.2517
"124",2019-12-03,0.2623
"125",2019-12-04,0.2616
"126",2019-12-05,0.2676
"127",2019-12-06,0.2555
"128",2019-12-09,0.2529
"129",2019-12-10,0.2579
"130",2019-12-11,0.2571
"131",2019-12-12,0.2472
"132",2019-12-13,0.2341
"133",2019-12-16,0.2268
"134",2019-12-17,0.2212
"135",2019-12-18,0.2478
"136",2019-12-19,0.2462
"137",2019-12-20,0.2444
"138",2019-12-23,0.2495
"139",2019-12-24,0.253
"140",2019-12-26,0.2363
"141",2019-12-27,0.2487
"142",2019-12-30,0.2552
"143",2019-12-31,0.2567
"144",2020-01-02,0.2466
"145",2020-01-03,0.2426
"146",2020-01-06,0.2395
"147",2020-01-07,0.2455
"148",2020-01-08,0.2442
"149",2020-01-09,0.2589
"150",2020-01-10,0.2742
"151",2020-01-13,0.2791
"152",2020-01-14,0.2824
"153",2020-01-15,0.294
"154",2020-01-16,0.3081
"155",2020-01-17,0.3129
"156",2020-01-21,0.3114
"157",2020-01-22,0.3131
"158",2020-01-23,0.2961
"159",2020-01-24,0.293
"160",2020-01-27,0.2856
"161",2020-01-28,0.2947
"162",2020-01-29,0.2973
"163",2020-01-30,0.2898
"164",2020-01-31,0.2834
"165",2020-02-03,0.293
"166",2020-02-04,0.2947
"167",2020-02-05,0.2927
"168",2020-02-06,0.2796
"169",2020-02-07,0.2952
"170",2020-02-10,0.2784
"171",2020-02-11,0.2894
"172",2020-02-12,0.2885
"173",2020-02-13,0.2906
"174",2020-02-14,0.2862
"175",2020-02-18,0.2887
"176",2020-02-19,0.2833
"177",2020-02-20,0.2857
"178",2020-02-21,0.2876
"179",2020-02-24,0.2982
"180",2020-02-25,0.3196
"181",2020-02-26,0.3253
"182",2020-02-27,0.3284
"183",2020-02-28,0.3219
"184",2020-03-02,0.3381
"185",2020-03-03,0.3349
"186",2020-03-04,0.3512
"187",2020-03-05,0.328
"188",2020-03-06,0.3144
"189",2020-03-09,0.3759
"190",2020-03-10,0.3861
"191",2020-03-11,0.4098
"192",2020-03-12,0.4389
"193",2020-03-13,0.417
"194",2020-03-16,0.4066
"195",2020-03-17,0.4025
"196",2020-03-18,0.3797
"197",2020-03-19,0.3981
"198",2020-03-20,0.4055
"199",2020-03-23,0.423
"200",2020-03-24,0.4368
"201",2020-03-25,0.4703
"202",2020-03-26,0.4974
"203",2020-03-27,0.4995
"204",2020-03-30,0.5093
"205",2020-03-31,0.5073
"206",2020-04-01,0.4758
"207",2020-04-02,0.4415
"208",2020-04-03,0.4385
"209",2020-04-06,0.4569
"210",2020-04-07,0.469
"211",2020-04-08,0.4631
"212",2020-04-09,0.4511
"213",2020-04-13,0.4479
"214",2020-04-14,0.4537
"215",2020-04-15,0.4299
"216",2020-04-16,0.4601
"217",2020-04-17,0.4321
"218",2020-04-20,0.3969
"219",2020-04-21,0.4085
"220",2020-04-22,0.4022
"221",2020-04-23,0.4018
"222",2020-04-24,0.4187
"223",2020-04-27,0.3713
"224",2020-04-28,0.3927
"225",2020-04-29,0.4106
"226",2020-04-30,0.4256
"227",2020-05-01,0.3933
"228",2020-05-04,0.36
"229",2020-05-05,0.3322
"230",2020-05-06,0.3199
"231",2020-05-07,0.3216
"232",2020-05-08,0.3133
"233",2020-05-11,0.2883
"234",2020-05-12,0.2816
"235",2020-05-13,0.2658
"236",2020-05-14,0.2567
"237",2020-05-15,0.2815
"238",2020-05-18,0.273
"239",2020-05-19,0.266
"240",2020-05-20,0.2406
"241",2020-05-21,0.231
"242",2020-05-22,0.1828
"243",2020-05-26,0.1364
"244",2020-05-27,0.1067
"245",2020-05-28,0.0899
"246",2020-05-29,0.1164
"247",2020-06-01,0.0624
"248",2020-06-02,0.0644
"249",2020-06-03,0.0764
"250",2020-06-04,0.096
"251",2020-06-05,0.0732
"252",2020-06-08,0.0839000000000001
"253",2020-06-09,0.0869000000000001
"254",2020-06-10,0.0877
"255",2020-06-11,0.1104
"256",2020-06-12,0.1212
"257",2020-06-15,0.1271
"258",2020-06-16,0.1384
"259",2020-06-17,0.1358
"260",2020-06-18,0.1314
"261",2020-06-19,0.1626
"262",2020-06-22,0.1586
"263",2020-06-23,0.1755
"264",2020-06-24,0.1958
"265",2020-06-25,0.1896
"266",2020-06-26,0.1711
"267",2020-06-29,0.1592
"268",2020-06-30,0.148
"269",2020-07-01,0.1492
"270",2020-07-02,0.1333
"271",2020-07-06,0.1247
"272",2020-07-07,0.1262
"273",2020-07-08,0.136
"274",2020-07-09,0.1801
"275",2020-07-10,0.1968
"276",2020-07-13,0.2233
"277",2020-07-14,0.2117
"278",2020-07-15,0.1706
"279",2020-07-16,0.186
"280",2020-07-17,0.1826
"281",2020-07-20,0.2029
"282",2020-07-21,0.2465
"283",2020-07-22,0.2122
"284",2020-07-23,0.1841
"285",2020-07-24,0.197
"286",2020-07-27,0.214
"287",2020-07-28,0.1869
"288",2020-07-29,0.1891
"289",2020-07-30,0.2012
"290",2020-07-31,0.1932
"291",2020-08-03,0.2015
"292",2020-08-04,0.2138
"293",2020-08-05,0.2099
"294",2020-08-06,0.2094
"295",2020-08-07,0.1979
"296",2020-08-10,0.2013
"297",2020-08-11,0.2186
"298",2020-08-12,0.191
"299",2020-08-13,0.1651
"300",2020-08-14,0.1437
"301",2020-08-17,0.1572
"302",2020-08-18,0.1488
"303",2020-08-19,0.1386
"304",2020-08-20,0.1359
"305",2020-08-21,0.1475
"306",2020-08-24,0.1648
"307",2020-08-25,0.1759
"308",2020-08-26,0.1644
"309",2020-08-27,0.1806
"310",2020-08-28,0.183
"311",2020-08-31,0.173
"312",2020-09-01,0.1728
"313",2020-09-02,0.1448
"314",2020-09-03,0.1439
"315",2020-09-04,0.1749
"316",2020-09-08,0.1755
"317",2020-09-09,0.1459
"318",2020-09-10,0.1524
"319",2020-09-11,0.1466
"320",2020-09-14,0.1402
"321",2020-09-15,0.1623
"322",2020-09-16,0.1664
"323",2020-09-17,0.1799
"324",2020-09-18,0.1785
"325",2020-09-21,0.1867
"326",2020-09-22,0.1628
"327",2020-09-23,0.1461
"328",2020-09-24,0.1177
"329",2020-09-25,0.1359
"330",2020-09-28,0.1244
"331",2020-09-29,0.128
"332",2020-09-30,0.1111
"333",2020-10-01,0.1136
"334",2020-10-02,0.1338
"335",2020-10-05,0.1183
"336",2020-10-06,0.1387
"337",2020-10-07,0.1396
"338",2020-10-08,0.1154
"339",2020-10-09,0.1009
"340",2020-10-12,0.1058
"341",2020-10-13,0.1198
"342",2020-10-14,0.1144
"343",2020-10-15,0.083
"344",2020-10-16,0.0674
"345",2020-10-19,0.1039
"346",2020-10-20,0.1137
"347",2020-10-21,0.0995
"348",2020-10-22,0.0736
"349",2020-10-23,0.0886
"350",2020-10-26,0.0656
"351",2020-10-27,0.1037
"352",2020-10-28,0.1092
"353",2020-10-29,0.1105
"354",2020-10-30,0.1114
"355",2020-11-02,0.1024
"356",2020-11-03,0.1043
"357",2020-11-04,0.1031
"358",2020-11-05,0.0968
"359",2020-11-06,0.0934
"360",2020-11-09,0.0953000000000001
"361",2020-11-10,0.0867
"362",2020-11-11,0.0839
"363",2020-11-12,0.0874
"364",2020-11-13,0.0806
"365",2020-11-16,0.1185
"366",2020-11-17,0.1289
"367",2020-11-18,0.1386
"368",2020-11-19,0.1285
"369",2020-11-20,0.1458
"370",2020-11-23,0.16
"371",2020-11-24,0.1622
"372",2020-11-25,0.155
"373",2020-11-27,0.1605
"374",2020-11-30,0.1578
"375",2020-12-01,0.1661
"376",2020-12-02,0.1613
"377",2020-12-03,0.1585
"378",2020-12-04,0.1652
"379",2020-12-07,0.184
"380",2020-12-08,0.1934
"381",2020-12-09,0.2315
"382",2020-12-10,0.2349
"383",2020-12-11,0.2011
"384",2020-12-14,0.2048
"385",2020-12-15,0.223
"386",2020-12-16,0.2208
"387",2020-12-17,0.2008
"388",2020-12-18,0.1615
"389",2020-12-21,0.1633
"390",2020-12-22,0.1592
"391",2020-12-23,0.1776
"392",2020-12-24,0.1859
"393",2020-12-28,0.2053
"394",2020-12-29,0.1985
"395",2020-12-30,0.2253
"396",2020-12-31,0.2035
"397",2021-01-04,0.1765
"398",2021-01-05,0.1602
"399",2021-01-06,0.155
"400",2021-01-07,0.1548
"401",2021-01-08,0.177
"402",2021-01-11,0.1943
"403",2021-01-12,0.1714
"404",2021-01-13,0.1638
"405",2021-01-14,0.1894
"406",2021-01-15,0.2169
"407",2021-01-19,0.2087
"408",2021-01-20,0.1905
"409",2021-01-21,0.2033
"410",2021-01-22,0.1836
"411",2021-01-25,0.1973
"412",2021-01-26,0.1897
"413",2021-01-27,0.1876
"414",2021-01-28,0.177
"415",2021-01-29,0.1804
"416",2021-02-01,0.1501
"417",2021-02-02,0.1673
"418",2021-02-03,0.152
"419",2021-02-04,0.1518
"420",2021-02-05,0.1375
"421",2021-02-08,0.1407
"422",2021-02-09,0.1338
"423",2021-02-10,0.1187
"424",2021-02-11,0.103
"425",2021-02-12,0.1008
"426",2021-02-16,0.1122
"427",2021-02-17,0.1021
"428",2021-02-18,0.0915
"429",2021-02-19,0.0691999999999999
"430",2021-02-22,0.0551999999999999
"431",2021-02-23,0.0628000000000001
"432",2021-02-24,0.0683
"433",2021-02-25,0.0851
"434",2021-02-26,0.0982999999999999
"435",2021-03-01,0.0819000000000001
"436",2021-03-02,0.0911
"437",2021-03-03,0.086
"438",2021-03-04,0.104
"439",2021-03-05,0.1019
"440",2021-03-08,0.0916
"441",2021-03-09,0.0714
"442",2021-03-10,0.0783
"443",2021-03-11,0.0870000000000001
"444",2021-03-12,0.0841
"445",2021-03-15,0.0839
"446",2021-03-16,0.0934
"447",2021-03-17,0.1024
"448",2021-03-18,0.1153
"449",2021-03-19,0.128
"450",2021-03-22,0.1538
"451",2021-03-23,0.1717
"452",2021-03-24,0.1729
"453",2021-03-25,0.175
"454",2021-03-26,0.1753
"455",2021-03-29,0.2018
"456",2021-03-30,0.2248
"457",2021-03-31,0.2444
"458",2021-04-01,0.2613
"459",2021-04-05,0.2882
"460",2021-04-06,0.2874
"461",2021-04-07,0.3273
"462",2021-04-08,0.3449
"463",2021-04-09,0.3462
"464",2021-04-12,0.3513
"465",2021-04-13,0.3822
"466",2021-04-14,0.3941
"467",2021-04-15,0.4205
"468",2021-04-16,0.4317
"469",2021-04-19,0.4722
"470",2021-04-20,0.4874
"471",2021-04-21,0.509
"472",2021-04-22,0.5105
"473",2021-04-23,0.5189
"474",2021-04-26,0.5014
"475",2021-04-27,0.5066
"476",2021-04-28,0.4907
"477",2021-04-29,0.5393
"478",2021-04-30,0.5337
"479",2021-05-03,0.5326
"480",2021-05-04,0.522
"481",2021-05-05,0.5299
"482",2021-05-06,0.5036
"483",2021-05-07,0.4917
"484",2021-05-10,0.5158
"485",2021-05-11,0.509
"486",2021-05-12,0.5417
"487",2021-05-13,0.5076
"488",2021-05-14,0.4742
"489",2021-05-17,0.4781
"490",2021-05-18,0.4888
"491",2021-05-19,0.4855
"492",2021-05-20,0.486
"493",2021-05-21,0.4414
"494",2021-05-24,0.4068
"495",2021-05-25,0.3913
"496",2021-05-26,0.3886
"497",2021-05-27,0.3819
"498",2021-05-28,0.343
"499",2021-06-01,0.3224
"500",2021-06-02,0.291
"501",2021-06-03,0.2996
"502",2021-06-04,0.3096
"503",2021-06-07,0.3142
"504",2021-06-08,0.2823
"505",2021-06-09,0.2744
"506",2021-06-10,0.2286
"507",2021-06-11,0.2029
"508",2021-06-14,0.2018
"509",2021-06-15,0.1651
"510",2021-06-16,0.187
"511",2021-06-17,0.1536
"512",2021-06-18,0.1263
"513",2021-06-21,0.0944
"514",2021-06-22,0.0545
"515",2021-06-23,0.0378000000000001
"516",2021-06-24,0.0359999999999999
"517",2021-06-25,0.0348000000000001
"518",2021-06-28,0.0456000000000001
"519",2021-06-29,0.0548000000000001
"520",2021-06-30,0.0717
"521",2021-07-01,0.0801000000000001
"522",2021-07-02,0.0922000000000001
"523",2021-07-06,0.1017
"524",2021-07-07,0.1148
"525",2021-07-08,0.1122
"526",2021-07-09,0.1186
"527",2021-07-12,0.1226
"528",2021-07-13,0.1356
"529",2021-07-14,0.1518
"530",2021-07-15,0.1666
"531",2021-07-16,0.166
"532",2021-07-19,0.1632
"533",2021-07-20,0.1652
"534",2021-07-21,0.137
"535",2021-07-22,0.1124
"536",2021-07-23,0.0871999999999999
"537",2021-07-26,0.0492999999999999
"538",2021-07-27,0.0384
"539",2021-07-28,0.0537
"540",2021-07-29,0.0846
"541",2021-07-30,0.1259
"542",2021-08-02,0.1225
"543",2021-08-03,0.1708
"544",2021-08-04,0.2221
"545",2021-08-05,0.298
"546",2021-08-06,0.3458
"547",2021-08-09,0.374
"548",2021-08-10,0.3644
"549",2021-08-11,0.382
"550",2021-08-12,0.3441
"551",2021-08-13,0.29
"552",2021-08-16,0.2677
"553",2021-08-17,0.2233
"554",2021-08-18,0.2189
"555",2021-08-19,0.2101
"556",2021-08-20,0.2054
"557",2021-08-23,0.207
"558",2021-08-24,0.2066
"559",2021-08-25,0.2072
"560",2021-08-26,0.2177
"561",2021-08-27,0.222
"562",2021-08-30,0.1815
"563",2021-08-31,0.1732
"564",2021-09-01,0.1784
"565",2021-09-02,0.1943
"566",2021-09-03,0.1776
"567",2021-09-07,0.1901
"568",2021-09-08,0.1789
"569",2021-09-09,0.1722
"570",2021-09-10,0.1773
"571",2021-09-13,0.1824
"572",2021-09-14,0.1541
"573",2021-09-15,0.1541
"574",2021-09-16,0.1339
"575",2021-09-17,0.1484
"576",2021-09-20,0.1422
"577",2021-09-21,0.1503
"578",2021-09-22,0.1429
"579",2021-09-23,0.13
"580",2021-09-24,0.1392
"581",2021-09-27,0.1458
"582",2021-09-28,0.1362
"583",2021-09-29,0.1276
"584",2021-09-30,0.1233
"585",2021-10-01,0.1496
"586",2021-10-04,0.1384
"587",2021-10-05,0.1503
"588",2021-10-06,0.145
"589",2021-10-07,0.1429
"590",2021-10-08,0.1508
"591",2021-10-11,0.1695
"592",2021-10-12,0.1617
"593",2021-10-13,0.1685
"594",2021-10-14,0.177
"595",2021-10-15,0.1883
"596",2021-10-18,0.1864
"597",2021-10-19,0.1944
"598",2021-10-20,0.182
"599",2021-10-21,0.1866
"600",2021-10-22,0.2071
"601",2021-10-25,0.2299
"602",2021-10-26,0.2266
"603",2021-10-27,0.2465
"604",2021-10-28,0.2806
"605",2021-10-29,0.2785
"606",2021-11-01,0.2486
"607",2021-11-02,0.2204
"608",2021-11-03,0.2017
"609",2021-11-04,0.1941
"610",2021-11-05,0.1862
"611",2021-11-08,0.1896
"612",2021-11-09,0.1665
"613",2021-11-10,0.1616
"614",2021-11-11,0.1668
"615",2021-11-12,0.1723
"616",2021-11-15,0.179
"617",2021-11-16,0.193
"618",2021-11-17,0.1901
"619",2021-11-18,0.1852
"620",2021-11-19,0.1875
"621",2021-11-22,0.2008
"622",2021-11-23,0.1991
"623",2021-11-24,0.2034
"624",2021-11-26,0.2151
"625",2021-11-29,0.2298
"626",2021-11-30,0.2323
"627",2021-12-01,0.2394
"628",2021-12-02,0.2221
"629",2021-12-03,0.2155
"630",2021-12-06,0.2334
"631",2021-12-07,0.2368
"632",2021-12-08,0.2278
"633",2021-12-09,0.2319
"634",2021-12-10,0.2139
"635",2021-12-13,0.2145
"636",2021-12-14,0.2311
"637",2021-12-15,0.2426
"638",2021-12-16,0.2396
"639",2021-12-17,0.2199
"640",2021-12-20,0.2196
"641",2021-12-21,0.2192
"642",2021-12-22,0.2033
"643",2021-12-23,0.1993
"644",2021-12-27,0.1893
"645",2021-12-28,0.1865
"646",2021-12-29,0.1797
"647",2021-12-30,0.1823
"648",2021-12-31,0.1676
"649",2022-01-03,0.1477
"650",2022-01-04,0.1434
"651",2022-01-05,0.1309
"652",2022-01-06,0.1246
"653",2022-01-07,0.122
"654",2022-01-10,0.1222
"655",2022-01-11,0.1437
"656",2022-01-12,0.1289
"657",2022-01-13,0.1226
"658",2022-01-14,0.1056
"659",2022-01-18,0.09
"660",2022-01-19,0.0841
"661",2022-01-20,0.0758
"662",2022-01-21,0.0539999999999999
"663",2022-01-24,0.0405
"664",2022-01-25,0.0507000000000001
"665",2022-01-26,0.0562
"666",2022-01-27,0.0612
"667",2022-01-28,0.0548
"668",2022-01-31,0.0508
"669",2022-02-01,0.0596000000000001
"670",2022-02-02,0.0656
"671",2022-02-03,0.0676
"672",2022-02-04,0.0610000000000001
"673",2022-02-07,0.0643
"674",2022-02-08,0.075
"675",2022-02-09,0.0891999999999999
"676",2022-02-10,0.1006
"677",2022-02-11,0.1098
"678",2022-02-14,0.12
"679",2022-02-15,0.1125
"680",2022-02-16,0.115
"681",2022-02-17,0.1225
"682",2022-02-18,0.1367
"683",2022-02-22,0.1468
"684",2022-02-23,0.1546
"685",2022-02-24,0.1725
"686",2022-02-25,0.1761
"687",2022-02-28,0.1858
"688",2022-03-01,0.1957
"689",2022-03-02,0.1847
"690",2022-03-03,0.2055
"691",2022-03-04,0.2039
"692",2022-03-07,0.2053
"693",2022-03-08,0.1909
"694",2022-03-09,0.1853
"695",2022-03-10,0.1913
"696",2022-03-11,0.1911
"697",2022-03-14,0.207
"698",2022-03-15,0.2218
"699",2022-03-16,0.2128
"700",2022-03-17,0.2129
"701",2022-03-18,0.2238
"702",2022-03-21,0.2258
"703",2022-03-22,0.2322
"704",2022-03-23,0.238
"705",2022-03-24,0.2306
"706",2022-03-25,0.2407
"707",2022-03-28,0.2527
"708",2022-03-29,0.2499
"709",2022-03-30,0.2319
"710",2022-03-31,0.2137
"711",2022-04-01,0.2098
"712",2022-04-04,0.2157
"713",2022-04-05,0.2339
"714",2022-04-06,0.2452
"715",2022-04-07,0.2442
"716",2022-04-08,0.236
"717",2022-04-11,0.2323
"718",2022-04-12,0.2352
"719",2022-04-13,0.2178
"720",2022-04-14,0.2273
"721",2022-04-18,0.2301
"722",2022-04-19,0.241
"723",2022-04-20,0.2424
"724",2022-04-21,0.2455
"725",2022-04-22,0.2285
"726",2022-04-25,0.2236
"727",2022-04-26,0.2132
"728",2022-04-27,0.2113
"729",2022-04-28,0.2055
"730",2022-04-29,0.2051
"731",2022-05-02,0.194
"732",2022-05-03,0.1824
"733",2022-05-04,0.1869
"734",2022-05-05,0.1959
"735",2022-05-06,0.1922
"736",2022-05-09,0.2014
"737",2022-05-10,0.2059
"738",2022-05-11,0.2074
"739",2022-05-12,0.213
"740",2022-05-13,0.2085
"741",2022-05-16,0.1989
"742",2022-05-17,0.1918
"743",2022-05-18,0.196
"744",2022-05-19,0.1948
"745",2022-05-20,0.1953
"746",2022-05-23,0.1903
"747",2022-05-24,0.1839
"748",2022-05-25,0.1825
"749",2022-05-26,0.1628
"750",2022-05-27,0.1648
"751",2022-05-31,0.167
"752",2022-06-01,0.1623
"753",2022-06-02,0.1632
"754",2022-06-03,0.1717
"755",2022-06-06,0.1815
"756",2022-06-07,0.1716
"757",2022-06-08,0.1613
"758",2022-06-09,0.1717
"759",2022-06-10,0.1646
"760",2022-06-13,0.1566
"761",2022-06-14,0.1537
"762",2022-06-15,0.1605
"763",2022-06-16,0.1576
"764",2022-06-17,0.163
"765",2022-06-21,0.152
"766",2022-06-22,0.1575
"767",2022-06-23,0.1635
"768",2022-06-24,0.1451
"769",2022-06-27,0.1308
"770",2022-06-28,0.1256
"771",2022-06-29,0.1187
"772",2022-06-30,0.1397
"773",2022-07-01,0.1618
"774",2022-07-05,0.1753
"775",2022-07-06,0.1719
"776",2022-07-07,0.1853
"777",2022-07-08,0.1856
"778",2022-07-11,0.2086
"779",2022-07-12,0.2175
"780",2022-07-13,0.2114
"781",2022-07-14,0.2082
"782",2022-07-15,0.1999
"783",2022-07-18,0.1924
"784",2022-07-19,0.2003
"785",2022-07-20,0.1997
"786",2022-07-21,0.2022
"787",2022-07-22,0.2027
"788",2022-07-25,0.2208
"789",2022-07-26,0.2085
"790",2022-07-27,0.2089
"791",2022-07-28,0.2019
"792",2022-07-29,0.2017
"793",2022-08-01,0.2012
"794",2022-08-02,0.2059
"795",2022-08-03,0.1919
"796",2022-08-04,0.1772
"797",2022-08-05,0.1648
"798",2022-08-08,0.1637
"799",2022-08-09,0.1646
"800",2022-08-10,0.1634
"801",2022-08-11,0.1547
"802",2022-08-12,0.152
"803",2022-08-15,0.1458
"804",2022-08-16,0.1356
"805",2022-08-17,0.1168
"806",2022-08-18,0.1256
"807",2022-08-19,0.1295
"808",2022-08-22,0.1255
"809",2022-08-23,0.1248
"810",2022-08-24,0.1325
"811",2022-08-25,0.1462
"812",2022-08-26,0.1564
"813",2022-08-29,0.1447
"814",2022-08-30,0.1453
"815",2022-08-31,0.1377
"816",2022-09-01,0.144
"817",2022-09-02,0.146
"818",2022-09-06,0.1712
"819",2022-09-07,0.1603
"820",2022-09-08,0.1741
"821",2022-09-09,0.1826
"822",2022-09-12,0.1823
"823",2022-09-13,0.1783
"824",2022-09-14,0.1856
"825",2022-09-15,0.1761
"826",2022-09-16,0.188
"827",2022-09-19,0.1982
"828",2022-09-20,0.1956
"829",2022-09-21,0.1837
"830",2022-09-22,0.1854
"831",2022-09-23,0.1786
"832",2022-09-26,0.1902
"833",2022-09-27,0.1912
"834",2022-09-28,0.1935
"835",2022-09-29,0.183
"836",2022-09-30,0.1874
"837",2022-10-03,0.1812
"838",2022-10-04,0.2049
"839",2022-10-05,0.2079
"840",2022-10-06,0.1993
"841",2022-10-07,0.1969
"842",2022-10-10,0.1962
"843",2022-10-11,0.1969
"844",2022-10-12,0.2058
"845",2022-10-13,0.1999
"846",2022-10-14,0.1993
"847",2022-10-17,0.1789
"848",2022-10-18,0.1999
"849",2022-10-19,0.1997
"850",2022-10-20,0.214
"851",2022-10-21,0.2174
"852",2022-10-24,0.2048
"853",2022-10-25,0.1845
"854",2022-10-26,0.1883
"855",2022-10-27,0.1723
"856",2022-10-28,0.171
"857",2022-10-31,0.177
"858",2022-11-01,0.1804
"859",2022-11-02,0.1688
"860",2022-11-03,0.1656
"861",2022-11-04,0.1566
"862",2022-11-07,0.1747
"863",2022-11-08,0.1875
"864",2022-11-09,0.1851
"865",2022-11-10,0.1847
"866",2022-11-11,0.1772
"867",2022-11-14,0.165
"868",2022-11-15,0.1753
"869",2022-11-16,0.1814
"870",2022-11-17,0.1921
"871",2022-11-18,0.2034
"872",2022-11-21,0.2076
"873",2022-11-22,0.1924
"874",2022-11-23,0.2045
"875",2022-11-25,0.21
"876",2022-11-28,0.2151
"877",2022-11-29,0.2263
"878",2022-11-30,0.2364
"879",2022-12-01,0.2262
"880",2022-12-02,0.2222
"881",2022-12-05,0.2157
"882",2022-12-06,0.2162
"883",2022-12-07,0.2167
"884",2022-12-08,0.2245
"885",2022-12-09,0.2172
"886",2022-12-12,0.2263
"887",2022-12-13,0.2305
"888",2022-12-14,0.2265
"889",2022-12-15,0.2187
"890",2022-12-16,0.2247
"891",2022-12-19,0.2251
"892",2022-12-20,0.237
"893",2022-12-21,0.263
"894",2022-12-22,0.2521
"895",2022-12-23,0.25
"896",2022-12-27,0.2505
"897",2022-12-28,0.2387
"898",2022-12-29,0.2542
"899",2022-12-30,0.2516
"900",2023-01-03,0.2497
"901",2023-01-04,0.2405
"902",2023-01-05,0.2375
"903",2023-01-06,0.2258
"904",2023-01-09,0.23
"905",2023-01-10,0.2282
"906",2023-01-11,0.2286
"907",2023-01-12,0.2226
"908",2023-01-13,0.2259
"909",2023-01-17,0.2149
"910",2023-01-18,0.2115
"911",2023-01-19,0.2173
"912",2023-01-20,0.2115
"913",2023-01-23,0.2187
"914",2023-01-24,0.2421
"915",2023-01-25,0.2566
"916",2023-01-26,0.2679
"917",2023-01-27,0.2668
"918",2023-01-30,0.2607
"919",2023-01-31,0.2591
"920",2023-02-01,0.2528
"921",2023-02-02,0.2483
"922",2023-02-03,0.2497
"923",2023-02-06,0.2505
"924",2023-02-07,0.2345
"925",2023-02-08,0.2329
"926",2023-02-09,0.2382
"927",2023-02-10,0.2429
"928",2023-02-13,0.2594
"929",2023-02-14,0.2545
"930",2023-02-15,0.2366
"931",2023-02-16,0.2282
"932",2023-02-17,0.2265
