"","date","JNJ"
"316",2020-09-08,0.2355
"317",2020-09-09,0.2339
"318",2020-09-10,0.2228
"319",2020-09-11,0.2437
"320",2020-09-14,0.2421
"321",2020-09-15,0.2366
"322",2020-09-16,0.2362
"323",2020-09-17,0.2228
"324",2020-09-18,0.2546
"325",2020-09-21,0.2559
"326",2020-09-22,0.2403
"327",2020-09-23,0.2355
"328",2020-09-24,0.2696
"329",2020-09-25,0.2464
"330",2020-09-28,0.2554
"331",2020-09-29,0.2622
"332",2020-09-30,0.2332
"333",2020-10-01,0.2454
"334",2020-10-02,0.2629
"335",2020-10-05,0.2414
"336",2020-10-06,0.2195
"337",2020-10-07,0.2072
"338",2020-10-08,0.2249
"339",2020-10-09,0.2709
"340",2020-10-12,0.2575
"341",2020-10-13,0.2588
"342",2020-10-14,0.2649
"343",2020-10-15,0.2891
"344",2020-10-16,0.3145
"345",2020-10-19,0.2961
"346",2020-10-20,0.2794
"347",2020-10-21,0.2255
"348",2020-10-22,0.2197
"349",2020-10-23,0.2336
"350",2020-10-26,0.2497
"351",2020-10-27,0.2488
"352",2020-10-28,0.2481
"353",2020-10-29,0.2275
"354",2020-10-30,0.2563
"355",2020-11-02,0.2748
"356",2020-11-03,0.2766
"357",2020-11-04,0.2582
"358",2020-11-05,0.2409
"359",2020-11-06,0.244
"360",2020-11-09,0.2503
"361",2020-11-10,0.2647
"362",2020-11-11,0.2474
"363",2020-11-12,0.2401
"364",2020-11-13,0.2598
"365",2020-11-16,0.24
"366",2020-11-17,0.2363
"367",2020-11-18,0.2633
"368",2020-11-19,0.2506
"369",2020-11-20,0.2682
"370",2020-11-23,0.2767
"371",2020-11-24,0.2721
"372",2020-11-25,0.3182
"373",2020-11-27,0.2926
"374",2020-11-30,0.2841
"375",2020-12-01,0.2645
"376",2020-12-02,0.2459
"377",2020-12-03,0.2245
"378",2020-12-04,0.2314
"379",2020-12-07,0.2414
"380",2020-12-08,0.2084
"381",2020-12-09,0.168
"382",2020-12-10,0.1506
"383",2020-12-11,0.144
"384",2020-12-14,0.1682
"385",2020-12-15,0.1589
"386",2020-12-16,0.1427
"387",2020-12-17,0.1195
"388",2020-12-18,0.1166
"389",2020-12-21,0.1251
"390",2020-12-22,0.1232
"391",2020-12-23,0.1259
"392",2020-12-24,0.1271
"393",2020-12-28,0.1389
"394",2020-12-29,0.1949
"395",2020-12-30,0.1725
"396",2020-12-31,0.1885
"397",2021-01-04,0.2083
"398",2021-01-05,0.2217
"399",2021-01-06,0.2395
"400",2021-01-07,0.2403
"401",2021-01-08,0.2022
"402",2021-01-11,0.1906
"403",2021-01-12,0.2051
"404",2021-01-13,0.2364
"405",2021-01-14,0.268
"406",2021-01-15,0.2607
"407",2021-01-19,0.249
"408",2021-01-20,0.274
"409",2021-01-21,0.3013
"410",2021-01-22,0.2968
"411",2021-01-25,0.3021
"412",2021-01-26,0.2778
"413",2021-01-27,0.2524
"414",2021-01-28,0.2793
"415",2021-01-29,0.2972
"416",2021-02-01,0.3093
"417",2021-02-02,0.2793
"418",2021-02-03,0.2957
"419",2021-02-04,0.3089
"420",2021-02-05,0.3219
"421",2021-02-08,0.3254
"422",2021-02-09,0.3098
"423",2021-02-10,0.2994
"424",2021-02-11,0.3115
"425",2021-02-12,0.2773
"426",2021-02-16,0.2811
"427",2021-02-17,0.3017
"428",2021-02-18,0.2853
"429",2021-02-19,0.2901
"430",2021-02-22,0.2869
"431",2021-02-23,0.2711
"432",2021-02-24,0.2829
"433",2021-02-25,0.2904
"434",2021-02-26,0.2976
"435",2021-03-01,0.2745
"436",2021-03-02,0.2443
"437",2021-03-03,0.219
"438",2021-03-04,0.2399
"439",2021-03-05,0.2572
"440",2021-03-08,0.2517
"441",2021-03-09,0.2335
"442",2021-03-10,0.2366
"443",2021-03-11,0.2136
"444",2021-03-12,0.2253
"445",2021-03-15,0.209
"446",2021-03-16,0.1975
"447",2021-03-17,0.2006
"448",2021-03-18,0.1799
"449",2021-03-19,0.2008
"450",2021-03-22,0.2065
"451",2021-03-23,0.1672
"452",2021-03-24,0.109
"453",2021-03-25,0.1237
"454",2021-03-26,0.1597
"455",2021-03-29,0.1712
"456",2021-03-30,0.1889
"457",2021-03-31,0.1891
"458",2021-04-01,0.1774
"459",2021-04-05,0.1999
"460",2021-04-06,0.2232
"461",2021-04-07,0.2238
"462",2021-04-08,0.2524
"463",2021-04-09,0.2942
"464",2021-04-12,0.3015
"465",2021-04-13,0.2913
"466",2021-04-14,0.2846
"467",2021-04-15,0.2619
"468",2021-04-16,0.2805
"469",2021-04-19,0.2998
"470",2021-04-20,0.2881
"471",2021-04-21,0.3014
"472",2021-04-22,0.3239
"473",2021-04-23,0.3147
"474",2021-04-26,0.3551
"475",2021-04-27,0.3639
"476",2021-04-28,0.3509
"477",2021-04-29,0.3326
"478",2021-04-30,0.3278
"479",2021-05-03,0.3281
"480",2021-05-04,0.3221
"481",2021-05-05,0.3298
"482",2021-05-06,0.3471
"483",2021-05-07,0.3435
"484",2021-05-10,0.3592
"485",2021-05-11,0.3257
"486",2021-05-12,0.3192
"487",2021-05-13,0.3238
"488",2021-05-14,0.325
"489",2021-05-17,0.3391
"490",2021-05-18,0.327
"491",2021-05-19,0.3251
"492",2021-05-20,0.315
"493",2021-05-21,0.3523
"494",2021-05-24,0.3676
"495",2021-05-25,0.3781
"496",2021-05-26,0.3535
"497",2021-05-27,0.3172
"498",2021-05-28,0.3234
"499",2021-06-01,0.3141
"500",2021-06-02,0.2987
"501",2021-06-03,0.2932
"502",2021-06-04,0.2919
"503",2021-06-07,0.3019
"504",2021-06-08,0.3471
"505",2021-06-09,0.3095
"506",2021-06-10,0.2753
"507",2021-06-11,0.238
"508",2021-06-14,0.2141
"509",2021-06-15,0.198
"510",2021-06-16,0.2123
"511",2021-06-17,0.1979
"512",2021-06-18,0.175
"513",2021-06-21,0.1743
"514",2021-06-22,0.184
"515",2021-06-23,0.1886
"516",2021-06-24,0.1792
"517",2021-06-25,0.1568
"518",2021-06-28,0.1465
"519",2021-06-29,0.1453
"520",2021-06-30,0.1267
"521",2021-07-01,0.0955
"522",2021-07-02,0.0816000000000001
"523",2021-07-06,0.0792
"524",2021-07-07,0.0865999999999999
"525",2021-07-08,0.0954999999999999
"526",2021-07-09,0.128
"527",2021-07-12,0.1139
"528",2021-07-13,0.1092
"529",2021-07-14,0.0976999999999999
"530",2021-07-15,0.0920000000000001
"531",2021-07-16,0.0949
"532",2021-07-19,0.0936
"533",2021-07-20,0.1179
"534",2021-07-21,0.1418
"535",2021-07-22,0.1484
"536",2021-07-23,0.1571
"537",2021-07-26,0.1548
"538",2021-07-27,0.2022
"539",2021-07-28,0.2195
"540",2021-07-29,0.2364
"541",2021-07-30,0.2519
"542",2021-08-02,0.2453
"543",2021-08-03,0.2466
"544",2021-08-04,0.2577
"545",2021-08-05,0.2466
"546",2021-08-06,0.258
"547",2021-08-09,0.2821
"548",2021-08-10,0.3104
"549",2021-08-11,0.3366
"550",2021-08-12,0.3317
"551",2021-08-13,0.3283
"552",2021-08-16,0.32
"553",2021-08-17,0.3095
"554",2021-08-18,0.3347
"555",2021-08-19,0.2214
"556",2021-08-20,0.0609999999999999
"557",2021-08-23,0.0819
"558",2021-08-24,0.0659
"559",2021-08-25,0.0555
"560",2021-08-26,0.0612
"561",2021-08-27,0.0780999999999999
"562",2021-08-30,0.0912999999999999
"563",2021-08-31,0.1302
"564",2021-09-01,0.1495
"565",2021-09-02,0.1943
"566",2021-09-03,0.2345
"567",2021-09-07,0.2598
"568",2021-09-08,0.2742
"569",2021-09-09,0.2959
"570",2021-09-10,0.3061
"571",2021-09-13,0.3028
"572",2021-09-14,0.2949
"573",2021-09-15,0.2685
"574",2021-09-16,0.2473
"575",2021-09-17,0.2287
"576",2021-09-20,0.216
"577",2021-09-21,0.226
"578",2021-09-22,0.2411
"579",2021-09-23,0.2276
"580",2021-09-24,0.2502
"581",2021-09-27,0.2503
"582",2021-09-28,0.2365
"583",2021-09-29,0.2414
"584",2021-09-30,0.2303
"585",2021-10-01,0.2416
"586",2021-10-04,0.2576
"587",2021-10-05,0.2608
"588",2021-10-06,0.2739
"589",2021-10-07,0.2591
"590",2021-10-08,0.2467
"591",2021-10-11,0.2465
"592",2021-10-12,0.2423
"593",2021-10-13,0.2385
"594",2021-10-14,0.2339
"595",2021-10-15,0.2467
"596",2021-10-18,0.2477
"597",2021-10-19,0.2268
"598",2021-10-20,0.2387
"599",2021-10-21,0.2379
"600",2021-10-22,0.247
"601",2021-10-25,0.2497
"602",2021-10-26,0.2378
"603",2021-10-27,0.2403
"604",2021-10-28,0.2413
"605",2021-10-29,0.2432
"606",2021-11-01,0.2386
"607",2021-11-02,0.2317
"608",2021-11-03,0.2454
"609",2021-11-04,0.253
"610",2021-11-05,0.2691
"611",2021-11-08,0.2604
"612",2021-11-09,0.232
"613",2021-11-10,0.2281
"614",2021-11-11,0.2105
"615",2021-11-12,0.225
"616",2021-11-15,0.2428
"617",2021-11-16,0.2592
"618",2021-11-17,0.2682
"619",2021-11-18,0.2407
"620",2021-11-19,0.2489
"621",2021-11-22,0.2494
"622",2021-11-23,0.2583
"623",2021-11-24,0.2551
"624",2021-11-26,0.2465
"625",2021-11-29,0.2488
"626",2021-11-30,0.2386
"627",2021-12-01,0.2221
"628",2021-12-02,0.235
"629",2021-12-03,0.2452
"630",2021-12-06,0.254
"631",2021-12-07,0.2589
"632",2021-12-08,0.251
"633",2021-12-09,0.249
"634",2021-12-10,0.2411
"635",2021-12-13,0.2401
"636",2021-12-14,0.2467
"637",2021-12-15,0.2561
"638",2021-12-16,0.2512
"639",2021-12-17,0.2301
"640",2021-12-20,0.2379
"641",2021-12-21,0.2297
"642",2021-12-22,0.2347
"643",2021-12-23,0.2567
"644",2021-12-27,0.2729
"645",2021-12-28,0.2799
"646",2021-12-29,0.2744
"647",2021-12-30,0.2707
"648",2021-12-31,0.2762
"649",2022-01-03,0.2635
"650",2022-01-04,0.2537
"651",2022-01-05,0.2461
"652",2022-01-06,0.2379
"653",2022-01-07,0.2385
"654",2022-01-10,0.2479
"655",2022-01-11,0.2767
"656",2022-01-12,0.2827
"657",2022-01-13,0.284
"658",2022-01-14,0.2884
"659",2022-01-18,0.275
"660",2022-01-19,0.2728
"661",2022-01-20,0.2546
"662",2022-01-21,0.2553
"663",2022-01-24,0.244
"664",2022-01-25,0.2275
"665",2022-01-26,0.236
"666",2022-01-27,0.2321
"667",2022-01-28,0.2196
"668",2022-01-31,0.2494
"669",2022-02-01,0.2436
"670",2022-02-02,0.2608
"671",2022-02-03,0.2627
"672",2022-02-04,0.2475
"673",2022-02-07,0.2622
"674",2022-02-08,0.2341
"675",2022-02-09,0.2247
"676",2022-02-10,0.2395
"677",2022-02-11,0.2435
"678",2022-02-14,0.2467
"679",2022-02-15,0.2343
"680",2022-02-16,0.2209
"681",2022-02-17,0.2303
"682",2022-02-18,0.2352
"683",2022-02-22,0.2243
"684",2022-02-23,0.2218
"685",2022-02-24,0.2331
"686",2022-02-25,0.2406
"687",2022-02-28,0.2349
"688",2022-03-01,0.2385
"689",2022-03-02,0.2246
"690",2022-03-03,0.2384
"691",2022-03-04,0.2259
"692",2022-03-07,0.2343
"693",2022-03-08,0.2406
"694",2022-03-09,0.2331
"695",2022-03-10,0.2446
"696",2022-03-11,0.2421
"697",2022-03-14,0.2411
"698",2022-03-15,0.2649
"699",2022-03-16,0.282
"700",2022-03-17,0.2983
"701",2022-03-18,0.305
"702",2022-03-21,0.3021
"703",2022-03-22,0.299
"704",2022-03-23,0.2922
"705",2022-03-24,0.2889
"706",2022-03-25,0.2981
"707",2022-03-28,0.3052
"708",2022-03-29,0.3101
"709",2022-03-30,0.2821
"710",2022-03-31,0.2677
"711",2022-04-01,0.243
"712",2022-04-04,0.2582
"713",2022-04-05,0.2651
"714",2022-04-06,0.26
"715",2022-04-07,0.255
"716",2022-04-08,0.2335
"717",2022-04-11,0.2118
"718",2022-04-12,0.2089
"719",2022-04-13,0.1977
"720",2022-04-14,0.2009
"721",2022-04-18,0.2037
"722",2022-04-19,0.2066
"723",2022-04-20,0.1998
"724",2022-04-21,0.1828
"725",2022-04-22,0.1809
"726",2022-04-25,0.1941
"727",2022-04-26,0.194
"728",2022-04-27,0.196
"729",2022-04-28,0.1787
"730",2022-04-29,0.1804
"731",2022-05-02,0.1742
"732",2022-05-03,0.1895
"733",2022-05-04,0.187
"734",2022-05-05,0.1892
"735",2022-05-06,0.1858
"736",2022-05-09,0.1856
"737",2022-05-10,0.1851
"738",2022-05-11,0.192
"739",2022-05-12,0.1915
"740",2022-05-13,0.2012
"741",2022-05-16,0.2039
"742",2022-05-17,0.2001
"743",2022-05-18,0.2057
"744",2022-05-19,0.1936
"745",2022-05-20,0.1961
"746",2022-05-23,0.2073
"747",2022-05-24,0.2052
"748",2022-05-25,0.2264
"749",2022-05-26,0.2201
"750",2022-05-27,0.2293
"751",2022-05-31,0.217
"752",2022-06-01,0.2234
"753",2022-06-02,0.2375
"754",2022-06-03,0.2314
"755",2022-06-06,0.2273
"756",2022-06-07,0.2323
"757",2022-06-08,0.2192
"758",2022-06-09,0.2376
"759",2022-06-10,0.2337
"760",2022-06-13,0.2391
"761",2022-06-14,0.2454
"762",2022-06-15,0.2483
"763",2022-06-16,0.2512
"764",2022-06-17,0.2545
"765",2022-06-21,0.2571
"766",2022-06-22,0.2618
"767",2022-06-23,0.2754
"768",2022-06-24,0.2706
"769",2022-06-27,0.2546
"770",2022-06-28,0.2581
"771",2022-06-29,0.2522
"772",2022-06-30,0.2531
"773",2022-07-01,0.2493
"774",2022-07-05,0.2511
"775",2022-07-06,0.2579
"776",2022-07-07,0.2568
"777",2022-07-08,0.2518
"778",2022-07-11,0.2586
"779",2022-07-12,0.2467
"780",2022-07-13,0.249
"781",2022-07-14,0.2386
"782",2022-07-15,0.2301
"783",2022-07-18,0.2253
"784",2022-07-19,0.214
"785",2022-07-20,0.2168
"786",2022-07-21,0.2267
"787",2022-07-22,0.2211
"788",2022-07-25,0.2165
"789",2022-07-26,0.2093
"790",2022-07-27,0.2243
"791",2022-07-28,0.2424
"792",2022-07-29,0.2358
"793",2022-08-01,0.204
"794",2022-08-02,0.1891
"795",2022-08-03,0.1811
"796",2022-08-04,0.2001
"797",2022-08-05,0.2201
"798",2022-08-08,0.239
"799",2022-08-09,0.2193
"800",2022-08-10,0.2119
"801",2022-08-11,0.1874
"802",2022-08-12,0.1981
"803",2022-08-15,0.226
"804",2022-08-16,0.2152
"805",2022-08-17,0.214
"806",2022-08-18,0.2136
"807",2022-08-19,0.2162
"808",2022-08-22,0.2266
"809",2022-08-23,0.2344
"810",2022-08-24,0.2291
"811",2022-08-25,0.226
"812",2022-08-26,0.2291
"813",2022-08-29,0.2413
"814",2022-08-30,0.2402
"815",2022-08-31,0.2222
"816",2022-09-01,0.2307
"817",2022-09-02,0.2207
"818",2022-09-06,0.2242
"819",2022-09-07,0.2217
"820",2022-09-08,0.2393
"821",2022-09-09,0.2373
"822",2022-09-12,0.2506
"823",2022-09-13,0.2495
"824",2022-09-14,0.2464
"825",2022-09-15,0.2463
"826",2022-09-16,0.2334
"827",2022-09-19,0.2222
"828",2022-09-20,0.2315
"829",2022-09-21,0.2272
"830",2022-09-22,0.2448
"831",2022-09-23,0.2439
"832",2022-09-26,0.2392
"833",2022-09-27,0.245
"834",2022-09-28,0.2307
"835",2022-09-29,0.2347
"836",2022-09-30,0.2328
"837",2022-10-03,0.2083
"838",2022-10-04,0.2362
"839",2022-10-05,0.2627
"840",2022-10-06,0.2702
"841",2022-10-07,0.2785
"842",2022-10-10,0.2943
"843",2022-10-11,0.2881
"844",2022-10-12,0.2721
"845",2022-10-13,0.2601
"846",2022-10-14,0.267
"847",2022-10-17,0.2665
"848",2022-10-18,0.2628
"849",2022-10-19,0.2464
"850",2022-10-20,0.2425
"851",2022-10-21,0.2459
"852",2022-10-24,0.2469
"853",2022-10-25,0.2386
"854",2022-10-26,0.2177
"855",2022-10-27,0.2133
"856",2022-10-28,0.2103
"857",2022-10-31,0.2151
"858",2022-11-01,0.23
"859",2022-11-02,0.2214
"860",2022-11-03,0.2115
"861",2022-11-04,0.1892
"862",2022-11-07,0.1932
"863",2022-11-08,0.2001
"864",2022-11-09,0.183
"865",2022-11-10,0.1712
"866",2022-11-11,0.1563
"867",2022-11-14,0.164
"868",2022-11-15,0.1894
"869",2022-11-16,0.1967
"870",2022-11-17,0.1883
"871",2022-11-18,0.1891
"872",2022-11-21,0.1953
"873",2022-11-22,0.1991
"874",2022-11-23,0.1864
"875",2022-11-25,0.2
"876",2022-11-28,0.2075
"877",2022-11-29,0.2036
"878",2022-11-30,0.2059
"879",2022-12-01,0.2054
"880",2022-12-02,0.2327
"881",2022-12-05,0.2482
"882",2022-12-06,0.2431
"883",2022-12-07,0.2334
"884",2022-12-08,0.2166
"885",2022-12-09,0.1986
"886",2022-12-12,0.2009
"887",2022-12-13,0.2044
"888",2022-12-14,0.2149
"889",2022-12-15,0.2311
"890",2022-12-16,0.2339
"891",2022-12-19,0.233
"892",2022-12-20,0.2375
"893",2022-12-21,0.2537
"894",2022-12-22,0.2478
"895",2022-12-23,0.2577
"896",2022-12-27,0.2399
"897",2022-12-28,0.2198
"898",2022-12-29,0.2106
"899",2022-12-30,0.1992
"900",2023-01-03,0.2059
"901",2023-01-04,0.1878
"902",2023-01-05,0.2055
"903",2023-01-06,0.2041
"904",2023-01-09,0.1864
"905",2023-01-10,0.1875
"906",2023-01-11,0.1877
"907",2023-01-12,0.1995
"908",2023-01-13,0.2071
"909",2023-01-17,0.1802
"910",2023-01-18,0.1829
"911",2023-01-19,0.1881
"912",2023-01-20,0.1967
"913",2023-01-23,0.1982
"914",2023-01-24,0.166
"915",2023-01-25,0.1624
"916",2023-01-26,0.1573
"917",2023-01-27,0.1746
"918",2023-01-30,0.1963
"919",2023-01-31,0.2021
"920",2023-02-01,0.1996
"921",2023-02-02,0.1783
"922",2023-02-03,0.1813
"923",2023-02-06,0.1894
"924",2023-02-07,0.1887
"925",2023-02-08,0.1651
"926",2023-02-09,0.1618
"927",2023-02-10,0.1557
"928",2023-02-13,0.1946
"929",2023-02-14,0.2084
"930",2023-02-15,0.2153
"931",2023-02-16,0.1997
"932",2023-02-17,0.2067
"933",2023-02-21,0.2137
"934",2023-02-22,0.178
"935",2023-02-23,0.1796
