"","date","GOOG"
"101",2019-10-30,0.1973
"102",2019-10-31,0.1738
"103",2019-11-01,0.1563
"104",2019-11-04,0.1593
"105",2019-11-05,0.1459
"106",2019-11-06,0.171
"107",2019-11-07,0.1931
"108",2019-11-08,0.1872
"109",2019-11-11,0.1888
"110",2019-11-12,0.1996
"111",2019-11-13,0.2073
"112",2019-11-14,0.1769
"113",2019-11-15,0.1677
"114",2019-11-18,0.1893
"115",2019-11-19,0.2032
"116",2019-11-20,0.1917
"117",2019-11-21,0.1877
"118",2019-11-22,0.1823
"119",2019-11-25,0.1842
"120",2019-11-26,0.1879
"121",2019-11-27,0.2
"122",2019-11-29,0.2047
"123",2019-12-02,0.1713
"124",2019-12-03,0.181
"125",2019-12-04,0.1877
"126",2019-12-05,0.1974
"127",2019-12-06,0.1954
"128",2019-12-09,0.2033
"129",2019-12-10,0.1926
"130",2019-12-11,0.1976
"131",2019-12-12,0.2265
"132",2019-12-13,0.2031
"133",2019-12-16,0.1794
"134",2019-12-17,0.1913
"135",2019-12-18,0.2016
"136",2019-12-19,0.2417
"137",2019-12-20,0.2136
"138",2019-12-23,0.1869
"139",2019-12-24,0.1974
"140",2019-12-26,0.2009
"141",2019-12-27,0.1936
"142",2019-12-30,0.1788
"143",2019-12-31,0.1785
"144",2020-01-02,0.1771
"145",2020-01-03,0.1709
"146",2020-01-06,0.1716
"147",2020-01-07,0.1687
"148",2020-01-08,0.1895
"149",2020-01-09,0.2011
"150",2020-01-10,0.209
"151",2020-01-13,0.189
"152",2020-01-14,0.161
"153",2020-01-15,0.1366
"154",2020-01-16,0.15
"155",2020-01-17,0.1676
"156",2020-01-21,0.1672
"157",2020-01-22,0.1416
"158",2020-01-23,0.149
"159",2020-01-24,0.154
"160",2020-01-27,0.1784
"161",2020-01-28,0.1969
"162",2020-01-29,0.1945
"163",2020-01-30,0.1735
"164",2020-01-31,0.1758
"165",2020-02-03,0.1738
"166",2020-02-04,0.1757
"167",2020-02-05,0.1727
"168",2020-02-06,0.1403
"169",2020-02-07,0.1522
"170",2020-02-10,0.152
"171",2020-02-11,0.1609
"172",2020-02-12,0.146
"173",2020-02-13,0.1334
"174",2020-02-14,0.1473
"175",2020-02-18,0.1672
"176",2020-02-19,0.1744
"177",2020-02-20,0.1468
"178",2020-02-21,0.1499
"179",2020-02-24,0.1441
"180",2020-02-25,0.1467
"181",2020-02-26,0.147
"182",2020-02-27,0.1398
"183",2020-02-28,0.1001
"184",2020-03-02,0.1068
"185",2020-03-03,0.1268
"186",2020-03-04,0.1612
"187",2020-03-05,0.1534
"188",2020-03-06,0.1597
"189",2020-03-09,0.1507
"190",2020-03-10,0.1464
"191",2020-03-11,0.1692
"192",2020-03-12,0.1711
"193",2020-03-13,0.1517
"194",2020-03-16,0.1541
"195",2020-03-17,0.1599
"196",2020-03-18,0.1651
"197",2020-03-19,0.1719
"198",2020-03-20,0.1625
"199",2020-03-23,0.1647
"200",2020-03-24,0.1796
"201",2020-03-25,0.1795
"202",2020-03-26,0.1657
"203",2020-03-27,0.1483
"204",2020-03-30,0.1643
"205",2020-03-31,0.1694
"206",2020-04-01,0.175
"207",2020-04-02,0.1359
"208",2020-04-03,0.1403
"209",2020-04-06,0.1498
"210",2020-04-07,0.1642
"211",2020-04-08,0.1883
"212",2020-04-09,0.178
"213",2020-04-13,0.1472
"214",2020-04-14,0.1565
"215",2020-04-15,0.1643
"216",2020-04-16,0.1636
"217",2020-04-17,0.1342
"218",2020-04-20,0.1265
"219",2020-04-21,0.1485
"220",2020-04-22,0.1563
"221",2020-04-23,0.145
"222",2020-04-24,0.1485
"223",2020-04-27,0.1029
"224",2020-04-28,0.1193
"225",2020-04-29,0.1067
"226",2020-04-30,0.0988999999999999
"227",2020-05-01,0.0974
"228",2020-05-04,0.0652
"229",2020-05-05,0.0518
"230",2020-05-06,0.0528999999999999
"231",2020-05-07,0.0422
"232",2020-05-08,0.0484000000000001
"233",2020-05-11,0.0496
"234",2020-05-12,0.0611
"235",2020-05-13,0.0722
"236",2020-05-14,0.0836
"237",2020-05-15,0.0891
"238",2020-05-18,0.1106
"239",2020-05-19,0.1092
"240",2020-05-20,0.129
"241",2020-05-21,0.1264
"242",2020-05-22,0.1414
"243",2020-05-26,0.1576
"244",2020-05-27,0.1481
"245",2020-05-28,0.147
"246",2020-05-29,0.1544
"247",2020-06-01,0.184
"248",2020-06-02,0.1797
"249",2020-06-03,0.1817
"250",2020-06-04,0.186
"251",2020-06-05,0.1922
"252",2020-06-08,0.1777
"253",2020-06-09,0.1948
"254",2020-06-10,0.1855
"255",2020-06-11,0.1802
"256",2020-06-12,0.1757
"257",2020-06-15,0.1649
"258",2020-06-16,0.1629
"259",2020-06-17,0.1579
"260",2020-06-18,0.1537
"261",2020-06-19,0.1441
"262",2020-06-22,0.1638
"263",2020-06-23,0.153
"264",2020-06-24,0.1496
"265",2020-06-25,0.151
"266",2020-06-26,0.1394
"267",2020-06-29,0.1604
"268",2020-06-30,0.1701
"269",2020-07-01,0.1473
"270",2020-07-02,0.1484
"271",2020-07-06,0.1308
"272",2020-07-07,0.125
"273",2020-07-08,0.1537
"274",2020-07-09,0.1248
"275",2020-07-10,0.0952999999999999
"276",2020-07-13,0.0724
"277",2020-07-14,0.0757
"278",2020-07-15,0.0915
"279",2020-07-16,0.0804
"280",2020-07-17,0.0864999999999999
"281",2020-07-20,0.0862000000000001
"282",2020-07-21,0.0807
"283",2020-07-22,0.0930000000000001
"284",2020-07-23,0.0769
"285",2020-07-24,0.0748000000000001
"286",2020-07-27,0.0678
"287",2020-07-28,0.0646
"288",2020-07-29,0.0631
"289",2020-07-30,0.0579000000000001
"290",2020-07-31,0.0558
"291",2020-08-03,0.0571
"292",2020-08-04,0.0515
"293",2020-08-05,0.0545
"294",2020-08-06,0.0498000000000001
"295",2020-08-07,0.0580999999999999
"296",2020-08-10,0.0593
"297",2020-08-11,0.0618000000000001
"298",2020-08-12,0.0793
"299",2020-08-13,0.0639
"300",2020-08-14,0.0679000000000001
"301",2020-08-17,0.0719
"302",2020-08-18,0.0669000000000001
"303",2020-08-19,0.0878
"304",2020-08-20,0.0748
"305",2020-08-21,0.0558
"306",2020-08-24,0.0558999999999999
"307",2020-08-25,0.0465000000000001
"308",2020-08-26,0.0493
"309",2020-08-27,0.0422
"310",2020-08-28,0.0518999999999999
"311",2020-08-31,0.0637
"312",2020-09-01,0.0717
"313",2020-09-02,0.0872999999999999
"314",2020-09-03,0.0766
"315",2020-09-04,0.0821000000000001
"316",2020-09-08,0.0737
"317",2020-09-09,0.0807
"318",2020-09-10,0.0700999999999999
"319",2020-09-11,0.0700999999999999
"320",2020-09-14,0.074
"321",2020-09-15,0.0752999999999999
"322",2020-09-16,0.1037
"323",2020-09-17,0.11
"324",2020-09-18,0.114
"325",2020-09-21,0.1106
"326",2020-09-22,0.1151
"327",2020-09-23,0.1334
"328",2020-09-24,0.1373
"329",2020-09-25,0.1177
"330",2020-09-28,0.1266
"331",2020-09-29,0.1074
"332",2020-09-30,0.1076
"333",2020-10-01,0.1228
"334",2020-10-02,0.1303
"335",2020-10-05,0.1271
"336",2020-10-06,0.11
"337",2020-10-07,0.1276
"338",2020-10-08,0.1386
"339",2020-10-09,0.1306
"340",2020-10-12,0.133
"341",2020-10-13,0.1121
"342",2020-10-14,0.1163
"343",2020-10-15,0.1349
"344",2020-10-16,0.1284
"345",2020-10-19,0.1359
"346",2020-10-20,0.1454
"347",2020-10-21,0.1536
"348",2020-10-22,0.1655
"349",2020-10-23,0.1584
"350",2020-10-26,0.1871
"351",2020-10-27,0.1955
"352",2020-10-28,0.196
"353",2020-10-29,0.1947
"354",2020-10-30,0.1737
"355",2020-11-02,0.1756
"356",2020-11-03,0.1669
"357",2020-11-04,0.1619
"358",2020-11-05,0.1717
"359",2020-11-06,0.16
"360",2020-11-09,0.1667
"361",2020-11-10,0.1732
"362",2020-11-11,0.1668
"363",2020-11-12,0.1845
"364",2020-11-13,0.1575
"365",2020-11-16,0.1266
"366",2020-11-17,0.1274
"367",2020-11-18,0.1178
"368",2020-11-19,0.1145
"369",2020-11-20,0.0969
"370",2020-11-23,0.0968
"371",2020-11-24,0.084
"372",2020-11-25,0.0714
"373",2020-11-27,0.0801000000000001
"374",2020-11-30,0.0723
"375",2020-12-01,0.0749
"376",2020-12-02,0.0719
"377",2020-12-03,0.0799
"378",2020-12-04,0.0785
"379",2020-12-07,0.0691999999999999
"380",2020-12-08,0.0603
"381",2020-12-09,0.0555
"382",2020-12-10,0.0577000000000001
"383",2020-12-11,0.0645
"384",2020-12-14,0.0431
"385",2020-12-15,0.0436
"386",2020-12-16,0.0386
"387",2020-12-17,0.0378999999999999
"388",2020-12-18,0.0395
"389",2020-12-21,0.0416
"390",2020-12-22,0.0326
"391",2020-12-23,0.033
"392",2020-12-24,0.0296000000000001
"393",2020-12-28,0.0442
"394",2020-12-29,0.0655
"395",2020-12-30,0.0702999999999999
"396",2020-12-31,0.07
"397",2021-01-04,0.0905
"398",2021-01-05,0.0997
"399",2021-01-06,0.0894
"400",2021-01-07,0.1069
"401",2021-01-08,0.114
"402",2021-01-11,0.1151
"403",2021-01-12,0.1423
"404",2021-01-13,0.1142
"405",2021-01-14,0.1029
"406",2021-01-15,0.1004
"407",2021-01-19,0.1082
"408",2021-01-20,0.114
"409",2021-01-21,0.0918
"410",2021-01-22,0.0994999999999999
"411",2021-01-25,0.1038
"412",2021-01-26,0.0969
"413",2021-01-27,0.1062
"414",2021-01-28,0.0952
"415",2021-01-29,0.1092
"416",2021-02-01,0.101
"417",2021-02-02,0.0982999999999999
"418",2021-02-03,0.1069
"419",2021-02-04,0.0845
"420",2021-02-05,0.0861999999999999
"421",2021-02-08,0.0903
"422",2021-02-09,0.1082
"423",2021-02-10,0.1224
"424",2021-02-11,0.1081
"425",2021-02-12,0.1009
"426",2021-02-16,0.0901999999999999
"427",2021-02-17,0.1056
"428",2021-02-18,0.1138
"429",2021-02-19,0.1005
"430",2021-02-22,0.1286
"431",2021-02-23,0.137
"432",2021-02-24,0.1524
"433",2021-02-25,0.1862
"434",2021-02-26,0.1909
"435",2021-03-01,0.1913
"436",2021-03-02,0.1921
"437",2021-03-03,0.2075
"438",2021-03-04,0.2131
"439",2021-03-05,0.1842
"440",2021-03-08,0.1645
"441",2021-03-09,0.1752
"442",2021-03-10,0.1923
"443",2021-03-11,0.1967
"444",2021-03-12,0.1851
"445",2021-03-15,0.1923
"446",2021-03-16,0.1833
"447",2021-03-17,0.1896
"448",2021-03-18,0.1828
"449",2021-03-19,0.1533
"450",2021-03-22,0.1402
"451",2021-03-23,0.1311
"452",2021-03-24,0.1112
"453",2021-03-25,0.0972999999999999
"454",2021-03-26,0.0816
"455",2021-03-29,0.0610999999999999
"456",2021-03-30,0.0344
"457",2021-03-31,0.0224000000000001
"458",2021-04-01,0.0264
"459",2021-04-05,0.0659
"460",2021-04-06,0.0680000000000001
"461",2021-04-07,0.0941
"462",2021-04-08,0.1415
"463",2021-04-09,0.1502
"464",2021-04-12,0.1898
"465",2021-04-13,0.2017
"466",2021-04-14,0.2032
"467",2021-04-15,0.1989
"468",2021-04-16,0.196
"469",2021-04-19,0.2375
"470",2021-04-20,0.2254
"471",2021-04-21,0.2222
"472",2021-04-22,0.214
"473",2021-04-23,0.2239
"474",2021-04-26,0.2501
"475",2021-04-27,0.2439
"476",2021-04-28,0.2463
"477",2021-04-29,0.2347
"478",2021-04-30,0.2038
"479",2021-05-03,0.2309
"480",2021-05-04,0.2053
"481",2021-05-05,0.1818
"482",2021-05-06,0.1718
"483",2021-05-07,0.1655
"484",2021-05-10,0.228
"485",2021-05-11,0.2363
"486",2021-05-12,0.251
"487",2021-05-13,0.2126
"488",2021-05-14,0.1861
"489",2021-05-17,0.172
"490",2021-05-18,0.128
"491",2021-05-19,0.1113
"492",2021-05-20,0.1105
"493",2021-05-21,0.0771999999999999
"494",2021-05-24,0.0881999999999999
"495",2021-05-25,0.0952
"496",2021-05-26,0.0894
"497",2021-05-27,0.1067
"498",2021-05-28,0.0853
"499",2021-06-01,0.0896
"500",2021-06-02,0.0828
"501",2021-06-03,0.0754
"502",2021-06-04,0.0634
"503",2021-06-07,0.0557
"504",2021-06-08,0.0574
"505",2021-06-09,0.0574
"506",2021-06-10,0.0538999999999999
"507",2021-06-11,0.0635
"508",2021-06-14,0.0664
"509",2021-06-15,0.0959
"510",2021-06-16,0.0798
"511",2021-06-17,0.0686
"512",2021-06-18,0.0529999999999999
"513",2021-06-21,0.0464
"514",2021-06-22,0.0467
"515",2021-06-23,0.0585
"516",2021-06-24,0.0731000000000001
"517",2021-06-25,0.0791999999999999
"518",2021-06-28,0.089
"519",2021-06-29,0.0893999999999999
"520",2021-06-30,0.0656
"521",2021-07-01,0.0737
"522",2021-07-02,0.0574
"523",2021-07-06,0.0659999999999999
"524",2021-07-07,0.0789000000000001
"525",2021-07-08,0.1105
"526",2021-07-09,0.1123
"527",2021-07-12,0.1169
"528",2021-07-13,0.1039
"529",2021-07-14,0.1089
"530",2021-07-15,0.0851
"531",2021-07-16,0.0957
"532",2021-07-19,0.0894
"533",2021-07-20,0.0861999999999999
"534",2021-07-21,0.0905
"535",2021-07-22,0.1005
"536",2021-07-23,0.1118
"537",2021-07-26,0.1254
"538",2021-07-27,0.1735
"539",2021-07-28,0.2322
"540",2021-07-29,0.2566
"541",2021-07-30,0.3016
"542",2021-08-02,0.2967
"543",2021-08-03,0.2977
"544",2021-08-04,0.3131
"545",2021-08-05,0.3561
"546",2021-08-06,0.3729
"547",2021-08-09,0.3936
"548",2021-08-10,0.4023
"549",2021-08-11,0.4118
"550",2021-08-12,0.3627
"551",2021-08-13,0.3423
"552",2021-08-16,0.3562
"553",2021-08-17,0.279
"554",2021-08-18,0.2702
"555",2021-08-19,0.2663
"556",2021-08-20,0.2642
"557",2021-08-23,0.2737
"558",2021-08-24,0.2562
"559",2021-08-25,0.2714
"560",2021-08-26,0.2523
"561",2021-08-27,0.2512
"562",2021-08-30,0.2267
"563",2021-08-31,0.2009
"564",2021-09-01,0.2209
"565",2021-09-02,0.2039
"566",2021-09-03,0.1893
"567",2021-09-07,0.1831
"568",2021-09-08,0.1502
"569",2021-09-09,0.1464
"570",2021-09-10,0.1514
"571",2021-09-13,0.1392
"572",2021-09-14,0.1081
"573",2021-09-15,0.0878
"574",2021-09-16,0.1038
"575",2021-09-17,0.1326
"576",2021-09-20,0.1337
"577",2021-09-21,0.1121
"578",2021-09-22,0.1088
"579",2021-09-23,0.1004
"580",2021-09-24,0.1016
"581",2021-09-27,0.1101
"582",2021-09-28,0.1141
"583",2021-09-29,0.0595
"584",2021-09-30,0.0396
"585",2021-10-01,0.0547
"586",2021-10-04,0.0647
"587",2021-10-05,0.0813
"588",2021-10-06,0.0866999999999999
"589",2021-10-07,0.0957
"590",2021-10-08,0.1211
"591",2021-10-11,0.147
"592",2021-10-12,0.1578
"593",2021-10-13,0.1496
"594",2021-10-14,0.1131
"595",2021-10-15,0.1071
"596",2021-10-18,0.1139
"597",2021-10-19,0.1354
"598",2021-10-20,0.1518
"599",2021-10-21,0.1692
"600",2021-10-22,0.1815
"601",2021-10-25,0.1701
"602",2021-10-26,0.1584
"603",2021-10-27,0.1429
"604",2021-10-28,0.1594
"605",2021-10-29,0.1541
"606",2021-11-01,0.1377
"607",2021-11-02,0.1341
"608",2021-11-03,0.1589
"609",2021-11-04,0.1708
"610",2021-11-05,0.1785
"611",2021-11-08,0.1922
"612",2021-11-09,0.2227
"613",2021-11-10,0.1884
"614",2021-11-11,0.1808
"615",2021-11-12,0.1881
"616",2021-11-15,0.1559
"617",2021-11-16,0.1511
"618",2021-11-17,0.1581
"619",2021-11-18,0.1487
"620",2021-11-19,0.1539
"621",2021-11-22,0.1686
"622",2021-11-23,0.1816
"623",2021-11-24,0.1758
"624",2021-11-26,0.2023
"625",2021-11-29,0.2224
"626",2021-11-30,0.2338
"627",2021-12-01,0.2106
"628",2021-12-02,0.1907
"629",2021-12-03,0.1751
"630",2021-12-06,0.1919
"631",2021-12-07,0.1964
"632",2021-12-08,0.1743
"633",2021-12-09,0.1446
"634",2021-12-10,0.1467
"635",2021-12-13,0.1613
"636",2021-12-14,0.1801
"637",2021-12-15,0.1876
"638",2021-12-16,0.1852
"639",2021-12-17,0.1662
"640",2021-12-20,0.1557
"641",2021-12-21,0.1524
"642",2021-12-22,0.1321
"643",2021-12-23,0.1068
"644",2021-12-27,0.1012
"645",2021-12-28,0.1155
"646",2021-12-29,0.1162
"647",2021-12-30,0.1265
"648",2021-12-31,0.1279
"649",2022-01-03,0.0688
"650",2022-01-04,0.0904
"651",2022-01-05,0.085
"652",2022-01-06,0.0958000000000001
"653",2022-01-07,0.0778
"654",2022-01-10,0.0765
"655",2022-01-11,0.0876999999999999
"656",2022-01-12,0.073
"657",2022-01-13,0.1023
"658",2022-01-14,0.0985
"659",2022-01-18,0.0906
"660",2022-01-19,0.0952
"661",2022-01-20,0.0565
"662",2022-01-21,0.0287000000000001
"663",2022-01-24,0.0212
"664",2022-01-25,0.023
"665",2022-01-26,0.0199
"666",2022-01-27,0.0233
"667",2022-01-28,0.0179999999999999
"668",2022-01-31,0.0406000000000001
"669",2022-02-01,0.0801000000000001
"670",2022-02-02,0.1279
"671",2022-02-03,0.1184
"672",2022-02-04,0.1298
"673",2022-02-07,0.1292
"674",2022-02-08,0.1528
"675",2022-02-09,0.155
"676",2022-02-10,0.1479
"677",2022-02-11,0.1748
"678",2022-02-14,0.2009
"679",2022-02-15,0.1932
"680",2022-02-16,0.2142
"681",2022-02-17,0.2262
"682",2022-02-18,0.2159
"683",2022-02-22,0.203
"684",2022-02-23,0.2035
"685",2022-02-24,0.2074
"686",2022-02-25,0.1975
"687",2022-02-28,0.2103
"688",2022-03-01,0.2111
"689",2022-03-02,0.2142
"690",2022-03-03,0.2256
"691",2022-03-04,0.2348
"692",2022-03-07,0.236
"693",2022-03-08,0.2012
"694",2022-03-09,0.2284
"695",2022-03-10,0.2465
"696",2022-03-11,0.2673
"697",2022-03-14,0.2517
"698",2022-03-15,0.2407
"699",2022-03-16,0.2456
"700",2022-03-17,0.265
"701",2022-03-18,0.2751
"702",2022-03-21,0.2835
"703",2022-03-22,0.2558
"704",2022-03-23,0.2143
"705",2022-03-24,0.2296
"706",2022-03-25,0.2317
"707",2022-03-28,0.2668
"708",2022-03-29,0.2924
"709",2022-03-30,0.2717
"710",2022-03-31,0.2925
"711",2022-04-01,0.2916
"712",2022-04-04,0.2596
"713",2022-04-05,0.2436
"714",2022-04-06,0.2235
"715",2022-04-07,0.2253
"716",2022-04-08,0.2355
"717",2022-04-11,0.2565
"718",2022-04-12,0.2706
"719",2022-04-13,0.2504
"720",2022-04-14,0.273
"721",2022-04-18,0.2692
"722",2022-04-19,0.2809
"723",2022-04-20,0.2507
"724",2022-04-21,0.2563
"725",2022-04-22,0.2788
"726",2022-04-25,0.2446
"727",2022-04-26,0.2279
"728",2022-04-27,0.2219
"729",2022-04-28,0.2347
"730",2022-04-29,0.2595
"731",2022-05-02,0.242
"732",2022-05-03,0.2328
"733",2022-05-04,0.2251
"734",2022-05-05,0.2304
"735",2022-05-06,0.2711
"736",2022-05-09,0.2599
"737",2022-05-10,0.2418
"738",2022-05-11,0.218
"739",2022-05-12,0.1859
"740",2022-05-13,0.1883
"741",2022-05-16,0.2011
"742",2022-05-17,0.2182
"743",2022-05-18,0.232
"744",2022-05-19,0.2569
"745",2022-05-20,0.245
"746",2022-05-23,0.2212
"747",2022-05-24,0.2094
"748",2022-05-25,0.1772
"749",2022-05-26,0.1497
"750",2022-05-27,0.1482
"751",2022-05-31,0.154
"752",2022-06-01,0.1308
"753",2022-06-02,0.1293
"754",2022-06-03,0.1197
"755",2022-06-06,0.153
"756",2022-06-07,0.1563
"757",2022-06-08,0.1673
"758",2022-06-09,0.1781
"759",2022-06-10,0.1439
"760",2022-06-13,0.138
"761",2022-06-14,0.1352
"762",2022-06-15,0.1217
"763",2022-06-16,0.0946
"764",2022-06-17,0.0976
"765",2022-06-21,0.1302
"766",2022-06-22,0.1591
"767",2022-06-23,0.1807
"768",2022-06-24,0.206
"769",2022-06-27,0.2095
"770",2022-06-28,0.1863
"771",2022-06-29,0.1842
"772",2022-06-30,0.1779
"773",2022-07-01,0.1574
"774",2022-07-05,0.1444
"775",2022-07-06,0.141
"776",2022-07-07,0.1361
"777",2022-07-08,0.1926
"778",2022-07-11,0.1992
"779",2022-07-12,0.1963
"780",2022-07-13,0.2307
"781",2022-07-14,0.2167
"782",2022-07-15,0.2071
"783",2022-07-18,0.1808
"784",2022-07-19,0.1557
"785",2022-07-20,0.1837
"786",2022-07-21,0.1805
"787",2022-07-22,0.1835
"788",2022-07-25,0.173
"789",2022-07-26,0.1833
"790",2022-07-27,0.2421
"791",2022-07-28,0.2595
"792",2022-07-29,0.255
"793",2022-08-01,0.221
"794",2022-08-02,0.2118
"795",2022-08-03,0.222
"796",2022-08-04,0.1996
"797",2022-08-05,0.2063
"798",2022-08-08,0.2039
"799",2022-08-09,0.2241
"800",2022-08-10,0.2637
"801",2022-08-11,0.2942
"802",2022-08-12,0.2849
"803",2022-08-15,0.2436
"804",2022-08-16,0.2405
"805",2022-08-17,0.2455
"806",2022-08-18,0.2594
"807",2022-08-19,0.2828
"808",2022-08-22,0.2792
"809",2022-08-23,0.2623
"810",2022-08-24,0.2651
"811",2022-08-25,0.2785
"812",2022-08-26,0.2793
"813",2022-08-29,0.2985
"814",2022-08-30,0.2745
"815",2022-08-31,0.2549
"816",2022-09-01,0.2284
"817",2022-09-02,0.1975
"818",2022-09-06,0.1861
"819",2022-09-07,0.1775
"820",2022-09-08,0.2147
"821",2022-09-09,0.2488
"822",2022-09-12,0.2461
"823",2022-09-13,0.2201
"824",2022-09-14,0.2002
"825",2022-09-15,0.216
"826",2022-09-16,0.2177
"827",2022-09-19,0.2232
"828",2022-09-20,0.2353
"829",2022-09-21,0.2111
"830",2022-09-22,0.2184
"831",2022-09-23,0.2148
"832",2022-09-26,0.227
"833",2022-09-27,0.2274
"834",2022-09-28,0.2278
"835",2022-09-29,0.2383
"836",2022-09-30,0.1922
"837",2022-10-03,0.1602
"838",2022-10-04,0.1185
"839",2022-10-05,0.0903
"840",2022-10-06,0.113
"841",2022-10-07,0.0994
"842",2022-10-10,0.0854
"843",2022-10-11,0.0488
"844",2022-10-12,0.0359
"845",2022-10-13,0.0687
"846",2022-10-14,0.042
"847",2022-10-17,0.0219
"848",2022-10-18,0.0248
"849",2022-10-19,0.0248
"850",2022-10-20,0.0304
"851",2022-10-21,0.032
"852",2022-10-24,0.0479
"853",2022-10-25,0.0282
"854",2022-10-26,0.0311
"855",2022-10-27,0.0634
"856",2022-10-28,0.0806
"857",2022-10-31,0.0813
"858",2022-11-01,0.0566
"859",2022-11-02,0.0648
"860",2022-11-03,0.1106
"861",2022-11-04,0.1846
"862",2022-11-07,0.2198
"863",2022-11-08,0.2422
"864",2022-11-09,0.2659
"865",2022-11-10,0.2987
"866",2022-11-11,0.2844
"867",2022-11-14,0.2869
"868",2022-11-15,0.2935
"869",2022-11-16,0.2697
"870",2022-11-17,0.2749
"871",2022-11-18,0.2795
"872",2022-11-21,0.2756
"873",2022-11-22,0.2644
"874",2022-11-23,0.2735
"875",2022-11-25,0.2822
"876",2022-11-28,0.3084
"877",2022-11-29,0.2891
"878",2022-11-30,0.2996
"879",2022-12-01,0.294
"880",2022-12-02,0.2951
"881",2022-12-05,0.2931
"882",2022-12-06,0.296
"883",2022-12-07,0.2641
"884",2022-12-08,0.2685
"885",2022-12-09,0.2811
"886",2022-12-12,0.2842
"887",2022-12-13,0.285
"888",2022-12-14,0.2875
"889",2022-12-15,0.279
"890",2022-12-16,0.3065
"891",2022-12-19,0.2521
"892",2022-12-20,0.2404
"893",2022-12-21,0.2061
"894",2022-12-22,0.1972
"895",2022-12-23,0.2305
"896",2022-12-27,0.2482
"897",2022-12-28,0.3586
"898",2022-12-29,0.3648
"899",2022-12-30,0.355
"900",2023-01-03,0.3846
"901",2023-01-04,0.3329
"902",2023-01-05,0.2925
"903",2023-01-06,0.2582
"904",2023-01-09,0.2439
"905",2023-01-10,0.2413
"906",2023-01-11,0.224
"907",2023-01-12,0.2168
"908",2023-01-13,0.2019
"909",2023-01-17,0.1813
"910",2023-01-18,0.1918
"911",2023-01-19,0.1958
"912",2023-01-20,0.1981
"913",2023-01-23,0.1796
"914",2023-01-24,0.1698
"915",2023-01-25,0.1846
"916",2023-01-26,0.1924
"917",2023-01-27,0.1985
"918",2023-01-30,0.2061
"919",2023-01-31,0.1932
"920",2023-02-01,0.237
"921",2023-02-02,0.229
"922",2023-02-03,0.2157
"923",2023-02-06,0.1994
