"","date","HD"
"209",2020-04-06,0.6528
"210",2020-04-07,0.6898
"211",2020-04-08,0.6831
"212",2020-04-09,0.7032
"213",2020-04-13,0.6816
"214",2020-04-14,0.6784
"215",2020-04-15,0.6483
"216",2020-04-16,0.6728
"217",2020-04-17,0.6128
"218",2020-04-20,0.6395
"219",2020-04-21,0.6516
"220",2020-04-22,0.6731
"221",2020-04-23,0.6504
"222",2020-04-24,0.6492
"223",2020-04-27,0.5808
"224",2020-04-28,0.6471
"225",2020-04-29,0.6524
"226",2020-04-30,0.6678
"227",2020-05-01,0.6489
"228",2020-05-04,0.5868
"229",2020-05-05,0.5532
"230",2020-05-06,0.5962
"231",2020-05-07,0.5716
"232",2020-05-08,0.5672
"233",2020-05-11,0.4999
"234",2020-05-12,0.4749
"235",2020-05-13,0.4592
"236",2020-05-14,0.4696
"237",2020-05-15,0.4936
"238",2020-05-18,0.4839
"239",2020-05-19,0.4733
"240",2020-05-20,0.507
"241",2020-05-21,0.4867
"242",2020-05-22,0.5103
"243",2020-05-26,0.4637
"244",2020-05-27,0.4409
"245",2020-05-28,0.3789
"246",2020-05-29,0.3638
"247",2020-06-01,0.3232
"248",2020-06-02,0.3612
"249",2020-06-03,0.3615
"250",2020-06-04,0.3868
"251",2020-06-05,0.3526
"252",2020-06-08,0.3741
"253",2020-06-09,0.3124
"254",2020-06-10,0.3191
"255",2020-06-11,0.3163
"256",2020-06-12,0.3136
"257",2020-06-15,0.3351
"258",2020-06-16,0.3325
"259",2020-06-17,0.3046
"260",2020-06-18,0.3885
"261",2020-06-19,0.3966
"262",2020-06-22,0.3984
"263",2020-06-23,0.3725
"264",2020-06-24,0.3614
"265",2020-06-25,0.3097
"266",2020-06-26,0.3449
"267",2020-06-29,0.3053
"268",2020-06-30,0.314
"269",2020-07-01,0.3221
"270",2020-07-02,0.3397
"271",2020-07-06,0.3374
"272",2020-07-07,0.3518
"273",2020-07-08,0.3219
"274",2020-07-09,0.3742
"275",2020-07-10,0.3899
"276",2020-07-13,0.4175
"277",2020-07-14,0.4005
"278",2020-07-15,0.3728
"279",2020-07-16,0.372
"280",2020-07-17,0.3815
"281",2020-07-20,0.3671
"282",2020-07-21,0.3933
"283",2020-07-22,0.3468
"284",2020-07-23,0.3912
"285",2020-07-24,0.3922
"286",2020-07-27,0.4127
"287",2020-07-28,0.3829
"288",2020-07-29,0.3954
"289",2020-07-30,0.364
"290",2020-07-31,0.4405
"291",2020-08-03,0.4375
"292",2020-08-04,0.4473
"293",2020-08-05,0.4197
"294",2020-08-06,0.4434
"295",2020-08-07,0.4435
"296",2020-08-10,0.4926
"297",2020-08-11,0.4905
"298",2020-08-12,0.4516
"299",2020-08-13,0.4341
"300",2020-08-14,0.4492
"301",2020-08-17,0.4159
"302",2020-08-18,0.4555
"303",2020-08-19,0.4239
"304",2020-08-20,0.428
"305",2020-08-21,0.4163
"306",2020-08-24,0.4102
"307",2020-08-25,0.4306
"308",2020-08-26,0.4537
"309",2020-08-27,0.4756
"310",2020-08-28,0.5054
"311",2020-08-31,0.4607
"312",2020-09-01,0.4693
"313",2020-09-02,0.4098
"314",2020-09-03,0.4523
"315",2020-09-04,0.4334
"316",2020-09-08,0.4612
"317",2020-09-09,0.4477
"318",2020-09-10,0.4199
"319",2020-09-11,0.3703
"320",2020-09-14,0.4332
"321",2020-09-15,0.4517
"322",2020-09-16,0.4622
"323",2020-09-17,0.4519
"324",2020-09-18,0.4648
"325",2020-09-21,0.4223
"326",2020-09-22,0.4573
"327",2020-09-23,0.434
"328",2020-09-24,0.4105
"329",2020-09-25,0.3886
"330",2020-09-28,0.4141
"331",2020-09-29,0.3975
"332",2020-09-30,0.3982
"333",2020-10-01,0.3416
"334",2020-10-02,0.3331
"335",2020-10-05,0.2943
"336",2020-10-06,0.3284
"337",2020-10-07,0.3148
"338",2020-10-08,0.3246
"339",2020-10-09,0.3464
"340",2020-10-12,0.3859
"341",2020-10-13,0.3831
"342",2020-10-14,0.3825
"343",2020-10-15,0.3032
"344",2020-10-16,0.3007
"345",2020-10-19,0.2893
"346",2020-10-20,0.3221
"347",2020-10-21,0.3135
"348",2020-10-22,0.3007
"349",2020-10-23,0.2549
"350",2020-10-26,0.3079
"351",2020-10-27,0.3299
"352",2020-10-28,0.3506
"353",2020-10-29,0.3254
"354",2020-10-30,0.3292
"355",2020-11-02,0.2734
"356",2020-11-03,0.3353
"357",2020-11-04,0.3249
"358",2020-11-05,0.3022
"359",2020-11-06,0.2962
"360",2020-11-09,0.3057
"361",2020-11-10,0.2678
"362",2020-11-11,0.3011
"363",2020-11-12,0.2646
"364",2020-11-13,0.2856
"365",2020-11-16,0.3159
"366",2020-11-17,0.3275
"367",2020-11-18,0.3455
"368",2020-11-19,0.3533
"369",2020-11-20,0.3605
"370",2020-11-23,0.4015
"371",2020-11-24,0.3406
"372",2020-11-25,0.3663
"373",2020-11-27,0.3292
"374",2020-11-30,0.3723
"375",2020-12-01,0.3579
"376",2020-12-02,0.3594
"377",2020-12-03,0.3155
"378",2020-12-04,0.3266
"379",2020-12-07,0.3291
"380",2020-12-08,0.3924
"381",2020-12-09,0.4213
"382",2020-12-10,0.4151
"383",2020-12-11,0.3671
"384",2020-12-14,0.3919
"385",2020-12-15,0.341
"386",2020-12-16,0.3741
"387",2020-12-17,0.3686
"388",2020-12-18,0.3212
"389",2020-12-21,0.3316
"390",2020-12-22,0.3208
"391",2020-12-23,0.3148
"392",2020-12-24,0.3665
"393",2020-12-28,0.3499
"394",2020-12-29,0.3848
"395",2020-12-30,0.3936
"396",2020-12-31,0.4239
"397",2021-01-04,0.3775
"398",2021-01-05,0.3805
"399",2021-01-06,0.3365
"400",2021-01-07,0.3636
"401",2021-01-08,0.3641
"402",2021-01-11,0.3763
"403",2021-01-12,0.3364
"404",2021-01-13,0.357
"405",2021-01-14,0.3613
"406",2021-01-15,0.3895
"407",2021-01-19,0.3773
"408",2021-01-20,0.3572
"409",2021-01-21,0.2974
"410",2021-01-22,0.3038
"411",2021-01-25,0.3093
"412",2021-01-26,0.3263
"413",2021-01-27,0.2796
"414",2021-01-28,0.2807
"415",2021-01-29,0.2421
"416",2021-02-01,0.2844
"417",2021-02-02,0.3021
"418",2021-02-03,0.2794
"419",2021-02-04,0.2747
"420",2021-02-05,0.3018
"421",2021-02-08,0.2703
"422",2021-02-09,0.2961
"423",2021-02-10,0.2393
"424",2021-02-11,0.2307
"425",2021-02-12,0.2157
"426",2021-02-16,0.2328
"427",2021-02-17,0.2138
"428",2021-02-18,0.2519
"429",2021-02-19,0.2753
"430",2021-02-22,0.3051
"431",2021-02-23,0.2748
"432",2021-02-24,0.2544
"433",2021-02-25,0.1977
"434",2021-02-26,0.2164
"435",2021-03-01,0.1974
"436",2021-03-02,0.218
"437",2021-03-03,0.2167
"438",2021-03-04,0.1922
"439",2021-03-05,0.1653
"440",2021-03-08,0.2037
"441",2021-03-09,0.1891
"442",2021-03-10,0.2086
"443",2021-03-11,0.1703
"444",2021-03-12,0.2173
"445",2021-03-15,0.1898
"446",2021-03-16,0.2363
"447",2021-03-17,0.2484
"448",2021-03-18,0.2265
"449",2021-03-19,0.2416
"450",2021-03-22,0.2726
"451",2021-03-23,0.2627
"452",2021-03-24,0.2821
"453",2021-03-25,0.2416
"454",2021-03-26,0.228
"455",2021-03-29,0.2129
"456",2021-03-30,0.2732
"457",2021-03-31,0.26
"458",2021-04-01,0.2777
"459",2021-04-05,0.2902
"460",2021-04-06,0.3072
"461",2021-04-07,0.3063
"462",2021-04-08,0.3197
"463",2021-04-09,0.2977
"464",2021-04-12,0.3433
"465",2021-04-13,0.3455
"466",2021-04-14,0.383
"467",2021-04-15,0.3622
"468",2021-04-16,0.3448
"469",2021-04-19,0.3105
"470",2021-04-20,0.3529
"471",2021-04-21,0.3652
"472",2021-04-22,0.3916
"473",2021-04-23,0.3496
"474",2021-04-26,0.3358
"475",2021-04-27,0.2911
"476",2021-04-28,0.3314
"477",2021-04-29,0.3523
"478",2021-04-30,0.3286
"479",2021-05-03,0.303
"480",2021-05-04,0.3201
"481",2021-05-05,0.2951
"482",2021-05-06,0.3406
"483",2021-05-07,0.3188
"484",2021-05-10,0.3371
"485",2021-05-11,0.3305
"486",2021-05-12,0.3465
"487",2021-05-13,0.2997
"488",2021-05-14,0.2998
"489",2021-05-17,0.3007
"490",2021-05-18,0.3231
"491",2021-05-19,0.3198
"492",2021-05-20,0.338
"493",2021-05-21,0.289
"494",2021-05-24,0.311
"495",2021-05-25,0.2916
"496",2021-05-26,0.3131
"497",2021-05-27,0.2988
"498",2021-05-28,0.2673
"499",2021-06-01,0.2598
"500",2021-06-02,0.2989
"501",2021-06-03,0.2892
"502",2021-06-04,0.2905
"503",2021-06-07,0.2528
"504",2021-06-08,0.2774
"505",2021-06-09,0.2441
"506",2021-06-10,0.2715
"507",2021-06-11,0.247
"508",2021-06-14,0.2547
"509",2021-06-15,0.2387
"510",2021-06-16,0.2589
"511",2021-06-17,0.231
"512",2021-06-18,0.2648
"513",2021-06-21,0.2285
"514",2021-06-22,0.2171
"515",2021-06-23,0.2006
"516",2021-06-24,0.228
"517",2021-06-25,0.1933
"518",2021-06-28,0.2083
"519",2021-06-29,0.1873
"520",2021-06-30,0.1921
"521",2021-07-01,0.1916
"522",2021-07-02,0.1901
"523",2021-07-06,0.1615
"524",2021-07-07,0.1821
"525",2021-07-08,0.1544
"526",2021-07-09,0.1676
"527",2021-07-12,0.1598
"528",2021-07-13,0.1616
"529",2021-07-14,0.1445
"530",2021-07-15,0.1648
"531",2021-07-16,0.1384
"532",2021-07-19,0.155
"533",2021-07-20,0.1417
"534",2021-07-21,0.1567
"535",2021-07-22,0.1544
"536",2021-07-23,0.1909
"537",2021-07-26,0.1979
"538",2021-07-27,0.221
"539",2021-07-28,0.2396
"540",2021-07-29,0.2872
"541",2021-07-30,0.3256
"542",2021-08-02,0.3588
"543",2021-08-03,0.3449
"544",2021-08-04,0.379
"545",2021-08-05,0.4108
"546",2021-08-06,0.5003
"547",2021-08-09,0.5599
"548",2021-08-10,0.6243
"549",2021-08-11,0.6649
"550",2021-08-12,0.6784
"551",2021-08-13,0.6259
"552",2021-08-16,0.6119
"553",2021-08-17,0.4005
"554",2021-08-18,0.4032
"555",2021-08-19,0.362
"556",2021-08-20,0.405
"557",2021-08-23,0.4127
"558",2021-08-24,0.3189
"559",2021-08-25,0.2292
"560",2021-08-26,0.2376
"561",2021-08-27,0.2411
"562",2021-08-30,0.213
"563",2021-08-31,0.1979
"564",2021-09-01,0.1578
"565",2021-09-02,0.1517
"566",2021-09-03,0.1648
"567",2021-09-07,0.1503
"568",2021-09-08,0.1404
"569",2021-09-09,0.1506
"570",2021-09-10,0.1372
"571",2021-09-13,0.134
"572",2021-09-14,0.1455
"573",2021-09-15,0.1303
"574",2021-09-16,0.1203
"575",2021-09-17,0.1292
"576",2021-09-20,0.1577
"577",2021-09-21,0.1415
"578",2021-09-22,0.1456
"579",2021-09-23,0.1445
"580",2021-09-24,0.1376
"581",2021-09-27,0.1272
"582",2021-09-28,0.1358
"583",2021-09-29,0.1399
"584",2021-09-30,0.135
"585",2021-10-01,0.1201
"586",2021-10-04,0.111
"587",2021-10-05,0.0997
"588",2021-10-06,0.1004
"589",2021-10-07,0.0939
"590",2021-10-08,0.0757
"591",2021-10-11,0.0710000000000001
"592",2021-10-12,0.0739000000000001
"593",2021-10-13,0.0829
"594",2021-10-14,0.0923
"595",2021-10-15,0.0878
"596",2021-10-18,0.1031
"597",2021-10-19,0.1024
"598",2021-10-20,0.103
"599",2021-10-21,0.0959
"600",2021-10-22,0.0819
"601",2021-10-25,0.0708
"602",2021-10-26,0.0801000000000001
"603",2021-10-27,0.0651
"604",2021-10-28,0.0741000000000001
"605",2021-10-29,0.0829
"606",2021-11-01,0.0871999999999999
"607",2021-11-02,0.0725
"608",2021-11-03,0.0621
"609",2021-11-04,0.0652
"610",2021-11-05,0.0565
"611",2021-11-08,0.0567000000000001
"612",2021-11-09,0.0655
"613",2021-11-10,0.0586
"614",2021-11-11,0.0438
"615",2021-11-12,0.0463
"616",2021-11-15,0.0594
"617",2021-11-16,0.0514
"618",2021-11-17,0.0469000000000001
"619",2021-11-18,0.0529000000000001
"620",2021-11-19,0.0640999999999999
"621",2021-11-22,0.0513
"622",2021-11-23,0.0538
"623",2021-11-24,0.0639000000000001
"624",2021-11-26,0.0910000000000001
"625",2021-11-29,0.093
"626",2021-11-30,0.107
"627",2021-12-01,0.1053
"628",2021-12-02,0.1006
"629",2021-12-03,0.1048
"630",2021-12-06,0.1003
"631",2021-12-07,0.1113
"632",2021-12-08,0.1251
"633",2021-12-09,0.1243
"634",2021-12-10,0.1259
"635",2021-12-13,0.1317
"636",2021-12-14,0.1578
"637",2021-12-15,0.15
"638",2021-12-16,0.1592
"639",2021-12-17,0.155
"640",2021-12-20,0.1441
"641",2021-12-21,0.1456
"642",2021-12-22,0.1423
"643",2021-12-23,0.1361
"644",2021-12-27,0.1501
"645",2021-12-28,0.1487
"646",2021-12-29,0.1537
"647",2021-12-30,0.143
"648",2021-12-31,0.1605
"649",2022-01-03,0.1622
"650",2022-01-04,0.1475
"651",2022-01-05,0.1427
"652",2022-01-06,0.1538
"653",2022-01-07,0.1445
"654",2022-01-10,0.1451
"655",2022-01-11,0.1394
"656",2022-01-12,0.1314
"657",2022-01-13,0.1193
"658",2022-01-14,0.1196
"659",2022-01-18,0.1307
"660",2022-01-19,0.1416
"661",2022-01-20,0.1396
"662",2022-01-21,0.1473
"663",2022-01-24,0.1381
"664",2022-01-25,0.1253
"665",2022-01-26,0.118
"666",2022-01-27,0.1085
"667",2022-01-28,0.1074
"668",2022-01-31,0.117
"669",2022-02-01,0.1046
"670",2022-02-02,0.098
"671",2022-02-03,0.0926
"672",2022-02-04,0.0944999999999999
"673",2022-02-07,0.0895
"674",2022-02-08,0.1033
"675",2022-02-09,0.0829000000000001
"676",2022-02-10,0.0657
"677",2022-02-11,0.0605
"678",2022-02-14,0.0589999999999999
"679",2022-02-15,0.0627
"680",2022-02-16,0.0571
"681",2022-02-17,0.0225
"682",2022-02-18,0.0268
"683",2022-02-22,0.0358000000000001
"684",2022-02-23,0.0625
"685",2022-02-24,0.0683
"686",2022-02-25,0.0754
"687",2022-02-28,0.0617000000000001
"688",2022-03-01,0.0566
"689",2022-03-02,0.0464
"690",2022-03-03,0.0386
"691",2022-03-04,0.036
"692",2022-03-07,0.0352
"693",2022-03-08,0.0529
"694",2022-03-09,0.0506
"695",2022-03-10,0.0519000000000001
"696",2022-03-11,0.0601999999999999
"697",2022-03-14,0.0595
"698",2022-03-15,0.0737
"699",2022-03-16,0.0837
"700",2022-03-17,0.0938
"701",2022-03-18,0.0808
"702",2022-03-21,0.0619
"703",2022-03-22,0.0639
"704",2022-03-23,0.0771000000000001
"705",2022-03-24,0.0565
"706",2022-03-25,0.0471999999999999
"707",2022-03-28,0.0581
"708",2022-03-29,0.0958999999999999
"709",2022-03-30,0.109
"710",2022-03-31,0.1235
"711",2022-04-01,0.1032
"712",2022-04-04,0.0925
"713",2022-04-05,0.1167
"714",2022-04-06,0.1506
"715",2022-04-07,0.1635
"716",2022-04-08,0.1607
"717",2022-04-11,0.1256
"718",2022-04-12,0.124
"719",2022-04-13,0.1519
"720",2022-04-14,0.156
"721",2022-04-18,0.1552
"722",2022-04-19,0.1521
"723",2022-04-20,0.1619
"724",2022-04-21,0.1901
"725",2022-04-22,0.2069
"726",2022-04-25,0.2121
"727",2022-04-26,0.1998
"728",2022-04-27,0.2208
"729",2022-04-28,0.2293
"730",2022-04-29,0.2248
"731",2022-05-02,0.215
"732",2022-05-03,0.221
"733",2022-05-04,0.2127
"734",2022-05-05,0.2214
"735",2022-05-06,0.2328
"736",2022-05-09,0.2562
"737",2022-05-10,0.2609
"738",2022-05-11,0.254
"739",2022-05-12,0.2622
"740",2022-05-13,0.2629
"741",2022-05-16,0.2465
"742",2022-05-17,0.2408
"743",2022-05-18,0.2468
"744",2022-05-19,0.2629
"745",2022-05-20,0.2641
"746",2022-05-23,0.2578
"747",2022-05-24,0.2482
"748",2022-05-25,0.2647
"749",2022-05-26,0.2733
"750",2022-05-27,0.2833
"751",2022-05-31,0.2738
"752",2022-06-01,0.2744
"753",2022-06-02,0.2469
"754",2022-06-03,0.233
"755",2022-06-06,0.222
"756",2022-06-07,0.2048
"757",2022-06-08,0.1803
"758",2022-06-09,0.1999
"759",2022-06-10,0.205
"760",2022-06-13,0.1761
"761",2022-06-14,0.1569
"762",2022-06-15,0.1431
"763",2022-06-16,0.1574
"764",2022-06-17,0.1898
"765",2022-06-21,0.1729
"766",2022-06-22,0.1453
"767",2022-06-23,0.1223
"768",2022-06-24,0.115
"769",2022-06-27,0.1082
"770",2022-06-28,0.1138
"771",2022-06-29,0.0963000000000001
"772",2022-06-30,0.1033
"773",2022-07-01,0.1073
"774",2022-07-05,0.129
"775",2022-07-06,0.1279
"776",2022-07-07,0.116
"777",2022-07-08,0.0973000000000001
"778",2022-07-11,0.1107
"779",2022-07-12,0.1206
"780",2022-07-13,0.1383
"781",2022-07-14,0.145
"782",2022-07-15,0.1188
"783",2022-07-18,0.1137
"784",2022-07-19,0.1361
"785",2022-07-20,0.1381
"786",2022-07-21,0.1339
"787",2022-07-22,0.1249
"788",2022-07-25,0.125
"789",2022-07-26,0.1121
"790",2022-07-27,0.0850000000000001
"791",2022-07-28,0.0963000000000001
"792",2022-07-29,0.0965
"793",2022-08-01,0.0728
"794",2022-08-02,0.0822999999999999
"795",2022-08-03,0.0744999999999999
"796",2022-08-04,0.0895
"797",2022-08-05,0.1032
"798",2022-08-08,0.1407
"799",2022-08-09,0.1706
"800",2022-08-10,0.1893
"801",2022-08-11,0.1655
"802",2022-08-12,0.1663
"803",2022-08-15,0.1961
"804",2022-08-16,0.2249
"805",2022-08-17,0.2366
"806",2022-08-18,0.2439
"807",2022-08-19,0.2323
"808",2022-08-22,0.2321
"809",2022-08-23,0.2521
"810",2022-08-24,0.2495
"811",2022-08-25,0.2438
"812",2022-08-26,0.2564
"813",2022-08-29,0.2606
"814",2022-08-30,0.2771
"815",2022-08-31,0.2752
"816",2022-09-01,0.2774
"817",2022-09-02,0.2561
"818",2022-09-06,0.2673
"819",2022-09-07,0.2792
"820",2022-09-08,0.2948
"821",2022-09-09,0.2839
"822",2022-09-12,0.2832
"823",2022-09-13,0.2867
"824",2022-09-14,0.3011
"825",2022-09-15,0.3062
"826",2022-09-16,0.305
"827",2022-09-19,0.3162
"828",2022-09-20,0.3416
"829",2022-09-21,0.3483
"830",2022-09-22,0.3519
"831",2022-09-23,0.337
"832",2022-09-26,0.3254
"833",2022-09-27,0.3296
"834",2022-09-28,0.3416
"835",2022-09-29,0.3539
"836",2022-09-30,0.3652
"837",2022-10-03,0.3323
"838",2022-10-04,0.3379
"839",2022-10-05,0.3475
"840",2022-10-06,0.3567
"841",2022-10-07,0.3337
"842",2022-10-10,0.307
"843",2022-10-11,0.2847
"844",2022-10-12,0.2682
"845",2022-10-13,0.2425
"846",2022-10-14,0.223
"847",2022-10-17,0.1981
"848",2022-10-18,0.1919
"849",2022-10-19,0.1805
"850",2022-10-20,0.168
"851",2022-10-21,0.1432
"852",2022-10-24,0.1219
"853",2022-10-25,0.1197
"854",2022-10-26,0.1496
"855",2022-10-27,0.1408
"856",2022-10-28,0.1184
"857",2022-10-31,0.086
"858",2022-11-01,0.0885
"859",2022-11-02,0.0682
"860",2022-11-03,0.0661
"861",2022-11-04,0.0522
"862",2022-11-07,0.0572
"863",2022-11-08,0.0539
"864",2022-11-09,0.073
"865",2022-11-10,0.0651
"866",2022-11-11,0.0492
"867",2022-11-14,0.052
"868",2022-11-15,0.082
"869",2022-11-16,0.0995
"870",2022-11-17,0.082
"871",2022-11-18,0.0497
"872",2022-11-21,0.0303
"873",2022-11-22,0.0296
"874",2022-11-23,0.0469
"875",2022-11-25,0.0581
"876",2022-11-28,0.0458
"877",2022-11-29,0.0404
"878",2022-11-30,0.0575
"879",2022-12-01,0.071
"880",2022-12-02,0.0828
"881",2022-12-05,0.0634999999999999
"882",2022-12-06,0.0825
"883",2022-12-07,0.1186
"884",2022-12-08,0.1534
"885",2022-12-09,0.1568
"886",2022-12-12,0.1539
"887",2022-12-13,0.1444
"888",2022-12-14,0.1575
"889",2022-12-15,0.1758
"890",2022-12-16,0.201
"891",2022-12-19,0.2131
"892",2022-12-20,0.2144
"893",2022-12-21,0.2199
"894",2022-12-22,0.2471
"895",2022-12-23,0.2822
"896",2022-12-27,0.2738
"897",2022-12-28,0.261
"898",2022-12-29,0.2593
"899",2022-12-30,0.2663
"900",2023-01-03,0.2702
"901",2023-01-04,0.2921
"902",2023-01-05,0.2795
"903",2023-01-06,0.274
"904",2023-01-09,0.2867
"905",2023-01-10,0.299
"906",2023-01-11,0.2813
"907",2023-01-12,0.2871
"908",2023-01-13,0.2877
"909",2023-01-17,0.2787
"910",2023-01-18,0.279
"911",2023-01-19,0.2693
"912",2023-01-20,0.3209
"913",2023-01-23,0.3272
"914",2023-01-24,0.317
"915",2023-01-25,0.3024
"916",2023-01-26,0.3171
"917",2023-01-27,0.3504
"918",2023-01-30,0.3701
"919",2023-01-31,0.3576
"920",2023-02-01,0.3516
"921",2023-02-02,0.3321
"922",2023-02-03,0.2947
"923",2023-02-06,0.2909
"924",2023-02-07,0.3399
"925",2023-02-08,0.3214
"926",2023-02-09,0.285
"927",2023-02-10,0.2789
"928",2023-02-13,0.2766
"929",2023-02-14,0.2432
"930",2023-02-15,0.2237
"931",2023-02-16,0.2054
