"","date","NVDA"
"273",2021-12-09,0.2551
"274",2021-12-10,0.273
"275",2021-12-13,0.2807
"276",2021-12-14,0.2817
"277",2021-12-15,0.2782
"278",2021-12-16,0.2641
"279",2021-12-17,0.2657
"280",2021-12-20,0.2621
"281",2021-12-21,0.2642
"282",2021-12-22,0.2669
"283",2021-12-23,0.2572
"284",2021-12-27,0.2611
"285",2021-12-28,0.2616
"286",2021-12-29,0.2556
"287",2021-12-30,0.2586
"288",2021-12-31,0.273
"289",2022-01-03,0.2704
"290",2022-01-04,0.2814
"291",2022-01-05,0.2748
"292",2022-01-06,0.2775
"293",2022-01-07,0.2664
"294",2022-01-10,0.2717
"295",2022-01-11,0.2634
"296",2022-01-12,0.2708
"297",2022-01-13,0.265
"298",2022-01-14,0.2556
"299",2022-01-18,0.2529
"300",2022-01-19,0.2563
"301",2022-01-20,0.2535
"302",2022-01-21,0.2618
"303",2022-01-24,0.2579
"304",2022-01-25,0.2526
"305",2022-01-26,0.2543
"306",2022-01-27,0.2496
"307",2022-01-28,0.2584
"308",2022-01-31,0.2606
"309",2022-02-01,0.2567
"310",2022-02-02,0.2544
"311",2022-02-03,0.2415
"312",2022-02-04,0.2389
"313",2022-02-07,0.2371
"314",2022-02-08,0.2502
"315",2022-02-09,0.2496
"316",2022-02-10,0.2463
"317",2022-02-11,0.2405
"318",2022-02-14,0.2454
"319",2022-02-15,0.2386
"320",2022-02-16,0.2535
"321",2022-02-17,0.2561
"322",2022-02-18,0.2611
"323",2022-02-22,0.2623
"324",2022-02-23,0.2633
"325",2022-02-24,0.2551
"326",2022-02-25,0.2568
"327",2022-02-28,0.2538
"328",2022-03-01,0.2526
"329",2022-03-02,0.2584
"330",2022-03-03,0.2633
"331",2022-03-04,0.2627
"332",2022-03-07,0.2713
"333",2022-03-08,0.2603
"334",2022-03-09,0.2521
"335",2022-03-10,0.249
"336",2022-03-11,0.2507
"337",2022-03-14,0.2432
"338",2022-03-15,0.2354
"339",2022-03-16,0.2311
"340",2022-03-17,0.226
"341",2022-03-18,0.216
"342",2022-03-21,0.2127
"343",2022-03-22,0.2016
"344",2022-03-23,0.1965
"345",2022-03-24,0.1868
"346",2022-03-25,0.1838
"347",2022-03-28,0.1834
"348",2022-03-29,0.1771
"349",2022-03-30,0.1707
"350",2022-03-31,0.1733
"351",2022-04-01,0.1759
"352",2022-04-04,0.1805
"353",2022-04-05,0.1786
"354",2022-04-06,0.1844
"355",2022-04-07,0.1763
"356",2022-04-08,0.1812
"357",2022-04-11,0.1839
"358",2022-04-12,0.1853
"359",2022-04-13,0.1865
"360",2022-04-14,0.1836
"361",2022-04-18,0.1771
"362",2022-04-19,0.1833
"363",2022-04-20,0.1829
"364",2022-04-21,0.1856
"365",2022-04-22,0.2006
"366",2022-04-25,0.1949
"367",2022-04-26,0.1889
"368",2022-04-27,0.1878
"369",2022-04-28,0.1873
"370",2022-04-29,0.1878
"371",2022-05-02,0.1864
"372",2022-05-03,0.1967
"373",2022-05-04,0.1979
"374",2022-05-05,0.2021
"375",2022-05-06,0.1982
"376",2022-05-09,0.194
"377",2022-05-10,0.1875
"378",2022-05-11,0.1953
"379",2022-05-12,0.2025
"380",2022-05-13,0.2128
"381",2022-05-16,0.2086
"382",2022-05-17,0.2059
"383",2022-05-18,0.2042
"384",2022-05-19,0.2077
"385",2022-05-20,0.2026
"386",2022-05-23,0.2043
"387",2022-05-24,0.213
"388",2022-05-25,0.205
"389",2022-05-26,0.2005
"390",2022-05-27,0.1978
"391",2022-05-31,0.1943
"392",2022-06-01,0.1932
"393",2022-06-02,0.1903
"394",2022-06-03,0.1792
"395",2022-06-06,0.1727
"396",2022-06-07,0.1586
"397",2022-06-08,0.1524
"398",2022-06-09,0.1589
"399",2022-06-10,0.1564
"400",2022-06-13,0.1614
"401",2022-06-14,0.1648
"402",2022-06-15,0.172
"403",2022-06-16,0.1723
"404",2022-06-17,0.1769
"405",2022-06-21,0.1789
"406",2022-06-22,0.1849
"407",2022-06-23,0.1835
"408",2022-06-24,0.176
"409",2022-06-27,0.177
"410",2022-06-28,0.1765
"411",2022-06-29,0.1765
"412",2022-06-30,0.1774
"413",2022-07-01,0.1811
"414",2022-07-05,0.1849
"415",2022-07-06,0.1839
"416",2022-07-07,0.1875
"417",2022-07-08,0.1938
"418",2022-07-11,0.1964
"419",2022-07-12,0.1981
"420",2022-07-13,0.206
"421",2022-07-14,0.2018
"422",2022-07-15,0.2025
"423",2022-07-18,0.2007
"424",2022-07-19,0.2033
"425",2022-07-20,0.2083
"426",2022-07-21,0.2092
"427",2022-07-22,0.212
"428",2022-07-25,0.2201
"429",2022-07-26,0.2199
"430",2022-07-27,0.2269
"431",2022-07-28,0.2369
"432",2022-07-29,0.2378
"433",2022-08-01,0.2305
"434",2022-08-02,0.233
"435",2022-08-03,0.2379
"436",2022-08-04,0.2386
"437",2022-08-05,0.2376
"438",2022-08-08,0.237
"439",2022-08-09,0.2419
"440",2022-08-10,0.25
"441",2022-08-11,0.2493
"442",2022-08-12,0.2522
"443",2022-08-15,0.2514
"444",2022-08-16,0.2504
"445",2022-08-17,0.246
"446",2022-08-18,0.2494
"447",2022-08-19,0.2489
"448",2022-08-22,0.2532
"449",2022-08-23,0.262
"450",2022-08-24,0.2707
"451",2022-08-25,0.2661
"452",2022-08-26,0.2673
"453",2022-08-29,0.2698
"454",2022-08-30,0.2657
"455",2022-08-31,0.267
"456",2022-09-01,0.2733
"457",2022-09-02,0.2788
"458",2022-09-06,0.2755
"459",2022-09-07,0.2736
"460",2022-09-08,0.2643
"461",2022-09-09,0.2651
"462",2022-09-12,0.2704
"463",2022-09-13,0.2679
"464",2022-09-14,0.2743
"465",2022-09-15,0.2676
"466",2022-09-16,0.2603
"467",2022-09-19,0.263
"468",2022-09-20,0.262
"469",2022-09-21,0.2605
"470",2022-09-22,0.2641
"471",2022-09-23,0.2576
"472",2022-09-26,0.2541
"473",2022-09-27,0.2502
"474",2022-09-28,0.2483
"475",2022-09-29,0.2466
"476",2022-09-30,0.2493
"477",2022-10-03,0.2426
"478",2022-10-04,0.2374
"479",2022-10-05,0.2443
"480",2022-10-06,0.243
"481",2022-10-07,0.2375
"482",2022-10-10,0.2424
"483",2022-10-11,0.251
"484",2022-10-12,0.2521
"485",2022-10-13,0.2494
"486",2022-10-14,0.243
"487",2022-10-17,0.2331
"488",2022-10-18,0.2298
"489",2022-10-19,0.228
"490",2022-10-20,0.2354
"491",2022-10-21,0.2381
"492",2022-10-24,0.2343
"493",2022-10-25,0.2264
"494",2022-10-26,0.2168
"495",2022-10-27,0.2163
"496",2022-10-28,0.2128
"497",2022-10-31,0.2171
"498",2022-11-01,0.2116
"499",2022-11-02,0.2077
"500",2022-11-03,0.2221
"501",2022-11-04,0.2159
"502",2022-11-07,0.2179
"503",2022-11-08,0.2149
"504",2022-11-09,0.2141
"505",2022-11-10,0.2079
"506",2022-11-11,0.2006
"507",2022-11-14,0.1877
"508",2022-11-15,0.1911
"509",2022-11-16,0.1921
"510",2022-11-17,0.1934
"511",2022-11-18,0.1916
"512",2022-11-21,0.1989
"513",2022-11-22,0.1971
"514",2022-11-23,0.1923
"515",2022-11-25,0.2003
"516",2022-11-28,0.1992
"517",2022-11-29,0.1972
"518",2022-11-30,0.1944
"519",2022-12-01,0.2004
"520",2022-12-02,0.195
"521",2022-12-05,0.1962
"522",2022-12-06,0.201
"523",2022-12-07,0.2086
"524",2022-12-08,0.2066
"525",2022-12-09,0.1971
"526",2022-12-12,0.2017
"527",2022-12-13,0.2067
"528",2022-12-14,0.2048
"529",2022-12-15,0.1967
"530",2022-12-16,0.202
"531",2022-12-19,0.1928
"532",2022-12-20,0.1938
"533",2022-12-21,0.1917
"534",2022-12-22,0.1978
"535",2022-12-23,0.1957
"536",2022-12-27,0.1923
"537",2022-12-28,0.1772
"538",2022-12-29,0.1782
"539",2022-12-30,0.1848
"540",2023-01-03,0.1818
"541",2023-01-04,0.1903
"542",2023-01-05,0.187
"543",2023-01-06,0.187
"544",2023-01-09,0.1857
"545",2023-01-10,0.1908
"546",2023-01-11,0.1755
"547",2023-01-12,0.1688
"548",2023-01-13,0.1636
"549",2023-01-17,0.1579
"550",2023-01-18,0.1437
"551",2023-01-19,0.1394
"552",2023-01-20,0.1417
"553",2023-01-23,0.1289
"554",2023-01-24,0.1145
"555",2023-01-25,0.1175
"556",2023-01-26,0.1179
"557",2023-01-27,0.1105
"558",2023-01-30,0.0911999999999999
"559",2023-01-31,0.0769
"560",2023-02-01,0.0827
"561",2023-02-02,0.0770999999999999
"562",2023-02-03,0.0694
"563",2023-02-06,0.0774
"564",2023-02-07,0.0720000000000001
"565",2023-02-08,0.0728
"566",2023-02-09,0.0699
"567",2023-02-10,0.075
"568",2023-02-13,0.0755999999999999
"569",2023-02-14,0.0846
"570",2023-02-15,0.0871
"571",2023-02-16,0.0913
"572",2023-02-17,0.0879
"573",2023-02-21,0.0851
"574",2023-02-22,0.0969
"575",2023-02-23,0.1011
"576",2023-02-24,0.094
"577",2023-02-27,0.0934
"578",2023-02-28,0.0921
"579",2023-03-01,0.0881
"580",2023-03-02,0.0919
"581",2023-03-03,0.0965
"582",2023-03-06,0.0985
"583",2023-03-07,0.1042
"584",2023-03-08,0.1001
"585",2023-03-09,0.099
"586",2023-03-10,0.0945
"587",2023-03-13,0.0995
"588",2023-03-14,0.0977
"589",2023-03-15,0.0948
"590",2023-03-16,0.0895
"591",2023-03-17,0.0884
"592",2023-03-20,0.0957999999999999
"593",2023-03-21,0.1091
"594",2023-03-22,0.1103
"595",2023-03-23,0.1205
"596",2023-03-24,0.1339
"597",2023-03-27,0.1268
"598",2023-03-28,0.1284
"599",2023-03-29,0.1293
"600",2023-03-30,0.1302
"601",2023-03-31,0.1316
"602",2023-04-03,0.1371
"603",2023-04-04,0.1424
"604",2023-04-05,0.1378
"605",2023-04-06,0.1389
"606",2023-04-10,0.1351
"607",2023-04-11,0.1417
"608",2023-04-12,0.1418
"609",2023-04-13,0.1357
"610",2023-04-14,0.1356
"611",2023-04-17,0.1423
"612",2023-04-18,0.1377
"613",2023-04-19,0.1362
"614",2023-04-20,0.1333
"615",2023-04-21,0.1284
"616",2023-04-24,0.1324
"617",2023-04-25,0.135
"618",2023-04-26,0.1392
"619",2023-04-27,0.1403
"620",2023-04-28,0.1388
"621",2023-05-01,0.1353
"622",2023-05-02,0.1363
"623",2023-05-03,0.1411
"624",2023-05-04,0.1298
"625",2023-05-05,0.1294
"626",2023-05-08,0.1272
"627",2023-05-09,0.1248
"628",2023-05-10,0.1203
"629",2023-05-11,0.1277
"630",2023-05-12,0.127
"631",2023-05-15,0.1261
"632",2023-05-16,0.1196
"633",2023-05-17,0.118
"634",2023-05-18,0.1214
"635",2023-05-19,0.1331
"636",2023-05-22,0.1312
"637",2023-05-23,0.1315
"638",2023-05-24,0.1246
"639",2023-05-25,0.1198
"640",2023-05-26,0.1245
"641",2023-05-30,0.1256
"642",2023-05-31,0.1188
"643",2023-06-01,0.1254
"644",2023-06-02,0.1238
"645",2023-06-05,0.1154
"646",2023-06-06,0.1147
"647",2023-06-07,0.1111
"648",2023-06-08,0.0978
"649",2023-06-09,0.0947
"650",2023-06-12,0.0786
"651",2023-06-13,0.0784
"652",2023-06-14,0.0766
"653",2023-06-15,0.0742
"654",2023-06-16,0.0634
"655",2023-06-20,0.0652
"656",2023-06-21,0.0595
"657",2023-06-22,0.0404
"658",2023-06-23,0.0334
"659",2023-06-26,0.0358
"660",2023-06-27,0.0301
"661",2023-06-28,0.0316
"662",2023-06-29,0.0373
