"","date","GOOGL"
"266",2023-05-08,0.2336
"267",2023-05-09,0.2282
"268",2023-05-10,0.2258
"269",2023-05-11,0.2282
"270",2023-05-12,0.2255
"271",2023-05-15,0.2268
"272",2023-05-16,0.2232
"273",2023-05-17,0.2216
"274",2023-05-18,0.23
"275",2023-05-19,0.237
"276",2023-05-22,0.2452
"277",2023-05-23,0.2403
"278",2023-05-24,0.2358
"279",2023-05-25,0.2386
"280",2023-05-26,0.2371
"281",2023-05-30,0.2376
"282",2023-05-31,0.2368
"283",2023-06-01,0.2357
"284",2023-06-02,0.235
"285",2023-06-05,0.2358
"286",2023-06-06,0.2392
"287",2023-06-07,0.2423
"288",2023-06-08,0.2409
"289",2023-06-09,0.2381
"290",2023-06-12,0.2383
"291",2023-06-13,0.242
"292",2023-06-14,0.2406
"293",2023-06-15,0.2413
"294",2023-06-16,0.2382
"295",2023-06-20,0.2406
"296",2023-06-21,0.2442
"297",2023-06-22,0.2424
"298",2023-06-23,0.2344
"299",2023-06-26,0.237
"300",2023-06-27,0.2409
"301",2023-06-28,0.2429
"302",2023-06-29,0.2435
