"","date","NVDA"
"88",2022-08-22,0.1934
"89",2022-08-23,0.1934
"90",2022-08-24,0.195
"91",2022-08-25,0.1895
"92",2022-08-26,0.1954
"93",2022-08-29,0.1904
"94",2022-08-30,0.1901
"95",2022-08-31,0.1875
"96",2022-09-01,0.1859
"97",2022-09-02,0.1818
"98",2022-09-06,0.1878
"99",2022-09-07,0.1901
"100",2022-09-08,0.1875
"101",2022-09-09,0.1858
"102",2022-09-12,0.1811
"103",2022-09-13,0.1791
"104",2022-09-14,0.182
"105",2022-09-15,0.1836
"106",2022-09-16,0.1807
"107",2022-09-19,0.1793
"108",2022-09-20,0.1749
"109",2022-09-21,0.171
"110",2022-09-22,0.1701
"111",2022-09-23,0.1666
"112",2022-09-26,0.1701
"113",2022-09-27,0.1652
"114",2022-09-28,0.1644
"115",2022-09-29,0.1599
"116",2022-09-30,0.1628
"117",2022-10-03,0.1595
"118",2022-10-04,0.165
"119",2022-10-05,0.1712
"120",2022-10-06,0.1821
"121",2022-10-07,0.1779
"122",2022-10-10,0.1765
"123",2022-10-11,0.1762
"124",2022-10-12,0.1707
"125",2022-10-13,0.1738
"126",2022-10-14,0.1716
"127",2022-10-17,0.1795
"128",2022-10-18,0.1806
"129",2022-10-19,0.1722
"130",2022-10-20,0.1657
"131",2022-10-21,0.1656
"132",2022-10-24,0.1622
"133",2022-10-25,0.1544
"134",2022-10-26,0.1535
"135",2022-10-27,0.1488
"136",2022-10-28,0.1474
"137",2022-10-31,0.1418
"138",2022-11-01,0.1411
"139",2022-11-02,0.1376
"140",2022-11-03,0.1422
"141",2022-11-04,0.1405
"142",2022-11-07,0.1389
"143",2022-11-08,0.1368
"144",2022-11-09,0.1391
"145",2022-11-10,0.1375
"146",2022-11-11,0.136
"147",2022-11-14,0.1341
"148",2022-11-15,0.1334
"149",2022-11-16,0.1348
"150",2022-11-17,0.1317
"151",2022-11-18,0.13
"152",2022-11-21,0.1285
"153",2022-11-22,0.1303
"154",2022-11-23,0.1283
"155",2022-11-25,0.1284
"156",2022-11-28,0.1235
"157",2022-11-29,0.1167
"158",2022-11-30,0.117
"159",2022-12-01,0.1179
"160",2022-12-02,0.1188
"161",2022-12-05,0.1199
"162",2022-12-06,0.12
"163",2022-12-07,0.1211
"164",2022-12-08,0.1278
"165",2022-12-09,0.123
"166",2022-12-12,0.1215
"167",2022-12-13,0.1206
"168",2022-12-14,0.1197
"169",2022-12-15,0.1171
"170",2022-12-16,0.1227
"171",2022-12-19,0.1219
"172",2022-12-20,0.1167
"173",2022-12-21,0.114
"174",2022-12-22,0.1146
"175",2022-12-23,0.118
"176",2022-12-27,0.125
"177",2022-12-28,0.129
"178",2022-12-29,0.132
"179",2022-12-30,0.1343
"180",2023-01-03,0.137
"181",2023-01-04,0.1381
"182",2023-01-05,0.1414
"183",2023-01-06,0.1426
"184",2023-01-09,0.1444
"185",2023-01-10,0.1489
"186",2023-01-11,0.1508
"187",2023-01-12,0.1518
"188",2023-01-13,0.157
"189",2023-01-17,0.1607
"190",2023-01-18,0.1646
"191",2023-01-19,0.1694
"192",2023-01-20,0.1756
"193",2023-01-23,0.181
"194",2023-01-24,0.1879
"195",2023-01-25,0.1902
"196",2023-01-26,0.1962
"197",2023-01-27,0.2023
"198",2023-01-30,0.2032
"199",2023-01-31,0.2033
"200",2023-02-01,0.2087
"201",2023-02-02,0.2097
"202",2023-02-03,0.2166
"203",2023-02-06,0.2228
"204",2023-02-07,0.2289
"205",2023-02-08,0.2278
"206",2023-02-09,0.2277
"207",2023-02-10,0.2281
"208",2023-02-13,0.2249
"209",2023-02-14,0.2218
"210",2023-02-15,0.2273
"211",2023-02-16,0.2312
"212",2023-02-17,0.2322
"213",2023-02-21,0.2296
"214",2023-02-22,0.2295
"215",2023-02-23,0.2358
"216",2023-02-24,0.2366
"217",2023-02-27,0.2359
"218",2023-02-28,0.2361
"219",2023-03-01,0.2392
"220",2023-03-02,0.2331
"221",2023-03-03,0.2218
"222",2023-03-06,0.212
"223",2023-03-07,0.2086
"224",2023-03-08,0.2104
"225",2023-03-09,0.2115
"226",2023-03-10,0.2109
"227",2023-03-13,0.2098
"228",2023-03-14,0.2096
"229",2023-03-15,0.2088
"230",2023-03-16,0.2146
"231",2023-03-17,0.211
"232",2023-03-20,0.2091
"233",2023-03-21,0.2068
"234",2023-03-22,0.2026
"235",2023-03-23,0.2001
"236",2023-03-24,0.2037
"237",2023-03-27,0.2063
"238",2023-03-28,0.2074
"239",2023-03-29,0.2057
"240",2023-03-30,0.2076
"241",2023-03-31,0.2071
"242",2023-04-03,0.2078
"243",2023-04-04,0.2084
"244",2023-04-05,0.2096
"245",2023-04-06,0.2085
"246",2023-04-10,0.2091
"247",2023-04-11,0.2031
"248",2023-04-12,0.2057
"249",2023-04-13,0.2043
"250",2023-04-14,0.2027
"251",2023-04-17,0.2021
"252",2023-04-18,0.2037
"253",2023-04-19,0.2036
"254",2023-04-20,0.2019
"255",2023-04-21,0.2052
"256",2023-04-24,0.2045
"257",2023-04-25,0.2078
"258",2023-04-26,0.2077
"259",2023-04-27,0.2068
"260",2023-04-28,0.208
"261",2023-05-01,0.2066
"262",2023-05-02,0.2087
"263",2023-05-03,0.2089
"264",2023-05-04,0.206
"265",2023-05-05,0.2006
"266",2023-05-08,0.207
"267",2023-05-09,0.2052
"268",2023-05-10,0.2054
"269",2023-05-11,0.2051
"270",2023-05-12,0.2098
"271",2023-05-15,0.2101
"272",2023-05-16,0.2155
"273",2023-05-17,0.2125
"274",2023-05-18,0.2187
"275",2023-05-19,0.2216
"276",2023-05-22,0.2203
"277",2023-05-23,0.2191
"278",2023-05-24,0.2134
"279",2023-05-25,0.2151
"280",2023-05-26,0.2137
"281",2023-05-30,0.2176
"282",2023-05-31,0.2188
"283",2023-06-01,0.216
"284",2023-06-02,0.2156
"285",2023-06-05,0.2179
"286",2023-06-06,0.2168
"287",2023-06-07,0.2206
"288",2023-06-08,0.227
"289",2023-06-09,0.2274
"290",2023-06-12,0.2288
"291",2023-06-13,0.2234
"292",2023-06-14,0.2243
"293",2023-06-15,0.2196
"294",2023-06-16,0.2242
"295",2023-06-20,0.2251
"296",2023-06-21,0.2293
"297",2023-06-22,0.2262
"298",2023-06-23,0.222
"299",2023-06-26,0.2224
"300",2023-06-27,0.223
"301",2023-06-28,0.2212
"302",2023-06-29,0.2223
