"","date","AAPL"
"241",2023-03-31,0.1733
"242",2023-04-03,0.1815
"243",2023-04-04,0.1745
"244",2023-04-05,0.1744
"245",2023-04-06,0.1704
"246",2023-04-10,0.179
"247",2023-04-11,0.1746
"248",2023-04-12,0.175
"249",2023-04-13,0.174
"250",2023-04-14,0.1766
"251",2023-04-17,0.1757
"252",2023-04-18,0.1802
"253",2023-04-19,0.1738
"254",2023-04-20,0.1784
"255",2023-04-21,0.175
"256",2023-04-24,0.176
"257",2023-04-25,0.1746
"258",2023-04-26,0.1799
"259",2023-04-27,0.1784
"260",2023-04-28,0.1791
"261",2023-05-01,0.1767
"262",2023-05-02,0.1784
"263",2023-05-03,0.1763
"264",2023-05-04,0.1779
"265",2023-05-05,0.1753
"266",2023-05-08,0.1816
"267",2023-05-09,0.1765
"268",2023-05-10,0.1718
"269",2023-05-11,0.1718
"270",2023-05-12,0.1782
"271",2023-05-15,0.1744
"272",2023-05-16,0.1774
"273",2023-05-17,0.1737
"274",2023-05-18,0.1778
"275",2023-05-19,0.1843
"276",2023-05-22,0.2037
"277",2023-05-23,0.1981
"278",2023-05-24,0.1975
"279",2023-05-25,0.1933
"280",2023-05-26,0.1945
"281",2023-05-30,0.191
"282",2023-05-31,0.1964
"283",2023-06-01,0.1896
"284",2023-06-02,0.1914
"285",2023-06-05,0.19
"286",2023-06-06,0.1928
"287",2023-06-07,0.1929
"288",2023-06-08,0.1947
"289",2023-06-09,0.1881
"290",2023-06-12,0.1903
"291",2023-06-13,0.1916
"292",2023-06-14,0.1985
"293",2023-06-15,0.2009
"294",2023-06-16,0.2078
"295",2023-06-20,0.2049
"296",2023-06-21,0.2083
"297",2023-06-22,0.2143
"298",2023-06-23,0.2143
"299",2023-06-26,0.2179
"300",2023-06-27,0.2198
"301",2023-06-28,0.2153
"302",2023-06-29,0.2249
