"","date","JPM"
"936",2023-02-24,0.3483
"937",2023-02-27,0.3202
"938",2023-02-28,0.2924
"939",2023-03-01,0.2945
"940",2023-03-02,0.2791
"941",2023-03-03,0.2946
"942",2023-03-06,0.2934
"943",2023-03-07,0.2965
"944",2023-03-08,0.2843
"945",2023-03-09,0.2953
"946",2023-03-10,0.2678
"947",2023-03-13,0.2708
"948",2023-03-14,0.2764
"949",2023-03-15,0.2902
"950",2023-03-16,0.2845
"951",2023-03-17,0.2758
"952",2023-03-20,0.2675
"953",2023-03-21,0.2856
"954",2023-03-22,0.315
"955",2023-03-23,0.3227
"956",2023-03-24,0.3407
"957",2023-03-27,0.3534
"958",2023-03-28,0.3345
"959",2023-03-29,0.3689
"960",2023-03-30,0.3519
"961",2023-03-31,0.3262
"962",2023-04-03,0.3038
"963",2023-04-04,0.3932
"964",2023-04-05,0.3633
"965",2023-04-06,0.3698
"966",2023-04-10,0.3459
"967",2023-04-11,0.3485
"968",2023-04-12,0.3579
"969",2023-04-13,0.3292
"970",2023-04-14,0.2797
"971",2023-04-17,0.2481
"972",2023-04-18,0.2522
"973",2023-04-19,0.2651
"974",2023-04-20,0.2455
"975",2023-04-21,0.2643
"976",2023-04-24,0.2773
"977",2023-04-25,0.2886
"978",2023-04-26,0.2979
"979",2023-04-27,0.2766
"980",2023-04-28,0.2785
"981",2023-05-01,0.2571
"982",2023-05-02,0.2332
"983",2023-05-03,0.2653
"984",2023-05-04,0.2674
"985",2023-05-05,0.2523
"986",2023-05-08,0.2604
"987",2023-05-09,0.2815
"988",2023-05-10,0.2733
"989",2023-05-11,0.2935
"990",2023-05-12,0.2551
"991",2023-05-15,0.2425
"992",2023-05-16,0.2342
"993",2023-05-17,0.269
"994",2023-05-18,0.249
"995",2023-05-19,0.2515
"996",2023-05-22,0.2676
"997",2023-05-23,0.2653
"998",2023-05-24,0.259
"999",2023-05-25,0.2638
"1000",2023-05-26,0.2687
"1001",2023-05-30,0.3121
"1002",2023-05-31,0.3188
"1003",2023-06-01,0.3076
"1004",2023-06-02,0.2847
"1005",2023-06-05,0.2776
"1006",2023-06-06,0.289
"1007",2023-06-07,0.2845
"1008",2023-06-08,0.2885
"1009",2023-06-09,0.2784
"1010",2023-06-12,0.2735
"1011",2023-06-13,0.2815
"1012",2023-06-14,0.3031
"1013",2023-06-15,0.3475
"1014",2023-06-16,0.3634
"1015",2023-06-20,0.3733
"1016",2023-06-21,0.3539
"1017",2023-06-22,0.3132
"1018",2023-06-23,0.2742
"1019",2023-06-26,0.298
"1020",2023-06-27,0.3028
"1021",2023-06-28,0.2892
"1022",2023-06-29,0.293
