"","date","JPM"
"252",2020-06-08,0.2518
"253",2020-06-09,0.2443
"254",2020-06-10,0.2578
"255",2020-06-11,0.2557
"256",2020-06-12,0.2517
"257",2020-06-15,0.2534
"258",2020-06-16,0.2566
"259",2020-06-17,0.2354
"260",2020-06-18,0.2346
"261",2020-06-19,0.2512
"262",2020-06-22,0.264
"263",2020-06-23,0.2564
"264",2020-06-24,0.2891
"265",2020-06-25,0.2824
"266",2020-06-26,0.2889
"267",2020-06-29,0.2633
"268",2020-06-30,0.227
"269",2020-07-01,0.2262
"270",2020-07-02,0.2426
"271",2020-07-06,0.245
"272",2020-07-07,0.2651
"273",2020-07-08,0.2752
"274",2020-07-09,0.2831
"275",2020-07-10,0.2944
"276",2020-07-13,0.3072
"277",2020-07-14,0.3137
"278",2020-07-15,0.2941
"279",2020-07-16,0.2905
"280",2020-07-17,0.2892
"281",2020-07-20,0.2941
"282",2020-07-21,0.3729
"283",2020-07-22,0.3405
"284",2020-07-23,0.3336
"285",2020-07-24,0.3374
"286",2020-07-27,0.3529
"287",2020-07-28,0.346
"288",2020-07-29,0.3171
"289",2020-07-30,0.2944
"290",2020-07-31,0.3192
"291",2020-08-03,0.3256
"292",2020-08-04,0.3491
"293",2020-08-05,0.3311
"294",2020-08-06,0.3383
"295",2020-08-07,0.324
"296",2020-08-10,0.3417
"297",2020-08-11,0.3373
"298",2020-08-12,0.334
"299",2020-08-13,0.3199
"300",2020-08-14,0.3414
"301",2020-08-17,0.3448
"302",2020-08-18,0.3507
"303",2020-08-19,0.3374
"304",2020-08-20,0.3238
"305",2020-08-21,0.3247
"306",2020-08-24,0.3302
"307",2020-08-25,0.3147
"308",2020-08-26,0.3168
"309",2020-08-27,0.325
"310",2020-08-28,0.3323
"311",2020-08-31,0.3062
"312",2020-09-01,0.3017
"313",2020-09-02,0.2849
"314",2020-09-03,0.2907
"315",2020-09-04,0.2799
"316",2020-09-08,0.2566
"317",2020-09-09,0.2372
"318",2020-09-10,0.2519
"319",2020-09-11,0.2165
"320",2020-09-14,0.2242
"321",2020-09-15,0.2268
"322",2020-09-16,0.2546
"323",2020-09-17,0.2528
"324",2020-09-18,0.2609
"325",2020-09-21,0.2579
"326",2020-09-22,0.2696
"327",2020-09-23,0.2484
"328",2020-09-24,0.2379
"329",2020-09-25,0.2407
"330",2020-09-28,0.2511
"331",2020-09-29,0.2434
"332",2020-09-30,0.2507
"333",2020-10-01,0.241
"334",2020-10-02,0.2473
"335",2020-10-05,0.2301
"336",2020-10-06,0.2601
"337",2020-10-07,0.2444
"338",2020-10-08,0.2363
"339",2020-10-09,0.2167
"340",2020-10-12,0.2252
"341",2020-10-13,0.2337
"342",2020-10-14,0.2652
"343",2020-10-15,0.245
"344",2020-10-16,0.2156
"345",2020-10-19,0.2267
"346",2020-10-20,0.2474
"347",2020-10-21,0.2359
"348",2020-10-22,0.2442
"349",2020-10-23,0.2315
"350",2020-10-26,0.235
"351",2020-10-27,0.2373
"352",2020-10-28,0.2515
"353",2020-10-29,0.2439
"354",2020-10-30,0.2443
"355",2020-11-02,0.2414
"356",2020-11-03,0.2765
"357",2020-11-04,0.2754
"358",2020-11-05,0.2562
"359",2020-11-06,0.2343
"360",2020-11-09,0.2529
"361",2020-11-10,0.2349
"362",2020-11-11,0.2735
"363",2020-11-12,0.2671
"364",2020-11-13,0.266
"365",2020-11-16,0.2738
"366",2020-11-17,0.2803
"367",2020-11-18,0.2646
"368",2020-11-19,0.2574
"369",2020-11-20,0.2733
"370",2020-11-23,0.302
"371",2020-11-24,0.2942
"372",2020-11-25,0.2954
"373",2020-11-27,0.309
"374",2020-11-30,0.3424
"375",2020-12-01,0.3504
"376",2020-12-02,0.3326
"377",2020-12-03,0.3109
"378",2020-12-04,0.3294
"379",2020-12-07,0.2964
"380",2020-12-08,0.3069
"381",2020-12-09,0.3198
"382",2020-12-10,0.3432
"383",2020-12-11,0.318
"384",2020-12-14,0.3274
"385",2020-12-15,0.327
"386",2020-12-16,0.3228
"387",2020-12-17,0.3034
"388",2020-12-18,0.2821
"389",2020-12-21,0.2733
"390",2020-12-22,0.2942
"391",2020-12-23,0.2944
"392",2020-12-24,0.3112
"393",2020-12-28,0.3038
"394",2020-12-29,0.2983
"395",2020-12-30,0.2893
"396",2020-12-31,0.2887
"397",2021-01-04,0.2707
"398",2021-01-05,0.2663
"399",2021-01-06,0.2396
"400",2021-01-07,0.2298
"401",2021-01-08,0.23
"402",2021-01-11,0.2518
"403",2021-01-12,0.2308
"404",2021-01-13,0.2245
"405",2021-01-14,0.2427
"406",2021-01-15,0.2666
"407",2021-01-19,0.2626
"408",2021-01-20,0.2737
"409",2021-01-21,0.2593
"410",2021-01-22,0.2775
"411",2021-01-25,0.2798
"412",2021-01-26,0.2978
"413",2021-01-27,0.2948
"414",2021-01-28,0.2925
"415",2021-01-29,0.2772
"416",2021-02-01,0.2783
"417",2021-02-02,0.292
"418",2021-02-03,0.3074
"419",2021-02-04,0.2838
"420",2021-02-05,0.2924
"421",2021-02-08,0.2868
"422",2021-02-09,0.3082
"423",2021-02-10,0.301
"424",2021-02-11,0.2925
"425",2021-02-12,0.3031
"426",2021-02-16,0.321
"427",2021-02-17,0.2983
"428",2021-02-18,0.2748
"429",2021-02-19,0.2646
"430",2021-02-22,0.2856
"431",2021-02-23,0.2599
"432",2021-02-24,0.257
"433",2021-02-25,0.2416
"434",2021-02-26,0.2398
"435",2021-03-01,0.2458
"436",2021-03-02,0.2554
"437",2021-03-03,0.2478
"438",2021-03-04,0.245
"439",2021-03-05,0.2259
"440",2021-03-08,0.2466
"441",2021-03-09,0.2469
"442",2021-03-10,0.2481
"443",2021-03-11,0.2302
"444",2021-03-12,0.2238
"445",2021-03-15,0.1833
"446",2021-03-16,0.1662
"447",2021-03-17,0.119
"448",2021-03-18,0.0871
"449",2021-03-19,0.0498999999999999
"450",2021-03-22,0.0663
"451",2021-03-23,0.0559000000000001
"452",2021-03-24,0.0731
"453",2021-03-25,0.0932
"454",2021-03-26,0.1056
"455",2021-03-29,0.1242
"456",2021-03-30,0.1501
"457",2021-03-31,0.1718
"458",2021-04-01,0.1891
"459",2021-04-05,0.1889
"460",2021-04-06,0.21
"461",2021-04-07,0.243
"462",2021-04-08,0.3301
"463",2021-04-09,0.3193
"464",2021-04-12,0.3229
"465",2021-04-13,0.3253
"466",2021-04-14,0.3442
"467",2021-04-15,0.3517
"468",2021-04-16,0.3822
"469",2021-04-19,0.3943
"470",2021-04-20,0.3886
"471",2021-04-21,0.3724
"472",2021-04-22,0.3825
"473",2021-04-23,0.3625
"474",2021-04-26,0.3478
"475",2021-04-27,0.3332
"476",2021-04-28,0.3336
"477",2021-04-29,0.336
"478",2021-04-30,0.3276
"479",2021-05-03,0.3048
"480",2021-05-04,0.305
"481",2021-05-05,0.2941
"482",2021-05-06,0.3007
"483",2021-05-07,0.28
"484",2021-05-10,0.3231
"485",2021-05-11,0.3254
"486",2021-05-12,0.3346
"487",2021-05-13,0.309
"488",2021-05-14,0.307
"489",2021-05-17,0.3134
"490",2021-05-18,0.3899
"491",2021-05-19,0.3761
"492",2021-05-20,0.3733
"493",2021-05-21,0.3363
"494",2021-05-24,0.3216
"495",2021-05-25,0.3143
"496",2021-05-26,0.311
"497",2021-05-27,0.2975
"498",2021-05-28,0.2945
"499",2021-06-01,0.2917
"500",2021-06-02,0.2892
"501",2021-06-03,0.2926
"502",2021-06-04,0.2937
"503",2021-06-07,0.2647
"504",2021-06-08,0.2787
"505",2021-06-09,0.259
"506",2021-06-10,0.2543
"507",2021-06-11,0.2364
"508",2021-06-14,0.2191
"509",2021-06-15,0.1964
"510",2021-06-16,0.204
"511",2021-06-17,0.1889
"512",2021-06-18,0.1989
"513",2021-06-21,0.1851
"514",2021-06-22,0.1795
"515",2021-06-23,0.1603
"516",2021-06-24,0.166
"517",2021-06-25,0.1556
"518",2021-06-28,0.147
"519",2021-06-29,0.1351
"520",2021-06-30,0.1379
"521",2021-07-01,0.1391
"522",2021-07-02,0.1225
"523",2021-07-06,0.0849000000000001
"524",2021-07-07,0.0817
"525",2021-07-08,0.0650999999999999
"526",2021-07-09,0.0686
"527",2021-07-12,0.0628
"528",2021-07-13,0.0480999999999999
"529",2021-07-14,0.0487
"530",2021-07-15,0.0529000000000001
"531",2021-07-16,0.0547
"532",2021-07-19,0.0592
"533",2021-07-20,0.0498999999999999
"534",2021-07-21,0.0397
"535",2021-07-22,0.0362
"536",2021-07-23,0.0433
"537",2021-07-26,0.0567
"538",2021-07-27,0.0934
"539",2021-07-28,0.1251
"540",2021-07-29,0.1644
"541",2021-07-30,0.2197
"542",2021-08-02,0.2423
"543",2021-08-03,0.2464
"544",2021-08-04,0.2907
"545",2021-08-05,0.3288
"546",2021-08-06,0.3378
"547",2021-08-09,0.3412
"548",2021-08-10,0.3489
"549",2021-08-11,0.3617
"550",2021-08-12,0.3897
"551",2021-08-13,0.4066
"552",2021-08-16,0.4378
"553",2021-08-17,0.3611
"554",2021-08-18,0.3582
"555",2021-08-19,0.3374
"556",2021-08-20,0.3322
"557",2021-08-23,0.3209
"558",2021-08-24,0.3106
"559",2021-08-25,0.2808
"560",2021-08-26,0.2995
"561",2021-08-27,0.3196
"562",2021-08-30,0.3063
"563",2021-08-31,0.3069
"564",2021-09-01,0.3089
"565",2021-09-02,0.3104
"566",2021-09-03,0.2945
"567",2021-09-07,0.2919
"568",2021-09-08,0.2674
"569",2021-09-09,0.2599
"570",2021-09-10,0.2494
"571",2021-09-13,0.2563
"572",2021-09-14,0.2473
"573",2021-09-15,0.2516
"574",2021-09-16,0.2663
"575",2021-09-17,0.2704
"576",2021-09-20,0.2562
"577",2021-09-21,0.2688
"578",2021-09-22,0.2671
"579",2021-09-23,0.2437
"580",2021-09-24,0.2574
"581",2021-09-27,0.2627
"582",2021-09-28,0.2774
"583",2021-09-29,0.2783
"584",2021-09-30,0.2728
"585",2021-10-01,0.2912
"586",2021-10-04,0.2539
"587",2021-10-05,0.2459
"588",2021-10-06,0.2619
"589",2021-10-07,0.2563
"590",2021-10-08,0.2493
"591",2021-10-11,0.2549
"592",2021-10-12,0.2478
"593",2021-10-13,0.2539
"594",2021-10-14,0.2811
"595",2021-10-15,0.3023
"596",2021-10-18,0.3133
"597",2021-10-19,0.314
"598",2021-10-20,0.305
"599",2021-10-21,0.3179
"600",2021-10-22,0.3134
"601",2021-10-25,0.3187
"602",2021-10-26,0.3099
"603",2021-10-27,0.3066
"604",2021-10-28,0.3232
"605",2021-10-29,0.3347
"606",2021-11-01,0.2956
"607",2021-11-02,0.2622
"608",2021-11-03,0.2355
"609",2021-11-04,0.2279
"610",2021-11-05,0.2463
"611",2021-11-08,0.261
"612",2021-11-09,0.2612
"613",2021-11-10,0.2426
"614",2021-11-11,0.2281
"615",2021-11-12,0.2477
"616",2021-11-15,0.2686
"617",2021-11-16,0.2711
"618",2021-11-17,0.2853
"619",2021-11-18,0.2557
"620",2021-11-19,0.2437
"621",2021-11-22,0.2654
"622",2021-11-23,0.2695
"623",2021-11-24,0.2566
"624",2021-11-26,0.2704
"625",2021-11-29,0.2772
"626",2021-11-30,0.2648
"627",2021-12-01,0.2898
"628",2021-12-02,0.2688
"629",2021-12-03,0.2817
"630",2021-12-06,0.2823
"631",2021-12-07,0.2669
"632",2021-12-08,0.2741
"633",2021-12-09,0.2948
"634",2021-12-10,0.2822
"635",2021-12-13,0.2899
"636",2021-12-14,0.316
"637",2021-12-15,0.2965
"638",2021-12-16,0.2968
"639",2021-12-17,0.2843
"640",2021-12-20,0.2869
"641",2021-12-21,0.2888
"642",2021-12-22,0.2685
"643",2021-12-23,0.268
"644",2021-12-27,0.255
"645",2021-12-28,0.2518
"646",2021-12-29,0.2487
"647",2021-12-30,0.2355
"648",2021-12-31,0.2471
"649",2022-01-03,0.223
"650",2022-01-04,0.2091
"651",2022-01-05,0.2479
"652",2022-01-06,0.2429
"653",2022-01-07,0.2326
"654",2022-01-10,0.2288
"655",2022-01-11,0.2322
"656",2022-01-12,0.2221
"657",2022-01-13,0.2263
"658",2022-01-14,0.2133
"659",2022-01-18,0.2086
"660",2022-01-19,0.2155
"661",2022-01-20,0.2168
"662",2022-01-21,0.2202
"663",2022-01-24,0.2343
"664",2022-01-25,0.2367
"665",2022-01-26,0.2499
"666",2022-01-27,0.2539
"667",2022-01-28,0.2281
"668",2022-01-31,0.2482
"669",2022-02-01,0.2799
"670",2022-02-02,0.2859
"671",2022-02-03,0.2961
"672",2022-02-04,0.2835
"673",2022-02-07,0.2813
"674",2022-02-08,0.2852
"675",2022-02-09,0.3121
"676",2022-02-10,0.3061
"677",2022-02-11,0.3389
"678",2022-02-14,0.3669
"679",2022-02-15,0.3654
"680",2022-02-16,0.3718
"681",2022-02-17,0.3669
"682",2022-02-18,0.357
"683",2022-02-22,0.3698
"684",2022-02-23,0.3932
"685",2022-02-24,0.3791
"686",2022-02-25,0.3553
"687",2022-02-28,0.3649
"688",2022-03-01,0.3703
"689",2022-03-02,0.356
"690",2022-03-03,0.3861
"691",2022-03-04,0.3812
"692",2022-03-07,0.3598
"693",2022-03-08,0.3532
"694",2022-03-09,0.3304
"695",2022-03-10,0.3322
"696",2022-03-11,0.315
"697",2022-03-14,0.316
"698",2022-03-15,0.3057
"699",2022-03-16,0.3237
"700",2022-03-17,0.3288
"701",2022-03-18,0.341
"702",2022-03-21,0.3305
"703",2022-03-22,0.3327
"704",2022-03-23,0.3328
"705",2022-03-24,0.3269
"706",2022-03-25,0.3212
"707",2022-03-28,0.331
"708",2022-03-29,0.3215
"709",2022-03-30,0.2939
"710",2022-03-31,0.284
"711",2022-04-01,0.2973
"712",2022-04-04,0.2962
"713",2022-04-05,0.3108
"714",2022-04-06,0.3274
"715",2022-04-07,0.3168
"716",2022-04-08,0.3241
"717",2022-04-11,0.3226
"718",2022-04-12,0.3035
"719",2022-04-13,0.2965
"720",2022-04-14,0.286
"721",2022-04-18,0.2958
"722",2022-04-19,0.2875
"723",2022-04-20,0.3224
"724",2022-04-21,0.3149
"725",2022-04-22,0.3314
"726",2022-04-25,0.319
"727",2022-04-26,0.2816
"728",2022-04-27,0.2688
"729",2022-04-28,0.283
"730",2022-04-29,0.2552
"731",2022-05-02,0.2614
"732",2022-05-03,0.2614
"733",2022-05-04,0.2692
"734",2022-05-05,0.2891
"735",2022-05-06,0.3152
"736",2022-05-09,0.3238
"737",2022-05-10,0.3103
"738",2022-05-11,0.3084
"739",2022-05-12,0.3392
"740",2022-05-13,0.3152
"741",2022-05-16,0.3003
"742",2022-05-17,0.2932
"743",2022-05-18,0.2956
"744",2022-05-19,0.2746
"745",2022-05-20,0.2658
"746",2022-05-23,0.2566
"747",2022-05-24,0.2871
"748",2022-05-25,0.3055
"749",2022-05-26,0.325
"750",2022-05-27,0.3348
"751",2022-05-31,0.3254
"752",2022-06-01,0.313
"753",2022-06-02,0.3343
"754",2022-06-03,0.3319
"755",2022-06-06,0.3685
"756",2022-06-07,0.3464
"757",2022-06-08,0.3137
"758",2022-06-09,0.2982
"759",2022-06-10,0.329
"760",2022-06-13,0.3148
"761",2022-06-14,0.3237
"762",2022-06-15,0.3201
"763",2022-06-16,0.3129
"764",2022-06-17,0.3157
"765",2022-06-21,0.3469
"766",2022-06-22,0.3356
"767",2022-06-23,0.3546
"768",2022-06-24,0.3797
"769",2022-06-27,0.3592
"770",2022-06-28,0.3264
"771",2022-06-29,0.3258
"772",2022-06-30,0.3284
"773",2022-07-01,0.3345
"774",2022-07-05,0.337
"775",2022-07-06,0.3264
"776",2022-07-07,0.3089
"777",2022-07-08,0.2935
"778",2022-07-11,0.2936
"779",2022-07-12,0.3106
"780",2022-07-13,0.2858
"781",2022-07-14,0.3072
"782",2022-07-15,0.2824
"783",2022-07-18,0.2995
"784",2022-07-19,0.2652
"785",2022-07-20,0.2542
"786",2022-07-21,0.2344
"787",2022-07-22,0.2287
"788",2022-07-25,0.2433
"789",2022-07-26,0.2697
"790",2022-07-27,0.2617
"791",2022-07-28,0.2707
"792",2022-07-29,0.2506
"793",2022-08-01,0.2236
"794",2022-08-02,0.2583
"795",2022-08-03,0.2926
"796",2022-08-04,0.2866
"797",2022-08-05,0.2734
"798",2022-08-08,0.2896
"799",2022-08-09,0.287
"800",2022-08-10,0.2583
"801",2022-08-11,0.2574
"802",2022-08-12,0.2315
"803",2022-08-15,0.244
"804",2022-08-16,0.2418
"805",2022-08-17,0.2542
"806",2022-08-18,0.2434
"807",2022-08-19,0.2677
"808",2022-08-22,0.2581
"809",2022-08-23,0.2804
"810",2022-08-24,0.2719
"811",2022-08-25,0.2663
"812",2022-08-26,0.2571
"813",2022-08-29,0.2678
"814",2022-08-30,0.2644
"815",2022-08-31,0.2684
"816",2022-09-01,0.2682
"817",2022-09-02,0.242
"818",2022-09-06,0.2363
"819",2022-09-07,0.26
"820",2022-09-08,0.2739
"821",2022-09-09,0.2939
"822",2022-09-12,0.3006
"823",2022-09-13,0.315
"824",2022-09-14,0.3074
"825",2022-09-15,0.2991
"826",2022-09-16,0.2723
"827",2022-09-19,0.2876
"828",2022-09-20,0.2869
"829",2022-09-21,0.2774
"830",2022-09-22,0.2778
"831",2022-09-23,0.3163
"832",2022-09-26,0.3102
"833",2022-09-27,0.3489
"834",2022-09-28,0.3508
"835",2022-09-29,0.3363
"836",2022-09-30,0.3088
"837",2022-10-03,0.3101
"838",2022-10-04,0.3221
"839",2022-10-05,0.3333
"840",2022-10-06,0.3159
"841",2022-10-07,0.2951
"842",2022-10-10,0.2937
"843",2022-10-11,0.3291
"844",2022-10-12,0.3382
"845",2022-10-13,0.3463
"846",2022-10-14,0.3534
"847",2022-10-17,0.3416
"848",2022-10-18,0.3477
"849",2022-10-19,0.3678
"850",2022-10-20,0.3594
"851",2022-10-21,0.3815
"852",2022-10-24,0.3539
"853",2022-10-25,0.3544
"854",2022-10-26,0.3435
"855",2022-10-27,0.3725
"856",2022-10-28,0.3596
"857",2022-10-31,0.3587
"858",2022-11-01,0.3579
"859",2022-11-02,0.3545
"860",2022-11-03,0.3447
"861",2022-11-04,0.342
"862",2022-11-07,0.3056
"863",2022-11-08,0.2859
"864",2022-11-09,0.2677
"865",2022-11-10,0.2498
"866",2022-11-11,0.2447
"867",2022-11-14,0.2582
"868",2022-11-15,0.2349
"869",2022-11-16,0.2382
"870",2022-11-17,0.2186
"871",2022-11-18,0.2139
"872",2022-11-21,0.2198
"873",2022-11-22,0.2275
"874",2022-11-23,0.2113
"875",2022-11-25,0.2232
"876",2022-11-28,0.2043
"877",2022-11-29,0.2016
"878",2022-11-30,0.2152
"879",2022-12-01,0.2523
"880",2022-12-02,0.2305
"881",2022-12-05,0.2074
"882",2022-12-06,0.1914
"883",2022-12-07,0.2042
"884",2022-12-08,0.1769
"885",2022-12-09,0.2016
"886",2022-12-12,0.2065
"887",2022-12-13,0.2041
"888",2022-12-14,0.2025
"889",2022-12-15,0.1793
"890",2022-12-16,0.1642
"891",2022-12-19,0.1699
"892",2022-12-20,0.1481
"893",2022-12-21,0.1876
"894",2022-12-22,0.1906
"895",2022-12-23,0.189
"896",2022-12-27,0.1832
"897",2022-12-28,0.1836
"898",2022-12-29,0.1997
"899",2022-12-30,0.231
"900",2023-01-03,0.2326
"901",2023-01-04,0.2243
"902",2023-01-05,0.2081
"903",2023-01-06,0.2468
"904",2023-01-09,0.2387
"905",2023-01-10,0.2521
"906",2023-01-11,0.253
"907",2023-01-12,0.2715
"908",2023-01-13,0.3022
"909",2023-01-17,0.3093
"910",2023-01-18,0.2742
"911",2023-01-19,0.2897
"912",2023-01-20,0.3009
"913",2023-01-23,0.2969
"914",2023-01-24,0.2869
"915",2023-01-25,0.3272
"916",2023-01-26,0.3284
"917",2023-01-27,0.3513
"918",2023-01-30,0.369
"919",2023-01-31,0.3562
"920",2023-02-01,0.3327
"921",2023-02-02,0.3548
"922",2023-02-03,0.3464
"923",2023-02-06,0.3709
"924",2023-02-07,0.3782
"925",2023-02-08,0.3733
"926",2023-02-09,0.3548
"927",2023-02-10,0.3552
"928",2023-02-13,0.3607
"929",2023-02-14,0.3727
"930",2023-02-15,0.365
"931",2023-02-16,0.3705
"932",2023-02-17,0.3522
"933",2023-02-21,0.3824
"934",2023-02-22,0.3506
"935",2023-02-23,0.3656
