"","date","AAPL"
"323",2022-02-22,0.1755
"324",2022-02-23,0.1793
"325",2022-02-24,0.1763
"326",2022-02-25,0.1831
"327",2022-02-28,0.1793
"328",2022-03-01,0.1756
"329",2022-03-02,0.1764
"330",2022-03-03,0.1835
"331",2022-03-04,0.1847
"332",2022-03-07,0.1862
"333",2022-03-08,0.1668
"334",2022-03-09,0.1578
"335",2022-03-10,0.148
"336",2022-03-11,0.1383
"337",2022-03-14,0.1253
"338",2022-03-15,0.1209
"339",2022-03-16,0.1102
"340",2022-03-17,0.099
"341",2022-03-18,0.095
"342",2022-03-21,0.1064
"343",2022-03-22,0.0953000000000001
"344",2022-03-23,0.0875
"345",2022-03-24,0.0881
"346",2022-03-25,0.0895999999999999
"347",2022-03-28,0.0912000000000001
"348",2022-03-29,0.0896
"349",2022-03-30,0.0831
"350",2022-03-31,0.0856
"351",2022-04-01,0.087
"352",2022-04-04,0.1009
"353",2022-04-05,0.1068
"354",2022-04-06,0.1251
"355",2022-04-07,0.1126
"356",2022-04-08,0.1136
"357",2022-04-11,0.125
"358",2022-04-12,0.1332
"359",2022-04-13,0.1468
"360",2022-04-14,0.1454
"361",2022-04-18,0.1353
"362",2022-04-19,0.1461
"363",2022-04-20,0.1455
"364",2022-04-21,0.1496
"365",2022-04-22,0.1597
"366",2022-04-25,0.1648
"367",2022-04-26,0.1645
"368",2022-04-27,0.1628
"369",2022-04-28,0.1647
"370",2022-04-29,0.1688
"371",2022-05-02,0.1684
"372",2022-05-03,0.1754
"373",2022-05-04,0.1617
"374",2022-05-05,0.1701
"375",2022-05-06,0.1703
"376",2022-05-09,0.1708
"377",2022-05-10,0.1708
"378",2022-05-11,0.1759
"379",2022-05-12,0.1763
"380",2022-05-13,0.1749
"381",2022-05-16,0.1822
"382",2022-05-17,0.1887
"383",2022-05-18,0.1817
"384",2022-05-19,0.188
"385",2022-05-20,0.1793
"386",2022-05-23,0.1837
"387",2022-05-24,0.1861
"388",2022-05-25,0.1745
"389",2022-05-26,0.1751
"390",2022-05-27,0.1773
"391",2022-05-31,0.1777
"392",2022-06-01,0.1753
"393",2022-06-02,0.1703
"394",2022-06-03,0.1733
"395",2022-06-06,0.1724
"396",2022-06-07,0.1781
"397",2022-06-08,0.1729
"398",2022-06-09,0.1719
"399",2022-06-10,0.1624
"400",2022-06-13,0.1625
"401",2022-06-14,0.17
"402",2022-06-15,0.1866
"403",2022-06-16,0.1764
"404",2022-06-17,0.1791
"405",2022-06-21,0.1873
"406",2022-06-22,0.1904
"407",2022-06-23,0.1937
"408",2022-06-24,0.1922
"409",2022-06-27,0.1892
"410",2022-06-28,0.1945
"411",2022-06-29,0.1909
"412",2022-06-30,0.1971
"413",2022-07-01,0.1958
"414",2022-07-05,0.211
"415",2022-07-06,0.2073
"416",2022-07-07,0.2064
"417",2022-07-08,0.2145
"418",2022-07-11,0.216
"419",2022-07-12,0.2196
"420",2022-07-13,0.2204
"421",2022-07-14,0.2125
"422",2022-07-15,0.2186
"423",2022-07-18,0.2193
"424",2022-07-19,0.2204
"425",2022-07-20,0.2235
"426",2022-07-21,0.2317
"427",2022-07-22,0.2302
"428",2022-07-25,0.2289
"429",2022-07-26,0.235
"430",2022-07-27,0.2348
"431",2022-07-28,0.2399
"432",2022-07-29,0.2394
"433",2022-08-01,0.2204
"434",2022-08-02,0.227
"435",2022-08-03,0.2266
"436",2022-08-04,0.2374
"437",2022-08-05,0.2386
"438",2022-08-08,0.2423
"439",2022-08-09,0.242
"440",2022-08-10,0.2454
"441",2022-08-11,0.2482
"442",2022-08-12,0.2527
"443",2022-08-15,0.243
"444",2022-08-16,0.2443
"445",2022-08-17,0.2395
"446",2022-08-18,0.241
"447",2022-08-19,0.2394
"448",2022-08-22,0.237
"449",2022-08-23,0.2422
"450",2022-08-24,0.2431
"451",2022-08-25,0.2413
"452",2022-08-26,0.2398
"453",2022-08-29,0.2357
"454",2022-08-30,0.2284
"455",2022-08-31,0.2243
"456",2022-09-01,0.2279
"457",2022-09-02,0.2282
"458",2022-09-06,0.2305
"459",2022-09-07,0.223
"460",2022-09-08,0.2263
"461",2022-09-09,0.237
"462",2022-09-12,0.2582
"463",2022-09-13,0.2373
"464",2022-09-14,0.2332
"465",2022-09-15,0.2279
"466",2022-09-16,0.2217
"467",2022-09-19,0.2167
"468",2022-09-20,0.2106
"469",2022-09-21,0.203
"470",2022-09-22,0.2026
"471",2022-09-23,0.1981
"472",2022-09-26,0.1964
"473",2022-09-27,0.1866
"474",2022-09-28,0.1917
"475",2022-09-29,0.1886
"476",2022-09-30,0.1906
"477",2022-10-03,0.1907
"478",2022-10-04,0.1863
"479",2022-10-05,0.1871
"480",2022-10-06,0.1857
"481",2022-10-07,0.1895
"482",2022-10-10,0.2073
"483",2022-10-11,0.1999
"484",2022-10-12,0.1983
"485",2022-10-13,0.19
"486",2022-10-14,0.1859
"487",2022-10-17,0.1804
"488",2022-10-18,0.1679
"489",2022-10-19,0.169
"490",2022-10-20,0.1632
"491",2022-10-21,0.1594
"492",2022-10-24,0.1513
"493",2022-10-25,0.134
"494",2022-10-26,0.1363
"495",2022-10-27,0.1281
"496",2022-10-28,0.1294
"497",2022-10-31,0.1283
"498",2022-11-01,0.1201
"499",2022-11-02,0.1098
"500",2022-11-03,0.1091
"501",2022-11-04,0.1108
"502",2022-11-07,0.1058
"503",2022-11-08,0.0958
"504",2022-11-09,0.0945
"505",2022-11-10,0.0886
"506",2022-11-11,0.0971
"507",2022-11-14,0.0992999999999999
"508",2022-11-15,0.0985
"509",2022-11-16,0.0881000000000001
"510",2022-11-17,0.0842000000000001
"511",2022-11-18,0.0824
"512",2022-11-21,0.0862000000000001
"513",2022-11-22,0.0878
"514",2022-11-23,0.0861999999999999
"515",2022-11-25,0.0873
"516",2022-11-28,0.0951000000000001
"517",2022-11-29,0.0934
"518",2022-11-30,0.1003
"519",2022-12-01,0.1052
"520",2022-12-02,0.1113
"521",2022-12-05,0.1208
"522",2022-12-06,0.1268
"523",2022-12-07,0.1234
"524",2022-12-08,0.1292
"525",2022-12-09,0.1308
"526",2022-12-12,0.1394
"527",2022-12-13,0.144
"528",2022-12-14,0.1505
"529",2022-12-15,0.1544
"530",2022-12-16,0.1699
"531",2022-12-19,0.1755
"532",2022-12-20,0.1864
"533",2022-12-21,0.1998
"534",2022-12-22,0.2202
"535",2022-12-23,0.2374
"536",2022-12-27,0.2545
"537",2022-12-28,0.2688
"538",2022-12-29,0.2726
"539",2022-12-30,0.2761
"540",2023-01-03,0.2812
"541",2023-01-04,0.2824
"542",2023-01-05,0.2785
"543",2023-01-06,0.2706
"544",2023-01-09,0.2763
"545",2023-01-10,0.2863
"546",2023-01-11,0.2813
"547",2023-01-12,0.2721
"548",2023-01-13,0.2629
"549",2023-01-17,0.2699
"550",2023-01-18,0.2577
"551",2023-01-19,0.2474
"552",2023-01-20,0.2475
"553",2023-01-23,0.2126
"554",2023-01-24,0.2155
"555",2023-01-25,0.2176
"556",2023-01-26,0.227
"557",2023-01-27,0.2285
"558",2023-01-30,0.2216
"559",2023-01-31,0.2138
"560",2023-02-01,0.2126
"561",2023-02-02,0.215
"562",2023-02-03,0.2096
"563",2023-02-06,0.206
"564",2023-02-07,0.206
"565",2023-02-08,0.2039
"566",2023-02-09,0.2155
"567",2023-02-10,0.2203
"568",2023-02-13,0.2224
"569",2023-02-14,0.2243
"570",2023-02-15,0.2237
"571",2023-02-16,0.2226
"572",2023-02-17,0.2219
"573",2023-02-21,0.2198
"574",2023-02-22,0.2162
"575",2023-02-23,0.2187
"576",2023-02-24,0.2202
"577",2023-02-27,0.2235
"578",2023-02-28,0.2267
"579",2023-03-01,0.2263
"580",2023-03-02,0.2238
"581",2023-03-03,0.2294
"582",2023-03-06,0.2266
"583",2023-03-07,0.2165
"584",2023-03-08,0.2234
"585",2023-03-09,0.2278
"586",2023-03-10,0.2331
"587",2023-03-13,0.2342
"588",2023-03-14,0.2317
"589",2023-03-15,0.223
"590",2023-03-16,0.2273
"591",2023-03-17,0.2288
"592",2023-03-20,0.2273
"593",2023-03-21,0.2259
"594",2023-03-22,0.2235
"595",2023-03-23,0.222
"596",2023-03-24,0.2281
"597",2023-03-27,0.2295
"598",2023-03-28,0.2185
"599",2023-03-29,0.2137
"600",2023-03-30,0.211
"601",2023-03-31,0.21
"602",2023-04-03,0.208
"603",2023-04-04,0.2071
"604",2023-04-05,0.2099
"605",2023-04-06,0.2121
"606",2023-04-10,0.2123
"607",2023-04-11,0.2064
"608",2023-04-12,0.2062
"609",2023-04-13,0.2077
"610",2023-04-14,0.2066
"611",2023-04-17,0.2101
"612",2023-04-18,0.2028
"613",2023-04-19,0.1893
"614",2023-04-20,0.1934
"615",2023-04-21,0.1987
"616",2023-04-24,0.2055
"617",2023-04-25,0.2076
"618",2023-04-26,0.2054
"619",2023-04-27,0.2003
"620",2023-04-28,0.2051
"621",2023-05-01,0.2075
"622",2023-05-02,0.2022
"623",2023-05-03,0.1972
"624",2023-05-04,0.1961
"625",2023-05-05,0.1986
"626",2023-05-08,0.208
"627",2023-05-09,0.2075
"628",2023-05-10,0.2077
"629",2023-05-11,0.2083
"630",2023-05-12,0.2043
"631",2023-05-15,0.205
"632",2023-05-16,0.2121
"633",2023-05-17,0.2188
"634",2023-05-18,0.2228
"635",2023-05-19,0.2291
"636",2023-05-22,0.2332
"637",2023-05-23,0.2311
"638",2023-05-24,0.2336
"639",2023-05-25,0.2361
"640",2023-05-26,0.2403
"641",2023-05-30,0.2373
"642",2023-05-31,0.2312
"643",2023-06-01,0.2228
"644",2023-06-02,0.23
"645",2023-06-05,0.2366
"646",2023-06-06,0.2388
"647",2023-06-07,0.2379
"648",2023-06-08,0.2322
"649",2023-06-09,0.2186
"650",2023-06-12,0.2203
"651",2023-06-13,0.2239
"652",2023-06-14,0.2254
"653",2023-06-15,0.2221
"654",2023-06-16,0.2283
"655",2023-06-20,0.2322
"656",2023-06-21,0.2413
"657",2023-06-22,0.2389
"658",2023-06-23,0.2338
"659",2023-06-26,0.2354
"660",2023-06-27,0.2375
"661",2023-06-28,0.2355
"662",2023-06-29,0.2354
