"","date","JNJ"
"143",2022-11-08,0.3151
"144",2022-11-09,0.3252
"145",2022-11-10,0.3235
"146",2022-11-11,0.3254
"147",2022-11-14,0.3223
"148",2022-11-15,0.3222
"149",2022-11-16,0.3223
"150",2022-11-17,0.32
"151",2022-11-18,0.3257
"152",2022-11-21,0.3282
"153",2022-11-22,0.331
"154",2022-11-23,0.3301
"155",2022-11-25,0.3237
"156",2022-11-28,0.319
"157",2022-11-29,0.317
"158",2022-11-30,0.3205
"159",2022-12-01,0.3241
"160",2022-12-02,0.3189
"161",2022-12-05,0.3179
"162",2022-12-06,0.3213
"163",2022-12-07,0.3245
"164",2022-12-08,0.3253
"165",2022-12-09,0.3209
"166",2022-12-12,0.3177
"167",2022-12-13,0.3175
"168",2022-12-14,0.3263
"169",2022-12-15,0.3326
"170",2022-12-16,0.3281
"171",2022-12-19,0.3242
"172",2022-12-20,0.3244
"173",2022-12-21,0.3283
"174",2022-12-22,0.3412
"175",2022-12-23,0.3407
"176",2022-12-27,0.3317
"177",2022-12-28,0.3217
"178",2022-12-29,0.3177
"179",2022-12-30,0.3205
"180",2023-01-03,0.3257
"181",2023-01-04,0.3249
"182",2023-01-05,0.3207
"183",2023-01-06,0.3207
"184",2023-01-09,0.3259
"185",2023-01-10,0.3284
"186",2023-01-11,0.3284
"187",2023-01-12,0.3335
"188",2023-01-13,0.3326
"189",2023-01-17,0.3382
"190",2023-01-18,0.3416
"191",2023-01-19,0.3415
"192",2023-01-20,0.339
"193",2023-01-23,0.3353
"194",2023-01-24,0.3356
"195",2023-01-25,0.3365
"196",2023-01-26,0.3305
"197",2023-01-27,0.3239
"198",2023-01-30,0.3231
"199",2023-01-31,0.3242
"200",2023-02-01,0.327
"201",2023-02-02,0.3312
"202",2023-02-03,0.3395
"203",2023-02-06,0.3383
"204",2023-02-07,0.3407
"205",2023-02-08,0.3361
"206",2023-02-09,0.3303
"207",2023-02-10,0.3335
"208",2023-02-13,0.3335
"209",2023-02-14,0.3386
"210",2023-02-15,0.3369
"211",2023-02-16,0.3352
"212",2023-02-17,0.3375
"213",2023-02-21,0.3384
"214",2023-02-22,0.3406
"215",2023-02-23,0.3348
"216",2023-02-24,0.3314
"217",2023-02-27,0.3291
"218",2023-02-28,0.331
"219",2023-03-01,0.3307
"220",2023-03-02,0.3239
"221",2023-03-03,0.3215
"222",2023-03-06,0.3293
"223",2023-03-07,0.3402
"224",2023-03-08,0.3471
"225",2023-03-09,0.3436
"226",2023-03-10,0.3384
"227",2023-03-13,0.337
"228",2023-03-14,0.3454
"229",2023-03-15,0.354
"230",2023-03-16,0.3457
"231",2023-03-17,0.345
"232",2023-03-20,0.3373
"233",2023-03-21,0.3291
"234",2023-03-22,0.3329
"235",2023-03-23,0.333
"236",2023-03-24,0.3265
"237",2023-03-27,0.3228
"238",2023-03-28,0.3187
"239",2023-03-29,0.3186
"240",2023-03-30,0.3193
"241",2023-03-31,0.3192
"242",2023-04-03,0.3214
"243",2023-04-04,0.3213
"244",2023-04-05,0.3212
"245",2023-04-06,0.3198
"246",2023-04-10,0.3221
"247",2023-04-11,0.3228
"248",2023-04-12,0.3168
"249",2023-04-13,0.3131
"250",2023-04-14,0.312
"251",2023-04-17,0.3132
"252",2023-04-18,0.3171
"253",2023-04-19,0.3189
"254",2023-04-20,0.3192
"255",2023-04-21,0.3154
"256",2023-04-24,0.3057
"257",2023-04-25,0.2993
"258",2023-04-26,0.2997
"259",2023-04-27,0.3043
"260",2023-04-28,0.3056
"261",2023-05-01,0.3057
"262",2023-05-02,0.3053
"263",2023-05-03,0.3073
"264",2023-05-04,0.318
"265",2023-05-05,0.3233
"266",2023-05-08,0.317
"267",2023-05-09,0.3084
"268",2023-05-10,0.3034
"269",2023-05-11,0.3009
"270",2023-05-12,0.2984
"271",2023-05-15,0.2981
"272",2023-05-16,0.2977
"273",2023-05-17,0.3051
"274",2023-05-18,0.3117
"275",2023-05-19,0.305
"276",2023-05-22,0.3073
"277",2023-05-23,0.3086
"278",2023-05-24,0.3168
"279",2023-05-25,0.328
"280",2023-05-26,0.324
"281",2023-05-30,0.3161
"282",2023-05-31,0.3163
"283",2023-06-01,0.3166
"284",2023-06-02,0.3153
"285",2023-06-05,0.3076
"286",2023-06-06,0.3053
"287",2023-06-07,0.3011
"288",2023-06-08,0.3085
"289",2023-06-09,0.3123
"290",2023-06-12,0.308
"291",2023-06-13,0.3067
"292",2023-06-14,0.3103
"293",2023-06-15,0.3066
"294",2023-06-16,0.3161
"295",2023-06-20,0.3178
"296",2023-06-21,0.3082
"297",2023-06-22,0.3069
"298",2023-06-23,0.3116
"299",2023-06-26,0.3181
"300",2023-06-27,0.3172
"301",2023-06-28,0.3128
"302",2023-06-29,0.3127
