"","date","AVGO"
"117",2019-11-21,0.172
"118",2019-11-22,0.1602
"119",2019-11-25,0.1804
"120",2019-11-26,0.1877
"121",2019-11-27,0.2097
"122",2019-11-29,0.22
"123",2019-12-02,0.2436
"124",2019-12-03,0.2575
"125",2019-12-04,0.2628
"126",2019-12-05,0.2818
"127",2019-12-06,0.286
"128",2019-12-09,0.3103
"129",2019-12-10,0.3103
"130",2019-12-11,0.3053
"131",2019-12-12,0.235
"132",2019-12-13,0.1572
"133",2019-12-16,0.1698
"134",2019-12-17,0.1778
"135",2019-12-18,0.1677
"136",2019-12-19,0.1777
"137",2019-12-20,0.1615
"138",2019-12-23,0.1606
"139",2019-12-24,0.1808
"140",2019-12-26,0.1877
"141",2019-12-27,0.2067
"142",2019-12-30,0.1875
"143",2019-12-31,0.1711
"144",2020-01-02,0.1711
"145",2020-01-03,0.1805
"146",2020-01-06,0.1664
"147",2020-01-07,0.1524
"148",2020-01-08,0.1578
"149",2020-01-09,0.1617
"150",2020-01-10,0.1696
"151",2020-01-13,0.1871
"152",2020-01-14,0.1878
"153",2020-01-15,0.1812
"154",2020-01-16,0.1755
"155",2020-01-17,0.1618
"156",2020-01-21,0.1708
"157",2020-01-22,0.1605
"158",2020-01-23,0.16
"159",2020-01-24,0.1723
"160",2020-01-27,0.1815
"161",2020-01-28,0.196
"162",2020-01-29,0.1965
"163",2020-01-30,0.1959
"164",2020-01-31,0.1987
"165",2020-02-03,0.2079
"166",2020-02-04,0.2092
"167",2020-02-05,0.2046
"168",2020-02-06,0.197
"169",2020-02-07,0.2101
"170",2020-02-10,0.2151
"171",2020-02-11,0.2231
"172",2020-02-12,0.2249
"173",2020-02-13,0.217
"174",2020-02-14,0.2086
"175",2020-02-18,0.2102
"176",2020-02-19,0.2074
"177",2020-02-20,0.1922
"178",2020-02-21,0.1972
"179",2020-02-24,0.1789
"180",2020-02-25,0.181
"181",2020-02-26,0.1983
"182",2020-02-27,0.1972
"183",2020-02-28,0.1929
"184",2020-03-02,0.199
"185",2020-03-03,0.183
"186",2020-03-04,0.1742
"187",2020-03-05,0.1639
"188",2020-03-06,0.1649
"189",2020-03-09,0.1904
"190",2020-03-10,0.1888
"191",2020-03-11,0.1877
"192",2020-03-12,0.2101
"193",2020-03-13,0.2168
"194",2020-03-16,0.2552
"195",2020-03-17,0.2268
"196",2020-03-18,0.2409
"197",2020-03-19,0.2368
"198",2020-03-20,0.2388
"199",2020-03-23,0.259
"200",2020-03-24,0.2973
"201",2020-03-25,0.3125
"202",2020-03-26,0.3519
"203",2020-03-27,0.3315
"204",2020-03-30,0.3644
"205",2020-03-31,0.342
"206",2020-04-01,0.3629
"207",2020-04-02,0.3558
"208",2020-04-03,0.3733
"209",2020-04-06,0.3978
"210",2020-04-07,0.4187
"211",2020-04-08,0.4373
"212",2020-04-09,0.4325
"213",2020-04-13,0.4013
"214",2020-04-14,0.405
"215",2020-04-15,0.3627
"216",2020-04-16,0.3904
"217",2020-04-17,0.3552
"218",2020-04-20,0.3716
"219",2020-04-21,0.3811
"220",2020-04-22,0.4098
"221",2020-04-23,0.4082
"222",2020-04-24,0.4291
"223",2020-04-27,0.3789
"224",2020-04-28,0.4248
"225",2020-04-29,0.4257
"226",2020-04-30,0.4427
"227",2020-05-01,0.4004
"228",2020-05-04,0.3654
"229",2020-05-05,0.3412
"230",2020-05-06,0.3449
"231",2020-05-07,0.3233
"232",2020-05-08,0.3427
"233",2020-05-11,0.3013
"234",2020-05-12,0.2846
"235",2020-05-13,0.2729
"236",2020-05-14,0.2789
"237",2020-05-15,0.2943
"238",2020-05-18,0.2909
"239",2020-05-19,0.3014
"240",2020-05-20,0.3169
"241",2020-05-21,0.3067
"242",2020-05-22,0.3159
"243",2020-05-26,0.2713
"244",2020-05-27,0.2561
"245",2020-05-28,0.1934
"246",2020-05-29,0.1968
"247",2020-06-01,0.1834
"248",2020-06-02,0.2077
"249",2020-06-03,0.201
"250",2020-06-04,0.2163
"251",2020-06-05,0.1802
"252",2020-06-08,0.2095
"253",2020-06-09,0.149
"254",2020-06-10,0.1677
"255",2020-06-11,0.1731
"256",2020-06-12,0.2015
"257",2020-06-15,0.1997
"258",2020-06-16,0.2007
"259",2020-06-17,0.1936
"260",2020-06-18,0.2313
"261",2020-06-19,0.255
"262",2020-06-22,0.2599
"263",2020-06-23,0.2177
"264",2020-06-24,0.2026
"265",2020-06-25,0.1607
"266",2020-06-26,0.1955
"267",2020-06-29,0.1534
"268",2020-06-30,0.1695
"269",2020-07-01,0.1784
"270",2020-07-02,0.1687
"271",2020-07-06,0.1796
"272",2020-07-07,0.2136
"273",2020-07-08,0.1961
"274",2020-07-09,0.2389
"275",2020-07-10,0.2345
"276",2020-07-13,0.2558
"277",2020-07-14,0.2459
"278",2020-07-15,0.2212
"279",2020-07-16,0.2273
"280",2020-07-17,0.2183
"281",2020-07-20,0.2108
"282",2020-07-21,0.2528
"283",2020-07-22,0.2187
"284",2020-07-23,0.2487
"285",2020-07-24,0.2379
"286",2020-07-27,0.2348
"287",2020-07-28,0.2148
"288",2020-07-29,0.2368
"289",2020-07-30,0.1983
"290",2020-07-31,0.246
"291",2020-08-03,0.2439
"292",2020-08-04,0.2643
"293",2020-08-05,0.2259
"294",2020-08-06,0.2522
"295",2020-08-07,0.2453
"296",2020-08-10,0.2717
"297",2020-08-11,0.2727
"298",2020-08-12,0.251
"299",2020-08-13,0.246
"300",2020-08-14,0.2282
"301",2020-08-17,0.2721
"302",2020-08-18,0.3025
"303",2020-08-19,0.2551
"304",2020-08-20,0.2804
"305",2020-08-21,0.2767
"306",2020-08-24,0.2736
"307",2020-08-25,0.2965
"308",2020-08-26,0.3153
"309",2020-08-27,0.3328
"310",2020-08-28,0.3344
"311",2020-08-31,0.2807
"312",2020-09-01,0.2758
"313",2020-09-02,0.2002
"314",2020-09-03,0.2255
"315",2020-09-04,0.1935
"316",2020-09-08,0.1987
"317",2020-09-09,0.1799
"318",2020-09-10,0.1893
"319",2020-09-11,0.174
"320",2020-09-14,0.2183
"321",2020-09-15,0.2501
"322",2020-09-16,0.2457
"323",2020-09-17,0.2178
"324",2020-09-18,0.2318
"325",2020-09-21,0.1961
"326",2020-09-22,0.2088
"327",2020-09-23,0.21
"328",2020-09-24,0.2035
"329",2020-09-25,0.1931
"330",2020-09-28,0.1881
"331",2020-09-29,0.1844
"332",2020-09-30,0.1739
"333",2020-10-01,0.1349
"334",2020-10-02,0.1408
"335",2020-10-05,0.1296
"336",2020-10-06,0.1429
"337",2020-10-07,0.1344
"338",2020-10-08,0.186
"339",2020-10-09,0.1985
"340",2020-10-12,0.1961
"341",2020-10-13,0.1906
"342",2020-10-14,0.1793
"343",2020-10-15,0.1203
"344",2020-10-16,0.1121
"345",2020-10-19,0.0817
"346",2020-10-20,0.109
"347",2020-10-21,0.1037
"348",2020-10-22,0.1096
"349",2020-10-23,0.0998
"350",2020-10-26,0.1215
"351",2020-10-27,0.1317
"352",2020-10-28,0.1552
"353",2020-10-29,0.1389
"354",2020-10-30,0.1522
"355",2020-11-02,0.1088
"356",2020-11-03,0.1254
"357",2020-11-04,0.1182
"358",2020-11-05,0.1106
"359",2020-11-06,0.1124
"360",2020-11-09,0.1094
"361",2020-11-10,0.0854
"362",2020-11-11,0.1108
"363",2020-11-12,0.0906
"364",2020-11-13,0.1135
"365",2020-11-16,0.1245
"366",2020-11-17,0.1199
"367",2020-11-18,0.1445
"368",2020-11-19,0.168
"369",2020-11-20,0.1992
"370",2020-11-23,0.1791
"371",2020-11-24,0.1472
"372",2020-11-25,0.1709
"373",2020-11-27,0.1354
"374",2020-11-30,0.17
"375",2020-12-01,0.1552
"376",2020-12-02,0.1644
"377",2020-12-03,0.131
"378",2020-12-04,0.1724
"379",2020-12-07,0.2224
"380",2020-12-08,0.2398
"381",2020-12-09,0.2506
"382",2020-12-10,0.2496
"383",2020-12-11,0.2049
"384",2020-12-14,0.2155
"385",2020-12-15,0.1783
"386",2020-12-16,0.2076
"387",2020-12-17,0.1959
"388",2020-12-18,0.1633
"389",2020-12-21,0.1901
"390",2020-12-22,0.1702
"391",2020-12-23,0.1719
"392",2020-12-24,0.2091
"393",2020-12-28,0.1964
"394",2020-12-29,0.2278
"395",2020-12-30,0.2315
"396",2020-12-31,0.2354
"397",2021-01-04,0.1919
"398",2021-01-05,0.1941
"399",2021-01-06,0.1749
"400",2021-01-07,0.1657
"401",2021-01-08,0.1709
"402",2021-01-11,0.1895
"403",2021-01-12,0.1606
"404",2021-01-13,0.1942
"405",2021-01-14,0.1914
"406",2021-01-15,0.2118
"407",2021-01-19,0.2015
"408",2021-01-20,0.2113
"409",2021-01-21,0.2111
"410",2021-01-22,0.1921
"411",2021-01-25,0.2075
"412",2021-01-26,0.2152
"413",2021-01-27,0.156
"414",2021-01-28,0.1699
"415",2021-01-29,0.1413
"416",2021-02-01,0.1691
"417",2021-02-02,0.1888
"418",2021-02-03,0.2015
"419",2021-02-04,0.2256
"420",2021-02-05,0.1994
"421",2021-02-08,0.1686
"422",2021-02-09,0.1858
"423",2021-02-10,0.1424
"424",2021-02-11,0.1435
"425",2021-02-12,0.124
"426",2021-02-16,0.1317
"427",2021-02-17,0.1231
"428",2021-02-18,0.1532
"429",2021-02-19,0.1683
"430",2021-02-22,0.1809
"431",2021-02-23,0.1594
"432",2021-02-24,0.1391
"433",2021-02-25,0.0866
"434",2021-02-26,0.1068
"435",2021-03-01,0.0992
"436",2021-03-02,0.1117
"437",2021-03-03,0.1222
"438",2021-03-04,0.1158
"439",2021-03-05,0.1159
"440",2021-03-08,0.1301
"441",2021-03-09,0.1223
"442",2021-03-10,0.1483
"443",2021-03-11,0.1089
"444",2021-03-12,0.1205
"445",2021-03-15,0.0869
"446",2021-03-16,0.0907
"447",2021-03-17,0.0876
"448",2021-03-18,0.0903
"449",2021-03-19,0.0976000000000001
"450",2021-03-22,0.1267
"451",2021-03-23,0.1288
"452",2021-03-24,0.1419
"453",2021-03-25,0.114
"454",2021-03-26,0.1125
"455",2021-03-29,0.0956
"456",2021-03-30,0.1146
"457",2021-03-31,0.1014
"458",2021-04-01,0.1267
"459",2021-04-05,0.1624
"460",2021-04-06,0.1516
"461",2021-04-07,0.1565
"462",2021-04-08,0.1621
"463",2021-04-09,0.1569
"464",2021-04-12,0.2193
"465",2021-04-13,0.1978
"466",2021-04-14,0.2242
"467",2021-04-15,0.2179
"468",2021-04-16,0.221
"469",2021-04-19,0.2251
"470",2021-04-20,0.2378
"471",2021-04-21,0.236
"472",2021-04-22,0.2503
"473",2021-04-23,0.2011
"474",2021-04-26,0.1979
"475",2021-04-27,0.1732
"476",2021-04-28,0.1787
"477",2021-04-29,0.1815
"478",2021-04-30,0.1993
"479",2021-05-03,0.218
"480",2021-05-04,0.2105
"481",2021-05-05,0.2042
"482",2021-05-06,0.2326
"483",2021-05-07,0.2062
"484",2021-05-10,0.209
"485",2021-05-11,0.1902
"486",2021-05-12,0.2051
"487",2021-05-13,0.1638
"488",2021-05-14,0.1892
"489",2021-05-17,0.2318
"490",2021-05-18,0.2093
"491",2021-05-19,0.2034
"492",2021-05-20,0.2276
"493",2021-05-21,0.1691
"494",2021-05-24,0.1942
"495",2021-05-25,0.1818
"496",2021-05-26,0.1855
"497",2021-05-27,0.1655
"498",2021-05-28,0.169
"499",2021-06-01,0.1687
"500",2021-06-02,0.1656
"501",2021-06-03,0.1488
"502",2021-06-04,0.1536
"503",2021-06-07,0.1189
"504",2021-06-08,0.1248
"505",2021-06-09,0.1031
"506",2021-06-10,0.1218
"507",2021-06-11,0.1199
"508",2021-06-14,0.1224
"509",2021-06-15,0.105
"510",2021-06-16,0.1156
"511",2021-06-17,0.1018
"512",2021-06-18,0.1109
"513",2021-06-21,0.0859
"514",2021-06-22,0.0893
"515",2021-06-23,0.0815000000000001
"516",2021-06-24,0.0953000000000001
"517",2021-06-25,0.0824
"518",2021-06-28,0.0954
"519",2021-06-29,0.0862
"520",2021-06-30,0.0824
"521",2021-07-01,0.0876
"522",2021-07-02,0.0837
"523",2021-07-06,0.1033
"524",2021-07-07,0.0977
"525",2021-07-08,0.117
"526",2021-07-09,0.1144
"527",2021-07-12,0.1246
"528",2021-07-13,0.1101
"529",2021-07-14,0.1179
"530",2021-07-15,0.1118
"531",2021-07-16,0.116
"532",2021-07-19,0.0994
"533",2021-07-20,0.0952000000000001
"534",2021-07-21,0.075
"535",2021-07-22,0.0764
"536",2021-07-23,0.1019
"537",2021-07-26,0.1223
"538",2021-07-27,0.187
"539",2021-07-28,0.2319
"540",2021-07-29,0.2319
"541",2021-07-30,0.2622
"542",2021-08-02,0.2756
"543",2021-08-03,0.2874
"544",2021-08-04,0.3436
"545",2021-08-05,0.3971
"546",2021-08-06,0.4698
"547",2021-08-09,0.5188
"548",2021-08-10,0.569
"549",2021-08-11,0.6094
"550",2021-08-12,0.5787
"551",2021-08-13,0.5263
"552",2021-08-16,0.4839
"553",2021-08-17,0.2936
"554",2021-08-18,0.3131
"555",2021-08-19,0.3113
"556",2021-08-20,0.308
"557",2021-08-23,0.324
"558",2021-08-24,0.3448
"559",2021-08-25,0.3306
"560",2021-08-26,0.3296
"561",2021-08-27,0.3092
"562",2021-08-30,0.2697
"563",2021-08-31,0.2811
"564",2021-09-01,0.2584
"565",2021-09-02,0.2731
"566",2021-09-03,0.2593
"567",2021-09-07,0.2539
"568",2021-09-08,0.2554
"569",2021-09-09,0.284
"570",2021-09-10,0.2731
"571",2021-09-13,0.2476
"572",2021-09-14,0.2275
"573",2021-09-15,0.216
"574",2021-09-16,0.2179
"575",2021-09-17,0.2314
"576",2021-09-20,0.2146
"577",2021-09-21,0.195
"578",2021-09-22,0.1964
"579",2021-09-23,0.201
"580",2021-09-24,0.2029
"581",2021-09-27,0.2007
"582",2021-09-28,0.191
"583",2021-09-29,0.1749
"584",2021-09-30,0.1609
"585",2021-10-01,0.151
"586",2021-10-04,0.147
"587",2021-10-05,0.158
"588",2021-10-06,0.1456
"589",2021-10-07,0.1571
"590",2021-10-08,0.1653
"591",2021-10-11,0.1606
"592",2021-10-12,0.1352
"593",2021-10-13,0.1242
"594",2021-10-14,0.1091
"595",2021-10-15,0.1083
"596",2021-10-18,0.1208
"597",2021-10-19,0.1171
"598",2021-10-20,0.1316
"599",2021-10-21,0.1732
"600",2021-10-22,0.1618
"601",2021-10-25,0.1496
"602",2021-10-26,0.1534
"603",2021-10-27,0.1462
"604",2021-10-28,0.1404
"605",2021-10-29,0.1418
"606",2021-11-01,0.1102
"607",2021-11-02,0.0982
"608",2021-11-03,0.1183
"609",2021-11-04,0.131
"610",2021-11-05,0.1429
"611",2021-11-08,0.1636
"612",2021-11-09,0.1629
"613",2021-11-10,0.1665
"614",2021-11-11,0.138
"615",2021-11-12,0.1231
"616",2021-11-15,0.1143
"617",2021-11-16,0.1099
"618",2021-11-17,0.1346
"619",2021-11-18,0.1478
"620",2021-11-19,0.1394
"621",2021-11-22,0.1289
"622",2021-11-23,0.1313
"623",2021-11-24,0.1682
"624",2021-11-26,0.177
"625",2021-11-29,0.1781
"626",2021-11-30,0.1808
"627",2021-12-01,0.1596
"628",2021-12-02,0.1401
"629",2021-12-03,0.1644
"630",2021-12-06,0.1633
"631",2021-12-07,0.1555
"632",2021-12-08,0.1614
"633",2021-12-09,0.1526
"634",2021-12-10,0.1515
"635",2021-12-13,0.1841
"636",2021-12-14,0.176
"637",2021-12-15,0.1695
"638",2021-12-16,0.1969
"639",2021-12-17,0.2034
"640",2021-12-20,0.1886
"641",2021-12-21,0.1782
"642",2021-12-22,0.159
"643",2021-12-23,0.1463
"644",2021-12-27,0.1479
"645",2021-12-28,0.1538
"646",2021-12-29,0.1834
"647",2021-12-30,0.1967
"648",2021-12-31,0.1798
"649",2022-01-03,0.1913
"650",2022-01-04,0.1877
"651",2022-01-05,0.1887
"652",2022-01-06,0.1923
"653",2022-01-07,0.185
"654",2022-01-10,0.1758
"655",2022-01-11,0.1821
"656",2022-01-12,0.1802
"657",2022-01-13,0.1704
"658",2022-01-14,0.1844
"659",2022-01-18,0.2069
"660",2022-01-19,0.1906
"661",2022-01-20,0.168
"662",2022-01-21,0.162
"663",2022-01-24,0.1544
"664",2022-01-25,0.1466
"665",2022-01-26,0.1688
"666",2022-01-27,0.1431
"667",2022-01-28,0.1268
"668",2022-01-31,0.1657
"669",2022-02-01,0.1727
"670",2022-02-02,0.1545
"671",2022-02-03,0.1541
"672",2022-02-04,0.1395
"673",2022-02-07,0.1326
"674",2022-02-08,0.118
"675",2022-02-09,0.113
"676",2022-02-10,0.092
"677",2022-02-11,0.0946
"678",2022-02-14,0.0993
"679",2022-02-15,0.1087
"680",2022-02-16,0.0944
"681",2022-02-17,0.0814
"682",2022-02-18,0.074
"683",2022-02-22,0.0623
"684",2022-02-23,0.0581
"685",2022-02-24,0.0618
"686",2022-02-25,0.0611
"687",2022-02-28,0.0595
"688",2022-03-01,0.0635
"689",2022-03-02,0.0653
"690",2022-03-03,0.0633
"691",2022-03-04,0.0548
"692",2022-03-07,0.0578
"693",2022-03-08,0.0507
"694",2022-03-09,0.055
"695",2022-03-10,0.043
"696",2022-03-11,0.0524
"697",2022-03-14,0.0626
"698",2022-03-15,0.049
"699",2022-03-16,0.0339
"700",2022-03-17,0.0322
"701",2022-03-18,0.0192
"702",2022-03-21,0.02
"703",2022-03-22,0.0185
"704",2022-03-23,0.0284
"705",2022-03-24,0.0432
"706",2022-03-25,0.0432
"707",2022-03-28,0.0329
"708",2022-03-29,0.0288
"709",2022-03-30,0.0289
"710",2022-03-31,0.0272
"711",2022-04-01,0.0339
"712",2022-04-04,0.042
"713",2022-04-05,0.0394
"714",2022-04-06,0.0424
"715",2022-04-07,0.0406
"716",2022-04-08,0.0468
"717",2022-04-11,0.0439
"718",2022-04-12,0.0445
"719",2022-04-13,0.0337
"720",2022-04-14,0.0233
"721",2022-04-18,0.0233
"722",2022-04-19,0.0276
"723",2022-04-20,0.0304
"724",2022-04-21,0.0296
"725",2022-04-22,0.0429
"726",2022-04-25,0.0266
"727",2022-04-26,0.0259
"728",2022-04-27,0.0391
"729",2022-04-28,0.0456
"730",2022-04-29,0.0663
"731",2022-05-02,0.0699
"732",2022-05-03,0.0305
"733",2022-05-04,0.0329
"734",2022-05-05,0.0398
"735",2022-05-06,0.0467
"736",2022-05-09,0.0403
"737",2022-05-10,0.0411
"738",2022-05-11,0.0274
"739",2022-05-12,0.0384
"740",2022-05-13,0.0647
"741",2022-05-16,0.0608
"742",2022-05-17,0.0843
"743",2022-05-18,0.1119
"744",2022-05-19,0.101
"745",2022-05-20,0.1076
"746",2022-05-23,0.0767
"747",2022-05-24,0.0582
"748",2022-05-25,0.0601
"749",2022-05-26,0.0672
"750",2022-05-27,0.0933
"751",2022-05-31,0.0942
"752",2022-06-01,0.082
"753",2022-06-02,0.0704
"754",2022-06-03,0.0574
"755",2022-06-06,0.099
"756",2022-06-07,0.1115
"757",2022-06-08,0.0979
"758",2022-06-09,0.0971
"759",2022-06-10,0.1061
"760",2022-06-13,0.0916
"761",2022-06-14,0.0768
"762",2022-06-15,0.0563
"763",2022-06-16,0.0531
"764",2022-06-17,0.0498
"765",2022-06-21,0.0457
"766",2022-06-22,0.0307
"767",2022-06-23,0.0229
"768",2022-06-24,0.0236
"769",2022-06-27,0.0325
"770",2022-06-28,0.0457
"771",2022-06-29,0.0534
"772",2022-06-30,0.0581
"773",2022-07-01,0.053
"774",2022-07-05,0.0717
"775",2022-07-06,0.0713
"776",2022-07-07,0.071
"777",2022-07-08,0.0788
"778",2022-07-11,0.0644
"779",2022-07-12,0.0526
"780",2022-07-13,0.0558
"781",2022-07-14,0.062
"782",2022-07-15,0.0782
"783",2022-07-18,0.1029
"784",2022-07-19,0.1142
"785",2022-07-20,0.0974
"786",2022-07-21,0.1004
"787",2022-07-22,0.0949
"788",2022-07-25,0.0778
"789",2022-07-26,0.06
"790",2022-07-27,0.0422
"791",2022-07-28,0.0496
"792",2022-07-29,0.051
"793",2022-08-01,0.0619
"794",2022-08-02,0.0749
"795",2022-08-03,0.0714
"796",2022-08-04,0.0833
"797",2022-08-05,0.0785
"798",2022-08-08,0.0663
"799",2022-08-09,0.0422
"800",2022-08-10,0.0499
"801",2022-08-11,0.0467
"802",2022-08-12,0.0322
"803",2022-08-15,0.0261
"804",2022-08-16,0.0331
"805",2022-08-17,0.0381
"806",2022-08-18,0.0411
"807",2022-08-19,0.0453
"808",2022-08-22,0.0404
"809",2022-08-23,0.0464
"810",2022-08-24,0.0603
"811",2022-08-25,0.0787
"812",2022-08-26,0.0841
"813",2022-08-29,0.0806
"814",2022-08-30,0.0816
"815",2022-08-31,0.1024
"816",2022-09-01,0.0805
"817",2022-09-02,0.0791999999999999
"818",2022-09-06,0.0923
"819",2022-09-07,0.1029
"820",2022-09-08,0.1375
"821",2022-09-09,0.1683
"822",2022-09-12,0.1535
"823",2022-09-13,0.1318
"824",2022-09-14,0.1294
"825",2022-09-15,0.1293
"826",2022-09-16,0.1099
"827",2022-09-19,0.1027
"828",2022-09-20,0.0806999999999999
"829",2022-09-21,0.0835
"830",2022-09-22,0.0878
"831",2022-09-23,0.0866
"832",2022-09-26,0.0971
"833",2022-09-27,0.1164
"834",2022-09-28,0.1087
"835",2022-09-29,0.093
"836",2022-09-30,0.066
"837",2022-10-03,0.0471
"838",2022-10-04,0.032
"839",2022-10-05,0.0521
"840",2022-10-06,0.0774
"841",2022-10-07,0.079
"842",2022-10-10,0.0559
"843",2022-10-11,0.0613
"844",2022-10-12,0.0593
"845",2022-10-13,0.0643
"846",2022-10-14,0.0552
"847",2022-10-17,0.085
"848",2022-10-18,0.1095
"849",2022-10-19,0.1314
"850",2022-10-20,0.1787
"851",2022-10-21,0.1911
"852",2022-10-24,0.2025
"853",2022-10-25,0.2231
"854",2022-10-26,0.2285
"855",2022-10-27,0.2179
"856",2022-10-28,0.2179
"857",2022-10-31,0.2065
"858",2022-11-01,0.2197
"859",2022-11-02,0.2038
"860",2022-11-03,0.1781
"861",2022-11-04,0.1899
"862",2022-11-07,0.1916
"863",2022-11-08,0.1773
"864",2022-11-09,0.1904
"865",2022-11-10,0.1938
"866",2022-11-11,0.1947
"867",2022-11-14,0.1865
"868",2022-11-15,0.1786
"869",2022-11-16,0.1596
"870",2022-11-17,0.1603
"871",2022-11-18,0.1578
"872",2022-11-21,0.1595
"873",2022-11-22,0.1485
"874",2022-11-23,0.1509
"875",2022-11-25,0.1326
"876",2022-11-28,0.1261
"877",2022-11-29,0.124
"878",2022-11-30,0.1212
"879",2022-12-01,0.1028
"880",2022-12-02,0.093
"881",2022-12-05,0.0939
"882",2022-12-06,0.0926
"883",2022-12-07,0.0805000000000001
"884",2022-12-08,0.0716
"885",2022-12-09,0.0612
"886",2022-12-12,0.0517
"887",2022-12-13,0.0365
"888",2022-12-14,0.0359
"889",2022-12-15,0.0465
"890",2022-12-16,0.0712
"891",2022-12-19,0.0685
"892",2022-12-20,0.0595
"893",2022-12-21,0.0949
"894",2022-12-22,0.0846
"895",2022-12-23,0.1033
"896",2022-12-27,0.109
"897",2022-12-28,0.0957000000000001
"898",2022-12-29,0.1082
"899",2022-12-30,0.17
"900",2023-01-03,0.1556
"901",2023-01-04,0.1362
"902",2023-01-05,0.1256
"903",2023-01-06,0.1138
"904",2023-01-09,0.0949
"905",2023-01-10,0.1051
"906",2023-01-11,0.0983000000000001
"907",2023-01-12,0.1044
"908",2023-01-13,0.1175
"909",2023-01-17,0.1319
"910",2023-01-18,0.1362
"911",2023-01-19,0.1427
"912",2023-01-20,0.1652
"913",2023-01-23,0.1717
"914",2023-01-24,0.173
"915",2023-01-25,0.1808
"916",2023-01-26,0.1922
"917",2023-01-27,0.2154
"918",2023-01-30,0.232
"919",2023-01-31,0.2416
"920",2023-02-01,0.2608
"921",2023-02-02,0.232
"922",2023-02-03,0.2124
"923",2023-02-06,0.2241
"924",2023-02-07,0.2235
"925",2023-02-08,0.2186
"926",2023-02-09,0.1967
"927",2023-02-10,0.1871
"928",2023-02-13,0.1925
"929",2023-02-14,0.205
"930",2023-02-15,0.2082
"931",2023-02-16,0.2042
"932",2023-02-17,0.1944
"933",2023-02-21,0.1781
"934",2023-02-22,0.1607
"935",2023-02-23,0.1498
"936",2023-02-24,0.1432
