"","date","MA"
"81",2019-10-02,0.2569
"82",2019-10-03,0.2445
"83",2019-10-04,0.2144
"84",2019-10-07,0.24
"85",2019-10-08,0.2387
"86",2019-10-09,0.2575
"87",2019-10-10,0.2404
"88",2019-10-11,0.2468
"89",2019-10-14,0.2641
"90",2019-10-15,0.2962
"91",2019-10-16,0.2893
"92",2019-10-17,0.2938
"93",2019-10-18,0.2027
"94",2019-10-21,0.225
"95",2019-10-22,0.2215
"96",2019-10-23,0.2322
"97",2019-10-24,0.2036
"98",2019-10-25,0.2236
"99",2019-10-28,0.2012
"100",2019-10-29,0.2117
"101",2019-10-30,0.2479
"102",2019-10-31,0.213
"103",2019-11-01,0.1715
"104",2019-11-04,0.179
"105",2019-11-05,0.1808
"106",2019-11-06,0.2132
"107",2019-11-07,0.2319
"108",2019-11-08,0.2239
"109",2019-11-11,0.18
"110",2019-11-12,0.2122
"111",2019-11-13,0.2439
"112",2019-11-14,0.2198
"113",2019-11-15,0.1544
"114",2019-11-18,0.1551
"115",2019-11-19,0.1386
"116",2019-11-20,0.1563
"117",2019-11-21,0.1331
"118",2019-11-22,0.1459
"119",2019-11-25,0.1632
"120",2019-11-26,0.1937
"121",2019-11-27,0.2168
"122",2019-11-29,0.2402
"123",2019-12-02,0.179
"124",2019-12-03,0.1634
"125",2019-12-04,0.1438
"126",2019-12-05,0.1429
"127",2019-12-06,0.1193
"128",2019-12-09,0.1598
"129",2019-12-10,0.1396
"130",2019-12-11,0.1479
"131",2019-12-12,0.1762
"132",2019-12-13,0.1645
"133",2019-12-16,0.1411
"134",2019-12-17,0.1701
"135",2019-12-18,0.1618
"136",2019-12-19,0.194
"137",2019-12-20,0.1608
"138",2019-12-23,0.1402
"139",2019-12-24,0.1659
"140",2019-12-26,0.2014
"141",2019-12-27,0.2
"142",2019-12-30,0.2003
"143",2019-12-31,0.1679
"144",2020-01-02,0.1742
"145",2020-01-03,0.2018
"146",2020-01-06,0.2247
"147",2020-01-07,0.2037
"148",2020-01-08,0.2031
"149",2020-01-09,0.2181
"150",2020-01-10,0.2597
"151",2020-01-13,0.2535
"152",2020-01-14,0.2692
"153",2020-01-15,0.211
"154",2020-01-16,0.2247
"155",2020-01-17,0.2505
"156",2020-01-21,0.271
"157",2020-01-22,0.2372
"158",2020-01-23,0.2551
"159",2020-01-24,0.2668
"160",2020-01-27,0.2903
"161",2020-01-28,0.3563
"162",2020-01-29,0.3827
"163",2020-01-30,0.3437
"164",2020-01-31,0.3482
"165",2020-02-03,0.3334
"166",2020-02-04,0.3448
"167",2020-02-05,0.3593
"168",2020-02-06,0.314
"169",2020-02-07,0.3064
"170",2020-02-10,0.3381
"171",2020-02-11,0.3585
"172",2020-02-12,0.3713
"173",2020-02-13,0.3297
"174",2020-02-14,0.3497
"175",2020-02-18,0.3594
"176",2020-02-19,0.3809
"177",2020-02-20,0.3312
"178",2020-02-21,0.3469
"179",2020-02-24,0.2991
"180",2020-02-25,0.302
"181",2020-02-26,0.3141
"182",2020-02-27,0.3352
"183",2020-02-28,0.2936
"184",2020-03-02,0.2917
"185",2020-03-03,0.3021
"186",2020-03-04,0.3143
"187",2020-03-05,0.3063
"188",2020-03-06,0.3207
"189",2020-03-09,0.3109
"190",2020-03-10,0.2795
"191",2020-03-11,0.3023
"192",2020-03-12,0.3115
"193",2020-03-13,0.247
"194",2020-03-16,0.2631
"195",2020-03-17,0.2579
"196",2020-03-18,0.2583
"197",2020-03-19,0.2322
"198",2020-03-20,0.2139
"199",2020-03-23,0.1958
"200",2020-03-24,0.2457
"201",2020-03-25,0.2569
"202",2020-03-26,0.2945
"203",2020-03-27,0.2293
"204",2020-03-30,0.2531
"205",2020-03-31,0.2436
"206",2020-04-01,0.254
"207",2020-04-02,0.22
"208",2020-04-03,0.2121
"209",2020-04-06,0.2224
"210",2020-04-07,0.2716
"211",2020-04-08,0.3208
"212",2020-04-09,0.3206
"213",2020-04-13,0.251
"214",2020-04-14,0.2293
"215",2020-04-15,0.2173
"216",2020-04-16,0.235
"217",2020-04-17,0.2292
"218",2020-04-20,0.2376
"219",2020-04-21,0.2542
"220",2020-04-22,0.2966
"221",2020-04-23,0.2955
"222",2020-04-24,0.3377
"223",2020-04-27,0.2394
"224",2020-04-28,0.2752
"225",2020-04-29,0.2867
"226",2020-04-30,0.3214
"227",2020-05-01,0.3358
"228",2020-05-04,0.2982
"229",2020-05-05,0.2371
"230",2020-05-06,0.2736
"231",2020-05-07,0.2978
"232",2020-05-08,0.3253
"233",2020-05-11,0.3109
"234",2020-05-12,0.2884
"235",2020-05-13,0.2734
"236",2020-05-14,0.2776
"237",2020-05-15,0.2649
"238",2020-05-18,0.2705
"239",2020-05-19,0.2666
"240",2020-05-20,0.2938
"241",2020-05-21,0.3197
"242",2020-05-22,0.3395
"243",2020-05-26,0.2827
"244",2020-05-27,0.2784
"245",2020-05-28,0.2323
"246",2020-05-29,0.2424
"247",2020-06-01,0.2043
"248",2020-06-02,0.2234
"249",2020-06-03,0.1882
"250",2020-06-04,0.2071
"251",2020-06-05,0.2077
"252",2020-06-08,0.2366
"253",2020-06-09,0.1665
"254",2020-06-10,0.1748
"255",2020-06-11,0.1829
"256",2020-06-12,0.1689
"257",2020-06-15,0.1788
"258",2020-06-16,0.1687
"259",2020-06-17,0.1137
"260",2020-06-18,0.1335
"261",2020-06-19,0.1681
"262",2020-06-22,0.1788
"263",2020-06-23,0.1345
"264",2020-06-24,0.1443
"265",2020-06-25,0.1127
"266",2020-06-26,0.1414
"267",2020-06-29,0.0982000000000001
"268",2020-06-30,0.0911000000000001
"269",2020-07-01,0.1191
"270",2020-07-02,0.1434
"271",2020-07-06,0.1455
"272",2020-07-07,0.1151
"273",2020-07-08,0.1446
"274",2020-07-09,0.1286
"275",2020-07-10,0.108
"276",2020-07-13,0.0824
"277",2020-07-14,0.0871
"278",2020-07-15,0.0994
"279",2020-07-16,0.1076
"280",2020-07-17,0.1038
"281",2020-07-20,0.0882
"282",2020-07-21,0.0816
"283",2020-07-22,0.0844
"284",2020-07-23,0.0771
"285",2020-07-24,0.0771
"286",2020-07-27,0.0741
"287",2020-07-28,0.0816
"288",2020-07-29,0.0802
"289",2020-07-30,0.0975
"290",2020-07-31,0.0791
"291",2020-08-03,0.0801
"292",2020-08-04,0.1114
"293",2020-08-05,0.0791
"294",2020-08-06,0.077
"295",2020-08-07,0.0703
"296",2020-08-10,0.0895
"297",2020-08-11,0.0967
"298",2020-08-12,0.0997
"299",2020-08-13,0.0748
"300",2020-08-14,0.0679
"301",2020-08-17,0.0733
"302",2020-08-18,0.1087
"303",2020-08-19,0.0708
"304",2020-08-20,0.074
"305",2020-08-21,0.0714
"306",2020-08-24,0.0831
"307",2020-08-25,0.0711
"308",2020-08-26,0.0813
"309",2020-08-27,0.0853
"310",2020-08-28,0.1295
"311",2020-08-31,0.1198
"312",2020-09-01,0.1189
"313",2020-09-02,0.0727
"314",2020-09-03,0.0905
"315",2020-09-04,0.1469
"316",2020-09-08,0.152
"317",2020-09-09,0.1473
"318",2020-09-10,0.1611
"319",2020-09-11,0.1083
"320",2020-09-14,0.1386
"321",2020-09-15,0.1861
"322",2020-09-16,0.1725
"323",2020-09-17,0.1385
"324",2020-09-18,0.1504
"325",2020-09-21,0.139
"326",2020-09-22,0.1575
"327",2020-09-23,0.1558
"328",2020-09-24,0.1449
"329",2020-09-25,0.1189
"330",2020-09-28,0.1421
"331",2020-09-29,0.1524
"332",2020-09-30,0.18
"333",2020-10-01,0.1476
"334",2020-10-02,0.1363
"335",2020-10-05,0.121
"336",2020-10-06,0.1618
"337",2020-10-07,0.1769
"338",2020-10-08,0.1849
"339",2020-10-09,0.1421
"340",2020-10-12,0.1464
"341",2020-10-13,0.1762
"342",2020-10-14,0.1802
"343",2020-10-15,0.1245
"344",2020-10-16,0.1331
"345",2020-10-19,0.1461
"346",2020-10-20,0.1592
"347",2020-10-21,0.1678
"348",2020-10-22,0.1373
"349",2020-10-23,0.0857999999999999
"350",2020-10-26,0.0719
"351",2020-10-27,0.089
"352",2020-10-28,0.1227
"353",2020-10-29,0.1176
"354",2020-10-30,0.1577
"355",2020-11-02,0.1225
"356",2020-11-03,0.1497
"357",2020-11-04,0.129
"358",2020-11-05,0.1024
"359",2020-11-06,0.0795999999999999
"360",2020-11-09,0.1041
"361",2020-11-10,0.1008
"362",2020-11-11,0.1403
"363",2020-11-12,0.1334
"364",2020-11-13,0.1246
"365",2020-11-16,0.1423
"366",2020-11-17,0.1564
"367",2020-11-18,0.1504
"368",2020-11-19,0.1587
"369",2020-11-20,0.1553
"370",2020-11-23,0.1843
"371",2020-11-24,0.1882
"372",2020-11-25,0.182
"373",2020-11-27,0.154
"374",2020-11-30,0.1747
"375",2020-12-01,0.1681
"376",2020-12-02,0.1779
"377",2020-12-03,0.1488
"378",2020-12-04,0.1457
"379",2020-12-07,0.1188
"380",2020-12-08,0.1668
"381",2020-12-09,0.196
"382",2020-12-10,0.207
"383",2020-12-11,0.1551
"384",2020-12-14,0.1695
"385",2020-12-15,0.1624
"386",2020-12-16,0.1973
"387",2020-12-17,0.2015
"388",2020-12-18,0.1706
"389",2020-12-21,0.1522
"390",2020-12-22,0.1438
"391",2020-12-23,0.1459
"392",2020-12-24,0.1964
"393",2020-12-28,0.2034
"394",2020-12-29,0.2046
"395",2020-12-30,0.1986
"396",2020-12-31,0.2294
"397",2021-01-04,0.2145
"398",2021-01-05,0.2259
"399",2021-01-06,0.2026
"400",2021-01-07,0.2046
"401",2021-01-08,0.2092
"402",2021-01-11,0.2313
"403",2021-01-12,0.1924
"404",2021-01-13,0.221
"405",2021-01-14,0.2201
"406",2021-01-15,0.2508
"407",2021-01-19,0.2654
"408",2021-01-20,0.2614
"409",2021-01-21,0.2555
"410",2021-01-22,0.281
"411",2021-01-25,0.2961
"412",2021-01-26,0.3097
"413",2021-01-27,0.283
"414",2021-01-28,0.3001
"415",2021-01-29,0.2742
"416",2021-02-01,0.3131
"417",2021-02-02,0.3351
"418",2021-02-03,0.3359
"419",2021-02-04,0.3107
"420",2021-02-05,0.3246
"421",2021-02-08,0.3183
"422",2021-02-09,0.3071
"423",2021-02-10,0.2234
"424",2021-02-11,0.1941
"425",2021-02-12,0.1976
"426",2021-02-16,0.2352
"427",2021-02-17,0.1903
"428",2021-02-18,0.1864
"429",2021-02-19,0.1732
"430",2021-02-22,0.1756
"431",2021-02-23,0.1883
"432",2021-02-24,0.1801
"433",2021-02-25,0.1375
"434",2021-02-26,0.1381
"435",2021-03-01,0.1374
"436",2021-03-02,0.149
"437",2021-03-03,0.1346
"438",2021-03-04,0.1075
"439",2021-03-05,0.0525
"440",2021-03-08,0.0917000000000001
"441",2021-03-09,0.1168
"442",2021-03-10,0.1351
"443",2021-03-11,0.1097
"444",2021-03-12,0.119
"445",2021-03-15,0.0973000000000001
"446",2021-03-16,0.1136
"447",2021-03-17,0.098
"448",2021-03-18,0.0698
"449",2021-03-19,0.0486
"450",2021-03-22,0.0593
"451",2021-03-23,0.0687
"452",2021-03-24,0.0883
"453",2021-03-25,0.0898
"454",2021-03-26,0.0869
"455",2021-03-29,0.0735
"456",2021-03-30,0.0988
"457",2021-03-31,0.1224
"458",2021-04-01,0.1461
"459",2021-04-05,0.1553
"460",2021-04-06,0.1718
"461",2021-04-07,0.2024
"462",2021-04-08,0.2405
"463",2021-04-09,0.2478
"464",2021-04-12,0.3451
"465",2021-04-13,0.3672
"466",2021-04-14,0.4121
"467",2021-04-15,0.4214
"468",2021-04-16,0.4159
"469",2021-04-19,0.3913
"470",2021-04-20,0.4056
"471",2021-04-21,0.4201
"472",2021-04-22,0.4332
"473",2021-04-23,0.4279
"474",2021-04-26,0.4316
"475",2021-04-27,0.4014
"476",2021-04-28,0.4041
"477",2021-04-29,0.4296
"478",2021-04-30,0.4313
"479",2021-05-03,0.3996
"480",2021-05-04,0.4033
"481",2021-05-05,0.4213
"482",2021-05-06,0.4964
"483",2021-05-07,0.4629
"484",2021-05-10,0.4413
"485",2021-05-11,0.4284
"486",2021-05-12,0.4211
"487",2021-05-13,0.3891
"488",2021-05-14,0.3633
"489",2021-05-17,0.3674
"490",2021-05-18,0.3916
"491",2021-05-19,0.4036
"492",2021-05-20,0.3829
"493",2021-05-21,0.337
"494",2021-05-24,0.3035
"495",2021-05-25,0.2988
"496",2021-05-26,0.3066
"497",2021-05-27,0.306
"498",2021-05-28,0.2848
"499",2021-06-01,0.2448
"500",2021-06-02,0.2524
"501",2021-06-03,0.2748
"502",2021-06-04,0.276
"503",2021-06-07,0.2435
"504",2021-06-08,0.256
"505",2021-06-09,0.2469
"506",2021-06-10,0.2633
"507",2021-06-11,0.2819
"508",2021-06-14,0.2771
"509",2021-06-15,0.2743
"510",2021-06-16,0.2941
"511",2021-06-17,0.2968
"512",2021-06-18,0.3221
"513",2021-06-21,0.2895
"514",2021-06-22,0.258
"515",2021-06-23,0.2487
"516",2021-06-24,0.2503
"517",2021-06-25,0.241
"518",2021-06-28,0.2492
"519",2021-06-29,0.2625
"520",2021-06-30,0.2552
"521",2021-07-01,0.244
"522",2021-07-02,0.2359
"523",2021-07-06,0.1852
"524",2021-07-07,0.1964
"525",2021-07-08,0.1839
"526",2021-07-09,0.164
"527",2021-07-12,0.143
"528",2021-07-13,0.1354
"529",2021-07-14,0.1129
"530",2021-07-15,0.1325
"531",2021-07-16,0.1575
"532",2021-07-19,0.1678
"533",2021-07-20,0.1441
"534",2021-07-21,0.1564
"535",2021-07-22,0.1878
"536",2021-07-23,0.2222
"537",2021-07-26,0.2276
"538",2021-07-27,0.2381
"539",2021-07-28,0.2695
"540",2021-07-29,0.3128
"541",2021-07-30,0.3461
"542",2021-08-02,0.3623
"543",2021-08-03,0.3575
"544",2021-08-04,0.3808
"545",2021-08-05,0.4137
"546",2021-08-06,0.4687
"547",2021-08-09,0.5304
"548",2021-08-10,0.558
"549",2021-08-11,0.5621
"550",2021-08-12,0.563
"551",2021-08-13,0.5562
"552",2021-08-16,0.5667
"553",2021-08-17,0.4753
"554",2021-08-18,0.4591
"555",2021-08-19,0.4626
"556",2021-08-20,0.4763
"557",2021-08-23,0.4807
"558",2021-08-24,0.4613
"559",2021-08-25,0.3797
"560",2021-08-26,0.4055
"561",2021-08-27,0.4079
"562",2021-08-30,0.3769
"563",2021-08-31,0.3671
"564",2021-09-01,0.3825
"565",2021-09-02,0.3902
"566",2021-09-03,0.3751
"567",2021-09-07,0.3672
"568",2021-09-08,0.3321
"569",2021-09-09,0.3386
"570",2021-09-10,0.3463
"571",2021-09-13,0.3361
"572",2021-09-14,0.3338
"573",2021-09-15,0.3075
"574",2021-09-16,0.2943
"575",2021-09-17,0.3097
"576",2021-09-20,0.3214
"577",2021-09-21,0.3397
"578",2021-09-22,0.3343
"579",2021-09-23,0.3113
"580",2021-09-24,0.3227
"581",2021-09-27,0.3101
"582",2021-09-28,0.3242
"583",2021-09-29,0.3146
"584",2021-09-30,0.3268
"585",2021-10-01,0.3404
"586",2021-10-04,0.3596
"587",2021-10-05,0.3529
"588",2021-10-06,0.3557
"589",2021-10-07,0.3263
"590",2021-10-08,0.3087
"591",2021-10-11,0.304
"592",2021-10-12,0.3205
"593",2021-10-13,0.2982
"594",2021-10-14,0.3105
"595",2021-10-15,0.3246
"596",2021-10-18,0.3341
"597",2021-10-19,0.3465
"598",2021-10-20,0.3307
"599",2021-10-21,0.336
"600",2021-10-22,0.3625
"601",2021-10-25,0.3351
"602",2021-10-26,0.345
"603",2021-10-27,0.3359
"604",2021-10-28,0.3272
"605",2021-10-29,0.3186
"606",2021-11-01,0.3103
"607",2021-11-02,0.3305
"608",2021-11-03,0.3485
"609",2021-11-04,0.3302
"610",2021-11-05,0.333
"611",2021-11-08,0.3161
"612",2021-11-09,0.3244
"613",2021-11-10,0.3112
"614",2021-11-11,0.3054
"615",2021-11-12,0.3326
"616",2021-11-15,0.361
"617",2021-11-16,0.3703
"618",2021-11-17,0.3546
"619",2021-11-18,0.3402
"620",2021-11-19,0.3465
"621",2021-11-22,0.3507
"622",2021-11-23,0.3517
"623",2021-11-24,0.319
"624",2021-11-26,0.3252
"625",2021-11-29,0.3259
"626",2021-11-30,0.3054
"627",2021-12-01,0.3071
"628",2021-12-02,0.3203
"629",2021-12-03,0.3333
"630",2021-12-06,0.3682
"631",2021-12-07,0.3536
"632",2021-12-08,0.3398
"633",2021-12-09,0.3084
"634",2021-12-10,0.3081
"635",2021-12-13,0.3135
"636",2021-12-14,0.326
"637",2021-12-15,0.3263
"638",2021-12-16,0.3163
"639",2021-12-17,0.3154
"640",2021-12-20,0.3256
"641",2021-12-21,0.3326
"642",2021-12-22,0.3208
"643",2021-12-23,0.298
"644",2021-12-27,0.3008
"645",2021-12-28,0.3143
"646",2021-12-29,0.3241
"647",2021-12-30,0.3415
"648",2021-12-31,0.3514
"649",2022-01-03,0.3342
"650",2022-01-04,0.3422
"651",2022-01-05,0.3737
"652",2022-01-06,0.396
"653",2022-01-07,0.3413
"654",2022-01-10,0.3353
"655",2022-01-11,0.3451
"656",2022-01-12,0.3561
"657",2022-01-13,0.3534
"658",2022-01-14,0.3464
"659",2022-01-18,0.3473
"660",2022-01-19,0.3701
"661",2022-01-20,0.3809
"662",2022-01-21,0.3935
"663",2022-01-24,0.3794
"664",2022-01-25,0.3738
"665",2022-01-26,0.3527
"666",2022-01-27,0.3453
"667",2022-01-28,0.3636
"668",2022-01-31,0.3709
"669",2022-02-01,0.3647
"670",2022-02-02,0.3656
"671",2022-02-03,0.3526
"672",2022-02-04,0.3751
"673",2022-02-07,0.3801
"674",2022-02-08,0.3898
"675",2022-02-09,0.3834
"676",2022-02-10,0.3818
"677",2022-02-11,0.3988
"678",2022-02-14,0.3894
"679",2022-02-15,0.3805
"680",2022-02-16,0.3853
"681",2022-02-17,0.3784
"682",2022-02-18,0.3807
"683",2022-02-22,0.3581
"684",2022-02-23,0.3781
"685",2022-02-24,0.3882
"686",2022-02-25,0.3819
"687",2022-02-28,0.394
"688",2022-03-01,0.3754
"689",2022-03-02,0.3523
"690",2022-03-03,0.37
"691",2022-03-04,0.3692
"692",2022-03-07,0.384
"693",2022-03-08,0.3743
"694",2022-03-09,0.3696
"695",2022-03-10,0.3805
"696",2022-03-11,0.3837
"697",2022-03-14,0.3734
"698",2022-03-15,0.3645
"699",2022-03-16,0.3669
"700",2022-03-17,0.3847
"701",2022-03-18,0.3937
"702",2022-03-21,0.395
"703",2022-03-22,0.3975
"704",2022-03-23,0.4111
"705",2022-03-24,0.4059
"706",2022-03-25,0.4132
"707",2022-03-28,0.4239
"708",2022-03-29,0.3924
"709",2022-03-30,0.3507
"710",2022-03-31,0.3351
"711",2022-04-01,0.3409
"712",2022-04-04,0.3495
"713",2022-04-05,0.3116
"714",2022-04-06,0.3078
"715",2022-04-07,0.3217
"716",2022-04-08,0.3247
"717",2022-04-11,0.321
"718",2022-04-12,0.3068
"719",2022-04-13,0.2968
"720",2022-04-14,0.2972
"721",2022-04-18,0.3185
"722",2022-04-19,0.3189
"723",2022-04-20,0.3075
"724",2022-04-21,0.3024
"725",2022-04-22,0.2921
"726",2022-04-25,0.2879
"727",2022-04-26,0.3002
"728",2022-04-27,0.319
"729",2022-04-28,0.3363
"730",2022-04-29,0.3082
"731",2022-05-02,0.2881
"732",2022-05-03,0.2954
"733",2022-05-04,0.2796
"734",2022-05-05,0.285
"735",2022-05-06,0.3031
"736",2022-05-09,0.3093
"737",2022-05-10,0.3171
"738",2022-05-11,0.2975
"739",2022-05-12,0.3064
"740",2022-05-13,0.3193
"741",2022-05-16,0.311
"742",2022-05-17,0.3245
"743",2022-05-18,0.317
"744",2022-05-19,0.3113
"745",2022-05-20,0.3008
"746",2022-05-23,0.3036
"747",2022-05-24,0.3172
"748",2022-05-25,0.3083
"749",2022-05-26,0.3043
"750",2022-05-27,0.3221
"751",2022-05-31,0.3455
"752",2022-06-01,0.3353
"753",2022-06-02,0.304
"754",2022-06-03,0.2994
"755",2022-06-06,0.306
"756",2022-06-07,0.3315
"757",2022-06-08,0.3383
"758",2022-06-09,0.3248
"759",2022-06-10,0.3371
"760",2022-06-13,0.3492
"761",2022-06-14,0.351
"762",2022-06-15,0.345
"763",2022-06-16,0.3226
"764",2022-06-17,0.3361
"765",2022-06-21,0.3416
"766",2022-06-22,0.3368
"767",2022-06-23,0.3501
"768",2022-06-24,0.3471
"769",2022-06-27,0.3333
"770",2022-06-28,0.3418
"771",2022-06-29,0.3697
"772",2022-06-30,0.3803
"773",2022-07-01,0.3585
"774",2022-07-05,0.3409
"775",2022-07-06,0.3504
"776",2022-07-07,0.3686
"777",2022-07-08,0.3705
"778",2022-07-11,0.3576
"779",2022-07-12,0.3421
"780",2022-07-13,0.3503
"781",2022-07-14,0.3684
"782",2022-07-15,0.3699
"783",2022-07-18,0.3636
"784",2022-07-19,0.3623
"785",2022-07-20,0.3407
"786",2022-07-21,0.3368
"787",2022-07-22,0.3495
"788",2022-07-25,0.3438
"789",2022-07-26,0.3387
"790",2022-07-27,0.3302
"791",2022-07-28,0.346
"792",2022-07-29,0.3428
"793",2022-08-01,0.3166
"794",2022-08-02,0.3136
"795",2022-08-03,0.333
"796",2022-08-04,0.3222
"797",2022-08-05,0.3141
"798",2022-08-08,0.2949
"799",2022-08-09,0.3041
"800",2022-08-10,0.3166
"801",2022-08-11,0.312
"802",2022-08-12,0.3095
"803",2022-08-15,0.3
"804",2022-08-16,0.3068
"805",2022-08-17,0.3183
"806",2022-08-18,0.3261
"807",2022-08-19,0.3413
"808",2022-08-22,0.326
"809",2022-08-23,0.313
"810",2022-08-24,0.3135
"811",2022-08-25,0.3237
"812",2022-08-26,0.3408
"813",2022-08-29,0.3226
"814",2022-08-30,0.3064
"815",2022-08-31,0.301
"816",2022-09-01,0.3171
"817",2022-09-02,0.3149
"818",2022-09-06,0.2732
"819",2022-09-07,0.2794
"820",2022-09-08,0.3049
"821",2022-09-09,0.3327
"822",2022-09-12,0.3217
"823",2022-09-13,0.3083
"824",2022-09-14,0.3193
"825",2022-09-15,0.3231
"826",2022-09-16,0.3336
"827",2022-09-19,0.3349
"828",2022-09-20,0.3223
"829",2022-09-21,0.3038
"830",2022-09-22,0.2973
"831",2022-09-23,0.3194
"832",2022-09-26,0.3275
"833",2022-09-27,0.3077
"834",2022-09-28,0.2918
"835",2022-09-29,0.2925
"836",2022-09-30,0.2871
"837",2022-10-03,0.2811
"838",2022-10-04,0.2777
"839",2022-10-05,0.2768
"840",2022-10-06,0.273
"841",2022-10-07,0.29
"842",2022-10-10,0.2973
"843",2022-10-11,0.312
"844",2022-10-12,0.3105
"845",2022-10-13,0.3043
"846",2022-10-14,0.3202
"847",2022-10-17,0.3427
"848",2022-10-18,0.3407
"849",2022-10-19,0.3537
"850",2022-10-20,0.36
"851",2022-10-21,0.3548
"852",2022-10-24,0.3439
"853",2022-10-25,0.3269
"854",2022-10-26,0.3837
"855",2022-10-27,0.4323
"856",2022-10-28,0.4211
"857",2022-10-31,0.3932
"858",2022-11-01,0.3675
"859",2022-11-02,0.3688
"860",2022-11-03,0.3831
"861",2022-11-04,0.3786
"862",2022-11-07,0.3563
"863",2022-11-08,0.3223
"864",2022-11-09,0.3094
"865",2022-11-10,0.2956
"866",2022-11-11,0.2766
"867",2022-11-14,0.2792
"868",2022-11-15,0.277
"869",2022-11-16,0.2558
"870",2022-11-17,0.2324
"871",2022-11-18,0.2348
"872",2022-11-21,0.225
"873",2022-11-22,0.2178
"874",2022-11-23,0.2228
"875",2022-11-25,0.218
"876",2022-11-28,0.2384
"877",2022-11-29,0.2556
"878",2022-11-30,0.2261
"879",2022-12-01,0.2185
"880",2022-12-02,0.2113
"881",2022-12-05,0.2059
"882",2022-12-06,0.2031
"883",2022-12-07,0.1923
"884",2022-12-08,0.1738
"885",2022-12-09,0.1665
"886",2022-12-12,0.1911
"887",2022-12-13,0.1977
"888",2022-12-14,0.2019
"889",2022-12-15,0.199
"890",2022-12-16,0.2097
"891",2022-12-19,0.2326
"892",2022-12-20,0.2274
"893",2022-12-21,0.2336
"894",2022-12-22,0.2423
"895",2022-12-23,0.2347
"896",2022-12-27,0.234
"897",2022-12-28,0.2321
"898",2022-12-29,0.2155
"899",2022-12-30,0.1985
"900",2023-01-03,0.2207
"901",2023-01-04,0.265
"902",2023-01-05,0.2524
"903",2023-01-06,0.2666
"904",2023-01-09,0.2782
"905",2023-01-10,0.2584
"906",2023-01-11,0.2469
"907",2023-01-12,0.2489
"908",2023-01-13,0.2366
"909",2023-01-17,0.2255
"910",2023-01-18,0.2361
"911",2023-01-19,0.2341
"912",2023-01-20,0.2371
"913",2023-01-23,0.2203
"914",2023-01-24,0.2081
"915",2023-01-25,0.2203
"916",2023-01-26,0.2387
"917",2023-01-27,0.2392
"918",2023-01-30,0.2305
"919",2023-01-31,0.234
"920",2023-02-01,0.2461
"921",2023-02-02,0.2594
"922",2023-02-03,0.2594
"923",2023-02-06,0.2632
"924",2023-02-07,0.2827
"925",2023-02-08,0.2847
"926",2023-02-09,0.2978
"927",2023-02-10,0.2991
"928",2023-02-13,0.2789
"929",2023-02-14,0.2915
"930",2023-02-15,0.3062
"931",2023-02-16,0.3343
"932",2023-02-17,0.3103
"933",2023-02-21,0.3094
"934",2023-02-22,0.3041
"935",2023-02-23,0.3127
"936",2023-02-24,0.3152
"937",2023-02-27,0.3225
