"","date","INTU"
"934",2023-02-22,0.1399
"935",2023-02-23,0.1529
"936",2023-02-24,0.138
"937",2023-02-27,0.1373
"938",2023-02-28,0.1329
"939",2023-03-01,0.1536
"940",2023-03-02,0.1604
"941",2023-03-03,0.1655
"942",2023-03-06,0.1346
"943",2023-03-07,0.1201
"944",2023-03-08,0.0983
"945",2023-03-09,0.1234
"946",2023-03-10,0.1004
"947",2023-03-13,0.0795999999999999
"948",2023-03-14,0.1048
"949",2023-03-15,0.1492
"950",2023-03-16,0.2058
"951",2023-03-17,0.1845
"952",2023-03-20,0.164
"953",2023-03-21,0.1365
"954",2023-03-22,0.1297
"955",2023-03-23,0.1206
"956",2023-03-24,0.1051
"957",2023-03-27,0.0885
"958",2023-03-28,0.0845
"959",2023-03-29,0.1115
"960",2023-03-30,0.1321
"961",2023-03-31,0.1303
"962",2023-04-03,0.1298
"963",2023-04-04,0.109
"964",2023-04-05,0.098
"965",2023-04-06,0.0966
"966",2023-04-10,0.1077
"967",2023-04-11,0.0917
"968",2023-04-12,0.0937
"969",2023-04-13,0.1048
"970",2023-04-14,0.1072
"971",2023-04-17,0.1141
"972",2023-04-18,0.1146
"973",2023-04-19,0.1253
"974",2023-04-20,0.1222
"975",2023-04-21,0.1239
"976",2023-04-24,0.1421
"977",2023-04-25,0.0694
"978",2023-04-26,0.0803
"979",2023-04-27,0.0781
"980",2023-04-28,0.0716
"981",2023-05-01,0.0818
"982",2023-05-02,0.0977
"983",2023-05-03,0.1017
"984",2023-05-04,0.124
"985",2023-05-05,0.1035
"986",2023-05-08,0.0877
"987",2023-05-09,0.0382
"988",2023-05-10,0.0504
"989",2023-05-11,0.0536
"990",2023-05-12,0.0628
"991",2023-05-15,0.0642
"992",2023-05-16,0.0574
"993",2023-05-17,0.0669
"994",2023-05-18,0.0839
"995",2023-05-19,0.1077
"996",2023-05-22,0.1208
"997",2023-05-23,0.0736
"998",2023-05-24,0.0782
"999",2023-05-25,0.0894
"1000",2023-05-26,0.1094
"1001",2023-05-30,0.089
"1002",2023-05-31,0.093
"1003",2023-06-01,0.0959
"1004",2023-06-02,0.0908
"1005",2023-06-05,0.109
"1006",2023-06-06,0.147
"1007",2023-06-07,0.0974
"1008",2023-06-08,0.1091
"1009",2023-06-09,0.1138
"1010",2023-06-12,0.1441
"1011",2023-06-13,0.1598
"1012",2023-06-14,0.1634
"1013",2023-06-15,0.131
"1014",2023-06-16,0.1245
"1015",2023-06-20,0.1244
"1016",2023-06-21,0.1333
"1017",2023-06-22,0.0994
"1018",2023-06-23,0.0989
"1019",2023-06-26,0.1269
"1020",2023-06-27,0.1342
"1021",2023-06-28,0.1489
"1022",2023-06-29,0.1379
