"","date","FANG"
"921",2023-02-02,0.0840000000000001
"922",2023-02-03,0.09
"923",2023-02-06,0.0823
"924",2023-02-07,0.0654
"925",2023-02-08,0.0647000000000001
"926",2023-02-09,0.0810000000000001
"927",2023-02-10,0.0801000000000001
"928",2023-02-13,0.086
"929",2023-02-14,0.0781999999999999
"930",2023-02-15,0.0704
"931",2023-02-16,0.0648
"932",2023-02-17,0.0700999999999999
"933",2023-02-21,0.0736
"934",2023-02-22,0.0726000000000001
"935",2023-02-23,0.0747
"936",2023-02-24,0.0767
"937",2023-02-27,0.0794
"938",2023-02-28,0.0788
"939",2023-03-01,0.0693
"940",2023-03-02,0.0689000000000001
"941",2023-03-03,0.0577
"942",2023-03-06,0.0504
"943",2023-03-07,0.0584999999999999
"944",2023-03-08,0.063
"945",2023-03-09,0.0713
"946",2023-03-10,0.0828
"947",2023-03-13,0.0969
"948",2023-03-14,0.0977000000000001
"949",2023-03-15,0.1211
"950",2023-03-16,0.1199
"951",2023-03-17,0.1172
"952",2023-03-20,0.1178
"953",2023-03-21,0.1212
"954",2023-03-22,0.1195
"955",2023-03-23,0.1298
"956",2023-03-24,0.1249
"957",2023-03-27,0.1335
"958",2023-03-28,0.1393
"959",2023-03-29,0.1247
"960",2023-03-30,0.1151
"961",2023-03-31,0.1136
"962",2023-04-03,0.1323
"963",2023-04-04,0.1405
"964",2023-04-05,0.145
"965",2023-04-06,0.1485
"966",2023-04-10,0.1349
"967",2023-04-11,0.1329
"968",2023-04-12,0.1356
"969",2023-04-13,0.1288
"970",2023-04-14,0.1289
"971",2023-04-17,0.1131
"972",2023-04-18,0.1082
"973",2023-04-19,0.1257
"974",2023-04-20,0.1241
"975",2023-04-21,0.1285
"976",2023-04-24,0.1578
"977",2023-04-25,0.1695
"978",2023-04-26,0.149
"979",2023-04-27,0.1324
"980",2023-04-28,0.1224
"981",2023-05-01,0.1138
"982",2023-05-02,0.1131
"983",2023-05-03,0.1181
"984",2023-05-04,0.0949
"985",2023-05-05,0.1045
"986",2023-05-08,0.1179
"987",2023-05-09,0.1318
"988",2023-05-10,0.1508
"989",2023-05-11,0.1664
"990",2023-05-12,0.1712
"991",2023-05-15,0.1616
"992",2023-05-16,0.1354
"993",2023-05-17,0.1131
"994",2023-05-18,0.1001
"995",2023-05-19,0.0855
"996",2023-05-22,0.1018
"997",2023-05-23,0.1106
"998",2023-05-24,0.1224
"999",2023-05-25,0.1143
"1000",2023-05-26,0.0932
"1001",2023-05-30,0.0898
"1002",2023-05-31,0.0891
"1003",2023-06-01,0.095
"1004",2023-06-02,0.0892
"1005",2023-06-05,0.0765000000000001
"1006",2023-06-06,0.074
"1007",2023-06-07,0.0485
"1008",2023-06-08,0.0354
"1009",2023-06-09,0.0342
"1010",2023-06-12,0.0299
"1011",2023-06-13,0.0296
"1012",2023-06-14,0.0289
"1013",2023-06-15,0.0232
"1014",2023-06-16,0.0198
"1015",2023-06-20,0.0186999999999999
"1016",2023-06-21,0.0279
"1017",2023-06-22,0.0448
"1018",2023-06-23,0.0569
"1019",2023-06-26,0.058
"1020",2023-06-27,0.0591
"1021",2023-06-28,0.0651
"1022",2023-06-29,0.0685
