"","date","FCX"
"980",2023-04-28,0.1992
"981",2023-05-01,0.1991
"982",2023-05-02,0.2102
"983",2023-05-03,0.2133
"984",2023-05-04,0.2177
"985",2023-05-05,0.2198
"986",2023-05-08,0.237
"987",2023-05-09,0.2241
"988",2023-05-10,0.2317
"989",2023-05-11,0.2247
"990",2023-05-12,0.2394
"991",2023-05-15,0.22
"992",2023-05-16,0.2081
"993",2023-05-17,0.185
"994",2023-05-18,0.2169
"995",2023-05-19,0.2083
"996",2023-05-22,0.2008
"997",2023-05-23,0.186
"998",2023-05-24,0.1835
"999",2023-05-25,0.1659
"1000",2023-05-26,0.1958
"1001",2023-05-30,0.2018
"1002",2023-05-31,0.2079
"1003",2023-06-01,0.197
"1004",2023-06-02,0.2004
"1005",2023-06-05,0.1959
"1006",2023-06-06,0.201
"1007",2023-06-07,0.1902
"1008",2023-06-08,0.1959
"1009",2023-06-09,0.1797
"1010",2023-06-12,0.1773
"1011",2023-06-13,0.1652
"1012",2023-06-14,0.1701
"1013",2023-06-15,0.1423
"1014",2023-06-16,0.15
"1015",2023-06-20,0.1457
"1016",2023-06-21,0.1558
"1017",2023-06-22,0.151
"1018",2023-06-23,0.145
"1019",2023-06-26,0.1333
"1020",2023-06-27,0.1466
"1021",2023-06-28,0.1329
"1022",2023-06-29,0.1294
