"","date","MPWR"
"1",2022-04-18,0.2518
"2",2022-04-19,0.2572
"3",2022-04-20,0.252
"4",2022-04-21,0.245
"5",2022-04-22,0.2448
"6",2022-04-25,0.2491
"7",2022-04-26,0.2438
"8",2022-04-27,0.2434
"9",2022-04-28,0.2466
"10",2022-04-29,0.2516
"11",2022-05-02,0.2506
"12",2022-05-03,0.2564
"13",2022-05-04,0.2545
"14",2022-05-05,0.2578
"15",2022-05-06,0.2599
"16",2022-05-09,0.2561
"17",2022-05-10,0.2568
"18",2022-05-11,0.2618
"19",2022-05-12,0.2563
"20",2022-05-13,0.2583
"21",2022-05-16,0.2601
"22",2022-05-17,0.2628
"23",2022-05-18,0.2611
"24",2022-05-19,0.2647
"25",2022-05-20,0.2589
"26",2022-05-23,0.261
"27",2022-05-24,0.2609
"28",2022-05-25,0.2588
"29",2022-05-26,0.258
"30",2022-05-27,0.264
"31",2022-05-31,0.2619
"32",2022-06-01,0.2626
"33",2022-06-02,0.2623
"34",2022-06-03,0.2667
"35",2022-06-06,0.2696
"36",2022-06-07,0.2713
"37",2022-06-08,0.2671
"38",2022-06-09,0.2669
"39",2022-06-10,0.2683
"40",2022-06-13,0.2696
"41",2022-06-14,0.2707
"42",2022-06-15,0.2812
"43",2022-06-16,0.2772
"44",2022-06-17,0.2702
"45",2022-06-21,0.2697
"46",2022-06-22,0.2686
"47",2022-06-23,0.2655
"48",2022-06-24,0.2678
"49",2022-06-27,0.2662
"50",2022-06-28,0.2748
"51",2022-06-29,0.2783
"52",2022-06-30,0.2771
"53",2022-07-01,0.2764
"54",2022-07-05,0.2867
"55",2022-07-06,0.2856
"56",2022-07-07,0.2904
"57",2022-07-08,0.2935
"58",2022-07-11,0.2914
"59",2022-07-12,0.2871
"60",2022-07-13,0.2887
"61",2022-07-14,0.2858
"62",2022-07-15,0.2917
"63",2022-07-18,0.2876
"64",2022-07-19,0.2832
"65",2022-07-20,0.2821
"66",2022-07-21,0.2867
"67",2022-07-22,0.2853
"68",2022-07-25,0.2854
"69",2022-07-26,0.2851
"70",2022-07-27,0.2853
"71",2022-07-28,0.2843
"72",2022-07-29,0.2841
"73",2022-08-01,0.287
"74",2022-08-02,0.2966
"75",2022-08-03,0.2974
"76",2022-08-04,0.2976
"77",2022-08-05,0.2946
"78",2022-08-08,0.2912
"79",2022-08-09,0.2915
"80",2022-08-10,0.2896
"81",2022-08-11,0.2852
"82",2022-08-12,0.2843
"83",2022-08-15,0.2816
"84",2022-08-16,0.2993
"85",2022-08-17,0.3101
"86",2022-08-18,0.3053
"87",2022-08-19,0.3011
"88",2022-08-22,0.2958
"89",2022-08-23,0.2903
"90",2022-08-24,0.3145
"91",2022-08-25,0.3008
"92",2022-08-26,0.2938
"93",2022-08-29,0.2888
"94",2022-08-30,0.286
"95",2022-08-31,0.279
"96",2022-09-01,0.2743
"97",2022-09-02,0.2732
"98",2022-09-06,0.2758
"99",2022-09-07,0.277
"100",2022-09-08,0.2688
"101",2022-09-09,0.2753
"102",2022-09-12,0.2706
"103",2022-09-13,0.2695
"104",2022-09-14,0.2654
"105",2022-09-15,0.267
"106",2022-09-16,0.267
"107",2022-09-19,0.2656
"108",2022-09-20,0.2634
"109",2022-09-21,0.2648
"110",2022-09-22,0.2662
"111",2022-09-23,0.263
"112",2022-09-26,0.2678
"113",2022-09-27,0.2639
"114",2022-09-28,0.2696
"115",2022-09-29,0.2651
"116",2022-09-30,0.2657
"117",2022-10-03,0.2653
"118",2022-10-04,0.2674
"119",2022-10-05,0.2681
"120",2022-10-06,0.2726
"121",2022-10-07,0.2696
"122",2022-10-10,0.2718
"123",2022-10-11,0.2719
"124",2022-10-12,0.2658
"125",2022-10-13,0.2673
"126",2022-10-14,0.2655
"127",2022-10-17,0.269
"128",2022-10-18,0.2643
"129",2022-10-19,0.2659
"130",2022-10-20,0.2617
"131",2022-10-21,0.2635
"132",2022-10-24,0.2657
"133",2022-10-25,0.2671
"134",2022-10-26,0.2672
"135",2022-10-27,0.26
"136",2022-10-28,0.2567
"137",2022-10-31,0.2574
"138",2022-11-01,0.2604
"139",2022-11-02,0.2625
"140",2022-11-03,0.2694
"141",2022-11-04,0.2727
"142",2022-11-07,0.2718
"143",2022-11-08,0.27
"144",2022-11-09,0.2738
"145",2022-11-10,0.2697
"146",2022-11-11,0.2659
"147",2022-11-14,0.2643
"148",2022-11-15,0.26
"149",2022-11-16,0.2598
"150",2022-11-17,0.2575
"151",2022-11-18,0.2584
"152",2022-11-21,0.2652
"153",2022-11-22,0.271
"154",2022-11-23,0.2739
"155",2022-11-25,0.275
"156",2022-11-28,0.2689
"157",2022-11-29,0.2638
"158",2022-11-30,0.2611
"159",2022-12-01,0.2626
"160",2022-12-02,0.2565
"161",2022-12-05,0.2598
"162",2022-12-06,0.2606
"163",2022-12-07,0.2575
"164",2022-12-08,0.2588
"165",2022-12-09,0.2589
"166",2022-12-12,0.2613
"167",2022-12-13,0.2627
"168",2022-12-14,0.2635
"169",2022-12-15,0.2644
"170",2022-12-16,0.2628
"171",2022-12-19,0.2624
"172",2022-12-20,0.2584
"173",2022-12-21,0.2524
"174",2022-12-22,0.2546
"175",2022-12-23,0.2499
"176",2022-12-27,0.2462
"177",2022-12-28,0.2509
"178",2022-12-29,0.254
"179",2022-12-30,0.2478
"180",2023-01-03,0.2469
"181",2023-01-04,0.2472
"182",2023-01-05,0.2477
"183",2023-01-06,0.248
"184",2023-01-09,0.2435
"185",2023-01-10,0.2486
"186",2023-01-11,0.2462
"187",2023-01-12,0.245
"188",2023-01-13,0.2443
"189",2023-01-17,0.25
"190",2023-01-18,0.2404
"191",2023-01-19,0.2427
"192",2023-01-20,0.2449
"193",2023-01-23,0.248
"194",2023-01-24,0.2503
"195",2023-01-25,0.2468
"196",2023-01-26,0.2474
"197",2023-01-27,0.2488
"198",2023-01-30,0.2456
"199",2023-01-31,0.2443
"200",2023-02-01,0.2425
"201",2023-02-02,0.2405
"202",2023-02-03,0.2473
"203",2023-02-06,0.2492
"204",2023-02-07,0.2574
"205",2023-02-08,0.2562
"206",2023-02-09,0.2533
"207",2023-02-10,0.2485
"208",2023-02-13,0.2418
"209",2023-02-14,0.2464
"210",2023-02-15,0.2468
"211",2023-02-16,0.2497
"212",2023-02-17,0.2432
"213",2023-02-21,0.2458
"214",2023-02-22,0.245
"215",2023-02-23,0.2456
"216",2023-02-24,0.2463
"217",2023-02-27,0.2442
"218",2023-02-28,0.2455
"219",2023-03-01,0.2513
"220",2023-03-02,0.2457
"221",2023-03-03,0.2441
"222",2023-03-06,0.2474
"223",2023-03-07,0.2424
"224",2023-03-08,0.2449
"225",2023-03-09,0.2455
"226",2023-03-10,0.2436
"227",2023-03-13,0.2434
"228",2023-03-14,0.2432
"229",2023-03-15,0.2458
"230",2023-03-16,0.2455
"231",2023-03-17,0.2464
"232",2023-03-20,0.2452
"233",2023-03-21,0.2468
"234",2023-03-22,0.2421
"235",2023-03-23,0.24
"236",2023-03-24,0.2378
"237",2023-03-27,0.2444
"238",2023-03-28,0.25
"239",2023-03-29,0.2513
"240",2023-03-30,0.2499
"241",2023-03-31,0.2538
"242",2023-04-03,0.256
"243",2023-04-04,0.2548
"244",2023-04-05,0.2527
"245",2023-04-06,0.25
"246",2023-04-10,0.2487
"247",2023-04-11,0.2465
"248",2023-04-12,0.2423
"249",2023-04-13,0.2444
"250",2023-04-14,0.2409
"251",2023-04-17,0.2396
"252",2023-04-18,0.2429
"253",2023-04-19,0.2481
"254",2023-04-20,0.2482
"255",2023-04-21,0.2502
"256",2023-04-24,0.2422
"257",2023-04-25,0.2451
"258",2023-04-26,0.2427
"259",2023-04-27,0.2402
"260",2023-04-28,0.2357
"261",2023-05-01,0.2389
"262",2023-05-02,0.2394
"263",2023-05-03,0.2398
"264",2023-05-04,0.241
"265",2023-05-05,0.2385
"266",2023-05-08,0.2495
"267",2023-05-09,0.2425
"268",2023-05-10,0.2361
"269",2023-05-11,0.233
"270",2023-05-12,0.2307
"271",2023-05-15,0.2321
"272",2023-05-16,0.2364
"273",2023-05-17,0.2356
"274",2023-05-18,0.2386
"275",2023-05-19,0.2343
"276",2023-05-22,0.236
"277",2023-05-23,0.2346
"278",2023-05-24,0.2304
"279",2023-05-25,0.2352
"280",2023-05-26,0.2302
"281",2023-05-30,0.2342
"282",2023-05-31,0.23
"283",2023-06-01,0.2324
"284",2023-06-02,0.232
"285",2023-06-05,0.2322
"286",2023-06-06,0.2272
"287",2023-06-07,0.2264
"288",2023-06-08,0.2252
"289",2023-06-09,0.2215
"290",2023-06-12,0.2214
"291",2023-06-13,0.219
"292",2023-06-14,0.2171
"293",2023-06-15,0.2169
"294",2023-06-16,0.227
"295",2023-06-20,0.2249
"296",2023-06-21,0.2224
"297",2023-06-22,0.2245
"298",2023-06-23,0.2248
"299",2023-06-26,0.2201
"300",2023-06-27,0.2164
"301",2023-06-28,0.2177
"302",2023-06-29,0.2161
