"","date","INTU"
"77",2021-03-03,0.2178
"78",2021-03-04,0.2217
"79",2021-03-05,0.2063
"80",2021-03-08,0.2129
"81",2021-03-09,0.234
"82",2021-03-10,0.2448
"83",2021-03-11,0.2368
"84",2021-03-12,0.2485
"85",2021-03-15,0.2289
"86",2021-03-16,0.2385
"87",2021-03-17,0.2347
"88",2021-03-18,0.2286
"89",2021-03-19,0.2173
"90",2021-03-22,0.2241
"91",2021-03-23,0.2095
"92",2021-03-24,0.2208
"93",2021-03-25,0.2186
"94",2021-03-26,0.2275
"95",2021-03-29,0.2191
"96",2021-03-30,0.222
"97",2021-03-31,0.205
"98",2021-04-01,0.2165
"99",2021-04-05,0.2158
"100",2021-04-06,0.2191
"101",2021-04-07,0.2222
"102",2021-04-08,0.2305
"103",2021-04-09,0.2135
"104",2021-04-12,0.2279
"105",2021-04-13,0.2209
"106",2021-04-14,0.2342
"107",2021-04-15,0.232
"108",2021-04-16,0.2225
"109",2021-04-19,0.2114
"110",2021-04-20,0.2251
"111",2021-04-21,0.2157
"112",2021-04-22,0.2247
"113",2021-04-23,0.2141
"114",2021-04-26,0.2202
"115",2021-04-27,0.2054
"116",2021-04-28,0.2095
"117",2021-04-29,0.214
"118",2021-04-30,0.2101
"119",2021-05-03,0.1966
"120",2021-05-04,0.2234
"121",2021-05-05,0.2147
"122",2021-05-06,0.224
"123",2021-05-07,0.2229
"124",2021-05-10,0.2117
"125",2021-05-11,0.2031
"126",2021-05-12,0.2087
"127",2021-05-13,0.1969
"128",2021-05-14,0.2003
"129",2021-05-17,0.2025
"130",2021-05-18,0.2097
"131",2021-05-19,0.2154
"132",2021-05-20,0.2216
"133",2021-05-21,0.2046
"134",2021-05-24,0.2046
"135",2021-05-25,0.1825
"136",2021-05-26,0.1844
"137",2021-05-27,0.1718
"138",2021-05-28,0.1771
"139",2021-06-01,0.16
"140",2021-06-02,0.1763
"141",2021-06-03,0.1838
"142",2021-06-04,0.2031
"143",2021-06-07,0.2093
"144",2021-06-08,0.2316
"145",2021-06-09,0.2094
"146",2021-06-10,0.2184
"147",2021-06-11,0.2009
"148",2021-06-14,0.1876
"149",2021-06-15,0.1817
"150",2021-06-16,0.187
"151",2021-06-17,0.1833
"152",2021-06-18,0.1776
"153",2021-06-21,0.1758
"154",2021-06-22,0.1896
"155",2021-06-23,0.1852
"156",2021-06-24,0.1935
"157",2021-06-25,0.185
"158",2021-06-28,0.1955
"159",2021-06-29,0.1846
"160",2021-06-30,0.1873
"161",2021-07-01,0.1979
"162",2021-07-02,0.1971
"163",2021-07-06,0.1853
"164",2021-07-07,0.1978
"165",2021-07-08,0.2028
"166",2021-07-09,0.223
"167",2021-07-12,0.2179
"168",2021-07-13,0.2216
"169",2021-07-14,0.1977
"170",2021-07-15,0.1982
"171",2021-07-16,0.2096
"172",2021-07-19,0.2244
"173",2021-07-20,0.2174
"174",2021-07-21,0.2144
"175",2021-07-22,0.2054
"176",2021-07-23,0.2058
"177",2021-07-26,0.2094
"178",2021-07-27,0.2193
"179",2021-07-28,0.2124
"180",2021-07-29,0.2237
"181",2021-07-30,0.2229
"182",2021-08-02,0.2344
"183",2021-08-03,0.2404
"184",2021-08-04,0.2592
"185",2021-08-05,0.2614
"186",2021-08-06,0.2716
"187",2021-08-09,0.2697
"188",2021-08-10,0.2823
"189",2021-08-11,0.2764
"190",2021-08-12,0.2752
"191",2021-08-13,0.2745
"192",2021-08-16,0.2793
"193",2021-08-17,0.2681
"194",2021-08-18,0.2726
"195",2021-08-19,0.2647
"196",2021-08-20,0.2838
"197",2021-08-23,0.2946
"198",2021-08-24,0.3001
"199",2021-08-25,0.2898
"200",2021-08-26,0.3015
"201",2021-08-27,0.3062
"202",2021-08-30,0.315
"203",2021-08-31,0.3172
"204",2021-09-01,0.3132
"205",2021-09-02,0.3121
"206",2021-09-03,0.3118
"207",2021-09-07,0.2971
"208",2021-09-08,0.3117
"209",2021-09-09,0.3078
"210",2021-09-10,0.3215
"211",2021-09-13,0.3209
"212",2021-09-14,0.3271
"213",2021-09-15,0.3293
"214",2021-09-16,0.3303
"215",2021-09-17,0.3203
"216",2021-09-20,0.3249
"217",2021-09-21,0.3094
"218",2021-09-22,0.309
"219",2021-09-23,0.3039
"220",2021-09-24,0.3213
"221",2021-09-27,0.3294
"222",2021-09-28,0.346
"223",2021-09-29,0.3285
"224",2021-09-30,0.3344
"225",2021-10-01,0.3273
"226",2021-10-04,0.3331
"227",2021-10-05,0.3307
"228",2021-10-06,0.3268
"229",2021-10-07,0.3053
"230",2021-10-08,0.3141
"231",2021-10-11,0.3148
"232",2021-10-12,0.3213
"233",2021-10-13,0.3123
"234",2021-10-14,0.3065
"235",2021-10-15,0.296
"236",2021-10-18,0.3013
"237",2021-10-19,0.3055
"238",2021-10-20,0.3249
"239",2021-10-21,0.3243
"240",2021-10-22,0.3217
"241",2021-10-25,0.3246
"242",2021-10-26,0.3315
"243",2021-10-27,0.3172
"244",2021-10-28,0.3239
"245",2021-10-29,0.31
"246",2021-11-01,0.3068
"247",2021-11-02,0.2973
"248",2021-11-03,0.3103
"249",2021-11-04,0.3042
"250",2021-11-05,0.3129
"251",2021-11-08,0.3033
"252",2021-11-09,0.3226
"253",2021-11-10,0.3169
"254",2021-11-11,0.3132
"255",2021-11-12,0.308
"256",2021-11-15,0.3138
"257",2021-11-16,0.3155
"258",2021-11-17,0.3154
"259",2021-11-18,0.2989
"260",2021-11-19,0.3096
"261",2021-11-22,0.3167
"262",2021-11-23,0.3183
"263",2021-11-24,0.3278
"264",2021-11-26,0.3214
"265",2021-11-29,0.3027
"266",2021-11-30,0.3157
"267",2021-12-01,0.2995
"268",2021-12-02,0.3069
"269",2021-12-03,0.3018
"270",2021-12-06,0.3023
"271",2021-12-07,0.2924
"272",2021-12-08,0.2986
"273",2021-12-09,0.2923
"274",2021-12-10,0.3108
"275",2021-12-13,0.3076
"276",2021-12-14,0.3152
"277",2021-12-15,0.3022
"278",2021-12-16,0.2953
"279",2021-12-17,0.283
"280",2021-12-20,0.2944
"281",2021-12-21,0.2919
"282",2021-12-22,0.29
"283",2021-12-23,0.2849
"284",2021-12-27,0.283
"285",2021-12-28,0.2926
"286",2021-12-29,0.3046
"287",2021-12-30,0.2989
"288",2021-12-31,0.3028
"289",2022-01-03,0.2849
"290",2022-01-04,0.2958
"291",2022-01-05,0.2955
"292",2022-01-06,0.3132
"293",2022-01-07,0.3096
"294",2022-01-10,0.3142
"295",2022-01-11,0.2926
"296",2022-01-12,0.304
"297",2022-01-13,0.3035
"298",2022-01-14,0.3075
"299",2022-01-18,0.303
"300",2022-01-19,0.3049
"301",2022-01-20,0.2972
"302",2022-01-21,0.3
"303",2022-01-24,0.2848
"304",2022-01-25,0.2877
"305",2022-01-26,0.2847
"306",2022-01-27,0.2755
"307",2022-01-28,0.2865
"308",2022-01-31,0.309
"309",2022-02-01,0.3163
"310",2022-02-02,0.3255
"311",2022-02-03,0.3197
"312",2022-02-04,0.3115
"313",2022-02-07,0.2943
"314",2022-02-08,0.2932
"315",2022-02-09,0.2836
"316",2022-02-10,0.2847
"317",2022-02-11,0.2855
"318",2022-02-14,0.2948
"319",2022-02-15,0.2751
"320",2022-02-16,0.2862
"321",2022-02-17,0.2882
"322",2022-02-18,0.3068
"323",2022-02-22,0.2994
"324",2022-02-23,0.2989
"325",2022-02-24,0.2821
"326",2022-02-25,0.286
"327",2022-02-28,0.2806
"328",2022-03-01,0.2913
"329",2022-03-02,0.2832
"330",2022-03-03,0.2844
"331",2022-03-04,0.2829
"332",2022-03-07,0.2817
"333",2022-03-08,0.2768
"334",2022-03-09,0.2735
"335",2022-03-10,0.2693
"336",2022-03-11,0.2813
"337",2022-03-14,0.2741
"338",2022-03-15,0.2774
"339",2022-03-16,0.2676
"340",2022-03-17,0.2874
"341",2022-03-18,0.3016
"342",2022-03-21,0.2959
"343",2022-03-22,0.2845
"344",2022-03-23,0.2699
"345",2022-03-24,0.2539
"346",2022-03-25,0.26
"347",2022-03-28,0.2529
"348",2022-03-29,0.259
"349",2022-03-30,0.238
"350",2022-03-31,0.2367
"351",2022-04-01,0.2376
"352",2022-04-04,0.2528
"353",2022-04-05,0.2609
"354",2022-04-06,0.2679
"355",2022-04-07,0.2498
"356",2022-04-08,0.2542
"357",2022-04-11,0.2521
"358",2022-04-12,0.2508
"359",2022-04-13,0.2437
"360",2022-04-14,0.2438
"361",2022-04-18,0.2371
"362",2022-04-19,0.2445
"363",2022-04-20,0.2286
"364",2022-04-21,0.2416
"365",2022-04-22,0.2438
"366",2022-04-25,0.237
"367",2022-04-26,0.2384
"368",2022-04-27,0.2416
"369",2022-04-28,0.2387
"370",2022-04-29,0.2433
"371",2022-05-02,0.2398
"372",2022-05-03,0.2408
"373",2022-05-04,0.2371
"374",2022-05-05,0.2486
"375",2022-05-06,0.2432
"376",2022-05-09,0.2468
"377",2022-05-10,0.2316
"378",2022-05-11,0.239
"379",2022-05-12,0.2324
"380",2022-05-13,0.2433
"381",2022-05-16,0.2548
"382",2022-05-17,0.2754
"383",2022-05-18,0.2739
"384",2022-05-19,0.2794
"385",2022-05-20,0.2672
"386",2022-05-23,0.2677
"387",2022-05-24,0.2705
"388",2022-05-25,0.2878
"389",2022-05-26,0.2835
"390",2022-05-27,0.2814
"391",2022-05-31,0.2761
"392",2022-06-01,0.2914
"393",2022-06-02,0.2947
"394",2022-06-03,0.2866
"395",2022-06-06,0.2928
"396",2022-06-07,0.287
"397",2022-06-08,0.2782
"398",2022-06-09,0.2861
"399",2022-06-10,0.2762
"400",2022-06-13,0.3006
"401",2022-06-14,0.3057
"402",2022-06-15,0.3027
"403",2022-06-16,0.2907
"404",2022-06-17,0.2926
"405",2022-06-21,0.2884
"406",2022-06-22,0.3155
"407",2022-06-23,0.3098
"408",2022-06-24,0.3108
"409",2022-06-27,0.3006
"410",2022-06-28,0.3004
"411",2022-06-29,0.2959
"412",2022-06-30,0.3101
"413",2022-07-01,0.3095
"414",2022-07-05,0.2987
"415",2022-07-06,0.278
"416",2022-07-07,0.2716
"417",2022-07-08,0.2808
"418",2022-07-11,0.2966
"419",2022-07-12,0.2966
"420",2022-07-13,0.3131
"421",2022-07-14,0.3052
"422",2022-07-15,0.3002
"423",2022-07-18,0.2948
"424",2022-07-19,0.3023
"425",2022-07-20,0.2965
"426",2022-07-21,0.3091
"427",2022-07-22,0.2967
"428",2022-07-25,0.3035
"429",2022-07-26,0.3034
"430",2022-07-27,0.3074
"431",2022-07-28,0.3107
"432",2022-07-29,0.3049
"433",2022-08-01,0.2864
"434",2022-08-02,0.2902
"435",2022-08-03,0.2781
"436",2022-08-04,0.2923
"437",2022-08-05,0.2955
"438",2022-08-08,0.2883
"439",2022-08-09,0.2923
"440",2022-08-10,0.2956
"441",2022-08-11,0.2921
"442",2022-08-12,0.2867
"443",2022-08-15,0.2916
"444",2022-08-16,0.2907
"445",2022-08-17,0.2805
"446",2022-08-18,0.278
"447",2022-08-19,0.2669
"448",2022-08-22,0.2866
"449",2022-08-23,0.272
"450",2022-08-24,0.2848
"451",2022-08-25,0.2852
"452",2022-08-26,0.2975
"453",2022-08-29,0.2911
"454",2022-08-30,0.2842
"455",2022-08-31,0.2709
"456",2022-09-01,0.2696
"457",2022-09-02,0.2568
"458",2022-09-06,0.2537
"459",2022-09-07,0.2393
"460",2022-09-08,0.2546
"461",2022-09-09,0.2697
"462",2022-09-12,0.2802
"463",2022-09-13,0.273
"464",2022-09-14,0.2699
"465",2022-09-15,0.2714
"466",2022-09-16,0.2644
"467",2022-09-19,0.2603
"468",2022-09-20,0.2663
"469",2022-09-21,0.261
"470",2022-09-22,0.2627
"471",2022-09-23,0.2502
"472",2022-09-26,0.2707
"473",2022-09-27,0.2657
"474",2022-09-28,0.26
"475",2022-09-29,0.2508
"476",2022-09-30,0.2512
"477",2022-10-03,0.2537
"478",2022-10-04,0.2652
"479",2022-10-05,0.2614
"480",2022-10-06,0.2653
"481",2022-10-07,0.2598
"482",2022-10-10,0.261
"483",2022-10-11,0.2614
"484",2022-10-12,0.268
"485",2022-10-13,0.2682
"486",2022-10-14,0.2677
"487",2022-10-17,0.2605
"488",2022-10-18,0.2682
"489",2022-10-19,0.263
"490",2022-10-20,0.2773
"491",2022-10-21,0.2805
"492",2022-10-24,0.274
"493",2022-10-25,0.2598
"494",2022-10-26,0.2633
"495",2022-10-27,0.2536
"496",2022-10-28,0.2615
"497",2022-10-31,0.2633
"498",2022-11-01,0.2581
"499",2022-11-02,0.2423
"500",2022-11-03,0.2542
"501",2022-11-04,0.2563
"502",2022-11-07,0.2586
"503",2022-11-08,0.255
"504",2022-11-09,0.257
"505",2022-11-10,0.2471
"506",2022-11-11,0.246
"507",2022-11-14,0.2444
"508",2022-11-15,0.2731
"509",2022-11-16,0.2657
"510",2022-11-17,0.265
"511",2022-11-18,0.2645
"512",2022-11-21,0.2581
"513",2022-11-22,0.2481
"514",2022-11-23,0.2428
"515",2022-11-25,0.2364
"516",2022-11-28,0.2489
"517",2022-11-29,0.2459
"518",2022-11-30,0.2564
"519",2022-12-01,0.2525
"520",2022-12-02,0.2622
"521",2022-12-05,0.2688
"522",2022-12-06,0.2632
"523",2022-12-07,0.2611
"524",2022-12-08,0.2556
"525",2022-12-09,0.2592
"526",2022-12-12,0.2645
"527",2022-12-13,0.2677
"528",2022-12-14,0.2785
"529",2022-12-15,0.2684
"530",2022-12-16,0.2826
"531",2022-12-19,0.2731
"532",2022-12-20,0.2964
"533",2022-12-21,0.2992
"534",2022-12-22,0.297
"535",2022-12-23,0.2995
"536",2022-12-27,0.306
"537",2022-12-28,0.308
"538",2022-12-29,0.3308
"539",2022-12-30,0.3271
"540",2023-01-03,0.3301
"541",2023-01-04,0.3328
"542",2023-01-05,0.3343
"543",2023-01-06,0.3334
"544",2023-01-09,0.3443
"545",2023-01-10,0.3531
"546",2023-01-11,0.3497
"547",2023-01-12,0.3317
"548",2023-01-13,0.332
"549",2023-01-17,0.3344
"550",2023-01-18,0.321
"551",2023-01-19,0.3127
"552",2023-01-20,0.3141
"553",2023-01-23,0.2843
"554",2023-01-24,0.2724
"555",2023-01-25,0.2661
"556",2023-01-26,0.2792
"557",2023-01-27,0.2748
"558",2023-01-30,0.2664
"559",2023-01-31,0.2421
"560",2023-02-01,0.2575
"561",2023-02-02,0.2494
"562",2023-02-03,0.2442
"563",2023-02-06,0.249
"564",2023-02-07,0.2483
"565",2023-02-08,0.2372
"566",2023-02-09,0.2186
"567",2023-02-10,0.1925
"568",2023-02-13,0.1874
"569",2023-02-14,0.1939
"570",2023-02-15,0.1911
"571",2023-02-16,0.1903
"572",2023-02-17,0.1814
"573",2023-02-21,0.1805
"574",2023-02-22,0.1868
"575",2023-02-23,0.1829
"576",2023-02-24,0.1695
"577",2023-02-27,0.168
"578",2023-02-28,0.1692
"579",2023-03-01,0.1611
"580",2023-03-02,0.1821
"581",2023-03-03,0.1899
"582",2023-03-06,0.2022
"583",2023-03-07,0.2049
"584",2023-03-08,0.1885
"585",2023-03-09,0.1803
"586",2023-03-10,0.1742
"587",2023-03-13,0.1708
"588",2023-03-14,0.1918
"589",2023-03-15,0.1806
"590",2023-03-16,0.1781
"591",2023-03-17,0.1751
"592",2023-03-20,0.1814
"593",2023-03-21,0.1865
"594",2023-03-22,0.1798
"595",2023-03-23,0.1922
"596",2023-03-24,0.2022
"597",2023-03-27,0.2005
"598",2023-03-28,0.2089
"599",2023-03-29,0.21
"600",2023-03-30,0.2071
"601",2023-03-31,0.1971
"602",2023-04-03,0.1989
"603",2023-04-04,0.1939
"604",2023-04-05,0.2011
"605",2023-04-06,0.2083
"606",2023-04-10,0.2026
"607",2023-04-11,0.2038
"608",2023-04-12,0.2237
"609",2023-04-13,0.2241
"610",2023-04-14,0.2196
"611",2023-04-17,0.2158
"612",2023-04-18,0.2119
"613",2023-04-19,0.2127
"614",2023-04-20,0.2105
"615",2023-04-21,0.2189
"616",2023-04-24,0.2443
"617",2023-04-25,0.2266
"618",2023-04-26,0.2181
"619",2023-04-27,0.2163
"620",2023-04-28,0.2164
"621",2023-05-01,0.2317
"622",2023-05-02,0.227
"623",2023-05-03,0.225
"624",2023-05-04,0.2146
"625",2023-05-05,0.2137
"626",2023-05-08,0.2245
"627",2023-05-09,0.2177
"628",2023-05-10,0.2441
"629",2023-05-11,0.2484
"630",2023-05-12,0.2554
"631",2023-05-15,0.2389
"632",2023-05-16,0.2255
"633",2023-05-17,0.2247
"634",2023-05-18,0.2253
"635",2023-05-19,0.2258
"636",2023-05-22,0.2192
"637",2023-05-23,0.2137
"638",2023-05-24,0.2132
"639",2023-05-25,0.2078
"640",2023-05-26,0.2278
"641",2023-05-30,0.2299
"642",2023-05-31,0.225
"643",2023-06-01,0.225
"644",2023-06-02,0.2227
"645",2023-06-05,0.2196
"646",2023-06-06,0.2195
"647",2023-06-07,0.2338
"648",2023-06-08,0.2416
"649",2023-06-09,0.2295
"650",2023-06-12,0.2301
"651",2023-06-13,0.2248
"652",2023-06-14,0.2336
"653",2023-06-15,0.2347
"654",2023-06-16,0.2339
"655",2023-06-20,0.2314
"656",2023-06-21,0.2202
"657",2023-06-22,0.2065
"658",2023-06-23,0.221
"659",2023-06-26,0.2339
"660",2023-06-27,0.2478
"661",2023-06-28,0.245
"662",2023-06-29,0.2363
