"","date","OXY"
"571",2021-09-13,0.2698
"572",2021-09-14,0.2753
"573",2021-09-15,0.2666
"574",2021-09-16,0.2373
"575",2021-09-17,0.2437
"576",2021-09-20,0.2515
"577",2021-09-21,0.2485
"578",2021-09-22,0.2588
"579",2021-09-23,0.2464
"580",2021-09-24,0.2372
"581",2021-09-27,0.2436
"582",2021-09-28,0.2461
"583",2021-09-29,0.2524
"584",2021-09-30,0.2411
"585",2021-10-01,0.2717
"586",2021-10-04,0.2452
"587",2021-10-05,0.2575
"588",2021-10-06,0.2573
"589",2021-10-07,0.2543
"590",2021-10-08,0.2405
"591",2021-10-11,0.2468
"592",2021-10-12,0.2418
"593",2021-10-13,0.2506
"594",2021-10-14,0.256
"595",2021-10-15,0.2694
"596",2021-10-18,0.2717
"597",2021-10-19,0.2804
"598",2021-10-20,0.2708
"599",2021-10-21,0.2877
"600",2021-10-22,0.2905
"601",2021-10-25,0.3046
"602",2021-10-26,0.3294
"603",2021-10-27,0.3478
"604",2021-10-28,0.3715
"605",2021-10-29,0.4125
"606",2021-11-01,0.3854
"607",2021-11-02,0.3584
"608",2021-11-03,0.3219
"609",2021-11-04,0.241
"610",2021-11-05,0.0921
"611",2021-11-08,0.0859
"612",2021-11-09,0.0542
"613",2021-11-10,0.042
"614",2021-11-11,0.0462
"615",2021-11-12,0.038
"616",2021-11-15,0.0377
"617",2021-11-16,0.0432
"618",2021-11-17,0.0614
"619",2021-11-18,0.0609999999999999
"620",2021-11-19,0.0715000000000001
"621",2021-11-22,0.0753
"622",2021-11-23,0.0831
"623",2021-11-24,0.1004
"624",2021-11-26,0.0929
"625",2021-11-29,0.0863
"626",2021-11-30,0.0886
"627",2021-12-01,0.1117
"628",2021-12-02,0.1107
"629",2021-12-03,0.1266
"630",2021-12-06,0.1275
"631",2021-12-07,0.1195
"632",2021-12-08,0.1283
"633",2021-12-09,0.1387
"634",2021-12-10,0.1344
"635",2021-12-13,0.1372
"636",2021-12-14,0.1503
"637",2021-12-15,0.1576
"638",2021-12-16,0.1733
"639",2021-12-17,0.1623
"640",2021-12-20,0.1733
"641",2021-12-21,0.1851
"642",2021-12-22,0.1692
"643",2021-12-23,0.166
"644",2021-12-27,0.1496
"645",2021-12-28,0.1565
"646",2021-12-29,0.1454
"647",2021-12-30,0.1409
"648",2021-12-31,0.1403
"649",2022-01-03,0.1205
"650",2022-01-04,0.1113
"651",2022-01-05,0.1098
"652",2022-01-06,0.0976
"653",2022-01-07,0.0992
"654",2022-01-10,0.0818
"655",2022-01-11,0.0790999999999999
"656",2022-01-12,0.0862000000000001
"657",2022-01-13,0.0755
"658",2022-01-14,0.0688
"659",2022-01-18,0.0672
"660",2022-01-19,0.0768
"661",2022-01-20,0.0492
"662",2022-01-21,0.0422
"663",2022-01-24,0.0319
"664",2022-01-25,0.034
"665",2022-01-26,0.0377
"666",2022-01-27,0.0299999999999999
"667",2022-01-28,0.0282
"668",2022-01-31,0.039
"669",2022-02-01,0.0460999999999999
"670",2022-02-02,0.0473
"671",2022-02-03,0.0587
"672",2022-02-04,0.0604
"673",2022-02-07,0.0769
"674",2022-02-08,0.0654
"675",2022-02-09,0.0720999999999999
"676",2022-02-10,0.0718
"677",2022-02-11,0.0712
"678",2022-02-14,0.0759
"679",2022-02-15,0.0670999999999999
"680",2022-02-16,0.0624
"681",2022-02-17,0.0549999999999999
"682",2022-02-18,0.0699000000000001
"683",2022-02-22,0.0989
"684",2022-02-23,0.1087
"685",2022-02-24,0.1192
"686",2022-02-25,0.1273
"687",2022-02-28,0.1291
"688",2022-03-01,0.1371
"689",2022-03-02,0.1374
"690",2022-03-03,0.1503
"691",2022-03-04,0.1413
"692",2022-03-07,0.1441
"693",2022-03-08,0.1551
"694",2022-03-09,0.1396
"695",2022-03-10,0.156
"696",2022-03-11,0.1578
"697",2022-03-14,0.1741
"698",2022-03-15,0.1991
"699",2022-03-16,0.2091
"700",2022-03-17,0.2127
"701",2022-03-18,0.201
"702",2022-03-21,0.1846
"703",2022-03-22,0.1862
"704",2022-03-23,0.1808
"705",2022-03-24,0.165
"706",2022-03-25,0.1657
"707",2022-03-28,0.1655
"708",2022-03-29,0.1692
"709",2022-03-30,0.1489
"710",2022-03-31,0.1444
"711",2022-04-01,0.1562
"712",2022-04-04,0.1677
"713",2022-04-05,0.1993
"714",2022-04-06,0.188
"715",2022-04-07,0.2002
"716",2022-04-08,0.1957
"717",2022-04-11,0.2078
"718",2022-04-12,0.2158
"719",2022-04-13,0.2282
"720",2022-04-14,0.2316
"721",2022-04-18,0.2279
"722",2022-04-19,0.2246
"723",2022-04-20,0.2452
"724",2022-04-21,0.2465
"725",2022-04-22,0.2614
"726",2022-04-25,0.2574
"727",2022-04-26,0.2497
"728",2022-04-27,0.2654
"729",2022-04-28,0.2599
"730",2022-04-29,0.2585
"731",2022-05-02,0.2515
"732",2022-05-03,0.2492
"733",2022-05-04,0.2459
"734",2022-05-05,0.2482
"735",2022-05-06,0.2337
"736",2022-05-09,0.2297
"737",2022-05-10,0.2288
"738",2022-05-11,0.2247
"739",2022-05-12,0.2437
"740",2022-05-13,0.2269
"741",2022-05-16,0.2262
"742",2022-05-17,0.2032
"743",2022-05-18,0.2197
"744",2022-05-19,0.2056
"745",2022-05-20,0.2006
"746",2022-05-23,0.181
"747",2022-05-24,0.1721
"748",2022-05-25,0.1754
"749",2022-05-26,0.1762
"750",2022-05-27,0.1868
"751",2022-05-31,0.1853
"752",2022-06-01,0.1808
"753",2022-06-02,0.1943
"754",2022-06-03,0.1857
"755",2022-06-06,0.1958
"756",2022-06-07,0.1914
"757",2022-06-08,0.1872
"758",2022-06-09,0.1852
"759",2022-06-10,0.1885
"760",2022-06-13,0.1832
"761",2022-06-14,0.1708
"762",2022-06-15,0.1723
"763",2022-06-16,0.2042
"764",2022-06-17,0.2007
"765",2022-06-21,0.1979
"766",2022-06-22,0.1784
"767",2022-06-23,0.1736
"768",2022-06-24,0.1596
"769",2022-06-27,0.1565
"770",2022-06-28,0.1553
"771",2022-06-29,0.1548
"772",2022-06-30,0.1693
"773",2022-07-01,0.1924
"774",2022-07-05,0.1732
"775",2022-07-06,0.1701
"776",2022-07-07,0.1754
"777",2022-07-08,0.1692
"778",2022-07-11,0.1784
"779",2022-07-12,0.1825
"780",2022-07-13,0.1687
"781",2022-07-14,0.1754
"782",2022-07-15,0.1567
"783",2022-07-18,0.1673
"784",2022-07-19,0.1491
"785",2022-07-20,0.1497
"786",2022-07-21,0.1401
"787",2022-07-22,0.1548
"788",2022-07-25,0.1652
"789",2022-07-26,0.1694
"790",2022-07-27,0.156
"791",2022-07-28,0.1534
"792",2022-07-29,0.1576
"793",2022-08-01,0.155
"794",2022-08-02,0.1554
"795",2022-08-03,0.1659
"796",2022-08-04,0.1762
"797",2022-08-05,0.1886
"798",2022-08-08,0.1881
"799",2022-08-09,0.19
"800",2022-08-10,0.1753
"801",2022-08-11,0.1773
"802",2022-08-12,0.1815
"803",2022-08-15,0.1886
"804",2022-08-16,0.1773
"805",2022-08-17,0.1769
"806",2022-08-18,0.16
"807",2022-08-19,0.1635
"808",2022-08-22,0.1698
"809",2022-08-23,0.1866
"810",2022-08-24,0.1811
"811",2022-08-25,0.1927
"812",2022-08-26,0.1838
"813",2022-08-29,0.1817
"814",2022-08-30,0.1684
"815",2022-08-31,0.1626
"816",2022-09-01,0.1592
"817",2022-09-02,0.1554
"818",2022-09-06,0.1651
"819",2022-09-07,0.1704
"820",2022-09-08,0.1768
"821",2022-09-09,0.1818
"822",2022-09-12,0.1678
"823",2022-09-13,0.1794
"824",2022-09-14,0.1703
"825",2022-09-15,0.1795
"826",2022-09-16,0.1735
"827",2022-09-19,0.2037
"828",2022-09-20,0.2153
"829",2022-09-21,0.2041
"830",2022-09-22,0.1968
"831",2022-09-23,0.1889
"832",2022-09-26,0.1887
"833",2022-09-27,0.2084
"834",2022-09-28,0.1894
"835",2022-09-29,0.1917
"836",2022-09-30,0.1846
"837",2022-10-03,0.1844
"838",2022-10-04,0.1933
"839",2022-10-05,0.1997
"840",2022-10-06,0.1972
"841",2022-10-07,0.1989
"842",2022-10-10,0.1914
"843",2022-10-11,0.1988
"844",2022-10-12,0.1887
"845",2022-10-13,0.1877
"846",2022-10-14,0.1638
"847",2022-10-17,0.1717
"848",2022-10-18,0.1767
"849",2022-10-19,0.1834
"850",2022-10-20,0.1821
"851",2022-10-21,0.1917
"852",2022-10-24,0.1826
"853",2022-10-25,0.2055
"854",2022-10-26,0.199
"855",2022-10-27,0.2068
"856",2022-10-28,0.2018
"857",2022-10-31,0.1943
"858",2022-11-01,0.1927
"859",2022-11-02,0.1744
"860",2022-11-03,0.1871
"861",2022-11-04,0.2059
"862",2022-11-07,0.2001
"863",2022-11-08,0.2258
"864",2022-11-09,0.2132
"865",2022-11-10,0.2309
"866",2022-11-11,0.2182
"867",2022-11-14,0.2117
"868",2022-11-15,0.2017
"869",2022-11-16,0.2077
"870",2022-11-17,0.1964
"871",2022-11-18,0.2063
"872",2022-11-21,0.1818
"873",2022-11-22,0.1793
"874",2022-11-23,0.1564
"875",2022-11-25,0.1742
"876",2022-11-28,0.167
"877",2022-11-29,0.1754
"878",2022-11-30,0.1747
"879",2022-12-01,0.1777
"880",2022-12-02,0.2052
"881",2022-12-05,0.2173
"882",2022-12-06,0.2179
"883",2022-12-07,0.2213
"884",2022-12-08,0.2007
"885",2022-12-09,0.2031
"886",2022-12-12,0.196
"887",2022-12-13,0.1985
"888",2022-12-14,0.2005
"889",2022-12-15,0.2147
"890",2022-12-16,0.2262
"891",2022-12-19,0.2453
"892",2022-12-20,0.249
"893",2022-12-21,0.2861
"894",2022-12-22,0.2556
"895",2022-12-23,0.2682
"896",2022-12-27,0.2438
"897",2022-12-28,0.2526
"898",2022-12-29,0.2573
"899",2022-12-30,0.2635
"900",2023-01-03,0.2728
"901",2023-01-04,0.281
"902",2023-01-05,0.2778
"903",2023-01-06,0.275
"904",2023-01-09,0.278
"905",2023-01-10,0.3057
"906",2023-01-11,0.293
"907",2023-01-12,0.2829
"908",2023-01-13,0.29
"909",2023-01-17,0.2836
"910",2023-01-18,0.269
"911",2023-01-19,0.2612
"912",2023-01-20,0.2454
"913",2023-01-23,0.2563
"914",2023-01-24,0.2403
"915",2023-01-25,0.2657
"916",2023-01-26,0.2892
"917",2023-01-27,0.3038
"918",2023-01-30,0.2976
"919",2023-01-31,0.2962
"920",2023-02-01,0.2775
"921",2023-02-02,0.2878
"922",2023-02-03,0.2716
"923",2023-02-06,0.2703
"924",2023-02-07,0.2613
"925",2023-02-08,0.2664
"926",2023-02-09,0.2591
"927",2023-02-10,0.2514
"928",2023-02-13,0.2685
"929",2023-02-14,0.2775
"930",2023-02-15,0.2621
"931",2023-02-16,0.2751
"932",2023-02-17,0.2855
"933",2023-02-21,0.277
