"","date","OXY"
"1",2019-06-10,0.0941
"2",2019-06-11,0.0695
"3",2019-06-12,0.0411999999999999
"4",2019-06-13,0.0198
"5",2019-06-14,0.0344000000000001
"6",2019-06-17,0.0356
"7",2019-06-18,0.0276
"8",2019-06-19,0.0203
"9",2019-06-20,0.0387999999999999
"10",2019-06-21,0.0521999999999999
"11",2019-06-24,0.0604
"12",2019-06-25,0.0679
"13",2019-06-26,0.0855
"14",2019-06-27,0.0752
"15",2019-06-28,0.0856
"16",2019-07-01,0.0895999999999999
"17",2019-07-02,0.0778
"18",2019-07-03,0.0809
"19",2019-07-05,0.0652
"20",2019-07-08,0.0464
"21",2019-07-09,0.036
"22",2019-07-10,0.0411
"23",2019-07-11,0.0482
"24",2019-07-12,0.0485
"25",2019-07-15,0.0493
"26",2019-07-16,0.0603
"27",2019-07-17,0.0628
"28",2019-07-18,0.0726
"29",2019-07-19,0.0796
"30",2019-07-22,0.0908
"31",2019-07-23,0.1196
"32",2019-07-24,0.1271
"33",2019-07-25,0.1001
"34",2019-07-26,0.108
"35",2019-07-29,0.1209
"36",2019-07-30,0.1326
"37",2019-07-31,0.1389
"38",2019-08-01,0.1319
"39",2019-08-02,0.1375
"40",2019-08-05,0.1397
"41",2019-08-06,0.146
"42",2019-08-07,0.1638
"43",2019-08-08,0.1587
"44",2019-08-09,0.1663
"45",2019-08-12,0.1804
"46",2019-08-13,0.1969
"47",2019-08-14,0.223
"48",2019-08-15,0.2016
"49",2019-08-16,0.19
"50",2019-08-19,0.1913
"51",2019-08-20,0.2004
"52",2019-08-21,0.1972
"53",2019-08-22,0.1788
"54",2019-08-23,0.1973
"55",2019-08-26,0.2075
"56",2019-08-27,0.231
"57",2019-08-28,0.2263
"58",2019-08-29,0.2297
"59",2019-08-30,0.2392
"60",2019-09-03,0.2356
"61",2019-09-04,0.2414
"62",2019-09-05,0.2409
"63",2019-09-06,0.2255
"64",2019-09-09,0.2306
"65",2019-09-10,0.2322
"66",2019-09-11,0.2406
"67",2019-09-12,0.2458
"68",2019-09-13,0.2425
"69",2019-09-16,0.2445
"70",2019-09-17,0.237
"71",2019-09-18,0.2513
"72",2019-09-19,0.258
"73",2019-09-20,0.2445
"74",2019-09-23,0.242
"75",2019-09-24,0.235
"76",2019-09-25,0.2257
"77",2019-09-26,0.2317
"78",2019-09-27,0.2382
"79",2019-09-30,0.237
"80",2019-10-01,0.2472
"81",2019-10-02,0.2334
"82",2019-10-03,0.2173
"83",2019-10-04,0.1914
"84",2019-10-07,0.1771
"85",2019-10-08,0.1709
"86",2019-10-09,0.1548
"87",2019-10-10,0.0783
"88",2019-10-11,0.0542
"89",2019-10-14,0.0723
"90",2019-10-15,0.0732
"91",2019-10-16,0.0516
"92",2019-10-17,0.0453
"93",2019-10-18,0.0697
"94",2019-10-21,0.0633
"95",2019-10-22,0.0538
"96",2019-10-23,0.0483
"97",2019-10-24,0.0461
"98",2019-10-25,0.0448
"99",2019-10-28,0.0511
"100",2019-10-29,0.0436
"101",2019-10-30,0.0429
"102",2019-10-31,0.0472
"103",2019-11-01,0.0524000000000001
"104",2019-11-04,0.0554
"105",2019-11-05,0.056
"106",2019-11-06,0.0611
"107",2019-11-07,0.0663
"108",2019-11-08,0.0685999999999999
"109",2019-11-11,0.0702
"110",2019-11-12,0.0828
"111",2019-11-13,0.113
"112",2019-11-14,0.1135
"113",2019-11-15,0.1047
"114",2019-11-18,0.1208
"115",2019-11-19,0.1251
"116",2019-11-20,0.1507
"117",2019-11-21,0.1616
"118",2019-11-22,0.1701
"119",2019-11-25,0.1889
"120",2019-11-26,0.1909
"121",2019-11-27,0.2058
"122",2019-11-29,0.2089
"123",2019-12-02,0.194
"124",2019-12-03,0.2074
"125",2019-12-04,0.2106
"126",2019-12-05,0.2294
"127",2019-12-06,0.2401
"128",2019-12-09,0.2341
"129",2019-12-10,0.2335
"130",2019-12-11,0.248
"131",2019-12-12,0.2606
"132",2019-12-13,0.2539
"133",2019-12-16,0.2543
"134",2019-12-17,0.2536
"135",2019-12-18,0.2548
"136",2019-12-19,0.2566
"137",2019-12-20,0.2657
"138",2019-12-23,0.266
"139",2019-12-24,0.2521
"140",2019-12-26,0.245
"141",2019-12-27,0.2563
"142",2019-12-30,0.253
"143",2019-12-31,0.2671
"144",2020-01-02,0.2372
"145",2020-01-03,0.2412
"146",2020-01-06,0.2394
"147",2020-01-07,0.2405
"148",2020-01-08,0.2112
"149",2020-01-09,0.2157
"150",2020-01-10,0.223
"151",2020-01-13,0.2467
"152",2020-01-14,0.2438
"153",2020-01-15,0.2306
"154",2020-01-16,0.2149
"155",2020-01-17,0.2265
"156",2020-01-21,0.2373
"157",2020-01-22,0.2732
"158",2020-01-23,0.2545
"159",2020-01-24,0.2347
"160",2020-01-27,0.2209
"161",2020-01-28,0.2309
"162",2020-01-29,0.2288
"163",2020-01-30,0.2231
"164",2020-01-31,0.2121
"165",2020-02-03,0.2026
"166",2020-02-04,0.1996
"167",2020-02-05,0.2076
"168",2020-02-06,0.1778
"169",2020-02-07,0.166
"170",2020-02-10,0.1773
"171",2020-02-11,0.2311
"172",2020-02-12,0.2497
"173",2020-02-13,0.2374
"174",2020-02-14,0.2119
"175",2020-02-18,0.2326
"176",2020-02-19,0.2388
"177",2020-02-20,0.2398
"178",2020-02-21,0.2117
"179",2020-02-24,0.2209
"180",2020-02-25,0.2093
"181",2020-02-26,0.2306
"182",2020-02-27,0.2469
"183",2020-02-28,0.2605
"184",2020-03-02,0.2373
"185",2020-03-03,0.2112
"186",2020-03-04,0.2166
"187",2020-03-05,0.2219
"188",2020-03-06,0.2352
"189",2020-03-09,0.4954
"190",2020-03-10,0.5214
"191",2020-03-11,0.5602
"192",2020-03-12,0.5821
"193",2020-03-13,0.5794
"194",2020-03-16,0.5642
"195",2020-03-17,0.5361
"196",2020-03-18,0.5123
"197",2020-03-19,0.62
"198",2020-03-20,0.6358
"199",2020-03-23,0.7579
"200",2020-03-24,0.7279
"201",2020-03-25,0.7834
"202",2020-03-26,0.7701
"203",2020-03-27,0.7612
"204",2020-03-30,0.7627
"205",2020-03-31,0.735
"206",2020-04-01,0.6878
"207",2020-04-02,0.6754
"208",2020-04-03,0.6575
"209",2020-04-06,0.7456
"210",2020-04-07,0.7098
"211",2020-04-08,0.7342
"212",2020-04-09,0.6286
"213",2020-04-13,0.7451
"214",2020-04-14,0.7554
"215",2020-04-15,0.7762
"216",2020-04-16,0.7532
"217",2020-04-17,0.6955
"218",2020-04-20,0.5491
"219",2020-04-21,0.6677
"220",2020-04-22,0.6791
"221",2020-04-23,0.696
"222",2020-04-24,0.6639
"223",2020-04-27,0.6002
"224",2020-04-28,0.531
"225",2020-04-29,0.5281
"226",2020-04-30,0.5325
"227",2020-05-01,0.5696
"228",2020-05-04,0.4602
"229",2020-05-05,0.4602
"230",2020-05-06,0.4868
"231",2020-05-07,0.4884
"232",2020-05-08,0.4457
"233",2020-05-11,0.3633
"234",2020-05-12,0.3329
"235",2020-05-13,0.2922
"236",2020-05-14,0.2359
"237",2020-05-15,0.296
"238",2020-05-18,0.2563
"239",2020-05-19,0.2861
"240",2020-05-20,0.219
"241",2020-05-21,0.2522
"242",2020-05-22,0.2227
"243",2020-05-26,0.2511
"244",2020-05-27,0.2445
"245",2020-05-28,0.2678
"246",2020-05-29,0.255
"247",2020-06-01,0.2238
"248",2020-06-02,0.1356
"249",2020-06-03,0.1856
"250",2020-06-04,0.2086
"251",2020-06-05,0.1743
"252",2020-06-08,0.1934
"253",2020-06-09,0.1944
"254",2020-06-10,0.175
"255",2020-06-11,0.1952
"256",2020-06-12,0.2013
"257",2020-06-15,0.1934
"258",2020-06-16,0.1777
"259",2020-06-17,0.1698
"260",2020-06-18,0.1419
"261",2020-06-19,0.1427
"262",2020-06-22,0.1151
"263",2020-06-23,0.1896
"264",2020-06-24,0.2019
"265",2020-06-25,0.1948
"266",2020-06-26,0.2038
"267",2020-06-29,0.1949
"268",2020-06-30,0.1565
"269",2020-07-01,0.2161
"270",2020-07-02,0.2315
"271",2020-07-06,0.2653
"272",2020-07-07,0.2451
"273",2020-07-08,0.2543
"274",2020-07-09,0.2696
"275",2020-07-10,0.2688
"276",2020-07-13,0.2823
"277",2020-07-14,0.3149
"278",2020-07-15,0.2843
"279",2020-07-16,0.3656
"280",2020-07-17,0.359
"281",2020-07-20,0.3624
"282",2020-07-21,0.3378
"283",2020-07-22,0.3361
"284",2020-07-23,0.2683
"285",2020-07-24,0.3232
"286",2020-07-27,0.3246
"287",2020-07-28,0.3244
"288",2020-07-29,0.2625
"289",2020-07-30,0.3125
"290",2020-07-31,0.3161
"291",2020-08-03,0.3435
"292",2020-08-04,0.35
"293",2020-08-05,0.35
"294",2020-08-06,0.3121
"295",2020-08-07,0.2421
"296",2020-08-10,0.2209
"297",2020-08-11,0.2741
"298",2020-08-12,0.2635
"299",2020-08-13,0.3072
"300",2020-08-14,0.2627
"301",2020-08-17,0.2473
"302",2020-08-18,0.2568
"303",2020-08-19,0.281
"304",2020-08-20,0.287
"305",2020-08-21,0.2873
"306",2020-08-24,0.2402
"307",2020-08-25,0.2538
"308",2020-08-26,0.1699
"309",2020-08-27,0.2401
"310",2020-08-28,0.2432
"311",2020-08-31,0.3286
"312",2020-09-01,0.3092
"313",2020-09-02,0.2956
"314",2020-09-03,0.2677
"315",2020-09-04,0.3099
"316",2020-09-08,0.299
"317",2020-09-09,0.2573
"318",2020-09-10,0.2659
"319",2020-09-11,0.3094
"320",2020-09-14,0.3014
"321",2020-09-15,0.3437
"322",2020-09-16,0.3293
"323",2020-09-17,0.32
"324",2020-09-18,0.2695
"325",2020-09-21,0.2874
"326",2020-09-22,0.2929
"327",2020-09-23,0.2756
"328",2020-09-24,0.2237
"329",2020-09-25,0.2916
"330",2020-09-28,0.2757
"331",2020-09-29,0.2821
"332",2020-09-30,0.2551
"333",2020-10-01,0.3139
"334",2020-10-02,0.3026
"335",2020-10-05,0.3163
"336",2020-10-06,0.2848
"337",2020-10-07,0.2742
"338",2020-10-08,0.1747
"339",2020-10-09,0.1861
"340",2020-10-12,0.2047
"341",2020-10-13,0.2596
"342",2020-10-14,0.2596
"343",2020-10-15,0.2739
"344",2020-10-16,0.2325
"345",2020-10-19,0.2374
"346",2020-10-20,0.248
"347",2020-10-21,0.2792
"348",2020-10-22,0.2218
"349",2020-10-23,0.2333
"350",2020-10-26,0.1683
"351",2020-10-27,0.2254
"352",2020-10-28,0.2278
"353",2020-10-29,0.256
"354",2020-10-30,0.2732
"355",2020-11-02,0.2639
"356",2020-11-03,0.2347
"357",2020-11-04,0.2808
"358",2020-11-05,0.2564
"359",2020-11-06,0.3143
"360",2020-11-09,0.2784
"361",2020-11-10,0.2564
"362",2020-11-11,0.2848
"363",2020-11-12,0.3021
"364",2020-11-13,0.2838
"365",2020-11-16,0.2804
"366",2020-11-17,0.2502
"367",2020-11-18,0.2808
"368",2020-11-19,0.2246
"369",2020-11-20,0.324
"370",2020-11-23,0.3543
"371",2020-11-24,0.376
"372",2020-11-25,0.281
"373",2020-11-27,0.3157
"374",2020-11-30,0.3084
"375",2020-12-01,0.3484
"376",2020-12-02,0.3396
"377",2020-12-03,0.3276
"378",2020-12-04,0.2591
"379",2020-12-07,0.2557
"380",2020-12-08,0.2422
"381",2020-12-09,0.3387
"382",2020-12-10,0.3432
"383",2020-12-11,0.3352
"384",2020-12-14,0.3293
"385",2020-12-15,0.2994
"386",2020-12-16,0.2597
"387",2020-12-17,0.2626
"388",2020-12-18,0.2376
"389",2020-12-21,0.3052
"390",2020-12-22,0.2965
"391",2020-12-23,0.3264
"392",2020-12-24,0.2861
"393",2020-12-28,0.2974
"394",2020-12-29,0.2255
"395",2020-12-30,0.2637
"396",2020-12-31,0.2417
"397",2021-01-04,0.2499
"398",2021-01-05,0.1815
"399",2021-01-06,0.2197
"400",2021-01-07,0.2008
"401",2021-01-08,0.2102
"402",2021-01-11,0.214
"403",2021-01-12,0.2375
"404",2021-01-13,0.1758
"405",2021-01-14,0.166
"406",2021-01-15,0.2041
"407",2021-01-19,0.2328
"408",2021-01-20,0.1672
"409",2021-01-21,0.2044
"410",2021-01-22,0.2034
"411",2021-01-25,0.2356
"412",2021-01-26,0.2346
"413",2021-01-27,0.2355
"414",2021-01-28,0.2063
"415",2021-01-29,0.1825
"416",2021-02-01,0.1485
"417",2021-02-02,0.1924
"418",2021-02-03,0.1722
"419",2021-02-04,0.2032
"420",2021-02-05,0.19
"421",2021-02-08,0.1941
"422",2021-02-09,0.1642
"423",2021-02-10,0.239
"424",2021-02-11,0.2505
"425",2021-02-12,0.2833
"426",2021-02-16,0.265
"427",2021-02-17,0.2533
"428",2021-02-18,0.217
"429",2021-02-19,0.2619
"430",2021-02-22,0.2787
"431",2021-02-23,0.371
"432",2021-02-24,0.3667
"433",2021-02-25,0.3589
"434",2021-02-26,0.3292
"435",2021-03-01,0.3275
"436",2021-03-02,0.3168
"437",2021-03-03,0.3415
"438",2021-03-04,0.249
"439",2021-03-05,0.3004
"440",2021-03-08,0.2641
"441",2021-03-09,0.3219
"442",2021-03-10,0.3168
"443",2021-03-11,0.3349
"444",2021-03-12,0.2835
"445",2021-03-15,0.3033
"446",2021-03-16,0.2908
"447",2021-03-17,0.3352
"448",2021-03-18,0.2853
"449",2021-03-19,0.2895
"450",2021-03-22,0.295
"451",2021-03-23,0.3352
"452",2021-03-24,0.2967
"453",2021-03-25,0.352
"454",2021-03-26,0.3533
"455",2021-03-29,0.3957
"456",2021-03-30,0.3523
"457",2021-03-31,0.3768
"458",2021-04-01,0.3698
"459",2021-04-05,0.4342
"460",2021-04-06,0.4018
"461",2021-04-07,0.4829
"462",2021-04-08,0.4674
"463",2021-04-09,0.4687
"464",2021-04-12,0.4484
"465",2021-04-13,0.5575
"466",2021-04-14,0.5521
"467",2021-04-15,0.5688
"468",2021-04-16,0.5229
"469",2021-04-19,0.5613
"470",2021-04-20,0.5188
"471",2021-04-21,0.5219
"472",2021-04-22,0.543
"473",2021-04-23,0.5424
"474",2021-04-26,0.516
"475",2021-04-27,0.5085
"476",2021-04-28,0.4666
"477",2021-04-29,0.4853
"478",2021-04-30,0.4383
"479",2021-05-03,0.5402
"480",2021-05-04,0.5121
"481",2021-05-05,0.5222
"482",2021-05-06,0.4578
"483",2021-05-07,0.4973
"484",2021-05-10,0.4457
"485",2021-05-11,0.4608
"486",2021-05-12,0.4322
"487",2021-05-13,0.543
"488",2021-05-14,0.4464
"489",2021-05-17,0.4799
"490",2021-05-18,0.4429
"491",2021-05-19,0.4931
"492",2021-05-20,0.4331
"493",2021-05-21,0.3993
"494",2021-05-24,0.3578
"495",2021-05-25,0.3653
"496",2021-05-26,0.3312
"497",2021-05-27,0.3275
"498",2021-05-28,0.3191
"499",2021-06-01,0.3303
"500",2021-06-02,0.2972
"501",2021-06-03,0.3355
"502",2021-06-04,0.3274
"503",2021-06-07,0.3175
"504",2021-06-08,0.3193
"505",2021-06-09,0.3465
"506",2021-06-10,0.317
"507",2021-06-11,0.3112
"508",2021-06-14,0.2788
"509",2021-06-15,0.2806
"510",2021-06-16,0.3022
"511",2021-06-17,0.3021
"512",2021-06-18,0.2651
"513",2021-06-21,0.2708
"514",2021-06-22,0.2427
"515",2021-06-23,0.2349
"516",2021-06-24,0.241
"517",2021-06-25,0.2436
"518",2021-06-28,0.2108
"519",2021-06-29,0.2329
"520",2021-06-30,0.2024
"521",2021-07-01,0.2037
"522",2021-07-02,0.1576
"523",2021-07-06,0.1363
"524",2021-07-07,0.1066
"525",2021-07-08,0.1032
"526",2021-07-09,0.0791999999999999
"527",2021-07-12,0.0856
"528",2021-07-13,0.0679
"529",2021-07-14,0.079
"530",2021-07-15,0.0878
"531",2021-07-16,0.087
"532",2021-07-19,0.0958
"533",2021-07-20,0.1116
"534",2021-07-21,0.1154
"535",2021-07-22,0.1115
"536",2021-07-23,0.1095
"537",2021-07-26,0.0885
"538",2021-07-27,0.0985
"539",2021-07-28,0.1288
"540",2021-07-29,0.148
"541",2021-07-30,0.169
"542",2021-08-02,0.193
"543",2021-08-03,0.2591
"544",2021-08-04,0.322
"545",2021-08-05,0.3871
"546",2021-08-06,0.4158
"547",2021-08-09,0.3953
"548",2021-08-10,0.3045
"549",2021-08-11,0.3084
"550",2021-08-12,0.2823
"551",2021-08-13,0.2907
"552",2021-08-16,0.3233
"553",2021-08-17,0.297
"554",2021-08-18,0.2814
"555",2021-08-19,0.2912
"556",2021-08-20,0.2927
"557",2021-08-23,0.3094
"558",2021-08-24,0.2928
"559",2021-08-25,0.272
"560",2021-08-26,0.2662
"561",2021-08-27,0.2812
"562",2021-08-30,0.2517
"563",2021-08-31,0.2804
"564",2021-09-01,0.2708
"565",2021-09-02,0.2705
"566",2021-09-03,0.254
"567",2021-09-07,0.2706
"568",2021-09-08,0.2691
"569",2021-09-09,0.2717
"570",2021-09-10,0.2647
