"","date","ENGI11"
"1",2020-03-19,0.2906
"2",2020-03-20,0.2994
"3",2020-03-23,0.3108
"4",2020-03-24,0.3379
"5",2020-03-25,0.3576
"6",2020-03-26,0.3841
"7",2020-03-27,0.3618
"8",2020-03-30,0.3626
"9",2020-03-31,0.3558
"10",2020-04-01,0.3466
"11",2020-04-02,0.3208
"12",2020-04-03,0.2977
"13",2020-04-06,0.3045
"14",2020-04-07,0.3283
"15",2020-04-08,0.3492
"16",2020-04-09,0.3627
"17",2020-04-13,0.345
"18",2020-04-14,0.3505
"19",2020-04-15,0.3247
"20",2020-04-16,0.3365
"21",2020-04-17,0.313
"22",2020-04-20,0.2949
"23",2020-04-22,0.2764
"24",2020-04-23,0.2834
"25",2020-04-24,0.2632
"26",2020-04-27,0.2879
"27",2020-04-28,0.2668
"28",2020-04-29,0.2516
"29",2020-04-30,0.2244
"30",2020-05-04,0.2223
"31",2020-05-05,0.1997
"32",2020-05-06,0.1906
"33",2020-05-07,0.2016
"34",2020-05-08,0.2017
"35",2020-05-11,0.1753
"36",2020-05-12,0.1773
"37",2020-05-13,0.1667
"38",2020-05-14,0.1787
"39",2020-05-15,0.1434
"40",2020-05-18,0.1396
"41",2020-05-19,0.1166
"42",2020-05-20,0.1078
"43",2020-05-21,0.1103
"44",2020-05-22,0.1128
"45",2020-05-25,0.1089
"46",2020-05-26,0.1102
"47",2020-05-27,0.0878
"48",2020-05-28,0.0856
"49",2020-05-29,0.0741000000000001
"50",2020-06-01,0.0749
"51",2020-06-02,0.0713
"52",2020-06-03,0.0714
"53",2020-06-04,0.0659000000000001
"54",2020-06-05,0.0718000000000001
"55",2020-06-08,0.0629000000000001
"56",2020-06-09,0.0827999999999999
"57",2020-06-10,0.0744
"58",2020-06-12,0.0659
"59",2020-06-15,0.0696
"60",2020-06-16,0.0767
"61",2020-06-17,0.0974
"62",2020-06-18,0.0902000000000001
"63",2020-06-19,0.0954
"64",2020-06-22,0.1042
"65",2020-06-23,0.111
"66",2020-06-24,0.1098
"67",2020-06-25,0.1157
"68",2020-06-26,0.0988
"69",2020-06-29,0.0997
"70",2020-06-30,0.0802
"71",2020-07-01,0.0951
"72",2020-07-02,0.1034
"73",2020-07-03,0.1068
"74",2020-07-06,0.1056
"75",2020-07-07,0.0988
"76",2020-07-08,0.083
"77",2020-07-09,0.0870000000000001
"78",2020-07-10,0.0776
"79",2020-07-13,0.0804999999999999
"80",2020-07-14,0.0592
"81",2020-07-15,0.0659000000000001
"82",2020-07-16,0.0669
"83",2020-07-17,0.0556
"84",2020-07-20,0.0502
"85",2020-07-21,0.0509000000000001
"86",2020-07-22,0.0707
"87",2020-07-23,0.0762
"88",2020-07-24,0.0722
"89",2020-07-27,0.0662999999999999
"90",2020-07-28,0.0897
"91",2020-07-29,0.0733
"92",2020-07-30,0.074
"93",2020-07-31,0.0702999999999999
"94",2020-08-03,0.0670000000000001
"95",2020-08-04,0.0491
"96",2020-08-05,0.0639999999999999
"97",2020-08-06,0.0558999999999999
"98",2020-08-07,0.0574
"99",2020-08-10,0.0526
"100",2020-08-11,0.0533999999999999
"101",2020-08-12,0.0536
"102",2020-08-13,0.0546
"103",2020-08-14,0.0621
"104",2020-08-17,0.0728
"105",2020-08-18,0.0695
"106",2020-08-19,0.0825
"107",2020-08-20,0.0566
"108",2020-08-21,0.0530999999999999
"109",2020-08-24,0.0686
"110",2020-08-25,0.0749000000000001
"111",2020-08-26,0.1
"112",2020-08-27,0.1131
"113",2020-08-28,0.1253
"114",2020-08-31,0.1456
"115",2020-09-01,0.1477
"116",2020-09-02,0.1503
"117",2020-09-03,0.157
"118",2020-09-04,0.1691
"119",2020-09-08,0.1988
"120",2020-09-09,0.1952
"121",2020-09-10,0.2353
"122",2020-09-11,0.2314
"123",2020-09-14,0.2358
"124",2020-09-15,0.2377
"125",2020-09-16,0.2368
"126",2020-09-17,0.2159
"127",2020-09-18,0.2165
"128",2020-09-21,0.195
"129",2020-09-22,0.2064
"130",2020-09-23,0.1978
"131",2020-09-24,0.2139
"132",2020-09-25,0.2016
"133",2020-09-28,0.1971
"134",2020-09-29,0.1814
"135",2020-09-30,0.1621
"136",2020-10-01,0.149
"137",2020-10-02,0.1613
"138",2020-10-05,0.1452
"139",2020-10-06,0.1411
"140",2020-10-07,0.1243
"141",2020-10-08,0.1302
"142",2020-10-09,0.1176
"143",2020-10-13,0.1129
"144",2020-10-14,0.1022
"145",2020-10-15,0.0869
"146",2020-10-16,0.0654
"147",2020-10-19,0.0607
"148",2020-10-20,0.0725
"149",2020-10-21,0.0598
"150",2020-10-22,0.0593
"151",2020-10-23,0.0498999999999999
"152",2020-10-26,0.0514
"153",2020-10-27,0.0555
"154",2020-10-28,0.0489999999999999
"155",2020-10-29,0.0417000000000001
"156",2020-10-30,0.0455
"157",2020-11-03,0.0433
"158",2020-11-04,0.0531
"159",2020-11-05,0.0512
"160",2020-11-06,0.0748000000000001
"161",2020-11-09,0.0682
"162",2020-11-10,0.0686
"163",2020-11-11,0.0574
"164",2020-11-12,0.0693
"165",2020-11-13,0.0607
"166",2020-11-16,0.0674999999999999
"167",2020-11-17,0.0356000000000001
"168",2020-11-18,0.0464
"169",2020-11-19,0.0446
"170",2020-11-23,0.0560999999999999
"171",2020-11-24,0.0589
"172",2020-11-25,0.0503
"173",2020-11-26,0.0494
"174",2020-11-27,0.0713999999999999
"175",2020-11-30,0.0748000000000001
"176",2020-12-01,0.1176
"177",2020-12-02,0.0951
"178",2020-12-03,0.1045
"179",2020-12-04,0.0671
"180",2020-12-07,0.0828
"181",2020-12-08,0.0615
"182",2020-12-09,0.0505000000000001
"183",2020-12-10,0.0471
"184",2020-12-11,0.0463
"185",2020-12-14,0.0427
"186",2020-12-15,0.0564
"187",2020-12-16,0.0588000000000001
"188",2020-12-17,0.0759
"189",2020-12-18,0.0701000000000001
"190",2020-12-21,0.0666
"191",2020-12-22,0.0511
"192",2020-12-23,0.0468999999999999
"193",2020-12-28,0.0537000000000001
"194",2020-12-29,0.0544
"195",2020-12-30,0.0505
"196",2021-01-04,0.0469999999999999
"197",2021-01-05,0.0442
"198",2021-01-06,0.0466
"199",2021-01-07,0.0475
"200",2021-01-08,0.0486
"201",2021-01-11,0.0481
"202",2021-01-12,0.0488000000000001
"203",2021-01-13,0.0417999999999999
"204",2021-01-14,0.0396000000000001
"205",2021-01-15,0.0443
"206",2021-01-18,0.0445
"207",2021-01-19,0.0431
"208",2021-01-20,0.0427000000000001
"209",2021-01-21,0.041
"210",2021-01-22,0.0444
"211",2021-01-26,0.0345
"212",2021-01-27,0.0408999999999999
"213",2021-01-28,0.0683
"214",2021-01-29,0.0769
"215",2021-02-01,0.0692
"216",2021-02-02,0.0966
"217",2021-02-03,0.0703
"218",2021-02-04,0.0826
"219",2021-02-05,0.0802
"220",2021-02-08,0.0997
"221",2021-02-09,0.0791000000000001
"222",2021-02-10,0.0914999999999999
"223",2021-02-11,0.1053
"224",2021-02-12,0.134
"225",2021-02-17,0.1452
"226",2021-02-18,0.1572
"227",2021-02-19,0.119
"228",2021-02-22,0.1169
"229",2021-02-23,0.1084
"230",2021-02-24,0.1325
"231",2021-02-25,0.1196
"232",2021-02-26,0.1229
"233",2021-03-01,0.1217
"234",2021-03-02,0.1277
"235",2021-03-03,0.1173
"236",2021-03-04,0.1483
"237",2021-03-05,0.1432
"238",2021-03-08,0.1705
"239",2021-03-09,0.1438
"240",2021-03-10,0.1423
"241",2021-03-11,0.1206
"242",2021-03-12,0.1039
"243",2021-03-15,0.1048
"244",2021-03-16,0.1033
"245",2021-03-17,0.0917
"246",2021-03-18,0.1115
"247",2021-03-19,0.086
"248",2021-03-22,0.1032
"249",2021-03-23,0.0825
"250",2021-03-24,0.0735
"251",2021-03-25,0.0549999999999999
"252",2021-03-26,0.0578000000000001
"253",2021-03-29,0.0542
"254",2021-03-30,0.0545000000000001
"255",2021-03-31,0.0564
"256",2021-04-01,0.0485
"257",2021-04-05,0.0548
"258",2021-04-06,0.0484
"259",2021-04-07,0.0595
"260",2021-04-08,0.0484
"261",2021-04-09,0.0531
"262",2021-04-12,0.0528
"263",2021-04-13,0.0579
"264",2021-04-14,0.0491
"265",2021-04-15,0.0598000000000001
"266",2021-04-16,0.0921
"267",2021-04-19,0.0931999999999999
"268",2021-04-20,0.1204
"269",2021-04-22,0.1183
"270",2021-04-23,0.1437
"271",2021-04-26,0.1377
"272",2021-04-27,0.1671
"273",2021-04-28,0.1777
"274",2021-04-29,0.1722
"275",2021-04-30,0.1666
"276",2021-05-03,0.1842
"277",2021-05-04,0.1683
"278",2021-05-05,0.1883
"279",2021-05-06,0.1772
"280",2021-05-07,0.1836
"281",2021-05-10,0.1725
"282",2021-05-11,0.1779
"283",2021-05-12,0.16
"284",2021-05-13,0.1594
"285",2021-05-14,0.1517
"286",2021-05-17,0.1529
"287",2021-05-18,0.1265
"288",2021-05-19,0.1492
"289",2021-05-20,0.146
"290",2021-05-21,0.2033
"291",2021-05-24,0.2213
"292",2021-05-25,0.2102
"293",2021-05-26,0.1939
"294",2021-05-27,0.1914
"295",2021-05-28,0.1966
"296",2021-05-31,0.209
"297",2021-06-01,0.1855
"298",2021-06-02,0.1887
"299",2021-06-04,0.1708
"300",2021-06-07,0.1782
"301",2021-06-08,0.1734
"302",2021-06-09,0.1806
"303",2021-06-10,0.1858
"304",2021-06-11,0.2186
"305",2021-06-14,0.2103
"306",2021-06-15,0.2244
"307",2021-06-16,0.2024
"308",2021-06-17,0.1995
"309",2021-06-18,0.1712
"310",2021-06-21,0.17
"311",2021-06-22,0.1549
"312",2021-06-23,0.1528
"313",2021-06-24,0.1376
"314",2021-06-25,0.1426
"315",2021-06-28,0.1246
"316",2021-06-29,0.1262
"317",2021-06-30,0.1168
"318",2021-07-01,0.1121
"319",2021-07-02,0.0997
"320",2021-07-05,0.1094
"321",2021-07-06,0.1
"322",2021-07-07,0.0898000000000001
"323",2021-07-08,0.0922999999999999
"324",2021-07-12,0.0906
"325",2021-07-13,0.0727
"326",2021-07-14,0.0663
"327",2021-07-15,0.053
"328",2021-07-16,0.0624
"329",2021-07-19,0.0682999999999999
"330",2021-07-20,0.0626
"331",2021-07-21,0.0630999999999999
"332",2021-07-22,0.0680999999999999
"333",2021-07-23,0.0749
"334",2021-07-26,0.0794999999999999
"335",2021-07-27,0.0916999999999999
"336",2021-07-28,0.0956
"337",2021-07-29,0.0994
"338",2021-07-30,0.1053
"339",2021-08-02,0.1002
"340",2021-08-03,0.0829000000000001
"341",2021-08-04,0.0784
"342",2021-08-05,0.0682
"343",2021-08-06,0.0817
"344",2021-08-09,0.0918
"345",2021-08-10,0.1098
"346",2021-08-11,0.1205
"347",2021-08-12,0.1053
"348",2021-08-13,0.1115
"349",2021-08-16,0.1702
"350",2021-08-17,0.229
"351",2021-08-18,0.2932
"352",2021-08-19,0.3369
"353",2021-08-20,0.3955
"354",2021-08-23,0.4364
"355",2021-08-24,0.4671
"356",2021-08-25,0.4625
"357",2021-08-26,0.4638
"358",2021-08-27,0.4857
"359",2021-08-30,0.4408
"360",2021-08-31,0.4426
"361",2021-09-01,0.3576
"362",2021-09-02,0.3211
"363",2021-09-03,0.3239
"364",2021-09-06,0.3403
"365",2021-09-08,0.3716
"366",2021-09-09,0.3469
"367",2021-09-10,0.3465
"368",2021-09-13,0.3291
"369",2021-09-14,0.3318
"370",2021-09-15,0.348
"371",2021-09-16,0.3623
"372",2021-09-17,0.3457
"373",2021-09-20,0.356
"374",2021-09-21,0.3422
"375",2021-09-22,0.3277
"376",2021-09-23,0.3505
"377",2021-09-24,0.3542
"378",2021-09-27,0.3577
"379",2021-09-28,0.3637
"380",2021-09-29,0.3383
"381",2021-09-30,0.3191
"382",2021-10-01,0.3167
"383",2021-10-04,0.3225
"384",2021-10-05,0.3273
"385",2021-10-06,0.3245
"386",2021-10-07,0.3261
"387",2021-10-08,0.3246
"388",2021-10-11,0.2944
"389",2021-10-13,0.2691
"390",2021-10-14,0.2625
"391",2021-10-15,0.2475
"392",2021-10-18,0.2325
"393",2021-10-19,0.2376
"394",2021-10-20,0.2476
"395",2021-10-21,0.2515
"396",2021-10-22,0.2515
"397",2021-10-25,0.2475
"398",2021-10-26,0.2421
"399",2021-10-27,0.2534
"400",2021-10-28,0.2658
"401",2021-10-29,0.2752
"402",2021-11-01,0.2721
"403",2021-11-03,0.2765
"404",2021-11-04,0.262
"405",2021-11-05,0.2611
"406",2021-11-08,0.256
"407",2021-11-09,0.2558
"408",2021-11-10,0.2532
"409",2021-11-11,0.2715
"410",2021-11-12,0.2703
"411",2021-11-16,0.2728
"412",2021-11-17,0.2649
"413",2021-11-18,0.2632
"414",2021-11-19,0.2586
"415",2021-11-22,0.2643
"416",2021-11-23,0.2597
"417",2021-11-24,0.2537
"418",2021-11-25,0.2537
"419",2021-11-26,0.262
"420",2021-11-29,0.2643
"421",2021-11-30,0.2784
"422",2021-12-01,0.257
"423",2021-12-02,0.2534
"424",2021-12-03,0.2707
"425",2021-12-06,0.2736
"426",2021-12-07,0.2654
"427",2021-12-08,0.2531
"428",2021-12-09,0.2504
"429",2021-12-10,0.2558
"430",2021-12-13,0.2612
"431",2021-12-14,0.2712
"432",2021-12-15,0.2547
"433",2021-12-16,0.2694
"434",2021-12-17,0.2806
"435",2021-12-20,0.2873
"436",2021-12-21,0.2874
"437",2021-12-22,0.276
"438",2021-12-23,0.2814
"439",2021-12-27,0.287
"440",2021-12-28,0.2723
"441",2021-12-29,0.2764
"442",2021-12-30,0.2731
"443",2022-01-03,0.2848
"444",2022-01-04,0.2759
"445",2022-01-05,0.2629
"446",2022-01-06,0.2505
"447",2022-01-07,0.2374
"448",2022-01-10,0.2383
"449",2022-01-11,0.2635
"450",2022-01-12,0.2709
"451",2022-01-13,0.2707
"452",2022-01-14,0.261
"453",2022-01-17,0.2548
"454",2022-01-18,0.2657
"455",2022-01-19,0.2783
"456",2022-01-20,0.2892
"457",2022-01-21,0.2876
"458",2022-01-24,0.2619
"459",2022-01-25,0.2689
"460",2022-01-26,0.2746
"461",2022-01-27,0.268
"462",2022-01-28,0.2613
"463",2022-01-31,0.2729
"464",2022-02-01,0.2828
"465",2022-02-02,0.2798
"466",2022-02-03,0.282
"467",2022-02-04,0.2785
"468",2022-02-07,0.2638
