"","date","ENGI11"
"469",2022-02-08,0.2771
"470",2022-02-09,0.2833
"471",2022-02-10,0.2822
"472",2022-02-11,0.2855
"473",2022-02-14,0.2824
"474",2022-02-15,0.2809
"475",2022-02-16,0.2929
"476",2022-02-17,0.2884
"477",2022-02-18,0.2885
"478",2022-02-21,0.2853
"479",2022-02-22,0.2956
"480",2022-02-23,0.3037
"481",2022-02-24,0.3051
"482",2022-02-25,0.2994
"483",2022-03-02,0.2979
"484",2022-03-03,0.3099
"485",2022-03-04,0.3056
"486",2022-03-07,0.3066
"487",2022-03-08,0.2879
"488",2022-03-09,0.2797
"489",2022-03-10,0.2839
"490",2022-03-11,0.2897
"491",2022-03-14,0.2969
"492",2022-03-15,0.2813
"493",2022-03-16,0.2867
"494",2022-03-17,0.2818
"495",2022-03-18,0.2771
"496",2022-03-21,0.2965
"497",2022-03-22,0.3028
"498",2022-03-23,0.3125
"499",2022-03-24,0.3267
"500",2022-03-25,0.308
"501",2022-03-28,0.3031
"502",2022-03-29,0.2925
"503",2022-03-30,0.293
"504",2022-03-31,0.3069
"505",2022-04-01,0.3038
"506",2022-04-04,0.2892
"507",2022-04-05,0.2667
"508",2022-04-06,0.2766
"509",2022-04-07,0.2887
"510",2022-04-08,0.2765
"511",2022-04-11,0.2779
"512",2022-04-12,0.2557
"513",2022-04-13,0.2544
"514",2022-04-14,0.2676
"515",2022-04-18,0.2754
"516",2022-04-19,0.2623
"517",2022-04-20,0.2428
"518",2022-04-22,0.2403
"519",2022-04-25,0.2535
"520",2022-04-26,0.2486
"521",2022-04-27,0.2447
"522",2022-04-28,0.2412
"523",2022-04-29,0.2399
"524",2022-05-02,0.2343
"525",2022-05-03,0.229
"526",2022-05-04,0.2368
"527",2022-05-05,0.2308
"528",2022-05-06,0.234
"529",2022-05-09,0.2517
"530",2022-05-10,0.2421
"531",2022-05-11,0.2374
"532",2022-05-12,0.2516
"533",2022-05-13,0.2576
"534",2022-05-16,0.2685
"535",2022-05-17,0.2809
"536",2022-05-18,0.2821
"537",2022-05-19,0.2803
"538",2022-05-20,0.2759
"539",2022-05-23,0.2859
"540",2022-05-24,0.2885
"541",2022-05-25,0.2934
"542",2022-05-26,0.2879
"543",2022-05-27,0.2832
"544",2022-05-30,0.2876
"545",2022-05-31,0.2963
"546",2022-06-01,0.2955
"547",2022-06-02,0.3003
"548",2022-06-03,0.3022
"549",2022-06-06,0.3074
"550",2022-06-07,0.3071
"551",2022-06-08,0.3004
"552",2022-06-09,0.2947
"553",2022-06-10,0.2926
"554",2022-06-13,0.2991
"555",2022-06-14,0.2952
"556",2022-06-15,0.2815
"557",2022-06-17,0.2639
"558",2022-06-20,0.2661
"559",2022-06-21,0.2792
"560",2022-06-22,0.2794
"561",2022-06-23,0.2876
"562",2022-06-24,0.291
"563",2022-06-27,0.297
"564",2022-06-28,0.2849
"565",2022-06-29,0.2745
"566",2022-06-30,0.2677
"567",2022-07-01,0.2568
"568",2022-07-04,0.27
"569",2022-07-05,0.2818
"570",2022-07-06,0.2653
"571",2022-07-07,0.2685
"572",2022-07-08,0.2468
"573",2022-07-11,0.2448
"574",2022-07-12,0.2561
"575",2022-07-13,0.2471
"576",2022-07-14,0.2444
"577",2022-07-15,0.2344
"578",2022-07-18,0.2406
"579",2022-07-19,0.2443
"580",2022-07-20,0.2543
"581",2022-07-21,0.2755
"582",2022-07-22,0.2887
"583",2022-07-25,0.2908
"584",2022-07-26,0.2915
"585",2022-07-27,0.2765
"586",2022-07-28,0.274
"587",2022-07-29,0.2464
"588",2022-08-01,0.2389
"589",2022-08-02,0.2264
"590",2022-08-03,0.198
"591",2022-08-04,0.1821
"592",2022-08-05,0.1752
"593",2022-08-08,0.1832
"594",2022-08-09,0.1797
"595",2022-08-10,0.1884
"596",2022-08-11,0.1861
"597",2022-08-12,0.1855
"598",2022-08-15,0.196
"599",2022-08-16,0.2055
"600",2022-08-17,0.2052
"601",2022-08-18,0.2001
"602",2022-08-19,0.1951
"603",2022-08-22,0.189
"604",2022-08-23,0.1925
"605",2022-08-24,0.1922
"606",2022-08-25,0.1985
"607",2022-08-26,0.1976
"608",2022-08-29,0.1951
"609",2022-08-30,0.208
"610",2022-08-31,0.2051
"611",2022-09-01,0.201
"612",2022-09-02,0.2074
"613",2022-09-05,0.2116
"614",2022-09-06,0.2067
"615",2022-09-08,0.2017
"616",2022-09-09,0.2057
"617",2022-09-12,0.2049
"618",2022-09-13,0.2151
"619",2022-09-14,0.2161
"620",2022-09-15,0.205
"621",2022-09-16,0.1977
"622",2022-09-19,0.2063
"623",2022-09-20,0.2241
"624",2022-09-21,0.2306
"625",2022-09-22,0.2452
"626",2022-09-23,0.2339
"627",2022-09-26,0.2131
"628",2022-09-27,0.2242
"629",2022-09-28,0.2377
"630",2022-09-29,0.2479
"631",2022-09-30,0.2529
"632",2022-10-03,0.2494
"633",2022-10-04,0.2453
"634",2022-10-05,0.2544
"635",2022-10-06,0.2518
"636",2022-10-07,0.2518
"637",2022-10-10,0.25
"638",2022-10-11,0.2449
"639",2022-10-13,0.2518
"640",2022-10-14,0.2485
"641",2022-10-17,0.2485
"642",2022-10-18,0.2564
"643",2022-10-19,0.2605
"644",2022-10-20,0.253
"645",2022-10-21,0.2494
"646",2022-10-24,0.2372
"647",2022-10-25,0.2244
"648",2022-10-26,0.2189
"649",2022-10-27,0.2078
"650",2022-10-28,0.1863
"651",2022-10-31,0.1774
"652",2022-11-01,0.1747
"653",2022-11-03,0.1874
"654",2022-11-04,0.1966
"655",2022-11-07,0.1934
"656",2022-11-08,0.1822
"657",2022-11-09,0.1874
"658",2022-11-10,0.2206
"659",2022-11-11,0.2883
"660",2022-11-14,0.2792
"661",2022-11-16,0.2666
"662",2022-11-17,0.2866
"663",2022-11-18,0.2566
"664",2022-11-21,0.2738
"665",2022-11-22,0.2696
"666",2022-11-23,0.2679
"667",2022-11-24,0.2582
"668",2022-11-25,0.2551
"669",2022-11-28,0.2524
"670",2022-11-29,0.2435
"671",2022-11-30,0.2364
"672",2022-12-01,0.2323
"673",2022-12-02,0.2423
"674",2022-12-05,0.2256
"675",2022-12-06,0.2099
"676",2022-12-07,0.2037
"677",2022-12-08,0.1853
"678",2022-12-09,0.2013
"679",2022-12-12,0.194
"680",2022-12-13,0.1909
"681",2022-12-14,0.1821
"682",2022-12-15,0.1892
"683",2022-12-16,0.182
"684",2022-12-19,0.1807
"685",2022-12-20,0.1734
"686",2022-12-21,0.1736
"687",2022-12-22,0.1611
"688",2022-12-23,0.1723
"689",2022-12-26,0.1721
"690",2022-12-27,0.1689
"691",2022-12-28,0.1702
"692",2022-12-29,0.1776
