"","date","CDNS"
"1",2020-11-10,0.3197
"2",2020-11-11,0.3194
"3",2020-11-12,0.3146
"4",2020-11-13,0.3164
"5",2020-11-16,0.3127
"6",2020-11-17,0.3162
"7",2020-11-18,0.307
"8",2020-11-19,0.3167
"9",2020-11-20,0.3096
"10",2020-11-23,0.315
"11",2020-11-24,0.3174
"12",2020-11-25,0.3248
"13",2020-11-27,0.3208
"14",2020-11-30,0.3304
"15",2020-12-01,0.3259
"16",2020-12-02,0.3327
"17",2020-12-03,0.3285
"18",2020-12-04,0.3188
"19",2020-12-07,0.301
"20",2020-12-08,0.3014
"21",2020-12-09,0.2797
"22",2020-12-10,0.2807
"23",2020-12-11,0.2805
"24",2020-12-14,0.2765
"25",2020-12-15,0.2572
"26",2020-12-16,0.2537
"27",2020-12-17,0.2609
"28",2020-12-18,0.2623
"29",2020-12-21,0.2616
"30",2020-12-22,0.2626
"31",2020-12-23,0.2653
"32",2020-12-24,0.2852
"33",2020-12-28,0.2836
"34",2020-12-29,0.3035
"35",2020-12-30,0.2977
"36",2020-12-31,0.2981
"37",2021-01-04,0.2988
"38",2021-01-05,0.3008
"39",2021-01-06,0.2985
"40",2021-01-07,0.2984
"41",2021-01-08,0.2929
"42",2021-01-11,0.2972
"43",2021-01-12,0.3014
"44",2021-01-13,0.3162
"45",2021-01-14,0.317
"46",2021-01-15,0.3181
"47",2021-01-19,0.3048
"48",2021-01-20,0.3049
"49",2021-01-21,0.2906
"50",2021-01-22,0.303
"51",2021-01-25,0.3048
"52",2021-01-26,0.3123
"53",2021-01-27,0.3062
"54",2021-01-28,0.3089
"55",2021-01-29,0.3116
"56",2021-02-01,0.3337
"57",2021-02-02,0.3248
"58",2021-02-03,0.3344
"59",2021-02-04,0.3253
"60",2021-02-05,0.3286
"61",2021-02-08,0.3297
"62",2021-02-09,0.3343
"63",2021-02-10,0.3314
"64",2021-02-11,0.324
"65",2021-02-12,0.3273
"66",2021-02-16,0.3288
"67",2021-02-17,0.3238
"68",2021-02-18,0.323
"69",2021-02-19,0.3117
"70",2021-02-22,0.3154
"71",2021-02-23,0.3157
"72",2021-02-24,0.3108
"73",2021-02-25,0.3005
"74",2021-02-26,0.3015
"75",2021-03-01,0.2886
"76",2021-03-02,0.2971
"77",2021-03-03,0.2986
"78",2021-03-04,0.3049
"79",2021-03-05,0.3012
"80",2021-03-08,0.3064
"81",2021-03-09,0.3044
"82",2021-03-10,0.3102
"83",2021-03-11,0.3025
"84",2021-03-12,0.3045
"85",2021-03-15,0.2944
"86",2021-03-16,0.2966
"87",2021-03-17,0.2969
"88",2021-03-18,0.2902
"89",2021-03-19,0.2826
"90",2021-03-22,0.2764
"91",2021-03-23,0.2734
"92",2021-03-24,0.2979
"93",2021-03-25,0.2962
"94",2021-03-26,0.2998
"95",2021-03-29,0.2891
"96",2021-03-30,0.285
"97",2021-03-31,0.2728
"98",2021-04-01,0.2763
"99",2021-04-05,0.2818
"100",2021-04-06,0.289
"101",2021-04-07,0.2844
"102",2021-04-08,0.2865
"103",2021-04-09,0.289
"104",2021-04-12,0.3138
"105",2021-04-13,0.3076
"106",2021-04-14,0.3085
"107",2021-04-15,0.2982
"108",2021-04-16,0.2909
"109",2021-04-19,0.2832
"110",2021-04-20,0.2896
"111",2021-04-21,0.2972
"112",2021-04-22,0.2998
"113",2021-04-23,0.294
"114",2021-04-26,0.2958
"115",2021-04-27,0.294
"116",2021-04-28,0.2948
"117",2021-04-29,0.2999
"118",2021-04-30,0.3056
"119",2021-05-03,0.2989
"120",2021-05-04,0.312
"121",2021-05-05,0.308
"122",2021-05-06,0.3208
"123",2021-05-07,0.3205
"124",2021-05-10,0.3172
"125",2021-05-11,0.32
"126",2021-05-12,0.3138
"127",2021-05-13,0.3171
"128",2021-05-14,0.315
"129",2021-05-17,0.3064
"130",2021-05-18,0.3069
"131",2021-05-19,0.3056
"132",2021-05-20,0.3103
"133",2021-05-21,0.3146
"134",2021-05-24,0.3078
"135",2021-05-25,0.2976
"136",2021-05-26,0.2931
"137",2021-05-27,0.2842
"138",2021-05-28,0.277
"139",2021-06-01,0.2749
"140",2021-06-02,0.2811
"141",2021-06-03,0.2835
"142",2021-06-04,0.3006
"143",2021-06-07,0.3116
"144",2021-06-08,0.3287
"145",2021-06-09,0.3096
"146",2021-06-10,0.3046
"147",2021-06-11,0.2989
"148",2021-06-14,0.29
"149",2021-06-15,0.282
"150",2021-06-16,0.276
"151",2021-06-17,0.2725
"152",2021-06-18,0.268
"153",2021-06-21,0.2671
"154",2021-06-22,0.2666
"155",2021-06-23,0.2621
"156",2021-06-24,0.2526
"157",2021-06-25,0.2442
"158",2021-06-28,0.2405
"159",2021-06-29,0.2367
"160",2021-06-30,0.2394
"161",2021-07-01,0.2475
"162",2021-07-02,0.274
"163",2021-07-06,0.2932
"164",2021-07-07,0.3041
"165",2021-07-08,0.2989
"166",2021-07-09,0.2982
"167",2021-07-12,0.2854
"168",2021-07-13,0.2781
"169",2021-07-14,0.2649
"170",2021-07-15,0.267
"171",2021-07-16,0.2703
"172",2021-07-19,0.2757
"173",2021-07-20,0.2666
"174",2021-07-21,0.2606
"175",2021-07-22,0.2537
"176",2021-07-23,0.258
"177",2021-07-26,0.269
"178",2021-07-27,0.2675
"179",2021-07-28,0.2627
"180",2021-07-29,0.2638
"181",2021-07-30,0.2616
"182",2021-08-02,0.2758
"183",2021-08-03,0.2884
"184",2021-08-04,0.2998
"185",2021-08-05,0.2959
"186",2021-08-06,0.2973
"187",2021-08-09,0.2976
"188",2021-08-10,0.3099
"189",2021-08-11,0.3
"190",2021-08-12,0.3074
"191",2021-08-13,0.3052
"192",2021-08-16,0.3072
"193",2021-08-17,0.2997
"194",2021-08-18,0.2952
"195",2021-08-19,0.2826
"196",2021-08-20,0.2843
"197",2021-08-23,0.2878
"198",2021-08-24,0.2901
"199",2021-08-25,0.2959
"200",2021-08-26,0.3016
"201",2021-08-27,0.2962
"202",2021-08-30,0.307
"203",2021-08-31,0.3087
"204",2021-09-01,0.3138
"205",2021-09-02,0.311
"206",2021-09-03,0.311
"207",2021-09-07,0.3076
"208",2021-09-08,0.3033
"209",2021-09-09,0.2997
"210",2021-09-10,0.3196
"211",2021-09-13,0.3084
"212",2021-09-14,0.3205
"213",2021-09-15,0.3168
"214",2021-09-16,0.3199
"215",2021-09-17,0.3121
"216",2021-09-20,0.3164
"217",2021-09-21,0.3105
"218",2021-09-22,0.3117
"219",2021-09-23,0.3195
"220",2021-09-24,0.3359
"221",2021-09-27,0.3312
"222",2021-09-28,0.3312
"223",2021-09-29,0.3211
"224",2021-09-30,0.3311
"225",2021-10-01,0.3208
"226",2021-10-04,0.3292
"227",2021-10-05,0.3319
"228",2021-10-06,0.3259
"229",2021-10-07,0.3158
"230",2021-10-08,0.3305
"231",2021-10-11,0.3233
"232",2021-10-12,0.3378
"233",2021-10-13,0.3241
"234",2021-10-14,0.3217
"235",2021-10-15,0.3102
"236",2021-10-18,0.3092
"237",2021-10-19,0.3153
"238",2021-10-20,0.322
"239",2021-10-21,0.3214
"240",2021-10-22,0.3332
"241",2021-10-25,0.3254
"242",2021-10-26,0.3354
"243",2021-10-27,0.339
"244",2021-10-28,0.3312
"245",2021-10-29,0.3184
"246",2021-11-01,0.3132
"247",2021-11-02,0.3109
"248",2021-11-03,0.3194
"249",2021-11-04,0.3144
"250",2021-11-05,0.3246
"251",2021-11-08,0.3102
"252",2021-11-09,0.323
"253",2021-11-10,0.3243
"254",2021-11-11,0.3363
"255",2021-11-12,0.3267
"256",2021-11-15,0.3234
"257",2021-11-16,0.3158
"258",2021-11-17,0.3152
"259",2021-11-18,0.306
"260",2021-11-19,0.3285
"261",2021-11-22,0.3206
"262",2021-11-23,0.3263
"263",2021-11-24,0.3289
"264",2021-11-26,0.3273
"265",2021-11-29,0.3212
"266",2021-11-30,0.3145
"267",2021-12-01,0.3125
"268",2021-12-02,0.31
"269",2021-12-03,0.3012
"270",2021-12-06,0.3077
"271",2021-12-07,0.3025
"272",2021-12-08,0.3098
"273",2021-12-09,0.2993
"274",2021-12-10,0.3083
"275",2021-12-13,0.3031
"276",2021-12-14,0.3119
"277",2021-12-15,0.2993
"278",2021-12-16,0.2876
"279",2021-12-17,0.2818
"280",2021-12-20,0.2892
"281",2021-12-21,0.2817
"282",2021-12-22,0.2902
"283",2021-12-23,0.2888
"284",2021-12-27,0.3192
"285",2021-12-28,0.3197
"286",2021-12-29,0.3327
"287",2021-12-30,0.3301
"288",2021-12-31,0.3175
"289",2022-01-03,0.3037
"290",2022-01-04,0.3147
"291",2022-01-05,0.3016
"292",2022-01-06,0.3055
"293",2022-01-07,0.2947
"294",2022-01-10,0.2963
"295",2022-01-11,0.2801
"296",2022-01-12,0.2837
"297",2022-01-13,0.2812
"298",2022-01-14,0.2818
"299",2022-01-18,0.2684
"300",2022-01-19,0.2685
"301",2022-01-20,0.25
"302",2022-01-21,0.2553
"303",2022-01-24,0.2612
"304",2022-01-25,0.2663
"305",2022-01-26,0.2575
"306",2022-01-27,0.247
"307",2022-01-28,0.2582
"308",2022-01-31,0.2599
"309",2022-02-01,0.2677
"310",2022-02-02,0.2753
"311",2022-02-03,0.2608
"312",2022-02-04,0.2578
"313",2022-02-07,0.2472
"314",2022-02-08,0.2502
"315",2022-02-09,0.2472
"316",2022-02-10,0.2421
"317",2022-02-11,0.2372
"318",2022-02-14,0.2442
"319",2022-02-15,0.2345
"320",2022-02-16,0.2557
"321",2022-02-17,0.2375
"322",2022-02-18,0.2497
"323",2022-02-22,0.2439
"324",2022-02-23,0.2409
"325",2022-02-24,0.2312
"326",2022-02-25,0.2357
"327",2022-02-28,0.2321
"328",2022-03-01,0.2289
"329",2022-03-02,0.2264
"330",2022-03-03,0.2374
"331",2022-03-04,0.2445
"332",2022-03-07,0.2509
"333",2022-03-08,0.2493
"334",2022-03-09,0.24
"335",2022-03-10,0.2368
"336",2022-03-11,0.2354
"337",2022-03-14,0.2377
"338",2022-03-15,0.2406
"339",2022-03-16,0.2362
"340",2022-03-17,0.2489
"341",2022-03-18,0.2388
"342",2022-03-21,0.254
"343",2022-03-22,0.2496
"344",2022-03-23,0.2551
"345",2022-03-24,0.245
"346",2022-03-25,0.2493
"347",2022-03-28,0.2444
"348",2022-03-29,0.2438
"349",2022-03-30,0.2388
"350",2022-03-31,0.2455
"351",2022-04-01,0.2455
"352",2022-04-04,0.2542
"353",2022-04-05,0.2593
"354",2022-04-06,0.2554
"355",2022-04-07,0.2419
"356",2022-04-08,0.2343
"357",2022-04-11,0.2289
"358",2022-04-12,0.2323
"359",2022-04-13,0.2348
"360",2022-04-14,0.2415
"361",2022-04-18,0.2243
"362",2022-04-19,0.2337
"363",2022-04-20,0.2271
"364",2022-04-21,0.2421
"365",2022-04-22,0.2368
"366",2022-04-25,0.2352
"367",2022-04-26,0.2371
"368",2022-04-27,0.2326
"369",2022-04-28,0.233
"370",2022-04-29,0.2517
"371",2022-05-02,0.2494
"372",2022-05-03,0.2558
"373",2022-05-04,0.2632
"374",2022-05-05,0.2712
"375",2022-05-06,0.2775
"376",2022-05-09,0.2629
"377",2022-05-10,0.2557
"378",2022-05-11,0.257
"379",2022-05-12,0.2585
"380",2022-05-13,0.2847
"381",2022-05-16,0.2852
"382",2022-05-17,0.2981
"383",2022-05-18,0.2949
"384",2022-05-19,0.2974
"385",2022-05-20,0.2823
"386",2022-05-23,0.2926
"387",2022-05-24,0.2918
"388",2022-05-25,0.2885
"389",2022-05-26,0.2804
"390",2022-05-27,0.2891
"391",2022-05-31,0.2779
"392",2022-06-01,0.29
"393",2022-06-02,0.2901
"394",2022-06-03,0.2884
"395",2022-06-06,0.2829
"396",2022-06-07,0.2717
"397",2022-06-08,0.2824
"398",2022-06-09,0.2761
"399",2022-06-10,0.2721
"400",2022-06-13,0.2871
"401",2022-06-14,0.2815
"402",2022-06-15,0.2912
"403",2022-06-16,0.2916
"404",2022-06-17,0.2915
"405",2022-06-21,0.2779
"406",2022-06-22,0.2823
"407",2022-06-23,0.2854
"408",2022-06-24,0.2969
"409",2022-06-27,0.2887
"410",2022-06-28,0.2984
"411",2022-06-29,0.2933
"412",2022-06-30,0.2937
"413",2022-07-01,0.2886
"414",2022-07-05,0.2931
"415",2022-07-06,0.2838
"416",2022-07-07,0.2877
"417",2022-07-08,0.2916
"418",2022-07-11,0.2929
"419",2022-07-12,0.3001
"420",2022-07-13,0.3047
"421",2022-07-14,0.2918
"422",2022-07-15,0.3019
"423",2022-07-18,0.3025
"424",2022-07-19,0.3097
"425",2022-07-20,0.3068
"426",2022-07-21,0.3064
"427",2022-07-22,0.3012
"428",2022-07-25,0.3021
"429",2022-07-26,0.3016
"430",2022-07-27,0.3241
"431",2022-07-28,0.3084
"432",2022-07-29,0.3037
"433",2022-08-01,0.3008
"434",2022-08-02,0.307
"435",2022-08-03,0.3025
"436",2022-08-04,0.3039
"437",2022-08-05,0.3051
"438",2022-08-08,0.2989
"439",2022-08-09,0.3014
"440",2022-08-10,0.316
"441",2022-08-11,0.3122
"442",2022-08-12,0.31
"443",2022-08-15,0.307
"444",2022-08-16,0.3045
"445",2022-08-17,0.2921
"446",2022-08-18,0.2856
"447",2022-08-19,0.2927
"448",2022-08-22,0.2922
"449",2022-08-23,0.2845
"450",2022-08-24,0.3067
"451",2022-08-25,0.2968
"452",2022-08-26,0.3147
"453",2022-08-29,0.3005
"454",2022-08-30,0.297
"455",2022-08-31,0.2872
"456",2022-09-01,0.2917
"457",2022-09-02,0.2973
"458",2022-09-06,0.3011
"459",2022-09-07,0.2927
"460",2022-09-08,0.2936
"461",2022-09-09,0.2896
"462",2022-09-12,0.2934
"463",2022-09-13,0.3024
"464",2022-09-14,0.2928
"465",2022-09-15,0.2767
"466",2022-09-16,0.2688
"467",2022-09-19,0.2612
"468",2022-09-20,0.2572
"469",2022-09-21,0.2582
"470",2022-09-22,0.2708
"471",2022-09-23,0.2546
"472",2022-09-26,0.2654
"473",2022-09-27,0.2494
"474",2022-09-28,0.2493
"475",2022-09-29,0.2375
"476",2022-09-30,0.233
"477",2022-10-03,0.2321
"478",2022-10-04,0.2309
"479",2022-10-05,0.2311
"480",2022-10-06,0.2454
"481",2022-10-07,0.2409
"482",2022-10-10,0.2519
"483",2022-10-11,0.2533
"484",2022-10-12,0.2538
"485",2022-10-13,0.2533
"486",2022-10-14,0.2502
"487",2022-10-17,0.2427
"488",2022-10-18,0.2384
"489",2022-10-19,0.2339
"490",2022-10-20,0.2578
"491",2022-10-21,0.2603
"492",2022-10-24,0.2657
"493",2022-10-25,0.2476
"494",2022-10-26,0.2471
"495",2022-10-27,0.2388
"496",2022-10-28,0.231
"497",2022-10-31,0.2273
"498",2022-11-01,0.2263
"499",2022-11-02,0.2224
"500",2022-11-03,0.24
"501",2022-11-04,0.2321
"502",2022-11-07,0.2441
"503",2022-11-08,0.2336
"504",2022-11-09,0.2279
"505",2022-11-10,0.2277
"506",2022-11-11,0.2263
"507",2022-11-14,0.2297
"508",2022-11-15,0.2317
"509",2022-11-16,0.2281
"510",2022-11-17,0.2399
"511",2022-11-18,0.2292
"512",2022-11-21,0.2426
"513",2022-11-22,0.25
"514",2022-11-23,0.2587
"515",2022-11-25,0.2568
"516",2022-11-28,0.2518
"517",2022-11-29,0.2504
"518",2022-11-30,0.2584
"519",2022-12-01,0.2563
"520",2022-12-02,0.2756
"521",2022-12-05,0.2666
"522",2022-12-06,0.2709
"523",2022-12-07,0.2724
"524",2022-12-08,0.2842
"525",2022-12-09,0.2884
"526",2022-12-12,0.2922
"527",2022-12-13,0.302
"528",2022-12-14,0.3035
"529",2022-12-15,0.3042
"530",2022-12-16,0.32
"531",2022-12-19,0.3113
"532",2022-12-20,0.3237
"533",2022-12-21,0.3197
"534",2022-12-22,0.328
"535",2022-12-23,0.3307
"536",2022-12-27,0.3302
"537",2022-12-28,0.3308
"538",2022-12-29,0.3331
"539",2022-12-30,0.3272
"540",2023-01-03,0.3381
"541",2023-01-04,0.3339
"542",2023-01-05,0.3364
"543",2023-01-06,0.3321
"544",2023-01-09,0.3249
"545",2023-01-10,0.3218
"546",2023-01-11,0.3102
"547",2023-01-12,0.3007
"548",2023-01-13,0.294
"549",2023-01-17,0.2907
"550",2023-01-18,0.2968
"551",2023-01-19,0.2837
"552",2023-01-20,0.2807
"553",2023-01-23,0.261
"554",2023-01-24,0.2626
"555",2023-01-25,0.2633
"556",2023-01-26,0.2654
"557",2023-01-27,0.2674
"558",2023-01-30,0.2601
"559",2023-01-31,0.2496
"560",2023-02-01,0.2662
"561",2023-02-02,0.2516
"562",2023-02-03,0.2553
"563",2023-02-06,0.2455
"564",2023-02-07,0.2401
"565",2023-02-08,0.2409
"566",2023-02-09,0.2376
"567",2023-02-10,0.2389
"568",2023-02-13,0.2326
"569",2023-02-14,0.2401
"570",2023-02-15,0.2486
"571",2023-02-16,0.2368
"572",2023-02-17,0.2307
"573",2023-02-21,0.2285
"574",2023-02-22,0.2256
"575",2023-02-23,0.2174
"576",2023-02-24,0.2106
"577",2023-02-27,0.2218
"578",2023-02-28,0.231
"579",2023-03-01,0.235
"580",2023-03-02,0.2472
"581",2023-03-03,0.2351
"582",2023-03-06,0.2419
"583",2023-03-07,0.2418
"584",2023-03-08,0.2417
"585",2023-03-09,0.2365
"586",2023-03-10,0.2314
"587",2023-03-13,0.2323
"588",2023-03-14,0.2264
"589",2023-03-15,0.2266
"590",2023-03-16,0.2423
"591",2023-03-17,0.2335
"592",2023-03-20,0.2364
"593",2023-03-21,0.2329
"594",2023-03-22,0.224
"595",2023-03-23,0.2278
"596",2023-03-24,0.2264
"597",2023-03-27,0.2232
"598",2023-03-28,0.2263
"599",2023-03-29,0.2203
"600",2023-03-30,0.2278
"601",2023-03-31,0.2224
"602",2023-04-03,0.2247
"603",2023-04-04,0.2245
"604",2023-04-05,0.2273
"605",2023-04-06,0.2283
"606",2023-04-10,0.2262
"607",2023-04-11,0.2268
"608",2023-04-12,0.228
"609",2023-04-13,0.2284
"610",2023-04-14,0.2368
"611",2023-04-17,0.2384
"612",2023-04-18,0.2385
"613",2023-04-19,0.2378
"614",2023-04-20,0.2379
"615",2023-04-21,0.242
"616",2023-04-24,0.2412
"617",2023-04-25,0.2379
"618",2023-04-26,0.2388
"619",2023-04-27,0.2371
"620",2023-04-28,0.2521
"621",2023-05-01,0.2484
"622",2023-05-02,0.2475
"623",2023-05-03,0.2398
"624",2023-05-04,0.2282
"625",2023-05-05,0.2306
"626",2023-05-08,0.2334
"627",2023-05-09,0.2324
"628",2023-05-10,0.2366
"629",2023-05-11,0.2351
"630",2023-05-12,0.2514
"631",2023-05-15,0.2487
"632",2023-05-16,0.2556
"633",2023-05-17,0.2509
"634",2023-05-18,0.2531
"635",2023-05-19,0.2548
"636",2023-05-22,0.2418
"637",2023-05-23,0.2484
"638",2023-05-24,0.2455
