"","date","PANW"
"934",2023-02-22,0.0376
"935",2023-02-23,0.0467
"936",2023-02-24,0.0576
"937",2023-02-27,0.0704
"938",2023-02-28,0.0699
"939",2023-03-01,0.0553
"940",2023-03-02,0.0572
"941",2023-03-03,0.0632
"942",2023-03-06,0.0644
"943",2023-03-07,0.063
"944",2023-03-08,0.0431
"945",2023-03-09,0.0572
"946",2023-03-10,0.0704
"947",2023-03-13,0.0843999999999999
"948",2023-03-14,0.0851999999999999
"949",2023-03-15,0.0758
"950",2023-03-16,0.0754
"951",2023-03-17,0.0833
"952",2023-03-20,0.0927
"953",2023-03-21,0.0923
"954",2023-03-22,0.0707
"955",2023-03-23,0.0836
"956",2023-03-24,0.1118
"957",2023-03-27,0.1571
"958",2023-03-28,0.1518
"959",2023-03-29,0.1499
"960",2023-03-30,0.1342
"961",2023-03-31,0.1369
"962",2023-04-03,0.1531
"963",2023-04-04,0.1777
"964",2023-04-05,0.1618
"965",2023-04-06,0.1655
"966",2023-04-10,0.1812
"967",2023-04-11,0.1803
"968",2023-04-12,0.2001
"969",2023-04-13,0.2096
"970",2023-04-14,0.2055
"971",2023-04-17,0.2125
"972",2023-04-18,0.2104
"973",2023-04-19,0.2409
"974",2023-04-20,0.2298
"975",2023-04-21,0.2305
"976",2023-04-24,0.2383
"977",2023-04-25,0.2312
"978",2023-04-26,0.2404
"979",2023-04-27,0.2399
"980",2023-04-28,0.2293
"981",2023-05-01,0.2611
"982",2023-05-02,0.2672
"983",2023-05-03,0.2655
"984",2023-05-04,0.2511
"985",2023-05-05,0.2665
"986",2023-05-08,0.2831
"987",2023-05-09,0.3061
"988",2023-05-10,0.2963
"989",2023-05-11,0.2965
"990",2023-05-12,0.2738
"991",2023-05-15,0.2644
"992",2023-05-16,0.2861
"993",2023-05-17,0.3152
"994",2023-05-18,0.3079
"995",2023-05-19,0.2925
"996",2023-05-22,0.3074
"997",2023-05-23,0.3153
"998",2023-05-24,0.3073
"999",2023-05-25,0.3047
"1000",2023-05-26,0.2966
"1001",2023-05-30,0.3006
"1002",2023-05-31,0.2859
"1003",2023-06-01,0.2912
"1004",2023-06-02,0.2835
"1005",2023-06-05,0.3157
"1006",2023-06-06,0.3148
"1007",2023-06-07,0.318
"1008",2023-06-08,0.3135
"1009",2023-06-09,0.2901
"1010",2023-06-12,0.2698
"1011",2023-06-13,0.2585
"1012",2023-06-14,0.2648
"1013",2023-06-15,0.2672
"1014",2023-06-16,0.2406
"1015",2023-06-20,0.2363
"1016",2023-06-21,0.2367
"1017",2023-06-22,0.2358
"1018",2023-06-23,0.234
"1019",2023-06-26,0.211
"1020",2023-06-27,0.1942
"1021",2023-06-28,0.2044
"1022",2023-06-29,0.1962
