"","date","NEM"
"150",2020-01-10,0.0699
"151",2020-01-13,0.0981
"152",2020-01-14,0.1046
"153",2020-01-15,0.1139
"154",2020-01-16,0.0791000000000001
"155",2020-01-17,0.0655
"156",2020-01-21,0.0615
"157",2020-01-22,0.0619
"158",2020-01-23,0.0761
"159",2020-01-24,0.0725
"160",2020-01-27,0.0748
"161",2020-01-28,0.0877999999999999
"162",2020-01-29,0.0912
"163",2020-01-30,0.0896
"164",2020-01-31,0.087
"165",2020-02-03,0.0810999999999999
"166",2020-02-04,0.0517
"167",2020-02-05,0.0487
"168",2020-02-06,0.0363000000000001
"169",2020-02-07,0.0346
"170",2020-02-10,0.0475
"171",2020-02-11,0.0712
"172",2020-02-12,0.0732
"173",2020-02-13,0.0992000000000001
"174",2020-02-14,0.0809
"175",2020-02-18,0.0775
"176",2020-02-19,0.0823
"177",2020-02-20,0.0973
"178",2020-02-21,0.0989
"179",2020-02-24,0.1072
"180",2020-02-25,0.1214
"181",2020-02-26,0.1364
"182",2020-02-27,0.1453
"183",2020-02-28,0.1786
"184",2020-03-02,0.1726
"185",2020-03-03,0.1541
"186",2020-03-04,0.1616
"187",2020-03-05,0.1823
"188",2020-03-06,0.1854
"189",2020-03-09,0.1866
"190",2020-03-10,0.1732
"191",2020-03-11,0.2147
"192",2020-03-12,0.2569
"193",2020-03-13,0.3027
"194",2020-03-16,0.2917
"195",2020-03-17,0.2851
"196",2020-03-18,0.263
"197",2020-03-19,0.2772
"198",2020-03-20,0.2669
"199",2020-03-23,0.2748
"200",2020-03-24,0.3179
"201",2020-03-25,0.3503
"202",2020-03-26,0.3646
"203",2020-03-27,0.3954
"204",2020-03-30,0.3699
"205",2020-03-31,0.3731
"206",2020-04-01,0.3396
"207",2020-04-02,0.3269
"208",2020-04-03,0.3277
"209",2020-04-06,0.3432
"210",2020-04-07,0.35
"211",2020-04-08,0.3609
"212",2020-04-09,0.3656
"213",2020-04-13,0.3709
"214",2020-04-14,0.3295
"215",2020-04-15,0.3333
"216",2020-04-16,0.3408
"217",2020-04-17,0.3678
"218",2020-04-20,0.3399
"219",2020-04-21,0.3438
"220",2020-04-22,0.3224
"221",2020-04-23,0.3317
"222",2020-04-24,0.331
"223",2020-04-27,0.3594
"224",2020-04-28,0.3653
"225",2020-04-29,0.3383
"226",2020-04-30,0.3175
"227",2020-05-01,0.3027
"228",2020-05-04,0.2846
"229",2020-05-05,0.2727
"230",2020-05-06,0.287
"231",2020-05-07,0.298
"232",2020-05-08,0.2813
"233",2020-05-11,0.2913
"234",2020-05-12,0.2896
"235",2020-05-13,0.2991
"236",2020-05-14,0.2987
"237",2020-05-15,0.3244
"238",2020-05-18,0.3156
"239",2020-05-19,0.3138
"240",2020-05-20,0.2969
"241",2020-05-21,0.3233
"242",2020-05-22,0.331
"243",2020-05-26,0.3364
"244",2020-05-27,0.3039
"245",2020-05-28,0.3243
"246",2020-05-29,0.3117
"247",2020-06-01,0.3267
"248",2020-06-02,0.3376
"249",2020-06-03,0.335
"250",2020-06-04,0.3207
"251",2020-06-05,0.3056
"252",2020-06-08,0.3281
"253",2020-06-09,0.3666
"254",2020-06-10,0.3543
"255",2020-06-11,0.3474
"256",2020-06-12,0.3246
"257",2020-06-15,0.3288
"258",2020-06-16,0.3092
"259",2020-06-17,0.3149
"260",2020-06-18,0.3227
"261",2020-06-19,0.3152
"262",2020-06-22,0.2738
"263",2020-06-23,0.2776
"264",2020-06-24,0.2487
"265",2020-06-25,0.2444
"266",2020-06-26,0.2403
"267",2020-06-29,0.272
"268",2020-06-30,0.2738
"269",2020-07-01,0.2706
"270",2020-07-02,0.2445
"271",2020-07-06,0.2253
"272",2020-07-07,0.2362
"273",2020-07-08,0.2538
"274",2020-07-09,0.2363
"275",2020-07-10,0.2199
"276",2020-07-13,0.1908
"277",2020-07-14,0.1964
"278",2020-07-15,0.1734
"279",2020-07-16,0.1629
"280",2020-07-17,0.162
"281",2020-07-20,0.1641
"282",2020-07-21,0.1629
"283",2020-07-22,0.1698
"284",2020-07-23,0.1591
"285",2020-07-24,0.1512
"286",2020-07-27,0.1307
"287",2020-07-28,0.1461
"288",2020-07-29,0.1355
"289",2020-07-30,0.1577
"290",2020-07-31,0.1618
"291",2020-08-03,0.1534
"292",2020-08-04,0.1451
"293",2020-08-05,0.163
"294",2020-08-06,0.1641
"295",2020-08-07,0.1494
"296",2020-08-10,0.1465
"297",2020-08-11,0.1443
"298",2020-08-12,0.1287
"299",2020-08-13,0.1276
"300",2020-08-14,0.1536
"301",2020-08-17,0.1837
"302",2020-08-18,0.1843
"303",2020-08-19,0.1726
"304",2020-08-20,0.1581
"305",2020-08-21,0.1563
"306",2020-08-24,0.1548
"307",2020-08-25,0.1707
"308",2020-08-26,0.1746
"309",2020-08-27,0.1729
"310",2020-08-28,0.162
"311",2020-08-31,0.1635
"312",2020-09-01,0.1575
"313",2020-09-02,0.1838
"314",2020-09-03,0.1835
"315",2020-09-04,0.1899
"316",2020-09-08,0.175
"317",2020-09-09,0.1674
"318",2020-09-10,0.151
"319",2020-09-11,0.1524
"320",2020-09-14,0.1838
"321",2020-09-15,0.197
"322",2020-09-16,0.2233
"323",2020-09-17,0.2326
"324",2020-09-18,0.2295
"325",2020-09-21,0.2301
"326",2020-09-22,0.2257
"327",2020-09-23,0.2373
"328",2020-09-24,0.2165
"329",2020-09-25,0.2281
"330",2020-09-28,0.2195
"331",2020-09-29,0.2188
"332",2020-09-30,0.2498
"333",2020-10-01,0.2741
"334",2020-10-02,0.2616
"335",2020-10-05,0.2534
"336",2020-10-06,0.2501
"337",2020-10-07,0.2759
"338",2020-10-08,0.2913
"339",2020-10-09,0.2686
"340",2020-10-12,0.2589
"341",2020-10-13,0.2586
"342",2020-10-14,0.2638
"343",2020-10-15,0.2757
"344",2020-10-16,0.2919
"345",2020-10-19,0.3019
"346",2020-10-20,0.2761
"347",2020-10-21,0.2698
"348",2020-10-22,0.2417
"349",2020-10-23,0.256
"350",2020-10-26,0.2346
"351",2020-10-27,0.2456
"352",2020-10-28,0.2415
"353",2020-10-29,0.242
"354",2020-10-30,0.2289
"355",2020-11-02,0.2233
"356",2020-11-03,0.2144
"357",2020-11-04,0.2213
"358",2020-11-05,0.1908
"359",2020-11-06,0.1671
"360",2020-11-09,0.1553
"361",2020-11-10,0.1272
"362",2020-11-11,0.1292
"363",2020-11-12,0.1263
"364",2020-11-13,0.1193
"365",2020-11-16,0.1279
"366",2020-11-17,0.1058
"367",2020-11-18,0.1099
"368",2020-11-19,0.1265
"369",2020-11-20,0.1127
"370",2020-11-23,0.1021
"371",2020-11-24,0.1279
"372",2020-11-25,0.0989
"373",2020-11-27,0.1097
"374",2020-11-30,0.0999
"375",2020-12-01,0.0736000000000001
"376",2020-12-02,0.0367
"377",2020-12-03,0.0629
"378",2020-12-04,0.0638
"379",2020-12-07,0.078
"380",2020-12-08,0.1021
"381",2020-12-09,0.1151
"382",2020-12-10,0.094
"383",2020-12-11,0.0768
"384",2020-12-14,0.0854
"385",2020-12-15,0.0934
"386",2020-12-16,0.0958
"387",2020-12-17,0.1139
"388",2020-12-18,0.1023
"389",2020-12-21,0.0993
"390",2020-12-22,0.089
"391",2020-12-23,0.1098
"392",2020-12-24,0.1527
"393",2020-12-28,0.1818
"394",2020-12-29,0.1583
"395",2020-12-30,0.1455
"396",2020-12-31,0.1138
"397",2021-01-04,0.1248
"398",2021-01-05,0.1028
"399",2021-01-06,0.1123
"400",2021-01-07,0.084
"401",2021-01-08,0.0876
"402",2021-01-11,0.0946
"403",2021-01-12,0.1087
"404",2021-01-13,0.1429
"405",2021-01-14,0.1411
"406",2021-01-15,0.1193
"407",2021-01-19,0.1175
"408",2021-01-20,0.1085
"409",2021-01-21,0.117
"410",2021-01-22,0.1452
"411",2021-01-25,0.1705
"412",2021-01-26,0.1785
"413",2021-01-27,0.2057
"414",2021-01-28,0.1894
"415",2021-01-29,0.1784
"416",2021-02-01,0.1725
"417",2021-02-02,0.2075
"418",2021-02-03,0.1939
"419",2021-02-04,0.2074
"420",2021-02-05,0.2236
"421",2021-02-08,0.2343
"422",2021-02-09,0.2529
"423",2021-02-10,0.2612
"424",2021-02-11,0.2478
"425",2021-02-12,0.2616
"426",2021-02-16,0.2642
"427",2021-02-17,0.2772
"428",2021-02-18,0.2784
"429",2021-02-19,0.2819
"430",2021-02-22,0.2703
"431",2021-02-23,0.2623
"432",2021-02-24,0.2823
"433",2021-02-25,0.3036
"434",2021-02-26,0.3193
"435",2021-03-01,0.304
"436",2021-03-02,0.2726
"437",2021-03-03,0.2891
"438",2021-03-04,0.2484
"439",2021-03-05,0.2464
"440",2021-03-08,0.2564
"441",2021-03-09,0.2665
"442",2021-03-10,0.2507
"443",2021-03-11,0.2665
"444",2021-03-12,0.261
"445",2021-03-15,0.2402
"446",2021-03-16,0.2077
"447",2021-03-17,0.2212
"448",2021-03-18,0.2057
"449",2021-03-19,0.1986
"450",2021-03-22,0.2013
"451",2021-03-23,0.1797
"452",2021-03-24,0.1832
"453",2021-03-25,0.1842
"454",2021-03-26,0.1702
"455",2021-03-29,0.1675
"456",2021-03-30,0.1528
"457",2021-03-31,0.1591
"458",2021-04-01,0.1274
"459",2021-04-05,0.12
"460",2021-04-06,0.0717
"461",2021-04-07,0.0618
"462",2021-04-08,0.0399
"463",2021-04-09,0.0355
"464",2021-04-12,0.067
"465",2021-04-13,0.0918
"466",2021-04-14,0.1019
"467",2021-04-15,0.1125
"468",2021-04-16,0.1104
"469",2021-04-19,0.1381
"470",2021-04-20,0.1551
"471",2021-04-21,0.1491
"472",2021-04-22,0.1518
"473",2021-04-23,0.1655
"474",2021-04-26,0.1655
"475",2021-04-27,0.1684
"476",2021-04-28,0.2097
"477",2021-04-29,0.2566
"478",2021-04-30,0.249
"479",2021-05-03,0.2411
"480",2021-05-04,0.2379
"481",2021-05-05,0.2627
"482",2021-05-06,0.2659
"483",2021-05-07,0.2799
"484",2021-05-10,0.2748
"485",2021-05-11,0.2864
"486",2021-05-12,0.2648
"487",2021-05-13,0.2676
"488",2021-05-14,0.2824
"489",2021-05-17,0.3082
"490",2021-05-18,0.3089
"491",2021-05-19,0.3144
"492",2021-05-20,0.3275
"493",2021-05-21,0.321
"494",2021-05-24,0.3334
"495",2021-05-25,0.3268
"496",2021-05-26,0.3078
"497",2021-05-27,0.3215
"498",2021-05-28,0.3321
"499",2021-06-01,0.3101
"500",2021-06-02,0.3272
"501",2021-06-03,0.3081
"502",2021-06-04,0.3033
"503",2021-06-07,0.3176
"504",2021-06-08,0.2906
"505",2021-06-09,0.2855
"506",2021-06-10,0.2723
"507",2021-06-11,0.3289
"508",2021-06-14,0.3381
"509",2021-06-15,0.3403
"510",2021-06-16,0.3294
"511",2021-06-17,0.3037
"512",2021-06-18,0.3239
"513",2021-06-21,0.2948
"514",2021-06-22,0.2647
"515",2021-06-23,0.2273
"516",2021-06-24,0.1952
"517",2021-06-25,0.1909
"518",2021-06-28,0.2414
"519",2021-06-29,0.2033
"520",2021-06-30,0.1983
"521",2021-07-01,0.186
"522",2021-07-02,0.1764
"523",2021-07-06,0.1771
"524",2021-07-07,0.1947
"525",2021-07-08,0.194
"526",2021-07-09,0.1901
"527",2021-07-12,0.1944
"528",2021-07-13,0.2222
"529",2021-07-14,0.2244
"530",2021-07-15,0.2347
"531",2021-07-16,0.182
"532",2021-07-19,0.1698
"533",2021-07-20,0.1782
"534",2021-07-21,0.1671
"535",2021-07-22,0.1345
"536",2021-07-23,0.1525
"537",2021-07-26,0.1516
"538",2021-07-27,0.1888
"539",2021-07-28,0.1757
"540",2021-07-29,0.2188
"541",2021-07-30,0.2013
"542",2021-08-02,0.1943
"543",2021-08-03,0.1851
"544",2021-08-04,0.1846
"545",2021-08-05,0.1869
"546",2021-08-06,0.1917
"547",2021-08-09,0.1889
"548",2021-08-10,0.2112
"549",2021-08-11,0.1577
"550",2021-08-12,0.1029
"551",2021-08-13,0.0721999999999999
"552",2021-08-16,0.0642
"553",2021-08-17,0.0565
"554",2021-08-18,0.0694
"555",2021-08-19,0.0736
"556",2021-08-20,0.0669
"557",2021-08-23,0.0501999999999999
"558",2021-08-24,0.0604
"559",2021-08-25,0.0627
"560",2021-08-26,0.0841
"561",2021-08-27,0.0585
"562",2021-08-30,0.0787
"563",2021-08-31,0.0962
"564",2021-09-01,0.1014
"565",2021-09-02,0.1254
"566",2021-09-03,0.1602
"567",2021-09-07,0.1831
"568",2021-09-08,0.2002
"569",2021-09-09,0.1859
"570",2021-09-10,0.1877
"571",2021-09-13,0.1628
"572",2021-09-14,0.1572
"573",2021-09-15,0.1709
"574",2021-09-16,0.1698
"575",2021-09-17,0.1545
"576",2021-09-20,0.1543
"577",2021-09-21,0.14
"578",2021-09-22,0.1603
"579",2021-09-23,0.124
"580",2021-09-24,0.1241
"581",2021-09-27,0.1258
"582",2021-09-28,0.1514
"583",2021-09-29,0.1532
"584",2021-09-30,0.1899
"585",2021-10-01,0.1611
"586",2021-10-04,0.12
"587",2021-10-05,0.1076
"588",2021-10-06,0.1246
"589",2021-10-07,0.1127
"590",2021-10-08,0.1287
"591",2021-10-11,0.1315
"592",2021-10-12,0.1392
"593",2021-10-13,0.1378
"594",2021-10-14,0.1068
"595",2021-10-15,0.113
"596",2021-10-18,0.1505
"597",2021-10-19,0.1649
"598",2021-10-20,0.1985
"599",2021-10-21,0.1916
"600",2021-10-22,0.1956
"601",2021-10-25,0.2035
"602",2021-10-26,0.1977
"603",2021-10-27,0.1816
"604",2021-10-28,0.1781
"605",2021-10-29,0.1488
"606",2021-11-01,0.1477
"607",2021-11-02,0.1331
"608",2021-11-03,0.1636
"609",2021-11-04,0.152
"610",2021-11-05,0.1724
"611",2021-11-08,0.1595
"612",2021-11-09,0.1378
"613",2021-11-10,0.1409
"614",2021-11-11,0.1499
"615",2021-11-12,0.1482
"616",2021-11-15,0.1368
"617",2021-11-16,0.1388
"618",2021-11-17,0.1718
"619",2021-11-18,0.1347
"620",2021-11-19,0.1668
"621",2021-11-22,0.1458
"622",2021-11-23,0.1375
"623",2021-11-24,0.1439
"624",2021-11-26,0.1433
"625",2021-11-29,0.1358
"626",2021-11-30,0.1357
"627",2021-12-01,0.1462
"628",2021-12-02,0.1769
"629",2021-12-03,0.1451
"630",2021-12-06,0.1422
"631",2021-12-07,0.1358
"632",2021-12-08,0.1609
"633",2021-12-09,0.1628
"634",2021-12-10,0.1553
"635",2021-12-13,0.1538
"636",2021-12-14,0.1422
"637",2021-12-15,0.1434
"638",2021-12-16,0.1605
"639",2021-12-17,0.15
"640",2021-12-20,0.139
"641",2021-12-21,0.1096
"642",2021-12-22,0.1162
"643",2021-12-23,0.1245
"644",2021-12-27,0.1273
"645",2021-12-28,0.1101
"646",2021-12-29,0.1214
"647",2021-12-30,0.1279
"648",2021-12-31,0.1552
"649",2022-01-03,0.1324
"650",2022-01-04,0.1746
"651",2022-01-05,0.1546
"652",2022-01-06,0.1509
"653",2022-01-07,0.1365
"654",2022-01-10,0.1089
"655",2022-01-11,0.1022
"656",2022-01-12,0.1104
"657",2022-01-13,0.0894
"658",2022-01-14,0.1032
"659",2022-01-18,0.0959
"660",2022-01-19,0.1043
"661",2022-01-20,0.1242
"662",2022-01-21,0.1386
"663",2022-01-24,0.1469
"664",2022-01-25,0.1404
"665",2022-01-26,0.1178
"666",2022-01-27,0.1139
"667",2022-01-28,0.1049
"668",2022-01-31,0.1404
"669",2022-02-01,0.1205
"670",2022-02-02,0.1097
"671",2022-02-03,0.0943000000000001
"672",2022-02-04,0.1197
"673",2022-02-07,0.1284
"674",2022-02-08,0.1211
"675",2022-02-09,0.1211
"676",2022-02-10,0.1107
"677",2022-02-11,0.1061
"678",2022-02-14,0.1346
"679",2022-02-15,0.1375
"680",2022-02-16,0.1756
"681",2022-02-17,0.16
"682",2022-02-18,0.1374
"683",2022-02-22,0.1385
"684",2022-02-23,0.1272
"685",2022-02-24,0.1233
"686",2022-02-25,0.146
"687",2022-02-28,0.1318
"688",2022-03-01,0.163
"689",2022-03-02,0.1368
"690",2022-03-03,0.148
"691",2022-03-04,0.142
"692",2022-03-07,0.1633
"693",2022-03-08,0.1535
"694",2022-03-09,0.1651
"695",2022-03-10,0.1607
"696",2022-03-11,0.1359
"697",2022-03-14,0.1506
"698",2022-03-15,0.1653
"699",2022-03-16,0.1595
"700",2022-03-17,0.1704
"701",2022-03-18,0.152
"702",2022-03-21,0.1549
"703",2022-03-22,0.1575
"704",2022-03-23,0.1626
"705",2022-03-24,0.1696
"706",2022-03-25,0.1585
"707",2022-03-28,0.1532
"708",2022-03-29,0.1965
"709",2022-03-30,0.1848
"710",2022-03-31,0.1924
"711",2022-04-01,0.1716
"712",2022-04-04,0.1441
"713",2022-04-05,0.117
"714",2022-04-06,0.1031
"715",2022-04-07,0.0711
"716",2022-04-08,0.1043
"717",2022-04-11,0.1074
"718",2022-04-12,0.1243
"719",2022-04-13,0.1173
"720",2022-04-14,0.1158
"721",2022-04-18,0.1055
"722",2022-04-19,0.1177
"723",2022-04-20,0.1284
"724",2022-04-21,0.1183
"725",2022-04-22,0.1006
"726",2022-04-25,0.0879
"727",2022-04-26,0.1021
"728",2022-04-27,0.1393
"729",2022-04-28,0.0998000000000001
"730",2022-04-29,0.1042
"731",2022-05-02,0.0832
"732",2022-05-03,0.0725
"733",2022-05-04,0.0877000000000001
"734",2022-05-05,0.099
"735",2022-05-06,0.1019
"736",2022-05-09,0.1036
"737",2022-05-10,0.0883
"738",2022-05-11,0.1141
"739",2022-05-12,0.0881000000000001
"740",2022-05-13,0.0985
"741",2022-05-16,0.0804
"742",2022-05-17,0.0703
"743",2022-05-18,0.0771000000000001
"744",2022-05-19,0.0786
"745",2022-05-20,0.0750000000000001
"746",2022-05-23,0.0792
"747",2022-05-24,0.0564000000000001
"748",2022-05-25,0.0615000000000001
"749",2022-05-26,0.0518999999999999
"750",2022-05-27,0.0629
"751",2022-05-31,0.0463
"752",2022-06-01,0.0654
"753",2022-06-02,0.0659
"754",2022-06-03,0.0614
"755",2022-06-06,0.0472999999999999
"756",2022-06-07,0.0535
"757",2022-06-08,0.0486
"758",2022-06-09,0.0578
"759",2022-06-10,0.0325000000000001
"760",2022-06-13,0.0519000000000001
"761",2022-06-14,0.0328000000000001
"762",2022-06-15,0.0363
"763",2022-06-16,0.0437
"764",2022-06-17,0.0649
"765",2022-06-21,0.0624
"766",2022-06-22,0.0336000000000001
"767",2022-06-23,0.0305000000000001
"768",2022-06-24,0.0556000000000001
"769",2022-06-27,0.0587
"770",2022-06-28,0.0668
"771",2022-06-29,0.0586
"772",2022-06-30,0.0616
"773",2022-07-01,0.0495
"774",2022-07-05,0.0469000000000001
"775",2022-07-06,0.0441
"776",2022-07-07,0.0573
"777",2022-07-08,0.0501
"778",2022-07-11,0.0672
"779",2022-07-12,0.0457
"780",2022-07-13,0.0570000000000001
"781",2022-07-14,0.0542
"782",2022-07-15,0.0698
"783",2022-07-18,0.0568
"784",2022-07-19,0.0514
"785",2022-07-20,0.052
"786",2022-07-21,0.0458
"787",2022-07-22,0.0365
"788",2022-07-25,0.0686
"789",2022-07-26,0.0456
"790",2022-07-27,0.0504
"791",2022-07-28,0.0452
"792",2022-07-29,0.0333
"793",2022-08-01,0.0387999999999999
"794",2022-08-02,0.0431
"795",2022-08-03,0.0294
"796",2022-08-04,0.029
"797",2022-08-05,0.0264
"798",2022-08-08,0.0391
"799",2022-08-09,0.0352
"800",2022-08-10,0.0689
"801",2022-08-11,0.0383000000000001
"802",2022-08-12,0.0306000000000001
"803",2022-08-15,0.0332
"804",2022-08-16,0.0532
"805",2022-08-17,0.0612
"806",2022-08-18,0.0565000000000001
"807",2022-08-19,0.0605999999999999
"808",2022-08-22,0.0670999999999999
"809",2022-08-23,0.0346000000000001
"810",2022-08-24,0.0293
"811",2022-08-25,0.0227999999999999
"812",2022-08-26,0.0298
"813",2022-08-29,0.034
"814",2022-08-30,0.0288
"815",2022-08-31,0.0311
"816",2022-09-01,0.0325000000000001
"817",2022-09-02,0.0225000000000001
"818",2022-09-06,0.0640999999999999
"819",2022-09-07,0.0529000000000001
"820",2022-09-08,0.0503
"821",2022-09-09,0.0326000000000001
"822",2022-09-12,0.04
"823",2022-09-13,0.0402
"824",2022-09-14,0.0559000000000001
"825",2022-09-15,0.0492
"826",2022-09-16,0.0657000000000001
"827",2022-09-19,0.0401
"828",2022-09-20,0.0676
"829",2022-09-21,0.0746
"830",2022-09-22,0.0859
"831",2022-09-23,0.0751000000000001
"832",2022-09-26,0.0892000000000001
"833",2022-09-27,0.1013
"834",2022-09-28,0.0994999999999999
"835",2022-09-29,0.0915
"836",2022-09-30,0.1061
"837",2022-10-03,0.1151
"838",2022-10-04,0.1386
"839",2022-10-05,0.1131
"840",2022-10-06,0.1081
"841",2022-10-07,0.0763
"842",2022-10-10,0.0789
"843",2022-10-11,0.0718
"844",2022-10-12,0.07
"845",2022-10-13,0.0522
"846",2022-10-14,0.0345
"847",2022-10-17,0.0276
"848",2022-10-18,0.1062
"849",2022-10-19,0.0735
"850",2022-10-20,0.0543
"851",2022-10-21,0.0519999999999999
"852",2022-10-24,0.0433
"853",2022-10-25,0.0480999999999999
"854",2022-10-26,0.0486000000000001
"855",2022-10-27,0.0383
"856",2022-10-28,0.0377999999999999
"857",2022-10-31,0.0293000000000001
"858",2022-11-01,0.0382
"859",2022-11-02,0.0494
"860",2022-11-03,0.0451
"861",2022-11-04,0.0476
"862",2022-11-07,0.0438000000000001
"863",2022-11-08,0.0466
"864",2022-11-09,0.0449000000000001
"865",2022-11-10,0.0409
"866",2022-11-11,0.0598
"867",2022-11-14,0.0788
"868",2022-11-15,0.0952
"869",2022-11-16,0.1263
"870",2022-11-17,0.0691
"871",2022-11-18,0.0591
"872",2022-11-21,0.0612
"873",2022-11-22,0.0434
"874",2022-11-23,0.0498
"875",2022-11-25,0.0438
"876",2022-11-28,0.0396
"877",2022-11-29,0.0365
"878",2022-11-30,0.0413
"879",2022-12-01,0.0387
"880",2022-12-02,0.0438
"881",2022-12-05,0.0418
"882",2022-12-06,0.0262
"883",2022-12-07,0.0208
"884",2022-12-08,0.0211
"885",2022-12-09,0.0334
"886",2022-12-12,0.0223
"887",2022-12-13,0.0318
"888",2022-12-14,0.0476
"889",2022-12-15,0.0609
"890",2022-12-16,0.0652
"891",2022-12-19,0.0731
"892",2022-12-20,0.0758
"893",2022-12-21,0.0741
"894",2022-12-22,0.0673
"895",2022-12-23,0.0959
"896",2022-12-27,0.1038
"897",2022-12-28,0.1032
"898",2022-12-29,0.1045
"899",2022-12-30,0.1156
"900",2023-01-03,0.1112
"901",2023-01-04,0.1043
"902",2023-01-05,0.0977999999999999
"903",2023-01-06,0.1156
"904",2023-01-09,0.1089
"905",2023-01-10,0.105
"906",2023-01-11,0.0944
"907",2023-01-12,0.0952
"908",2023-01-13,0.0924
"909",2023-01-17,0.0942
"910",2023-01-18,0.0826
"911",2023-01-19,0.0826
"912",2023-01-20,0.0871
"913",2023-01-23,0.1149
"914",2023-01-24,0.0983
"915",2023-01-25,0.0997
"916",2023-01-26,0.1034
"917",2023-01-27,0.1063
