date,Ticker,deltaH
2022-04-18,FANG,0.1735
2022-04-19,FANG,0.1601
2022-04-20,FANG,0.1588
2022-04-21,FANG,0.1539
2022-04-22,FANG,0.1618
2022-04-25,FANG,0.1606
2022-04-26,FANG,0.1488
2022-04-27,FANG,0.1305
2022-04-28,FANG,0.1462
2022-04-29,FANG,0.1611
2022-05-02,FANG,0.1709
2022-05-03,FANG,0.1776
2022-05-04,FANG,0.1769
2022-05-05,FANG,0.175
2022-05-06,FANG,0.1716
2022-05-09,FANG,0.1734
2022-05-10,FANG,0.1775
2022-05-11,FANG,0.1737
2022-05-12,FANG,0.172
2022-05-13,FANG,0.161
2022-05-16,FANG,0.1703
2022-05-17,FANG,0.1725
2022-05-18,FANG,0.1696
2022-05-19,FANG,0.1747
2022-05-20,FANG,0.1734
2022-05-23,FANG,0.1664
2022-05-24,FANG,0.1652
2022-05-25,FANG,0.1593
2022-05-26,FANG,0.1702
2022-05-27,FANG,0.1683
2022-05-31,FANG,0.1686
2022-06-01,FANG,0.1738
2022-06-02,FANG,0.1821
2022-06-03,FANG,0.184
2022-06-06,FANG,0.1809
2022-06-07,FANG,0.1784
2022-06-08,FANG,0.1757
2022-06-09,FANG,0.1682
2022-06-10,FANG,0.1836
2022-06-13,FANG,0.1884
2022-06-14,FANG,0.1851
2022-06-15,FANG,0.1823
2022-06-16,FANG,0.1816
2022-06-17,FANG,0.1685
2022-06-21,FANG,0.1789
2022-06-22,FANG,0.18
2022-06-23,FANG,0.1797
2022-06-24,FANG,0.1743
2022-06-27,FANG,0.1817
2022-06-28,FANG,0.1839
2022-06-29,FANG,0.1825
2022-06-30,FANG,0.172
2022-07-01,FANG,0.1599
2022-07-05,FANG,0.1584
2022-07-06,FANG,0.1645
2022-07-07,FANG,0.1736
2022-07-08,FANG,0.1807
2022-07-11,FANG,0.1794
2022-07-12,FANG,0.1893
2022-07-13,FANG,0.1917
2022-07-14,FANG,0.1917
2022-07-15,FANG,0.1861
2022-07-18,FANG,0.1869
2022-07-19,FANG,0.1833
2022-07-20,FANG,0.1902
2022-07-21,FANG,0.191
2022-07-22,FANG,0.1793
2022-07-25,FANG,0.1668
2022-07-26,FANG,0.184
2022-07-27,FANG,0.186
2022-07-28,FANG,0.1829
2022-07-29,FANG,0.1731
2022-08-01,FANG,0.1694
2022-08-02,FANG,0.1692
2022-08-03,FANG,0.1717
2022-08-04,FANG,0.1826
2022-08-05,FANG,0.1846
2022-08-08,FANG,0.182
2022-08-09,FANG,0.1854
2022-08-10,FANG,0.1795
2022-08-11,FANG,0.1921
2022-08-12,FANG,0.1939
2022-08-15,FANG,0.1908
2022-08-16,FANG,0.1897
2022-08-17,FANG,0.1883
2022-08-18,FANG,0.1785
2022-08-19,FANG,0.1864
2022-08-22,FANG,0.1804
2022-08-23,FANG,0.1867
2022-08-24,FANG,0.1902
2022-08-25,FANG,0.1855
2022-08-26,FANG,0.1788
2022-08-29,FANG,0.1815
2022-08-30,FANG,0.1882
2022-08-31,FANG,0.1931
2022-09-01,FANG,0.1924
2022-09-02,FANG,0.1834
2022-09-06,FANG,0.1745
2022-09-07,FANG,0.1826
2022-09-08,FANG,0.1829
2022-09-09,FANG,0.1974
2022-09-12,FANG,0.2021
2022-09-13,FANG,0.2047
2022-09-14,FANG,0.205
2022-09-15,FANG,0.2072
2022-09-16,FANG,0.1972
2022-09-19,FANG,0.1916
2022-09-20,FANG,0.1851
2022-09-21,FANG,0.2018
2022-09-22,FANG,0.2039
2022-09-23,FANG,0.2033
2022-09-26,FANG,0.2045
2022-09-27,FANG,0.1957
2022-09-28,FANG,0.1925
2022-09-29,FANG,0.1871
2022-09-30,FANG,0.1741
2022-10-03,FANG,0.1818
2022-10-04,FANG,0.1797
2022-10-05,FANG,0.1857
2022-10-06,FANG,0.2019
2022-10-07,FANG,0.2052
2022-10-10,FANG,0.2036
2022-10-11,FANG,0.2026
2022-10-12,FANG,0.2071
2022-10-13,FANG,0.2106
2022-10-14,FANG,0.2089
2022-10-17,FANG,0.1986
2022-10-18,FANG,0.1822
2022-10-19,FANG,0.2011
2022-10-20,FANG,0.2028
2022-10-21,FANG,0.2163
2022-10-24,FANG,0.2032
2022-10-25,FANG,0.2005
2022-10-26,FANG,0.1938
2022-10-27,FANG,0.1983
2022-10-28,FANG,0.1984
2022-10-31,FANG,0.1962
2022-11-01,FANG,0.1916
2022-11-02,FANG,0.1922
2022-11-03,FANG,0.1863
2022-11-04,FANG,0.1893
2022-11-07,FANG,0.1952
2022-11-08,FANG,0.1989
2022-11-09,FANG,0.2063
2022-11-10,FANG,0.2079
2022-11-11,FANG,0.2113
2022-11-14,FANG,0.2058
2022-11-15,FANG,0.1933
2022-11-16,FANG,0.2002
2022-11-17,FANG,0.2034
2022-11-18,FANG,0.1981
2022-11-21,FANG,0.1867
2022-11-22,FANG,0.2026
2022-11-23,FANG,0.2062
2022-11-25,FANG,0.2056
2022-11-28,FANG,0.1982
2022-11-29,FANG,0.1869
2022-11-30,FANG,0.173
2022-12-01,FANG,0.1899
2022-12-02,FANG,0.1994
2022-12-05,FANG,0.2054
2022-12-06,FANG,0.2037
2022-12-07,FANG,0.1936
2022-12-08,FANG,0.1958
2022-12-09,FANG,0.2118
2022-12-12,FANG,0.2154
2022-12-13,FANG,0.2071
2022-12-14,FANG,0.1989
2022-12-15,FANG,0.204
2022-12-16,FANG,0.1952
2022-12-19,FANG,0.2008
2022-12-20,FANG,0.2032
2022-12-21,FANG,0.1955
2022-12-22,FANG,0.1902
2022-12-23,FANG,0.1975
2022-12-27,FANG,0.1986
2022-12-28,FANG,0.2046
2022-12-29,FANG,0.2011
2022-12-30,FANG,0.2024
2023-01-03,FANG,0.2002
2023-01-04,FANG,0.2092
2023-01-05,FANG,0.2154
2023-01-06,FANG,0.2131
2023-01-09,FANG,0.2023
2023-01-10,FANG,0.2114
2023-01-11,FANG,0.214
2023-01-12,FANG,0.2023
2023-01-13,FANG,0.1864
2023-01-17,FANG,0.2
2023-01-18,FANG,0.1972
2023-01-19,FANG,0.1929
2023-01-20,FANG,0.1952
2023-01-23,FANG,0.192
2023-01-24,FANG,0.1897
2023-01-25,FANG,0.184
2023-01-26,FANG,0.172
2023-01-27,FANG,0.1692
2023-01-30,FANG,0.1659
2023-01-31,FANG,0.1777
2023-02-01,FANG,0.1805
