"","date","AMD"
"1",2020-11-10,0.1504
"2",2020-11-11,0.1507
"3",2020-11-12,0.1577
"4",2020-11-13,0.154
"5",2020-11-16,0.1603
"6",2020-11-17,0.1605
"7",2020-11-18,0.162
"8",2020-11-19,0.1705
"9",2020-11-20,0.1678
"10",2020-11-23,0.1627
"11",2020-11-24,0.1625
"12",2020-11-25,0.1733
"13",2020-11-27,0.1795
"14",2020-11-30,0.1786
"15",2020-12-01,0.1715
"16",2020-12-02,0.1701
"17",2020-12-03,0.1787
"18",2020-12-04,0.1806
"19",2020-12-07,0.1811
"20",2020-12-08,0.188
"21",2020-12-09,0.1976
"22",2020-12-10,0.2017
"23",2020-12-11,0.1964
"24",2020-12-14,0.1955
"25",2020-12-15,0.1943
"26",2020-12-16,0.1927
"27",2020-12-17,0.2022
"28",2020-12-18,0.2023
"29",2020-12-21,0.1977
"30",2020-12-22,0.1894
"31",2020-12-23,0.1947
"32",2020-12-24,0.2047
"33",2020-12-28,0.2123
"34",2020-12-29,0.2135
"35",2020-12-30,0.2078
"36",2020-12-31,0.2112
"37",2021-01-04,0.2095
"38",2021-01-05,0.2096
"39",2021-01-06,0.2182
"40",2021-01-07,0.212
"41",2021-01-08,0.2094
"42",2021-01-11,0.2089
"43",2021-01-12,0.2085
"44",2021-01-13,0.2163
"45",2021-01-14,0.2053
"46",2021-01-15,0.2024
"47",2021-01-19,0.2147
"48",2021-01-20,0.2198
"49",2021-01-21,0.2082
"50",2021-01-22,0.2003
"51",2021-01-25,0.194
"52",2021-01-26,0.1902
"53",2021-01-27,0.1904
"54",2021-01-28,0.1892
"55",2021-01-29,0.1861
"56",2021-02-01,0.1896
"57",2021-02-02,0.1904
"58",2021-02-03,0.1901
"59",2021-02-04,0.191
"60",2021-02-05,0.1897
"61",2021-02-08,0.1834
"62",2021-02-09,0.1746
"63",2021-02-10,0.1815
"64",2021-02-11,0.1788
"65",2021-02-12,0.1776
"66",2021-02-16,0.1712
"67",2021-02-17,0.1688
"68",2021-02-18,0.1703
"69",2021-02-19,0.1691
"70",2021-02-22,0.1641
"71",2021-02-23,0.1545
"72",2021-02-24,0.1581
"73",2021-02-25,0.1567
"74",2021-02-26,0.1464
"75",2021-03-01,0.1299
"76",2021-03-02,0.1273
"77",2021-03-03,0.1266
"78",2021-03-04,0.1204
"79",2021-03-05,0.128
"80",2021-03-08,0.1359
"81",2021-03-09,0.1462
"82",2021-03-10,0.1446
"83",2021-03-11,0.1499
"84",2021-03-12,0.143
"85",2021-03-15,0.1257
"86",2021-03-16,0.115
"87",2021-03-17,0.1126
"88",2021-03-18,0.0978
"89",2021-03-19,0.0927
"90",2021-03-22,0.0878000000000001
"91",2021-03-23,0.0847
"92",2021-03-24,0.0908
"93",2021-03-25,0.089
"94",2021-03-26,0.0884
"95",2021-03-29,0.0776
"96",2021-03-30,0.0808
"97",2021-03-31,0.0798
"98",2021-04-01,0.0776
"99",2021-04-05,0.0709
"100",2021-04-06,0.0556
"101",2021-04-07,0.0448000000000001
"102",2021-04-08,0.0507
"103",2021-04-09,0.0602
"104",2021-04-12,0.0678
"105",2021-04-13,0.0650999999999999
"106",2021-04-14,0.0567
"107",2021-04-15,0.0517000000000001
"108",2021-04-16,0.0495
"109",2021-04-19,0.0468
"110",2021-04-20,0.0414
"111",2021-04-21,0.0425
"112",2021-04-22,0.0464
"113",2021-04-23,0.0453
"114",2021-04-26,0.0343
"115",2021-04-27,0.0244000000000001
"116",2021-04-28,0.0291
"117",2021-04-29,0.0325000000000001
"118",2021-04-30,0.027
"119",2021-05-03,0.0254
"120",2021-05-04,0.0302
"121",2021-05-05,0.0286000000000001
"122",2021-05-06,0.0306999999999999
"123",2021-05-07,0.0359
"124",2021-05-10,0.0365
"125",2021-05-11,0.0343
"126",2021-05-12,0.0343
"127",2021-05-13,0.0377000000000001
"128",2021-05-14,0.0433
"129",2021-05-17,0.0407000000000001
"130",2021-05-18,0.0347999999999999
"131",2021-05-19,0.0364
"132",2021-05-20,0.0483
"133",2021-05-21,0.0501999999999999
"134",2021-05-24,0.0510999999999999
"135",2021-05-25,0.0552
"136",2021-05-26,0.0558
"137",2021-05-27,0.0652
"138",2021-05-28,0.0734
"139",2021-06-01,0.0764
"140",2021-06-02,0.078
"141",2021-06-03,0.0825
"142",2021-06-04,0.097
"143",2021-06-07,0.1121
"144",2021-06-08,0.1164
"145",2021-06-09,0.1107
"146",2021-06-10,0.1163
"147",2021-06-11,0.1267
"148",2021-06-14,0.1354
"149",2021-06-15,0.1353
"150",2021-06-16,0.1302
"151",2021-06-17,0.1241
"152",2021-06-18,0.137
