"","date","AMD"
"924",2023-02-07,0.2153
"925",2023-02-08,0.2005
"926",2023-02-09,0.1997
"927",2023-02-10,0.205
"928",2023-02-13,0.1877
"929",2023-02-14,0.175
"930",2023-02-15,0.1735
"931",2023-02-16,0.1576
"932",2023-02-17,0.157
"933",2023-02-21,0.1553
"934",2023-02-22,0.1445
"935",2023-02-23,0.1343
"936",2023-02-24,0.1416
"937",2023-02-27,0.1349
"938",2023-02-28,0.1243
"939",2023-03-01,0.1211
"940",2023-03-02,0.1373
"941",2023-03-03,0.1941
"942",2023-03-06,0.1981
"943",2023-03-07,0.1721
"944",2023-03-08,0.167
"945",2023-03-09,0.1811
"946",2023-03-10,0.164
"947",2023-03-13,0.157
"948",2023-03-14,0.1477
"949",2023-03-15,0.1507
"950",2023-03-16,0.1435
"951",2023-03-17,0.1377
"952",2023-03-20,0.1577
"953",2023-03-21,0.1483
"954",2023-03-22,0.1257
"955",2023-03-23,0.1274
"956",2023-03-24,0.1165
"957",2023-03-27,0.1085
"958",2023-03-28,0.0952
"959",2023-03-29,0.0942
"960",2023-03-30,0.1123
"961",2023-03-31,0.1139
"962",2023-04-03,0.1249
"963",2023-04-04,0.113
"964",2023-04-05,0.0944
"965",2023-04-06,0.0894999999999999
"966",2023-04-10,0.0871
"967",2023-04-11,0.0879
"968",2023-04-12,0.0798
"969",2023-04-13,0.0899
"970",2023-04-14,0.0971
"971",2023-04-17,0.0984
"972",2023-04-18,0.0974
"973",2023-04-19,0.1148
"974",2023-04-20,0.093
"975",2023-04-21,0.11
"976",2023-04-24,0.1267
"977",2023-04-25,0.1039
"978",2023-04-26,0.1085
"979",2023-04-27,0.1138
"980",2023-04-28,0.1093
"981",2023-05-01,0.1131
"982",2023-05-02,0.1251
"983",2023-05-03,0.127
"984",2023-05-04,0.1434
"985",2023-05-05,0.1418
"986",2023-05-08,0.1444
"987",2023-05-09,0.1344
"988",2023-05-10,0.1337
"989",2023-05-11,0.1358
"990",2023-05-12,0.1461
"991",2023-05-15,0.1489
"992",2023-05-16,0.1445
"993",2023-05-17,0.1562
"994",2023-05-18,0.1645
"995",2023-05-19,0.1738
"996",2023-05-22,0.1715
"997",2023-05-23,0.1622
"998",2023-05-24,0.1621
"999",2023-05-25,0.1527
"1000",2023-05-26,0.1614
"1001",2023-05-30,0.1533
"1002",2023-05-31,0.1631
"1003",2023-06-01,0.1709
"1004",2023-06-02,0.1481
"1005",2023-06-05,0.1612
"1006",2023-06-06,0.1778
"1007",2023-06-07,0.1416
"1008",2023-06-08,0.1504
"1009",2023-06-09,0.1591
"1010",2023-06-12,0.1664
"1011",2023-06-13,0.1777
"1012",2023-06-14,0.1909
"1013",2023-06-15,0.1958
"1014",2023-06-16,0.1921
"1015",2023-06-20,0.211
"1016",2023-06-21,0.2133
"1017",2023-06-22,0.1929
"1018",2023-06-23,0.1685
"1019",2023-06-26,0.1722
"1020",2023-06-27,0.1695
"1021",2023-06-28,0.1695
"1022",2023-06-29,0.157
