"","date","ETN"
"72",2022-07-29,0.2781
"73",2022-08-01,0.2643
"74",2022-08-02,0.2606
"75",2022-08-03,0.2459
"76",2022-08-04,0.2496
"77",2022-08-05,0.2457
"78",2022-08-08,0.2445
"79",2022-08-09,0.2375
"80",2022-08-10,0.2381
"81",2022-08-11,0.2529
"82",2022-08-12,0.2655
"83",2022-08-15,0.2579
"84",2022-08-16,0.2631
"85",2022-08-17,0.2623
"86",2022-08-18,0.2638
"87",2022-08-19,0.2574
"88",2022-08-22,0.257
"89",2022-08-23,0.2578
"90",2022-08-24,0.2664
"91",2022-08-25,0.2552
"92",2022-08-26,0.2502
"93",2022-08-29,0.2489
"94",2022-08-30,0.2459
"95",2022-08-31,0.2437
"96",2022-09-01,0.2472
"97",2022-09-02,0.2323
"98",2022-09-06,0.2335
"99",2022-09-07,0.2292
"100",2022-09-08,0.235
"101",2022-09-09,0.2444
"102",2022-09-12,0.2519
"103",2022-09-13,0.2396
"104",2022-09-14,0.2324
"105",2022-09-15,0.2328
"106",2022-09-16,0.2412
"107",2022-09-19,0.2425
"108",2022-09-20,0.2437
"109",2022-09-21,0.2374
"110",2022-09-22,0.2401
"111",2022-09-23,0.2399
"112",2022-09-26,0.2457
"113",2022-09-27,0.2371
"114",2022-09-28,0.24
"115",2022-09-29,0.2364
"116",2022-09-30,0.2339
"117",2022-10-03,0.2313
"118",2022-10-04,0.2321
"119",2022-10-05,0.2188
"120",2022-10-06,0.2283
"121",2022-10-07,0.2271
"122",2022-10-10,0.2336
"123",2022-10-11,0.2278
"124",2022-10-12,0.2263
"125",2022-10-13,0.2303
"126",2022-10-14,0.2331
"127",2022-10-17,0.2277
"128",2022-10-18,0.2303
"129",2022-10-19,0.2377
"130",2022-10-20,0.2336
"131",2022-10-21,0.2394
"132",2022-10-24,0.245
"133",2022-10-25,0.2317
"134",2022-10-26,0.2214
"135",2022-10-27,0.2113
"136",2022-10-28,0.215
"137",2022-10-31,0.2088
"138",2022-11-01,0.2091
"139",2022-11-02,0.1957
"140",2022-11-03,0.2019
"141",2022-11-04,0.2081
"142",2022-11-07,0.2201
"143",2022-11-08,0.2088
"144",2022-11-09,0.2154
"145",2022-11-10,0.2169
"146",2022-11-11,0.2251
"147",2022-11-14,0.2218
"148",2022-11-15,0.2225
"149",2022-11-16,0.2219
"150",2022-11-17,0.2247
"151",2022-11-18,0.2227
"152",2022-11-21,0.2183
"153",2022-11-22,0.2218
"154",2022-11-23,0.219
"155",2022-11-25,0.2172
"156",2022-11-28,0.2215
"157",2022-11-29,0.2107
"158",2022-11-30,0.2106
"159",2022-12-01,0.205
"160",2022-12-02,0.2006
"161",2022-12-05,0.207
"162",2022-12-06,0.2133
"163",2022-12-07,0.2003
"164",2022-12-08,0.2063
"165",2022-12-09,0.2145
"166",2022-12-12,0.2241
"167",2022-12-13,0.2196
"168",2022-12-14,0.2175
"169",2022-12-15,0.2092
"170",2022-12-16,0.2106
"171",2022-12-19,0.2134
"172",2022-12-20,0.2201
"173",2022-12-21,0.2161
"174",2022-12-22,0.2136
"175",2022-12-23,0.2013
"176",2022-12-27,0.1968
"177",2022-12-28,0.1986
"178",2022-12-29,0.2074
"179",2022-12-30,0.197
"180",2023-01-03,0.2033
"181",2023-01-04,0.2073
"182",2023-01-05,0.2095
"183",2023-01-06,0.2095
"184",2023-01-09,0.2158
"185",2023-01-10,0.2152
"186",2023-01-11,0.2271
"187",2023-01-12,0.2248
"188",2023-01-13,0.2285
"189",2023-01-17,0.2262
"190",2023-01-18,0.2258
"191",2023-01-19,0.2259
"192",2023-01-20,0.228
"193",2023-01-23,0.2121
"194",2023-01-24,0.208
"195",2023-01-25,0.1984
"196",2023-01-26,0.1957
"197",2023-01-27,0.2031
"198",2023-01-30,0.2103
"199",2023-01-31,0.2009
"200",2023-02-01,0.2079
"201",2023-02-02,0.2168
"202",2023-02-03,0.2221
"203",2023-02-06,0.2188
"204",2023-02-07,0.2234
"205",2023-02-08,0.2214
"206",2023-02-09,0.2194
"207",2023-02-10,0.2063
"208",2023-02-13,0.2017
"209",2023-02-14,0.1995
"210",2023-02-15,0.2084
"211",2023-02-16,0.2117
"212",2023-02-17,0.2147
"213",2023-02-21,0.2089
"214",2023-02-22,0.2085
"215",2023-02-23,0.2043
"216",2023-02-24,0.2163
"217",2023-02-27,0.2094
"218",2023-02-28,0.2012
"219",2023-03-01,0.2014
"220",2023-03-02,0.2111
"221",2023-03-03,0.2172
"222",2023-03-06,0.2285
"223",2023-03-07,0.2138
"224",2023-03-08,0.2119
"225",2023-03-09,0.2213
"226",2023-03-10,0.2291
"227",2023-03-13,0.2214
"228",2023-03-14,0.2226
"229",2023-03-15,0.2091
"230",2023-03-16,0.2119
"231",2023-03-17,0.2079
"232",2023-03-20,0.2095
"233",2023-03-21,0.2076
"234",2023-03-22,0.2082
"235",2023-03-23,0.2039
"236",2023-03-24,0.2102
"237",2023-03-27,0.2148
"238",2023-03-28,0.2204
"239",2023-03-29,0.2215
"240",2023-03-30,0.2216
"241",2023-03-31,0.2269
"242",2023-04-03,0.2324
"243",2023-04-04,0.2264
"244",2023-04-05,0.2265
"245",2023-04-06,0.2237
"246",2023-04-10,0.2248
"247",2023-04-11,0.2122
"248",2023-04-12,0.2145
"249",2023-04-13,0.2166
"250",2023-04-14,0.2238
"251",2023-04-17,0.2194
"252",2023-04-18,0.2284
"253",2023-04-19,0.217
"254",2023-04-20,0.2184
"255",2023-04-21,0.2172
"256",2023-04-24,0.2193
"257",2023-04-25,0.216
"258",2023-04-26,0.2237
"259",2023-04-27,0.2128
"260",2023-04-28,0.2106
"261",2023-05-01,0.226
"262",2023-05-02,0.2327
"263",2023-05-03,0.2314
"264",2023-05-04,0.2343
"265",2023-05-05,0.2265
"266",2023-05-08,0.2275
"267",2023-05-09,0.2206
"268",2023-05-10,0.2241
"269",2023-05-11,0.226
"270",2023-05-12,0.229
"271",2023-05-15,0.2329
"272",2023-05-16,0.2394
"273",2023-05-17,0.232
"274",2023-05-18,0.2373
"275",2023-05-19,0.2422
"276",2023-05-22,0.2581
"277",2023-05-23,0.2582
"278",2023-05-24,0.2559
"279",2023-05-25,0.2504
"280",2023-05-26,0.2529
"281",2023-05-30,0.2603
"282",2023-05-31,0.273
"283",2023-06-01,0.2597
"284",2023-06-02,0.2545
"285",2023-06-05,0.262
"286",2023-06-06,0.2619
"287",2023-06-07,0.2529
"288",2023-06-08,0.2583
"289",2023-06-09,0.2535
"290",2023-06-12,0.2619
"291",2023-06-13,0.2679
"292",2023-06-14,0.2763
"293",2023-06-15,0.2721
"294",2023-06-16,0.273
"295",2023-06-20,0.2646
"296",2023-06-21,0.2699
"297",2023-06-22,0.2691
"298",2023-06-23,0.2726
"299",2023-06-26,0.267
"300",2023-06-27,0.2715
"301",2023-06-28,0.2681
"302",2023-06-29,0.2701
