"","date","FCX"
"188",2023-01-13,0.1045
"189",2023-01-17,0.102
"190",2023-01-18,0.0999
"191",2023-01-19,0.0902
"192",2023-01-20,0.0904
"193",2023-01-23,0.0836999999999999
"194",2023-01-24,0.0812
"195",2023-01-25,0.0785
"196",2023-01-26,0.0815000000000001
"197",2023-01-27,0.0873
"198",2023-01-30,0.088
"199",2023-01-31,0.0815
"200",2023-02-01,0.0872
"201",2023-02-02,0.096
"202",2023-02-03,0.0976
"203",2023-02-06,0.0972
"204",2023-02-07,0.1006
"205",2023-02-08,0.0917
"206",2023-02-09,0.0918
"207",2023-02-10,0.0866
"208",2023-02-13,0.0852999999999999
"209",2023-02-14,0.0897
"210",2023-02-15,0.0961
"211",2023-02-16,0.0932
"212",2023-02-17,0.093
"213",2023-02-21,0.0895
"214",2023-02-22,0.0917999999999999
"215",2023-02-23,0.0867000000000001
"216",2023-02-24,0.0905
"217",2023-02-27,0.0798000000000001
"218",2023-02-28,0.0785
"219",2023-03-01,0.0817
"220",2023-03-02,0.0914
"221",2023-03-03,0.0924
"222",2023-03-06,0.0962
"223",2023-03-07,0.092
"224",2023-03-08,0.1003
"225",2023-03-09,0.1011
"226",2023-03-10,0.1019
"227",2023-03-13,0.0942
"228",2023-03-14,0.0841
"229",2023-03-15,0.0815
"230",2023-03-16,0.0857
"231",2023-03-17,0.0849000000000001
"232",2023-03-20,0.0838
"233",2023-03-21,0.0814
"234",2023-03-22,0.0896
"235",2023-03-23,0.0859000000000001
"236",2023-03-24,0.0946
"237",2023-03-27,0.0984
"238",2023-03-28,0.0941
"239",2023-03-29,0.0923999999999999
"240",2023-03-30,0.1002
"241",2023-03-31,0.1
"242",2023-04-03,0.1
"243",2023-04-04,0.0901999999999999
"244",2023-04-05,0.0886
"245",2023-04-06,0.082
"246",2023-04-10,0.0861
"247",2023-04-11,0.0819
"248",2023-04-12,0.0866
"249",2023-04-13,0.0897
"250",2023-04-14,0.0943000000000001
"251",2023-04-17,0.0871
"252",2023-04-18,0.0907
"253",2023-04-19,0.0835
"254",2023-04-20,0.0857
"255",2023-04-21,0.0877
"256",2023-04-24,0.0889
"257",2023-04-25,0.0911999999999999
"258",2023-04-26,0.0946
"259",2023-04-27,0.0883
"260",2023-04-28,0.0955
"261",2023-05-01,0.104
"262",2023-05-02,0.1068
"263",2023-05-03,0.108
"264",2023-05-04,0.1057
"265",2023-05-05,0.0949
"266",2023-05-08,0.1009
"267",2023-05-09,0.0991
"268",2023-05-10,0.1016
"269",2023-05-11,0.1
"270",2023-05-12,0.1081
"271",2023-05-15,0.1061
"272",2023-05-16,0.1158
"273",2023-05-17,0.1176
"274",2023-05-18,0.1263
"275",2023-05-19,0.1241
"276",2023-05-22,0.129
"277",2023-05-23,0.1242
"278",2023-05-24,0.1176
"279",2023-05-25,0.1189
"280",2023-05-26,0.1217
"281",2023-05-30,0.1227
"282",2023-05-31,0.1222
"283",2023-06-01,0.1195
"284",2023-06-02,0.1239
"285",2023-06-05,0.1255
"286",2023-06-06,0.1297
"287",2023-06-07,0.1229
"288",2023-06-08,0.1245
"289",2023-06-09,0.1227
"290",2023-06-12,0.1321
"291",2023-06-13,0.1314
"292",2023-06-14,0.1342
"293",2023-06-15,0.1289
"294",2023-06-16,0.1363
"295",2023-06-20,0.1284
"296",2023-06-21,0.1353
"297",2023-06-22,0.1344
"298",2023-06-23,0.127
"299",2023-06-26,0.1235
"300",2023-06-27,0.1329
"301",2023-06-28,0.1261
"302",2023-06-29,0.1247
