"","date","FCX"
"1",2022-04-18,0.0509
"2",2022-04-19,0.0523
"3",2022-04-20,0.0476
"4",2022-04-21,0.0436
"5",2022-04-22,0.0418
"6",2022-04-25,0.0415
"7",2022-04-26,0.0345
"8",2022-04-27,0.0341
"9",2022-04-28,0.0363
"10",2022-04-29,0.0461
"11",2022-05-02,0.0484000000000001
"12",2022-05-03,0.053
"13",2022-05-04,0.0505
"14",2022-05-05,0.0584
"15",2022-05-06,0.058
"16",2022-05-09,0.064
"17",2022-05-10,0.0636
"18",2022-05-11,0.0596
"19",2022-05-12,0.057
"20",2022-05-13,0.0635
"21",2022-05-16,0.0739
"22",2022-05-17,0.0704
"23",2022-05-18,0.0639
"24",2022-05-19,0.0633
"25",2022-05-20,0.0569
"26",2022-05-23,0.0573
"27",2022-05-24,0.0591
"28",2022-05-25,0.0592
"29",2022-05-26,0.0666
"30",2022-05-27,0.0722
"31",2022-05-31,0.0674999999999999
"32",2022-06-01,0.0745
"33",2022-06-02,0.0762
"34",2022-06-03,0.0792
"35",2022-06-06,0.075
"36",2022-06-07,0.0807
"37",2022-06-08,0.0756000000000001
"38",2022-06-09,0.0735
"39",2022-06-10,0.0787
"40",2022-06-13,0.0809
"41",2022-06-14,0.0818
"42",2022-06-15,0.0828
"43",2022-06-16,0.081
"44",2022-06-17,0.0846
"45",2022-06-21,0.0837
"46",2022-06-22,0.0854
"47",2022-06-23,0.0834
"48",2022-06-24,0.0836000000000001
"49",2022-06-27,0.0821000000000001
"50",2022-06-28,0.0895
"51",2022-06-29,0.0923
"52",2022-06-30,0.0972
"53",2022-07-01,0.0949
"54",2022-07-05,0.1032
"55",2022-07-06,0.0981
"56",2022-07-07,0.1002
"57",2022-07-08,0.0989
"58",2022-07-11,0.0968
"59",2022-07-12,0.0952000000000001
"60",2022-07-13,0.1
"61",2022-07-14,0.0989
"62",2022-07-15,0.0991
"63",2022-07-18,0.1001
"64",2022-07-19,0.1008
"65",2022-07-20,0.107
"66",2022-07-21,0.1165
"67",2022-07-22,0.1166
"68",2022-07-25,0.118
"69",2022-07-26,0.1218
"70",2022-07-27,0.1189
"71",2022-07-28,0.1162
"72",2022-07-29,0.1149
"73",2022-08-01,0.1092
"74",2022-08-02,0.105
"75",2022-08-03,0.1029
"76",2022-08-04,0.1088
"77",2022-08-05,0.1118
"78",2022-08-08,0.1145
"79",2022-08-09,0.1137
"80",2022-08-10,0.1282
"81",2022-08-11,0.136
"82",2022-08-12,0.1326
"83",2022-08-15,0.1232
"84",2022-08-16,0.1233
"85",2022-08-17,0.1149
"86",2022-08-18,0.119
"87",2022-08-19,0.1186
"88",2022-08-22,0.1139
"89",2022-08-23,0.1161
"90",2022-08-24,0.1236
"91",2022-08-25,0.1111
"92",2022-08-26,0.1116
"93",2022-08-29,0.1116
"94",2022-08-30,0.1122
"95",2022-08-31,0.1073
"96",2022-09-01,0.1123
"97",2022-09-02,0.1114
"98",2022-09-06,0.1138
"99",2022-09-07,0.1173
"100",2022-09-08,0.1164
"101",2022-09-09,0.1217
"102",2022-09-12,0.1221
"103",2022-09-13,0.1162
"104",2022-09-14,0.1182
"105",2022-09-15,0.1216
"106",2022-09-16,0.1273
"107",2022-09-19,0.1251
"108",2022-09-20,0.124
"109",2022-09-21,0.1226
"110",2022-09-22,0.128
"111",2022-09-23,0.1286
"112",2022-09-26,0.1318
"113",2022-09-27,0.1292
"114",2022-09-28,0.1345
"115",2022-09-29,0.1292
"116",2022-09-30,0.1288
"117",2022-10-03,0.124
"118",2022-10-04,0.1169
"119",2022-10-05,0.1172
"120",2022-10-06,0.1269
"121",2022-10-07,0.1271
"122",2022-10-10,0.1298
"123",2022-10-11,0.1335
"124",2022-10-12,0.1381
"125",2022-10-13,0.137
"126",2022-10-14,0.1394
"127",2022-10-17,0.1364
"128",2022-10-18,0.134
"129",2022-10-19,0.1422
"130",2022-10-20,0.1421
"131",2022-10-21,0.1423
"132",2022-10-24,0.1423
"133",2022-10-25,0.1301
"134",2022-10-26,0.1233
"135",2022-10-27,0.118
"136",2022-10-28,0.1238
"137",2022-10-31,0.1211
"138",2022-11-01,0.1206
"139",2022-11-02,0.115
"140",2022-11-03,0.1263
"141",2022-11-04,0.1273
"142",2022-11-07,0.1308
"143",2022-11-08,0.1233
"144",2022-11-09,0.1271
"145",2022-11-10,0.1209
"146",2022-11-11,0.125
"147",2022-11-14,0.1189
"148",2022-11-15,0.1097
"149",2022-11-16,0.1136
"150",2022-11-17,0.115
"151",2022-11-18,0.1131
"152",2022-11-21,0.1122
"153",2022-11-22,0.1211
"154",2022-11-23,0.1193
"155",2022-11-25,0.1164
"156",2022-11-28,0.1189
"157",2022-11-29,0.1147
"158",2022-11-30,0.1103
"159",2022-12-01,0.1066
"160",2022-12-02,0.1035
"161",2022-12-05,0.1018
"162",2022-12-06,0.1061
"163",2022-12-07,0.1014
"164",2022-12-08,0.1116
"165",2022-12-09,0.1152
"166",2022-12-12,0.1192
"167",2022-12-13,0.1149
"168",2022-12-14,0.1103
"169",2022-12-15,0.1046
"170",2022-12-16,0.1095
"171",2022-12-19,0.1117
"172",2022-12-20,0.1082
"173",2022-12-21,0.1013
"174",2022-12-22,0.1054
"175",2022-12-23,0.0999
"176",2022-12-27,0.1027
"177",2022-12-28,0.1048
"178",2022-12-29,0.1016
"179",2022-12-30,0.1015
"180",2023-01-03,0.1093
"181",2023-01-04,0.109
"182",2023-01-05,0.1087
"183",2023-01-06,0.1051
"184",2023-01-09,0.105
"185",2023-01-10,0.1018
"186",2023-01-11,0.108
"187",2023-01-12,0.1057
