"","date","ETN"
"1",2019-06-10,0.0615
"2",2019-06-11,0.0761999999999999
"3",2019-06-12,0.0612
"4",2019-06-13,0.0435
"5",2019-06-14,0.0342
"6",2019-06-17,0.0298
"7",2019-06-18,0.023
"8",2019-06-19,0.0331
"9",2019-06-20,0.0173
"10",2019-06-21,0.0235000000000001
"11",2019-06-24,0.0236999999999999
"12",2019-06-25,0.0445
"13",2019-06-26,0.0619999999999999
"14",2019-06-27,0.0686
"15",2019-06-28,0.0657
"16",2019-07-01,0.0768
"17",2019-07-02,0.0773
"18",2019-07-03,0.0927
"19",2019-07-05,0.0816
"20",2019-07-08,0.0933
"21",2019-07-09,0.0969
"22",2019-07-10,0.0684
"23",2019-07-11,0.0767
"24",2019-07-12,0.0724999999999999
"25",2019-07-15,0.0775
"26",2019-07-16,0.1052
"27",2019-07-17,0.1039
"28",2019-07-18,0.1197
"29",2019-07-19,0.1166
"30",2019-07-22,0.1126
"31",2019-07-23,0.0913
"32",2019-07-24,0.1309
"33",2019-07-25,0.1222
"34",2019-07-26,0.1015
"35",2019-07-29,0.0967
"36",2019-07-30,0.1008
"37",2019-07-31,0.0898000000000001
"38",2019-08-01,0.1055
"39",2019-08-02,0.1029
"40",2019-08-05,0.1095
"41",2019-08-06,0.108
"42",2019-08-07,0.1081
"43",2019-08-08,0.1074
"44",2019-08-09,0.0991
"45",2019-08-12,0.0968
"46",2019-08-13,0.1192
"47",2019-08-14,0.1115
"48",2019-08-15,0.1099
"49",2019-08-16,0.0845
"50",2019-08-19,0.0847
"51",2019-08-20,0.0695
"52",2019-08-21,0.0753
"53",2019-08-22,0.0789
"54",2019-08-23,0.0845
"55",2019-08-26,0.0731999999999999
"56",2019-08-27,0.0799000000000001
"57",2019-08-28,0.0756
"58",2019-08-29,0.0909000000000001
"59",2019-08-30,0.0828
"60",2019-09-03,0.0636
"61",2019-09-04,0.0516000000000001
"62",2019-09-05,0.0827
"63",2019-09-06,0.0964999999999999
"64",2019-09-09,0.0901000000000001
"65",2019-09-10,0.095
"66",2019-09-11,0.0882000000000001
"67",2019-09-12,0.0650000000000001
"68",2019-09-13,0.1058
"69",2019-09-16,0.0999
"70",2019-09-17,0.1016
"71",2019-09-18,0.1197
"72",2019-09-19,0.1378
"73",2019-09-20,0.1454
"74",2019-09-23,0.146
"75",2019-09-24,0.1455
"76",2019-09-25,0.1536
"77",2019-09-26,0.1391
"78",2019-09-27,0.1519
"79",2019-09-30,0.1432
"80",2019-10-01,0.1605
"81",2019-10-02,0.1678
"82",2019-10-03,0.1844
"83",2019-10-04,0.1742
"84",2019-10-07,0.1696
"85",2019-10-08,0.1766
"86",2019-10-09,0.1821
"87",2019-10-10,0.1788
"88",2019-10-11,0.1826
"89",2019-10-14,0.184
"90",2019-10-15,0.1837
"91",2019-10-16,0.1744
"92",2019-10-17,0.2057
"93",2019-10-18,0.2112
"94",2019-10-21,0.2074
"95",2019-10-22,0.2258
"96",2019-10-23,0.2302
"97",2019-10-24,0.2185
"98",2019-10-25,0.2348
"99",2019-10-28,0.1931
"100",2019-10-29,0.1684
"101",2019-10-30,0.1721
"102",2019-10-31,0.1927
"103",2019-11-01,0.2024
"104",2019-11-04,0.203
"105",2019-11-05,0.1876
"106",2019-11-06,0.2019
"107",2019-11-07,0.2126
"108",2019-11-08,0.2237
"109",2019-11-11,0.2075
"110",2019-11-12,0.2014
"111",2019-11-13,0.1849
"112",2019-11-14,0.1796
"113",2019-11-15,0.1663
"114",2019-11-18,0.1416
"115",2019-11-19,0.115
"116",2019-11-20,0.1087
"117",2019-11-21,0.1065
"118",2019-11-22,0.1185
"119",2019-11-25,0.1285
"120",2019-11-26,0.1298
"121",2019-11-27,0.1123
"122",2019-11-29,0.1283
"123",2019-12-02,0.1349
"124",2019-12-03,0.1261
"125",2019-12-04,0.1433
"126",2019-12-05,0.1483
"127",2019-12-06,0.1272
"128",2019-12-09,0.1564
"129",2019-12-10,0.1516
"130",2019-12-11,0.1693
"131",2019-12-12,0.1833
"132",2019-12-13,0.1756
"133",2019-12-16,0.1666
"134",2019-12-17,0.1621
"135",2019-12-18,0.1603
"136",2019-12-19,0.1661
"137",2019-12-20,0.1808
"138",2019-12-23,0.1923
"139",2019-12-24,0.1818
"140",2019-12-26,0.1992
"141",2019-12-27,0.2281
"142",2019-12-30,0.2546
"143",2019-12-31,0.2415
"144",2020-01-02,0.2336
"145",2020-01-03,0.2534
"146",2020-01-06,0.2823
"147",2020-01-07,0.2786
"148",2020-01-08,0.2965
"149",2020-01-09,0.3144
"150",2020-01-10,0.3273
"151",2020-01-13,0.3373
"152",2020-01-14,0.3343
"153",2020-01-15,0.357
"154",2020-01-16,0.3426
"155",2020-01-17,0.3329
"156",2020-01-21,0.343
"157",2020-01-22,0.3188
"158",2020-01-23,0.3324
"159",2020-01-24,0.3354
"160",2020-01-27,0.3282
"161",2020-01-28,0.3573
"162",2020-01-29,0.3798
"163",2020-01-30,0.3755
"164",2020-01-31,0.3793
"165",2020-02-03,0.373
"166",2020-02-04,0.3906
"167",2020-02-05,0.3959
"168",2020-02-06,0.3946
"169",2020-02-07,0.3979
"170",2020-02-10,0.4033
"171",2020-02-11,0.3958
"172",2020-02-12,0.3984
"173",2020-02-13,0.4003
"174",2020-02-14,0.3805
"175",2020-02-18,0.3634
"176",2020-02-19,0.3591
"177",2020-02-20,0.3575
"178",2020-02-21,0.3826
"179",2020-02-24,0.3716
"180",2020-02-25,0.3734
"181",2020-02-26,0.385
"182",2020-02-27,0.3911
"183",2020-02-28,0.4038
"184",2020-03-02,0.4025
"185",2020-03-03,0.4056
"186",2020-03-04,0.4374
"187",2020-03-05,0.3983
"188",2020-03-06,0.3811
"189",2020-03-09,0.4081
"190",2020-03-10,0.4206
"191",2020-03-11,0.4589
"192",2020-03-12,0.4896
"193",2020-03-13,0.4762
"194",2020-03-16,0.4819
"195",2020-03-17,0.4782
"196",2020-03-18,0.4884
"197",2020-03-19,0.4978
"198",2020-03-20,0.5074
"199",2020-03-23,0.5212
"200",2020-03-24,0.5608
"201",2020-03-25,0.6163
"202",2020-03-26,0.658
"203",2020-03-27,0.6558
"204",2020-03-30,0.6599
"205",2020-03-31,0.6533
"206",2020-04-01,0.6523
"207",2020-04-02,0.6286
"208",2020-04-03,0.6425
"209",2020-04-06,0.6389
"210",2020-04-07,0.6694
"211",2020-04-08,0.6824
"212",2020-04-09,0.6872
"213",2020-04-13,0.6671
"214",2020-04-14,0.6569
"215",2020-04-15,0.6404
"216",2020-04-16,0.6872
"217",2020-04-17,0.6636
"218",2020-04-20,0.6284
"219",2020-04-21,0.6101
"220",2020-04-22,0.6402
"221",2020-04-23,0.6651
"222",2020-04-24,0.6995
"223",2020-04-27,0.6415
"224",2020-04-28,0.6325
"225",2020-04-29,0.6649
"226",2020-04-30,0.6946
"227",2020-05-01,0.669
"228",2020-05-04,0.6667
"229",2020-05-05,0.6076
"230",2020-05-06,0.6242
"231",2020-05-07,0.6194
"232",2020-05-08,0.6201
"233",2020-05-11,0.6174
"234",2020-05-12,0.6
"235",2020-05-13,0.5669
"236",2020-05-14,0.5788
"237",2020-05-15,0.5773
"238",2020-05-18,0.5959
"239",2020-05-19,0.5736
"240",2020-05-20,0.5487
"241",2020-05-21,0.5511
"242",2020-05-22,0.5604
"243",2020-05-26,0.5308
"244",2020-05-27,0.5198
"245",2020-05-28,0.5063
"246",2020-05-29,0.5154
"247",2020-06-01,0.4614
"248",2020-06-02,0.4801
"249",2020-06-03,0.4873
"250",2020-06-04,0.5158
"251",2020-06-05,0.5029
"252",2020-06-08,0.5318
"253",2020-06-09,0.4922
"254",2020-06-10,0.4857
"255",2020-06-11,0.4837
"256",2020-06-12,0.4936
"257",2020-06-15,0.4853
"258",2020-06-16,0.5105
"259",2020-06-17,0.4643
"260",2020-06-18,0.4568
"261",2020-06-19,0.5133
"262",2020-06-22,0.5276
"263",2020-06-23,0.5249
"264",2020-06-24,0.5264
"265",2020-06-25,0.4983
"266",2020-06-26,0.5023
"267",2020-06-29,0.4648
"268",2020-06-30,0.4778
"269",2020-07-01,0.4408
"270",2020-07-02,0.4159
"271",2020-07-06,0.4107
"272",2020-07-07,0.431
"273",2020-07-08,0.4077
"274",2020-07-09,0.4299
"275",2020-07-10,0.4455
"276",2020-07-13,0.5012
"277",2020-07-14,0.493
"278",2020-07-15,0.4894
"279",2020-07-16,0.4565
"280",2020-07-17,0.4711
"281",2020-07-20,0.5142
"282",2020-07-21,0.5535
"283",2020-07-22,0.5141
"284",2020-07-23,0.4879
"285",2020-07-24,0.5135
"286",2020-07-27,0.5179
"287",2020-07-28,0.4939
"288",2020-07-29,0.5121
"289",2020-07-30,0.4839
"290",2020-07-31,0.5149
"291",2020-08-03,0.536
"292",2020-08-04,0.5525
"293",2020-08-05,0.5432
"294",2020-08-06,0.5469
"295",2020-08-07,0.5181
"296",2020-08-10,0.5406
"297",2020-08-11,0.5327
"298",2020-08-12,0.5485
"299",2020-08-13,0.5205
"300",2020-08-14,0.5348
"301",2020-08-17,0.5376
"302",2020-08-18,0.5465
"303",2020-08-19,0.5107
"304",2020-08-20,0.5038
"305",2020-08-21,0.5181
"306",2020-08-24,0.5225
"307",2020-08-25,0.5093
"308",2020-08-26,0.5071
"309",2020-08-27,0.5304
"310",2020-08-28,0.5681
"311",2020-08-31,0.5796
"312",2020-09-01,0.5783
"313",2020-09-02,0.5521
"314",2020-09-03,0.5436
"315",2020-09-04,0.5381
"316",2020-09-08,0.545
"317",2020-09-09,0.5108
"318",2020-09-10,0.5392
"319",2020-09-11,0.4808
"320",2020-09-14,0.4986
"321",2020-09-15,0.552
"322",2020-09-16,0.5726
"323",2020-09-17,0.5689
"324",2020-09-18,0.5873
"325",2020-09-21,0.5493
"326",2020-09-22,0.5664
"327",2020-09-23,0.5483
"328",2020-09-24,0.5198
"329",2020-09-25,0.5099
"330",2020-09-28,0.5173
"331",2020-09-29,0.5238
"332",2020-09-30,0.5223
"333",2020-10-01,0.5087
"334",2020-10-02,0.5027
"335",2020-10-05,0.4948
"336",2020-10-06,0.5029
"337",2020-10-07,0.4933
"338",2020-10-08,0.4963
"339",2020-10-09,0.4616
"340",2020-10-12,0.5018
"341",2020-10-13,0.5452
"342",2020-10-14,0.5638
"343",2020-10-15,0.5238
"344",2020-10-16,0.4894
"345",2020-10-19,0.4981
"346",2020-10-20,0.5296
"347",2020-10-21,0.5086
"348",2020-10-22,0.528
"349",2020-10-23,0.4968
"350",2020-10-26,0.4687
"351",2020-10-27,0.4765
"352",2020-10-28,0.5034
"353",2020-10-29,0.5126
"354",2020-10-30,0.5361
"355",2020-11-02,0.5047
"356",2020-11-03,0.5149
"357",2020-11-04,0.5103
"358",2020-11-05,0.4974
"359",2020-11-06,0.486
"360",2020-11-09,0.5061
"361",2020-11-10,0.4849
"362",2020-11-11,0.4965
"363",2020-11-12,0.4725
"364",2020-11-13,0.4573
"365",2020-11-16,0.4852
"366",2020-11-17,0.5231
"367",2020-11-18,0.508
"368",2020-11-19,0.4995
"369",2020-11-20,0.513
