"","date","INTU"
"175",2022-12-23,0.2057
"176",2022-12-27,0.203
"177",2022-12-28,0.2003
"178",2022-12-29,0.2059
"179",2022-12-30,0.2036
"180",2023-01-03,0.2072
"181",2023-01-04,0.2032
"182",2023-01-05,0.2051
"183",2023-01-06,0.2031
"184",2023-01-09,0.2146
"185",2023-01-10,0.2194
"186",2023-01-11,0.2208
"187",2023-01-12,0.2172
"188",2023-01-13,0.2227
"189",2023-01-17,0.2201
"190",2023-01-18,0.2193
"191",2023-01-19,0.219
"192",2023-01-20,0.2206
"193",2023-01-23,0.2124
"194",2023-01-24,0.2097
"195",2023-01-25,0.2031
"196",2023-01-26,0.2132
"197",2023-01-27,0.2158
"198",2023-01-30,0.2169
"199",2023-01-31,0.2131
"200",2023-02-01,0.2182
"201",2023-02-02,0.2194
"202",2023-02-03,0.2234
"203",2023-02-06,0.2267
"204",2023-02-07,0.2217
"205",2023-02-08,0.2208
"206",2023-02-09,0.2201
"207",2023-02-10,0.2108
"208",2023-02-13,0.2211
"209",2023-02-14,0.2196
"210",2023-02-15,0.2265
"211",2023-02-16,0.2268
"212",2023-02-17,0.2308
"213",2023-02-21,0.2361
"214",2023-02-22,0.2378
"215",2023-02-23,0.2355
"216",2023-02-24,0.2341
"217",2023-02-27,0.2257
"218",2023-02-28,0.2262
"219",2023-03-01,0.2244
"220",2023-03-02,0.2354
"221",2023-03-03,0.2419
"222",2023-03-06,0.2508
"223",2023-03-07,0.2451
"224",2023-03-08,0.2446
"225",2023-03-09,0.2406
"226",2023-03-10,0.2428
"227",2023-03-13,0.2413
"228",2023-03-14,0.2424
"229",2023-03-15,0.2338
"230",2023-03-16,0.2411
"231",2023-03-17,0.2432
"232",2023-03-20,0.2463
"233",2023-03-21,0.2428
"234",2023-03-22,0.2399
"235",2023-03-23,0.2383
"236",2023-03-24,0.244
"237",2023-03-27,0.2461
"238",2023-03-28,0.2578
"239",2023-03-29,0.2601
"240",2023-03-30,0.2597
"241",2023-03-31,0.2632
"242",2023-04-03,0.2635
"243",2023-04-04,0.2554
"244",2023-04-05,0.2616
"245",2023-04-06,0.2584
"246",2023-04-10,0.256
"247",2023-04-11,0.2516
"248",2023-04-12,0.2566
"249",2023-04-13,0.2533
"250",2023-04-14,0.2569
"251",2023-04-17,0.2554
"252",2023-04-18,0.2621
"253",2023-04-19,0.256
"254",2023-04-20,0.2491
"255",2023-04-21,0.2475
"256",2023-04-24,0.2501
"257",2023-04-25,0.2456
"258",2023-04-26,0.2437
"259",2023-04-27,0.2375
"260",2023-04-28,0.241
"261",2023-05-01,0.2421
"262",2023-05-02,0.2425
"263",2023-05-03,0.2475
"264",2023-05-04,0.2406
"265",2023-05-05,0.2307
"266",2023-05-08,0.2344
"267",2023-05-09,0.2214
"268",2023-05-10,0.2243
"269",2023-05-11,0.2216
"270",2023-05-12,0.2193
"271",2023-05-15,0.2111
"272",2023-05-16,0.2104
"273",2023-05-17,0.2092
"274",2023-05-18,0.216
"275",2023-05-19,0.2124
"276",2023-05-22,0.2131
"277",2023-05-23,0.1999
"278",2023-05-24,0.1939
"279",2023-05-25,0.1867
"280",2023-05-26,0.1933
"281",2023-05-30,0.1899
"282",2023-05-31,0.1855
"283",2023-06-01,0.1849
"284",2023-06-02,0.1813
"285",2023-06-05,0.1877
"286",2023-06-06,0.1932
"287",2023-06-07,0.1881
"288",2023-06-08,0.1888
"289",2023-06-09,0.1812
"290",2023-06-12,0.1855
"291",2023-06-13,0.1852
"292",2023-06-14,0.1948
"293",2023-06-15,0.1936
"294",2023-06-16,0.1941
"295",2023-06-20,0.1843
"296",2023-06-21,0.189
"297",2023-06-22,0.1844
"298",2023-06-23,0.1872
"299",2023-06-26,0.1878
"300",2023-06-27,0.1873
"301",2023-06-28,0.1821
"302",2023-06-29,0.1815
