date,FANG,INTU,FTNT,ETN,AMD,IDXX,META,CDNS,MPWR,FCX,NEM,PANW,LLY,OXY
2023-01-04,0.2092,0.2032,0.2569,0.2073,0.2069,0.2529,0.3171,0.2907,0.2472,0.109,0.1061,0.3167,0.2041,0.2374
2023-01-05,0.2154,0.2051,0.2585,0.2095,0.2162,0.2512,0.3178,0.2974,0.2477,0.1087,0.1112,0.3253,0.2023,0.2352
2023-01-06,0.2131,0.2031,0.2575,0.2095,0.2207,0.2504,0.3201,0.3043,0.248,0.1051,0.1191,0.3236,0.2024,0.2344
2023-01-09,0.2023,0.2146,0.2552,0.2158,0.2246,0.2597,0.321,0.3091,0.2435,0.105,0.1167,0.3192,0.2049,0.2237
2023-01-10,0.2114,0.2194,0.2598,0.2152,0.229,0.2625,0.3249,0.3053,0.2486,0.1018,0.1145,0.325,0.2074,0.2288
2023-01-11,0.214,0.2208,0.2608,0.2271,0.2304,0.268,0.3208,0.3043,0.2462,0.108,0.1117,0.3218,0.2088,0.2338
2023-01-12,0.2023,0.2172,0.2566,0.2248,0.2372,0.2693,0.3141,0.3038,0.245,0.1057,0.1079,0.321,0.214,0.2207
2023-01-13,0.1864,0.2227,0.2535,0.2285,0.241,0.2678,0.3049,0.3094,0.2443,0.1045,0.1092,0.3178,0.2112,0.202
2023-01-17,0.2,0.2201,0.2511,0.2262,0.2406,0.2686,0.3045,0.303,0.25,0.102,0.1083,0.3205,0.2093,0.2289
2023-01-18,0.1972,0.2193,0.248,0.2258,0.2437,0.2667,0.3002,0.3107,0.2404,0.0999,0.1043,0.3102,0.21,0.2311
2023-01-19,0.1929,0.219,0.2456,0.2259,0.2428,0.267,0.3032,0.3057,0.2427,0.0902,0.1021,0.3102,0.2089,0.2319
2023-01-20,0.1952,0.2206,0.2509,0.228,0.2493,0.2662,0.304,0.3078,0.2449,0.0904,0.1063,0.3121,0.2137,0.2388
2023-01-23,0.192,0.2124,0.2469,0.2121,0.2501,0.2531,0.3118,0.3036,0.248,0.0836999999999999,0.1137,0.3152,0.2128,0.2408
2023-01-24,0.1897,0.2097,0.2463,0.208,0.2493,0.2468,0.2993,0.2993,0.2503,0.0812,0.1103,0.3125,0.2116,0.2376
2023-01-25,0.184,0.2031,0.2516,0.1984,0.2461,0.2399,0.302,0.2935,0.2468,0.0785,0.1079,0.3111,0.2067,0.227
2023-01-26,0.172,0.2132,0.2494,0.1957,0.2456,0.234,0.3065,0.2931,0.2474,0.0815000000000001,0.1035,0.3068,0.202,0.207
2023-01-27,0.1692,0.2158,0.2525,0.2031,0.2512,0.2367,0.3057,0.2934,0.2488,0.0873,0.1057,0.3122,0.2038,0.2089
2023-01-30,0.1659,0.2169,0.2475,0.2103,0.2526,0.243,0.2947,0.2926,0.2456,0.088,0.1052,0.3135,0.2055,0.2081
2023-01-31,0.1777,0.2131,0.2446,0.2009,0.2526,0.2421,0.2997,0.2953,0.2443,0.0815,0.1034,0.3258,0.2101,0.224
2023-02-01,0.1805,0.2182,0.2503,0.2079,0.2532,0.2421,0.2963,0.3008,0.2425,0.0872,0.1097,0.3289,0.2164,0.2255
2023-02-02,0.1877,0.2194,0.2569,0.2168,0.2466,0.2415,0.3066,0.2939,0.2405,0.096,0.1102,0.3305,0.2108,0.2373
2023-02-03,0.1882,0.2234,0.262,0.2221,0.2382,0.2415,0.3071,0.2997,0.2473,0.0976,0.1143,0.3243,0.22,0.2361
2023-02-06,0.1846,0.2267,0.2608,0.2188,0.237,0.2299,0.3146,0.3008,0.2492,0.0972,0.1207,0.3164,0.2205,0.2316
2023-02-07,0.1864,0.2217,0.2535,0.2234,0.2233,0.2291,0.3083,0.3018,0.2574,0.1006,0.1176,0.3158,0.2221,0.2357
2023-02-08,0.1836,0.2208,0.2505,0.2214,0.197,0.2359,0.3048,0.3012,0.2562,0.0917,0.1196,0.3149,0.2188,0.2307
2023-02-09,0.1727,0.2201,0.254,0.2194,0.1867,0.2339,0.2963,0.3018,0.2533,0.0918,0.1126,0.3168,0.2221,0.2182
2023-02-10,0.1696,0.2108,0.2524,0.2063,0.1873,0.2305,0.2996,0.2975,0.2485,0.0866,0.11,0.3172,0.2289,0.212
2023-02-13,0.17,0.2211,0.2449,0.2017,0.1793,0.2258,0.3021,0.293,0.2418,0.0852999999999999,0.11,0.306,0.2188,0.2112
2023-02-14,0.1822,0.2196,0.2431,0.1995,0.1775,0.2219,0.3092,0.2882,0.2464,0.0897,0.1103,0.3102,0.2104,0.2253
2023-02-15,0.1804,0.2265,0.243,0.2084,0.1755,0.2271,0.3053,0.2975,0.2468,0.0961,0.1161,0.31,0.2104,0.2182
2023-02-16,0.1748,0.2268,0.2424,0.2117,0.1721,0.2233,0.3032,0.2889,0.2497,0.0932,0.1121,0.3089,0.2144,0.2112
2023-02-17,0.1588,0.2308,0.2456,0.2147,0.1759,0.224,0.2982,0.2942,0.2432,0.093,0.1119,0.3056,0.2148,0.1927
2023-02-21,0.1662,0.2361,0.2526,0.2089,0.1772,0.2197,0.2935,0.293,0.2458,0.0895,0.116,0.3094,0.2177,0.2165
2023-02-22,0.1684,0.2378,0.2499,0.2085,0.1747,0.2236,0.2938,0.2936,0.245,0.0917999999999999,0.108,0.3109,0.2167,0.2219
2023-02-23,0.1728,0.2355,0.2488,0.2043,0.1756,0.2192,0.3002,0.2881,0.2456,0.0867000000000001,0.108,0.3206,0.2064,0.2263
2023-02-24,0.1722,0.2341,0.2499,0.2163,0.1834,0.2171,0.3012,0.2884,0.2463,0.0905,0.1075,0.321,0.2099,0.2244
2023-02-27,0.1629,0.2257,0.2515,0.2094,0.182,0.2061,0.3179,0.2851,0.2442,0.0798000000000001,0.1132,0.3217,0.2174,0.2107
2023-02-28,0.1511,0.2262,0.2508,0.2012,0.1816,0.1965,0.3123,0.2855,0.2455,0.0785,0.1138,0.3153,0.2169,0.189
2023-03-01,0.1673,0.2244,0.2516,0.2014,0.1793,0.1973,0.3092,0.2889,0.2513,0.0817,0.1118,0.318,0.2094,0.2118
2023-03-02,0.1761,0.2354,0.2527,0.2111,0.1839,0.2041,0.307,0.2976,0.2457,0.0914,0.1067,0.3188,0.2052,0.2181
2023-03-03,0.1808,0.2419,0.2552,0.2172,0.1843,0.2153,0.3122,0.2948,0.2441,0.0924,0.1101,0.3232,0.2009,0.2239
2023-03-06,0.1787,0.2508,0.258,0.2285,0.1855,0.2165,0.3074,0.2929,0.2474,0.0962,0.1104,0.325,0.2043,0.2173
2023-03-07,0.1682,0.2451,0.2521,0.2138,0.1879,0.2062,0.3062,0.2886,0.2424,0.092,0.118,0.319,0.2043,0.2022
2023-03-08,0.1626,0.2446,0.2527,0.2119,0.1887,0.2055,0.2946,0.2906,0.2449,0.1003,0.1271,0.3149,0.2089,0.1938
2023-03-09,0.1651,0.2406,0.2523,0.2213,0.1851,0.2094,0.2944,0.2844,0.2455,0.1011,0.1192,0.3161,0.2029,0.1995
2023-03-10,0.1663,0.2428,0.2523,0.2291,0.1869,0.2203,0.2929,0.2879,0.2436,0.1019,0.1121,0.3193,0.2059,0.2022
2023-03-13,0.1646,0.2413,0.2532,0.2214,0.1894,0.2253,0.2959,0.2894,0.2434,0.0942,0.1091,0.3227,0.2168,0.2032
2023-03-14,0.1527,0.2424,0.25,0.2226,0.1853,0.2227,0.2912,0.2862,0.2432,0.0841,0.1053,0.3165,0.2212,0.1886
2023-03-15,0.1589,0.2338,0.2443,0.2091,0.184,0.2115,0.2953,0.2813,0.2458,0.0815,0.1013,0.3168,0.218,0.1971
2023-03-16,0.1658,0.2411,0.2484,0.2119,0.1869,0.2037,0.2879,0.2897,0.2455,0.0857,0.1084,0.3145,0.2186,0.2062
2023-03-17,0.1676,0.2432,0.2525,0.2079,0.1863,0.207,0.2915,0.2871,0.2464,0.0849000000000001,0.1102,0.3146,0.216,0.209
2023-03-20,0.1647,0.2463,0.2502,0.2095,0.1876,0.2106,0.2904,0.295,0.2452,0.0838,0.1108,0.3103,0.2211,0.2026
2023-03-21,0.1577,0.2428,0.2481,0.2076,0.1847,0.2047,0.2901,0.2863,0.2468,0.0814,0.112,0.3058,0.2188,0.194
2023-03-22,0.1568,0.2399,0.2491,0.2082,0.1834,0.2074,0.284,0.2847,0.2421,0.0896,0.1084,0.305,0.2182,0.1976
2023-03-23,0.1531,0.2383,0.2499,0.2039,0.1788,0.2068,0.2919,0.2798,0.24,0.0859000000000001,0.1083,0.3059,0.2153,0.1911
2023-03-24,0.1489,0.244,0.255,0.2102,0.1827,0.21,0.2936,0.2815,0.2378,0.0946,0.1105,0.3041,0.2131,0.1798
2023-03-27,0.1615,0.2461,0.2607,0.2148,0.1887,0.2166,0.2948,0.2843,0.2444,0.0984,0.1154,0.3126,0.2207,0.1946
2023-03-28,0.1638,0.2578,0.261,0.2204,0.1904,0.2183,0.2883,0.2867,0.25,0.0941,0.115,0.3079,0.2217,0.1897
2023-03-29,0.1703,0.2601,0.2604,0.2215,0.1861,0.2174,0.286,0.2871,0.2513,0.0923999999999999,0.1122,0.3177,0.2238,0.194
2023-03-30,0.1655,0.2597,0.2559,0.2216,0.1857,0.2254,0.2864,0.2955,0.2499,0.1002,0.112,0.3087,0.2289,0.1822
2023-03-31,0.1708,0.2632,0.2577,0.2269,0.1834,0.2311,0.2982,0.2927,0.2538,0.1,0.1145,0.3148,0.23,0.1924
2023-04-03,0.1626,0.2635,0.2561,0.2324,0.1834,0.2319,0.2956,0.2992,0.256,0.1,0.1136,0.3136,0.228,0.1852
2023-04-04,0.1634,0.2554,0.2531,0.2264,0.1832,0.2306,0.2939,0.3045,0.2548,0.0901999999999999,0.1151,0.3096,0.2228,0.1911
2023-04-05,0.1604,0.2616,0.2504,0.2265,0.1805,0.234,0.2858,0.3002,0.2527,0.0886,0.1083,0.3066,0.2182,0.1892
2023-04-06,0.1648,0.2584,0.253,0.2237,0.1834,0.2282,0.2841,0.2948,0.25,0.082,0.1079,0.307,0.2126,0.1951
2023-04-10,0.1616,0.256,0.2546,0.2248,0.1829,0.2283,0.269,0.2934,0.2487,0.0861,0.1057,0.3083,0.2147,0.1877
2023-04-11,0.1516,0.2516,0.2529,0.2122,0.1816,0.224,0.2676,0.2955,0.2465,0.0819,0.107,0.3131,0.2177,0.1742
2023-04-12,0.1377,0.2566,0.2525,0.2145,0.1838,0.223,0.262,0.2997,0.2423,0.0866,0.1114,0.3133,0.2109,0.1531
2023-04-13,0.146,0.2533,0.2539,0.2166,0.1823,0.2284,0.2621,0.2991,0.2444,0.0897,0.1088,0.3096,0.2049,0.1668
2023-04-14,0.1511,0.2569,0.2555,0.2238,0.1775,0.2353,0.2577,0.3075,0.2409,0.0943000000000001,0.1046,0.2938,0.2103,0.1726
2023-04-17,0.1489,0.2554,0.2536,0.2194,0.1732,0.2374,0.2548,0.3025,0.2396,0.0871,0.0951,0.2895,0.2113,0.1683
2023-04-18,0.156,0.2621,0.2594,0.2284,0.1764,0.2382,0.2459,0.309,0.2429,0.0907,0.0994,0.2927,0.2137,0.1758
2023-04-19,0.1538,0.256,0.2585,0.217,0.1705,0.2311,0.2399,0.3125,0.2481,0.0835,0.1073,0.2941,0.2128,0.18
2023-04-20,0.1515,0.2491,0.2564,0.2184,0.1721,0.2301,0.2275,0.3196,0.2482,0.0857,0.1091,0.3007,0.2081,0.1793
2023-04-21,0.1592,0.2475,0.2592,0.2172,0.1755,0.2308,0.2276,0.3162,0.2502,0.0877,0.1068,0.3058,0.1999,0.1909
2023-04-24,0.1631,0.2501,0.259,0.2193,0.1778,0.236,0.2297,0.3147,0.2422,0.0889,0.1017,0.2973,0.1959,0.1913
2023-04-25,0.1636,0.2456,0.2593,0.216,0.1781,0.2439,0.2298,0.3094,0.2451,0.0911999999999999,0.1027,0.2985,0.1957,0.1832
2023-04-26,0.1565,0.2437,0.2568,0.2237,0.1753,0.2452,0.2258,0.3097,0.2427,0.0946,0.1044,0.2936,0.198,0.1738
2023-04-27,0.1535,0.2375,0.246,0.2128,0.1711,0.24,0.224,0.3059,0.2402,0.0883,0.1075,0.2899,0.1965,0.1649
2023-04-28,0.1446,0.241,0.25,0.2106,0.1776,0.249,0.2119,0.3171,0.2357,0.0955,0.1131,0.2807,0.1992,0.1502
2023-05-01,0.1501,0.2421,0.2581,0.226,0.1764,0.2581,0.2103,0.3122,0.2389,0.104,0.1122,0.2859,0.1999,0.1564
2023-05-02,0.1435,0.2425,0.2583,0.2327,0.1769,0.2618,0.2017,0.3165,0.2394,0.1068,0.1023,0.2864,0.2053,0.1472
2023-05-03,0.1519,0.2475,0.2578,0.2314,0.1761,0.2634,0.2025,0.3192,0.2398,0.108,0.1071,0.2858,0.2063,0.1648
2023-05-04,0.1582,0.2406,0.2522,0.2343,0.1752,0.264,0.1974,0.3179,0.241,0.1057,0.0976,0.2768,0.2075,0.176
2023-05-05,0.1603,0.2307,0.2442,0.2265,0.176,0.2625,0.2065,0.3183,0.2385,0.0949,0.1005,0.2799,0.2025,0.1795
2023-05-08,0.1585,0.2344,0.2469,0.2275,0.1761,0.2555,0.2029,0.3158,0.2495,0.1009,0.104,0.2761,0.2046,0.177
2023-05-09,0.1507,0.2214,0.2484,0.2206,0.1759,0.2475,0.1943,0.3167,0.2425,0.0991,0.1073,0.2749,0.2037,0.1688
2023-05-10,0.1388,0.2243,0.2432,0.2241,0.1747,0.2417,0.1822,0.3154,0.2361,0.1016,0.1123,0.2645,0.1981,0.1546
2023-05-11,0.145,0.2216,0.2485,0.226,0.1745,0.2444,0.1767,0.3114,0.233,0.1,0.1091,0.269,0.1886,0.1656
2023-05-12,0.1472,0.2193,0.2481,0.229,0.1691,0.2563,0.1603,0.3146,0.2307,0.1081,0.1045,0.2724,0.1854,0.1683
2023-05-15,0.1511,0.2111,0.2469,0.2329,0.1687,0.261,0.1635,0.3113,0.2321,0.1061,0.0991,0.2778,0.1839,0.1682
2023-05-16,0.1502,0.2104,0.2558,0.2394,0.1736,0.2618,0.1662,0.3138,0.2364,0.1158,0.1079,0.2853,0.1895,0.1623
2023-05-17,0.152,0.2092,0.2557,0.232,0.1747,0.2556,0.1745,0.3085,0.2356,0.1176,0.1144,0.2852,0.1923,0.1644
2023-05-18,0.1602,0.216,0.2552,0.2373,0.1801,0.2587,0.1774,0.3094,0.2386,0.1263,0.1121,0.2891,0.1952,0.172
2023-05-19,0.1575,0.2124,0.2552,0.2422,0.1814,0.2611,0.178,0.3042,0.2343,0.1241,0.1123,0.2918,0.1943,0.1638
2023-05-22,0.1576,0.2131,0.2558,0.2581,0.1838,0.2725,0.1746,0.3062,0.236,0.129,0.1124,0.2972,0.1985,0.1654
2023-05-23,0.1571,0.1999,0.2531,0.2582,0.1817,0.2767,0.1743,0.2965,0.2346,0.1242,0.1119,0.2986,0.207,0.1679
2023-05-24,0.1461,0.1939,0.2501,0.2559,0.1818,0.2723,0.162,0.2904,0.2304,0.1176,0.1106,0.2923,0.2006,0.1581
2023-05-25,0.1587,0.1867,0.2473,0.2504,0.1812,0.2699,0.1651,0.2856,0.2352,0.1189,0.1067,0.2938,0.196,0.1762
2023-05-26,0.1623,0.1933,0.2471,0.2529,0.1829,0.2696,0.1728,0.29,0.2302,0.1217,0.1087,0.2879,0.1925,0.1798
2023-05-30,0.163,0.1899,0.2468,0.2603,0.1801,0.2646,0.1818,0.2837,0.2342,0.1227,0.111,0.2925,0.1866,0.1808
2023-05-31,0.1566,0.1855,0.2491,0.273,0.1818,0.2715,0.1751,0.2878,0.23,0.1222,0.1132,0.2918,0.1936,0.1714
2023-06-01,0.151,0.1849,0.2514,0.2597,0.1828,0.2667,0.1754,0.2879,0.2324,0.1195,0.1119,0.2916,0.1988,0.168
2023-06-02,0.1432,0.1813,0.2456,0.2545,0.1831,0.2669,0.1689,0.3027,0.232,0.1239,0.113,0.2915,0.2036,0.157
2023-06-05,0.1581,0.1877,0.2496,0.262,0.1862,0.2708,0.1699,0.3026,0.2322,0.1255,0.1137,0.2945,0.1936,0.1782
2023-06-06,0.1609,0.1932,0.2504,0.2619,0.1878,0.2764,0.1679,0.3088,0.2272,0.1297,0.1085,0.2905,0.1983,0.18
2023-06-07,0.1584,0.1881,0.248,0.2529,0.1875,0.2725,0.1723,0.3033,0.2264,0.1229,0.114,0.2983,0.2057,0.1747
2023-06-08,0.1545,0.1888,0.2473,0.2583,0.1879,0.2735,0.1659,0.2932,0.2252,0.1245,0.1144,0.3012,0.2062,0.1664
2023-06-09,0.1676,0.1812,0.2473,0.2535,0.1868,0.2705,0.1602,0.2853,0.2215,0.1227,0.1182,0.3083,0.2043,0.1858
2023-06-12,0.1742,0.1855,0.2535,0.2619,0.1893,0.2716,0.1523,0.2886,0.2214,0.1321,0.1234,0.3139,0.205,0.1929
2023-06-13,0.1761,0.1852,0.2548,0.2679,0.1891,0.2788,0.1603,0.2829,0.219,0.1314,0.1199,0.3183,0.2,0.2003
2023-06-14,0.1727,0.1948,0.2544,0.2763,0.1888,0.2847,0.1676,0.2831,0.2171,0.1342,0.1165,0.3167,0.203,0.2034
2023-06-15,0.1708,0.1936,0.2554,0.2721,0.1896,0.2804,0.1697,0.276,0.2169,0.1289,0.121,0.3166,0.2023,0.2045
2023-06-16,0.1721,0.1941,0.2549,0.273,0.1894,0.2784,0.1633,0.2756,0.227,0.1363,0.1248,0.3218,0.2079,0.1984
2023-06-20,0.1643,0.1843,0.2489,0.2646,0.1856,0.2733,0.1666,0.2682,0.2249,0.1284,0.1187,0.3203,0.2077,0.1812
2023-06-21,0.1646,0.189,0.2532,0.2699,0.1909,0.2774,0.1651,0.2689,0.2224,0.1353,0.1211,0.3144,0.2077,0.1821
2023-06-22,0.1843,0.1844,0.2567,0.2691,0.1924,0.2832,0.1745,0.2649,0.2245,0.1344,0.1208,0.3195,0.2186,0.2058
2023-06-23,0.1802,0.1872,0.252,0.2726,0.1867,0.2856,0.174,0.2637,0.2248,0.127,0.1187,0.3124,0.2243,0.2101
2023-06-26,0.1872,0.1878,0.2513,0.267,0.1857,0.2825,0.1782,0.2577,0.2201,0.1235,0.1152,0.3136,0.2221,0.225
2023-06-27,0.182,0.1873,0.2561,0.2715,0.1891,0.276,0.1828,0.2559,0.2164,0.1329,0.1224,0.3084,0.2213,0.2157
2023-06-28,0.1769,0.1821,0.2558,0.2681,0.1889,0.2698,0.1945,0.245,0.2177,0.1261,0.1299,0.3114,0.2198,0.2148
2023-06-29,0.1781,0.1815,0.2596,0.2701,0.19,0.2643,0.1949,0.2481,0.2161,0.1247,0.1291,0.3202,0.2211,0.2167
