date,NEM,ABEV3,FTNT,ENGI11,IDXX,LREN3,OXY,INTU,LLY,PANW,TOTS3,FCX,FANG,META,ALPA4,MPWR,ETN,AMD,CDNS
2021-01-12,0.1087,0.3856,0.4156,0.0488000000000001,0.1493,0.095,0.2375,0.1129,0.374,0.3163,0.1041,0.1027,0.3,0.0268999999999999,0.254,0.3,0.5071,0.2109,0.0610000000000001
2021-01-13,0.1429,0.3798,0.4375,0.0417999999999999,0.1523,0.0785,0.1758,0.1504,0.3898,0.3117,0.1063,0.1273,0.2632,0.0527,0.2423,0.3153,0.5102,0.2044,0.0597
2021-01-14,0.1411,0.3702,0.432,0.0396000000000001,0.1469,0.0796,0.166,0.1204,0.3859,0.3145,0.1134,0.1431,0.2915,0.0609,0.254,0.3288,0.514,0.2109,0.0365
2021-01-15,0.1193,0.3435,0.4633,0.0443,0.1804,0.0915,0.2041,0.2112,0.4048,0.2931,0.1166,0.1609,0.3465,0.0628000000000001,0.2506,0.3668,0.5515,0.2397,0.0332
2021-01-19,0.1175,0.3652,0.4662,0.0431,0.1937,0.096,0.2328,0.1865,0.4432,0.2751,0.1358,0.153,0.3368,0.0486,0.2274,0.3783,0.5419,0.2344,0.0512
2021-01-20,0.1085,0.359,0.438,0.0427000000000001,0.2242,0.1006,0.1672,0.1682,0.4664,0.2792,0.1089,0.1464,0.3212,0.0532,0.2554,0.3711,0.5591,0.2376,0.0739
2021-01-21,0.117,0.3489,0.4422,0.041,0.1725,0.0949,0.2044,0.13,0.4812,0.2901,0.0948,0.1518,0.3676,0.0733,0.2738,0.3656,0.5394,0.241,0.0324
2021-01-22,0.1452,0.342,0.4318,0.0444,0.162,0.0988000000000001,0.2034,0.1406,0.4785,0.2885,0.1074,0.1579,0.3443,0.0897,0.2856,0.3319,0.545,0.228,0.0285
2021-01-26,0.1785,0.3413,0.4499,0.0345,0.1727,0.1005,0.2346,0.1392,0.4757,0.278,0.1158,0.1786,0.3212,0.077,0.2763,0.3365,0.5836,0.2208,0.0359
2021-01-27,0.2057,0.3589,0.4532,0.0408999999999999,0.1531,0.1149,0.2355,0.1203,0.4649,0.2589,0.117,0.1512,0.3369,0.0571,0.2791,0.3413,0.5649,0.2107,0.0409
2021-01-28,0.1894,0.3787,0.4475,0.0683,0.1519,0.1054,0.2063,0.1343,0.4765,0.2871,0.1234,0.1577,0.3683,0.0627,0.2716,0.3676,0.5756,0.2357,0.0561
2021-01-29,0.1784,0.373,0.4429,0.0769,0.1216,0.1054,0.1825,0.1006,0.4881,0.2941,0.1295,0.0995,0.3621,0.0609000000000001,0.246,0.3338,0.5474,0.2267,0.0436
2021-02-01,0.1725,0.3707,0.4616,0.0692,0.1107,0.1192,0.1485,0.105,0.5075,0.3071,0.1311,0.1129,0.3864,0.0583,0.2392,0.324,0.5288,0.2414,0.043
2021-02-02,0.2075,0.4086,0.4818,0.0966,0.1246,0.1341,0.1924,0.1164,0.5361,0.3347,0.1363,0.1639,0.4119,0.083,0.2302,0.3639,0.5491,0.2555,0.0388
2021-02-03,0.1939,0.391,0.4612,0.0703,0.1631,0.1101,0.1722,0.1044,0.5307,0.3005,0.1691,0.1681,0.3906,0.076,0.1919,0.3629,0.5798,0.2355,0.0358
2021-02-04,0.2074,0.4232,0.4442,0.0826,0.1642,0.1154,0.2032,0.0842000000000001,0.5175,0.2859,0.1653,0.1528,0.416,0.0648,0.1759,0.3641,0.5778,0.2212,0.052
2021-02-05,0.2236,0.4396,0.4452,0.0802,0.1752,0.1099,0.19,0.0978,0.5365,0.2934,0.1877,0.1655,0.4114,0.0760000000000001,0.182,0.3703,0.6057,0.2263,0.0354
2021-02-08,0.2343,0.4311,0.4316,0.0997,0.1613,0.1099,0.1941,0.0848,0.5297,0.3035,0.1742,0.1448,0.434,0.083,0.2251,0.3484,0.6294,0.203,0.0532
2021-02-09,0.2529,0.4388,0.4242,0.0791000000000001,0.1795,0.1232,0.1642,0.086,0.5342,0.2932,0.1529,0.1387,0.4012,0.0758,0.2341,0.3507,0.6268,0.1931,0.0604999999999999
2021-02-10,0.2612,0.4433,0.421,0.0914999999999999,0.1914,0.1548,0.239,0.0653,0.5316,0.2674,0.1351,0.1159,0.4255,0.0567,0.2324,0.3365,0.5954,0.1792,0.0751000000000001
2021-02-11,0.2478,0.4526,0.3954,0.1053,0.1755,0.1807,0.2505,0.0751,0.5208,0.2268,0.1363,0.1145,0.4159,0.0515,0.2192,0.3226,0.5911,0.1636,0.0781
2021-02-12,0.2616,0.4541,0.3927,0.134,0.1418,0.1826,0.2833,0.0632,0.4952,0.2203,0.1407,0.0858000000000001,0.4252,0.0571,0.2065,0.3314,0.6002,0.1547,0.0909
2021-02-17,0.2772,0.4555,0.3734,0.1452,0.1169,0.1801,0.2533,0.0483,0.5409,0.2482,0.1393,0.0852999999999999,0.4196,0.0828,0.1511,0.3452,0.5558,0.155,0.1006
2021-02-18,0.2784,0.4662,0.3659,0.1572,0.1248,0.177,0.217,0.0651,0.5233,0.2432,0.1514,0.0977,0.4063,0.086,0.111,0.3469,0.552,0.1397,0.0866
2021-02-19,0.2819,0.4297,0.3475,0.119,0.1479,0.1604,0.2619,0.0554,0.5147,0.2457,0.1552,0.1265,0.441,0.0993000000000001,0.0983,0.3467,0.5517,0.1212,0.0948
2021-02-22,0.2703,0.4265,0.3347,0.1169,0.1969,0.1709,0.2787,0.0785,0.528,0.2447,0.1517,0.142,0.4205,0.1099,0.0858,0.3231,0.5745,0.0913,0.0801
2021-02-23,0.2623,0.4041,0.3216,0.1084,0.2114,0.1446,0.371,0.0773,0.5237,0.2334,0.1827,0.1279,0.397,0.145,0.0907,0.3101,0.5931,0.0575,0.0911
2021-02-24,0.2823,0.4382,0.3272,0.1325,0.2216,0.1636,0.3667,0.0842,0.5305,0.2255,0.156,0.1074,0.3973,0.1798,0.1075,0.3047,0.6002,0.0553,0.098
2021-02-25,0.3036,0.4464,0.312,0.1196,0.1642,0.1602,0.3589,0.0536,0.5237,0.209,0.1784,0.0805,0.3952,0.2402,0.1105,0.2924,0.5562,0.0469000000000001,0.12
2021-02-26,0.3193,0.4608,0.3229,0.1229,0.137,0.1844,0.3292,0.063,0.501,0.2113,0.1706,0.081,0.3864,0.2498,0.1204,0.3175,0.542,0.0406,0.1114
2021-03-01,0.304,0.4663,0.3235,0.1217,0.1199,0.1883,0.3275,0.0556,0.4512,0.2257,0.1552,0.0726000000000001,0.376,0.2496,0.1269,0.3081,0.5418,0.0524,0.1194
2021-03-02,0.2726,0.4457,0.3091,0.1277,0.1495,0.2037,0.3168,0.06,0.4282,0.2241,0.15,0.0851,0.3426,0.256,0.1365,0.2618,0.5664,0.0527,0.118
2021-03-03,0.2891,0.4217,0.3234,0.1173,0.1461,0.2172,0.3415,0.0633,0.4236,0.2427,0.1376,0.0904,0.336,0.2333,0.1264,0.2672,0.5549,0.0507,0.1091
2021-03-04,0.2484,0.4693,0.3142,0.1483,0.1394,0.2137,0.249,0.0436,0.399,0.2323,0.1558,0.105,0.3069,0.2405,0.1116,0.2547,0.5388,0.0554000000000001,0.1219
2021-03-05,0.2464,0.4495,0.3121,0.1432,0.1308,0.1851,0.3004,0.0385,0.3451,0.2192,0.1838,0.1034,0.3376,0.2296,0.0866,0.2441,0.5039,0.0452,0.1258
2021-03-08,0.2564,0.4448,0.3256,0.1705,0.1513,0.1897,0.2641,0.0486,0.3559,0.2129,0.1736,0.0761,0.3425,0.2252,0.0834,0.2273,0.5119,0.0417,0.1105
2021-03-09,0.2665,0.4292,0.3201,0.1438,0.1592,0.1795,0.3219,0.0735999999999999,0.3522,0.2411,0.1747,0.0696,0.4014,0.2453,0.0877,0.2357,0.5463,0.0402000000000001,0.1073
2021-03-10,0.2507,0.4363,0.3201,0.1423,0.1781,0.1964,0.3168,0.0809,0.3729,0.2298,0.1789,0.0701999999999999,0.3938,0.2382,0.0951,0.2239,0.5569,0.0501,0.1077
2021-03-11,0.2665,0.4377,0.3128,0.1206,0.1697,0.1974,0.3349,0.0762,0.3436,0.1977,0.2081,0.0681,0.3522,0.2438,0.101,0.1904,0.5493,0.0479000000000001,0.1019
2021-03-12,0.261,0.4301,0.3066,0.1039,0.1905,0.1844,0.2835,0.0831,0.3312,0.2296,0.2229,0.0812,0.3477,0.2292,0.0998,0.2348,0.5535,0.0507000000000001,0.1035
2021-03-15,0.2402,0.4035,0.2859,0.1048,0.1736,0.1802,0.3033,0.0746999999999999,0.3242,0.2298,0.2103,0.0789,0.3564,0.2208,0.0927,0.2264,0.5131,0.0416,0.1156
2021-03-16,0.2077,0.387,0.2773,0.1033,0.1745,0.1835,0.2908,0.0998,0.3183,0.2214,0.1944,0.0786,0.3697,0.2108,0.1009,0.2159,0.4962,0.0331,0.1054
2021-03-17,0.2212,0.3661,0.2963,0.0917,0.1839,0.1849,0.3352,0.0809,0.3483,0.2397,0.1663,0.0871,0.3773,0.2096,0.1052,0.2178,0.4634,0.0324,0.0839
2021-03-18,0.2057,0.409,0.3309,0.1115,0.1868,0.1893,0.2853,0.0602,0.3206,0.2306,0.1698,0.0861,0.3397,0.195,0.118,0.2112,0.45,0.0297999999999999,0.0792
2021-03-19,0.1986,0.3864,0.3439,0.086,0.1565,0.1496,0.2895,0.043,0.2933,0.2287,0.1942,0.0795,0.3597,0.1818,0.092,0.2259,0.4064,0.0296,0.0933999999999999
2021-03-22,0.2013,0.3985,0.3502,0.1032,0.1931,0.1779,0.295,0.0827,0.2866,0.2557,0.1729,0.0681999999999999,0.395,0.1527,0.0932,0.226,0.4387,0.0401,0.0634
2021-03-23,0.1797,0.3846,0.3356,0.0825,0.2024,0.1706,0.3352,0.0947000000000001,0.3058,0.2667,0.214,0.0579999999999999,0.4014,0.141,0.0822,0.2193,0.4272,0.0354,0.0623
2021-03-24,0.1832,0.3618,0.3355,0.0735,0.2411,0.1815,0.2967,0.1206,0.3159,0.2786,0.2252,0.0563,0.3773,0.1171,0.0722,0.236,0.4106,0.0322,0.0418
2021-03-25,0.1842,0.371,0.344,0.0549999999999999,0.2398,0.1785,0.352,0.1144,0.3291,0.2778,0.223,0.0648,0.3972,0.1187,0.0899,0.2401,0.3959,0.0266999999999999,0.0381
2021-03-26,0.1702,0.3791,0.3371,0.0578000000000001,0.2473,0.1909,0.3533,0.1122,0.3219,0.2645,0.2396,0.0686,0.4212,0.1035,0.1062,0.2365,0.3771,0.0251,0.0462000000000001
2021-03-29,0.1675,0.3746,0.3326,0.0542,0.2213,0.1878,0.3957,0.1054,0.3196,0.2619,0.2506,0.0628,0.4223,0.0916,0.111,0.2214,0.3429,0.0184,0.046
2021-03-30,0.1528,0.3876,0.3435,0.0545000000000001,0.2421,0.2057,0.3523,0.1274,0.3498,0.3181,0.2311,0.0709,0.4163,0.0760999999999999,0.1225,0.2489,0.3543,0.0356,0.0797
2021-03-31,0.1591,0.3703,0.3221,0.0564,0.2416,0.2235,0.3768,0.1336,0.3808,0.3478,0.2042,0.0647,0.3976,0.0839,0.1452,0.2565,0.3265,0.0432,0.0948000000000001
2021-04-01,0.1274,0.3694,0.3294,0.0485,0.2627,0.2395,0.3698,0.1468,0.3692,0.3565,0.1875,0.0563,0.3861,0.0769,0.1642,0.2895,0.3275,0.0387,0.1341
2021-04-05,0.12,0.3529,0.3206,0.0548,0.2589,0.2259,0.4342,0.1529,0.3588,0.3812,0.1936,0.0729,0.4184,0.0770000000000001,0.1567,0.317,0.3225,0.0419,0.1356
2021-04-06,0.0717,0.3619,0.2887,0.0484,0.2768,0.2275,0.4018,0.1512,0.339,0.3688,0.1875,0.0866999999999999,0.4197,0.081,0.1776,0.2798,0.3426,0.0316,0.1315
2021-04-07,0.0618,0.3391,0.2693,0.0595,0.2917,0.2026,0.4829,0.1733,0.3193,0.3826,0.206,0.1183,0.4587,0.0961000000000001,0.1715,0.309,0.3843,0.0434,0.1554
2021-04-08,0.0399,0.3529,0.2154,0.0484,0.3217,0.2114,0.4674,0.1959,0.35,0.4086,0.1701,0.1364,0.4624,0.0985,0.1994,0.3517,0.421,0.072,0.2015
2021-04-09,0.0355,0.355,0.1863,0.0531,0.3148,0.2033,0.4687,0.1995,0.3612,0.419,0.1475,0.1224,0.4516,0.0980000000000001,0.2007,0.3725,0.431,0.0724,0.2808
2021-04-12,0.067,0.3614,0.1923,0.0528,0.3248,0.2029,0.4484,0.236,0.3926,0.4232,0.1518,0.1517,0.426,0.1167,0.2421,0.3801,0.4543,0.0816,0.267
2021-04-13,0.0918,0.3566,0.1872,0.0579,0.3049,0.2087,0.5575,0.2326,0.3715,0.4546,0.1126,0.1652,0.5214,0.1482,0.2687,0.3772,0.4797,0.0695,0.2262
2021-04-14,0.1019,0.3851,0.1963,0.0491,0.3304,0.2383,0.5521,0.2393,0.4079,0.4312,0.1099,0.1719,0.5089,0.1553,0.2949,0.3919,0.5193,0.0713,0.2093
2021-04-15,0.1125,0.3714,0.2112,0.0598000000000001,0.3431,0.2522,0.5688,0.2294,0.4241,0.4309,0.0981,0.1572,0.4966,0.1488,0.3077,0.3994,0.5273,0.059,0.2177
2021-04-16,0.1104,0.4083,0.2175,0.0921,0.3386,0.2762,0.5229,0.2221,0.4351,0.4138,0.0745,0.1596,0.4683,0.1436,0.3065,0.3879,0.5344,0.0737,0.2097
2021-04-19,0.1381,0.401,0.2381,0.0931999999999999,0.3018,0.2869,0.5613,0.1983,0.4154,0.4125,0.0651,0.1443,0.5079,0.1673,0.2926,0.3941,0.5334,0.0868,0.2041
2021-04-20,0.1551,0.4201,0.2517,0.1204,0.3022,0.3177,0.5188,0.2306,0.4187,0.4119,0.0614,0.1587,0.519,0.1665,0.3426,0.392,0.5592,0.0875,0.228
2021-04-22,0.1518,0.4123,0.2963,0.1183,0.3145,0.3232,0.543,0.2292,0.444,0.3928,0.0591,0.1662,0.5507,0.1952,0.3331,0.3958,0.6065,0.0798,0.2486
2021-04-23,0.1655,0.4209,0.314,0.1437,0.3001,0.3681,0.5424,0.2164,0.4437,0.3708,0.0662,0.1392,0.6077,0.1844,0.3334,0.3884,0.6046,0.0888,0.218
2021-04-26,0.1655,0.4121,0.3091,0.1377,0.3026,0.3845,0.516,0.2262,0.451,0.3648,0.0679,0.1561,0.6242,0.1694,0.3194,0.4142,0.596,0.0735,0.2164
2021-04-27,0.1684,0.4312,0.3074,0.1671,0.264,0.3947,0.5085,0.195,0.4476,0.3632,0.0694,0.115,0.5893,0.1555,0.3224,0.3927,0.571,0.0738,0.1966
2021-04-28,0.2097,0.4255,0.324,0.1777,0.2431,0.3894,0.4666,0.2144,0.4143,0.338,0.0842000000000001,0.1525,0.5552,0.1433,0.3226,0.385,0.5914,0.0968,0.188
2021-04-29,0.2566,0.4214,0.346,0.1722,0.2635,0.4143,0.4853,0.2097,0.4365,0.3463,0.1281,0.1586,0.5459,0.1347,0.3319,0.4025,0.615,0.0924,0.1959
2021-04-30,0.249,0.4025,0.327,0.1666,0.3126,0.4361,0.4383,0.1958,0.4129,0.2872,0.1346,0.1408,0.4825,0.1186,0.3496,0.3764,0.6205,0.0773,0.194
2021-05-03,0.2411,0.4203,0.3162,0.1842,0.2776,0.4655,0.5402,0.1752,0.403,0.3809,0.1324,0.122,0.5026,0.1215,0.3464,0.3786,0.5808,0.0775,0.1915
2021-05-04,0.2379,0.3871,0.3156,0.1683,0.2934,0.4482,0.5121,0.1932,0.419,0.4021,0.0881,0.1365,0.4944,0.1101,0.3065,0.374,0.5993,0.0853,0.2005
2021-05-05,0.2627,0.3965,0.3147,0.1883,0.2691,0.4901,0.5222,0.1954,0.4182,0.4227,0.1185,0.1209,0.5022,0.0976,0.2986,0.3543,0.6095,0.0752,0.1822
2021-05-06,0.2659,0.381,0.3261,0.1772,0.2609,0.542,0.4578,0.1903,0.4269,0.4347,0.0993,0.1194,0.4476,0.1128,0.3054,0.3719,0.6017,0.0663,0.2018
2021-05-07,0.2799,0.3711,0.3252,0.1836,0.2429,0.5678,0.4973,0.1811,0.4157,0.4131,0.1051,0.1145,0.4572,0.0959,0.3135,0.3566,0.5751,0.0638,0.2126
2021-05-10,0.2748,0.3809,0.3244,0.1725,0.2401,0.563,0.4457,0.1798,0.4055,0.4041,0.0992999999999999,0.1215,0.5317,0.1029,0.3305,0.3416,0.5694,0.0663,0.192
2021-05-11,0.2864,0.3839,0.3096,0.1779,0.2239,0.5692,0.4608,0.1766,0.3744,0.4144,0.0851,0.0883,0.5134,0.0992000000000001,0.3496,0.3361,0.6067,0.0576,0.1762
2021-05-12,0.2648,0.3765,0.3199,0.16,0.2274,0.5575,0.4322,0.1773,0.389,0.5109,0.0946,0.1445,0.5776,0.1008,0.3244,0.3268,0.656,0.0659,0.1597
2021-05-13,0.2676,0.3982,0.3092,0.1594,0.213,0.5423,0.543,0.1498,0.4099,0.4936,0.069,0.1656,0.5217,0.1186,0.3345,0.3018,0.6027,0.0624,0.1497
2021-05-14,0.2824,0.3969,0.3065,0.1517,0.2019,0.5255,0.4464,0.1446,0.3983,0.4515,0.0846000000000001,0.1896,0.4418,0.122,0.3411,0.3062,0.594,0.0572,0.1367
2021-05-17,0.3082,0.4147,0.2984,0.1529,0.1748,0.5168,0.4799,0.1297,0.3762,0.4352,0.0753,0.2895,0.4615,0.1138,0.3537,0.3562,0.6236,0.0621,0.1223
2021-05-18,0.3089,0.3896,0.2876,0.1265,0.1869,0.4852,0.4429,0.1593,0.3758,0.3936,0.098,0.284,0.4437,0.1319,0.3206,0.3885,0.6318,0.0695,0.1714
2021-05-19,0.3144,0.3953,0.267,0.1492,0.1916,0.4984,0.4931,0.1929,0.3624,0.3676,0.083,0.2605,0.4294,0.1141,0.3359,0.4269,0.6397,0.0681,0.2094
2021-05-20,0.3275,0.3652,0.2786,0.146,0.2037,0.4666,0.4331,0.1979,0.3984,0.3533,0.0508000000000001,0.2459,0.3993,0.1276,0.3213,0.459,0.6485,0.0795999999999999,0.2237
2021-05-21,0.321,0.3844,0.2674,0.2033,0.1738,0.4719,0.3993,0.1498,0.3967,0.323,0.0583,0.1959,0.4298,0.1073,0.3247,0.445,0.5694,0.0628,0.1558
2021-05-24,0.3334,0.3955,0.2441,0.2213,0.1644,0.441,0.3578,0.1643,0.4652,0.3014,0.0468,0.1933,0.3851,0.1379,0.3066,0.4336,0.5189,0.056,0.1497
2021-05-25,0.3268,0.3914,0.2305,0.2102,0.1572,0.4244,0.3653,0.1419,0.4612,0.3002,0.0402,0.164,0.3473,0.1329,0.3346,0.4086,0.4766,0.0630999999999999,0.1112
2021-05-26,0.3078,0.3902,0.2539,0.1939,0.1637,0.5028,0.3312,0.1399,0.4457,0.2752,0.0534,0.1693,0.2899,0.1353,0.3232,0.3657,0.4764,0.0698,0.0794
2021-05-27,0.3215,0.3689,0.27,0.1914,0.1649,0.4841,0.3275,0.1292,0.474,0.2569,0.0557000000000001,0.1602,0.2435,0.1306,0.3302,0.4059,0.4599,0.0774,0.0764
2021-05-28,0.3321,0.3578,0.2701,0.1966,0.1629,0.4969,0.3191,0.1213,0.4644,0.2184,0.0510999999999999,0.1466,0.2089,0.1138,0.3151,0.3568,0.4306,0.0645,0.0655999999999999
2021-06-01,0.3101,0.3889,0.2474,0.1855,0.1382,0.4342,0.3303,0.0852,0.4336,0.186,0.0467,0.1037,0.2114,0.1032,0.3066,0.3267,0.3857,0.0575,0.0376
2021-06-02,0.3272,0.3909,0.2518,0.1887,0.1376,0.4269,0.2972,0.1219,0.4343,0.1507,0.0487,0.1228,0.1888,0.1233,0.312,0.3077,0.3644,0.0559000000000001,0.0509
2021-06-04,0.3033,0.379,0.23,0.1708,0.1686,0.4026,0.3274,0.1378,0.4268,0.1655,0.0505,0.1037,0.2118,0.0781,0.3193,0.2872,0.3555,0.0646,0.0454
2021-06-07,0.3176,0.3972,0.2626,0.1782,0.1602,0.4548,0.3175,0.1271,0.4142,0.2014,0.0702,0.0348,0.1902,0.0579000000000001,0.3119,0.271,0.3282,0.0659,0.0388
2021-06-08,0.2906,0.4211,0.2535,0.1734,0.1456,0.4474,0.3193,0.1108,0.4523,0.1868,0.0499999999999999,0.0574,0.1982,0.0392,0.3171,0.3325,0.309,0.0564000000000001,0.0334
2021-06-09,0.2855,0.4516,0.2305,0.1806,0.1248,0.4266,0.3465,0.1014,0.4177,0.1804,0.0506,0.031,0.2026,0.0469000000000001,0.3194,0.3088,0.2964,0.0537,0.0269
2021-06-10,0.2723,0.443,0.2142,0.1858,0.1337,0.3956,0.317,0.12,0.4296,0.1489,0.0579999999999999,0.0478,0.1546,0.0481,0.3213,0.2912,0.2879,0.0464999999999999,0.0572
2021-06-11,0.3289,0.4253,0.216,0.2186,0.1389,0.3703,0.3112,0.1032,0.4171,0.1475,0.0568,0.0476,0.1336,0.059,0.337,0.2573,0.277,0.0526,0.0457
2021-06-14,0.3381,0.3998,0.2056,0.2103,0.1448,0.3727,0.2788,0.101,0.4224,0.0924,0.0397000000000001,0.0483,0.1131,0.0570000000000001,0.3095,0.2173,0.29,0.0553000000000001,0.0572
2021-06-15,0.3403,0.4163,0.195,0.2244,0.1289,0.3722,0.2806,0.0783,0.4119,0.0458,0.0514,0.0449000000000001,0.12,0.0458999999999999,0.2997,0.1817,0.2844,0.0655,0.075
2021-06-16,0.3294,0.423,0.1881,0.2024,0.1335,0.3501,0.3022,0.0837,0.4452,0.0444,0.0606,0.0471,0.1161,0.0514,0.2796,0.1734,0.2741,0.0709,0.0691000000000001
2021-06-17,0.3037,0.4311,0.1599,0.1995,0.1275,0.3389,0.3021,0.0658,0.421,0.0447000000000001,0.0684,0.0534999999999999,0.1096,0.0654,0.2825,0.1652,0.2431,0.0469,0.0807
2021-06-18,0.3239,0.3916,0.1395,0.1712,0.1487,0.3116,0.2651,0.086,0.4206,0.0461999999999999,0.0575,0.0573000000000001,0.092,0.0626,0.2827,0.1735,0.2573,0.0435000000000001,0.0663
2021-06-21,0.2948,0.3829,0.1211,0.17,0.1443,0.32,0.2708,0.0849,0.4181,0.0514,0.0439000000000001,0.0647,0.0896,0.0898,0.3141,0.1747,0.2757,0.0416,0.0548999999999999
2021-06-22,0.2647,0.3806,0.0996999999999999,0.1549,0.145,0.3232,0.2427,0.0836,0.4364,0.0666000000000001,0.0610000000000001,0.0694,0.0815,0.1087,0.3231,0.1919,0.2832,0.0418,0.0502
2021-06-23,0.2273,0.374,0.0831,0.1528,0.111,0.3115,0.2349,0.0665,0.4235,0.0702,0.0621,0.0927,0.0992000000000001,0.1275,0.3369,0.1902,0.2371,0.0297000000000001,0.0610999999999999
2021-06-24,0.1952,0.3599,0.0957,0.1376,0.1021,0.2884,0.241,0.0907000000000001,0.4463,0.0696,0.0710999999999999,0.073,0.1137,0.1357,0.3079,0.1847,0.2646,0.0508,0.0740999999999999
2021-06-25,0.1909,0.3805,0.0758000000000001,0.1426,0.1163,0.298,0.2436,0.0646999999999999,0.4163,0.0758,0.0577,0.0926,0.1309,0.1481,0.3352,0.1866,0.2448,0.054,0.0750999999999999
2021-06-28,0.2414,0.3765,0.0605,0.1246,0.1251,0.2897,0.2108,0.1076,0.4317,0.0747,0.0545,0.0986,0.1455,0.1609,0.3101,0.2026,0.2492,0.041,0.0618000000000001
2021-06-29,0.2033,0.3492,0.0551,0.1262,0.1015,0.2933,0.2329,0.0887,0.4184,0.0712999999999999,0.0563,0.1041,0.1408,0.1716,0.3135,0.1782,0.2222,0.0379,0.0695
2021-06-30,0.1983,0.3328,0.0517000000000001,0.1168,0.1127,0.2901,0.2024,0.12,0.4363,0.0841000000000001,0.0719,0.099,0.1506,0.1708,0.3027,0.1778,0.232,0.0316,0.0574
2021-07-01,0.186,0.3444,0.0579,0.1121,0.1156,0.2837,0.2037,0.1298,0.4192,0.094,0.0777,0.1139,0.1552,0.175,0.3061,0.1816,0.1921,0.0512,0.0650999999999999
2021-07-02,0.1764,0.3362,0.0609999999999999,0.0997,0.1406,0.2695,0.1576,0.1399,0.419,0.0923,0.0771999999999999,0.1109,0.1643,0.1756,0.2884,0.1889,0.1968,0.0706,0.0512999999999999
2021-07-06,0.1771,0.3192,0.0649,0.1,0.141,0.2701,0.1363,0.148,0.393,0.1097,0.0678,0.1402,0.1913,0.1814,0.2711,0.1831,0.1436,0.0700999999999999,0.0464
2021-07-07,0.1947,0.3054,0.0692,0.0898000000000001,0.146,0.2539,0.1066,0.1383,0.4026,0.1129,0.0651,0.1381,0.2174,0.1928,0.2728,0.1991,0.1555,0.0708,0.0416
2021-07-08,0.194,0.2941,0.0864999999999999,0.0922999999999999,0.1558,0.235,0.1032,0.1445,0.4004,0.1134,0.0793,0.1566,0.2103,0.2282,0.2784,0.1944,0.1603,0.0598,0.0556
2021-07-12,0.1944,0.2728,0.0907,0.0906,0.1386,0.2183,0.0856,0.1574,0.3945,0.1159,0.0784,0.1545,0.2135,0.2412,0.2754,0.2169,0.1321,0.0788,0.0495
2021-07-13,0.2222,0.2622,0.0996,0.0727,0.1471,0.1966,0.0679,0.1881,0.4038,0.114,0.084,0.1558,0.2096,0.2421,0.2555,0.2302,0.127,0.0694,0.0338000000000001
2021-07-14,0.2244,0.2884,0.0772999999999999,0.0663,0.1558,0.1766,0.079,0.1714,0.3839,0.103,0.0834999999999999,0.1734,0.2125,0.2587,0.2626,0.2119,0.0831,0.0378999999999999,0.0368000000000001
2021-07-15,0.2347,0.2462,0.0747,0.053,0.1512,0.1495,0.0878,0.1789,0.3807,0.098,0.1014,0.1556,0.2269,0.2408,0.2333,0.2421,0.0789,0.0296000000000001,0.0407999999999999
2021-07-16,0.182,0.2663,0.0897,0.0624,0.1449,0.1501,0.087,0.1698,0.3838,0.1092,0.1082,0.1536,0.2249,0.2464,0.2781,0.2659,0.0615,0.0229999999999999,0.0537000000000001
2021-07-19,0.1698,0.2486,0.0973999999999999,0.0682999999999999,0.1522,0.1426,0.0958,0.2113,0.3951,0.0845,0.1059,0.1431,0.2334,0.2256,0.2617,0.2867,0.0784,0.0378000000000001,0.0901000000000001
2021-07-20,0.1782,0.2462,0.0955,0.0626,0.1518,0.1274,0.1116,0.2029,0.3639,0.0776,0.0953000000000001,0.1497,0.2317,0.2274,0.2742,0.2964,0.0649999999999999,0.0483,0.0951
2021-07-21,0.1671,0.2269,0.1051,0.0630999999999999,0.1984,0.1164,0.1154,0.1955,0.3754,0.0472,0.0962000000000001,0.1335,0.2159,0.2072,0.2583,0.3254,0.0756,0.0615,0.1441
2021-07-22,0.1345,0.2289,0.1236,0.0680999999999999,0.2473,0.1073,0.1115,0.205,0.3673,0.0607,0.0955999999999999,0.1447,0.2042,0.1881,0.2594,0.3413,0.0548,0.0659000000000001,0.1755
2021-07-23,0.1525,0.2011,0.16,0.0749,0.2797,0.0897,0.1095,0.2288,0.377,0.1016,0.0927,0.1213,0.1921,0.1662,0.2508,0.3645,0.0814,0.0599,0.2163
2021-07-26,0.1516,0.2017,0.2023,0.0794999999999999,0.298,0.1019,0.0885,0.2473,0.3804,0.1474,0.1027,0.0957,0.1603,0.1503,0.2646,0.3796,0.098,0.0687,0.2597
2021-07-27,0.1888,0.1908,0.2366,0.0916999999999999,0.3341,0.1014,0.0985,0.3353,0.3889,0.1887,0.1015,0.057,0.1245,0.1185,0.232,0.3969,0.1202,0.0929,0.3093
2021-07-28,0.1757,0.214,0.2479,0.0956,0.3475,0.1068,0.1288,0.3407,0.3859,0.2273,0.1207,0.0406,0.1001,0.0886,0.2265,0.3941,0.1286,0.1012,0.3466
2021-07-29,0.2188,0.2017,0.2719,0.0994,0.3862,0.0731000000000001,0.148,0.3695,0.4148,0.2545,0.1527,0.0695,0.1097,0.0709,0.2194,0.4062,0.1731,0.1055,0.3757
