"","date","FCX"
"1",2020-11-10,0.0674999999999999
"2",2020-11-11,0.0702
"3",2020-11-12,0.0625
"4",2020-11-13,0.0573
"5",2020-11-16,0.0557
"6",2020-11-17,0.0579000000000001
"7",2020-11-18,0.0457
"8",2020-11-19,0.0445
"9",2020-11-20,0.0472
"10",2020-11-23,0.0619
"11",2020-11-24,0.0657
"12",2020-11-25,0.0726000000000001
"13",2020-11-27,0.0643
"14",2020-11-30,0.0776
"15",2020-12-01,0.0778
"16",2020-12-02,0.0873
"17",2020-12-03,0.0868
"18",2020-12-04,0.0795
"19",2020-12-07,0.0747999999999999
"20",2020-12-08,0.0877000000000001
"21",2020-12-09,0.1032
"22",2020-12-10,0.0966
"23",2020-12-11,0.0855
"24",2020-12-14,0.0821
"25",2020-12-15,0.0707
"26",2020-12-16,0.0708
"27",2020-12-17,0.0734
"28",2020-12-18,0.0727
"29",2020-12-21,0.0856
"30",2020-12-22,0.0937
"31",2020-12-23,0.0843
"32",2020-12-24,0.096
"33",2020-12-28,0.0989
"34",2020-12-29,0.1048
"35",2020-12-30,0.0976
"36",2020-12-31,0.1079
"37",2021-01-04,0.0984
"38",2021-01-05,0.0925
"39",2021-01-06,0.0987
"40",2021-01-07,0.1009
"41",2021-01-08,0.102
"42",2021-01-11,0.1044
"43",2021-01-12,0.1025
"44",2021-01-13,0.1072
"45",2021-01-14,0.1048
"46",2021-01-15,0.104
"47",2021-01-19,0.0976
"48",2021-01-20,0.0971
"49",2021-01-21,0.0916
"50",2021-01-22,0.1052
"51",2021-01-25,0.1093
"52",2021-01-26,0.1136
"53",2021-01-27,0.1086
"54",2021-01-28,0.1223
"55",2021-01-29,0.1128
"56",2021-02-01,0.1176
"57",2021-02-02,0.1158
"58",2021-02-03,0.1107
"59",2021-02-04,0.1069
"60",2021-02-05,0.114
"61",2021-02-08,0.1104
"62",2021-02-09,0.1092
"63",2021-02-10,0.1078
"64",2021-02-11,0.1069
"65",2021-02-12,0.1173
"66",2021-02-16,0.1314
"67",2021-02-17,0.1312
"68",2021-02-18,0.1326
"69",2021-02-19,0.137
"70",2021-02-22,0.1299
"71",2021-02-23,0.1239
"72",2021-02-24,0.1197
"73",2021-02-25,0.1073
"74",2021-02-26,0.0981
"75",2021-03-01,0.0923
"76",2021-03-02,0.0997
"77",2021-03-03,0.1023
"78",2021-03-04,0.1048
"79",2021-03-05,0.0994
"80",2021-03-08,0.1224
"81",2021-03-09,0.1336
"82",2021-03-10,0.123
"83",2021-03-11,0.1006
"84",2021-03-12,0.0941
"85",2021-03-15,0.0755
"86",2021-03-16,0.077
"87",2021-03-17,0.0683
"88",2021-03-18,0.05
"89",2021-03-19,0.0437
"90",2021-03-22,0.0489000000000001
"91",2021-03-23,0.0363
"92",2021-03-24,0.0381
"93",2021-03-25,0.0379
"94",2021-03-26,0.037
"95",2021-03-29,0.0402999999999999
"96",2021-03-30,0.0376
"97",2021-03-31,0.042
"98",2021-04-01,0.042
"99",2021-04-05,0.0397
"100",2021-04-06,0.0422
"101",2021-04-07,0.0397999999999999
"102",2021-04-08,0.041
"103",2021-04-09,0.0442
"104",2021-04-12,0.043
"105",2021-04-13,0.0397
"106",2021-04-14,0.0427
"107",2021-04-15,0.04
"108",2021-04-16,0.0364
"109",2021-04-19,0.0335
"110",2021-04-20,0.0388000000000001
"111",2021-04-21,0.0385
"112",2021-04-22,0.0427
"113",2021-04-23,0.038
"114",2021-04-26,0.0427
"115",2021-04-27,0.0352999999999999
"116",2021-04-28,0.0363
"117",2021-04-29,0.0308
"118",2021-04-30,0.0277
"119",2021-05-03,0.0269
"120",2021-05-04,0.0366
"121",2021-05-05,0.0373000000000001
"122",2021-05-06,0.0387
"123",2021-05-07,0.0491
"124",2021-05-10,0.0597
"125",2021-05-11,0.0604
"126",2021-05-12,0.0671
"127",2021-05-13,0.0647
"128",2021-05-14,0.0644
"129",2021-05-17,0.0808
"130",2021-05-18,0.0824
"131",2021-05-19,0.0865
"132",2021-05-20,0.0898999999999999
"133",2021-05-21,0.0708
"134",2021-05-24,0.0614999999999999
"135",2021-05-25,0.0541999999999999
"136",2021-05-26,0.0637000000000001
"137",2021-05-27,0.0591
"138",2021-05-28,0.0610999999999999
"139",2021-06-01,0.054
"140",2021-06-02,0.0762
"141",2021-06-03,0.0825000000000001
"142",2021-06-04,0.0912
"143",2021-06-07,0.0820000000000001
"144",2021-06-08,0.0911
"145",2021-06-09,0.0836
"146",2021-06-10,0.094
"147",2021-06-11,0.0860000000000001
"148",2021-06-14,0.0742999999999999
"149",2021-06-15,0.0830000000000001
"150",2021-06-16,0.0868000000000001
"151",2021-06-17,0.0855
"152",2021-06-18,0.0855
"153",2021-06-21,0.1027
"154",2021-06-22,0.1003
"155",2021-06-23,0.098
"156",2021-06-24,0.1046
"157",2021-06-25,0.0992000000000001
"158",2021-06-28,0.095
"159",2021-06-29,0.0906
"160",2021-06-30,0.0864
"161",2021-07-01,0.0847000000000001
"162",2021-07-02,0.0934
"163",2021-07-06,0.0878
"164",2021-07-07,0.1085
"165",2021-07-08,0.1181
"166",2021-07-09,0.1266
"167",2021-07-12,0.1202
"168",2021-07-13,0.1146
"169",2021-07-14,0.1061
"170",2021-07-15,0.1157
"171",2021-07-16,0.1228
"172",2021-07-19,0.1193
"173",2021-07-20,0.1089
"174",2021-07-21,0.1163
"175",2021-07-22,0.1085
"176",2021-07-23,0.1179
"177",2021-07-26,0.1236
"178",2021-07-27,0.1182
"179",2021-07-28,0.1205
"180",2021-07-29,0.1344
"181",2021-07-30,0.1356
"182",2021-08-02,0.1405
"183",2021-08-03,0.1411
"184",2021-08-04,0.1447
"185",2021-08-05,0.1434
"186",2021-08-06,0.1575
"187",2021-08-09,0.1568
"188",2021-08-10,0.1591
"189",2021-08-11,0.1568
"190",2021-08-12,0.1556
"191",2021-08-13,0.1412
"192",2021-08-16,0.142
"193",2021-08-17,0.1316
"194",2021-08-18,0.1282
"195",2021-08-19,0.1247
"196",2021-08-20,0.1304
"197",2021-08-23,0.1422
"198",2021-08-24,0.1436
"199",2021-08-25,0.133
"200",2021-08-26,0.141
"201",2021-08-27,0.1567
"202",2021-08-30,0.1572
"203",2021-08-31,0.1572
"204",2021-09-01,0.1642
"205",2021-09-02,0.1497
"206",2021-09-03,0.1522
"207",2021-09-07,0.1439
"208",2021-09-08,0.1375
"209",2021-09-09,0.1446
"210",2021-09-10,0.1557
"211",2021-09-13,0.1499
"212",2021-09-14,0.1501
"213",2021-09-15,0.1436
"214",2021-09-16,0.1413
"215",2021-09-17,0.1317
"216",2021-09-20,0.1394
"217",2021-09-21,0.121
"218",2021-09-22,0.1178
"219",2021-09-23,0.1267
"220",2021-09-24,0.1394
"221",2021-09-27,0.1417
"222",2021-09-28,0.1465
"223",2021-09-29,0.1417
"224",2021-09-30,0.1549
"225",2021-10-01,0.1571
"226",2021-10-04,0.16
"227",2021-10-05,0.1482
"228",2021-10-06,0.131
"229",2021-10-07,0.1254
"230",2021-10-08,0.1271
"231",2021-10-11,0.1242
"232",2021-10-12,0.1187
"233",2021-10-13,0.1147
"234",2021-10-14,0.1281
"235",2021-10-15,0.1214
"236",2021-10-18,0.1359
"237",2021-10-19,0.1428
"238",2021-10-20,0.1305
"239",2021-10-21,0.1271
"240",2021-10-22,0.1364
"241",2021-10-25,0.138
"242",2021-10-26,0.1396
"243",2021-10-27,0.1287
"244",2021-10-28,0.1213
"245",2021-10-29,0.1132
"246",2021-11-01,0.1229
"247",2021-11-02,0.1145
"248",2021-11-03,0.12
"249",2021-11-04,0.1269
"250",2021-11-05,0.1318
"251",2021-11-08,0.1212
"252",2021-11-09,0.1223
"253",2021-11-10,0.1082
"254",2021-11-11,0.1096
"255",2021-11-12,0.1126
"256",2021-11-15,0.1128
"257",2021-11-16,0.1128
"258",2021-11-17,0.1124
"259",2021-11-18,0.1015
"260",2021-11-19,0.1098
"261",2021-11-22,0.1216
"262",2021-11-23,0.1222
"263",2021-11-24,0.1197
"264",2021-11-26,0.1121
"265",2021-11-29,0.0914
"266",2021-11-30,0.0994
"267",2021-12-01,0.0962
"268",2021-12-02,0.0938
"269",2021-12-03,0.0892
"270",2021-12-06,0.0965
"271",2021-12-07,0.0874
"272",2021-12-08,0.0968
"273",2021-12-09,0.0987
"274",2021-12-10,0.1065
"275",2021-12-13,0.1035
"276",2021-12-14,0.1106
"277",2021-12-15,0.0991
"278",2021-12-16,0.0851000000000001
"279",2021-12-17,0.0851
"280",2021-12-20,0.0838
"281",2021-12-21,0.0849
"282",2021-12-22,0.08
"283",2021-12-23,0.0733
"284",2021-12-27,0.0780999999999999
"285",2021-12-28,0.0806999999999999
"286",2021-12-29,0.0837
"287",2021-12-30,0.0727
"288",2021-12-31,0.0770000000000001
"289",2022-01-03,0.075
"290",2022-01-04,0.088
"291",2022-01-05,0.0891999999999999
"292",2022-01-06,0.0936999999999999
"293",2022-01-07,0.0872000000000001
"294",2022-01-10,0.0988
"295",2022-01-11,0.0829
"296",2022-01-12,0.0929
"297",2022-01-13,0.0917
"298",2022-01-14,0.0774
"299",2022-01-18,0.0735
"300",2022-01-19,0.0871
"301",2022-01-20,0.0759
"302",2022-01-21,0.0701
"303",2022-01-24,0.0573
"304",2022-01-25,0.055
"305",2022-01-26,0.0578
"306",2022-01-27,0.0752
"307",2022-01-28,0.0801
"308",2022-01-31,0.075
"309",2022-02-01,0.0836
"310",2022-02-02,0.0858
"311",2022-02-03,0.0772
"312",2022-02-04,0.0690000000000001
"313",2022-02-07,0.0564
"314",2022-02-08,0.0642
"315",2022-02-09,0.0538
"316",2022-02-10,0.0517
"317",2022-02-11,0.0426000000000001
"318",2022-02-14,0.0512
"319",2022-02-15,0.0435
"320",2022-02-16,0.0613
