"","date","FTNT"
"126",2019-12-05,0.2869
"127",2019-12-06,0.28
"128",2019-12-09,0.2851
"129",2019-12-10,0.2974
"130",2019-12-11,0.2907
"131",2019-12-12,0.2762
"132",2019-12-13,0.2642
"133",2019-12-16,0.2517
"134",2019-12-17,0.2468
"135",2019-12-18,0.2433
"136",2019-12-19,0.2563
"137",2019-12-20,0.2642
"138",2019-12-23,0.2584
"139",2019-12-24,0.2609
"140",2019-12-26,0.2595
"141",2019-12-27,0.2354
"142",2019-12-30,0.2162
"143",2019-12-31,0.1971
"144",2020-01-02,0.1826
"145",2020-01-03,0.1848
"146",2020-01-06,0.2023
"147",2020-01-07,0.2589
"148",2020-01-08,0.2722
"149",2020-01-09,0.2711
"150",2020-01-10,0.2705
"151",2020-01-13,0.261
"152",2020-01-14,0.2568
"153",2020-01-15,0.2455
"154",2020-01-16,0.2483
"155",2020-01-17,0.2378
"156",2020-01-21,0.2448
"157",2020-01-22,0.242
"158",2020-01-23,0.2604
"159",2020-01-24,0.2646
"160",2020-01-27,0.2628
"161",2020-01-28,0.2728
"162",2020-01-29,0.2751
"163",2020-01-30,0.2648
"164",2020-01-31,0.2717
"165",2020-02-03,0.2754
"166",2020-02-04,0.2778
"167",2020-02-05,0.2767
"168",2020-02-06,0.2601
"169",2020-02-07,0.2718
"170",2020-02-10,0.2765
"171",2020-02-11,0.2708
"172",2020-02-12,0.2545
"173",2020-02-13,0.2591
"174",2020-02-14,0.2461
"175",2020-02-18,0.2322
"176",2020-02-19,0.2562
"177",2020-02-20,0.2647
"178",2020-02-21,0.2757
"179",2020-02-24,0.2716
"180",2020-02-25,0.2793
"181",2020-02-26,0.285
"182",2020-02-27,0.2839
"183",2020-02-28,0.2771
"184",2020-03-02,0.2757
"185",2020-03-03,0.2632
"186",2020-03-04,0.2508
"187",2020-03-05,0.2517
"188",2020-03-06,0.2623
"189",2020-03-09,0.2814
"190",2020-03-10,0.2861
"191",2020-03-11,0.2895
"192",2020-03-12,0.3191
"193",2020-03-13,0.2927
"194",2020-03-16,0.2906
"195",2020-03-17,0.2905
"196",2020-03-18,0.2741
"197",2020-03-19,0.3032
"198",2020-03-20,0.3001
"199",2020-03-23,0.3189
"200",2020-03-24,0.3844
"201",2020-03-25,0.3924
"202",2020-03-26,0.4108
"203",2020-03-27,0.416
"204",2020-03-30,0.4169
"205",2020-03-31,0.4118
"206",2020-04-01,0.4238
"207",2020-04-02,0.425
"208",2020-04-03,0.4226
"209",2020-04-06,0.4475
"210",2020-04-07,0.4567
"211",2020-04-08,0.4536
"212",2020-04-09,0.4461
"213",2020-04-13,0.4298
"214",2020-04-14,0.4205
"215",2020-04-15,0.4061
"216",2020-04-16,0.4317
"217",2020-04-17,0.445
"218",2020-04-20,0.4276
"219",2020-04-21,0.4508
"220",2020-04-22,0.4548
"221",2020-04-23,0.453
"222",2020-04-24,0.4713
"223",2020-04-27,0.4294
"224",2020-04-28,0.4563
"225",2020-04-29,0.4433
"226",2020-04-30,0.4148
"227",2020-05-01,0.4171
"228",2020-05-04,0.3925
"229",2020-05-05,0.3756
"230",2020-05-06,0.4014
"231",2020-05-07,0.39
"232",2020-05-08,0.3792
"233",2020-05-11,0.3729
"234",2020-05-12,0.3631
"235",2020-05-13,0.358
"236",2020-05-14,0.3738
"237",2020-05-15,0.3909
"238",2020-05-18,0.3927
"239",2020-05-19,0.3856
"240",2020-05-20,0.3527
"241",2020-05-21,0.3421
"242",2020-05-22,0.3185
"243",2020-05-26,0.298
"244",2020-05-27,0.2995
"245",2020-05-28,0.3014
"246",2020-05-29,0.2845
"247",2020-06-01,0.2677
"248",2020-06-02,0.2637
"249",2020-06-03,0.2709
"250",2020-06-04,0.2805
"251",2020-06-05,0.2733
"252",2020-06-08,0.3003
"253",2020-06-09,0.2885
"254",2020-06-10,0.2687
"255",2020-06-11,0.2778
"256",2020-06-12,0.2837
"257",2020-06-15,0.3047
"258",2020-06-16,0.3016
"259",2020-06-17,0.2793
"260",2020-06-18,0.3003
"261",2020-06-19,0.3235
"262",2020-06-22,0.3068
"263",2020-06-23,0.3109
"264",2020-06-24,0.2999
"265",2020-06-25,0.2627
"266",2020-06-26,0.2799
"267",2020-06-29,0.2856
"268",2020-06-30,0.2734
"269",2020-07-01,0.2961
"270",2020-07-02,0.2768
"271",2020-07-06,0.2918
"272",2020-07-07,0.3494
"273",2020-07-08,0.3419
"274",2020-07-09,0.3558
"275",2020-07-10,0.3489
"276",2020-07-13,0.3396
"277",2020-07-14,0.3326
"278",2020-07-15,0.2917
"279",2020-07-16,0.3049
"280",2020-07-17,0.331
"281",2020-07-20,0.3376
"282",2020-07-21,0.3444
"283",2020-07-22,0.3415
"284",2020-07-23,0.3115
"285",2020-07-24,0.3053
"286",2020-07-27,0.3102
"287",2020-07-28,0.3276
"288",2020-07-29,0.3255
"289",2020-07-30,0.3193
"290",2020-07-31,0.3371
"291",2020-08-03,0.3463
"292",2020-08-04,0.3567
"293",2020-08-05,0.3783
"294",2020-08-06,0.3915
"295",2020-08-07,0.355
"296",2020-08-10,0.3574
"297",2020-08-11,0.3646
"298",2020-08-12,0.338
"299",2020-08-13,0.3401
"300",2020-08-14,0.3438
"301",2020-08-17,0.3376
"302",2020-08-18,0.3571
"303",2020-08-19,0.3519
"304",2020-08-20,0.3603
"305",2020-08-21,0.3911
"306",2020-08-24,0.3939
"307",2020-08-25,0.4094
"308",2020-08-26,0.4145
"309",2020-08-27,0.4183
"310",2020-08-28,0.3969
"311",2020-08-31,0.3964
"312",2020-09-01,0.3931
"313",2020-09-02,0.3845
"314",2020-09-03,0.3728
"315",2020-09-04,0.3801
"316",2020-09-08,0.3864
"317",2020-09-09,0.3762
"318",2020-09-10,0.3856
"319",2020-09-11,0.3977
"320",2020-09-14,0.43
"321",2020-09-15,0.4592
"322",2020-09-16,0.4568
"323",2020-09-17,0.4354
"324",2020-09-18,0.4093
"325",2020-09-21,0.38
"326",2020-09-22,0.3771
"327",2020-09-23,0.3818
"328",2020-09-24,0.3617
"329",2020-09-25,0.3773
"330",2020-09-28,0.3635
"331",2020-09-29,0.3644
"332",2020-09-30,0.3922
"333",2020-10-01,0.3728
"334",2020-10-02,0.3616
"335",2020-10-05,0.3444
"336",2020-10-06,0.3492
"337",2020-10-07,0.3462
"338",2020-10-08,0.3272
"339",2020-10-09,0.3263
"340",2020-10-12,0.3112
"341",2020-10-13,0.3084
"342",2020-10-14,0.2997
"343",2020-10-15,0.2825
"344",2020-10-16,0.2953
"345",2020-10-19,0.3055
"346",2020-10-20,0.3148
"347",2020-10-21,0.3094
"348",2020-10-22,0.2885
"349",2020-10-23,0.2784
"350",2020-10-26,0.2776
"351",2020-10-27,0.3067
"352",2020-10-28,0.3228
"353",2020-10-29,0.3369
"354",2020-10-30,0.3486
"355",2020-11-02,0.3183
"356",2020-11-03,0.3252
"357",2020-11-04,0.3404
"358",2020-11-05,0.3161
"359",2020-11-06,0.3075
"360",2020-11-09,0.321
"361",2020-11-10,0.3004
"362",2020-11-11,0.3211
"363",2020-11-12,0.3273
"364",2020-11-13,0.3398
"365",2020-11-16,0.3639
"366",2020-11-17,0.3465
"367",2020-11-18,0.3471
"368",2020-11-19,0.3382
"369",2020-11-20,0.3261
"370",2020-11-23,0.3379
"371",2020-11-24,0.3501
"372",2020-11-25,0.3228
"373",2020-11-27,0.2959
"374",2020-11-30,0.2753
"375",2020-12-01,0.2451
"376",2020-12-02,0.2359
"377",2020-12-03,0.2436
"378",2020-12-04,0.2456
"379",2020-12-07,0.2337
"380",2020-12-08,0.2133
"381",2020-12-09,0.2126
"382",2020-12-10,0.2227
"383",2020-12-11,0.2382
"384",2020-12-14,0.2694
"385",2020-12-15,0.2578
"386",2020-12-16,0.2677
"387",2020-12-17,0.2859
"388",2020-12-18,0.2828
"389",2020-12-21,0.3004
"390",2020-12-22,0.3091
"391",2020-12-23,0.312
"392",2020-12-24,0.3482
"393",2020-12-28,0.3684
"394",2020-12-29,0.3435
"395",2020-12-30,0.3469
"396",2020-12-31,0.3536
"397",2021-01-04,0.3518
"398",2021-01-05,0.3564
"399",2021-01-06,0.3682
"400",2021-01-07,0.3796
"401",2021-01-08,0.407
"402",2021-01-11,0.4197
"403",2021-01-12,0.4156
"404",2021-01-13,0.4375
"405",2021-01-14,0.432
"406",2021-01-15,0.4633
"407",2021-01-19,0.4662
"408",2021-01-20,0.438
"409",2021-01-21,0.4422
"410",2021-01-22,0.4318
"411",2021-01-25,0.438
"412",2021-01-26,0.4499
"413",2021-01-27,0.4532
"414",2021-01-28,0.4475
"415",2021-01-29,0.4429
"416",2021-02-01,0.4616
"417",2021-02-02,0.4818
"418",2021-02-03,0.4612
"419",2021-02-04,0.4442
"420",2021-02-05,0.4452
"421",2021-02-08,0.4316
"422",2021-02-09,0.4242
"423",2021-02-10,0.421
"424",2021-02-11,0.3954
"425",2021-02-12,0.3927
"426",2021-02-16,0.3987
"427",2021-02-17,0.3734
"428",2021-02-18,0.3659
"429",2021-02-19,0.3475
"430",2021-02-22,0.3347
"431",2021-02-23,0.3216
"432",2021-02-24,0.3272
"433",2021-02-25,0.312
"434",2021-02-26,0.3229
"435",2021-03-01,0.3235
"436",2021-03-02,0.3091
"437",2021-03-03,0.3234
"438",2021-03-04,0.3142
"439",2021-03-05,0.3121
"440",2021-03-08,0.3256
"441",2021-03-09,0.3201
"442",2021-03-10,0.3201
"443",2021-03-11,0.3128
"444",2021-03-12,0.3066
"445",2021-03-15,0.2859
"446",2021-03-16,0.2773
"447",2021-03-17,0.2963
"448",2021-03-18,0.3309
"449",2021-03-19,0.3439
"450",2021-03-22,0.3502
"451",2021-03-23,0.3356
"452",2021-03-24,0.3355
"453",2021-03-25,0.344
"454",2021-03-26,0.3371
"455",2021-03-29,0.3326
"456",2021-03-30,0.3435
"457",2021-03-31,0.3221
"458",2021-04-01,0.3294
"459",2021-04-05,0.3206
"460",2021-04-06,0.2887
"461",2021-04-07,0.2693
"462",2021-04-08,0.2154
"463",2021-04-09,0.1863
"464",2021-04-12,0.1923
"465",2021-04-13,0.1872
"466",2021-04-14,0.1963
"467",2021-04-15,0.2112
"468",2021-04-16,0.2175
"469",2021-04-19,0.2381
"470",2021-04-20,0.2517
"471",2021-04-21,0.2578
"472",2021-04-22,0.2963
"473",2021-04-23,0.314
"474",2021-04-26,0.3091
"475",2021-04-27,0.3074
"476",2021-04-28,0.324
"477",2021-04-29,0.346
"478",2021-04-30,0.327
"479",2021-05-03,0.3162
"480",2021-05-04,0.3156
"481",2021-05-05,0.3147
"482",2021-05-06,0.3261
"483",2021-05-07,0.3252
"484",2021-05-10,0.3244
"485",2021-05-11,0.3096
"486",2021-05-12,0.3199
"487",2021-05-13,0.3092
"488",2021-05-14,0.3065
"489",2021-05-17,0.2984
"490",2021-05-18,0.2876
"491",2021-05-19,0.267
"492",2021-05-20,0.2786
"493",2021-05-21,0.2674
"494",2021-05-24,0.2441
"495",2021-05-25,0.2305
"496",2021-05-26,0.2539
"497",2021-05-27,0.27
"498",2021-05-28,0.2701
"499",2021-06-01,0.2474
"500",2021-06-02,0.2518
"501",2021-06-03,0.2266
"502",2021-06-04,0.23
"503",2021-06-07,0.2626
"504",2021-06-08,0.2535
"505",2021-06-09,0.2305
"506",2021-06-10,0.2142
"507",2021-06-11,0.216
"508",2021-06-14,0.2056
"509",2021-06-15,0.195
"510",2021-06-16,0.1881
"511",2021-06-17,0.1599
"512",2021-06-18,0.1395
"513",2021-06-21,0.1211
"514",2021-06-22,0.0996999999999999
"515",2021-06-23,0.0831
"516",2021-06-24,0.0957
"517",2021-06-25,0.0758000000000001
"518",2021-06-28,0.0605
"519",2021-06-29,0.0551
"520",2021-06-30,0.0517000000000001
"521",2021-07-01,0.0579
"522",2021-07-02,0.0609999999999999
"523",2021-07-06,0.0649
"524",2021-07-07,0.0692
"525",2021-07-08,0.0864999999999999
"526",2021-07-09,0.0946
"527",2021-07-12,0.0907
"528",2021-07-13,0.0996
"529",2021-07-14,0.0772999999999999
"530",2021-07-15,0.0747
"531",2021-07-16,0.0897
"532",2021-07-19,0.0973999999999999
"533",2021-07-20,0.0955
"534",2021-07-21,0.1051
"535",2021-07-22,0.1236
"536",2021-07-23,0.16
"537",2021-07-26,0.2023
"538",2021-07-27,0.2366
"539",2021-07-28,0.2479
"540",2021-07-29,0.2719
"541",2021-07-30,0.2953
"542",2021-08-02,0.3101
"543",2021-08-03,0.3165
"544",2021-08-04,0.3285
"545",2021-08-05,0.3483
"546",2021-08-06,0.3696
"547",2021-08-09,0.3675
"548",2021-08-10,0.3389
"549",2021-08-11,0.3255
"550",2021-08-12,0.2816
"551",2021-08-13,0.2292
"552",2021-08-16,0.2349
"553",2021-08-17,0.2177
"554",2021-08-18,0.2216
"555",2021-08-19,0.2326
"556",2021-08-20,0.2344
"557",2021-08-23,0.2288
"558",2021-08-24,0.2251
"559",2021-08-25,0.2153
"560",2021-08-26,0.1716
"561",2021-08-27,0.1885
"562",2021-08-30,0.1929
"563",2021-08-31,0.1729
"564",2021-09-01,0.1694
"565",2021-09-02,0.1536
"566",2021-09-03,0.1475
"567",2021-09-07,0.1489
"568",2021-09-08,0.1556
"569",2021-09-09,0.1566
"570",2021-09-10,0.1513
"571",2021-09-13,0.1501
"572",2021-09-14,0.1541
"573",2021-09-15,0.1529
"574",2021-09-16,0.1384
"575",2021-09-17,0.139
"576",2021-09-20,0.1465
"577",2021-09-21,0.1208
"578",2021-09-22,0.0988000000000001
"579",2021-09-23,0.107
"580",2021-09-24,0.1111
"581",2021-09-27,0.1572
"582",2021-09-28,0.1913
"583",2021-09-29,0.2003
"584",2021-09-30,0.2279
"585",2021-10-01,0.2535
"586",2021-10-04,0.3023
"587",2021-10-05,0.3288
"588",2021-10-06,0.3375
"589",2021-10-07,0.3015
"590",2021-10-08,0.2136
"591",2021-10-11,0.2091
"592",2021-10-12,0.2041
"593",2021-10-13,0.2014
"594",2021-10-14,0.208
"595",2021-10-15,0.205
"596",2021-10-18,0.1951
"597",2021-10-19,0.191
"598",2021-10-20,0.2166
"599",2021-10-21,0.2021
"600",2021-10-22,0.2132
"601",2021-10-25,0.2066
"602",2021-10-26,0.1984
"603",2021-10-27,0.1859
"604",2021-10-28,0.1783
"605",2021-10-29,0.1921
"606",2021-11-01,0.2008
"607",2021-11-02,0.1929
"608",2021-11-03,0.1984
"609",2021-11-04,0.197
"610",2021-11-05,0.1847
"611",2021-11-08,0.1836
"612",2021-11-09,0.1907
"613",2021-11-10,0.1767
"614",2021-11-11,0.1833
"615",2021-11-12,0.1758
"616",2021-11-15,0.1833
"617",2021-11-16,0.1832
"618",2021-11-17,0.2003
"619",2021-11-18,0.2008
"620",2021-11-19,0.1935
"621",2021-11-22,0.2052
"622",2021-11-23,0.215
"623",2021-11-24,0.2081
"624",2021-11-26,0.2049
"625",2021-11-29,0.1944
"626",2021-11-30,0.2063
"627",2021-12-01,0.2111
"628",2021-12-02,0.2258
"629",2021-12-03,0.2231
"630",2021-12-06,0.222
"631",2021-12-07,0.2247
"632",2021-12-08,0.2204
"633",2021-12-09,0.2131
"634",2021-12-10,0.213
"635",2021-12-13,0.1998
"636",2021-12-14,0.2056
"637",2021-12-15,0.2124
"638",2021-12-16,0.2286
"639",2021-12-17,0.2245
"640",2021-12-20,0.2233
"641",2021-12-21,0.2306
"642",2021-12-22,0.2361
"643",2021-12-23,0.2271
"644",2021-12-27,0.2258
"645",2021-12-28,0.2256
"646",2021-12-29,0.225
"647",2021-12-30,0.2254
"648",2021-12-31,0.2368
"649",2022-01-03,0.2288
"650",2022-01-04,0.2364
"651",2022-01-05,0.2525
"652",2022-01-06,0.2746
"653",2022-01-07,0.283
"654",2022-01-10,0.2907
"655",2022-01-11,0.2891
"656",2022-01-12,0.2616
"657",2022-01-13,0.2552
"658",2022-01-14,0.2726
"659",2022-01-18,0.2728
"660",2022-01-19,0.2729
"661",2022-01-20,0.2642
"662",2022-01-21,0.2388
"663",2022-01-24,0.2229
"664",2022-01-25,0.2104
"665",2022-01-26,0.2001
"666",2022-01-27,0.2062
"667",2022-01-28,0.1974
"668",2022-01-31,0.2302
"669",2022-02-01,0.2515
"670",2022-02-02,0.2527
"671",2022-02-03,0.2461
"672",2022-02-04,0.2393
"673",2022-02-07,0.2377
"674",2022-02-08,0.2578
"675",2022-02-09,0.2586
"676",2022-02-10,0.2392
"677",2022-02-11,0.2318
"678",2022-02-14,0.235
"679",2022-02-15,0.2275
"680",2022-02-16,0.2184
"681",2022-02-17,0.2184
"682",2022-02-18,0.2193
"683",2022-02-22,0.1923
"684",2022-02-23,0.1889
"685",2022-02-24,0.1852
"686",2022-02-25,0.1849
"687",2022-02-28,0.1943
"688",2022-03-01,0.202
"689",2022-03-02,0.2014
"690",2022-03-03,0.2029
"691",2022-03-04,0.2036
"692",2022-03-07,0.2272
"693",2022-03-08,0.2478
"694",2022-03-09,0.243
"695",2022-03-10,0.2286
"696",2022-03-11,0.224
"697",2022-03-14,0.2159
"698",2022-03-15,0.2188
"699",2022-03-16,0.2272
"700",2022-03-17,0.2271
"701",2022-03-18,0.2643
"702",2022-03-21,0.3021
"703",2022-03-22,0.3041
"704",2022-03-23,0.3035
"705",2022-03-24,0.3273
"706",2022-03-25,0.3377
"707",2022-03-28,0.36
"708",2022-03-29,0.3789
"709",2022-03-30,0.362
"710",2022-03-31,0.353
"711",2022-04-01,0.3573
"712",2022-04-04,0.3804
"713",2022-04-05,0.3665
"714",2022-04-06,0.3233
"715",2022-04-07,0.3015
"716",2022-04-08,0.3144
"717",2022-04-11,0.3584
"718",2022-04-12,0.3802
"719",2022-04-13,0.3606
"720",2022-04-14,0.3482
"721",2022-04-18,0.322
"722",2022-04-19,0.3334
"723",2022-04-20,0.3593
"724",2022-04-21,0.3518
"725",2022-04-22,0.35
"726",2022-04-25,0.3383
"727",2022-04-26,0.3139
"728",2022-04-27,0.3193
"729",2022-04-28,0.3248
"730",2022-04-29,0.3363
"731",2022-05-02,0.3243
"732",2022-05-03,0.3236
"733",2022-05-04,0.3302
"734",2022-05-05,0.3204
"735",2022-05-06,0.3181
"736",2022-05-09,0.2859
"737",2022-05-10,0.297
"738",2022-05-11,0.3208
"739",2022-05-12,0.3022
"740",2022-05-13,0.3095
"741",2022-05-16,0.3305
"742",2022-05-17,0.3348
"743",2022-05-18,0.3013
"744",2022-05-19,0.284
"745",2022-05-20,0.2756
"746",2022-05-23,0.2676
"747",2022-05-24,0.2578
"748",2022-05-25,0.2701
"749",2022-05-26,0.2752
"750",2022-05-27,0.2585
"751",2022-05-31,0.2302
"752",2022-06-01,0.2331
"753",2022-06-02,0.2443
"754",2022-06-03,0.2325
"755",2022-06-06,0.2208
"756",2022-06-07,0.2212
"757",2022-06-08,0.227
"758",2022-06-09,0.2306
"759",2022-06-10,0.2418
"760",2022-06-13,0.24
"761",2022-06-14,0.2392
"762",2022-06-15,0.2505
"763",2022-06-16,0.2263
"764",2022-06-17,0.207
"765",2022-06-21,0.2072
"766",2022-06-22,0.2143
"767",2022-06-23,0.2424
"768",2022-06-24,0.2562
"769",2022-06-27,0.24
"770",2022-06-28,0.2342
"771",2022-06-29,0.2361
"772",2022-06-30,0.2513
"773",2022-07-01,0.2729
"774",2022-07-05,0.2562
"775",2022-07-06,0.2357
"776",2022-07-07,0.2334
"777",2022-07-08,0.2543
"778",2022-07-11,0.2652
"779",2022-07-12,0.2468
"780",2022-07-13,0.2393
"781",2022-07-14,0.2364
"782",2022-07-15,0.2479
"783",2022-07-18,0.2551
"784",2022-07-19,0.2279
"785",2022-07-20,0.2316
"786",2022-07-21,0.2358
"787",2022-07-22,0.2316
"788",2022-07-25,0.2426
"789",2022-07-26,0.2634
"790",2022-07-27,0.2727
"791",2022-07-28,0.2693
"792",2022-07-29,0.2778
"793",2022-08-01,0.29
"794",2022-08-02,0.2746
"795",2022-08-03,0.2767
"796",2022-08-04,0.2751
"797",2022-08-05,0.2878
"798",2022-08-08,0.2813
"799",2022-08-09,0.2618
"800",2022-08-10,0.2652
"801",2022-08-11,0.3155
"802",2022-08-12,0.3223
"803",2022-08-15,0.3141
"804",2022-08-16,0.276
"805",2022-08-17,0.2506
"806",2022-08-18,0.2527
"807",2022-08-19,0.2677
"808",2022-08-22,0.2607
"809",2022-08-23,0.2572
"810",2022-08-24,0.2556
"811",2022-08-25,0.2424
"812",2022-08-26,0.243
"813",2022-08-29,0.2507
"814",2022-08-30,0.2563
"815",2022-08-31,0.2698
"816",2022-09-01,0.2794
"817",2022-09-02,0.2808
"818",2022-09-06,0.2832
"819",2022-09-07,0.2797
"820",2022-09-08,0.2644
"821",2022-09-09,0.3035
"822",2022-09-12,0.3295
"823",2022-09-13,0.3159
"824",2022-09-14,0.3033
"825",2022-09-15,0.3107
"826",2022-09-16,0.2994
"827",2022-09-19,0.2835
"828",2022-09-20,0.2627
"829",2022-09-21,0.2369
"830",2022-09-22,0.2017
"831",2022-09-23,0.1924
"832",2022-09-26,0.2031
"833",2022-09-27,0.2044
"834",2022-09-28,0.1623
"835",2022-09-29,0.1286
"836",2022-09-30,0.1359
"837",2022-10-03,0.1619
"838",2022-10-04,0.1566
"839",2022-10-05,0.1455
"840",2022-10-06,0.1129
"841",2022-10-07,0.078
"842",2022-10-10,0.0735
"843",2022-10-11,0.0924
"844",2022-10-12,0.0968000000000001
"845",2022-10-13,0.1312
"846",2022-10-14,0.145
"847",2022-10-17,0.1741
"848",2022-10-18,0.1894
"849",2022-10-19,0.1982
"850",2022-10-20,0.2289
"851",2022-10-21,0.2487
"852",2022-10-24,0.27
"853",2022-10-25,0.2662
"854",2022-10-26,0.2556
"855",2022-10-27,0.2716
"856",2022-10-28,0.2803
"857",2022-10-31,0.3032
"858",2022-11-01,0.3238
"859",2022-11-02,0.3144
"860",2022-11-03,0.3462
"861",2022-11-04,0.4345
"862",2022-11-07,0.4361
"863",2022-11-08,0.4277
"864",2022-11-09,0.4043
"865",2022-11-10,0.4063
"866",2022-11-11,0.4238
"867",2022-11-14,0.4138
"868",2022-11-15,0.4052
"869",2022-11-16,0.3984
"870",2022-11-17,0.4129
"871",2022-11-18,0.4163
"872",2022-11-21,0.4303
"873",2022-11-22,0.4201
"874",2022-11-23,0.4186
"875",2022-11-25,0.4021
"876",2022-11-28,0.4039
"877",2022-11-29,0.3982
"878",2022-11-30,0.4003
"879",2022-12-01,0.3703
"880",2022-12-02,0.3877
"881",2022-12-05,0.4006
"882",2022-12-06,0.377
"883",2022-12-07,0.346
"884",2022-12-08,0.3482
"885",2022-12-09,0.3556
"886",2022-12-12,0.3559
"887",2022-12-13,0.3435
"888",2022-12-14,0.3238
"889",2022-12-15,0.3066
"890",2022-12-16,0.3024
"891",2022-12-19,0.2861
"892",2022-12-20,0.2713
"893",2022-12-21,0.2648
"894",2022-12-22,0.2329
"895",2022-12-23,0.2192
"896",2022-12-27,0.2485
"897",2022-12-28,0.234
"898",2022-12-29,0.2142
"899",2022-12-30,0.215
"900",2023-01-03,0.2153
"901",2023-01-04,0.2165
"902",2023-01-05,0.2553
"903",2023-01-06,0.2607
"904",2023-01-09,0.2546
"905",2023-01-10,0.2586
"906",2023-01-11,0.2602
"907",2023-01-12,0.2615
"908",2023-01-13,0.2612
"909",2023-01-17,0.2564
"910",2023-01-18,0.2673
"911",2023-01-19,0.265
"912",2023-01-20,0.282
"913",2023-01-23,0.2894
"914",2023-01-24,0.2724
"915",2023-01-25,0.2731
"916",2023-01-26,0.2941
"917",2023-01-27,0.2946
"918",2023-01-30,0.2987
"919",2023-01-31,0.2915
"920",2023-02-01,0.3235
"921",2023-02-02,0.331
"922",2023-02-03,0.3372
"923",2023-02-06,0.3259
"924",2023-02-07,0.2957
"925",2023-02-08,0.2844
"926",2023-02-09,0.2982
"927",2023-02-10,0.3065
"928",2023-02-13,0.3044
"929",2023-02-14,0.3085
"930",2023-02-15,0.3104
"931",2023-02-16,0.2868
"932",2023-02-17,0.3071
"933",2023-02-21,0.3083
