"","date","CDNS"
"71",2019-09-18,0.3843
"72",2019-09-19,0.3583
"73",2019-09-20,0.3627
"74",2019-09-23,0.359
"75",2019-09-24,0.3578
"76",2019-09-25,0.338
"77",2019-09-26,0.2855
"78",2019-09-27,0.2843
"79",2019-09-30,0.2972
"80",2019-10-01,0.2988
"81",2019-10-02,0.2846
"82",2019-10-03,0.2714
"83",2019-10-04,0.2298
"84",2019-10-07,0.2045
"85",2019-10-08,0.2252
"86",2019-10-09,0.2281
"87",2019-10-10,0.2195
"88",2019-10-11,0.2281
"89",2019-10-14,0.2147
"90",2019-10-15,0.2103
"91",2019-10-16,0.2302
"92",2019-10-17,0.2649
"93",2019-10-18,0.2657
"94",2019-10-21,0.2399
"95",2019-10-22,0.2332
"96",2019-10-23,0.2117
"97",2019-10-24,0.2041
"98",2019-10-25,0.181
"99",2019-10-28,0.1758
"100",2019-10-29,0.1817
"101",2019-10-30,0.1842
"102",2019-10-31,0.1663
"103",2019-11-01,0.1674
"104",2019-11-04,0.195
"105",2019-11-05,0.1967
"106",2019-11-06,0.2118
"107",2019-11-07,0.1951
"108",2019-11-08,0.1797
"109",2019-11-11,0.1959
"110",2019-11-12,0.214
"111",2019-11-13,0.2335
"112",2019-11-14,0.2248
"113",2019-11-15,0.235
"114",2019-11-18,0.2337
"115",2019-11-19,0.2698
"116",2019-11-20,0.272
"117",2019-11-21,0.292
"118",2019-11-22,0.2933
"119",2019-11-25,0.282
"120",2019-11-26,0.2898
"121",2019-11-27,0.3265
"122",2019-11-29,0.339
"123",2019-12-02,0.335
"124",2019-12-03,0.3198
"125",2019-12-04,0.3276
"126",2019-12-05,0.3093
"127",2019-12-06,0.3154
"128",2019-12-09,0.3108
"129",2019-12-10,0.2994
"130",2019-12-11,0.3187
"131",2019-12-12,0.3177
"132",2019-12-13,0.3158
"133",2019-12-16,0.3669
"134",2019-12-17,0.3469
"135",2019-12-18,0.3531
"136",2019-12-19,0.3539
"137",2019-12-20,0.3393
"138",2019-12-23,0.3074
"139",2019-12-24,0.315
"140",2019-12-26,0.3204
"141",2019-12-27,0.3443
"142",2019-12-30,0.3487
"143",2019-12-31,0.3667
"144",2020-01-02,0.3748
"145",2020-01-03,0.384
"146",2020-01-06,0.374
"147",2020-01-07,0.3687
"148",2020-01-08,0.3563
"149",2020-01-09,0.3375
"150",2020-01-10,0.3324
"151",2020-01-13,0.3433
"152",2020-01-14,0.3284
"153",2020-01-15,0.3374
"154",2020-01-16,0.3331
"155",2020-01-17,0.3368
"156",2020-01-21,0.3072
"157",2020-01-22,0.3026
"158",2020-01-23,0.282
"159",2020-01-24,0.2616
"160",2020-01-27,0.2524
"161",2020-01-28,0.2745
"162",2020-01-29,0.3085
"163",2020-01-30,0.361
"164",2020-01-31,0.3467
"165",2020-02-03,0.3441
"166",2020-02-04,0.3468
"167",2020-02-05,0.315
"168",2020-02-06,0.2848
"169",2020-02-07,0.2711
"170",2020-02-10,0.242
"171",2020-02-11,0.2337
"172",2020-02-12,0.2282
"173",2020-02-13,0.2241
"174",2020-02-14,0.2044
"175",2020-02-18,0.2
"176",2020-02-19,0.2139
"177",2020-02-20,0.2328
"178",2020-02-21,0.2058
"179",2020-02-24,0.219
"180",2020-02-25,0.2157
"181",2020-02-26,0.2214
"182",2020-02-27,0.22
"183",2020-02-28,0.2641
"184",2020-03-02,0.2735
"185",2020-03-03,0.2688
"186",2020-03-04,0.2775
"187",2020-03-05,0.2881
"188",2020-03-06,0.31
"189",2020-03-09,0.294
"190",2020-03-10,0.3146
"191",2020-03-11,0.2934
"192",2020-03-12,0.2842
"193",2020-03-13,0.2657
"194",2020-03-16,0.2517
"195",2020-03-17,0.2234
"196",2020-03-18,0.2325
"197",2020-03-19,0.2321
"198",2020-03-20,0.2384
"199",2020-03-23,0.2638
"200",2020-03-24,0.2776
"201",2020-03-25,0.2795
"202",2020-03-26,0.2979
"203",2020-03-27,0.3044
"204",2020-03-30,0.3116
"205",2020-03-31,0.2857
"206",2020-04-01,0.2826
"207",2020-04-02,0.2683
"208",2020-04-03,0.2619
"209",2020-04-06,0.2574
"210",2020-04-07,0.2878
"211",2020-04-08,0.2747
"212",2020-04-09,0.292
"213",2020-04-13,0.2791
"214",2020-04-14,0.2675
"215",2020-04-15,0.232
"216",2020-04-16,0.2593
"217",2020-04-17,0.2286
"218",2020-04-20,0.2311
"219",2020-04-21,0.2396
"220",2020-04-22,0.2699
"221",2020-04-23,0.2757
"222",2020-04-24,0.2819
"223",2020-04-27,0.2693
"224",2020-04-28,0.2911
"225",2020-04-29,0.259
"226",2020-04-30,0.2637
"227",2020-05-01,0.2444
"228",2020-05-04,0.2136
"229",2020-05-05,0.1736
"230",2020-05-06,0.1857
"231",2020-05-07,0.1822
"232",2020-05-08,0.2264
"233",2020-05-11,0.1895
"234",2020-05-12,0.1753
"235",2020-05-13,0.1545
"236",2020-05-14,0.1601
"237",2020-05-15,0.1665
"238",2020-05-18,0.1695
"239",2020-05-19,0.1501
"240",2020-05-20,0.1473
"241",2020-05-21,0.1274
"242",2020-05-22,0.1511
"243",2020-05-26,0.1392
"244",2020-05-27,0.1066
"245",2020-05-28,0.0692
"246",2020-05-29,0.0613
"247",2020-06-01,0.0474
"248",2020-06-02,0.0552
"249",2020-06-03,0.0358999999999999
"250",2020-06-04,0.0462
"251",2020-06-05,0.0353000000000001
"252",2020-06-08,0.0676
"253",2020-06-09,0.0775
"254",2020-06-10,0.1013
"255",2020-06-11,0.0856
"256",2020-06-12,0.0837
"257",2020-06-15,0.0574
"258",2020-06-16,0.0536
"259",2020-06-17,0.0315
"260",2020-06-18,0.0454
"261",2020-06-19,0.0557
"262",2020-06-22,0.0679999999999999
"263",2020-06-23,0.0725
"264",2020-06-24,0.0883
"265",2020-06-25,0.0675
"266",2020-06-26,0.0690000000000001
"267",2020-06-29,0.0667
"268",2020-06-30,0.0642999999999999
"269",2020-07-01,0.0407
"270",2020-07-02,0.0439999999999999
"271",2020-07-06,0.0409999999999999
"272",2020-07-07,0.0597
"273",2020-07-08,0.0445
"274",2020-07-09,0.0820000000000001
"275",2020-07-10,0.085
"276",2020-07-13,0.1193
"277",2020-07-14,0.0779
"278",2020-07-15,0.0570000000000001
"279",2020-07-16,0.0485000000000001
"280",2020-07-17,0.0536
"281",2020-07-20,0.0404
"282",2020-07-21,0.0508
"283",2020-07-22,0.0462
"284",2020-07-23,0.1042
"285",2020-07-24,0.1006
"286",2020-07-27,0.1501
"287",2020-07-28,0.1612
"288",2020-07-29,0.1443
"289",2020-07-30,0.107
"290",2020-07-31,0.1131
"291",2020-08-03,0.1087
"292",2020-08-04,0.1175
"293",2020-08-05,0.1052
"294",2020-08-06,0.1129
"295",2020-08-07,0.0785999999999999
"296",2020-08-10,0.1015
"297",2020-08-11,0.1023
"298",2020-08-12,0.1061
"299",2020-08-13,0.0649
"300",2020-08-14,0.0538
"301",2020-08-17,0.0278
"302",2020-08-18,0.0582
"303",2020-08-19,0.0645
"304",2020-08-20,0.0636
"305",2020-08-21,0.034
"306",2020-08-24,0.0399
"307",2020-08-25,0.0421
"308",2020-08-26,0.0534000000000001
"309",2020-08-27,0.0816
"310",2020-08-28,0.0799
"311",2020-08-31,0.0671
"312",2020-09-01,0.0625999999999999
"313",2020-09-02,0.0452
"314",2020-09-03,0.0415
"315",2020-09-04,0.0392999999999999
"316",2020-09-08,0.0418
"317",2020-09-09,0.0582
"318",2020-09-10,0.0528999999999999
"319",2020-09-11,0.0604
"320",2020-09-14,0.0491
"321",2020-09-15,0.0486
"322",2020-09-16,0.0423000000000001
"323",2020-09-17,0.0557
"324",2020-09-18,0.0419
"325",2020-09-21,0.0567
"326",2020-09-22,0.0492
"327",2020-09-23,0.049
"328",2020-09-24,0.0624000000000001
"329",2020-09-25,0.0738
"330",2020-09-28,0.0667
"331",2020-09-29,0.0531
"332",2020-09-30,0.0527
"333",2020-10-01,0.0613
"334",2020-10-02,0.0725
"335",2020-10-05,0.0683
"336",2020-10-06,0.0606
"337",2020-10-07,0.0733
"338",2020-10-08,0.0761
"339",2020-10-09,0.0881999999999999
"340",2020-10-12,0.0878
"341",2020-10-13,0.0892
"342",2020-10-14,0.0661
"343",2020-10-15,0.0779
"344",2020-10-16,0.0765
"345",2020-10-19,0.104
"346",2020-10-20,0.0895
"347",2020-10-21,0.09
"348",2020-10-22,0.1016
"349",2020-10-23,0.1296
"350",2020-10-26,0.1431
"351",2020-10-27,0.1207
"352",2020-10-28,0.1074
"353",2020-10-29,0.0896000000000001
"354",2020-10-30,0.0933
"355",2020-11-02,0.1073
"356",2020-11-03,0.1005
"357",2020-11-04,0.0989
"358",2020-11-05,0.0875
"359",2020-11-06,0.0746999999999999
"360",2020-11-09,0.0738
"361",2020-11-10,0.0996
"362",2020-11-11,0.0716
"363",2020-11-12,0.0587
"364",2020-11-13,0.0606
"365",2020-11-16,0.0514999999999999
"366",2020-11-17,0.0544000000000001
"367",2020-11-18,0.0531
"368",2020-11-19,0.0551
"369",2020-11-20,0.0585
"370",2020-11-23,0.0462
"371",2020-11-24,0.0484
"372",2020-11-25,0.0607
"373",2020-11-27,0.0647
"374",2020-11-30,0.0609
"375",2020-12-01,0.068
"376",2020-12-02,0.0539
"377",2020-12-03,0.0518
"378",2020-12-04,0.0453
"379",2020-12-07,0.0485
"380",2020-12-08,0.0489
"381",2020-12-09,0.0713
"382",2020-12-10,0.0966
"383",2020-12-11,0.0917
"384",2020-12-14,0.0964
"385",2020-12-15,0.0644
"386",2020-12-16,0.1077
"387",2020-12-17,0.0926
"388",2020-12-18,0.0846
"389",2020-12-21,0.0667
"390",2020-12-22,0.0678
"391",2020-12-23,0.0775
"392",2020-12-24,0.1217
"393",2020-12-28,0.1239
"394",2020-12-29,0.1064
"395",2020-12-30,0.0865
"396",2020-12-31,0.0508
"397",2021-01-04,0.0479
"398",2021-01-05,0.0341
"399",2021-01-06,0.0358
"400",2021-01-07,0.0325
"401",2021-01-08,0.0335
"402",2021-01-11,0.04
"403",2021-01-12,0.0610000000000001
"404",2021-01-13,0.0597
"405",2021-01-14,0.0365
"406",2021-01-15,0.0332
"407",2021-01-19,0.0512
"408",2021-01-20,0.0739
"409",2021-01-21,0.0324
"410",2021-01-22,0.0285
"411",2021-01-25,0.0377999999999999
"412",2021-01-26,0.0359
"413",2021-01-27,0.0409
"414",2021-01-28,0.0561
"415",2021-01-29,0.0436
"416",2021-02-01,0.043
"417",2021-02-02,0.0388
"418",2021-02-03,0.0358
"419",2021-02-04,0.052
"420",2021-02-05,0.0354
"421",2021-02-08,0.0532
"422",2021-02-09,0.0604999999999999
"423",2021-02-10,0.0751000000000001
"424",2021-02-11,0.0781
"425",2021-02-12,0.0909
"426",2021-02-16,0.0898
"427",2021-02-17,0.1006
"428",2021-02-18,0.0866
"429",2021-02-19,0.0948
"430",2021-02-22,0.0801
"431",2021-02-23,0.0911
"432",2021-02-24,0.098
"433",2021-02-25,0.12
"434",2021-02-26,0.1114
"435",2021-03-01,0.1194
"436",2021-03-02,0.118
"437",2021-03-03,0.1091
"438",2021-03-04,0.1219
"439",2021-03-05,0.1258
"440",2021-03-08,0.1105
"441",2021-03-09,0.1073
"442",2021-03-10,0.1077
"443",2021-03-11,0.1019
"444",2021-03-12,0.1035
"445",2021-03-15,0.1156
"446",2021-03-16,0.1054
"447",2021-03-17,0.0839
"448",2021-03-18,0.0792
"449",2021-03-19,0.0933999999999999
"450",2021-03-22,0.0634
"451",2021-03-23,0.0623
"452",2021-03-24,0.0418
"453",2021-03-25,0.0381
"454",2021-03-26,0.0462000000000001
"455",2021-03-29,0.046
"456",2021-03-30,0.0797
"457",2021-03-31,0.0948000000000001
"458",2021-04-01,0.1341
"459",2021-04-05,0.1356
"460",2021-04-06,0.1315
"461",2021-04-07,0.1554
"462",2021-04-08,0.2015
"463",2021-04-09,0.2808
"464",2021-04-12,0.267
"465",2021-04-13,0.2262
"466",2021-04-14,0.2093
"467",2021-04-15,0.2177
"468",2021-04-16,0.2097
"469",2021-04-19,0.2041
"470",2021-04-20,0.228
"471",2021-04-21,0.2133
"472",2021-04-22,0.2486
"473",2021-04-23,0.218
"474",2021-04-26,0.2164
"475",2021-04-27,0.1966
"476",2021-04-28,0.188
"477",2021-04-29,0.1959
"478",2021-04-30,0.194
"479",2021-05-03,0.1915
"480",2021-05-04,0.2005
"481",2021-05-05,0.1822
"482",2021-05-06,0.2018
"483",2021-05-07,0.2126
"484",2021-05-10,0.192
"485",2021-05-11,0.1762
"486",2021-05-12,0.1597
"487",2021-05-13,0.1497
"488",2021-05-14,0.1367
"489",2021-05-17,0.1223
"490",2021-05-18,0.1714
"491",2021-05-19,0.2094
"492",2021-05-20,0.2237
"493",2021-05-21,0.1558
"494",2021-05-24,0.1497
"495",2021-05-25,0.1112
"496",2021-05-26,0.0794
"497",2021-05-27,0.0764
"498",2021-05-28,0.0655999999999999
"499",2021-06-01,0.0376
"500",2021-06-02,0.0509
"501",2021-06-03,0.0429
"502",2021-06-04,0.0454
"503",2021-06-07,0.0388
"504",2021-06-08,0.0334
"505",2021-06-09,0.0269
"506",2021-06-10,0.0572
"507",2021-06-11,0.0457
"508",2021-06-14,0.0572
"509",2021-06-15,0.075
"510",2021-06-16,0.0691000000000001
"511",2021-06-17,0.0807
"512",2021-06-18,0.0663
"513",2021-06-21,0.0548999999999999
"514",2021-06-22,0.0502
"515",2021-06-23,0.0610999999999999
"516",2021-06-24,0.0740999999999999
"517",2021-06-25,0.0750999999999999
"518",2021-06-28,0.0618000000000001
"519",2021-06-29,0.0695
"520",2021-06-30,0.0574
"521",2021-07-01,0.0650999999999999
"522",2021-07-02,0.0512999999999999
"523",2021-07-06,0.0464
"524",2021-07-07,0.0416
"525",2021-07-08,0.0556
"526",2021-07-09,0.0515
"527",2021-07-12,0.0495
"528",2021-07-13,0.0338000000000001
"529",2021-07-14,0.0368000000000001
"530",2021-07-15,0.0407999999999999
"531",2021-07-16,0.0537000000000001
"532",2021-07-19,0.0901000000000001
"533",2021-07-20,0.0951
"534",2021-07-21,0.1441
"535",2021-07-22,0.1755
"536",2021-07-23,0.2163
"537",2021-07-26,0.2597
"538",2021-07-27,0.3093
"539",2021-07-28,0.3466
"540",2021-07-29,0.3757
"541",2021-07-30,0.4104
"542",2021-08-02,0.4272
"543",2021-08-03,0.4167
"544",2021-08-04,0.4289
"545",2021-08-05,0.449
"546",2021-08-06,0.4562
"547",2021-08-09,0.4631
"548",2021-08-10,0.4538
"549",2021-08-11,0.4486
"550",2021-08-12,0.4449
"551",2021-08-13,0.4312
"552",2021-08-16,0.4236
"553",2021-08-17,0.3619
"554",2021-08-18,0.351
"555",2021-08-19,0.3211
"556",2021-08-20,0.3246
"557",2021-08-23,0.3474
"558",2021-08-24,0.3413
"559",2021-08-25,0.2995
"560",2021-08-26,0.3095
"561",2021-08-27,0.2781
"562",2021-08-30,0.2872
"563",2021-08-31,0.2605
"564",2021-09-01,0.2569
"565",2021-09-02,0.2494
"566",2021-09-03,0.2295
"567",2021-09-07,0.2361
"568",2021-09-08,0.1935
"569",2021-09-09,0.1974
"570",2021-09-10,0.185
"571",2021-09-13,0.159
"572",2021-09-14,0.1366
"573",2021-09-15,0.1115
"574",2021-09-16,0.1083
"575",2021-09-17,0.0878
"576",2021-09-20,0.0708
"577",2021-09-21,0.0873
"578",2021-09-22,0.1155
"579",2021-09-23,0.1172
"580",2021-09-24,0.1397
"581",2021-09-27,0.1027
"582",2021-09-28,0.1138
"583",2021-09-29,0.1123
"584",2021-09-30,0.1286
"585",2021-10-01,0.1066
"586",2021-10-04,0.091
"587",2021-10-05,0.08
"588",2021-10-06,0.0623
"589",2021-10-07,0.082
"590",2021-10-08,0.1418
"591",2021-10-11,0.1336
"592",2021-10-12,0.1526
"593",2021-10-13,0.1496
"594",2021-10-14,0.1373
"595",2021-10-15,0.1339
"596",2021-10-18,0.1257
"597",2021-10-19,0.1197
"598",2021-10-20,0.1332
"599",2021-10-21,0.1277
"600",2021-10-22,0.1539
"601",2021-10-25,0.157
"602",2021-10-26,0.1733
"603",2021-10-27,0.169
"604",2021-10-28,0.1869
"605",2021-10-29,0.1903
"606",2021-11-01,0.1867
"607",2021-11-02,0.1942
"608",2021-11-03,0.2007
"609",2021-11-04,0.1919
"610",2021-11-05,0.2085
"611",2021-11-08,0.2144
"612",2021-11-09,0.2197
"613",2021-11-10,0.2218
"614",2021-11-11,0.2137
"615",2021-11-12,0.2063
"616",2021-11-15,0.1911
"617",2021-11-16,0.2025
"618",2021-11-17,0.2153
"619",2021-11-18,0.2084
"620",2021-11-19,0.2473
"621",2021-11-22,0.2365
"622",2021-11-23,0.257
"623",2021-11-24,0.2507
"624",2021-11-26,0.2363
"625",2021-11-29,0.2327
"626",2021-11-30,0.2298
"627",2021-12-01,0.218
"628",2021-12-02,0.2278
"629",2021-12-03,0.2142
"630",2021-12-06,0.2429
"631",2021-12-07,0.2182
"632",2021-12-08,0.2361
"633",2021-12-09,0.2334
"634",2021-12-10,0.2536
"635",2021-12-13,0.2471
"636",2021-12-14,0.2114
"637",2021-12-15,0.2443
"638",2021-12-16,0.2404
"639",2021-12-17,0.2493
"640",2021-12-20,0.2648
"641",2021-12-21,0.2389
"642",2021-12-22,0.2346
"643",2021-12-23,0.2201
"644",2021-12-27,0.2402
"645",2021-12-28,0.2369
"646",2021-12-29,0.2446
"647",2021-12-30,0.2391
"648",2021-12-31,0.2414
"649",2022-01-03,0.2508
"650",2022-01-04,0.2852
"651",2022-01-05,0.2643
"652",2022-01-06,0.2691
"653",2022-01-07,0.2599
"654",2022-01-10,0.2643
"655",2022-01-11,0.2611
"656",2022-01-12,0.2592
"657",2022-01-13,0.2596
"658",2022-01-14,0.2591
"659",2022-01-18,0.2548
"660",2022-01-19,0.2701
"661",2022-01-20,0.2513
"662",2022-01-21,0.2434
"663",2022-01-24,0.2235
"664",2022-01-25,0.2095
"665",2022-01-26,0.1877
"666",2022-01-27,0.1739
"667",2022-01-28,0.1994
"668",2022-01-31,0.2258
"669",2022-02-01,0.2122
"670",2022-02-02,0.2209
"671",2022-02-03,0.1771
"672",2022-02-04,0.1732
"673",2022-02-07,0.1574
"674",2022-02-08,0.1593
"675",2022-02-09,0.141
"676",2022-02-10,0.1114
"677",2022-02-11,0.1254
"678",2022-02-14,0.1404
"679",2022-02-15,0.1391
"680",2022-02-16,0.1673
"681",2022-02-17,0.1645
"682",2022-02-18,0.1774
"683",2022-02-22,0.1673
"684",2022-02-23,0.152
"685",2022-02-24,0.1575
"686",2022-02-25,0.1494
"687",2022-02-28,0.1357
"688",2022-03-01,0.1512
"689",2022-03-02,0.155
"690",2022-03-03,0.193
"691",2022-03-04,0.1676
"692",2022-03-07,0.1767
"693",2022-03-08,0.1681
"694",2022-03-09,0.1884
"695",2022-03-10,0.1959
"696",2022-03-11,0.1803
"697",2022-03-14,0.195
"698",2022-03-15,0.179
"699",2022-03-16,0.1836
"700",2022-03-17,0.209
"701",2022-03-18,0.1842
"702",2022-03-21,0.1812
"703",2022-03-22,0.1597
"704",2022-03-23,0.1679
"705",2022-03-24,0.1827
"706",2022-03-25,0.1733
"707",2022-03-28,0.1743
"708",2022-03-29,0.1829
"709",2022-03-30,0.2088
"710",2022-03-31,0.2573
"711",2022-04-01,0.2389
"712",2022-04-04,0.2436
"713",2022-04-05,0.2208
"714",2022-04-06,0.1966
"715",2022-04-07,0.1748
"716",2022-04-08,0.1841
"717",2022-04-11,0.1883
"718",2022-04-12,0.188
"719",2022-04-13,0.1728
"720",2022-04-14,0.1928
"721",2022-04-18,0.1924
"722",2022-04-19,0.2216
"723",2022-04-20,0.235
"724",2022-04-21,0.2406
"725",2022-04-22,0.2468
"726",2022-04-25,0.2316
"727",2022-04-26,0.2301
"728",2022-04-27,0.2314
"729",2022-04-28,0.2261
"730",2022-04-29,0.2462
"731",2022-05-02,0.2133
"732",2022-05-03,0.222
"733",2022-05-04,0.2505
"734",2022-05-05,0.2721
"735",2022-05-06,0.266
"736",2022-05-09,0.2562
"737",2022-05-10,0.2571
"738",2022-05-11,0.2804
"739",2022-05-12,0.2791
"740",2022-05-13,0.3082
"741",2022-05-16,0.2808
"742",2022-05-17,0.2895
"743",2022-05-18,0.2671
"744",2022-05-19,0.2734
"745",2022-05-20,0.2835
"746",2022-05-23,0.2837
"747",2022-05-24,0.2986
"748",2022-05-25,0.294
"749",2022-05-26,0.3003
"750",2022-05-27,0.3031
"751",2022-05-31,0.2641
"752",2022-06-01,0.2579
"753",2022-06-02,0.2241
"754",2022-06-03,0.2116
"755",2022-06-06,0.1857
"756",2022-06-07,0.1676
"757",2022-06-08,0.1558
"758",2022-06-09,0.1579
"759",2022-06-10,0.143
"760",2022-06-13,0.1774
"761",2022-06-14,0.1523
"762",2022-06-15,0.1315
"763",2022-06-16,0.0999
"764",2022-06-17,0.0952000000000001
"765",2022-06-21,0.1013
"766",2022-06-22,0.0908
"767",2022-06-23,0.0784
"768",2022-06-24,0.0800999999999999
"769",2022-06-27,0.0823
"770",2022-06-28,0.1071
"771",2022-06-29,0.0875
"772",2022-06-30,0.1046
"773",2022-07-01,0.081
"774",2022-07-05,0.0849
"775",2022-07-06,0.0811
"776",2022-07-07,0.0801999999999999
"777",2022-07-08,0.0926999999999999
"778",2022-07-11,0.1027
"779",2022-07-12,0.1008
"780",2022-07-13,0.1351
"781",2022-07-14,0.1126
"782",2022-07-15,0.1155
"783",2022-07-18,0.096
"784",2022-07-19,0.1089
"785",2022-07-20,0.1185
"786",2022-07-21,0.1293
"787",2022-07-22,0.1399
"788",2022-07-25,0.1611
"789",2022-07-26,0.1782
"790",2022-07-27,0.2157
"791",2022-07-28,0.1898
"792",2022-07-29,0.1914
"793",2022-08-01,0.2091
"794",2022-08-02,0.2128
"795",2022-08-03,0.19
"796",2022-08-04,0.1659
"797",2022-08-05,0.1658
"798",2022-08-08,0.1861
"799",2022-08-09,0.2026
"800",2022-08-10,0.247
"801",2022-08-11,0.2363
"802",2022-08-12,0.2606
"803",2022-08-15,0.2509
"804",2022-08-16,0.2623
"805",2022-08-17,0.2567
"806",2022-08-18,0.2663
"807",2022-08-19,0.2789
"808",2022-08-22,0.3002
"809",2022-08-23,0.3038
"810",2022-08-24,0.3334
"811",2022-08-25,0.3199
"812",2022-08-26,0.3358
"813",2022-08-29,0.3337
"814",2022-08-30,0.3411
"815",2022-08-31,0.34
"816",2022-09-01,0.3415
"817",2022-09-02,0.3536
"818",2022-09-06,0.3411
"819",2022-09-07,0.3377
"820",2022-09-08,0.375
"821",2022-09-09,0.3802
"822",2022-09-12,0.3848
"823",2022-09-13,0.3552
"824",2022-09-14,0.3686
"825",2022-09-15,0.3885
"826",2022-09-16,0.4074
"827",2022-09-19,0.3824
"828",2022-09-20,0.3682
"829",2022-09-21,0.3785
"830",2022-09-22,0.3981
"831",2022-09-23,0.3672
"832",2022-09-26,0.3777
"833",2022-09-27,0.3313
"834",2022-09-28,0.2684
"835",2022-09-29,0.2493
"836",2022-09-30,0.2277
"837",2022-10-03,0.1822
"838",2022-10-04,0.1259
"839",2022-10-05,0.0804
"840",2022-10-06,0.0784
"841",2022-10-07,0.0686
"842",2022-10-10,0.0644
"843",2022-10-11,0.1329
"844",2022-10-12,0.1491
"845",2022-10-13,0.1898
"846",2022-10-14,0.1958
"847",2022-10-17,0.1979
"848",2022-10-18,0.2034
"849",2022-10-19,0.1897
"850",2022-10-20,0.1583
"851",2022-10-21,0.1729
"852",2022-10-24,0.1783
"853",2022-10-25,0.1682
"854",2022-10-26,0.1558
"855",2022-10-27,0.1465
"856",2022-10-28,0.1389
"857",2022-10-31,0.1364
"858",2022-11-01,0.1021
"859",2022-11-02,0.0685
"860",2022-11-03,0.0555
"861",2022-11-04,0.0571
"862",2022-11-07,0.0644
"863",2022-11-08,0.0639
"864",2022-11-09,0.0664
"865",2022-11-10,0.1025
"866",2022-11-11,0.1315
"867",2022-11-14,0.1426
"868",2022-11-15,0.1734
"869",2022-11-16,0.1778
"870",2022-11-17,0.2243
"871",2022-11-18,0.2019
"872",2022-11-21,0.2328
"873",2022-11-22,0.2492
"874",2022-11-23,0.2497
"875",2022-11-25,0.2713
"876",2022-11-28,0.2828
"877",2022-11-29,0.32
"878",2022-11-30,0.312
"879",2022-12-01,0.3093
"880",2022-12-02,0.3369
"881",2022-12-05,0.3321
"882",2022-12-06,0.3315
"883",2022-12-07,0.3029
"884",2022-12-08,0.3245
"885",2022-12-09,0.3377
"886",2022-12-12,0.3613
"887",2022-12-13,0.3487
"888",2022-12-14,0.339
"889",2022-12-15,0.3497
"890",2022-12-16,0.3869
"891",2022-12-19,0.3521
"892",2022-12-20,0.3588
"893",2022-12-21,0.3417
"894",2022-12-22,0.3325
"895",2022-12-23,0.336
"896",2022-12-27,0.343
"897",2022-12-28,0.3311
"898",2022-12-29,0.3237
"899",2022-12-30,0.3075
"900",2023-01-03,0.3325
"901",2023-01-04,0.313
"902",2023-01-05,0.3184
"903",2023-01-06,0.3173
"904",2023-01-09,0.3133
"905",2023-01-10,0.3124
"906",2023-01-11,0.3157
"907",2023-01-12,0.3034
"908",2023-01-13,0.2951
"909",2023-01-17,0.2812
"910",2023-01-18,0.3153
"911",2023-01-19,0.2803
"912",2023-01-20,0.2662
"913",2023-01-23,0.2418
"914",2023-01-24,0.2824
"915",2023-01-25,0.3195
"916",2023-01-26,0.2977
"917",2023-01-27,0.2761
"918",2023-01-30,0.2678
"919",2023-01-31,0.281
"920",2023-02-01,0.3658
"921",2023-02-02,0.3315
"922",2023-02-03,0.3066
"923",2023-02-06,0.2864
"924",2023-02-07,0.2566
"925",2023-02-08,0.2484
