"","date","CDNS"
"1",2019-06-10,0.3089
"2",2019-06-11,0.2819
"3",2019-06-12,0.2519
"4",2019-06-13,0.2382
"5",2019-06-14,0.2406
"6",2019-06-17,0.2351
"7",2019-06-18,0.2352
"8",2019-06-19,0.2371
"9",2019-06-20,0.23
"10",2019-06-21,0.2254
"11",2019-06-24,0.2119
"12",2019-06-25,0.1893
"13",2019-06-26,0.2062
"14",2019-06-27,0.2131
"15",2019-06-28,0.2261
"16",2019-07-01,0.2425
"17",2019-07-02,0.2482
"18",2019-07-03,0.2787
"19",2019-07-05,0.2881
"20",2019-07-08,0.3062
"21",2019-07-09,0.2701
"22",2019-07-10,0.2542
"23",2019-07-11,0.2609
"24",2019-07-12,0.2411
"25",2019-07-15,0.2805
"26",2019-07-16,0.2894
"27",2019-07-17,0.2913
"28",2019-07-18,0.2767
"29",2019-07-19,0.2846
"30",2019-07-22,0.2758
"31",2019-07-23,0.287
"32",2019-07-24,0.3042
"33",2019-07-25,0.2932
"34",2019-07-26,0.3158
"35",2019-07-29,0.318
"36",2019-07-30,0.3097
"37",2019-07-31,0.3376
"38",2019-08-01,0.3424
"39",2019-08-02,0.328
"40",2019-08-05,0.336
"41",2019-08-06,0.3269
"42",2019-08-07,0.3126
"43",2019-08-08,0.3355
"44",2019-08-09,0.3758
"45",2019-08-12,0.4017
"46",2019-08-13,0.4178
"47",2019-08-14,0.3816
"48",2019-08-15,0.3637
"49",2019-08-16,0.3536
"50",2019-08-19,0.3411
"51",2019-08-20,0.3476
"52",2019-08-21,0.3501
"53",2019-08-22,0.3435
"54",2019-08-23,0.3258
"55",2019-08-26,0.3437
"56",2019-08-27,0.3643
"57",2019-08-28,0.3531
"58",2019-08-29,0.3555
"59",2019-08-30,0.3261
"60",2019-09-03,0.3105
"61",2019-09-04,0.3478
"62",2019-09-05,0.3703
"63",2019-09-06,0.3712
"64",2019-09-09,0.3674
"65",2019-09-10,0.3935
"66",2019-09-11,0.3917
"67",2019-09-12,0.3786
"68",2019-09-13,0.3802
"69",2019-09-16,0.3627
"70",2019-09-17,0.3821
