"","date","BNB"
"134",2020-05-02,0.1875
"135",2020-05-03,0.1875
"136",2020-05-04,0.1902
"137",2020-05-05,0.2005
"138",2020-05-06,0.1868
"139",2020-05-07,0.1856
"140",2020-05-08,0.198
"141",2020-05-09,0.1972
"142",2020-05-10,0.1689
"143",2020-05-11,0.1736
"144",2020-05-12,0.1728
"145",2020-05-13,0.186
"146",2020-05-14,0.1931
"147",2020-05-15,0.1918
"148",2020-05-16,0.2072
"149",2020-05-17,0.1913
"150",2020-05-18,0.1874
"151",2020-05-19,0.1751
"152",2020-05-20,0.1649
"153",2020-05-21,0.1484
"154",2020-05-22,0.1528
"155",2020-05-23,0.1695
"156",2020-05-24,0.1706
"157",2020-05-25,0.178
"158",2020-05-26,0.1745
"159",2020-05-27,0.2017
"160",2020-05-28,0.193
"161",2020-05-29,0.2164
"162",2020-05-30,0.2251
"163",2020-05-31,0.2198
"164",2020-06-01,0.2111
"165",2020-06-02,0.2237
"166",2020-06-03,0.2233
"167",2020-06-04,0.225
"168",2020-06-05,0.2324
"169",2020-06-06,0.254
"170",2020-06-07,0.274
"171",2020-06-08,0.2566
"172",2020-06-09,0.248
"173",2020-06-10,0.2526
"174",2020-06-11,0.2497
"175",2020-06-12,0.2349
"176",2020-06-13,0.2474
"177",2020-06-14,0.2448
"178",2020-06-15,0.2309
"179",2020-06-16,0.2525
"180",2020-06-17,0.2668
"181",2020-06-18,0.3013
"182",2020-06-19,0.2873
"183",2020-06-20,0.2884
"184",2020-06-21,0.2991
"185",2020-06-22,0.29
"186",2020-06-23,0.273
"187",2020-06-24,0.291
"188",2020-06-25,0.3026
"189",2020-06-26,0.3053
"190",2020-06-27,0.2908
"191",2020-06-28,0.3126
"192",2020-06-29,0.3309
"193",2020-06-30,0.3199
"194",2020-07-01,0.3257
"195",2020-07-02,0.3269
"196",2020-07-03,0.3264
"197",2020-07-04,0.3253
"198",2020-07-05,0.3451
"199",2020-07-06,0.3411
"200",2020-07-07,0.334
"201",2020-07-08,0.353
"202",2020-07-09,0.3368
"203",2020-07-10,0.3585
"204",2020-07-11,0.35
"205",2020-07-12,0.3574
"206",2020-07-13,0.3452
"207",2020-07-14,0.3271
"208",2020-07-15,0.3215
"209",2020-07-16,0.3456
"210",2020-07-17,0.3485
"211",2020-07-18,0.3759
"212",2020-07-19,0.3735
"213",2020-07-20,0.3657
"214",2020-07-21,0.3761
"215",2020-07-22,0.3673
"216",2020-07-23,0.3723
"217",2020-07-24,0.3648
"218",2020-07-25,0.3731
"219",2020-07-26,0.3578
"220",2020-07-27,0.3666
"221",2020-07-28,0.3739
"222",2020-07-29,0.3624
"223",2020-07-30,0.3512
"224",2020-07-31,0.3499
"225",2020-08-01,0.3581
"226",2020-08-02,0.3249
"227",2020-08-03,0.3382
"228",2020-08-04,0.3396
"229",2020-08-05,0.3528
"230",2020-08-06,0.3407
"231",2020-08-07,0.3627
"232",2020-08-08,0.3568
"233",2020-08-09,0.367
"234",2020-08-10,0.3751
"235",2020-08-11,0.3695
"236",2020-08-12,0.3872
"237",2020-08-13,0.3797
"238",2020-08-14,0.3654
"239",2020-08-15,0.3655
"240",2020-08-16,0.3643
"241",2020-08-17,0.3638
"242",2020-08-18,0.3558
"243",2020-08-19,0.3523
"244",2020-08-20,0.3619
"245",2020-08-21,0.3658
"246",2020-08-22,0.3611
"247",2020-08-23,0.3592
"248",2020-08-24,0.3514
"249",2020-08-25,0.3546
"250",2020-08-26,0.3528
"251",2020-08-27,0.3587
"252",2020-08-28,0.3466
"253",2020-08-29,0.3555
"254",2020-08-30,0.3506
"255",2020-08-31,0.3346
"256",2020-09-01,0.3255
"257",2020-09-02,0.3334
"258",2020-09-03,0.335
"259",2020-09-04,0.3236
"260",2020-09-05,0.3224
"261",2020-09-06,0.3279
"262",2020-09-07,0.3014
"263",2020-09-08,0.3096
"264",2020-09-09,0.324
"265",2020-09-10,0.3166
"266",2020-09-11,0.3127
"267",2020-09-12,0.312
"268",2020-09-13,0.3055
"269",2020-09-14,0.3083
"270",2020-09-15,0.2896
"271",2020-09-16,0.3063
"272",2020-09-17,0.2957
"273",2020-09-18,0.2606
"274",2020-09-19,0.2326
"275",2020-09-20,0.2324
"276",2020-09-21,0.2262
"277",2020-09-22,0.2238
"278",2020-09-23,0.2278
"279",2020-09-24,0.2199
"280",2020-09-25,0.2231
"281",2020-09-26,0.2117
"282",2020-09-27,0.2054
"283",2020-09-28,0.2076
"284",2020-09-29,0.2013
"285",2020-09-30,0.1988
"286",2020-10-01,0.195
"287",2020-10-02,0.1991
"288",2020-10-03,0.2161
"289",2020-10-04,0.2472
"290",2020-10-05,0.2391
"291",2020-10-06,0.2573
"292",2020-10-07,0.2269
"293",2020-10-08,0.2168
"294",2020-10-09,0.2046
"295",2020-10-10,0.1758
"296",2020-10-11,0.1537
"297",2020-10-12,0.1479
"298",2020-10-13,0.1231
"299",2020-10-14,0.1394
"300",2020-10-15,0.1448
"301",2020-10-16,0.1511
"302",2020-10-17,0.1506
"303",2020-10-18,0.1653
"304",2020-10-19,0.1719
"305",2020-10-20,0.1615
"306",2020-10-21,0.1538
"307",2020-10-22,0.1479
"308",2020-10-23,0.1605
"309",2020-10-24,0.1774
"310",2020-10-25,0.1826
"311",2020-10-26,0.1913
"312",2020-10-27,0.1787
"313",2020-10-28,0.2116
"314",2020-10-29,0.223
"315",2020-10-30,0.2243
"316",2020-10-31,0.2331
"317",2020-11-01,0.2416
"318",2020-11-02,0.2372
"319",2020-11-03,0.2498
"320",2020-11-04,0.251
"321",2020-11-05,0.2405
"322",2020-11-06,0.2121
"323",2020-11-07,0.2437
"324",2020-11-08,0.2565
"325",2020-11-09,0.2361
"326",2020-11-10,0.2203
"327",2020-11-11,0.2263
"328",2020-11-12,0.2296
"329",2020-11-13,0.2247
"330",2020-11-14,0.2418
"331",2020-11-15,0.2441
"332",2020-11-16,0.2443
"333",2020-11-17,0.2507
"334",2020-11-18,0.2431
"335",2020-11-19,0.2586
"336",2020-11-20,0.2498
"337",2020-11-21,0.243
"338",2020-11-22,0.2328
"339",2020-11-23,0.2281
"340",2020-11-24,0.21
"341",2020-11-25,0.2288
"342",2020-11-26,0.2158
"343",2020-11-27,0.2247
"344",2020-11-28,0.2267
"345",2020-11-29,0.2137
"346",2020-11-30,0.2099
"347",2020-12-01,0.2149
"348",2020-12-02,0.2227
"349",2020-12-03,0.2242
"350",2020-12-04,0.2171
"351",2020-12-05,0.2098
"352",2020-12-06,0.2051
"353",2020-12-07,0.2257
"354",2020-12-08,0.2264
"355",2020-12-09,0.2337
"356",2020-12-10,0.2367
"357",2020-12-11,0.2365
"358",2020-12-12,0.2277
"359",2020-12-13,0.2211
"360",2020-12-14,0.2094
"361",2020-12-15,0.2116
"362",2020-12-16,0.2001
"363",2020-12-17,0.2256
"364",2020-12-18,0.2234
"365",2020-12-19,0.2142
"366",2020-12-20,0.2113
"367",2020-12-21,0.2008
"368",2020-12-22,0.2098
"369",2020-12-23,0.2081
"370",2020-12-24,0.2003
"371",2020-12-25,0.2182
"372",2020-12-26,0.2091
"373",2020-12-27,0.2081
"374",2020-12-28,0.2243
"375",2020-12-29,0.2225
"376",2020-12-30,0.2244
"377",2020-12-31,0.2168
"378",2021-01-01,0.2131
"379",2021-01-02,0.2244
"380",2021-01-03,0.2219
"381",2021-01-04,0.2163
"382",2021-01-05,0.1854
"383",2021-01-06,0.2178
"384",2021-01-07,0.213
"385",2021-01-08,0.2096
"386",2021-01-09,0.1998
"387",2021-01-10,0.2132
"388",2021-01-11,0.2076
"389",2021-01-12,0.2201
"390",2021-01-13,0.2313
"391",2021-01-14,0.2281
"392",2021-01-15,0.2187
"393",2021-01-16,0.2166
"394",2021-01-17,0.2031
"395",2021-01-18,0.1967
"396",2021-01-19,0.2032
"397",2021-01-20,0.202
"398",2021-01-21,0.2065
"399",2021-01-22,0.2049
"400",2021-01-23,0.2118
"401",2021-01-24,0.2017
"402",2021-01-25,0.1858
"403",2021-01-26,0.2146
"404",2021-01-27,0.2297
"405",2021-01-28,0.2243
"406",2021-01-29,0.2014
"407",2021-01-30,0.2215
"408",2021-01-31,0.2138
"409",2021-02-01,0.2047
"410",2021-02-02,0.1932
"411",2021-02-03,0.1888
"412",2021-02-04,0.1868
"413",2021-02-05,0.2184
"414",2021-02-06,0.2287
"415",2021-02-07,0.219
"416",2021-02-08,0.2142
"417",2021-02-09,0.2052
"418",2021-02-10,0.2231
"419",2021-02-11,0.2285
"420",2021-02-12,0.231
"421",2021-02-13,0.2368
"422",2021-02-14,0.2271
"423",2021-02-15,0.2452
"424",2021-02-16,0.2527
"425",2021-02-17,0.2534
"426",2021-02-18,0.2559
"427",2021-02-19,0.269
"428",2021-02-20,0.2641
"429",2021-02-21,0.2764
"430",2021-02-22,0.2625
"431",2021-02-23,0.2741
"432",2021-02-24,0.2845
"433",2021-02-25,0.2981
"434",2021-02-26,0.3116
"435",2021-02-27,0.3097
"436",2021-02-28,0.3058
"437",2021-03-01,0.3159
"438",2021-03-02,0.3138
"439",2021-03-03,0.3092
"440",2021-03-04,0.3084
"441",2021-03-05,0.2983
"442",2021-03-06,0.2925
"443",2021-03-07,0.3094
"444",2021-03-08,0.3085
"445",2021-03-09,0.2997
"446",2021-03-10,0.2869
"447",2021-03-11,0.2988
"448",2021-03-12,0.2894
"449",2021-03-13,0.282
"450",2021-03-14,0.28
"451",2021-03-15,0.2889
"452",2021-03-16,0.2862
"453",2021-03-17,0.2961
"454",2021-03-18,0.3057
"455",2021-03-19,0.2809
"456",2021-03-20,0.2752
"457",2021-03-21,0.2763
"458",2021-03-22,0.2842
"459",2021-03-23,0.2796
"460",2021-03-24,0.2679
"461",2021-03-25,0.276
"462",2021-03-26,0.2663
"463",2021-03-27,0.2729
"464",2021-03-28,0.2681
"465",2021-03-29,0.2656
"466",2021-03-30,0.2589
"467",2021-03-31,0.2879
"468",2021-04-01,0.2743
"469",2021-04-02,0.2582
"470",2021-04-03,0.2577
"471",2021-04-04,0.2568
"472",2021-04-05,0.2488
"473",2021-04-06,0.2488
"474",2021-04-07,0.2466
"475",2021-04-08,0.2426
"476",2021-04-09,0.2409
"477",2021-04-10,0.2439
"478",2021-04-11,0.2353
"479",2021-04-12,0.2343
"480",2021-04-13,0.2396
"481",2021-04-14,0.2439
"482",2021-04-15,0.2439
"483",2021-04-16,0.2484
"484",2021-04-17,0.2517
"485",2021-04-18,0.2245
"486",2021-04-19,0.2114
"487",2021-04-20,0.2235
"488",2021-04-21,0.2234
"489",2021-04-22,0.23
"490",2021-04-23,0.2264
"491",2021-04-24,0.2362
"492",2021-04-25,0.2356
"493",2021-04-26,0.2486
"494",2021-04-27,0.2481
"495",2021-04-28,0.2358
"496",2021-04-29,0.2212
"497",2021-04-30,0.2194
"498",2021-05-01,0.2053
"499",2021-05-02,0.1939
"500",2021-05-03,0.1883
"501",2021-05-04,0.1856
"502",2021-05-05,0.1781
"503",2021-05-06,0.1943
"504",2021-05-07,0.1926
"505",2021-05-08,0.1765
"506",2021-05-09,0.1662
"507",2021-05-10,0.1712
"508",2021-05-11,0.1705
"509",2021-05-12,0.1842
"510",2021-05-13,0.1905
"511",2021-05-14,0.1964
"512",2021-05-15,0.1959
"513",2021-05-16,0.1908
"514",2021-05-17,0.177
"515",2021-05-18,0.1667
"516",2021-05-19,0.1597
"517",2021-05-20,0.1703
"518",2021-05-21,0.1704
"519",2021-05-22,0.1657
"520",2021-05-23,0.152
"521",2021-05-24,0.1465
"522",2021-05-25,0.1511
"523",2021-05-26,0.1636
"524",2021-05-27,0.1706
"525",2021-05-28,0.159
"526",2021-05-29,0.1593
"527",2021-05-30,0.1628
"528",2021-05-31,0.1532
"529",2021-06-01,0.148
"530",2021-06-02,0.15
"531",2021-06-03,0.1557
"532",2021-06-04,0.1489
"533",2021-06-05,0.1589
"534",2021-06-06,0.158
"535",2021-06-07,0.1455
"536",2021-06-08,0.1422
"537",2021-06-09,0.1452
"538",2021-06-10,0.1483
"539",2021-06-11,0.1517
"540",2021-06-12,0.1532
"541",2021-06-13,0.1546
"542",2021-06-14,0.1518
"543",2021-06-15,0.1621
"544",2021-06-16,0.1609
"545",2021-06-17,0.1378
"546",2021-06-18,0.12
"547",2021-06-19,0.1293
"548",2021-06-20,0.1337
"549",2021-06-21,0.1358
"550",2021-06-22,0.1249
"551",2021-06-23,0.127
"552",2021-06-24,0.1302
"553",2021-06-25,0.1356
"554",2021-06-26,0.14
"555",2021-06-27,0.1289
"556",2021-06-28,0.119
"557",2021-06-29,0.1262
"558",2021-06-30,0.1231
"559",2021-07-01,0.1173
"560",2021-07-02,0.1124
"561",2021-07-03,0.1158
"562",2021-07-04,0.1136
"563",2021-07-05,0.1234
"564",2021-07-06,0.1278
"565",2021-07-07,0.1131
"566",2021-07-08,0.1182
"567",2021-07-09,0.119
"568",2021-07-10,0.1133
"569",2021-07-11,0.0995
"570",2021-07-12,0.0976
"571",2021-07-13,0.1083
"572",2021-07-14,0.1063
"573",2021-07-15,0.1089
"574",2021-07-16,0.0963999999999999
"575",2021-07-17,0.0923
"576",2021-07-18,0.0843
"577",2021-07-19,0.0953999999999999
"578",2021-07-20,0.1017
"579",2021-07-21,0.1093
"580",2021-07-22,0.1127
"581",2021-07-23,0.1155
"582",2021-07-24,0.117
"583",2021-07-25,0.1193
"584",2021-07-26,0.1152
"585",2021-07-27,0.0979000000000001
"586",2021-07-28,0.0968
"587",2021-07-29,0.1078
"588",2021-07-30,0.112
"589",2021-07-31,0.1094
"590",2021-08-01,0.1096
"591",2021-08-02,0.1086
"592",2021-08-03,0.1079
"593",2021-08-04,0.1157
"594",2021-08-05,0.1256
"595",2021-08-06,0.1125
"596",2021-08-07,0.116
"597",2021-08-08,0.1166
"598",2021-08-09,0.1158
"599",2021-08-10,0.1083
"600",2021-08-11,0.1132
"601",2021-08-12,0.1252
"602",2021-08-13,0.1288
"603",2021-08-14,0.1418
"604",2021-08-15,0.1323
"605",2021-08-16,0.1275
"606",2021-08-17,0.1197
"607",2021-08-18,0.1336
"608",2021-08-19,0.1491
"609",2021-08-20,0.146
"610",2021-08-21,0.1487
"611",2021-08-22,0.1479
"612",2021-08-23,0.1448
"613",2021-08-24,0.1575
"614",2021-08-25,0.1739
"615",2021-08-26,0.1653
"616",2021-08-27,0.152
"617",2021-08-28,0.1424
"618",2021-08-29,0.143
"619",2021-08-30,0.1392
"620",2021-08-31,0.139
"621",2021-09-01,0.1434
"622",2021-09-02,0.1369
"623",2021-09-03,0.1423
"624",2021-09-04,0.1411
"625",2021-09-05,0.1277
"626",2021-09-06,0.1257
"627",2021-09-07,0.1389
"628",2021-09-08,0.1386
"629",2021-09-09,0.1387
"630",2021-09-10,0.1451
"631",2021-09-11,0.1548
"632",2021-09-12,0.1591
"633",2021-09-13,0.1584
"634",2021-09-14,0.1584
"635",2021-09-15,0.1562
"636",2021-09-16,0.1543
"637",2021-09-17,0.1574
"638",2021-09-18,0.1527
"639",2021-09-19,0.1406
"640",2021-09-20,0.1289
"641",2021-09-21,0.1306
"642",2021-09-22,0.1328
"643",2021-09-23,0.1466
"644",2021-09-24,0.1484
"645",2021-09-25,0.1441
"646",2021-09-26,0.1424
"647",2021-09-27,0.1516
"648",2021-09-28,0.1483
"649",2021-09-29,0.1442
"650",2021-09-30,0.1421
"651",2021-10-01,0.1419
"652",2021-10-02,0.1459
"653",2021-10-03,0.1504
"654",2021-10-04,0.149
"655",2021-10-05,0.1465
"656",2021-10-06,0.1463
"657",2021-10-07,0.1512
"658",2021-10-08,0.1487
"659",2021-10-09,0.1502
"660",2021-10-10,0.1509
"661",2021-10-11,0.1503
"662",2021-10-12,0.1531
"663",2021-10-13,0.1574
"664",2021-10-14,0.1473
"665",2021-10-15,0.1358
"666",2021-10-16,0.1366
"667",2021-10-17,0.1481
"668",2021-10-18,0.1477
"669",2021-10-19,0.1454
"670",2021-10-20,0.1486
"671",2021-10-21,0.1557
"672",2021-10-22,0.1566
"673",2021-10-23,0.1583
"674",2021-10-24,0.1626
"675",2021-10-25,0.1556
"676",2021-10-26,0.1455
"677",2021-10-27,0.1492
"678",2021-10-28,0.1526
"679",2021-10-29,0.1607
"680",2021-10-30,0.1631
"681",2021-10-31,0.158
"682",2021-11-01,0.1498
"683",2021-11-02,0.1526
"684",2021-11-03,0.1463
"685",2021-11-04,0.1449
"686",2021-11-05,0.1442
"687",2021-11-06,0.1528
"688",2021-11-07,0.1503
"689",2021-11-08,0.1429
"690",2021-11-09,0.1463
"691",2021-11-10,0.1583
"692",2021-11-11,0.1674
"693",2021-11-12,0.1672
"694",2021-11-13,0.1604
"695",2021-11-14,0.1498
"696",2021-11-15,0.1518
"697",2021-11-16,0.1616
"698",2021-11-17,0.1687
"699",2021-11-18,0.1709
"700",2021-11-19,0.1692
"701",2021-11-20,0.1674
"702",2021-11-21,0.1585
"703",2021-11-22,0.1556
"704",2021-11-23,0.1489
"705",2021-11-24,0.1472
"706",2021-11-25,0.1444
"707",2021-11-26,0.1547
"708",2021-11-27,0.1555
"709",2021-11-28,0.1518
"710",2021-11-29,0.1516
"711",2021-11-30,0.1497
"712",2021-12-01,0.1459
"713",2021-12-02,0.1507
"714",2021-12-03,0.1531
"715",2021-12-04,0.1517
"716",2021-12-05,0.1461
"717",2021-12-06,0.1462
"718",2021-12-07,0.1512
"719",2021-12-08,0.157
"720",2021-12-09,0.1618
"721",2021-12-10,0.1652
"722",2021-12-11,0.1732
"723",2021-12-12,0.1688
"724",2021-12-13,0.1565
"725",2021-12-14,0.1413
"726",2021-12-15,0.1348
"727",2021-12-16,0.1425
"728",2021-12-17,0.1345
"729",2021-12-18,0.131
"730",2021-12-19,0.1245
"731",2021-12-20,0.1309
"732",2021-12-21,0.1325
"733",2021-12-22,0.1437
"734",2021-12-23,0.1463
"735",2021-12-24,0.141
"736",2021-12-25,0.1347
"737",2021-12-26,0.1347
"738",2021-12-27,0.1309
"739",2021-12-28,0.1306
"740",2021-12-29,0.1331
"741",2021-12-30,0.13
"742",2021-12-31,0.1275
"743",2022-01-01,0.1325
"744",2022-01-02,0.1309
"745",2022-01-03,0.1199
"746",2022-01-04,0.1223
"747",2022-01-05,0.1308
"748",2022-01-06,0.1272
"749",2022-01-07,0.1187
"750",2022-01-08,0.1188
"751",2022-01-09,0.1283
"752",2022-01-10,0.1268
"753",2022-01-11,0.1234
"754",2022-01-12,0.1126
"755",2022-01-13,0.1084
"756",2022-01-14,0.1077
"757",2022-01-15,0.1218
"758",2022-01-16,0.1222
"759",2022-01-17,0.1162
"760",2022-01-18,0.1128
"761",2022-01-19,0.112
"762",2022-01-20,0.1152
"763",2022-01-21,0.1241
"764",2022-01-22,0.126
"765",2022-01-23,0.1194
"766",2022-01-24,0.1106
"767",2022-01-25,0.1156
"768",2022-01-26,0.1159
"769",2022-01-27,0.1132
"770",2022-01-28,0.117
"771",2022-01-29,0.1151
"772",2022-01-30,0.1057
"773",2022-01-31,0.1099
"774",2022-02-01,0.1095
"775",2022-02-02,0.1068
"776",2022-02-03,0.1094
"777",2022-02-04,0.1185
"778",2022-02-05,0.1379
"779",2022-02-06,0.1332
"780",2022-02-07,0.1329
"781",2022-02-08,0.1395
"782",2022-02-09,0.1465
"783",2022-02-10,0.1597
"784",2022-02-11,0.1463
"785",2022-02-12,0.1303
"786",2022-02-13,0.1299
"787",2022-02-14,0.1398
"788",2022-02-15,0.161
"789",2022-02-16,0.1666
"790",2022-02-17,0.174
"791",2022-02-18,0.1777
"792",2022-02-19,0.1767
"793",2022-02-20,0.1704
"794",2022-02-21,0.174
"795",2022-02-22,0.1633
"796",2022-02-23,0.1602
"797",2022-02-24,0.1552
"798",2022-02-25,0.1431
"799",2022-02-26,0.1319
"800",2022-02-27,0.1178
"801",2022-02-28,0.1051
"802",2022-03-01,0.1001
"803",2022-03-02,0.1025
"804",2022-03-03,0.1028
"805",2022-03-04,0.0838000000000001
"806",2022-03-05,0.0852000000000001
"807",2022-03-06,0.0871
"808",2022-03-07,0.0764
"809",2022-03-08,0.0759000000000001
"810",2022-03-09,0.0736
"811",2022-03-10,0.0891000000000001
"812",2022-03-11,0.0931
"813",2022-03-12,0.0937
"814",2022-03-13,0.0853
"815",2022-03-14,0.0794
"816",2022-03-15,0.0791000000000001
"817",2022-03-16,0.0999
"818",2022-03-17,0.1058
"819",2022-03-18,0.0989
"820",2022-03-19,0.0898
"821",2022-03-20,0.0818
"822",2022-03-21,0.0821
"823",2022-03-22,0.0877
"824",2022-03-23,0.0866
"825",2022-03-24,0.0798000000000001
"826",2022-03-25,0.0778000000000001
"827",2022-03-26,0.0868
"828",2022-03-27,0.09
"829",2022-03-28,0.0881999999999999
"830",2022-03-29,0.0913999999999999
"831",2022-03-30,0.1005
"832",2022-03-31,0.1046
"833",2022-04-01,0.1055
"834",2022-04-02,0.1102
"835",2022-04-03,0.1089
"836",2022-04-04,0.1044
"837",2022-04-05,0.1055
"838",2022-04-06,0.096
"839",2022-04-07,0.0992000000000001
"840",2022-04-08,0.0974
"841",2022-04-09,0.1061
"842",2022-04-10,0.1103
"843",2022-04-11,0.1273
"844",2022-04-12,0.115
"845",2022-04-13,0.1003
"846",2022-04-14,0.1034
"847",2022-04-15,0.1182
"848",2022-04-16,0.1309
"849",2022-04-17,0.1219
"850",2022-04-18,0.1292
"851",2022-04-19,0.1349
"852",2022-04-20,0.1436
"853",2022-04-21,0.149
"854",2022-04-22,0.1555
"855",2022-04-23,0.1368
"856",2022-04-24,0.1206
"857",2022-04-25,0.1152
"858",2022-04-26,0.1133
"859",2022-04-27,0.1042
"860",2022-04-28,0.1019
"861",2022-04-29,0.1094
"862",2022-04-30,0.1168
"863",2022-05-01,0.1239
"864",2022-05-02,0.1269
"865",2022-05-03,0.1162
"866",2022-05-04,0.1217
"867",2022-05-05,0.1446
"868",2022-05-06,0.1449
"869",2022-05-07,0.1391
"870",2022-05-08,0.1289
"871",2022-05-09,0.1209
"872",2022-05-10,0.1205
"873",2022-05-11,0.1172
"874",2022-05-12,0.1156
"875",2022-05-13,0.1089
"876",2022-05-14,0.112
"877",2022-05-15,0.1227
"878",2022-05-16,0.1244
"879",2022-05-17,0.1365
"880",2022-05-18,0.1422
"881",2022-05-19,0.1526
"882",2022-05-20,0.1434
"883",2022-05-21,0.1602
"884",2022-05-22,0.1533
"885",2022-05-23,0.1398
"886",2022-05-24,0.1322
"887",2022-05-25,0.1361
"888",2022-05-26,0.1294
"889",2022-05-27,0.1125
"890",2022-05-28,0.1129
"891",2022-05-29,0.109
"892",2022-05-30,0.1018
"893",2022-05-31,0.0939
"894",2022-06-01,0.0936
"895",2022-06-02,0.0952000000000001
"896",2022-06-03,0.0939
"897",2022-06-04,0.0949
"898",2022-06-05,0.0894999999999999
"899",2022-06-06,0.0918
"900",2022-06-07,0.1006
"901",2022-06-08,0.1076
"902",2022-06-09,0.1123
"903",2022-06-10,0.1135
"904",2022-06-11,0.0997
"905",2022-06-12,0.09
"906",2022-06-13,0.0949
"907",2022-06-14,0.11
"908",2022-06-15,0.1169
"909",2022-06-16,0.119
"910",2022-06-17,0.1057
"911",2022-06-18,0.1018
"912",2022-06-19,0.093
"913",2022-06-20,0.1011
"914",2022-06-21,0.0927
"915",2022-06-22,0.083
"916",2022-06-23,0.0756
"917",2022-06-24,0.0804
"918",2022-06-25,0.0766
"919",2022-06-26,0.0703999999999999
"920",2022-06-27,0.0650000000000001
"921",2022-06-28,0.0658
"922",2022-06-29,0.0703
"923",2022-06-30,0.0708
"924",2022-07-01,0.0611999999999999
"925",2022-07-02,0.0563
"926",2022-07-03,0.0568000000000001
"927",2022-07-04,0.0626
"928",2022-07-05,0.0578
"929",2022-07-06,0.0538999999999999
"930",2022-07-07,0.0569000000000001
"931",2022-07-08,0.0657
