"","date","XRP"
"138",2021-05-01,0.4694
"139",2021-05-02,0.4771
"140",2021-05-03,0.4754
"141",2021-05-04,0.4811
"142",2021-05-05,0.4648
"143",2021-05-06,0.4635
"144",2021-05-07,0.4692
"145",2021-05-08,0.4731
"146",2021-05-09,0.4596
"147",2021-05-10,0.4636
"148",2021-05-11,0.4697
"149",2021-05-12,0.4778
"150",2021-05-13,0.4729
"151",2021-05-14,0.4652
"152",2021-05-15,0.4584
"153",2021-05-16,0.4667
"154",2021-05-17,0.4671
"155",2021-05-18,0.47
"156",2021-05-19,0.4632
"157",2021-05-20,0.4646
"158",2021-05-21,0.4651
"159",2021-05-22,0.4769
"160",2021-05-23,0.4747
"161",2021-05-24,0.4769
"162",2021-05-25,0.4718
"163",2021-05-26,0.469
"164",2021-05-27,0.4585
"165",2021-05-28,0.4678
"166",2021-05-29,0.4634
"167",2021-05-30,0.4594
"168",2021-05-31,0.4639
"169",2021-06-01,0.473
"170",2021-06-02,0.462
"171",2021-06-03,0.4581
"172",2021-06-04,0.4538
"173",2021-06-05,0.4568
"174",2021-06-06,0.4562
"175",2021-06-07,0.454
"176",2021-06-08,0.4516
"177",2021-06-09,0.4591
"178",2021-06-10,0.4491
"179",2021-06-11,0.4594
"180",2021-06-12,0.4634
"181",2021-06-13,0.4701
"182",2021-06-14,0.4645
"183",2021-06-15,0.4662
"184",2021-06-16,0.4627
"185",2021-06-17,0.4601
"186",2021-06-18,0.4472
"187",2021-06-19,0.4488
"188",2021-06-20,0.4466
"189",2021-06-21,0.4591
"190",2021-06-22,0.4521
"191",2021-06-23,0.4478
"192",2021-06-24,0.4532
"193",2021-06-25,0.4569
"194",2021-06-26,0.4452
"195",2021-06-27,0.45
"196",2021-06-28,0.4471
"197",2021-06-29,0.4464
"198",2021-06-30,0.4476
"199",2021-07-01,0.448
"200",2021-07-02,0.4452
"201",2021-07-03,0.4456
"202",2021-07-04,0.4355
"203",2021-07-05,0.4375
"204",2021-07-06,0.4431
"205",2021-07-07,0.4517
"206",2021-07-08,0.4333
"207",2021-07-09,0.4303
"208",2021-07-10,0.426
"209",2021-07-11,0.4432
"210",2021-07-12,0.4408
"211",2021-07-13,0.4437
"212",2021-07-14,0.438
"213",2021-07-15,0.4458
"214",2021-07-16,0.4512
"215",2021-07-17,0.4449
"216",2021-07-18,0.4364
"217",2021-07-19,0.4284
"218",2021-07-20,0.4213
"219",2021-07-21,0.4217
"220",2021-07-22,0.4241
"221",2021-07-23,0.4317
"222",2021-07-24,0.4268
"223",2021-07-25,0.4269
"224",2021-07-26,0.4207
"225",2021-07-27,0.4304
"226",2021-07-28,0.4126
"227",2021-07-29,0.4044
"228",2021-07-30,0.4041
"229",2021-07-31,0.4055
"230",2021-08-01,0.3963
"231",2021-08-02,0.4102
"232",2021-08-03,0.4155
"233",2021-08-04,0.4179
"234",2021-08-05,0.414
"235",2021-08-06,0.4154
"236",2021-08-07,0.4103
"237",2021-08-08,0.4087
"238",2021-08-09,0.4023
"239",2021-08-10,0.4044
"240",2021-08-11,0.4057
"241",2021-08-12,0.4069
"242",2021-08-13,0.4001
"243",2021-08-14,0.405
"244",2021-08-15,0.4057
"245",2021-08-16,0.4062
"246",2021-08-17,0.399
"247",2021-08-18,0.3948
"248",2021-08-19,0.3865
"249",2021-08-20,0.4035
"250",2021-08-21,0.3934
"251",2021-08-22,0.3883
"252",2021-08-23,0.385
"253",2021-08-24,0.3957
"254",2021-08-25,0.3895
"255",2021-08-26,0.384
"256",2021-08-27,0.3782
"257",2021-08-28,0.3801
"258",2021-08-29,0.3753
"259",2021-08-30,0.372
"260",2021-08-31,0.3597
"261",2021-09-01,0.3508
"262",2021-09-02,0.3335
"263",2021-09-03,0.3282
"264",2021-09-04,0.3392
"265",2021-09-05,0.3439
"266",2021-09-06,0.3274
"267",2021-09-07,0.33
"268",2021-09-08,0.3328
"269",2021-09-09,0.3459
"270",2021-09-10,0.3464
"271",2021-09-11,0.3416
"272",2021-09-12,0.3371
"273",2021-09-13,0.3383
"274",2021-09-14,0.3289
"275",2021-09-15,0.3296
"276",2021-09-16,0.3211
"277",2021-09-17,0.3227
"278",2021-09-18,0.3154
"279",2021-09-19,0.3238
"280",2021-09-20,0.3286
"281",2021-09-21,0.3271
"282",2021-09-22,0.329
"283",2021-09-23,0.3342
"284",2021-09-24,0.3337
"285",2021-09-25,0.344
"286",2021-09-26,0.34
"287",2021-09-27,0.3394
"288",2021-09-28,0.34
"289",2021-09-29,0.3441
"290",2021-09-30,0.3303
"291",2021-10-01,0.3387
"292",2021-10-02,0.3362
"293",2021-10-03,0.3451
"294",2021-10-04,0.344
"295",2021-10-05,0.3429
"296",2021-10-06,0.3365
"297",2021-10-07,0.3437
"298",2021-10-08,0.3358
"299",2021-10-09,0.336
"300",2021-10-10,0.3359
"301",2021-10-11,0.3393
"302",2021-10-12,0.3331
"303",2021-10-13,0.3361
"304",2021-10-14,0.3406
"305",2021-10-15,0.3464
"306",2021-10-16,0.3327
"307",2021-10-17,0.3279
"308",2021-10-18,0.3281
"309",2021-10-19,0.349
"310",2021-10-20,0.3421
"311",2021-10-21,0.3324
"312",2021-10-22,0.3358
"313",2021-10-23,0.3408
"314",2021-10-24,0.3317
"315",2021-10-25,0.3337
"316",2021-10-26,0.3268
"317",2021-10-27,0.3219
"318",2021-10-28,0.3138
"319",2021-10-29,0.3195
"320",2021-10-30,0.3103
"321",2021-10-31,0.3096
"322",2021-11-01,0.2992
"323",2021-11-02,0.2966
"324",2021-11-03,0.2955
"325",2021-11-04,0.2941
"326",2021-11-05,0.2814
"327",2021-11-06,0.2732
"328",2021-11-07,0.2681
"329",2021-11-08,0.2731
"330",2021-11-09,0.2718
"331",2021-11-10,0.271
"332",2021-11-11,0.2632
"333",2021-11-12,0.2735
"334",2021-11-13,0.2723
"335",2021-11-14,0.28
"336",2021-11-15,0.2747
"337",2021-11-16,0.2779
"338",2021-11-17,0.2672
"339",2021-11-18,0.2794
"340",2021-11-19,0.2791
"341",2021-11-20,0.282
"342",2021-11-21,0.2788
"343",2021-11-22,0.2774
"344",2021-11-23,0.2774
"345",2021-11-24,0.288
"346",2021-11-25,0.2849
"347",2021-11-26,0.2881
"348",2021-11-27,0.3006
"349",2021-11-28,0.309
"350",2021-11-29,0.2961
"351",2021-11-30,0.2945
"352",2021-12-01,0.2985
"353",2021-12-02,0.3096
"354",2021-12-03,0.3104
"355",2021-12-04,0.3103
"356",2021-12-05,0.3035
"357",2021-12-06,0.3121
"358",2021-12-07,0.3123
"359",2021-12-08,0.3094
"360",2021-12-09,0.3107
"361",2021-12-10,0.314
"362",2021-12-11,0.304
"363",2021-12-12,0.3131
"364",2021-12-13,0.3145
"365",2021-12-14,0.3166
"366",2021-12-15,0.304
"367",2021-12-16,0.3008
"368",2021-12-17,0.3064
"369",2021-12-18,0.323
"370",2021-12-19,0.3218
"371",2021-12-20,0.3201
"372",2021-12-21,0.3192
"373",2021-12-22,0.3236
"374",2021-12-23,0.3281
"375",2021-12-24,0.3448
"376",2021-12-25,0.3419
"377",2021-12-26,0.3437
"378",2021-12-27,0.3459
"379",2021-12-28,0.3537
"380",2021-12-29,0.3498
"381",2021-12-30,0.3544
"382",2021-12-31,0.3469
"383",2022-01-01,0.3472
"384",2022-01-02,0.3482
"385",2022-01-03,0.3581
"386",2022-01-04,0.3495
"387",2022-01-05,0.3589
"388",2022-01-06,0.3608
"389",2022-01-07,0.3705
"390",2022-01-08,0.3664
"391",2022-01-09,0.3631
"392",2022-01-10,0.3592
"393",2022-01-11,0.3664
"394",2022-01-12,0.3624
"395",2022-01-13,0.3612
"396",2022-01-14,0.3612
"397",2022-01-15,0.3602
"398",2022-01-16,0.3509
"399",2022-01-17,0.361
"400",2022-01-18,0.3703
"401",2022-01-19,0.3746
"402",2022-01-20,0.3703
"403",2022-01-21,0.3823
"404",2022-01-22,0.3792
"405",2022-01-23,0.3845
"406",2022-01-24,0.3701
"407",2022-01-25,0.3673
"408",2022-01-26,0.3687
"409",2022-01-27,0.3699
"410",2022-01-28,0.362
"411",2022-01-29,0.3572
"412",2022-01-30,0.3558
"413",2022-01-31,0.3702
"414",2022-02-01,0.3747
"415",2022-02-02,0.3665
"416",2022-02-03,0.3535
"417",2022-02-04,0.3558
"418",2022-02-05,0.3563
"419",2022-02-06,0.3597
"420",2022-02-07,0.3629
"421",2022-02-08,0.3702
"422",2022-02-09,0.3795
"423",2022-02-10,0.3856
"424",2022-02-11,0.3835
"425",2022-02-12,0.3806
"426",2022-02-13,0.371
"427",2022-02-14,0.3628
"428",2022-02-15,0.3586
"429",2022-02-16,0.3829
"430",2022-02-17,0.3777
"431",2022-02-18,0.3703
"432",2022-02-19,0.3655
"433",2022-02-20,0.3714
"434",2022-02-21,0.3642
"435",2022-02-22,0.361
"436",2022-02-23,0.3517
"437",2022-02-24,0.3469
"438",2022-02-25,0.3483
"439",2022-02-26,0.349
"440",2022-02-27,0.3464
"441",2022-02-28,0.3458
"442",2022-03-01,0.3314
"443",2022-03-02,0.3305
"444",2022-03-03,0.3301
"445",2022-03-04,0.3337
"446",2022-03-05,0.3268
"447",2022-03-06,0.3324
"448",2022-03-07,0.3329
"449",2022-03-08,0.3409
"450",2022-03-09,0.3378
"451",2022-03-10,0.3414
"452",2022-03-11,0.3448
"453",2022-03-12,0.3472
"454",2022-03-13,0.342
"455",2022-03-14,0.3364
"456",2022-03-15,0.3362
"457",2022-03-16,0.3283
"458",2022-03-17,0.3312
"459",2022-03-18,0.3395
"460",2022-03-19,0.3404
"461",2022-03-20,0.3442
"462",2022-03-21,0.3456
"463",2022-03-22,0.3458
"464",2022-03-23,0.3389
"465",2022-03-24,0.3485
"466",2022-03-25,0.3423
"467",2022-03-26,0.3384
"468",2022-03-27,0.3371
"469",2022-03-28,0.3369
"470",2022-03-29,0.3343
"471",2022-03-30,0.3265
"472",2022-03-31,0.3292
"473",2022-04-01,0.3456
"474",2022-04-02,0.3481
"475",2022-04-03,0.3462
"476",2022-04-04,0.3356
"477",2022-04-05,0.3348
"478",2022-04-06,0.3321
"479",2022-04-07,0.3306
"480",2022-04-08,0.3323
"481",2022-04-09,0.326
"482",2022-04-10,0.3183
"483",2022-04-11,0.3279
"484",2022-04-12,0.3326
"485",2022-04-13,0.3361
"486",2022-04-14,0.3266
"487",2022-04-15,0.3133
"488",2022-04-16,0.3125
"489",2022-04-17,0.3197
"490",2022-04-18,0.3079
"491",2022-04-19,0.3027
"492",2022-04-20,0.2916
"493",2022-04-21,0.2883
"494",2022-04-22,0.2751
"495",2022-04-23,0.2758
"496",2022-04-24,0.2657
"497",2022-04-25,0.2666
"498",2022-04-26,0.2656
"499",2022-04-27,0.2593
"500",2022-04-28,0.259
"501",2022-04-29,0.2587
"502",2022-04-30,0.252
"503",2022-05-01,0.2546
"504",2022-05-02,0.2611
"505",2022-05-03,0.2571
"506",2022-05-04,0.258
"507",2022-05-05,0.2641
"508",2022-05-06,0.2679
"509",2022-05-07,0.2755
"510",2022-05-08,0.2727
"511",2022-05-09,0.2687
"512",2022-05-10,0.2626
"513",2022-05-11,0.2745
"514",2022-05-12,0.2701
"515",2022-05-13,0.2708
"516",2022-05-14,0.2624
"517",2022-05-15,0.2687
"518",2022-05-16,0.2686
"519",2022-05-17,0.2743
"520",2022-05-18,0.2758
"521",2022-05-19,0.2785
"522",2022-05-20,0.2781
"523",2022-05-21,0.2738
"524",2022-05-22,0.2745
"525",2022-05-23,0.2789
"526",2022-05-24,0.2705
"527",2022-05-25,0.2636
"528",2022-05-26,0.2705
"529",2022-05-27,0.2818
"530",2022-05-28,0.2857
"531",2022-05-29,0.2862
"532",2022-05-30,0.2831
"533",2022-05-31,0.291
"534",2022-06-01,0.2923
"535",2022-06-02,0.2873
"536",2022-06-03,0.279
"537",2022-06-04,0.2828
"538",2022-06-05,0.2784
"539",2022-06-06,0.2785
"540",2022-06-07,0.277
"541",2022-06-08,0.2653
"542",2022-06-09,0.256
"543",2022-06-10,0.2668
"544",2022-06-11,0.2659
"545",2022-06-12,0.269
"546",2022-06-13,0.2572
"547",2022-06-14,0.2517
"548",2022-06-15,0.249
"549",2022-06-16,0.2544
"550",2022-06-17,0.2513
"551",2022-06-18,0.245
"552",2022-06-19,0.2438
"553",2022-06-20,0.2471
"554",2022-06-21,0.247
"555",2022-06-22,0.2498
"556",2022-06-23,0.254
"557",2022-06-24,0.2648
"558",2022-06-25,0.2642
"559",2022-06-26,0.2591
"560",2022-06-27,0.254
"561",2022-06-28,0.2558
"562",2022-06-29,0.2483
"563",2022-06-30,0.2649
"564",2022-07-01,0.2688
"565",2022-07-02,0.2662
"566",2022-07-03,0.2594
"567",2022-07-04,0.2602
"568",2022-07-05,0.267
"569",2022-07-06,0.2695
"570",2022-07-07,0.2668
"571",2022-07-08,0.2654
"572",2022-07-09,0.2637
"573",2022-07-10,0.2768
"574",2022-07-11,0.2699
"575",2022-07-12,0.2617
"576",2022-07-13,0.2641
"577",2022-07-14,0.2649
"578",2022-07-15,0.2676
"579",2022-07-16,0.2754
"580",2022-07-17,0.2678
"581",2022-07-18,0.2681
"582",2022-07-19,0.2703
"583",2022-07-20,0.272
"584",2022-07-21,0.2747
"585",2022-07-22,0.2827
"586",2022-07-23,0.2783
"587",2022-07-24,0.2796
"588",2022-07-25,0.2809
"589",2022-07-26,0.2861
"590",2022-07-27,0.2863
"591",2022-07-28,0.2902
"592",2022-07-29,0.288
"593",2022-07-30,0.2926
"594",2022-07-31,0.2952
"595",2022-08-01,0.2986
"596",2022-08-02,0.2909
"597",2022-08-03,0.2909
"598",2022-08-04,0.2926
"599",2022-08-05,0.2954
"600",2022-08-06,0.2984
"601",2022-08-07,0.2993
"602",2022-08-08,0.2953
"603",2022-08-09,0.3013
"604",2022-08-10,0.2972
"605",2022-08-11,0.3112
"606",2022-08-12,0.3023
"607",2022-08-13,0.2923
"608",2022-08-14,0.3002
"609",2022-08-15,0.3148
"610",2022-08-16,0.317
"611",2022-08-17,0.316
"612",2022-08-18,0.3166
"613",2022-08-19,0.3092
"614",2022-08-20,0.3058
"615",2022-08-21,0.302
"616",2022-08-22,0.3011
"617",2022-08-23,0.3066
"618",2022-08-24,0.3108
"619",2022-08-25,0.3139
"620",2022-08-26,0.3156
"621",2022-08-27,0.3197
"622",2022-08-28,0.3079
"623",2022-08-29,0.3127
"624",2022-08-30,0.312
"625",2022-08-31,0.3091
"626",2022-09-01,0.3065
"627",2022-09-02,0.3155
"628",2022-09-03,0.3202
"629",2022-09-04,0.3276
"630",2022-09-05,0.3323
"631",2022-09-06,0.3261
"632",2022-09-07,0.3256
"633",2022-09-08,0.3343
"634",2022-09-09,0.3408
"635",2022-09-10,0.3367
"636",2022-09-11,0.3295
"637",2022-09-12,0.3204
"638",2022-09-13,0.3271
"639",2022-09-14,0.3282
"640",2022-09-15,0.3252
"641",2022-09-16,0.3324
"642",2022-09-17,0.3328
"643",2022-09-18,0.3402
"644",2022-09-19,0.3388
"645",2022-09-20,0.3426
"646",2022-09-21,0.3324
"647",2022-09-22,0.3349
"648",2022-09-23,0.3382
"649",2022-09-24,0.3427
"650",2022-09-25,0.343
"651",2022-09-26,0.3431
"652",2022-09-27,0.3418
"653",2022-09-28,0.3467
"654",2022-09-29,0.3541
"655",2022-09-30,0.3518
"656",2022-10-01,0.3478
"657",2022-10-02,0.3554
"658",2022-10-03,0.3477
"659",2022-10-04,0.3469
"660",2022-10-05,0.3514
"661",2022-10-06,0.3479
"662",2022-10-07,0.3503
"663",2022-10-08,0.3551
"664",2022-10-09,0.3568
"665",2022-10-10,0.3611
"666",2022-10-11,0.3569
"667",2022-10-12,0.3494
"668",2022-10-13,0.3498
"669",2022-10-14,0.357
"670",2022-10-15,0.3486
"671",2022-10-16,0.3493
"672",2022-10-17,0.3482
"673",2022-10-18,0.3504
"674",2022-10-19,0.3455
"675",2022-10-20,0.3498
"676",2022-10-21,0.3473
"677",2022-10-22,0.3451
"678",2022-10-23,0.3453
"679",2022-10-24,0.3416
"680",2022-10-25,0.3445
"681",2022-10-26,0.34
"682",2022-10-27,0.3437
"683",2022-10-28,0.356
"684",2022-10-29,0.3577
"685",2022-10-30,0.3522
"686",2022-10-31,0.3514
"687",2022-11-01,0.3525
"688",2022-11-02,0.3502
"689",2022-11-03,0.3577
"690",2022-11-04,0.3543
"691",2022-11-05,0.3502
"692",2022-11-06,0.3447
"693",2022-11-07,0.3604
"694",2022-11-08,0.358
"695",2022-11-09,0.3515
"696",2022-11-10,0.3498
"697",2022-11-11,0.3446
"698",2022-11-12,0.3528
"699",2022-11-13,0.3659
"700",2022-11-14,0.37
"701",2022-11-15,0.3729
"702",2022-11-16,0.3672
"703",2022-11-17,0.3619
"704",2022-11-18,0.3692
"705",2022-11-19,0.3705
"706",2022-11-20,0.3666
"707",2022-11-21,0.3649
"708",2022-11-22,0.3664
"709",2022-11-23,0.3671
"710",2022-11-24,0.3688
"711",2022-11-25,0.3729
"712",2022-11-26,0.3727
"713",2022-11-27,0.3827
"714",2022-11-28,0.3829
"715",2022-11-29,0.3865
"716",2022-11-30,0.3837
"717",2022-12-01,0.3866
"718",2022-12-02,0.3841
"719",2022-12-03,0.386
"720",2022-12-04,0.3845
"721",2022-12-05,0.3774
"722",2022-12-06,0.3793
"723",2022-12-07,0.3858
"724",2022-12-08,0.3875
"725",2022-12-09,0.3932
"726",2022-12-10,0.3949
"727",2022-12-11,0.3885
"728",2022-12-12,0.3928
"729",2022-12-13,0.4021
"730",2022-12-14,0.3992
"731",2022-12-15,0.3983
"732",2022-12-16,0.3973
"733",2022-12-17,0.3949
"734",2022-12-18,0.3855
"735",2022-12-19,0.38
"736",2022-12-20,0.377
"737",2022-12-21,0.3912
"738",2022-12-22,0.4009
"739",2022-12-23,0.4047
"740",2022-12-24,0.4
"741",2022-12-25,0.3939
"742",2022-12-26,0.3847
"743",2022-12-27,0.3864
"744",2022-12-28,0.3918
"745",2022-12-29,0.3958
"746",2022-12-30,0.3991
"747",2022-12-31,0.3997
"748",2023-01-01,0.3961
"749",2023-01-02,0.3999
"750",2023-01-03,0.3983
"751",2023-01-04,0.3944
"752",2023-01-05,0.3974
"753",2023-01-06,0.4097
"754",2023-01-07,0.4073
"755",2023-01-08,0.4093
"756",2023-01-09,0.4001
"757",2023-01-10,0.3894
"758",2023-01-11,0.3852
"759",2023-01-12,0.3898
"760",2023-01-13,0.3917
"761",2023-01-14,0.3953
"762",2023-01-15,0.3856
"763",2023-01-16,0.391
"764",2023-01-17,0.3922
"765",2023-01-18,0.391
"766",2023-01-19,0.3871
"767",2023-01-20,0.3855
"768",2023-01-21,0.3892
"769",2023-01-22,0.3871
"770",2023-01-23,0.3857
"771",2023-01-24,0.3845
"772",2023-01-25,0.3739
"773",2023-01-26,0.3788
"774",2023-01-27,0.3798
"775",2023-01-28,0.362
"776",2023-01-29,0.3588
"777",2023-01-30,0.363
"778",2023-01-31,0.3556
"779",2023-02-01,0.3527
"780",2023-02-02,0.3442
"781",2023-02-03,0.3405
"782",2023-02-04,0.3279
"783",2023-02-05,0.3247
"784",2023-02-06,0.3208
"785",2023-02-07,0.3165
"786",2023-02-08,0.3069
"787",2023-02-09,0.302
"788",2023-02-10,0.3038
"789",2023-02-11,0.3101
"790",2023-02-12,0.3081
"791",2023-02-13,0.2991
"792",2023-02-14,0.2966
"793",2023-02-15,0.2874
"794",2023-02-16,0.2825
"795",2023-02-17,0.2796
"796",2023-02-18,0.2715
"797",2023-02-19,0.2741
"798",2023-02-20,0.2696
"799",2023-02-21,0.2727
"800",2023-02-22,0.2652
"801",2023-02-23,0.2643
"802",2023-02-24,0.261
"803",2023-02-25,0.2694
"804",2023-02-26,0.2642
"805",2023-02-27,0.2602
"806",2023-02-28,0.2614
"807",2023-03-01,0.2636
"808",2023-03-02,0.268
"809",2023-03-03,0.2793
"810",2023-03-04,0.2848
"811",2023-03-05,0.2768
"812",2023-03-06,0.2765
"813",2023-03-07,0.2764
"814",2023-03-08,0.2714
"815",2023-03-09,0.2716
"816",2023-03-10,0.2718
"817",2023-03-11,0.2691
"818",2023-03-12,0.2763
"819",2023-03-13,0.2872
"820",2023-03-14,0.2929
"821",2023-03-15,0.2964
"822",2023-03-16,0.2945
"823",2023-03-17,0.2964
"824",2023-03-18,0.2958
"825",2023-03-19,0.3001
"826",2023-03-20,0.293
"827",2023-03-21,0.2843
"828",2023-03-22,0.2881
"829",2023-03-23,0.2976
"830",2023-03-24,0.2986
"831",2023-03-25,0.2962
"832",2023-03-26,0.2904
"833",2023-03-27,0.2994
"834",2023-03-28,0.3019
"835",2023-03-29,0.2966
"836",2023-03-30,0.2996
"837",2023-03-31,0.3077
"838",2023-04-01,0.3026
"839",2023-04-02,0.3001
"840",2023-04-03,0.3025
"841",2023-04-04,0.2994
"842",2023-04-05,0.3086
"843",2023-04-06,0.3142
"844",2023-04-07,0.3175
"845",2023-04-08,0.3176
"846",2023-04-09,0.3155
"847",2023-04-10,0.3146
"848",2023-04-11,0.3243
"849",2023-04-12,0.3369
"850",2023-04-13,0.3344
"851",2023-04-14,0.3353
"852",2023-04-15,0.333
"853",2023-04-16,0.3239
"854",2023-04-17,0.3212
"855",2023-04-18,0.3199
"856",2023-04-19,0.318
"857",2023-04-20,0.3137
"858",2023-04-21,0.3199
"859",2023-04-22,0.3225
"860",2023-04-23,0.3165
"861",2023-04-24,0.3202
"862",2023-04-25,0.3179
"863",2023-04-26,0.3231
"864",2023-04-27,0.3312
"865",2023-04-28,0.3269
"866",2023-04-29,0.3204
"867",2023-04-30,0.3133
"868",2023-05-01,0.3076
"869",2023-05-02,0.3145
"870",2023-05-03,0.3129
"871",2023-05-04,0.3049
"872",2023-05-05,0.3045
"873",2023-05-06,0.3106
"874",2023-05-07,0.3091
"875",2023-05-08,0.3084
"876",2023-05-09,0.3055
"877",2023-05-10,0.2985
"878",2023-05-11,0.2996
"879",2023-05-12,0.3067
"880",2023-05-13,0.3162
"881",2023-05-14,0.3271
"882",2023-05-15,0.3227
"883",2023-05-16,0.322
"884",2023-05-17,0.3225
"885",2023-05-18,0.3229
"886",2023-05-19,0.3169
"887",2023-05-20,0.307
"888",2023-05-21,0.3043
"889",2023-05-22,0.3063
"890",2023-05-23,0.3057
"891",2023-05-24,0.3081
"892",2023-05-25,0.3021
"893",2023-05-26,0.3085
"894",2023-05-27,0.3152
"895",2023-05-28,0.3064
"896",2023-05-29,0.3033
"897",2023-05-30,0.3034
"898",2023-05-31,0.303
"899",2023-06-01,0.2996
"900",2023-06-02,0.2997
"901",2023-06-03,0.2894
"902",2023-06-04,0.2877
"903",2023-06-05,0.2918
"904",2023-06-06,0.2941
"905",2023-06-07,0.2976
"906",2023-06-08,0.3006
"907",2023-06-09,0.3016
"908",2023-06-10,0.3032
"909",2023-06-11,0.3185
"910",2023-06-12,0.3184
"911",2023-06-13,0.311
"912",2023-06-14,0.3085
"913",2023-06-15,0.3098
"914",2023-06-16,0.314
"915",2023-06-17,0.3046
"916",2023-06-18,0.2947
"917",2023-06-19,0.2911
"918",2023-06-20,0.2943
"919",2023-06-21,0.2945
"920",2023-06-22,0.3042
"921",2023-06-23,0.3059
"922",2023-06-24,0.3053
"923",2023-06-25,0.3055
"924",2023-06-26,0.3138
"925",2023-06-27,0.3118
"926",2023-06-28,0.307
"927",2023-06-29,0.3075
"928",2023-06-30,0.3057
